,Concept_ID,uk,kk
143,Fell::N,хутро,тері
144,Flügel::N,крило,қанат
145,Klaue::N,кіготь,тырнақ
146,Kralle::N,лапа,аяқ
147,Schwanz::N,хвіст,құйрық
148,Ei::N,яйце,жұмыртқа
149,Nest::N,гніздо,ұя
150,Bau::N,лігво,жатақ
151,Tier::N,тварина,айуан
152,Tier::N,тварина,жануар
153,Herde::N,стадо,пада
154,Kuh::N,корова,сиыр
155,Bulle::N,бик,өгіз
156,Bulle::N,бугай,өгіз
157,Pferd::N,кінь,жылқы
158,Schaf::N,вівця,қой
159,Schwein::N,свиня,шошқа
160,Hund::N,собака,ит
161,Katze::N,кішка,мысық
162,Bär::N,ведмідь,аю
163,Eichhörnchen::N,білка,тиін
164,Elch::N,лось,бұғы
165,Fuchs::N,лисиця,түлкі
166,Hase::N,заєць,қоян
167,Maus::N,миша,қаптесер
168,Wolf::N,вовк,бөрі
169,Wolf::N,вовк,қасқыр
170,Vogel::N,птах,құс
171,Schwarm::N,зграя,топ
172,Schwarm::N,зграя,үйір
173,Huhn::N,курка,тауық
174,Huhn::N,курка,мекиен
175,Hahn::N,півень,әтеш
176,Hahn::N,півень,қораз
177,Gans::N,гуска,қаз
178,Adler::N,орел,бүркіт
179,Ente::N,качка,үйрек
180,Eule::N,сова,жапалақ
181,Kranich::N,журавель,тырна
182,Krähe::N,ворона,қарға
183,Kuckuck::N,зозуля,көкек
184,Schwan::N,лебідь,аққу
185,Fisch::N,риба,балық
186,Barsch::N,окунь,алабұға
187,Hecht::N,щука,шортан
188,Schlange[Tier]::N,змія,жылан
189,Wurm::N,черв’як,шұбалшаң
190,Spinne::N,павук,өрмекші
191,Ameise::N,мурашка,қүмырска
192,Laus::N,воша,бит
193,Mücke::N,комар,маса
194,Fliege::N,муха,шыбын
195,Schmetterling::N,метелик,көбелек
196,Beere::N,ягода,жидек
197,Apfel::N,яблуко,алма
198,Pilz::N,гриб,қозықұйрық
199,Pilz::N,гриб,саңыраукулақ
200,Zwiebel::N,цибуля,жуа
201,Saat::N,сім’я,тұқым
202,Korn::N,зерно,дән
203,Heu::N,сіно,шөп
204,Schale::N,шкірка,қабық
205,Schale::N,шкірка,қабығы
206,Grube::N,яма,ор
207,Falle::N,пастка,дұзақ
208,Falle::N,пастка,қақпан
209,Schlinge::N,петля,ілмек
210,Spur::N,слід,із
211,Asche::N,зола,күл
212,Asche::N,попіл,күл
213,Dreck::N,бруд,былғаныш
214,Eisen::N,залізо,темір
215,Gold::N,золото,алтын
216,Silber::N,срібло,күміс
217,Kohle::N,вугілля,көмір
218,Glas::N,скло,шыны
219,Lehm::N,глина,балшық
220,Sand::N,пісок,құм
221,Mensch::N,людина,адам
222,Mann::N,чоловік,еркек
223,Mann::N,чоловік,ер адам
224,Frau::N,жінка,бике
225,Frau::N,жінка,қатын
226,Kind::N,дитина,бала
227,Kind::N,дитина,перзент
228,Junge::N,хлопець,бала
229,Junge::N,хлопець,ер бала
230,Mädchen::N,дівчина,қыз
231,Familie::N,сім’я,жанұя
232,Familie::N,родина,жанұя
233,Großvater::N,дідусь,ата
234,Großmutter::N,бабуся,әже
235,Großmutter::N,бабуся,әжей
236,Eltern::N,батьки,ата-аналар
237,Vater::N,батько,әке
238,Mutter::N,мати,ана
239,Sohn::N,син,ұл
240,Tochter::N,дочка,қызым
241,Bruder::N,брат,бауырым
242,Schwester::N,сестра,әпке
243,Onkel::N,дядько,көке
244,Tante::N,тітка,тәте
245,Ehemann::N,чоловік,ер
246,Ehefrau::N,жінка,зайып
247,Ehefrau::N,дружина,зайып
248,Freude::N,радощі,қуаныш
249,Freude::N,радощі,сүйініш
250,Freude::N,радощі,шат-думан
251,Freude::N,радощі,қуаныштылық
252,Gelächter::N,сміх,күлу
253,Glück::N,щастя,бақыт
254,Glück::N,щастя,бақыттылық
255,Kummer::N,горе,аза
256,Kummer::N,горе,қайғы
257,Kummer::N,горе,қасырет
258,Wunsch::N,бажання,мүдде
259,Lust::N,бажання,тәбет
260,Lust::N,бажання,ынтызар
261,Lust::N,бажання,құштарлық
262,Geist::N,дух,рух
263,Gedanke::N,думка,ой
264,Gedächtnis::N,пам’ять,ес
265,Gedächtnis::N,пам’ять,жады
266,Gedächtnis::N,пам’ять,ақыл-ес
267,Verstand::N,розум,ақыл
268,Verstand::N,розум,парасат
269,Sinn::N,зміст,мән
270,Sinn::N,зміст,маныз
271,Sinn::N,зміст,мағына
272,Sinn::N,зміст,мән-мағына
273,Sinn::N,значення,мән
274,Sinn::N,значення,маныз
275,Sinn::N,значення,мағына
276,Sinn::N,значення,мән-мағына
277,Grund::N,причина,себеп
278,Wahrheit::N,правда,рас
279,Gespräch::N,розмова,әңгіме
280,Märchen::N,байка,ертеп
281,Märchen::N,байка,ертек
282,Erzählung::N,повість,әңгіме
283,Erzählung::N,оповідання,әңгіме
284,Nachricht::N,повідомлення,хабар
285,Neuigkeit::N,новина,жаңалық
286,Name::N,ім’я,ат
287,Name::N,ім’я,атау
288,Rätsel::N,загадка,жұмбақ
289,Rede::N,промова,сөз
290,Sprache::N,мова,тіл
291,Stimme::N,голос,үн
292,Stimme::N,голос,әуен
293,Stimme::N,голос,дауыс
294,Wort::N,слово,сөз
295,Zeichen::N,знак,ишара
296,Ruf::N,оклик,айғай
297,Lärm::N,шум,айғай-шу
298,Lärm::N,шум,айғай-ұйғай
299,Laut::N,звук,дыбыс
300,Laut::N,звук,дауыс
301,Ton::N,тон,әуен
302,Lied::N,пісня,ән
303,Lied::N,пісня,жыр
304,Lied::N,пісня,ән-жыр
305,Ruhe::N,спокій,тыныштық
306,Leute::N,люди,кісілер
307,Volk::N,народ,халық
308,Arbeit::N,робота,еңбек
309,Gast::N,гість,қонақ
310,Gast::N,гість,мейман
311,Geschenk::N,подарунок,қадия
312,Spiel::N,гра,ойын
313,Gesellschaft::N,товариство,қауым
314,Gesellschaft::N,товариство,жұртшылық
315,Hilfe::N,допомога,жэрдем
316,Freund::N,друг,дос
317,Freund::N,приятель,дос
318,Kamerad::N,товариш,дос-жар
319,Angelegenheit::N,справа,жұмыс
320,Anzahl::N,число,сан
321,Anzahl::N,число,саны
322,Art::N,рід,түр
323,Stück::N,кусок,тілім
324,Teil::N,частина,үлес
325,Teil::N,частина,бөлшек
326,Hälfte::N,половина,жарты
327,Kreis::N,круг,шеңбер
328,Kreis::N,коло,шеңбер
329,Kreuz::N,хрест,крест
330,Linie::N,лінія,сызық
331,Strich::N,штрих,сызық
332,Abstand::N,проміжок,ара
333,Abstand::N,проміжок,аралық
334,Entfernung::N,відстань,аралық
335,Gegend::N,місцевість,өңір
336,Platz::N,площа,орны
337,Ort::N,місце,орын
338,Seite::N,сторона,жақ
339,Seite::N,сторона,бүйір
340,Mitte::N,середина,ортасы
341,Gegenstand::N,предмет,зат
342,Gegenstand::N,предмет,нәрсе
343,Sache::N,річ,бұйым
344,Rand::N,край,шет
345,Rand::N,край,шеті
346,Kante::N,ребро,қыр
347,Kante::N,ребро,қыры
348,Ecke::N,ріг,қыры
349,Ecke::N,ріг,бұрыш
350,Spitze::N,кінчик,ұшы
351,Ende::N,кінець,аяқ
352,Ende::N,кінець,соңы
353,Loch::N,діра,тесік
354,Winkel::N,куток,мүйіс
355,Muster::N,узор,мәнер
356,Größe::N,розмір,ауқым
357,Größe::N,розмір,көлемдік
358,Länge::N,довжина,бой
359,Länge::N,довжина,ұзындық
360,Höhe::N,висота,жоғарылық
361,Höhe::N,висота,биіктік
362,Gewicht::N,вага,салмақ
363,Menge::N,кількість,мөлшер
364,Haufen::N,купа,үйме
365,Haufen::N,купа,үйінді
366,Reihe::N,ряд,сап
367,Boot::N,човен,қайық
368,Ruder::N,весло,ескек
369,Schlitten::N,сани,шана
370,Ski::N,лижа,шаңғы
371,Lagerfeuer::N,вогнище,алау
372,Last::N,тягар,ауырлық
373,Last::N,тягар,ауыр зат
374,Last::N,вантаж,ауырлық
375,Last::N,вантаж,ауыр зат
376,Gang::N,хід,жүріс
377,Schritt::N,крок,адым
378,Norden::N,північ,солтүстік
379,Norden::N,північ,терістік
380,Süden::N,південь,оңтүстік
381,Westen::N,захід,батыс
382,Osten::N,схід,күншығыс
383,Holz::N,дрова,ағаш
384,Holz::N,дрова,сүрек
385,Brett::N,дошка,тақта
386,Platte::N,плита,тақта
387,Stütze::N,підпірка,тіреу
388,Stange::N,жердина,қада
389,Stock::N,палиця,сойыл
390,Stab::N,палиця,сырық
391,Rohr::N,труба,құбыр
392,Haus::N,дім,үй
393,Haus::N,хата,үй
394,Heim::N,житло,үйлі
395,Heim::N,житло,шаңырақ
396,Ofen::N,піч,ошақ
397,Ofen::N,піч,пеш
398,Fußboden::N,підлога,еден
399,Tisch::N,стіл,үстел
400,Stuhl::N,стілець,орындық
401,Wiege::N,колиска,бесік
402,Bett::N,ліжко,кереует
403,Bett::N,постіль,кереует
404,Regal::N,полиця,сөре
405,Kiste::N,ящик,жәшік
406,Fenster::N,вікно,терезе
407,Tür::N,двері,есік
408,Tor::N,ворота,дарбаза
409,Zaun::N,паркан,дуал
410,Zaun::N,огорожа,дуал
411,Dach::N,дах,шатыр
412,Leiter::N,драбина,саты
413,Leiter::N,драбина,басқыш
414,Besen::N,мітла,сыпырғыш
415,Spaten::N,заступ,күрек
416,Schaufel::N,совок,қалақ
417,Schaufel::N,лопата,қалақ
418,Gabel::N,виделка,аша
419,Gabel::N,виделка,шанышқы
420,Löffel::N,ложка,қасық
421,Messer::N,ніж,пышақ
422,Nagel::N,цвях,мық
423,Nagel::N,цвях,шеге
424,Netz::N,сіть,керегекөз
425,Haken::N,крюк,ілмек
426,Griff::N,ручка,сап
427,Griff::N,ручка,тұтқа
428,Griff::N,держак,сап
429,Griff::N,держак,тұтқа
430,Schloss::N,замок,құлып
431,Schloss::N,замок,бекіткіш
432,Bild::N,картина,сурет
433,Figur::N,фігура,тұлға
434,Puppe::N,лялька,қуыршақ
435,Beutel::N,мішечок,қапшық
436,Beutel::N,торбинка,қапшық
437,Bündel::N,в’язка,байлам
438,Tasche::N,сумка,дорба
439,Eimer::N,відро,шелек
440,Deckel::N,кришка,жапқыш
441,Geschirr::N,посуд,ыдыс
442,Sack::N,мішок,қап
443,Tasse::N,чашка,шыныаяқ
444,Topf::N,горщик,кәстрөл
445,Kessel::N,котел,қазан
446,Essen::N,їжа,ас
447,Nahrung::N,харч,ас
448,Nahrung::N,харч,тамақ
449,Speise::N,страва,тағам
450,Fleisch::N,м’ясо,ет
451,Getreide::N,хліб,дәнді
452,Getreide::N,збіжжя,дәнді
453,Brei::N,каша,ботқа
454,Brot::N,хліб,күлше
455,Scheibe::N,скибочка,тілім
456,Fett::N,жир,май
457,Butter::N,масло,май
458,Öl::N,олія,май
459,Salz::N,сіль,тұз
460,Suppe::N,суп,көже
461,Honig::N,мед,бал
462,Milch::N,молоко,сүт
463,Tee::N,чай,шай
464,Leder::N,шкіра,көн
465,Wolle::N,шерсть,жүн
466,Stoff::N,тканина,мата
467,Stoff::N,тканина,кездеме
468,Nadel::N,голка,ине
469,Faden::N,нитка,жіп
470,Knopf::N,ґудзик,түйме
471,Knoten::N,вузол,түйін
472,Farbe::N,фарба,рең
473,Kleidung::N,одяг,киім
474,Kleidung::N,убрання,киім
475,Hemd::N,сорочка,жейде
476,Kragen::N,комір,жаға
477,Ärmel::N,рукав,жең
478,Hose::N,брюки,шалбар
479,Gürtel::N,пояс,белбеу
480,Mütze::N,шапка,қалпақ
481,Schuh::N,ботинок,кебіс
482,Stiefel::N,чобіт,етік
483,Ring::N,кільце,жүзік
484,Band::N,стрічка,таспа
485,Kamm::N,гребінець,тарақ
486,Spiegel::N,дзеркало,айна
487,Riemen::N,ремінь,қайыс
488,Schnur::N,вірьовка,жіп
489,Leine::N,шворка,тізгін
490,Decke::N,ковдра,көрпе
491,Kissen::N,подушка,жастық
492,Tuch::N,хустка,орамал
493,Handtuch::N,рушник,сүлгі
494,Kraft::N,сила,қуат
495,Kraft::N,сила,қарқын
496,Kraft::N,сила,әл-шама
497,Kraft::N,сила,әл-дәрмен
498,Stärke::N,сила,әл
499,Stärke::N,сила,күш
500,Gesundheit::N,здоров’я,денсаулык
501,Krankheit::N,хвороба,ауру
502,Schmerz::N,біль,ауру
503,Wunde::N,рана,зақым
504,Wunde::N,рана,жарақат
505,Fieber::N,гарячка,безгек
506,Fieber::N,гарячка,қалтырау
507,Fieber::N,гарячка,қызу көтерілуі
508,Arznei::N,ліки,дәрі
509,Arznei::N,ліки,дәрі-дәрмек
510,Brücke::N,міст,көпір
511,Brunnen::N,колодязь,құдық
512,Weide::N,пасовище,өріс
513,Weide::N,пасовище,жайылым
514,Pfad::N,стежка,жол
515,Weg::N,шлях,жол
516,Weg::N,дорога,жол
517,Straße::N,вулиця,жол
518,Dorf::N,село,ауыл
519,Stadt::N,місто,қала
520,Stadt::N,місто,шаһар
521,Brief::N,лист,хат
522,Brief::N,лист,жазу
523,Buch::N,книга,кітап
524,Buch::N,книжка,кітап
525,Buchstabe::N,буква,әріп
526,Buchstabe::N,буква,қаріп
527,Buchstabe::N,літера,әріп
528,Buchstabe::N,літера,қаріп
529,Zeitung::N,газета,газет
530,Leben::N,життя,өмір
531,Leben::N,життя,тіршілік
532,Tod::N,смерть,опат
533,Grab::N,могила,мола
534,Grab::N,могила,мазар
535,Kirche::N,церква,шіркеу
536,Sünde::N,гріх,күнә
537,Gott::N,бог,алла
538,Gott::N,бог,құдай
539,Gott::N,бог,тәңірі
540,Gott::N,бог,пәруардігер
541,Gott::N,бог,жаратқан тәңірі
542,Arbeiter::N,робітник,жүмысшы
543,Chef::N,хазяїн,басшы
544,Chef::N,хазяїн,жұмыс басқарушысы
545,Meister::N,умілець,шебер
546,Meister::N,умілець,өнерпаз
547,Arzt::N,лікар,дәрігер
548,Lehrer::N,вчитель,мұғалім
549,Geld::N,гроші,пұл
550,Geschäft::N,заняття,бизнес
551,Laden::N,магазин,дүкен
552,Laden::N,крамниця,дүкен
553,Preis::N,ціна,ақы
554,Preis::N,ціна,құны
555,Preis::N,ціна,нарық
556,Ware::N,товар,тауар
557,Nutzen::N,вигода,пайда
558,Nutzen::N,користь,пайда
559,Reichtum::N,багатство,бақ-дәулет
560,Welt::N,світ,әлем
561,Welt::N,світ,жиһан
562,Land::N,країна,аймақ
563,Staat::N,держава,мемлекет
564,König::N,король,патша
565,Macht::N,влада,өкімет
566,Macht::N,влада,қожалық
567,Grenze::N,кордон,шек
568,Krieg::N,війна,соғыс
569,Feind::N,ворог,жау
570,Feind::N,ворог,дұшпан
571,Gewalt::N,насильство,зорлык
572,Gewalt::N,насильство,зорлық-зомбылык
573,Kampf::N,бій,күрес
574,Kampf::N,бій,алыспақ
575,Kampf::N,боротьба,күрес
576,Kampf::N,боротьба,алыспақ
577,Bogen[Waffe]::N,лук,саржа
578,Pfeil::N,стріла,жебе
579,Gewehr::N,рушниця,қару
580,Gewehr::N,гвинтівка,қару
581,Fehler::N,помилка,әбес
582,Fehler::N,помилка,қаталық
583,Lüge::N,брехня,өтірік
584,Schaden::N,шкода,зиян
585,Schaden::N,шкода,зарар
586,Schaden::N,збиток,зиян
587,Schaden::N,збиток,зарар
588,Unglück::N,нещастя,пәле
589,Unglück::N,нещастя,қасырет
590,Unglück::N,нещастя,ауыртпалық
591,Schuld::N,провина,айыптылық
592,Alter::N,вік,жас
593,Alter::N,вік,жас шамасы
594,Alter::N,літа,жас
595,Alter::N,літа,жас шамасы
596,Schluss::N,кінець,ада
597,Schluss::N,кінець,бітуі
598,Zeit::N,час,уақыт
599,Tag::N,день,күн
600,Morgen::N,ранок,таң
601,Morgen::N,ранок,таңертең
602,Mittag::N,південь,талтүс
603,Abend::N,вечір,кеш
604,Nacht::N,ніч,түн
605,Woche::N,тиждень,апта
606,Monat::N,місяць,ай
607,Jahr::N,рік,жыл
608,Frühling::N,весна,көктем
609,Sommer::N,літо,жаз
610,Herbst::N,осінь,күз
611,Winter::N,зима,қыс
612,Januar::N,січень,каңтар
613,Februar::N,лютий,ақпан
614,März::N,березень,наурыз
615,April::N,квітень,сәуір
616,Mai::N,травень,мамыр
617,Juni::N,червень,маусым
618,Juli::N,липень,шілде
619,August::N,серпень,сүмбіле
620,August::N,серпень,тамыз
621,September::N,вересень,қыркүйек
622,Oktober::N,жовтень,ақырап
623,November::N,листопад,қараша
624,Dezember::N,грудень,желтоқсан
625,Montag::N,понеділок,дүйсенбі
626,Dienstag::N,вівторок,сейсенбі
627,Mittwoch::N,середа,сәрсенбі
628,Donnerstag::N,четвер,бейсенбі
629,Freitag::N,п’ятниця,жұма
630,Samstag::N,субота,сенбі
631,Sonntag::N,неділя,жексембі
632,groß::A,великий,алпамсадай
633,klein::A,малий,кішкене
634,klein::A,малий,қарғадай
635,klein::A,маленький,кішкене
636,klein::A,маленький,қарғадай
637,lang::A,довгий,сопақ
638,lang::A,довгий,сорайған
639,kurz::A,короткий,кеспелтек
640,breit::A,широкий,айдынды
641,schmal::A,вузький,қысық
642,dicht::A,густий,жиі
643,dick[Gegenstand]::A,товстий,шомбал
644,dünn::A,тонкий,жұқа
645,dünn::A,тонкий,жіңішке
646,fein::A,дрібний,қаңылтақ
647,fest::A,міцний,берік
648,fest::A,міцний,мызғымас
649,flach::A,плоский,жалпак
650,glatt::A,рівний,типыл
651,glatt::A,гладенький,типыл
652,hart::A,твердий,қатты
653,weich::A,м’який,жұмсақ
654,rund::A,круглий,домалақ
655,spitz::A,гострокінцевий,үшкір
656,scharf::A,гострий,сүйрік
657,stumpf::A,тупий,доғал
658,stumpf::A,тупий,өтпейтін
659,schwer::A,важкий,салмақты
660,schön::A,вродливий,сұлу
661,heiß::A,жаркий,ыссы
662,heiß::A,гарячий,ыссы
663,warm::A,теплий,жылы
664,kalt::A,холодний,аязды
665,kühl::A,прохолодний,салқын
666,frisch::A,свіжий,таза
667,frisch::A,свіжий,жаңа
668,feucht::A,вогкий,нам
669,feucht::A,вогкий,дымқылды
670,nass::A,мокрий,сулы
671,trocken::A,сухий,құрғақ
672,voll::A,повний,толы
673,leer::A,пустий,бос
674,offen::A,відкритий,ашып қойылған
675,geschlossen::A,закритий,жабулы
676,geschlossen::A,зачинений,жабулы
677,sauber::A,чистий,дақсыз
678,sauber::A,чистий,мұнтаздай
679,sauber::A,охайний,дақсыз
680,sauber::A,охайний,мұнтаздай
681,schmutzig::A,брудний,айғыз
682,schmutzig::A,брудний,сатпақ
683,schmutzig::A,брудний,сатал-сатал
684,roh::A,сирий,шикі
685,reif::A,зрілий,піскен
686,lecker::A,смачний,дәмді
687,süß::A,солодкий,тәтті
688,bitter::A,гіркий,ащы
689,sauer::A,кислий,қышқыл
690,hell::A,світлий,жарық
691,hell::A,світлий,жарқын
692,dunkel::A,темний,қараңғы
693,schwarz::A,чорний,қара
694,weiß::A,сивий,ақ
695,rot::A,червоний,қызыл
696,gelb::A,жовтий,сары
697,blau::A,синій,көк
698,grün::A,зелений,жасыл
699,grau::A,сірий,бозамық
700,bunt::A,барвистий,алабажак
701,billig::A,дешевий,арзан
702,teuer::A,дорогий,бағалы
703,wertvoll::A,цінний,құнды
704,wertvoll::A,цінний,қымбат
705,blind::A,сліпий,көзсіз
706,blind::A,сліпий,көр
707,blind::A,сліпий,көр_соқыр
708,taub::A,глухий,керең
709,taub::A,глухий,саңырау
710,kräftig::A,могутній,қуатты
711,kräftig::A,могутній,қарымды
712,stark::A,сильний,білекті
713,schwach::A,слабкий,әлсіз
714,schwach::A,слабкий,күшсіз
715,schwach::A,слабкий,қайратсыз
716,fett::A,жирний,семіз
717,fett::A,товстий,семіз
718,schlank::A,тонкий,ашаң
719,schlank::A,стрункий,ашаң
720,hübsch::A,чарівний,ажарлы
721,hübsch::A,чарівний,шырайлы
722,böse::A,злий,өш
723,böse::A,злий,сұм
724,böse::A,злий,жауыз
725,böse::A,лихий,өш
726,böse::A,лихий,сұм
727,böse::A,лихий,жауыз
728,dumm::A,дурний,көкми
729,dumm::A,дурний,ақымақ
730,dumm::A,дурний,миы жоқ
731,faul::A,ледачий,жалқау
732,faul::A,ледачий,еріншек
733,fleißig::A,старанний,ұқыпты
734,geizig::A,скупий,сараң
735,klug::A,мудрий,жетік
736,klug::A,мудрий,ақылды
737,klug::A,розумний,жетік
738,klug::A,розумний,ақылды
739,geschickt::A,умілий,шебер
740,lieb::A,милий,абзал
741,lieb::A,милий,айналайын
742,lustig::A,веселий,көңілді
743,sanft::A,лагідний,жуас
744,hungrig::A,голодний,аш
745,krank::A,слабий,кеселді
746,nackt::A,голий,жалаңаш
747,traurig::A,сумний,қапа
748,lebendig::A,живий,тірі
749,lebendig::A,живий,жанды
750,gut::A,добрий,жақсы
751,schlecht::A,поганий,жаман
752,schlecht::A,кепський,жаман
753,richtig::A,правильний,дұрыс
754,schlimm::A,бридкий,жаман
755,wahr::A,справжній,нағыз
756,alt::A,старий,ескі
757,neu::A,новий,жаңа
758,ehemalig::A,колишній,өткен
759,ehemalig::A,колишній,бұрынғы
760,alt[Lebewesen]::A,старий,кексе
761,jung::A,молодий,науша
762,arm::A,бідний,кедей
763,arm::A,бідний,дәулетсіз
764,reich::A,багатий,малды
765,bekannt::A,знайомий,таныс
766,bekannt::A,знайомий,көзтаныс
767,berühmt::A,славетний,атақты
768,fremd::A,чужий,бөтен
769,verschieden::A,різний,түрлі
770,nah::A,близький,жуық
771,nah::A,близький,етене
772,fern::A,далекий,алыс
773,fern::A,далекий,алыстағы
774,linker::A,лівий,сол
775,linker::A,лівий,солшыл
776,rechter::A,правий,оң
777,anderer::A,інакший,өзге
778,anderer::A,інакший,былайғы
779,erster::A,перший,алғашқы
780,zweiter::A,другий,екінші
781,dritter::A,третій,үшінші
782,letzter::A,останній,артқы
783,letzter::A,останній,кейінгі
784,allein::ADV,сам,серіксіз
785,allein::ADV,один,серіксіз
786,auf einmal::ADV,відразу,бірден
787,zusammen::ADV,разом,бірлесіп
788,zusammen::ADV,спільно,бірлесіп
789,lange::ADV,довго,ұзақ
790,plötzlich::ADV,раптом,кенет
791,sofort::ADV,зараз,әне-міне дегенше
792,später::ADV,пізніше,артынан
793,jetzt::ADV,тепер,енді
794,jetzt::ADV,тепер,қазір
795,heute::ADV,сьогодні,бүгін
796,morgen::ADV,завтра,ертең
797,bald::ADV,незабаром,тез
798,dann::ADV,потім,онан соң
799,dann::ADV,потім,сонан соң
800,gestern::ADV,вчора,кеше
801,einst::ADV,колись,бірде
802,einst::ADV,колись,бір кезде
803,damals::ADV,тоді,анада
804,danach::ADV,згодом,онан соң
805,danach::ADV,згодом,сонан соң
806,vorher::ADV,раніше,бұрын
807,zuerst::ADV,спершу,әуелі
808,zuerst::ADV,спершу,алдымен
809,zuerst::ADV,спочатку,әуелі
810,zuerst::ADV,спочатку,алдымен
811,einmal::ADV,один раз,бір жолы
