,Concept_ID,hy,ba
90,Frost::N,սառնամանիք,һалҡын
91,Kälte::N,դող,һыуыҡ
92,Hitze::N,շոգ,томра
93,Hitze::N,շոգ,эҫелек
94,Raureif::N,ցօղեղեամ,ҡырау
95,Regenbogen::N,ծիածան,йәйғор
96,Donner::N,որոտ,күк күкрәү
97,Strömung::N,հոսանք,ағым
98,Tropfen::N,կաթիլ,тамсы
99,Schaum::N,փրփուր,күбек
100,Schmutz::N,կեղտ,батҡаҡ
101,See::N,լիճ,күл
102,Sumpf::N,ճահիճ,һаҙлык
103,Moor::N,ճահիճ,һаҙ
104,Wiese::N,մարգագետին,болон
105,Wald::N,անտառ,урман
106,Hügel::N,բլուր,түбә
107,Anhöhe::N,բարձունք,түбә
108,Anhöhe::N,բարձունք,ҡалҡыулыҡ
109,Berg::N,լեռ,тау
110,Gipfel::N,գագաթ,түбә
111,Gipfel::N,կատար,түбә
112,Höhle::N,քարայր,мәмерйә
113,Abhang::N,լանջ,ипкен
114,Abhang::N,զառիվայր,ипкен
115,Quelle::N,աղբյուր,шишмә
116,Bach::N,վտակ,шишмә
117,Fluss::N,գետ,йылға
118,Ufer::N,ծովափ,яр
119,Küste::N,ափ,яр буйы
120,Küste::N,ծովափ,яр буйы
121,Festland::N,ցամաք,ҡоро ер
122,Meer::N,ծով,диңгез
123,Bucht::N,հաչիւն,бухта
124,Insel::N,վղզի,үтрау
125,Blume::N,ծաղիկ,сәскә
126,Gras::N,խոտ,үлән
127,Wurzel::N,արմատ,тамыр
128,Baum::N,ծառ,ағас
129,Stamm::N,իրան,олон
130,Stamm::N,իրան,көбәк
131,Rinde::N,կեղեւ,ҡабыҡ
132,Rinde::N,հաչոց,ҡабыҡ
133,Ast::N,ճյուղ,ботаҡ
134,Zweig::N,ճյուղ,ботаҡ
135,Zweig::N,ճյուղ,тармаҡ
136,Blatt::N,տերեւ,япраҡ
137,Birke::N,ցարասի,ҡайын
138,Kiefer[Baum]::N,սոճի,ҡарғай
139,Weide[Baum]::N,ուռենի,тал
140,Tanne::N,եղեւին,шыршы
141,Feder::N,փետուր,ҡауырһын
142,Fell::N,մորթի,тире
143,Flügel::N,թեւ,ҡанат
144,Klaue::N,չանչ,тырнаҡ
145,Kralle::N,ճանկ,аяҡ
146,Schwanz::N,պոչ,ҡойроҡ
147,Ei::N,ձու,йомортҡа
148,Nest::N,բույն,оя
149,Bau::N,որջ,оң
150,Bau::N,բայոց,оң
151,Tier::N,կենդանի,жайуан
152,Tier::N,կենդանի,йыртҡыс
153,Herde::N,հոտ,көтөү
154,Kuh::N,կով,һыйыр
155,Bulle::N,ցուլ,үгеҙ
156,Pferd::N,ձի,ат
157,Schaf::N,ոչխար,һарыҡ
158,Schwein::N,խոզ,сусҡа
159,Hund::N,շուն,эт
160,Katze::N,կատու,бесәй
161,Bär::N,արջ,айыу
162,Eichhörnchen::N,սկյուռ,тейен
163,Elch::N,հիւսիսային եղջերու,мышы
164,Fuchs::N,աղվես,төлкө
165,Hase::N,նապաստակ,ҡуян
166,Maus::N,մուկ,сысҡан
167,Wolf::N,գայլ,бүре
168,Vogel::N,թռչուն,ҡош
169,Schwarm::N,երամ,көтөү
170,Huhn::N,հավ,тауыҡ
171,Hahn::N,աքաղաղ,әтәс
172,Gans::N,սագ,ҡаҙ
173,Adler::N,արծիվ,бөркөт
174,Ente::N,բադ,өйрәк
175,Eule::N,բու,өкө
176,Eule::N,բու,ябалаҡ
177,Kranich::N,կռունկ,торна
178,Krähe::N,ագռավ,ҡарға
179,Kuckuck::N,կուկու,кәкүк
180,Schwan::N,կարապ,аҡҡош
181,Fisch::N,ձուկ,балыҡ
182,Barsch::N,պերկես,алабуға
183,Hecht::N,գայլաձուկ,суртан
184,Schlange[Tier]::N,օձ,йылан
185,Wurm::N,որդ,селяүсен
186,Wurm::N,ճիճու,селяүсен
187,Spinne::N,սարդ,үрмәксе
188,Ameise::N,միջյուն,ҡырмыҫҡа
189,Laus::N,ոջիլ,бет
190,Mücke::N,մժղուկ,серәкәй
191,Fliege::N,ճանճ,себен
192,Schmetterling::N,թիթեռ,күбәләк
193,Beere::N,հատապտուղ,еләк
194,Apfel::N,խնձոր,алма
195,Pilz::N,սունկ,бәшмәк
196,Zwiebel::N,սոխ,һуган
197,Saat::N,սերմ,орлоҡ
198,Korn::N,հատիկ,иген
199,Heu::N,խոտ,бесән
200,Schale::N,կեղեւ,ҡабыҡ
201,Grube::N,փոս,соҡор
202,Falle::N,ծուղակ,тоҙак
203,Falle::N,ծուղակ,ҡапҡан
204,Schlinge::N,խեղդան,тоҙак
205,Spur::N,հետք,әҫер
206,Asche::N,մոխիր,көл
207,Dreck::N,աղտ,батҡаҡ
208,Eisen::N,երկաթ,тимер
209,Gold::N,ոսկի,алтын
210,Silber::N,արծաթ,көмөш
211,Kohle::N,քարածուխ,күмер
212,Glas::N,ապակի,быяла
213,Lehm::N,կավ,балсыҡ
214,Sand::N,ավազ,ҡом
215,Mensch::N,մարդ,кеше
216,Mann::N,մարդ,ир
217,Mann::N,տղամարդ,ир
218,Frau::N,կին,ҡатын
219,Kind::N,զավակ,бала
220,Junge::N,տղա,малай
221,Mädchen::N,աղջիկ,ҡыҙ
222,Mädchen::N,աղջիկ,ҡыҙыҡай
223,Familie::N,ընտանիք,ғаилә
224,Großvater::N,պապ,олатай
225,Großmutter::N,տատ,әбәй
226,Eltern::N,ծնողներ,ата-әсә
227,Vater::N,հայր,атай
228,Mutter::N,մայր,әсә
229,Sohn::N,որդի,ул
230,Tochter::N,աղջիկ,ҡыҙ
231,Tochter::N,դուստր,ҡыҙ
232,Bruder::N,եղբայր,агай
233,Schwester::N,քույր,алай
234,Schwester::N,քույր,һеңле
235,Onkel::N,քեռի,ағай
236,Onkel::N,հորեղբայր,ағай
237,Tante::N,մորաքույր,апай
238,Ehemann::N,մարդ,ир
239,Ehemann::N,ամուսին,ир
240,Ehefrau::N,կին ամուսին,ҡатын
241,Freude::N,ուրախություն,шатлыҡ
242,Freude::N,ուրախություն,ҡыуаныс
243,Gelächter::N,ծիծաղ,көлөү
244,Glück::N,երջանկություն,бәхет
245,Kummer::N,վիշտ,ҡайғы
246,Wunsch::N,ցանկություն,теләк
247,Lust::N,փափագ,әүәҫлек
248,Lust::N,իղձ,әүәҫлек
249,Geist::N,ոգի,аң
250,Geist::N,ոգի,рух
251,Gedanke::N,միտք,уй
252,Gedanke::N,միտք,фекер
253,Gedächtnis::N,հիշողություն,хәтер
254,Verstand::N,խելք,аҡыл
255,Sinn::N,իմաստ,мәғәня
256,Grund::N,պատճառ,сәбәп
257,Wahrheit::N,ճշմարտություն,дөрөҫлөк
258,Gespräch::N,զրույց,әңгәмә
259,Märchen::N,պայիկի պատմություն,әкиәт
260,Erzählung::N,պատմվածք,хикәйә
261,Erzählung::N,պատմություն,хикәйә
262,Nachricht::N,հաղորդագրություն,хәбәр
263,Neuigkeit::N,լուր,яңылыҡ
264,Neuigkeit::N,նորություն,яңылыҡ
265,Name::N,անուն,исем
266,Rätsel::N,բարդ խնդիր,йомаҡ
267,Rede::N,ճառ,телмәр
268,Rede::N,ելույթ,телмәр
269,Sprache::N,լեզու,тел
270,Sprache::N,լեզու,телмәр
271,Stimme::N,ձայն,тауыш
272,Wort::N,բառ,һүҙ
273,Zeichen::N,նշան,билдә
274,Ruf::N,կոչ,саҡырыу
275,Ruf::N,կանչ,саҡырыу
276,Lärm::N,աղմուկ,шаулау
277,Laut::N,հնչյուն,тауыш
278,Laut::N,ձայն,тауыш
279,Ton::N,տոն,яңғырау
280,Lied::N,երգ,йыр
281,Ruhe::N,անդորրություն,ял
282,Ruhe::N,անդորրություն,тыныслыҡ
283,Leute::N,մարդիկ,кешеләр
284,Volk::N,ազգ,халҡ
285,Arbeit::N,գործ,эш
286,Arbeit::N,աշխատանք,эш
287,Gast::N,հյուր,ҡунаҡ
288,Geschenk::N,նվեր,бүләк
289,Spiel::N,խաղ,уйын
290,Gesellschaft::N,ընկերություն,йәмғиәт
291,Hilfe::N,օգնությթուն,ярҙам
292,Freund::N,ընկեր,дуҫ
293,Freund::N,բարեկամ,дуҫ
294,Kamerad::N,ուղեկից,иптәш
295,Angelegenheit::N,բան,әш
296,Angelegenheit::N,գործ,әш
297,Anzahl::N,քանակ,һан
298,Anzahl::N,գումար,һан
299,Art::N,տեսակ,төр
300,Stück::N,կտոր,киҫәк
301,Teil::N,մաս,өлөш
302,Hälfte::N,կես,ярты
303,Kreis::N,շիջանակ,түңәрәк
304,Kreuz::N,խաչ,тәре
305,Linie::N,գիծ,һыҙыҡ
306,Strich::N,գիծ,һыҙат
307,Abstand::N,անջրպետ,ара
308,Entfernung::N,հեռավորություն,алыҫлыҡ
309,Gegend::N,շրջան,урын
310,Platz::N,տարածություն,арауыҡ
311,Ort::N,տեղ,ерҙәр
312,Ort::N,տեղ,урындар
313,Ort::N,տեղ,эш урыны
314,Ort::N,վայր,ерҙәр
315,Ort::N,վայր,урындар
316,Ort::N,վայր,эш урыны
317,Seite::N,կողմ,яҡ
318,Mitte::N,մեջտեղ,урталыҡ
319,Gegenstand::N,առարկա,нәмә
320,Sache::N,բան,нәмә
321,Sache::N,բան,әйбер
322,Rand::N,վերջք,сит
323,Kante::N,եզր,ҡабырға
324,Kante::N,եզր,ян
325,Ecke::N,անկյուն,мөйөш
326,Spitze::N,ծայր,ос
327,Ende::N,ծայր,аҙаҡ
328,Loch::N,անցք,тишек
329,Winkel::N,անկյուն,мөйөш
330,Muster::N,օրինակ,биҙәк
331,Größe::N,մեծություն,ҙурлыҡ
332,Länge::N,երկարություն,оҙонлоҡ
333,Höhe::N,բարձրություն,бейеклек
334,Gewicht::N,կշիռ,үлсәү
335,Menge::N,քանակ,һан
336,Haufen::N,դեզ,өйөм
337,Haufen::N,կույտ,өйөм
338,Reihe::N,շարք,рәт
339,Reihe::N,կարգ,рәт
340,Boot::N,նավակ,кәмә
341,Ruder::N,թի,ишкәк
342,Ruder::N,թիակ,ишкәк
343,Schlitten::N,բալխիր,сана
344,Ski::N,դահուկ,саңгы
345,Lagerfeuer::N,բացօդեայ կրակ,костер
346,Last::N,բեռ,ауырлыҡ
347,Gang::N,զբոսանք,барыу
348,Schritt::N,քայլ,аҙым
349,Norden::N,հյուսիս,төньяҡ
350,Süden::N,հարավ,көньяҡ
351,Westen::N,արեւմուտք,көнбайыш
352,Osten::N,արեւելք,көнсығыш
353,Holz::N,փայտ,үағас
354,Brett::N,տախտակ,таҡта
355,Platte::N,թիթեղ,плита
356,Stütze::N,նեցուկ,терәк
357,Stange::N,ձող,кәртә
358,Stock::N,փայտ,таяҡ
359,Stab::N,ցուպ,ҡолға
360,Stab::N,գավազան,ҡолға
361,Rohr::N,խողովակ,торба
362,Haus::N,տուն,өй
363,Haus::N,տուն,йорт
364,Heim::N,տուն,өй
365,Ofen::N,վառարան,мейес
366,Fußboden::N,հատակ,енес
367,Tisch::N,սեղան,өҫтәл
368,Stuhl::N,աթոռ,ултырғыс
369,Wiege::N,օրորոց,бишек
370,Bett::N,անկողին,карауат
371,Regal::N,դարակ,кәштә
372,Kiste::N,տուփ,йәшинк
373,Fenster::N,պատուհան,тәҙрә
374,Tür::N,դուռ,ишек
375,Tor::N,դարպաս,ҡапҡа
376,Zaun::N,ցանկապատ,ҡойма
377,Dach::N,տանիք,түбә
378,Dach::N,տանիք,ҡыйыҡ
379,Dach::N,կտուր,түбә
380,Dach::N,կտուր,ҡыйыҡ
381,Leiter::N,սանդուղք,баҫҡыс
382,Besen::N,ավել,һепертке
383,Spaten::N,բահ,көрәк
384,Schaufel::N,թի,көрәк
385,Gabel::N,պատառաքաղ,сәнске
386,Löffel::N,գդալ,ҡалаҡ
387,Messer::N,դանակ,бысаҡ
388,Nagel::N,մեխ,сөй
389,Netz::N,ցանց,ау
390,Haken::N,կարթ,ыргаҡ
391,Griff::N,կոթ,тотҡа
392,Griff::N,բռնակ,тотҡа
393,Schloss::N,կողպեք,йоҙаҡ
394,Bild::N,նկար,картина
395,Bild::N,պատկեր,картина
396,Figur::N,քանդակ,һын
397,Figur::N,պատկեր,һын
398,Puppe::N,տիկնիկ,ҡурсаҡ
399,Beutel::N,տոպրակ,тоҡ
400,Bündel::N,կապոց,төргәк
401,Tasche::N,պայուսակ,сумка
402,Eimer::N,դույլ,биҙрә
403,Deckel::N,կափարիչ,ҡапҡас
404,Geschirr::N,ամանեղեն,һауыт-һаба
405,Sack::N,պարկ,тоҡ
406,Sack::N,տոպրակ,тоҡ
407,Tasse::N,թաս,сынаяҡ
408,Tasse::N,գավաթ,сынаяҡ
409,Topf::N,անոթ,кәстрүл
410,Kessel::N,կաթսա,ҡаҙан
411,Essen::N,կերակուր,ашау
412,Nahrung::N,ուտելիք,аҙыҡ
413,Speise::N,խորտիկ,аш
414,Speise::N,կերակուր,аш
415,Fleisch::N,միս,ит
416,Getreide::N,հացահատիկ,иген
417,Getreide::N,հացահատիկ,ашлыҡ
418,Brei::N,լանդակ,бутҡа
419,Brot::N,հաց,икмәк
420,Scheibe::N,կտոր,телем
421,Scheibe::N,պատառ,телем
422,Fett::N,ճարպ,май
423,Butter::N,կարագ,май
424,Öl::N,ձեթ,май буяуы
425,Salz::N,աղ,тоҙ
426,Suppe::N,սուպ,һурпа
427,Suppe::N,ապուր,һурпа
428,Honig::N,մեղր,бал
429,Milch::N,կաթ,һөт
430,Tee::N,թեյ,сәй
431,Leder::N,կաշի,күн
432,Wolle::N,բուրդ,йөн
433,Stoff::N,գործվածք,туҡыма
434,Nadel::N,ասեղ,энә
435,Faden::N,թել,еп
436,Knopf::N,կոճակ,төймә
437,Knoten::N,հանգույց,төйөн
438,Farbe::N,ներկ,буяу
439,Kleidung::N,հագուստ,кейем
440,Hemd::N,վերնաշապիկ,күлдәк
441,Kragen::N,օձիք,яға
442,Ärmel::N,թեւք,ең
443,Hose::N,շալվար,салбар
444,Gürtel::N,գոտի,ҡайыш
445,Mütze::N,կեպի,бүрк
446,Schuh::N,կոշիկ,туфли
447,Stiefel::N,երկարաճիթ կոշիկ,итек
448,Ring::N,զնգալ,йөҙөк
449,Ring::N,զնգալ,балдаҡ
450,Band::N,ժապավեն,таҫма
451,Kamm::N,սանր,тараҡ
452,Spiegel::N,հայելի,көзгө
453,Riemen::N,փոկ,ҡайыш
454,Schnur::N,լար,бау
455,Leine::N,փոկ,бау
456,Decke::N,վերմակ,одеяд
457,Kissen::N,բարձ,мендәр
458,Tuch::N,թաշկինակ,яулыҡ
459,Handtuch::N,սրբիչ,таҫтамал
460,Kraft::N,ուժ,көс
461,Stärke::N,պնդություն,көс
462,Stärke::N,ամրություն,көс
463,Gesundheit::N,առողջություն,һаулыҡ
464,Krankheit::N,ախտ,сир
465,Krankheit::N,ախտ,ауырыу
466,Krankheit::N,հիվանդություն,сир
467,Krankheit::N,հիվանդություն,ауырыу
468,Schmerz::N,ցավ,һыҙлау
469,Schmerz::N,ցավ,әрнеү
470,Schmerz::N,տանջանք,һыҙлау
471,Schmerz::N,տանջանք,әрнеү
472,Wunde::N,վերք,йәрәхәт
473,Fieber::N,տենդ,тапма
474,Fieber::N,տենդ,биҙгәк
475,Arznei::N,դեղ,дарыу
476,Brücke::N,կամուրջ,күпер
477,Brunnen::N,հոր,ҡоҙоҡ
478,Brunnen::N,ջրհոր,ҡоҙоҡ
479,Weide::N,արոտավայր,көтөүлек
480,Pfad::N,արահետ,һуҡмаҡ
481,Weg::N,ուղի,юл
482,Straße::N,ճանապարհ,урам
483,Dorf::N,գյուղ,ауыл
484,Stadt::N,քաղաք,ҡала
485,Brief::N,նամակ,хат
486,Buch::N,գիրք,китап
487,Buch::N,գիրք,кенәгә
488,Buchstabe::N,տառ,хәреф
489,Buchstabe::N,գիր,хәреф
490,Zeitung::N,լրագիր,гәзит
491,Leben::N,կյանք,йәшәү
492,Tod::N,մահ,үлем
493,Grab::N,գերեզման,ҡәбер
494,Kirche::N,եկեղեցի,сиркәү
495,Sünde::N,մեղք,гөнаһ
496,Gott::N,աստված,алла
497,Gott::N,աստված,хоҙай
498,Arbeiter::N,բանվոր,эшсе
499,Arbeiter::N,աշխատող,эшсе
500,Chef::N,տեր,башлыҡ
501,Meister::N,վարպետ,оҫта
502,Arzt::N,բժիշկ,врач
503,Lehrer::N,ուսուցիչ,уҡытыусы
504,Geld::N,փող,аҡса
505,Geschäft::N,գործ,эш
506,Geschäft::N,աշխատանք,эш
507,Laden::N,կրպակ,магазин
508,Laden::N,խանութ,магазин
509,Preis::N,գին,хаҡ
510,Ware::N,ապրանք,тауар
511,Nutzen::N,օգուտ,файҙа
512,Reichtum::N,հարստություն,байлыҡ
513,Welt::N,աշխարհ,донъя
514,Land::N,երկիր,ил
515,Staat::N,պետություն,дәүләт
516,König::N,արքա,король
517,König::N,թագավոր,король
518,Macht::N,իշխանություն,власть
519,Grenze::N,սահման,сик
520,Krieg::N,պատերազմ,һуғыш
521,Feind::N,թշնամի,йылан
522,Gewalt::N,բռնություն,көслөк
523,Gewalt::N,սաստկություն,көслөк
524,Kampf::N,մարտ,көрәш
525,Bogen[Waffe]::N,աղեղ,йәйә
526,Pfeil::N,նետ,уҡ
527,Gewehr::N,հրացան,мылтыҡ
528,Fehler::N,սխալ,хата
529,Lüge::N,սուտ,ялған
530,Schaden::N,վնաս,зыян
531,Schaden::N,վնաս,зарар
532,Unglück::N,դժբախտություն,ҡаза
533,Schuld::N,պակասություն,ғәйеп
534,Alter::N,հասակ,йәш
535,Schluss::N,վերջ,һуң
536,Schluss::N,վերջ,аҙаҡ
537,Schluss::N,վախճան,һуң
538,Schluss::N,վախճան,аҙаҡ
539,Zeit::N,ժամանակ,мәл
540,Zeit::N,ժամանակ,заман
541,Tag::N,օր,көн
542,Morgen::N,առավոտ,иртә
543,Morgen::N,առավոտ,иртәнсәк
544,Mittag::N,կեսօր,төш
545,Abend::N,երեկո,кис
546,Nacht::N,գիշեր,төн
547,Woche::N,շաբաթ,аҙна
548,Monat::N,ամիս,ай
549,Jahr::N,տարի,йыл
550,Frühling::N,գարուն,яҙ
551,Sommer::N,ամառ,йәй
552,Herbst::N,աշուն,көз
553,Winter::N,ձմեռ,ҡыш
554,Januar::N,հունվար,ғинуар
555,Februar::N,փետրվար,февраль
556,März::N,մարտ,март
557,April::N,ապրիլ,апрель
558,Mai::N,մայիս,май
559,Juni::N,հունիս,июнь
560,Juli::N,հուլիս,июль
561,August::N,օգոստոս,август
562,September::N,սեպտեմբեր,сентябрь
563,Oktober::N,հոկտեմբեր,октябрь
564,November::N,նոյեմբեր,ноябрь
565,Dezember::N,դեկտեմբեր,декабрь
566,Montag::N,երկուշաբթի,дүшәмбе
567,Dienstag::N,երեքշաբթի,шишәмбе
568,Mittwoch::N,չորեքշաբթի,шаршамбы
569,Donnerstag::N,հինգշաբթի,кесаҙна
570,Freitag::N,ուրբաթ,йома
571,Samstag::N,շաբաթ,шәмбе
572,Sonntag::N,կիրակի,йәкшәмбе
573,groß::A,մեծ,ҙур
574,groß::A,խոշոր,ҙур
575,klein::A,պստիկ,бәләкәс
576,klein::A,փոքրիկ,бәләкәс
577,lang::A,երկար,оҙон
578,kurz::A,կարճ,ҡыҫҡа
579,breit::A,լայն,киң
580,schmal::A,նեղ,тар
581,dicht::A,խիտ,йыш
582,dicht::A,խիտ,ҡуйы
583,dick[Gegenstand]::A,հաստ,ҡалын
584,dünn::A,բարակ,йоҡа
585,dünn::A,բարակ,нәҙек
586,fein::A,նուրբ,нескә
587,fest::A,ամուր,ныҡ
588,fest::A,պինդ,ныҡ
589,flach::A,տափակ,яҫы
590,flach::A,տափակ,ялпаҡ
591,glatt::A,հարթ,шыма
592,hart::A,կարծր,ҡаты
593,weich::A,մեղմ,йомшаҡ
594,weich::A,փափուկ,йомшаҡ
595,rund::A,կլոր,түңәрәк
596,spitz::A,սրածայր,осло түбәле
597,scharf::A,սուր,үткер
598,stumpf::A,գուլ,утмәҫ
599,schwer::A,ծանր,ауыр
600,schön::A,սիրուն,матур
601,schön::A,գեղեցիկ,матур
602,heiß::A,թեժ,эҫе
603,warm::A,տաք,йылы
604,warm::A,ջերմ,йылы
605,kalt::A,ցուրտ,һыуыҡ
606,kühl::A,զով,һалҡынса
607,frisch::A,թարմ,һалҡынса
608,feucht::A,ղոնավ,еүеш
609,feucht::A,ղոնավ,дымлы
610,nass::A,թաց,еүеш
611,trocken::A,ցամաք,кипкән
612,voll::A,լի,тулы
613,voll::A,լիքը,тулы
614,leer::A,դատարկ,буш
615,offen::A,բաց,асыҡ
616,geschlossen::A,գոց,ябыҡ
617,sauber::A,մաքուր,таҙа
618,schmutzig::A,կեղտոտ,бысраҡ
619,roh::A,հում,сей
620,reif::A,հասած,өлгөрғән
621,reif::A,հասուն,өлгөрғән
622,lecker::A,համեղ,тәмле
623,süß::A,անուշ,тямле
624,süß::A,անուշ,тәм-том
625,bitter::A,կծու,әсе
626,sauer::A,թթու,әсе
627,sauer::A,թթված,әсе
628,hell::A,պայծառ,яҡты
629,hell::A,խելամիտ,яҡты
630,dunkel::A,մութ,ҡараңғы
631,schwarz::A,սեւ,ҡара
632,weiß::A,սպիտակ,аҡ
633,rot::A,կարմիր,матур
634,rot::A,կարմիր,һылыу
635,rot::A,կարմիր,сибәр
636,gelb::A,դեղին,һары
637,blau::A,կապույտ,күк
638,grün::A,կանաչ,йәшел
639,grau::A,գորշ,буҙ
640,bunt::A,գոյնզգոյն,сыбар
641,bunt::A,գոյնզգոյն,ала-ҡола
642,billig::A,էժան,арзан
643,teuer::A,թանկ,ҡыйбатлы
644,wertvoll::A,թանկարժեք,ҡиммәтле
645,blind::A,կույր,һуҡыр
646,taub::A,խուլ,һаңғырау
647,kräftig::A,հզոր,көслө
648,kräftig::A,հզոր,ҡеүәтле
649,stark::A,ուժեղ,көслө
650,stark::A,ուժեղ,ҡеүәтле
651,schwach::A,տկար,көсһөҙ
652,schwach::A,թույլ,көсһөҙ
653,fett::A,գեր,һимеҙ
654,schlank::A,նիհար,зифа
655,hübsch::A,գրավիչ,матур
656,hübsch::A,սիրունիկ,матур
657,böse::A,չար,асыулы
658,dumm::A,հիմար,иҫәр
659,faul::A,ծույլ,иренсәк
660,fleißig::A,ջանասեր,тырыш
661,fleißig::A,փութաջան,тырыш
662,geizig::A,ագահ,һаран
663,geizig::A,կծծի,һаран
664,klug::A,խելոք,аҡыллы
665,klug::A,ընդունակ,аҡыллы
666,geschickt::A,ճարտար,оҫта
667,lieb::A,սիրելի,яғымлы
668,lustig::A,զվարթ,күңелле
669,sanft::A,հեզ,йыуаш
670,hungrig::A,քաղցած,ас
671,krank::A,հիվանդ,сирле
672,krank::A,հիվանդ,ауырыу
673,nackt::A,մերկ,яланғас
674,traurig::A,տխուր,яманһыу
675,lebendig::A,կենդանի,тере
676,lebendig::A,կենդանի,йәнле
677,gut::A,լավ,яҡшы
678,schlecht::A,վատ,хөрт
679,schlecht::A,վատ,алама
680,richtig::A,ձիշտ,дөрөҫ
681,schlimm::A,լղրճուկ,хөрт
682,schlimm::A,լղրճուկ,алама
683,wahr::A,ճիշտ,дөрөҫ
684,wahr::A,իրական,дөрөҫ
685,alt::A,հին,иҫке
686,alt::A,հին,боронғо
687,neu::A,նոր,яңы
688,ehemalig::A,նախկին,элекке
689,alt[Lebewesen]::A,ծեր,ҡарт
690,alt[Lebewesen]::A,պառավ,ҡарт
691,jung::A,մատաղ,йәш
692,arm::A,աղքատ,фәҡир
693,reich::A,հարուստ,бай
694,bekannt::A,ծանոթ,таныш
695,berühmt::A,հայտնի,атаҡлы
696,berühmt::A,հայտնի,данлыҡлы
697,berühmt::A,հռչակավոր,атаҡлы
698,berühmt::A,հռչակավոր,данлыҡлы
699,fremd::A,օտար,ят
700,fremd::A,օտար,сит
701,verschieden::A,տարբեր,төрлө
702,nah::A,մոտ,яҡын
703,nah::A,մերձ,яҡын
704,fern::A,հեռավոր,алыҫ
705,fern::A,հեռավոր,йыраҡ
706,linker::A,ձախ,һул
707,rechter::A,աջ,уң
708,anderer::A,այլ,бутән
709,anderer::A,ուրիշ,бутән
710,erster::A,առաջին,тәүге
711,zweiter::A,երկրորդ,икенсе
712,dritter::A,երրորդ,өсөнсө
713,letzter::A,վերջին,һуңғы
