,Concept_ID,en,he
71,Erde::N,earth,אדמה
72,Staub::N,dust,אבק
73,Rauch::N,smoke,עשן
74,Funke::N,spark,ניצוץ
75,Feuer::N,fire,אש
76,Licht::N,light,אור
77,Schatten::N,shadow,צל
78,Wetter::N,weather,מזג אויר
79,Nebel::N,fog,ערפל
80,Wolke::N,cloud,ענן
81,Regen::N,rain,גשם
82,Schnee::N,snow,שלג
83,Eis::N,ice,קרח
84,Frost::N,frost,צנה
85,Kälte::N,chill,קר
86,Hitze::N,heat,חם
87,Raureif::N,hoarfrost,כפור
88,Regenbogen::N,rainbow,קשת
89,Donner::N,thunder,רעם
90,Strömung::N,current,זרימה
91,Tropfen::N,drop,טפה
92,Schaum::N,foam,קצף
93,Schmutz::N,dirt,לכלוך
94,See::N,lake,אגם
95,Sumpf::N,swamp,בצה
96,Moor::N,moor,בצה
97,Wiese::N,meadow,מרעה
98,Wald::N,forest,יער
99,Hügel::N,hill,תל
100,Anhöhe::N,elevation,מעלה
101,Berg::N,mountain,הר
102,Gipfel::N,summit,פסגה
103,Höhle::N,cave,מערה
104,Abhang::N,slope,מדרון
105,Abhang::N,slope,שפוע
106,Quelle::N,source,מעין
107,Bach::N,brook,נחל
108,Fluss::N,river,נהר
109,Ufer::N,shore,גדה
110,Küste::N,coast,חוף
111,Festland::N,land,יבשה
112,Meer::N,sea,ים
113,Bucht::N,cove,מפרץ
114,Insel::N,island,אי
115,Blume::N,flower,פרח
116,Gras::N,grass,דשא
117,Wurzel::N,root,שרש
118,Baum::N,tree,עץ
119,Stamm::N,trunk,גזע
120,Rinde::N,bark,קלפת עץ
121,Ast::N,limb,ענף
122,Zweig::N,branch,ענף
123,Blatt::N,leaf,עלה
124,Birke::N,birch,שדר
125,Kiefer[Baum]::N,pine,ארן
126,Weide[Baum]::N,willow,ערבה
127,Tanne::N,fir,אשוח
128,Horn::N,horn,קרן
129,Feder::N,feather,נוצה
130,Fell::N,fur,פרוה
131,Flügel::N,wing,כנף
132,Klaue::N,claw,טלף
133,Kralle::N,claw,טפר
134,Schwanz::N,tail,זנב
135,Ei::N,egg,ביצה
136,Nest::N,nest,קן
137,Bau::N,lair,מחלה
138,Tier::N,animal,חיה
139,Herde::N,flock,עדר
140,Kuh::N,cow,פרה
141,Bulle::N,bull,פר
142,Pferd::N,horse,סוס
143,Schaf::N,sheep,כבשה
144,Schwein::N,pig,חזיר
145,Hund::N,dog,כלב
146,Katze::N,cat,חתול
147,Bär::N,bear,דב
148,Eichhörnchen::N,squirrel,סנאי
149,Elch::N,elk,דישון
150,Fuchs::N,fox,שועל
151,Hase::N,hare,ארנב
152,Maus::N,mouse,עכבר
153,Wolf::N,wolf,זאב
154,Vogel::N,bird,צפור
155,Schwarm::N,swarm,נחיל
156,Schwarm::N,swarm,להקה
157,Huhn::N,chicken,תרנגלת
158,Hahn::N,cock,תרנגול
159,Gans::N,goose,אוז
160,Adler::N,eagle,עיט
161,Ente::N,duck,ברוז
162,Eule::N,owl,ינשוף
163,Kranich::N,crane,עגור
164,Kranich::N,crane,כרוכיה
165,Krähe::N,crow,עורב
166,Kuckuck::N,cuckoo,קוקיה
167,Schwan::N,swan,ברבור
168,Fisch::N,fish,דג
169,Barsch::N,perch,אוקונוס
170,Hecht::N,pike,זאב הים
171,Schlange[Tier]::N,snake,נחש
172,Wurm::N,worm,תולעת
173,Spinne::N,spider,עכביש
174,Ameise::N,ant,נמלה
175,Laus::N,louse,כנה
176,Mücke::N,midge,יתוש
177,Fliege::N,fly,זבוב
178,Schmetterling::N,butterfly,פרפר
179,Beere::N,berry,ענבה
180,Apfel::N,apple,תפוח
181,Pilz::N,mushroom,פטריה
182,Zwiebel::N,onion,בצל
183,Saat::N,seed,זרעים
184,Korn::N,grain,גרעין
185,Heu::N,hay,חציר
186,Schale::N,husk,קלפה
187,Grube::N,pit,בור
188,Grube::N,pit,שוחה
189,Falle::N,trap,מלכדת
190,Schlinge::N,noose,לולאה
191,Spur::N,track,עקבה
192,Asche::N,ashes,אפר
193,Dreck::N,filth,זהמה
194,Eisen::N,iron,ברזל
195,Gold::N,gold,זהב
196,Silber::N,silver,כסף
197,Kohle::N,coal,פחם
198,Glas::N,glass,זכוכית
199,Lehm::N,clay,חרסית
200,Sand::N,sand,חול
201,Mensch::N,human,אדם
202,Mann::N,man,איש
203,Mann::N,man,גבר
204,Frau::N,woman,אשה
205,Frau::N,woman,גברת
206,Kind::N,child,ילד
207,Junge::N,boy,ילד
208,Mädchen::N,girl,נערה
209,Familie::N,family,משפחה
210,Großvater::N,grandfather,סבא
211,Großmutter::N,grandmother,סבתא
212,Eltern::N,parents,הורים
213,Vater::N,father,אב
214,Mutter::N,mother,אם
215,Sohn::N,son,בן
216,Tochter::N,daughter,בת
217,Bruder::N,brother,אח
218,Schwester::N,sister,אחות
219,Onkel::N,uncle,דוד
220,Tante::N,aunt,דודה
221,Ehemann::N,husband,איש
222,Ehemann::N,husband,בעל
223,Ehefrau::N,wife,אשה
224,Freude::N,joy,שמחה
225,Gelächter::N,laughter,צחוק
226,Glück::N,happiness,אשר
227,Kummer::N,grief,יגון
228,Kummer::N,grief,עגמה
229,Wunsch::N,wish,אחול
230,Wunsch::N,wish,משאלה
231,Lust::N,desire,חשק
232,Lust::N,desire,תשוקה
233,Geist::N,spirit,רוח
234,Gedanke::N,thought,מחשבה
235,Gedächtnis::N,memory,זכרון
236,Verstand::N,mind,שכל
237,Sinn::N,meaning,מובן
238,Sinn::N,meaning,משמעות
239,Grund::N,reason,סבה
240,Wahrheit::N,truth,אמת
241,Gespräch::N,talk,דיון
242,Märchen::N,fairy tale,אגדה
243,Erzählung::N,story,ספור
244,Nachricht::N,message,ידיעה
245,Neuigkeit::N,news,חדשה
246,Name::N,name,שם
247,Rätsel::N,puzzle,תעלומה
248,Rede::N,speech,נאום
249,Sprache::N,language,לשון
250,Stimme::N,voice,קול
251,Wort::N,word,מלה
252,Zeichen::N,sign,סימן
253,Ruf::N,call,קריאה
254,Lärm::N,noise,רעש
255,Laut::N,sound,הגה
256,Ton::N,tone,צליל
257,Lied::N,song,שיר
258,Ruhe::N,calm,שלוה
259,Leute::N,people,אנשים
260,Volk::N,nation,עם
261,Arbeit::N,work,עבודה
262,Gast::N,guest,אורח
263,Geschenk::N,gift,מתנה
264,Spiel::N,game,משחק
265,Gesellschaft::N,company,חברה
266,Hilfe::N,help,עזרה
267,Freund::N,friend,חבר
268,Freund::N,friend,ידיד
269,Kamerad::N,companion,רע
270,Angelegenheit::N,matter,ענין
271,Anzahl::N,count,מספר
272,Art::N,sort,סוג
273,Stück::N,piece,חתיכה
274,Teil::N,part,פרק
275,Hälfte::N,half,חצי
276,Kreis::N,circle,מעגל
277,Kreuz::N,cross,צלב
278,Linie::N,line,קו
279,Strich::N,stroke,קו קצר
280,Abstand::N,gap,מרחק
281,Entfernung::N,distance,מרחק
282,Gegend::N,area,נוף
283,Platz::N,space,שטח
284,Ort::N,place,אתר
285,Ort::N,place,מקום
286,Seite::N,side,צד
287,Mitte::N,middle,אמצע
288,Gegenstand::N,item,אוביקט
289,Sache::N,thing,דבר
290,Rand::N,fringe,פרור
291,Kante::N,edge,קצה
292,Ecke::N,corner,פנה
293,Spitze::N,tip,קצה
294,Ende::N,end,סוף
295,Loch::N,hole,חר
296,Winkel::N,angle,פנה
297,Muster::N,pattern,תבנית
298,Größe::N,size,גדל
299,Länge::N,length,ארך
300,Höhe::N,height,קומה
301,Höhe::N,height,גבה
302,Gewicht::N,weight,משקל
303,Menge::N,amount,כמות
304,Haufen::N,heap,ערמה
305,Reihe::N,row,רצף
306,Boot::N,boat,סירה
307,Ruder::N,oar,משוט
308,Schlitten::N,sleigh,מזחלת
309,Ski::N,ski,מגלשים
310,Lagerfeuer::N,campfire,מדורה
311,Last::N,load,משא
312,Gang::N,walk,הליכה
313,Schritt::N,step,צעד
314,Norden::N,north,צפון
315,Süden::N,south,דרום
316,Westen::N,west,מערב
317,Osten::N,east,מזרח
318,Holz::N,wood,עץ
319,Brett::N,board,קרש
320,Platte::N,slab,לוח
321,Stütze::N,bracket,משען
322,Stange::N,pole,מוט
323,Stock::N,stick,מקל
324,Stab::N,staff,מוט
325,Rohr::N,pipe,צנור
326,Haus::N,house,בית
327,Heim::N,home,בית
328,Ofen::N,stove,תנור
329,Fußboden::N,floor,רצפה
330,Tisch::N,table,שלחן
331,Stuhl::N,chair,כסא
332,Wiege::N,cradle,ערש
333,Bett::N,bed,מטה
334,Regal::N,shelf,מדף
335,Kiste::N,box,תבה
336,Kiste::N,box,ארגז
337,Fenster::N,window,חלון
338,Tür::N,door,דלת
339,Tor::N,gate,שער
340,Zaun::N,fence,גדר
341,Dach::N,roof,גג
342,Leiter::N,ladder,סלם
343,Besen::N,broom,מטאטא
344,Spaten::N,spade,את
345,Schaufel::N,shovel,את
346,Gabel::N,fork,מזלג
347,Löffel::N,spoon,כף
348,Messer::N,knife,סכין
349,Nagel::N,nail,מסמר
350,Netz::N,net,רשת
351,Haken::N,hook,וו
352,Haken::N,hook,קרס
353,Griff::N,handle,ידית
354,Schloss::N,lock,מנעול
355,Bild::N,picture,תמונה
356,Figur::N,figure,פסל
357,Puppe::N,doll,בבה
358,Beutel::N,pouch,שק
359,Bündel::N,bundle,צרור
360,Tasche::N,bag,שקית
361,Eimer::N,bucket,דלי
362,Deckel::N,cover,מכסה
363,Geschirr::N,dishes,כלים
364,Sack::N,sack,שק
365,Tasse::N,cup,ספל
366,Topf::N,pot,סיר
367,Kessel::N,kettle,קנקן
368,Essen::N,meal,אכל
369,Essen::N,meal,ארוחה
370,Nahrung::N,food,הזנה
371,Nahrung::N,food,תזונה
372,Speise::N,dish,מאכל
373,Speise::N,dish,ארוחה
374,Fleisch::N,meat,בשר
375,Getreide::N,corn,דגן
376,Brei::N,mush,מחית
377,Brot::N,bread,לחם
378,Scheibe::N,slice,עגול
379,Scheibe::N,slice,פרוסה
380,Fett::N,fat,שמן
381,Butter::N,butter,חמאה
382,Öl::N,oil,שמן
383,Salz::N,salt,מלח
384,Suppe::N,soup,מרק
385,Honig::N,honey,דבש
386,Milch::N,milk,חלב
387,Tee::N,tea,תה
388,Leder::N,leather,עור
389,Wolle::N,wool,צמר
390,Stoff::N,cloth,בד
391,Stoff::N,cloth,אריג
392,Nadel::N,needle,מחט
393,Faden::N,thread,חוט
394,Knopf::N,button,כפתור
395,Knoten::N,knot,קשר
396,Farbe::N,paint,צבע
397,Kleidung::N,clothes,בגדים
398,Hemd::N,shirt,חלצה
399,Kragen::N,collar,צוארון
400,Ärmel::N,sleeve,שרוול
401,Hose::N,trousers,מכנסים
402,Gürtel::N,belt,חגורה
403,Mütze::N,cap,כובע
404,Schuh::N,shoe,נעל
405,Stiefel::N,boot,מגף
406,Ring::N,ring,טבעת
407,Band::N,ribbon,סרט
408,Kamm::N,comb,מסרק
409,Spiegel::N,mirror,מראה
410,Riemen::N,strap,רצועה
411,Schnur::N,string,חבל
412,Leine::N,leash,מושכות
413,Decke::N,blanket,שמיכה
414,Kissen::N,pillow,כרית
415,Tuch::N,scarf,צעיף
416,Handtuch::N,towel,מגבת
417,Kraft::N,force,כוח
418,Stärke::N,strength,און
419,Gesundheit::N,health,בריאות
420,Krankheit::N,illness,מחלה
421,Schmerz::N,pain,כאב
422,Wunde::N,wound,פציעה
423,Fieber::N,fever,חם
424,Arznei::N,medicine,תרופה
425,Brücke::N,bridge,גשר
426,Brunnen::N,well,באר
427,Weide::N,pasture,אחו
428,Weide::N,pasture,מרעה
429,Pfad::N,path,שביל
430,Pfad::N,path,מדרכה
431,Weg::N,way,דרך
432,Straße::N,road,כביש
433,Dorf::N,village,כפר
434,Stadt::N,town,עיר
435,Brief::N,letter,מכתב
436,Buch::N,book,ספר
437,Buchstabe::N,character,אות
438,Zeitung::N,newspaper,עתון
439,Leben::N,life,חיים
440,Tod::N,death,מות
441,Grab::N,grave,קבר
442,Kirche::N,church,כנסיה
443,Sünde::N,sin,חטא
444,Gott::N,god,אל
445,Arbeiter::N,worker,פועל
446,Chef::N,boss,ראש
447,Chef::N,boss,מנהל
448,Meister::N,master,ממחה
449,Arzt::N,doctor,רופא
450,Lehrer::N,teacher,מורה
451,Geld::N,money,כסף
452,Geschäft::N,business,עסקה
453,Laden::N,shop,חנות
454,Preis::N,price,מחיר
455,Ware::N,ware,סחורה
456,Nutzen::N,profit,תועלת
457,Reichtum::N,wealth,עשר
458,Welt::N,world,עולם
459,Land::N,country,ארץ
460,Staat::N,state,מדינה
461,König::N,king,מלך
462,Macht::N,power,כוח
463,Grenze::N,border,גבול
464,Krieg::N,war,מלחמה
465,Feind::N,enemy,אויב
466,Gewalt::N,violence,אלימות
467,Kampf::N,fight,קרב
468,Kampf::N,fight,לחימה
469,Bogen[Waffe]::N,bow,קשת
470,Pfeil::N,arrow,חץ
471,Gewehr::N,gun,רובה
472,Fehler::N,mistake,טעות
473,Lüge::N,lie,שקר
474,Schaden::N,damage,נזק
475,Unglück::N,misfortune,מזל רע
476,Schuld::N,fault,אשמה
477,Alter::N,age,גיל
478,Schluss::N,conclusion,סיום
479,Zeit::N,time,זמן
480,Tag::N,day,יום
481,Morgen::N,morning,בקר
482,Mittag::N,noon,צהרים
483,Abend::N,evening,ערב
484,Nacht::N,night,לילה
485,Woche::N,week,שבוע
486,Monat::N,month,חדש
487,Jahr::N,year,שנה
488,Frühling::N,spring,אביב
489,Sommer::N,summer,קיץ
490,Herbst::N,autumn,סתו
491,Winter::N,winter,חרף
492,Januar::N,January,ינואר
493,Februar::N,February,פברואר
494,März::N,March,מרץ
495,April::N,April,אפריל
496,Mai::N,May,מאי
497,Juni::N,June,יוני
498,Juli::N,July,יולי
499,August::N,August,אוגוסט
500,September::N,September,ספטמבר
501,Oktober::N,October,אוקטובר
502,November::N,November,נובמבר
503,Dezember::N,December,דצמבר
504,Montag::N,Monday,יום שני
505,Dienstag::N,Tuesday,יום שלישי
506,Mittwoch::N,Wednesday,יום רביעי
507,Donnerstag::N,Thursday,יום חמישי
508,Freitag::N,Friday,יום ששי
509,Samstag::N,Saturday,יום שבת
510,Sonntag::N,Sunday,יום ראשון
511,groß::A,big,גדול
512,klein::A,little,קטן
513,lang::A,long,ארך
514,kurz::A,short,קצר
515,breit::A,wide,רחב
516,schmal::A,narrow,צר
517,dicht::A,dense,צפוף
518,dick[Gegenstand]::A,thick,עבה
519,dünn::A,thin,דק
520,fein::A,delicate,מעדן
521,fest::A,firm,מוצק
522,flach::A,flat,שטוח
523,glatt::A,smooth,חלק
524,hart::A,hard,קשיח
525,weich::A,soft,רך
526,rund::A,round,עגל
527,spitz::A,pointed,חד
528,scharf::A,sharp,חד
529,stumpf::A,blunt,קהה
530,schwer::A,heavy,כבד
531,schön::A,beautiful,יפה
532,heiß::A,hot,חם
533,warm::A,warm,חם
534,kalt::A,cold,קר
535,kühl::A,cool,צונן
536,frisch::A,fresh,טרי
537,feucht::A,damp,לח
538,nass::A,wet,רטוב
539,trocken::A,dry,יבש
540,voll::A,full,מלא
541,leer::A,empty,ריק
542,offen::A,open,פתוח
543,geschlossen::A,closed,סגור
544,sauber::A,clean,נקי
545,schmutzig::A,dirty,מלכלך
546,roh::A,raw,חי
547,reif::A,ripe,בשל
548,lecker::A,delicious,טעים
549,süß::A,sweet,מתוק
550,bitter::A,bitter,מר
551,sauer::A,sour,חמוץ
552,hell::A,bright,בהיר
553,dunkel::A,dark,עמום
554,schwarz::A,black,שחר
555,weiß::A,white,לבן
556,rot::A,red,אדם
557,gelb::A,yellow,צהב
558,blau::A,blue,כחל
559,grün::A,green,ירק
560,grau::A,grey,אפר
561,bunt::A,colourful,צבעוני
562,bunt::A,colorful,צבעוני
563,billig::A,cheap,זול
564,teuer::A,dear,יקר
565,wertvoll::A,precious,יקר ערך
566,blind::A,blind,עור
567,taub::A,deaf,חרש
568,kräftig::A,powerful,חסן
569,stark::A,strong,חזק
570,schwach::A,weak,חלש
571,fett::A,fat,שמן
572,schlank::A,slim,רזה
573,hübsch::A,pretty,יפה תאר
574,böse::A,evil,רשע
575,dumm::A,stupid,טפש
576,faul::A,lazy,עצלן
577,fleißig::A,diligent,חרוץ
578,geizig::A,stingy,קמצן
579,klug::A,clever,נבון
580,klug::A,clever,פקח
581,geschickt::A,skilful,מימן
582,geschickt::A,skillful,מימן
583,lieb::A,dear,יקר
584,lieb::A,dear,אהוב
585,lustig::A,merry,עליז
586,sanft::A,gentle,עדין
587,hungrig::A,hungry,רעב
588,krank::A,sick,חולה
589,nackt::A,naked,ערום
590,traurig::A,sad,עצוב
591,lebendig::A,living,חי
592,gut::A,good,טוב
593,schlecht::A,bad,גרוע
594,richtig::A,correct,נכון
595,schlimm::A,nasty,רע
596,wahr::A,true,אמתי
597,alt::A,old,ישן
598,neu::A,new,חדש
599,ehemalig::A,former,לשעבר
600,alt[Lebewesen]::A,aged,זקן
601,jung::A,young,צעיר
602,arm::A,poor,עני
603,reich::A,rich,עשיר
604,bekannt::A,familiar,ידוע
605,berühmt::A,famous,מפרסם
606,fremd::A,foreign,זר
607,verschieden::A,different,שונה
608,nah::A,near,קרוב
609,fern::A,far,רחוק
610,linker::A,left,שמאלי
611,rechter::A,right,ימין
612,anderer::A,other,אחר
613,erster::A,first,ראשון
614,zweiter::A,second,שני
615,dritter::A,third,שלישי
616,letzter::A,last,אחרון
617,allein::ADV,alone,לבד
618,auf einmal::ADV,at once,בו-זמנית
619,zusammen::ADV,together,ביחד
620,lange::ADV,long,הרבה זמן
621,plötzlich::ADV,suddenly,לפתע
622,plötzlich::ADV,suddenly,פתאום
623,sofort::ADV,instantly,מיד
624,später::ADV,later,לאחר זמן
625,später::ADV,later,יותר מאחר
626,jetzt::ADV,now,עכשיו
627,heute::ADV,today,היום
628,morgen::ADV,tomorrow,מחר
629,bald::ADV,soon,בקרוב
630,dann::ADV,then,אחר-כך
631,gestern::ADV,yesterday,אתמול
632,einst::ADV,once,לפנים
633,damals::ADV,at that time,אז
634,danach::ADV,afterwards,אחר-כך
635,vorher::ADV,before,לפני זה
636,zuerst::ADV,at first,קדם
637,einmal::ADV,once,פעם
638,manchmal::ADV,sometimes,לפעמים
639,oft::ADV,often,לעתים קרובות
640,immer::ADV,always,תמיד
641,niemals::ADV,never,אף פעם
642,hier::ADV,here,כאן
643,hierhin::ADV,hither,פה
644,hierhin::ADV,to here,פה
645,hierhin::ADV,here,פה
646,von hier::ADV,hence,מפה
647,dort::ADV,there,שם
648,dorthin::ADV,thither,שם
649,dorthin::ADV,there,שם
650,dorthin::ADV,to there,שם
651,geradeaus::ADV,ahead,ישר
652,vorwärts::ADV,forward,קדימה
653,rückwärts::ADV,backward,לאחור
654,zurück::ADV,back,בחזרה
655,zurück::ADV,back,אחורנית
656,unten::ADV,below,למטה
657,hinab::ADV,down,למטה
658,oben::ADV,above,מעל
659,oben::ADV,above,למעלה
660,hinauf::ADV,up,למעלה
661,überall::ADV,everywhere,בכל מקום
662,nicht::ADV,not,לא
663,ein wenig::ADV,a little,קצת
664,kaum::ADV,hardly,בקשי
665,sehr::ADV,very,מאוד
666,so::ADV,so,כך
667,so::ADV,so,ככה
668,noch::ADV,still,עוד
669,noch::ADV,still,עדין
670,nur::ADV,only,רק
671,schon::ADV,already,כבר
672,wieder::ADV,again,שוב
673,vergebens::ADV,in vain,לריק
674,vergebens::ADV,in vain,לשוא
675,vor::PRP,in front of,מול
676,hinter::PRP,behind,מאחורי
677,unter::PRP,under,מתחת
678,durch::PRP,through,דרך
679,neben::PRP,next to,ליד
680,neben::PRP,next to,על-יד
681,zwischen::PRP,between,בין
682,wegen::PRP,because of,בשל
683,wegen::PRP,because of,בגלל
684,dies::PRN,this,זה
685,das::PRN,that,זה
686,alles::PRN,everything,הכל
687,ich::PRN,I,אני
688,du::PRN,you,את
689,du::PRN,you,אתה
690,du::PRN,thou,את
691,du::PRN,thou,אתה
692,er::PRN,he,הוא
693,wir::PRN,we,אנחנו
694,ihr::PRN,you,לה
695,sie::PRN,they,הם
696,was::FPRN,what,מה
697,wer::FPRN,who,מי
698,wo::FADV,where,איפה
699,wohin::FADV,where ... to,לאן
700,wohin::FADV,where to,לאן
701,wohin::FADV,where,לאן
702,wie::FADV,how,איך
703,warum::FADV,why,למה
704,wieviel::FNUM,how much,כמה
705,eins::NUM,one,אחד
706,zwei::NUM,two,שתים
707,drei::NUM,three,שלושה
708,vier::NUM,four,ארבעה
709,fünf::NUM,five,חמשה
710,sechs::NUM,six,ששה
711,sieben::NUM,seven,שבעה
712,acht::NUM,eight,שמונה
713,neun::NUM,nine,תשעה
714,zehn::NUM,ten,עשרה
715,elf::NUM,eleven,אחת עשרה
716,zwölf::NUM,twelve,שתים עשרה
717,zwanzig::NUM,twenty,עשרים
718,dreißig::NUM,thirty,שלושים
719,vierzig::NUM,forty,ארבעים
720,fünfzig::NUM,fifty,חמשים
721,sechzig::NUM,sixty,ששים
722,siebzig::NUM,seventy,שבעים
723,achtzig::NUM,eighty,שמונים
724,neunzig::NUM,ninety,תשעים
725,hundert::NUM,a hundred,מאה
726,tausend::NUM,a thousand,אלף
727,und::CNJ,and,ו
728,oder::CNJ,or,או
729,stehen::V,stand,עמד
730,sitzen::V,sit,ישב
731,liegen::V,lie,שכב
732,hängen::V,hang,היה תלוי
733,werden::V,become,הפך ל
734,passieren::V,happen,קרה
735,beginnen::V,begin,התחיל
736,enden::V,end,הסתים
737,wechseln::V,change,השתנה
738,aufgehen[Sonne]::V,rise,זרח
739,untergehen[Sonne]::V,set,שקע
740,scheinen[Sonne]::V,shine,בהק
741,donnern::V,thunder,רעם
742,wehen::V,blow,נשב
743,strömen::V,stream,זרם
744,fließen::V,flow,זרם
745,sich drehen::V,revolve,הסתובב
746,schwanken::V,sway,התנודד
747,schwingen::V,swing,התנענע
748,fallen::V,fall,נפל
749,brennen::V,burn,בער
750,rauchen::V,smoke,עשן
751,regnen::V,rain,ירד גשם
752,gefrieren::V,freeze,קפא
753,tauen::V,thaw,נמס
754,schmelzen::V,melt,התיך
755,trocknen::V,dry,התיבש
756,sieden::V,boil,רתח
757,faulen::V,rot,רקב
758,verfaulen::V,decay,רקב
759,reißen::V,snap,נקרע
760,versinken::V,sink,טבע
761,vergehen::V,pass,עבר
762,erscheinen::V,appear,נגלה
763,erscheinen::V,appear,הופיע
764,verschwinden::V,disappear,נעלם
765,sinken::V,drop,ירד
766,abnehmen::V,decrease,הפחית
767,zunehmen::V,increase,רבה
768,steigen::V,rise,עלה
769,wachsen::V,grow,גדל
770,glänzen::V,shine,נצץ
771,glänzen::V,shine,בהק
772,funkeln::V,sparkle,נצנץ
773,lärmen::V,be noisy,רעש
774,läuten::V,chime,צלצל
775,klingeln::V,ring,צלצל
776,klirren::V,tinkle,קרקש
777,brausen::V,roar,געש
778,rauschen::V,rustle,רשרש
779,klingen::V,sound,נשמע
780,bellen::V,bark,נבח
781,heulen::V,howl,ילל
782,blasen::V,blow,נשף
783,pfeifen::V,whistle,שרק
784,schreien::V,shout,צעק
785,stöhnen::V,groan,נאנק
786,zittern::V,tremble,רעד
787,leben::V,be alive,חי
788,geboren werden::V,be born,נולד
789,atmen::V,breathe,נשם
790,trinken::V,drink,שתה
791,essen::V,eat,אכל
792,schlucken::V,swallow,בלע
793,müde werden::V,get tired,התעיף
794,einschlafen::V,fall asleep,נרדם
795,schlafen::V,sleep,ישן
796,aufwachen::V,wake up,התעורר
797,aufstehen::V,get up,קם
798,sich erholen::V,relax,נפש
799,krank werden::V,fall ill,חלה
800,krank sein::V,be ill,היה חולה
801,schmerzen::V,ache,כאב
802,husten::V,cough,השתעל
803,genesen::V,recover,הבריא
804,sterben::V,die,מת
805,umkommen::V,perish,נספה
806,sich bewegen::V,move,נע
807,sich rühren::V,budge,זז
808,sich erheben::V,stand up,קם
809,sich setzen::V,sit down,התישב
810,hinfallen::V,tumble,נפל
811,laufen::V,walk,הלך ברגל
812,schreiten::V,pace,פסע
813,spazierengehen::V,go for a walk,טיל
814,eilen::V,rush,אץ
815,eilen::V,rush,מהר
816,sich beeilen::V,hurry,מהר
817,sausen::V,dash,אץ
818,rennen::V,run,רץ
819,springen::V,jump,קפץ
820,klettern::V,climb,טפס
821,schaukeln::V,seesaw,התנדנד
822,kriechen::V,creep,זחל
823,schwimmen::V,swim,שחה
824,tauchen::V,dive,צלל
825,rudern::V,row,חתר
826,fahren::V,drive,נסע
827,fliegen::V,fly,עף
828,gehen::V,go,הלך
829,weggehen::V,go away,עזב
830,abfahren::V,depart,יצא
831,anhalten::V,stop,עצר
832,hineingehen::V,go in,נכנס
833,eintreten::V,enter,נכנס
834,kommen::V,come,בא
835,ankommen::V,arrive,הגיע
836,zurückkommen::V,come back,שב
837,zurückkommen::V,come back,חזר
838,bleiben::V,stay,נשאר
839,warten::V,wait,חכה
840,warten::V,wait,המתין
841,erwarten::V,wait for,צפה
842,suchen::V,seek,חפש
843,suchen::V,look for,חפש
844,finden::V,find,מצא
845,versuchen::V,try,נסה
846,vorbereiten::V,prepare,הכין
847,lieben::V,love,אהב
848,mögen::V,like,אהב
849,lachen::V,laugh,צחק
850,rühren::V,move,נגע ללב
851,weinen::V,weep,בכה
852,schimpfen::V,grumble,גער
853,sich ärgern::V,be annoyed,זעם
854,sich ärgern::V,be annoyed,כעס
855,sich fürchten::V,be afraid,פחד
856,sich fürchten::V,be afraid,חשש
857,fürchten::V,be afraid of,פחד מ
858,fürchten::V,be afraid of,חשש מ
