,Concept_ID,ko,br
192,Eisen::N,쇠,houarn
193,Eisen::N,철,houarn
194,Gold::N,항금,aour
195,Silber::N,은,arc'hant
196,Kohle::N,슻,glaou
197,Glas::N,유리,gwer
198,Lehm::N,찰흙,
199,Sand::N,모래,traezh
200,Mensch::N,사람,den
201,Mann::N,남자,den
202,Frau::N,여자,maouez
203,Kind::N,아이,bugel
204,Junge::N,소녁,paotr
205,Mädchen::N,소녀,plac'h
206,Familie::N,가족,familh
207,Großvater::N,할아버지,tad-kozh
208,Großmutter::N,할머니,mamm-gozh
209,Eltern::N,어버오,kerent
210,Vater::N,아버지,tad
211,Mutter::N,어머니,mamm
212,Sohn::N,아들,mab
213,Tochter::N,딸기,merc'h
214,Bruder::N,형제,breur
215,Schwester::N,누이,c'hoar
216,Onkel::N,백부,eontr
217,Tante::N,아주머니,moereb
218,Ehemann::N,남편,gwaz
219,Ehefrau::N,아내,gwreg
220,Freude::N,기쁨,levenez
221,Gelächter::N,웃음,c'hoarzherezh
222,Glück::N,즐거움,chañs
223,Kummer::N,슬픔,doan
224,Wunsch::N,소망,c'hoant
225,Geist::N,할기,spered
226,Gedanke::N,상념,soñj
227,Gedächtnis::N,기억,eñvor
228,Verstand::N,분별,skiant
229,Verstand::N,지능,skiant
230,Sinn::N,센스,ster
231,Grund::N,까닭,kaoz
232,Wahrheit::N,참,gwirionez
233,Wahrheit::N,진실,gwirionez
234,Gespräch::N,대화,kaozeadenn
235,Märchen::N,동화,kaoz korriganez
236,Erzählung::N,이야기,kontadenn
237,Neuigkeit::N,뉴스,kelaouenn
238,Name::N,이름,anv
239,Rätsel::N,수수께끼,divinatez
240,Rede::N,연설,diskour
241,Sprache::N,말,yezh
242,Stimme::N,목소리,mouezh
243,Wort::N,낱말,ger
244,Zeichen::N,신호,sin
245,Ruf::N,부름,galv
246,Lärm::N,소동,trouz
247,Laut::N,음성,
248,Ton::N,목소리,ton
249,Lied::N,노래,kanaouenn
250,Ruhe::N,쉼,sioulded
251,Leute::N,사람들,tud
252,Volk::N,국중,pobl
253,Arbeit::N,근로,labour
254,Arbeit::N,너무,labour
255,Gast::N,손님,kouviad
256,Geschenk::N,행하,prof
257,Spiel::N,무리,c'hoari
258,Gesellschaft::N,교제,kompagnunezh
259,Gesellschaft::N,교제,kavandad
260,Hilfe::N,거들음,sikour
261,Hilfe::N,보좌,sikour
262,Freund::N,친구,mignon
263,Kamerad::N,동실자,kamarad
264,Angelegenheit::N,용무,afer
265,Anzahl::N,어떤,niver
266,Anzahl::N,수,niver
267,Art::N,정류,sort
268,Stück::N,일부분,tamm
269,Teil::N,몱,pezh
270,Teil::N,구훠,pezh
271,Hälfte::N,2분의,hanterenn
272,Kreis::N,고리,kelc'h
273,Kreuz::N,열십자,kroaz
274,Linie::N,선,linenn
275,Strich::N,스침,tenn
276,Abstand::N,거리,distok
277,Entfernung::N,거리,keid
278,Entfernung::N,거리,kehid
279,Gegend::N,곳,korn-bro
280,Gegend::N,부금,korn-bro
281,Platz::N,장소,plasenn
282,Ort::N,장소,lec'h
283,Seite::N,옆면,tu
284,Mitte::N,궁간,kreiz
285,Gegenstand::N,항목,tra
286,Sache::N,뭉에,tra
287,Rand::N,가,kantenn
288,Kante::N,귀퉁,kantenn
289,Ecke::N,구석,korn
290,Spitze::N,끝,begell
291,Spitze::N,참단,begell
292,Ende::N,말당,dibenn
293,Loch::N,빙옷,toull
294,Winkel::N,각도,
295,Muster::N,본,tresadenn
296,Muster::N,견복,tresadenn
297,Größe::N,신장,ment
298,Länge::N,길이긺,hirder
299,Höhe::N,높이,uhelder
300,Gewicht::N,추,pouez
301,Menge::N,수양,bern
302,Haufen::N,퇴적,bern
303,Reihe::N,열,steud
304,Boot::N,보트,bag
305,Ruder::N,노,roeñv
306,Schlitten::N,썰매,trainell
307,Ski::N,스키,ski
308,Lagerfeuer::N,캠프의 모닥불,
309,Last::N,무거운짐,karg
310,Gang::N,걸음,kerzh
311,Schritt::N,보조,paz
312,Norden::N,북쪽 ,norzh
313,Norden::N,북쪽 ,hanternoz
314,Süden::N,남쪽,su
315,Süden::N,남쪽,kreisteiz
316,Westen::N,서쪽,kuzh-heol
317,Osten::N,동쪽,reter
318,Osten::N,동쪽,sav-heol
319,Holz::N,목재,koad
320,Brett::N,마루널,plankenn
321,Platte::N,탤,plakenn
322,Platte::N,금속판,plakenn
323,Stütze::N,버팀목,harp
324,Stange::N,장대,sparl
325,Stock::N,막대기,bazh
326,Stab::N,작대기,bazh
327,Rohr::N,갈대,tub
328,Rohr::N,갈대,korz
329,Haus::N,집,ti
330,Heim::N,집,kêr
331,Ofen::N,아궁이,forn
332,Fußboden::N,마루,plañchod
333,Tisch::N,탁자,taol
334,Stuhl::N,의자,kador
335,Wiege::N,발상지,kavell
336,Bett::N,침대,gwele
337,Regal::N,서가,estajerenn
338,Kiste::N,짐궤,kased
339,Fenster::N,눔,prenestr
340,Tür::N,문,dor
341,Tor::N,대문,portal
342,Zaun::N,담장,sklotur
343,Dach::N,지붕,toenn
344,Leiter::N,사닥다리,skeul
345,Besen::N,비,skubell
346,Spaten::N,가래,pal
347,Schaufel::N,삽,pal
348,Gabel::N,갈래,fourchetez
349,Löffel::N,숟가락,loa
350,Messer::N,나이프,kontell
351,Nagel::N,발툽,tach
352,Netz::N,그물,roued
353,Haken::N,갈고리,krog
354,Griff::N,움켜쥠,kemer
355,Schloss::N,자물쇠,potenn
356,Bild::N,그림,skeudenn
357,Figur::N,몸메,skeud
358,Figur::N,몸메,figur
359,Puppe::N,인형,merc'hodenn
360,Beutel::N,클,sac'h
361,Bündel::N,자근다발,feskenn
362,Tasche::N,가방,sac'h
363,Eimer::N,동이,sailh
364,Deckel::N,뚜껑,pallenn
365,Geschirr::N,식시,listriaj
366,Sack::N,조갑,sac'h
367,Tasse::N,차잔,tas
368,Topf::N,단지,pod
369,Kessel::N,주전자,chaodouron
370,Essen::N,먹기,pred
371,Nahrung::N,식료,boued
372,Speise::N,음식물,meuz
373,Fleisch::N,고기,kig
374,Getreide::N,곡물,ed
375,Brei::N,젤리,yod
376,Brot::N,빵,bara
377,Scheibe::N,원반,tailhenn
378,Fett::N,기름,lard
379,Butter::N,버터,amann
380,Öl::N,올리브유,eoul
381,Salz::N,소금,holen
382,Suppe::N,국,soubenn
383,Suppe::N,수프,soubenn
384,Honig::N,감미,mel
385,Milch::N,유즙,laezh
386,Tee::N,차,te
387,Leder::N,가죽,lêr
388,Wolle::N,양털,gloan
389,Stoff::N,패료,danvez
390,Nadel::N,바늘,nadoz
391,Faden::N,콘실,neudenn
392,Knopf::N,단추,bouton
393,Knoten::N,곁절,skoulm
394,Farbe::N,색,liv
395,Kleidung::N,옷입기,dilhad
396,Hemd::N,속옷,roc'hed
397,Kragen::N,깃,gouzoug
398,Ärmel::N,소매,milgin
399,Hose::N,바지,bragoù
400,Gürtel::N,밴드,gouriz
401,Mütze::N,모자,boned
402,Schuh::N,구두,botez
403,Stiefel::N,장화,botez
404,Ring::N,고리,gwalenn
405,Band::N,리본,bagad
406,Kamm::N,빗,krib
407,Spiegel::N,거울,melezour
408,Riemen::N,가죽끈,lerenn
409,Schnur::N,밧줄,kordenn
410,Leine::N,고삐줄,roll
411,Decke::N,이부자리,golo
412,Kissen::N,깔개,goubenner
413,Tuch::N,천,mezher
414,Handtuch::N,수건,toailhon
415,Kraft::N,세력,nerzh
416,Stärke::N,힘,nerzhder
417,Gesundheit::N,위생,yec'hed
418,Krankheit::N,병,klañved
419,Schmerz::N,아픔고통,poan
420,Schmerz::N,아픔고통,droug
421,Wunde::N,상처,gloazadenn
422,Fieber::N,열별,terzhienn
423,Arznei::N,약,louzoù
424,Brücke::N,교량,pont
425,Brunnen::N,원천,puñs
426,Weide::N,목장,prad
427,Pfad::N,좁은길,gwenodenn
428,Weg::N,길,hent
429,Straße::N,길,ru
430,Straße::N,길,hent
431,Dorf::N,촌,kêr
432,Dorf::N,촌,kêriadenn
433,Dorf::N,촌락,kêr
434,Dorf::N,촌락,kêriadenn
435,Stadt::N,도시,kêr
436,Brief::N,서한,lizher
437,Buch::N,책,levr
438,Buchstabe::N,문자,lizherenn
439,Zeitung::N,신문,kazetenn
440,Leben::N,삶,buhez
441,Tod::N,죽음,marv
442,Grab::N,무덤,bez
443,Kirche::N,교회,iliz
444,Sünde::N,부정,pec'hed
445,Gott::N,하느님,doue
446,Arbeiter::N,일하는사람,labourer
447,Arbeiter::N,일하는사람,micherour
448,Chef::N,사장,penn
449,Meister::N,명인,mestr
450,Meister::N,대가,mestr
451,Arzt::N,의사,mezeg
452,Arzt::N,의사,medisin
453,Lehrer::N,교사,skolaer
454,Lehrer::N,교사,kelenner
455,Geld::N,돈,arc'hant
456,Geschäft::N,일,stal
457,Laden::N,가게,stal
458,Preis::N,가격,priz
459,Ware::N,상품,marc'hadourezh
460,Nutzen::N,이익,gounidegezh
461,Nutzen::N,이익,lañs
462,Nutzen::N,이익,profit
463,Nutzen::N,이익,spleit
464,Reichtum::N,많음,pinvidigezh
465,Welt::N,세상,douar
466,Land::N,지방,bro
467,Staat::N,국가,stad
468,König::N,국왕,roue
469,Macht::N,힘,galloud
470,Grenze::N,국경,harzoù
471,Krieg::N,전쟁,brezel
472,Feind::N,적,eneber
473,Gewalt::N,권력,tâerder
474,Kampf::N,전투,kann
475,Bogen[Waffe]::N,활,gwareg
476,Pfeil::N,화살,saezh
477,Gewehr::N,무기,fuzuilh
478,Fehler::N,오류,fazi
479,Lüge::N,거짓말,gaou
480,Schaden::N,손상,gwall
481,Unglück::N,불행,gwalleur
482,Schuld::N,부채,kablusted
483,Schuld::N,부채,pec'hedigezh
484,Alter::N,연령,oad
485,Schluss::N,마감,diwezh
486,Zeit::N,때,amzer
487,Zeit::N,시간,amzer
488,Tag::N,하루,deizh
489,Morgen::N,이침,beure
490,Morgen::N,이침,mintin
491,Mittag::N,대낮,kreisteiz
492,Abend::N,저녁,abardaez
493,Nacht::N,밤,noz
494,Woche::N,근무일,sizhun
495,Monat::N,달,miz
496,Jahr::N,해,bloaz
497,Frühling::N,봄,nevezamzer
498,Sommer::N,여름,hañv
499,Herbst::N,가을,diskaramzer
500,Winter::N,겨울,goañv
501,Januar::N,일월,Genver
502,Februar::N,이월,C'hwevrer
503,März::N,삼월,Meurzh
504,April::N,사월,Ebrel
505,Mai::N,오월,Mae
506,Juni::N,유월,Mezheven
507,Juli::N,칠월,Gouhere
508,August::N,팔월,Eost
509,September::N,구월,Gwengolo
510,Oktober::N,시월,Here
511,November::N,십일월,Du
512,Dezember::N,십이월,Kerzu
513,Montag::N,월요일,Lun
514,Dienstag::N,화요일,Meurzh
515,Mittwoch::N,수요일,Merc'her
516,Donnerstag::N,모교일,Yaou
517,Freitag::N,그묘일,Gwener
518,Samstag::N,토요일,Sadorn
519,Sonntag::N,일요일,Sul
520,groß::A,큰,bras
521,klein::A,자근,bihan
522,lang::A,긴,hir
523,kurz::A,짧은,berr
524,breit::A,넓은,ledan
525,schmal::A,좁은,strizh
526,dicht::A,농밀한,stank
527,dick[Gegenstand]::A,두꺼운,tev
528,dünn::A,얇은,moan
529,fein::A,미세한,munut
530,fest::A,굳은,start
531,flach::A,얕은,plaen
532,glatt::A,반들반들한,lintr
533,glatt::A,반들반들한,levn
534,hart::A,굳은,kalet
535,weich::A,연한,blot
536,rund::A,둥근,ront
537,spitz::A,뾰족한,poentet
538,scharf::A,날카로운,dremm
539,stumpf::A,무딘,talsoc'h
540,schwer::A,무거운,pounner
541,schön::A,멋진,kaer
542,heiß::A,뜨거운,tomm
543,warm::A,따뜻한,tomm
544,kalt::A,찬,yen
545,kühl::A,서늘한,yen
546,frisch::A,신선한,fresk
547,feucht::A,축축한,gleb
548,nass::A,젖은,gleb
549,trocken::A,마른,sec'h
550,voll::A,완전한,leun
551,leer::A,빈,goullo
552,offen::A,열린,digor
553,geschlossen::A,닫힌,serr
554,sauber::A,깨끗한,naet
555,schmutzig::A,더러운,lous
556,roh::A,날게잇의,kriz
557,reif::A,이근,darev
558,lecker::A,맛있는,lipous
559,lecker::A,맛있는,saourus
560,süß::A,단,dous
561,bitter::A,찌르는듯한,c'hwerv
562,sauer::A,산성의,trenk
563,hell::A,밝은,sklaer
564,dunkel::A,어두운,teñval
565,schwarz::A,검은,du
566,weiß::A,하얀,gwenn
567,rot::A,붉은,ruz
568,gelb::A,황색,melen
569,blau::A,푸른,glas
570,grün::A,녹색의,gwer
571,grau::A,회색의,louet
572,bunt::A,알록달록한,liesliv
573,billig::A,싼,marc'had-mat
574,teuer::A,값비산,ker
575,wertvoll::A,가치가많은,prizius
576,blind::A,눈먼,dall
577,taub::A,무감간한,bouzar
578,kräftig::A,강장한,start
579,stark::A,강한,kreñv
580,schwach::A,약한,gwan
581,fett::A,실찐,lard
582,schlank::A,호리호리한,sinkl
583,hübsch::A,예쁜,koant
584,böse::A,나쁜,gwall
585,dumm::A,어리석은,glep
586,faul::A,너덜너덜한,lezirek
587,fleißig::A,근면한,studius
588,geizig::A,인색한,tost
589,geschickt::A,교묘한,dornet
590,lieb::A,친애하는,koant
591,lustig::A,유쾌한,laouen
592,sanft::A,온화한,flour
593,hungrig::A,배고픈,marnaon
594,krank::A,병든,klañv
595,nackt::A,벌거벗은,noazh
596,traurig::A,슬픈,trist
597,lebendig::A,살아있는,bev
598,gut::A,좋은,mad
599,schlecht::A,나쁜,fall
600,schlecht::A,나쁜,gwall
601,richtig::A,바른,reizh
602,schlimm::A,못된,gwall
603,wahr::A,참된,gwir
604,alt::A,늙은,kozh
605,neu::A,새,nevez
606,ehemalig::A,전의,kozh
607,alt[Lebewesen]::A,낡은,kozh
608,jung::A,젊은,yaouank
609,arm::A,가난한,paour
610,reich::A,풍부한,pinvidik
611,bekannt::A,저명한,anavezet
612,berühmt::A,유명한,brudet
613,fremd::A,타처이,dizanav
614,verschieden::A,따른,disheñel
615,nah::A,가까운,nes
616,fern::A,먼,diabell
617,linker::A,왼쭉의,kleiz
618,rechter::A,오른쪽의,dehoù
619,anderer::A,다른,all
620,erster::A,첫째,kentañ
621,zweiter::A,둘째,eil
622,dritter::A,셋째,trede
623,letzter::A,의후자의,diwezhañ
624,allein::ADV,훌로,e-unan
625,auf einmal::ADV,갑자기,ar un dro
626,zusammen::ADV,모아서,asambles
627,lange::ADV,오래,pell
628,plötzlich::ADV,둘연한,en un taol
629,sofort::ADV,즉시,diouzhtu
630,später::ADV,보다늦은,diwezhatoc'h
631,jetzt::ADV,목하,bremañ
632,heute::ADV,오늘,hiziv
633,morgen::ADV,내일,arc'hoazh
634,bald::ADV,곱,hepdale
635,dann::ADV,그경우에,a-c'houde
636,gestern::ADV,어제,dec'h
637,einst::ADV,옛날에,gwechall
638,damals::ADV,그때에,neuze
639,danach::ADV,그 뒤에,goude
640,vorher::ADV,미리,diagent
641,zuerst::ADV,최초로,da gentañ
642,einmal::ADV,한번,ur wech
643,manchmal::ADV,땓대로,a-wechoù
644,oft::ADV,땓대로,alies
645,immer::ADV,늘,atav
646,immer::ADV,늘,bepred
647,niemals::ADV,결코...(하지)않다,gwech ebet
648,hier::ADV,여기,amañ
649,hierhin::ADV,여기로,dre amañ
650,dort::ADV,거기,aze
651,dort::ADV,거기,ahont
652,dorthin::ADV,저기예,di
653,dorthin::ADV,저기예,aze
654,dorthin::ADV,저기예,ahont
655,geradeaus::ADV,곧장,war-eeun
656,vorwärts::ADV,앞으로,war-raok
657,rückwärts::ADV,뒤로,war-lerc'h
658,zurück::ADV,제자리로,war-dreñv
659,unten::ADV,아래에,en traoñ
660,hinab::ADV,아래쪽으로,a-izel
661,oben::ADV,위에,en nec'h
662,hinauf::ADV,위쪽으로,e-krec'h
663,überall::ADV,도처에,dre-holl
664,nicht::ADV,안,ne ... ket
665,ein wenig::ADV,적음,un tammig
666,kaum::ADV,가의,a-boan
667,sehr::ADV,자주,-tre
668,sehr::ADV,자주,-kenañ
669,so::ADV,그와같이,evel-se
670,noch::ADV,아직,c'hoazh
671,nur::ADV,다만,hepken
672,schon::ADV,이미,dija
673,wieder::ADV,다시,adarre
674,vergebens::ADV,헛되이,
675,vor::PRP,앞에,dirak
676,hinter::PRP,뒤에,a-drek
677,hinter::PRP,뒤에,a-dreñv
678,unter::PRP,잍에,dindan
679,durch::PRP,통고하여,dre
680,neben::PRP,와나란히,e-kichen
681,zwischen::PRP,의사이로,etre
682,wegen::PRP,때문에,abalamour da
683,dies::PRN,이,hemañ
684,das::PRN,저,se
685,das::PRN,저,hennezh
686,alles::PRN,모든것,pep tra
687,ich::PRN,나,me
688,du::PRN,너,te
689,er::PRN,그,eñ
690,wir::PRN,우리,ni
691,ihr::PRN,너희들,c'hwi
692,sie::PRN,그들,int
693,was::FPRN,뭣,petra
694,wer::FPRN,누구,piv
695,wo::FADV,어디,pelec'h
696,wohin::FADV,어디로,da belec'h
697,wie::FADV,어떻게,penaos
698,warum::FADV,왜,perak
699,wieviel::FNUM,얼마만큰,pet
700,eins::NUM,하나,unan
701,zwei::NUM,둘,daou
702,drei::NUM,셋,tri
703,vier::NUM,넷,pevar
704,fünf::NUM,다섯,pemp
705,sechs::NUM,여섯,c'hwec'h
706,sieben::NUM,일곱,seizh
707,acht::NUM,여덟,eizh
708,neun::NUM,아홉,nav
709,zehn::NUM,열,dek
710,elf::NUM,열하나,unnek
711,zwölf::NUM,열둘,daouzek
712,zwanzig::NUM,스물,ugent
713,dreißig::NUM,서름,tregont
714,vierzig::NUM,마흔,daou-ugent
715,fünfzig::NUM,숸,hanter-kant
716,sechzig::NUM,에순,tri-ugent
717,siebzig::NUM,일흔,dek ha tri-ugent
718,achtzig::NUM,여든,pevar-ugent
719,neunzig::NUM,아흔,dek ha pevar-ugent
720,hundert::NUM,백,kant
721,tausend::NUM,천,mil
722,und::CNJ,와,ha
723,oder::CNJ,아니면,pe
724,stehen::V,서다,bezañ a-sav
725,sitzen::V,앉다,azezañ
726,sitzen::V,앉다,bezañ en e goazez
727,liegen::V,눕다,bezañ en e c'hourvez
728,hängen::V,달다,krougañ
729,werden::V,되다,dazonet
730,passieren::V,지장옶다,c'hoarvezout
731,beginnen::V,시작되다,stagañ
732,enden::V,큳내다,achuiñ
733,wechseln::V,병경하다,cheñch
734,aufgehen[Sonne]::V,뜨다,dirouzañ
735,untergehen[Sonne]::V,지다,
736,scheinen[Sonne]::V,빛나다,lugernañ
737,donnern::V,천둥치다,taranal
738,wehen::V,풀다,c'hwezhañ
739,strömen::V,흐르다,deredek
740,fließen::V,흐르다,redek
741,sich drehen::V,돌다,troiñ
742,schwanken::V,동요하다,trantellat
743,schwingen::V,흔들다,froumal
744,fallen::V,떨어지다,kouezhañ
745,brennen::V,타다,deviñ
746,rauchen::V,김이나다,divogedañ
747,regnen::V,비가오다,glavañ
748,gefrieren::V,얼다,reviñ
749,tauen::V,녹다,diskornañ
750,schmelzen::V,녹다,teuziñ
751,trocknen::V,홈치다,sec'hañ
752,sieden::V,끓다,berviñ
753,faulen::V,부패하다,breinañ
754,verfaulen::V,썩다,breinañ
755,reißen::V,지바찢다,darnaouiñ
756,versinken::V,가라앉다,sodellañ
757,vergehen::V,지나가다,tremen
758,erscheinen::V,나타나다,donet war-wel
759,verschwinden::V,사라지다,monet diwar wel
760,sinken::V,가라앉다,en em izelat
761,abnehmen::V,떼어내다,nebeutaat
762,zunehmen::V,증가하다,kreskiñ
763,steigen::V,상승하다,sevel
764,wachsen::V,생기하다,kreskiñ
765,glänzen::V,뛰오나다,lugernañ
766,funkeln::V,불티가잍어나다,elieniñ
767,lärmen::V,떠들다,rabotat
768,läuten::V,울시다,
769,klingeln::V,초닌총을울리다,
770,klirren::V,탁탁울리다,diridignat
771,klirren::V,탁탁울리다,sterlinkañ
772,brausen::V,쏴쏴소리내다,gwegal
773,rauschen::V,솨솨,trouzal
774,klingen::V,반향하다,seniñ
775,bellen::V,짖다,harzhal
776,heulen::V,포효하다,yudal
777,blasen::V,불다,c'hwezhañ
778,pfeifen::V,피리를불다,c'hwitellat
779,schreien::V,절규하다,huchal
780,stöhnen::V,신음하다,hirvoudiñ
781,zittern::V,저뉼하다,krenañ
782,leben::V,살다,bevañ
783,geboren werden::V,태어난,genel
784,atmen::V,숨쉬다,tennañ e anal
785,trinken::V,마시다,evañ
786,essen::V,먹다,debriñ
787,schlucken::V,들이켜다,lonkañ
788,einschlafen::V,잠들다,menel kousket
789,schlafen::V,자다,kousket
790,aufwachen::V,눈트다,dihuniñ
791,aufstehen::V,서다,sevel
792,sich erholen::V,회복하다,diskuizhañ
793,schmerzen::V,아프다,skourjezañ
794,husten::V,잔기침하다,pasaat
795,husten::V,잔기침하다,peudal
796,genesen::V,낫다,pareañ
797,sterben::V,죽다,mervel
798,umkommen::V,못쓰게되다,perisañ
799,sich bewegen::V,움직이다,bouljal
800,sich rühren::V,움직이다,fiñval
801,sich erheben::V,이러서다,sevel
802,sich setzen::V,앉히다,azezañ
803,sich setzen::V,앉히다,mont en e goazez
804,hinfallen::V,넘어지다,kouezhañ
805,laufen::V,걷다,redek
806,schreiten::V,보행하다,kerzhet
807,spazierengehen::V,산보하다,pourmen
808,eilen::V,서둘다,hastañ
809,sich beeilen::V,서둘게하다,hastañ
810,sausen::V,서들러 떠나다,karzhañ
811,rennen::V,달리다,redek
812,springen::V,도약하다,lammat
813,klettern::V,갑겨오르다,krimpat
814,schaukeln::V,흔들리게하다,brañsellat
