,Concept_ID,lez,mrj
111,Fluss::N,вацӏ,вӹд
112,Ufer::N,къерех,сир
113,Küste::N,къерех,сир
114,Festland::N,кьурамат,мӱлӓндӹ
115,Meer::N,гьуьл,тангыж
116,Bucht::N,бухта,вӹдъял
117,Insel::N,остров,острок
118,Blume::N,цуьк,пеледӹш
119,Gras::N,хъач,шуды
120,Wurzel::N,дувул,важ
121,Baum::N,ттар,пушӓнгӹ
122,Stamm::N,тан,пушӓнгӹ тӹнг
123,Rinde::N,чкал,каргыж
124,Ast::N,тӏур,укш
125,Zweig::N,хел,укш
126,Blatt::N,пеш,листӹ
127,Birke::N,верх,куги
128,Kiefer[Baum]::N,шамагъаж,йӓктӹ
129,Weide[Baum]::N,цӏвелин ттар,уа
130,Tanne::N,ель,кож
131,Horn::N,карч,шур
132,Feder::N,цӏакул,пын
133,Fell::N,хам,кавашты
134,Flügel::N,лув,шылдыр
135,Klaue::N,къармах,кӹч
136,Kralle::N,пац,лапа
137,Kralle::N,тапас,лапа
138,Schwanz::N,ттум,пач
139,Ei::N,кака,мыны
140,Nest::N,муг,пӹжӓш
141,Bau::N,тӏеквен,ыраж
142,Tier::N,гьайван,во́льык
143,Herde::N,суьруь,кӹтö
144,Kuh::N,ккал,ышкал
145,Bulle::N,яц,ӱшкӱж
146,Bulle::N,бугъа,ӱшкӱж
147,Pferd::N,балкӏан,имни
148,Schaf::N,хеб,шарык
149,Schwein::N,вак,сасна
150,Hund::N,кицӏ,пи
151,Katze::N,кац,коти
152,Bär::N,сев,мöскӓ
153,Eichhörnchen::N,белка,ур
154,Elch::N,лось,шарды
155,Fuchs::N,сикӏ,рӹвӹж
156,Hase::N,къуьр,морен
157,Maus::N,кьиф,каля
158,Wolf::N,жанавур,пирӹ
159,Vogel::N,луван ничхир,кек
160,Schwarm::N,луж,цуца
161,Huhn::N,верч,цӹвӹ
162,Hahn::N,кӏек,ӓптӓн
163,Gans::N,къаз,комбы
164,Adler::N,лекь,кучкыж
165,Ente::N,пӏатӏ,лыды
166,Eule::N,тӏиб,тымана
167,Kranich::N,дурна,тырня
168,Kranich::N,дурна,тыртня
169,Krähe::N,къаргъа,лудыгарак
170,Kuckuck::N,кукупӏ,куку
171,Schwan::N,къугь,йӱксӹ
172,Fisch::N,гъед,кол
173,Barsch::N,окунь,алангы
174,Hecht::N,щука,нуж
175,Hecht::N,щука,нужгол
176,Schlange[Tier]::N,илан,кӹшкы
177,Schlange[Tier]::N,гъуьлягъ,кӹшкы
178,Wurm::N,квак,шукш
179,Spinne::N,хуьшрекан,ӓнгӹремшӹ
180,Ameise::N,цегв,кыткы
181,Laus::N,нет,ти
182,Mücke::N,ветӏ,кужнер
183,Mücke::N,ветӏ,кужынер
184,Fliege::N,тӏветӏ,шӹнгӓ
185,Schmetterling::N,чепелукь,лӹпӹ
186,Beere::N,куьлуь емиш,мöр
187,Apfel::N,ич,олма
188,Pilz::N,къарникъуз,понгы
189,Zwiebel::N,чичӏек,охыра
190,Saat::N,тумар,нӱшмӹ
191,Saat::N,тумар,нӱшмӱ
192,Korn::N,твар,пӹрцӹ
193,Heu::N,векь,шуды
194,Heu::N,векьер,шуды
195,Schale::N,пириш,аваха
196,Schale::N,пириш,карлангы
197,Schale::N,хъуьруьш,аваха
198,Schale::N,хъуьруьш,карлангы
199,Grube::N,фур,йӓм
200,Falle::N,ракьар,лӱдӹ
201,Falle::N,ракьар,лӱдӹш
202,Schlinge::N,гьалкъа,онгы
203,Spur::N,гел,кишӓ
204,Asche::N,руьхъ,ломых
205,Asche::N,руьхъ,ломпыж
206,Dreck::N,чирк,лявӹрӓ
207,Dreck::N,кьуруш,лявӹрӓ
208,Eisen::N,ракь,кӹртни
209,Gold::N,алтун,шöртни
210,Gold::N,алтун,шöртньӹ
211,Silber::N,гимиш,ши
212,Kohle::N,цӏивин,шӱ
213,Glas::N,шуьше,охоница
214,Lehm::N,ччеб,шун
215,Sand::N,къум,ошма
216,Mensch::N,инсан,эдем
217,Mann::N,итим,пӱэргӹ
218,Frau::N,паб,ӹдӹрӓмӓш
219,Frau::N,дишегьли,ӹдӹрӓмӓш
220,Kind::N,аял,ӓзӓ
221,Kind::N,аял,шачшы
222,Junge::N,гада,рвезӹ
223,Junge::N,гада,ӹрвезӹ
224,Mädchen::N,руш,ӹдӹрӓш
225,Familie::N,хзан,йиш
226,Familie::N,хзан,семня
227,Familie::N,килфет,йиш
228,Familie::N,килфет,семня
229,Großvater::N,чӏехи буба,тьоти
230,Großmutter::N,чӏехи диде,папа
231,Eltern::N,диде-буба,ӓтя-ӓвӓ
232,Vater::N,буба,ӓтя
233,Mutter::N,диде,ӓвӓ
234,Sohn::N,хва,эргӹ
235,Tochter::N,руш,ӹдӹр
236,Bruder::N,стха,ӹза
237,Schwester::N,вах,ӓкӓ
238,Onkel::N,ими,кугуза
239,Onkel::N,халу,кугуза
240,Tante::N,эме,куака
241,Tante::N,хала,куака
242,Ehemann::N,гъуьл,мары
243,Ehefrau::N,паб,вӓтӹ
244,Freude::N,шадвал,ӹвӹртӹмӓш
245,Gelächter::N,хъвер,ваштылмаш
246,Glück::N,бахт,пиӓл
247,Kummer::N,дерт,ясы
248,Kummer::N,хажалат,ясы
249,Wunsch::N,мурад,охата
250,Wunsch::N,мурад,шанымаш
251,Lust::N,гьевес,шӓр
252,Lust::N,гьевес,охата
253,Lust::N,гьевес,шанымаш
254,Geist::N,руьгь,тух
255,Gedanke::N,фикир,шанымаш
256,Verstand::N,акьул,ыш
257,Sinn::N,мана,кын
258,Grund::N,себеб,вир
259,Wahrheit::N,керчек,тöр
260,Wahrheit::N,гьакъикъат,тöр
261,Gespräch::N,ихтилат,хытырымаш
262,Märchen::N,мах,ямак
263,Erzählung::N,кьиса,шайыштмаш
264,Nachricht::N,хабар,увертӓрӹмӓш
265,Neuigkeit::N,цӏийи хабар,увер
266,Name::N,тӏвар,лӹм
267,Rätsel::N,мискӏал,тышты
268,Rede::N,рахун,шая
269,Rede::N,рахун,шамак
270,Sprache::N,чӏал,йӹлмӹ
271,Stimme::N,ван,юк
272,Wort::N,гаф,шамак
273,Zeichen::N,ишара,палӹ
274,Ruf::N,эвер,сӹгӹрӹмӓш
275,Lärm::N,ван-сес,юкланымащ
276,Laut::N,ван,юк
277,Laut::N,сес,юк
278,Ton::N,ван-сес,юк
279,Lied::N,мани,мыры
280,Ruhe::N,ласвал,тыр
281,Ruhe::N,фаракъат,тыр
282,Ruhe::N,асайиш,тыр
283,Leute::N,инсанар,эдемвлӓ
284,Volk::N,халкь,халык
285,Arbeit::N,кӏвалах,пӓшӓ
286,Gast::N,мугьман,хына
287,Geschenk::N,савкьат,подарка
288,Spiel::N,къугъун,мадыш
289,Gesellschaft::N,жемят,йӓл
290,Gesellschaft::N,жемят,йӓлвлӓ
291,Gesellschaft::N,общество,йӓл
292,Gesellschaft::N,общество,йӓлвлӓ
293,Hilfe::N,куьмек,палшык
294,Freund::N,дуст,тӓнг
295,Kamerad::N,яр-дуст,тос
296,Angelegenheit::N,кар,дела
297,Angelegenheit::N,кар,йела
298,Angelegenheit::N,кар,йыла
299,Angelegenheit::N,кар,пӓшӓ
300,Anzahl::N,сан,шот
301,Anzahl::N,кьадар,шот
302,Art::N,жуьре,цӹре
303,Stück::N,кӏус,лаштык
304,Teil::N,пай,пай
305,Teil::N,пай,часть
306,Hälfte::N,зур,пел
307,Hälfte::N,зур пай,пел
308,Kreis::N,круг,тӹртӹш
309,Kreis::N,чкаяр,тӹртӹш
310,Kreis::N,элкъвей цӏар,тӹртӹш
311,Kreuz::N,хаш,крестӹ
312,Linie::N,цӏар,
313,Strich::N,цӏар,
314,Abstand::N,ара,ло
315,Entfernung::N,мензил,ло
316,Gegend::N,чка,вӓр
317,Platz::N,ара,вӓр
318,Ort::N,чка,вӓр
319,Seite::N,пад,öрдӹж
320,Mitte::N,юкь,ло
321,Gegenstand::N,затӏ,хӓдӹр
322,Sache::N,шей,хӓдӹр
323,Sache::N,затӏ,хӓдӹр
324,Rand::N,къерех,шöр
325,Kante::N,син,шöр
326,Ecke::N,пӏипӏ,лык
327,Spitze::N,кӏвенкӏв,вуй
328,Ende::N,кьил,вуй
329,Ende::N,кьил,мычаш
330,Loch::N,тӏеквен,ыраж
331,Winkel::N,пӏипӏ,лык
332,Muster::N,гишир,тӹрлец
333,Größe::N,кьадар,кӱкшӹц
334,Länge::N,яргъивал,кыт
335,Höhe::N,кьакьанвал,кӱкшӹц
336,Gewicht::N,заланвал,нелӹц
337,Menge::N,кьадар,шот
338,Haufen::N,хара,ара
339,Reihe::N,жерге,ряд
340,Boot::N,луьткве,пыш
341,Ruder::N,кьусу,вешлӓ
342,Schlitten::N,гъелерар,тир
343,Lagerfeuer::N,цӏай,тыл
344,Last::N,заланвал,нелӹц
345,Gang::N,ериш,ход
346,Schritt::N,къадам,ашкыл
347,Norden::N,кефер,йыдпелвел
348,Norden::N,кефер пад,йыдпелвел
349,Süden::N,кьибле,кечӹвӓлвел
350,Westen::N,рагъакӏидай пад,кечӹ шӹцмӹ
351,Osten::N,рагъэкъечӏдай пад,ирвел
352,Osten::N,рагъэкъечӏдай пад,кечӹ лӱлтмӹ
353,Holz::N,кӏарас,пушӓнгӹ
354,Brett::N,кьул,ханга
355,Brett::N,тахта,ханга
356,Stütze::N,даях,цӓрӓк
357,Stange::N,юрк,равы
358,Stange::N,юрк,намаш
359,Stock::N,лаш,панды
360,Stab::N,юрк,равы
361,Rohr::N,турба,пыч
362,Haus::N,ужагъ,пöрт
363,Heim::N,кӏвал,пöрт
364,Ofen::N,пич,камака
365,Fußboden::N,кӏвалин ччил,седӹрӓ
366,Tisch::N,стол,стöл
367,Stuhl::N,стул,пöкен
368,Wiege::N,кьеб,шипкӓ
369,Bett::N,тахт,койка
370,Bett::N,тахт,кравать
371,Regal::N,кьацӏ,полицӓ
372,Kiste::N,ящик,шӱ́ндӹк
373,Fenster::N,дакӏар,окня
374,Tür::N,рак,амаса
375,Tor::N,варар,хапка
376,Zaun::N,пару,забор
377,Dach::N,къав,левӓш
378,Leiter::N,гурар,ташкалтыш
379,Besen::N,таран кул,сало
380,Besen::N,таран кул,салко
381,Spaten::N,ппер,кольмы
382,Schaufel::N,хекендаз,лоток
383,Gabel::N,шиш,ви́лка
384,Löffel::N,тӏур,савала
385,Messer::N,чукӏул,кӹзӹ
386,Nagel::N,мих,пыда
387,Netz::N,чил,вӓпш
388,Haken::N,къармах,крӱк
389,Haken::N,къармах,кагак
390,Griff::N,ттум,кычем
391,Schloss::N,куьлег,замок
392,Schloss::N,куьлег,сыравач
393,Bild::N,шикил,картин
394,Bild::N,суьрет,картин
395,Figur::N,фигура,кӓн
396,Puppe::N,нини,поханя
397,Beutel::N,тагъар,мешӓк
398,Bündel::N,галгам,топ
399,Bündel::N,галгам,пидӹш
400,Bündel::N,галгам,кӹлдӹш
401,Tasche::N,чанта,сумкы
402,Eimer::N,ведре,ведӹрӓ
403,Deckel::N,кьил,комдыш
404,Deckel::N,къалпагъ,комдыш
405,Geschirr::N,къаб-къажах,ӓтӹ
406,Sack::N,чувал,мешӓк
407,Tasse::N,сукӏра,цӓшкӓ
408,Topf::N,къажгъан,ми́ска
409,Kessel::N,къажгъан,пад
410,Essen::N,тӏуьн,качкыш
411,Essen::N,тӏуьн,качкыш-йӱш
412,Nahrung::N,тӏуьн,качкыш
413,Nahrung::N,тӏуьн,качкыш-йӱш
414,Speise::N,хуьрек,няня
415,Fleisch::N,як,пай
416,Getreide::N,техил,киндӹ
417,Brei::N,хапӏа,шӹрӓш
418,Brei::N,хешил,шӹрӓш
419,Brot::N,фу,сыкыр
420,Scheibe::N,чӏук,ламыт
421,Scheibe::N,чӏук,лаштык
422,Fett::N,ягълу,кая
423,Butter::N,гъери,ӱ
424,Öl::N,ягълу,ӱ
425,Salz::N,кьел,санзал
426,Suppe::N,суп,лем
427,Suppe::N,шурпа,лем
428,Honig::N,вирт,мӱ
429,Milch::N,нек,шӹшер
430,Tee::N,чай,чӓй
431,Leder::N,тумаж,шарга
432,Leder::N,тумаж,кавашты
433,Wolle::N,йис,миж
434,Stoff::N,парча,матер
435,Stoff::N,парча,матери
436,Nadel::N,раб,им
437,Faden::N,гъал,шӹртӹ
438,Knopf::N,дуьгме,полдыш
439,Knoten::N,тӏвал,пӱкшем
440,Farbe::N,ранг,чиӓ
441,Farbe::N,ранг,крӓскӓ
442,Kleidung::N,партал,выргем
443,Hemd::N,перем,тыгыр
444,Kragen::N,хев,шӱ
445,Ärmel::N,хел,шокш
446,Hose::N,шалвар,ялаш
447,Gürtel::N,чӏул,ӹштӹ
448,Mütze::N,бармак,упш
449,Mütze::N,бапӏах,упш
450,Schuh::N,ботинка,ту́фльы
451,Stiefel::N,чекме,кем
452,Ring::N,тупӏал,шӓргӓш
453,Band::N,тасма,лемтӓ
454,Kamm::N,регъ,шерге
455,Spiegel::N,гуьзгуь,тӹгӹр
456,Riemen::N,къайиш,прӓжӓ
457,Schnur::N,еб,кӓндӹра
458,Decke::N,яргъан,одеял
459,Kissen::N,хъуьцуьган,кӹпцӹк
460,Tuch::N,шал,савыц
461,Handtuch::N,дасмал,шӹргӹсавыц
462,Handtuch::N,дасмал,шӹргӹмсавыц
463,Kraft::N,гуж,ви
464,Stärke::N,къуват,ви
465,Gesundheit::N,сагъвал,шу
466,Gesundheit::N,сагъвал,шулык
467,Krankheit::N,тӏал,мыж
468,Schmerz::N,тӏал,карштыш
469,Schmerz::N,тӏарвал,карштыш
470,Wunde::N,хер,шушыр
471,Fieber::N,ифин,ӱштӹмыж
472,Arznei::N,дарман,лекӓрцӹ
473,Brücke::N,муьгъ,кӹвер
474,Brunnen::N,къуй,вӹдсӹнзӓ
475,Weide::N,уьруьш,ныр
476,Pfad::N,рехъ,ялгорны
477,Weg::N,рехъ,корны
478,Straße::N,рехъ,корны
479,Dorf::N,хуьр,сола
480,Stadt::N,шегьер,города
481,Brief::N,кагъаз,сирмӓш
482,Buch::N,улуб,книгӓ
483,Buchstabe::N,гьарф,буква́
484,Zeitung::N,газета,газет
485,Zeitung::N,газета,кайзет
486,Leben::N,уьмуьр,житя
487,Tod::N,кьиникь,смöрт
488,Grab::N,сур,шӹгер
489,Grab::N,сур,мыгилӓ
490,Grab::N,сур,шӹгерлӓ
491,Kirche::N,килиса,церкӹ
492,Sünde::N,гунагь,сулык
493,Gott::N,аллагь,йымы
494,Arbeiter::N,фяле,пӓшӓзӹ
495,Chef::N,гьаким,вуй
496,Meister::N,устӏар,мастар
497,Arzt::N,доктор,доктор
498,Lehrer::N,муаллим,тымдышы
499,Geld::N,пул,окса
500,Laden::N,магазин,лапка
501,Laden::N,магазин,магазин
502,Preis::N,къимет,ӓк
503,Ware::N,мал,товар
504,Ware::N,товар,товар
505,Nutzen::N,хийир,пайда
506,Nutzen::N,менфят,пайда
507,Reichtum::N,девлет,перке
508,Welt::N,дуьнья,сӓндӓлӹк
509,Welt::N,дуьнья,свет
510,Land::N,уьлкве,сӓндӓлӹк
511,Staat::N,пачагьлугъ,кугижӓншӹ
512,Staat::N,государство,кугижӓншӹ
513,König::N,пачагь,король
514,Macht::N,власть,власть
515,Grenze::N,сергьят,пӹсмӓн
516,Krieg::N,дяве,вырсы
517,Feind::N,душман,тышман
518,Gewalt::N,гуж,ви
519,Kampf::N,женг,кредӓлмӓш
520,Bogen[Waffe]::N,чӏемерук,янгеж
521,Pfeil::N,хьел,пикш
522,Gewehr::N,тфенг,пичӓл
523,Fehler::N,гъалатӏ,самынь
524,Lüge::N,ттаб,шая
525,Schaden::N,зиян,вре́дӓ
526,Schaden::N,зарар,вре́дӓ
527,Unglück::N,бала,пёда
528,Unglück::N,бала,тымаша
529,Unglück::N,бедбахтвал,пёда
530,Unglück::N,бедбахтвал,тымаша
531,Schuld::N,тахсир,вуйнамат
532,Alter::N,яш,иӓш
533,Alter::N,яш,игечӹ
534,Schluss::N,эхир,пӹтӓртӹш
535,Zeit::N,вяде,веремӓ
536,Tag::N,югъ,кечӹ
537,Morgen::N,пакама,ир
538,Morgen::N,пакама,ирок
539,Mittag::N,нисин,кечӹвӓл
540,Abend::N,няни,вады
541,Nacht::N,йиф,йыд
542,Woche::N,гьафте,ӓрня
543,Monat::N,варз,тӹ́лзӹ
544,Jahr::N,йис,год
545,Frühling::N,гатфар,шошым
546,Sommer::N,гад,кӓнгӹж
547,Herbst::N,зул,шӹжӹ
548,Winter::N,кьуьд,тел
549,Winter::N,кьуьд,телӹ
550,Januar::N,январь,январ
551,Januar::N,январь,январь
552,Februar::N,февраль,февраль
553,März::N,март,март
554,April::N,апрель,апрель
555,Mai::N,май,май
556,Juni::N,июнь,июнь
557,Juli::N,июль,июль
558,August::N,август,август
559,September::N,сентябрь,сентябрь
560,Oktober::N,октябрь,октябрь
561,November::N,ноябрь,ноябрь
562,Dezember::N,декабрь,декавыр
563,Montag::N,ислен,шачмы
564,Dienstag::N,саласа,кышкыжмы
565,Mittwoch::N,арбе,вӹрчегӹ
566,Donnerstag::N,хемис югъ,изӓрня
567,Freitag::N,жуьмя,когарня
568,Freitag::N,жуьмя югъ,когарня
569,Samstag::N,киш,кукшыгечӹ
570,Sonntag::N,гьяд,рушӓрня
571,groß::A,еке,кого
572,groß::A,чӏехи,кого
573,klein::A,гъвечӏи,изи
574,lang::A,яргъи,кужы
575,kurz::A,куьруь,кӹтӹк
576,breit::A,гьяркьуь,кымда
577,schmal::A,гуьтӏуь,ӓнгӹсӹр
578,dicht::A,къалин,шӹре
579,dünn::A,кьелечӏ,вӹцкӹж
580,fein::A,шуькӏуь,пыльга
581,fest::A,кӏеви,цаткыды
582,flach::A,кьулу,тӓлякӓ
583,glatt::A,цӏалцӏам,ягылгы
584,hart::A,кӏеви,пингӹдӹ
585,weich::A,хъуьтуьл,пышкыды
586,rund::A,элкъвей,тӹртӹш
587,spitz::A,хци,кашар
588,scharf::A,хци,кашар
589,stumpf::A,къуьруь,нӹшкӹ
590,schwer::A,залан,нелӹ
591,schön::A,иер,цевер
592,schön::A,иер,олмыдшы
593,heiß::A,кудай,шокшы
594,warm::A,чими,шокшы
595,kalt::A,мекьи,ӱштӹ
596,kühl::A,къайи,юалгы
597,kühl::A,къайи,йонгата
598,frisch::A,таза,йонгата
599,frisch::A,михьи,йонгата
600,feucht::A,ламу,ӹлӹкшӹ
601,feucht::A,ламу,вӹдӹжгӹ
602,nass::A,кьежей,начкы
603,trocken::A,кьуру,кукшы
604,voll::A,ацӏай,темшӹ
605,voll::A,ацӏай,темыман
606,leer::A,буш,йӓрӓ
607,leer::A,ичӏи,йӓрӓ
608,offen::A,ахъа,виш
609,geschlossen::A,кӏеви,чӱчмӹ
610,geschlossen::A,кӏеви,тӹкӹлӓлтшӹ
611,sauber::A,михьи,ире
612,schmutzig::A,чиркин,шоран
613,schmutzig::A,чиркин,лявӹрӓн
614,schmutzig::A,чиркин,шорангшы
615,schmutzig::A,кьацӏай,шоран
616,schmutzig::A,кьацӏай,лявӹрӓн
617,schmutzig::A,кьацӏай,шорангшы
618,roh::A,чиг,пеле кӱшӹ
619,roh::A,ицӏи,пеле кӱшӹ
620,reif::A,дигмиш хьайи,кӱшӹ
621,lecker::A,дадлу,тотан
622,süß::A,ширин,мӱӓн
623,bitter::A,туькьуьл,качы
624,sauer::A,цуру,шапы
625,hell::A,экуь,соты
626,hell::A,экуь,валгыды
627,dunkel::A,мичӏи,пӹц
628,dunkel::A,мичӏи,пӹцкемӹш
629,schwarz::A,чӏулав,шим
630,weiß::A,лацу,ош
631,weiß::A,лацу,ошы
632,rot::A,яру,якшаргы
633,gelb::A,хъипи,сар
634,gelb::A,хъипи,сары
635,blau::A,вили,симсӹ
636,grün::A,къацу,ыжар
637,grau::A,рехи,луды
638,bunt::A,цӏару,ала
639,bunt::A,яру-цӏару,ала
640,billig::A,ужуз,шулдаш
641,teuer::A,багьа,шергӹ
642,teuer::A,багьа,шергӓкӓн
643,wertvoll::A,масан,ӓкӓн
644,blind::A,буьркьуь,слöпöй
645,blind::A,буьркьуь,сльöпöй
646,taub::A,биши,тӱтӱк
647,kräftig::A,гужлу,виӓн
648,stark::A,къуватлу,виӓн
649,schwach::A,такьатсуз,шава
650,schwach::A,такьатсуз,лӹпкӓ
651,schwach::A,такьатсуз,слабка
652,fett::A,куьк,таза
653,schlank::A,шумал,яштака
654,hübsch::A,гуьрчег,сӹлнӹ
655,hübsch::A,гуьрчег,олмыдшы
656,böse::A,пис,шӹдӓн
657,dumm::A,ахмакь,окмак
658,faul::A,тенпел,ялахай
659,fleißig::A,сяй ийидай,пӓшам яратышы
660,fleißig::A,сяйи ийидай,пӓшам яратышы
661,geizig::A,мискьи,шык
662,klug::A,акьуллу,ышан
663,geschickt::A,магьир,мастар
664,lieb::A,играми,тыри
665,lustig::A,шад,мындыр
666,lustig::A,шад,сусу
667,sanft::A,назик,йӹвӹжӓ
668,sanft::A,милайим,йӹвӹжӓ
669,hungrig::A,гишин,шужышы
670,krank::A,кефсуз,церлӹ
671,krank::A,кефсуз,хворой
672,nackt::A,кьецӏил,цӓрӓ
673,traurig::A,пашман,сы́лыкан
674,traurig::A,пашман,кымы́лдымы
675,lebendig::A,ччан алай,живой
676,gut::A,хъсан,яжо
677,gut::A,вижевай,яжо
678,schlecht::A,пис,уда
679,schlecht::A,пис,худа
680,richtig::A,дуьз,вургамла
681,schlimm::A,нифретлу,йӹрнык
682,wahr::A,гьакъикъи,настоящий
683,wahr::A,гьакъикъи,настояшый
684,alt::A,эски,шонгы
685,alt::A,куьгьне,шонгы
686,neu::A,цӏийи,у
687,ehemalig::A,виликан,тошты
688,alt[Lebewesen]::A,кьуьзуь,ӹлалшӹ
689,jung::A,жегьил,нöргӹ
690,jung::A,жегьил,молода
691,arm::A,кесиб,укеӓн
692,reich::A,девлетлу,паян
693,reich::A,девлетлу,пурлыкан
694,bekannt::A,чидай,палӹмӹ
695,berühmt::A,машгьур,лӹмлы
696,fremd::A,ччара,эдемӹн
697,verschieden::A,жуьреба-жуьре,тӹрлӹ
698,nah::A,мукьвал,лишӹл
699,fern::A,яргъал,мӹндӹр
700,linker::A,чапла,шалахай
701,rechter::A,эрчӏи,вургамла
702,anderer::A,маса,вес
703,anderer::A,маса,весӹ
704,anderer::A,муькуь,вес
705,anderer::A,муькуь,весӹ
706,erster::A,сад лагьай,икшӹ
707,erster::A,сад лагьай,икӹмшӹ
708,zweiter::A,кьвед лагьай,кокшы
709,dritter::A,пуд лагьай,кымшы
710,letzter::A,эхиримжи,остатка
711,allein::ADV,кьилди,иктӹ
712,allein::ADV,кьилди,иктӹт
713,zusammen::ADV,санал,икараш
714,zusammen::ADV,санал,цымырын
715,lange::ADV,яргъалди,кужын
716,plötzlich::ADV,садлагьана,трӱк
717,sofort::ADV,гьасятда,полт
718,sofort::ADV,гьасятда,тöрöк
719,sofort::ADV,гьасятда,тӹшӓкок
720,später::ADV,гуьгъуьнлай,вара
721,jetzt::ADV,гила,
722,heute::ADV,къе,тагачы
723,morgen::ADV,пака,иргод
724,morgen::ADV,пака,иргодым
725,bald::ADV,мукьва,чӹнь
726,bald::ADV,мукьва,вӓшке
727,bald::ADV,мукьва,выртышты
728,bald::ADV,мукьвара,чӹнь
729,bald::ADV,мукьвара,вӓшке
730,bald::ADV,мукьвара,выртышты
731,dann::ADV,ахпа,пакыла
732,gestern::ADV,накь,тенгечӹ
733,einst::ADV,садра,икӓнӓ
734,damals::ADV,а чӏавуз,тӹнӓм
735,danach::ADV,ахпа,пакыла
