,Concept_ID,nl,ar
618,flach::A,plat,سهل
619,flach::A,plat,منبسط
620,glatt::A,glad,ناعم
621,hart::A,hard,صلب
622,hart::A,hard,جامد
623,weich::A,week,لين
624,rund::A,rond,مستدير
625,spitz::A,spits,مدبب
626,spitz::A,puntig,مدبب
627,scharf::A,scherp,حاد
628,stumpf::A,stomp,ثالم
629,schwer::A,zwaar,ثقيل
630,schön::A,mooi,جميل
631,schön::A,fraai,جميل
632,heiß::A,heet,حار
633,heiß::A,heet,ساخن
634,warm::A,warm,دافئ
635,kalt::A,koud,بارد
636,kühl::A,koel,قر
637,frisch::A,fris,طازج
638,feucht::A,vochtig,رطب
639,nass::A,nat,مبلول
640,trocken::A,droog,جاف
641,voll::A,vol,ملء
642,leer::A,leeg,خال
643,leer::A,leeg,فارغ
644,offen::A,open,مفتوح
645,geschlossen::A,gesloten,مغلق
646,sauber::A,net,نظيف
647,sauber::A,schoon,نظيف
648,schmutzig::A,vuil,قذر
649,roh::A,rauw,نيء
650,reif::A,rijp,ناضج
651,lecker::A,lekker,لذيذ
652,süß::A,zoet,حلو
653,bitter::A,bitter,مر
654,sauer::A,zuur,حامض
655,hell::A,licht,نير
656,hell::A,helder,نير
657,dunkel::A,donker,مظلم
658,schwarz::A,zwart,أسود
659,weiß::A,wit,أبيض
660,rot::A,rood,أحمر
661,gelb::A,geel,أصفر
662,blau::A,blauw,أزرق
663,grün::A,groen,أخضر
664,grau::A,grijs,رمادي
665,bunt::A,bont,ملوب
666,billig::A,goedkoop,رخيص
667,teuer::A,duur,غال
668,wertvoll::A,kostbaar,ثمين
669,wertvoll::A,waardevol,ثمين
670,blind::A,blind,أعمى
671,taub::A,doof,أصم
672,taub::A,doof,أطرش
673,kräftig::A,krachtig,قوي
674,stark::A,sterk,قوي
675,schwach::A,zwak,ضعيف
676,fett::A,vet,سمين
677,schlank::A,slank,أهيف
678,hübsch::A,leuk,جميل
679,böse::A,kwaad,رديء
680,dumm::A,dom,أبله
681,dumm::A,dom,أحمق
682,faul::A,lui,كسلان
683,fleißig::A,vlijtig,مجتهد
684,geizig::A,gierig,بخيل
685,klug::A,slim,ذكي
686,klug::A,slim,عاقل
687,klug::A,schrander,ذكي
688,klug::A,schrander,عاقل
689,klug::A,verstandig,ذكي
690,klug::A,verstandig,عاقل
691,geschickt::A,handig,ماهر
692,geschickt::A,vaardig,ماهر
693,lieb::A,lief,عزيز
694,lustig::A,vrolijk,مرح
695,sanft::A,zacht,حليم
696,hungrig::A,hongerig,جائع
697,krank::A,ziek,مريض
698,nackt::A,naakt,عار
699,traurig::A,treurig,حزين
700,traurig::A,bedroefd,حزين
701,lebendig::A,levend,حي
702,gut::A,goed,جيد
703,schlecht::A,slecht,سيء
704,richtig::A,juist,صحيح
705,schlimm::A,erg,خبيث
706,schlimm::A,kwaad,خبيث
707,wahr::A,waar,حق
708,alt::A,oud,قديم
709,neu::A,nieuw,جديد
710,ehemalig::A,voormalig,سابق
711,alt[Lebewesen]::A,oud,مسن
712,jung::A,jong,شاب
713,jung::A,jong,صغير
714,arm::A,arm,فقير
715,reich::A,rijk,غني
716,bekannt::A,bekend,معلوم
717,berühmt::A,beroemd,مشهور
718,fremd::A,vreemd,أجنبي
719,verschieden::A,verscheiden,مختلف
720,verschieden::A,verschillend,مختلف
721,nah::A,nabij,قريب
722,nah::A,nabijgelegen,قريب
723,fern::A,ver,بعيد
724,linker::A,linker,يسار
725,rechter::A,rechter,يمين
726,anderer::A,andere,آخر
727,erster::A,eerste,أول
728,zweiter::A,tweede,ثان
729,dritter::A,derde,ثالث
730,letzter::A,laatste,أخير
731,allein::ADV,alleen,وحده
732,auf einmal::ADV,ineens,بالمرة
733,auf einmal::ADV,tegelijk,بالمرة
734,zusammen::ADV,samen,معا
735,zusammen::ADV,bijeen,معا
736,lange::ADV,lang,مدة طويلة
737,plötzlich::ADV,eensklaps,فجأة
738,plötzlich::ADV,plotsklaps,فجأة
739,sofort::ADV,terstond,حالا
740,sofort::ADV,terstond,فورا
741,sofort::ADV,aanstonds,حالا
742,sofort::ADV,aanstonds,فورا
743,sofort::ADV,onmiddelijk,حالا
744,sofort::ADV,onmiddelijk,فورا
745,später::ADV,later,فيما بعد
746,jetzt::ADV,nu,الآن
747,jetzt::ADV,nu,حاليا
748,jetzt::ADV,nou,الآن
749,jetzt::ADV,nou,حاليا
750,jetzt::ADV,thans,الآن
751,jetzt::ADV,thans,حاليا
752,heute::ADV,heden,اليوم
753,heute::ADV,vandaag,اليوم
754,morgen::ADV,morgen,غدا
755,bald::ADV,gauw,قريبا
756,bald::ADV,weldra,قريبا
757,dann::ADV,dan,ثم
758,dann::ADV,toen,ثم
759,gestern::ADV,gisteren,أمس
760,gestern::ADV,gisteren,البارحة
761,einst::ADV,eens,قديما
762,damals::ADV,toen,حينئذ
763,damals::ADV,destijds,حينئذ
764,danach::ADV,daarna,ثم
765,danach::ADV,daarna,بعد ذلك
766,vorher::ADV,vooraf,من قبل
767,vorher::ADV,vooraf,قبل ذلك
768,vorher::ADV,van tevoren,من قبل
769,vorher::ADV,van tevoren,قبل ذلك
770,zuerst::ADV,eerst,أولا
771,zuerst::ADV,het eerst,أولا
772,einmal::ADV,eens,مرة
773,einmal::ADV,eenmaal,مرة
774,manchmal::ADV,soms,أحيانا
775,oft::ADV,vaak,كثيرا
776,oft::ADV,dikwijls,كثيرا
777,immer::ADV,altijd,دائما
778,niemals::ADV,nooit,لا أبدا
779,hier::ADV,hier,هنا
780,hierhin::ADV,hierheen,إلى هنا
781,von hier::ADV,van hier,من هنا
782,von hier::ADV,hiervandaan,من هنا
783,dort::ADV,daar,هناك
784,dort::ADV,ginds,هناك
785,dorthin::ADV,daarheen,إلى هناك
786,geradeaus::ADV,rechtuit,إلى الأمام
787,geradeaus::ADV,rechtdoor,إلى الأمام
788,vorwärts::ADV,vooruit,إلى الأمام
789,vorwärts::ADV,voorwaarts,إلى الأمام
790,rückwärts::ADV,achteruit,إلى الوراء
791,rückwärts::ADV,achterwaarts,إلى الوراء
792,zurück::ADV,terug,عودا
793,zurück::ADV,terug,إلى الخلف
794,unten::ADV,beneden,تحت
795,unten::ADV,beneden,في الأسفل
796,unten::ADV,onderaan,تحت
797,unten::ADV,onderaan,في الأسفل
798,hinab::ADV,omlaag,إلى تحت
799,hinab::ADV,naar beneden,إلى تحت
800,oben::ADV,boven,فوق
801,oben::ADV,boven,في الأعلى
802,hinauf::ADV,omhoog,إلى فوق
803,hinauf::ADV,omhoog,إلى الأعلى
804,hinauf::ADV,naar boven,إلى فوق
805,hinauf::ADV,naar boven,إلى الأعلى
806,überall::ADV,alom,في كل مكان
807,überall::ADV,overal,في كل مكان
808,nicht::ADV,niet,لا
809,nicht::ADV,niet,لم
810,ein wenig::ADV,wat,قليلا
811,kaum::ADV,amper,كاد لا
812,kaum::ADV,nauwelijks,كاد لا
