,Concept_ID,sl,kl
293,Gelächter::N,grohòt,illaq
294,Glück::N,sréča,usornaat
295,Glück::N,sréča,usornarsuseq
296,Kummer::N,gorjé,
297,Wunsch::N,žêlja,kissaat
298,Lust::N,poželênje,illigussuseq
299,Lust::N,poželênje,piummaseq
300,Geist::N,dúša,anerneq
301,Geist::N,dúša,toornaq
302,Gedanke::N,mísel,isumassaq
303,Gedächtnis::N,pámet,eqqaamannissuseq
304,Sinn::N,pomèn,isuma
305,Sinn::N,smísel,isuma
306,Grund::N,vzròk,patsit
307,Wahrheit::N,resníca,sallusuissut
308,Gespräch::N,pogóvor,
309,Märchen::N,právljica,oqalualaarut
310,Märchen::N,právljica,oqaluasaaq
311,Erzählung::N,povést,oqaluttuaq
312,Nachricht::N,sporočílo,oqaassut
313,Nachricht::N,sporočílo,oqqersuut
314,Neuigkeit::N,novóst,tusarnartaq
315,Name::N,imé,ateq
316,Rätsel::N,ugánka,nalorsitsaarut
317,Rede::N,góvor,oqaluuseq
318,Sprache::N,jêzik,oqaatsit
319,Stimme::N,glás,erinaq
320,Stimme::N,glás,qarluuseq
321,Wort::N,beséda,oqaasii
322,Zeichen::N,znák,nalunaaqqut
323,Ruf::N,klíc,qaaqqussut
324,Lärm::N,hrúp,perpaluk
325,Lärm::N,trúšč,perpaluk
326,Laut::N,glás,torsukattak
327,Ton::N,tón,erinaq
328,Lied::N,pésem,taalliaq
329,Lied::N,pésem,erinarsuut
330,Ruhe::N,pokòj,qatsunganeq
331,Leute::N,ljudjé,inuiak
332,Leute::N,ljudjé,inuiaqatigiit
333,Volk::N,národ,inuiaat
334,Arbeit::N,délo,suliaq
335,Gast::N,gòst,qaaqqusaq
336,Geschenk::N,darílo,pajugut
337,Spiel::N,ígra,
338,Gesellschaft::N,drúžba,
339,Hilfe::N,pomóč,annertoqqut
340,Freund::N,prijátelj,tiliaq
341,Freund::N,prijátelj,ikinngut
342,Kamerad::N,továriš,tiliaq
343,Kamerad::N,továriš,ikinngut
344,Angelegenheit::N,zadéva,
345,Anzahl::N,števílo,
346,Art::N,vŕsta,ileqquuseq
347,Stück::N,kós,nakkaalaniku
348,Teil::N,dél,tassiaasat
349,Hälfte::N,polovíca,affaq
350,Kreis::N,króg,kaajaluinneq or kaajaluitsoq
351,Kreis::N,kolobár,kaajaluinneq or kaajaluitsoq
352,Kreuz::N,kríž,sanningasulik
353,Linie::N,próga,tittaq
354,Linie::N,próga,titarneq
355,Strich::N,čŕta,
356,Abstand::N,preslédek,aku
357,Abstand::N,preslédek,ikiaq
358,Entfernung::N,oddáljenost,asi
359,Gegend::N,kràj,nuna
360,Gegend::N,dežêla,nuna
361,Platz::N,prôstor,ini
362,Platz::N,prôstor,inissaq
363,Ort::N,mésto,sumiiffik
364,Seite::N,bòk,saneraq
365,Seite::N,strán,saneraq
366,Mitte::N,sredína,qiteq
367,Gegenstand::N,prédmet,
368,Sache::N,réč,pigisaq
369,Sache::N,stvár,pigisaq
370,Rand::N,kràj,sini
371,Rand::N,kràj,akerfineq
372,Kante::N,rób,akerfineq
373,Ecke::N,vogál,teqeqqoq
374,Ecke::N,vogál,tikeqqoq
375,Spitze::N,óst,inngik
376,Ende::N,kônec,isu
377,Loch::N,lúknja,putu
378,Winkel::N,kót,teqeqqorissaat
379,Muster::N,vzórec,ilisserut
380,Größe::N,veličína,angissuseq
381,Länge::N,dolžína,takissuseq
382,Höhe::N,vršína,
383,Gewicht::N,téža,oqimaalutaq
384,Menge::N,količína,amerlassuseq
385,Haufen::N,kùp,eqimattat
386,Haufen::N,kopíca,eqimattat
387,Reihe::N,níz,allunaasaq
388,Reihe::N,vŕsta,allunaasaq
389,Boot::N,čóln,qajaq
390,Boot::N,čóln,angallat
391,Boot::N,čóln,umiatsiaq
392,Ruder::N,vêslo,iput
393,Schlitten::N,saní,qamutit
394,Schlitten::N,saní,qimusseq
395,Ski::N,smučí,ataarut
396,Lagerfeuer::N,táborni ôgenj,
397,Last::N,tôvor,nammagaq
398,Gang::N,hòd,
399,Schritt::N,korák,allorneq
400,Norden::N,séver,avannaq
401,Süden::N,júg,qava
402,Süden::N,júg,kujat
403,Süden::N,júg,kujataa
404,Westen::N,zapàd,kitaa
405,Osten::N,vzhòd,kangi
406,Holz::N,lés,qisuk
407,Brett::N,deskà,salliligaq
408,Platte::N,plôča,qaateq
409,Stütze::N,opóra,ajagutaq
410,Stütze::N,opóra,ajaagutaq
411,Stütze::N,zaslómba,ajagutaq
412,Stütze::N,zaslómba,ajaagutaq
413,Stange::N,gréd,kaaviffik
414,Stock::N,pálica,ajaappissat
415,Stab::N,pálica,ajaappissat
416,Rohr::N,cév,sullulik
417,Haus::N,híša,illu
418,Heim::N,dóm,
419,Ofen::N,péč,kissarsuut
420,Fußboden::N,pòd,nateq
421,Tisch::N,míza,allattarfik
422,Stuhl::N,stòl,issiavik
423,Stuhl::N,stòl,issiaffik
424,Wiege::N,zíbel,uaasoq
425,Bett::N,póstelja,nallavik
426,Regal::N,políca,ilisivik
427,Kiste::N,zabòj,sakissat
428,Kiste::N,zabòj,illerfiusaq
429,Fenster::N,ôkno,aki
430,Fenster::N,ôkno,igalaaq
431,Tür::N,vráta,matu
432,Tor::N,velíka vráta,isaaffik
433,Zaun::N,ográja,saputit
434,Dach::N,stréha,qaliaq
435,Leiter::N,léstev,tummeqqat
436,Leiter::N,léstev,majuartarfiit
437,Besen::N,mêtla,saligutit
438,Spaten::N,lopáta,nivaataq
439,Schaufel::N,lopáta,nivaataq
440,Gabel::N,vílice,qilluaq
441,Gabel::N,vílice,ajassaatit
442,Löffel::N,žlíca,alussaat
443,Messer::N,nòž,savik
444,Nagel::N,žebèlj,kukik
445,Netz::N,mréža,anguffaseq
446,Haken::N,kljúka,nissik
447,Haken::N,kljúka,qarsorsaq
448,Haken::N,kljúka,qarsorsartoq
449,Griff::N,ročáj,ipi
450,Griff::N,oprijèm,ipi
451,Schloss::N,ključávnica,illussaarsuaq
452,Bild::N,slíka,assiliaq
453,Figur::N,figúra,kisitsit
454,Figur::N,postáva,kisitsit
455,Puppe::N,lútka,inuusaq
456,Beutel::N,môšnja,
457,Bündel::N,cúla,qilertaq
458,Bündel::N,svéženj,qilertaq
459,Tasche::N,tórba,pooqattaq
460,Tasche::N,tobôlec,pooqattaq
461,Eimer::N,vêdro,
462,Deckel::N,pokròv,matu
463,Deckel::N,poklópec,matu
464,Geschirr::N,posóda,anut
465,Sack::N,vréča,
466,Tasse::N,skodélica,tiitorfik
467,Tasse::N,skodélica,tiitorfiup ilorlia
468,Topf::N,lônec,qoqqoq
469,Kessel::N,kôtel,uunnaavik
470,Essen::N,hrána,igaaq
471,Nahrung::N,živílo,neqissaq
472,Speise::N,jéd,nerisassat
473,Fleisch::N,mesó,neqi
474,Getreide::N,žíto,maannineq
475,Brei::N,káša,
476,Brot::N,krùh,iffit
477,Brot::N,krùh,iffiaq
478,Scheibe::N,réženj,igalaassiaq
479,Fett::N,mást,tarnutissaq
480,Fett::N,mást,tarnutissiaq
481,Fett::N,maščôba,tarnutissaq
482,Fett::N,maščôba,tarnutissiaq
483,Butter::N,máslo,punneq
484,Öl::N,ólje,uulia
485,Salz::N,sól,taratsut
486,Suppe::N,júha,qajoq
487,Honig::N,méd,tungusunnitsuut
488,Milch::N,mléko,immuk
489,Tee::N,čáj,tii
490,Tee::N,čáj,teeq
491,Leder::N,úsnje,
492,Wolle::N,vólna,nuersagassiaq
493,Stoff::N,blagó,milliaq
494,Stoff::N,blagó,qarlissiaq
495,Nadel::N,ígla,meqqut
496,Faden::N,nít,ujalussiaq
497,Knopf::N,gúmb,attat
498,Knoten::N,vôzel,akeroq
499,Knoten::N,vôzel,qilerneq
500,Farbe::N,bárva,qalipaat
501,Kleidung::N,obléka,atisat
502,Kleidung::N,obléka,annoraaq
503,Hemd::N,srájca,ilupaaq
504,Kragen::N,ovrátnik,qungasiinnaq
505,Ärmel::N,rokáv,aaq
506,Hose::N,hláče,qarliit
507,Gürtel::N,pás,qiterut
508,Gürtel::N,pás,unngersaq
509,Mütze::N,kápa,nasaq
510,Mütze::N,čépica,nasaq
511,Schuh::N,čévelj,skuu
512,Schuh::N,čévelj,ikernuk
513,Schuh::N,čévelj,ateraasaq
514,Stiefel::N,škórenj,kamik
515,Ring::N,pŕstan,assammiu
516,Band::N,trák,qilerutissiaq
517,Kamm::N,glavník,illaagutit
518,Kamm::N,glavník,illaajaatit pl.
519,Spiegel::N,zrcálo,tarrarsuut
520,Spiegel::N,ogledálo,tarrarsuut
521,Riemen::N,jêrmen,allunaaq
522,Schnur::N,vŕvca,kujaaq
523,Schnur::N,vŕvca,allunaasaq
524,Leine::N,konôpec,aleq
525,Decke::N,odéja,qipik
526,Kissen::N,blazína,akit
527,Tuch::N,pŕt,qarlissiaq
528,Tuch::N,rúta,qarlissiaq
529,Handtuch::N,brisáča,allarut
530,Handtuch::N,brisáča,allarterut
531,Kraft::N,síla,pissak
532,Stärke::N,jákost,qerattarsaat
533,Gesundheit::N,zdrávje,peqqisusseq
534,Krankheit::N,bolézen,nappaat
535,Schmerz::N,ból,anniaat
536,Schmerz::N,bolečína,anniaat
537,Wunde::N,rána,iki
538,Fieber::N,vročína,nappaat qanimanartoq
539,Arznei::N,lék,imigassaq
540,Arznei::N,zdravílo,imigassaq
541,Brücke::N,móst,ikaartarfik
542,Brunnen::N,vodnják,tissaluttuliaq
543,Weide::N,páša,masarsuk
544,Pfad::N,stezà,aqqut
545,Weg::N,pót,aggerfik
546,Straße::N,césta,aqqusineq
547,Dorf::N,vás,nunaqarfik
548,Stadt::N,mésto,illorpaat
549,Stadt::N,mésto,illorpalik
550,Brief::N,písmo,allagarsiaq
551,Buch::N,knjíga,atuakkat
552,Buch::N,knjíga,mappersagaq
553,Buchstabe::N,čŕka,naqinneq
554,Zeitung::N,čásnik,aviisi
555,Leben::N,življênje,inuussuseq
556,Tod::N,smŕt,toqu
557,Tod::N,smŕt,toquneq
558,Grab::N,gròb,iliveq
559,Grab::N,gròb,illissat
560,Kirche::N,cérkev,oqaluffik
561,Sünde::N,gréh,ajorti
562,Gott::N,bóg,
563,Arbeiter::N,délavec,sulisoq
564,Chef::N,šéf,ittoqut
565,Meister::N,mójster,naalagaq
566,Arzt::N,zdravník,katsorsaasoq
567,Lehrer::N,učítelj,ilinniartitsisoq
568,Geld::N,denár,aningaasat
569,Geschäft::N,kupčíja,niuertarfik
570,Laden::N,trgovína,niuertarfik
571,Preis::N,céna,aki
572,Ware::N,róba,qaliata pii
573,Ware::N,róba,nioqqutissaq
574,Nutzen::N,príd,iluaqut
575,Reichtum::N,bogástvo,
576,Welt::N,svét,nunarsuaq
577,Land::N,dežêla,nuna
578,Staat::N,držáva,
579,König::N,králj,kunngi
580,Macht::N,oblást,pissaassuseq
581,Grenze::N,mêja,killik
582,Krieg::N,vôjna,sorsunneq
583,Feind::N,sovrážnik,akeraq
584,Feind::N,sovrážnik,akerartorti
585,Feind::N,sovrážnik,qinngarsuisoq
586,Gewalt::N,nasílje,
587,Kampf::N,bòj,sorsunneq
588,Kampf::N,bórba,sorsunneq
589,Bogen[Waffe]::N,lók,
590,Pfeil::N,puščíca,qalugiusaq
591,Gewehr::N,púška,aallaat
592,Fehler::N,zmóta,kukkuneq
593,Fehler::N,zmóta,paarlaappaa
594,Lüge::N,láž,
595,Schaden::N,okvára,
596,Unglück::N,nesréča,perluut
597,Schuld::N,krívda,akiitsugaq
598,Schuld::N,krívda,akiligassaq
599,Alter::N,dôba,utoqqaq
600,Schluss::N,kônec,isu
601,Zeit::N,čàs,ulloq
602,Zeit::N,čàs,akuttoqatigiinneq
603,Tag::N,dán,ulloq
604,Morgen::N,jútro,ullaaq
605,Mittag::N,póldan,ulloqeqqa
606,Abend::N,večér,unnuk
607,Nacht::N,nóč,unnuaq
608,Woche::N,téden,sapaatip akunnera
609,Monat::N,mésec,qaammat
610,Jahr::N,léto,ukioq
611,Frühling::N,pomlád,upernaaq
612,Sommer::N,polétje,aasaq
613,Herbst::N,jesén,ukiaq
614,Winter::N,zíma,ukioq
615,Januar::N,jánuar,siulleeq
616,Januar::N,jánuar,qaammaliaq
617,Februar::N,fébruar,aarlaat
618,März::N,márec,marsi
619,März::N,márec,martsi
620,April::N,apríl,
621,Mai::N,máj,maaji
622,Juni::N,júnij,juuni
623,Juli::N,júlij,juuli
624,August::N,avgúst,aggusti
625,September::N,septêmber,septembari
626,Oktober::N,október,oktobari
627,November::N,novêmber,novembari
628,Dezember::N,decémber,detsembari
629,Montag::N,ponedéljek,ataasinngortoq
630,Dienstag::N,tôrek,marlunngorneq
631,Mittwoch::N,sréda,pingasunngorneq
632,Donnerstag::N,četŕtek,sisamanngorneq
633,Freitag::N,pétek,tallimanngorneq
634,Samstag::N,sobóta,arfininngorneq
635,Sonntag::N,nedélja,sapaat
636,Sonntag::N,nedélja,sapaati
637,groß::A,vêlik,angivoq
638,klein::A,májhen,mikivoq
639,lang::A,dólg,takisooq
640,kurz::A,krátek,naatsoq
641,breit::A,širòk,silippoq
642,schmal::A,ózek,amitsoq
643,dicht::A,góst,torsusooq
644,dick[Gegenstand]::A,dêbel,issuvoq
645,dick[Gegenstand]::A,dêbel,issusooq
646,dünn::A,tánek,amitsoq
647,fein::A,drôben,mamarpoq
648,fest::A,tŕden,tangeqarpoq
649,flach::A,plán,nalimmappoq
650,flach::A,plòsk,nalimmappoq
651,glatt::A,gládek,quasak
652,hart::A,tŕd,mattusooq
653,hart::A,tŕd,manngerpoq
654,hart::A,tŕd,titeqquluppoq
655,weich::A,mehák,nerumaarpoq
656,rund::A,okrógel,ammallorippoq
657,spitz::A,šílast,qummukujooq
658,scharf::A,óster,ipippoq
659,stumpf::A,tóp,anngerpoq
660,stumpf::A,skŕhan,anngerpoq
661,schwer::A,têžek,oqimaappoq
662,schön::A,lép,kusanarpoq
663,schön::A,krásen,kusanarpoq
664,heiß::A,vròč,kiappoq
665,warm::A,tôpel,oqorpoq
666,kalt::A,mŕzel,issippoq
667,kalt::A,hláden,issippoq
668,kühl::A,hláden,pueqqortippoq
669,frisch::A,svéž,
670,feucht::A,vlážen,isugutavoq
671,feucht::A,vlážen,qaasernarpoq
672,nass::A,móker,imerorpoq
673,trocken::A,súh,panerpoq
674,voll::A,póln,ulikkaarpoq
675,leer::A,prázen,imaattuarpoq
676,offen::A,odpŕt,ammavoq
677,geschlossen::A,zapŕt,matuvoq
678,sauber::A,číst,eqqippoq
679,sauber::A,číst,sukuluippoq
680,sauber::A,číst,ipeqanngilaq
681,sauber::A,líčen,eqqippoq
682,sauber::A,líčen,sukuluippoq
683,sauber::A,líčen,ipeqanngilaq
684,schmutzig::A,umázan,tapappoq
685,schmutzig::A,umázan,minguppoq
686,roh::A,suròv,aapavoq
687,reif::A,zrèl,qaarulerpoq
688,lecker::A,okúsen,
689,süß::A,sládek,tungusunnippoq
690,bitter::A,grenák,qasilippoq
691,sauer::A,kísel,
692,hell::A,svetèl,qaamavoq
693,dunkel::A,temèn,qernerpoq
694,schwarz::A,čŕn,qernerpoq
695,weiß::A,bél,qaqorpoq
696,rot::A,rdèč,aappaluppoq
697,gelb::A,žólt,sungaarpoq
698,gelb::A,rumèn,sungaarpoq
699,blau::A,móder,tungujorpoq
700,grün::A,zelèn,qorsooqqippoq
701,grau::A,sív,qaserpoq
702,bunt::A,písan,
703,billig::A,pocéni,akikippoq
704,teuer::A,drág,
705,wertvoll::A,dragocén,erlinnarpoq
706,blind::A,slép,tappiippoq
707,blind::A,slép,isigisaqanngilaq
708,taub::A,glúh,tusilarpoq
709,kräftig::A,močán,pissaq
710,kräftig::A,močán,pissarsuaq
711,stark::A,ják,sanngivoq
712,schwach::A,šíbek,nakuippoq
713,fett::A,dêbel,pualavoq
714,schlank::A,vítek,tuappoq
715,hübsch::A,lép,aatsialaq
716,böse::A,zèl,ajorpoq
717,böse::A,hudôben,ajorpoq
718,dumm::A,glúp,taqajak
719,dumm::A,glúp,sikkilluppoq
720,dumm::A,glúp,qaatusimasaqanngilaq
721,dumm::A,bédast,taqajak
722,dumm::A,bédast,sikkilluppoq
723,dumm::A,bédast,qaatusimasaqanngilaq
724,faul::A,lén,eqiasuppoq
725,faul::A,lén,eqiattortuvoq
726,fleißig::A,marljív,eqiasuippoq
727,geizig::A,škŕt,iasilaarpoq
728,geizig::A,škŕt,tukkuippoq
729,klug::A,pámeten,mallak
730,klug::A,pámeten,ittanneq
731,klug::A,pámeten,kutaappoq
732,klug::A,pámeten,kuttaappoq
733,klug::A,pámeten,qarasagippoq
734,geschickt::A,spréten,
735,lieb::A,míl,akisooq
736,lieb::A,ljúb,akisooq
737,lustig::A,vesél,piikulavoq
738,sanft::A,láhek,isumagippoq
739,hungrig::A,láčen,kaappoq
740,hungrig::A,láčen,perlilerpoq
741,krank::A,bolán,napparsimavoq
742,nackt::A,nág,
743,traurig::A,túžen,aliasuppoq
744,lebendig::A,žív,uumavoq
745,gut::A,dóber,ajunngilaq
746,schlecht::A,malopríden,sualuppoq
747,richtig::A,pravílen,iluarpoq
748,schlimm::A,húd,amiilaarnarpoq
749,wahr::A,resníčen,ilumoorpoq
