,Concept_ID,sl,zh
837,rennen::V,dírjati,奔跑
838,springen::V,skákati,跳
839,klettern::V,plézati,攀缘
840,schaukeln::V,kolébati,荡秋千
841,kriechen::V,pláziti se,爬行
842,schwimmen::V,plávati,游泳
843,tauchen::V,potápljati se,潜水
844,rudern::V,vesláti,划船
845,fahren::V,vozíti se,行驶
846,fahren::V,peljáti se,行驶
847,fliegen::V,létati,飞
848,gehen::V,íti,走
849,weggehen::V,odíti,离去
850,abfahren::V,odpeljáti se,出发
851,anhalten::V,ustáviti se,停住
852,hineingehen::V,íti nóter,进去
853,eintreten::V,vstopíti,进入
854,kommen::V,príti,来
855,ankommen::V,prispéti,到达
856,ankommen::V,prihájati,到达
857,zurückkommen::V,vrníti se,回来
858,bleiben::V,ostáti,停留
859,warten::V,čákati,等
860,erwarten::V,pričakováti,等候
861,suchen::V,iskáti,找
862,finden::V,nájti,找到
863,versuchen::V,poskúšati,尝试
864,vorbereiten::V,pripráviti,预备
865,lieben::V,ljubíti,爱
866,mögen::V,márati,喜欢
867,lachen::V,smejáti se,笑
868,rühren::V,ganíti,
869,weinen::V,jókati,哭
870,weinen::V,plákati,哭
871,schimpfen::V,psováti,骂
872,schimpfen::V,zmérjati,骂
873,sich ärgern::V,jezíti se,生气
874,sich fürchten::V,báti se,害怕
875,fürchten::V,báti se,害怕
876,fliehen::V,bežáti,逃走
877,flüchten::V,pobégniti,逃跑
878,sehen::V,vídeti,看
879,anschauen::V,oglédati,注视
880,ansehen::V,glédati,注视
881,hören::V,slíšati,听
882,zuhören::V,poslúšati,倾听
883,probieren::V,poskúšati,尝
884,riechen::V,dúhati,闻
885,fühlen::V,čutíti,感到
886,scheinen::V,zdéti se,照耀
887,zu sehen sein::V,vídeti se,可以看到
888,vernehmen::V,čúti,审讯
889,frieren::V,zébsti,觉得冷
890,tun::V,délati,作
891,können::V,môči,能
892,wollen::V,hotéti,要
893,anfangen::V,začéti,开始
894,beenden::V,dokončáti,结束
895,aufhören::V,prenéhati,停止
896,gelingen::V,uspéti,成功
897,gelingen::V,posréčiti se,成功
898,geraten::V,obnêsti se,陷于
899,öffnen::V,odpréti,打开
900,schließen::V,zapréti,关
901,stellen::V,postáviti,放
902,setzen::V,posadíti,放
903,legen::V,položíti,摆
904,berühren::V,dotíkati se,触
905,verbinden::V,obvézati,联结
906,bedecken::V,pokríti,覆盖
907,aufhängen::V,obésiti,挂
908,anzünden::V,zažgáti,点
909,aufheben::V,vzdígniti,拾起
910,zurücklassen::V,zapustíti,遗留
911,verlieren::V,izgubíti,丧失
912,fallen lassen::V,navréči,让掉下
913,machen::V,naredíti,做
914,machen::V,napráviti,做
915,herstellen::V,izdélati,生产
916,bauen::V,gradíti,建造
917,reparieren::V,popráviti,修理
918,verbessern::V,izbóljšati,改进
919,ändern::V,spremeníti,改变
920,graben::V,kopáti,挖
921,graben::V,grêbsti,挖
922,beugen::V,upogníti,弯下
923,biegen::V,zavíjati,弯
924,drehen::V,vrtéti,转动
925,wenden::V,obrníti,转动
926,umdrehen::V,zasúkati,转动
927,heben::V,dvígati,举起
928,hochheben::V,privzdígniti,抬高
929,ergreifen::V,zgrábiti,抓住
930,halten::V,držáti,拿着
931,drücken::V,tiščáti,压
932,schieben::V,ríniti,推
933,kratzen::V,práskati,搔
934,lecken::V,lízati,舔
935,beißen::V,grísti,咬
936,abreißen::V,odtŕgati,撕下
937,abschneiden::V,odrézati,切断
938,binden::V,vézati,捆
939,stecken::V,vtakníti,插
940,brechen::V,lomíti,断裂
941,klopfen::V,tólči,敲
942,hauen::V,séči,揍
943,kleben::V,lépiti,粘
944,reiben::V,tréti,摩擦
945,reiben::V,dŕgniti,摩擦
946,streichen::V,namázati,涂
947,schleifen::V,brúsiti,拖曳
948,schneiden::V,rézati,切
949,rütteln::V,strésti,颠簸
950,schütteln::V,majáti,摇动
951,schwenken::V,obrníti,摇动
952,schütten::V,sípati,倒
953,füllen::V,napolníti,填满
954,einwickeln::V,zavíti,包
955,tragen::V,nêsti,提
956,schleppen::V,vláčiti,扛
957,ziehen::V,vléči,拉
958,aufbewahren::V,shranjeváti,保存
959,werfen::V,lúčati,扔
960,fangen::V,ujéti,捕捉
961,packen::V,prijéti,抓住
962,verstecken::V,skríti,藏
963,teilen::V,razdelíti,分
964,schicken::V,pošíljati,派遣
965,bringen::V,prinêsti,带来
966,hinzufügen::V,pristáviti,添加
967,bekommen::V,dobíti,得到
968,erhalten::V,prejéti,接到
969,nehmen::V,vzéti,拿
970,wählen::V,izbírati,挑选
971,auswählen::V,izbráti,选择
972,bewahren::V,ohraníti,保持
973,behindern::V,ovírati,防碍
974,verderben::V,pokváriti,败坏
975,beschädigen::V,poškodováti,损坏
976,zerbrechen::V,razlomíti,破碎
977,zerreißen::V,raztŕgati,撕碎
978,zerstören::V,razrúšiti,毁坏
979,verbrennen::V,sežgáti,燃烧
980,geben::V,dáti,给
981,reichen::V,séči,递给
982,reichen::V,molíti,递给
983,schenken::V,podáriti,赠送
984,versprechen::V,obljubíti,许诺
985,wünschen::V,vóščiti,祝
986,loben::V,hváliti,表扬
987,küssen::V,poljubováti,亲
988,wiegen::V,zíbati,轻摇
989,zudecken::V,pokríti,盖上
990,wecken::V,zbudíti,唤起
991,zeigen::V,pokázati,指
992,führen::V,vêsti,带领
993,lehren::V,učíti,教
994,unterrichten::V,poučeváti,讲课
995,aufziehen::V,vzgojíti,抚养
996,leiten::V,uprávljati,领导
997,antreiben::V,goníti,催促
998,lassen::V,povzročíti,让
999,einladen::V,povábiti,邀请
1000,vereinigen::V,zdrúžiti,统一
1001,besuchen::V,obiskáti,参观
1002,treffen::V,pogodíti,会面
1003,sich versammeln::V,zbráti se,聚集
1004,spielen::V,igráti se,玩
1005,singen::V,péti,唱歌
1006,tanzen::V,plésati,跳舞
1007,sich trennen::V,ločíti se,分别
1008,verlassen::V,zapustíti,离开
1009,retten::V,réšiti,救
1010,bewachen::V,strážiti,守卫
1011,schützen::V,sčítiti,保护
1012,verteidigen::V,braníti,保卫
1013,sich schlagen::V,têpsti se,打架
1014,schießen::V,stréljati,射击
1015,siegen::V,zmágati,获胜
1016,ärgern::V,jezíti,激怒
1017,ärgern::V,razbúriti,激怒
1018,schlagen::V,têpsti,打
1019,schlagen::V,udáriti,打
1020,treten::V,teptáti,踢
1021,stechen::V,ubôsti,刺
1022,stoßen::V,peháti,撞
1023,stoßen::V,drégniti,撞
1024,stehlen::V,ukrásti,盗窃
1025,stehlen::V,pokrásti,盗窃
1026,stören::V,motíti,干扰
1027,belästigen::V,nadlegováti,打搅
1028,verbergen::V,skríti,隐藏
1029,täuschen::V,slepíti,欺骗
1030,betrügen::V,várati,欺骗
1031,betrügen::V,ogoljufáti,欺骗
1032,töten::V,ubíti,杀
1033,wohnen::V,prebívati,居住
1034,arbeiten::V,délati,工作
1035,sammeln::V,zbráti,收集
1036,pflücken::V,obráti,采
1037,jagen::V,lovíti,打猎
1038,fischen::V,ribáriti,捕鱼
1039,fassen::V,zajéti,捉住
1040,hüten::V,pásti,守护
1041,treiben::V,pogánjati,漂
1042,anbinden::V,privézati,拴
1043,füttern::V,kŕmiti,喂
1044,melken::V,mólsti,挤奶
1045,hacken::V,sékati,剁细
1046,gießen::V,ulíti,浇
1047,reifen::V,zoréti,成熟
1048,zubereiten::V,pripráviti,
1049,kochen::V,kúhati,煮
1050,backen::V,cvréti,烤
1051,braten::V,pêči,煎
1052,umrühren::V,preméšati,搅拌
1053,stricken::V,plêsti,织
1054,nähen::V,šívati,缝
1055,färben::V,bárvati,染色
1056,reinigen::V,očístiti,清洁
1057,waschen::V,opráti,洗
1058,abwischen::V,obrísati,擦掉
1059,spülen::V,splakováti,清洗
1060,fegen::V,pométati,扫
1061,kehren::V,mésti,打扫
1062,baden::V,kópati se,给...洗澡
1063,sich waschen::V,umíti se,洗澡
1064,ausziehen::V,izvléči,脱
1065,anziehen::V,obléči,穿
1066,sich anziehen::V,obléči se,穿衣
1067,kämmen::V,česáti,梳
1068,schmücken::V,okrasíti,装饰
1069,sagen::V,dejáti,说
1070,sprechen::V,govoríti,说
1071,reden::V,rêči,讲
1072,sich unterhalten::V,razgovárjati se,聊天
1073,fragen::V,vprášati,问
1074,bitten::V,prosíti,请
1075,erzählen::V,práviti,叙述
1076,mitteilen::V,naznániti,通知
1077,nennen::V,imenováti,叫做
1078,rufen::V,klícati,叫
1079,prahlen::V,baháti se,吹牛
1080,übersetzen::V,prevêsti,翻译
1081,denken::V,mísliti,想
1082,glauben::V,verjéti,以为
1083,bemerken::V,opáziti,发觉
1084,erkennen::V,spoznáti,识别
1085,begreifen::V,pôjmiti,理解
1086,verstehen::V,razuméti,明白
1087,lernen::V,učíti se,学
1088,wissen::V,znáti,知道
1089,wissen::V,védeti,知道
1090,sich erinnern an::V,spómniti se,回忆
1091,vergessen::V,pozábiti,忘记
1092,messen::V,mériti,测量
1093,zählen::V,štéti,数
1094,rechnen::V,račúnati,计算
1095,lesen::V,bráti,读
1096,lesen::V,čítati,读
1097,malen::V,slíkati,画
1098,zeichnen::V,rísati,绘制
1099,schreiben::V,písati,写
1100,besitzen::V,iméti,占有
1101,kaufen::V,kupíti,买
1102,verkaufen::V,prodáti,卖
1103,bezahlen::V,pláčati,付钱
1104,zahlen::V,plačeváti,支付
1105,beherrschen::V,obvládati,统治
1106,ertragen::V,prenêsti,忍耐
1107,Verstand::N,,理智
