,Concept_ID,ar,fr
199,Wurm::N,دودة,ver
200,Spinne::N,عنكبوت,araignée
201,Ameise::N,نملة,fourmi
202,Laus::N,قملة,pou
203,Mücke::N,ناموسة,moucheron
204,Fliege::N,ذبابة,mouche
205,Schmetterling::N,فراشة,papillon
206,Beere::N,حبة,baie
207,Apfel::N,تفاح,pomme
208,Pilz::N,فطر,champignon
209,Zwiebel::N,بصل,oignon
210,Saat::N,زرع,semence
211,Korn::N,حبة,grain
212,Heu::N,دريس,foin
213,Schale::N,قشرة,pelure
214,Grube::N,نقرة,fosse
215,Falle::N,فخ,piège
216,Falle::N,مصيدة,piège
217,Schlinge::N,عروة,lacs
218,Spur::N,أثر,trace
219,Asche::N,رماد,cendre
220,Dreck::N,قذر,crotte
221,Eisen::N,حديد,fer
222,Gold::N,ذهب,or
223,Silber::N,فضة,argent
224,Kohle::N,فحم,charbon
225,Glas::N,زجاج,verre
226,Lehm::N,طين,glaise
227,Sand::N,رمل,sable
228,Mensch::N,إنسان,homme
229,Mann::N,رجل,homme
230,Frau::N,امرأة,femme
231,Kind::N,طفل,enfant
232,Junge::N,ولد,garçon
233,Mädchen::N,بنت,fille
234,Mädchen::N,بنت,jeune fille
235,Familie::N,عائلة,famille
236,Großvater::N,جد,grand-père
237,Großmutter::N,جدة,grand-mère
238,Eltern::N,أبوان,parents
239,Eltern::N,والدان,parents
240,Vater::N,أب,père
241,Mutter::N,أم,mère
242,Sohn::N,إبن,fils
243,Tochter::N,بنت,fille
244,Tochter::N,إبنة,fille
245,Bruder::N,أخ,frère
246,Bruder::N,شقيق,frère
247,Schwester::N,أخت,sœur
248,Onkel::N,عم,oncle
249,Tante::N,عمة,tante
250,Ehemann::N,زوج,mari
251,Ehemann::N,زوج,époux
252,Ehefrau::N,زوجة,femme
253,Ehefrau::N,زوجة,épouse
254,Freude::N,فرح,joie
255,Freude::N,فرح,plaisir
256,Freude::N,سرور,joie
257,Freude::N,سرور,plaisir
258,Gelächter::N,قهقهة,rires
259,Glück::N,سعادة,bonheur
260,Kummer::N,غم,peine
261,Kummer::N,غم,chagrin
262,Wunsch::N,منية,désir
263,Lust::N,شهوة,envie
264,Geist::N,روح,esprit
265,Gedanke::N,فكرة,idée
266,Gedanke::N,فكرة,pensée
267,Gedächtnis::N,ذاكرة,mémoire
268,Verstand::N,عقل,raison
269,Sinn::N,معنى,sens
270,Grund::N,سبب,cause
271,Grund::N,سبب,raison
272,Wahrheit::N,حقيقة,vérité
273,Gespräch::N,محادثة,conversation
274,Märchen::N,خرافة,conte
275,Märchen::N,خرافة,conte de fées
276,Erzählung::N,قصة,conte
277,Erzählung::N,قصة,narration
278,Erzählung::N,حكاية,conte
279,Erzählung::N,حكاية,narration
280,Nachricht::N,خبر,message
281,Neuigkeit::N,خبر جديد,nouvelle
282,Name::N,اسم,nom
283,Rätsel::N,لغز,énigme
284,Rätsel::N,لغز,devinette
285,Rede::N,خطبة,parole
286,Rede::N,خطبة,discours
287,Sprache::N,لغة,langue
288,Sprache::N,لغة,langage
289,Stimme::N,صوت,voix
290,Wort::N,كلمة,mot
291,Zeichen::N,رمز,signe
292,Zeichen::N,إشارة,signe
293,Ruf::N,نداء,cri
294,Ruf::N,نداء,appel
295,Lärm::N,صخب,bruit
296,Lärm::N,ضجة,bruit
297,Laut::N,صوت,son
298,Ton::N,نغمة,ton
299,Lied::N,أغنية,chant
300,Lied::N,أغنية,chanson
301,Ruhe::N,هدوء,calme
302,Ruhe::N,هدوء,tranquillité
303,Leute::N,ناس,gens
304,Volk::N,شعب,peuple
305,Arbeit::N,عمل,travail
306,Gast::N,ضيف,hôte
307,Gast::N,ضيف,invité
308,Geschenk::N,هدية,cadeau
309,Geschenk::N,هدية,présent
310,Spiel::N,لعب,jeu
311,Gesellschaft::N,صحبة,compagnie
312,Hilfe::N,عون,aide
313,Hilfe::N,عون,secours
314,Hilfe::N,مساعدة,aide
315,Hilfe::N,مساعدة,secours
316,Freund::N,صديق,ami
317,Kamerad::N,زميل,copain
318,Kamerad::N,زميل,camarade
319,Angelegenheit::N,أمر,affaire
320,Angelegenheit::N,شأن,affaire
321,Anzahl::N,عدد,nombre
322,Art::N,نوع,sorte
323,Art::N,نوع,espèce
324,Stück::N,قطعة,morceau
325,Teil::N,قسم,part
326,Teil::N,قسم,partie
327,Hälfte::N,نصف,moitié
328,Kreis::N,دائرة,cercle
329,Kreuz::N,صليب,croix
330,Linie::N,خط,ligne
331,Strich::N,شرطة,trait
332,Abstand::N,مسافة,écart
333,Entfernung::N,بعد,distance
334,Gegend::N,ناحية,région
335,Gegend::N,ناحية,contrée
336,Platz::N,فراغ,place
337,Ort::N,مكان,lieu
338,Ort::N,مكان,endroit
339,Seite::N,جانب,côté
340,Mitte::N,وسط,milieu
341,Gegenstand::N,موضوع,objet
342,Sache::N,شيء,chose
343,Rand::N,حافة,bord
344,Kante::N,حافة,arête
345,Ecke::N,ركن,coin
346,Ecke::N,ركن,tournant
347,Spitze::N,سن,cime
348,Spitze::N,سن,pointe
349,Ende::N,طرف,bout
350,Loch::N,ثقب,trou
351,Winkel::N,زاوية,coin
352,Winkel::N,زاوية,réduit
353,Muster::N,عينة,dessin
354,Größe::N,حجم,grandeur
355,Länge::N,طول,longueur
356,Höhe::N,علو,hauteur
357,Höhe::N,علو,altitude
358,Höhe::N,ارتفاع,hauteur
359,Höhe::N,ارتفاع,altitude
360,Gewicht::N,وزن,poids
361,Menge::N,كمية,quantité
362,Haufen::N,كوم,tas
363,Reihe::N,صف,file
364,Reihe::N,صف,rangée
365,Boot::N,قارب,canot
366,Boot::N,قارب,bateau
367,Boot::N,زورق,canot
368,Boot::N,زورق,bateau
369,Ruder::N,مجذاف,rame
370,Ruder::N,مجذاف,aviron
371,Schlitten::N,مزلقة,traîneau
372,Ski::N,زلاجة,ski
373,Lagerfeuer::N,نار المخيم,feu de camp
374,Last::N,حمل,charge
375,Last::N,حمل,fardeau
376,Gang::N,مشية,tour
377,Gang::N,مشية,marche
378,Schritt::N,خطوة,pas
379,Norden::N,شمال,nord
380,Süden::N,جنوب,sud
381,Westen::N,غرب,ouest
382,Westen::N,غرب,occident
383,Osten::N,شرق,est
384,Osten::N,شرق,orient
385,Holz::N,خشب,bois
386,Brett::N,لوح,planche
387,Platte::N,صفيحة,plaque
388,Stütze::N,سند,appui
389,Stütze::N,سند,soutien
390,Stütze::N,دعامة,appui
391,Stütze::N,دعامة,soutien
392,Stange::N,عود,barre
393,Stange::N,عود,perche
394,Stock::N,عصا,canne
395,Stab::N,قضيب,bâton
396,Rohr::N,أنبوبة,tube
397,Rohr::N,أنبوبة,tuyau
398,Haus::N,دار,maison
399,Haus::N,بيت,maison
400,Heim::N,بيت,maison
401,Heim::N,مسكن,maison
402,Ofen::N,مدفأة,poêle
403,Fußboden::N,أرضية,plancher
404,Tisch::N,مائدة,table
405,Stuhl::N,كرسي,chaise
406,Wiege::N,مهد,berceau
407,Bett::N,سرير,lit
408,Regal::N,رف,étagère
409,Kiste::N,صندوق,caisse
410,Fenster::N,شباك,fenêtre
411,Fenster::N,نافذة,fenêtre
412,Tür::N,باب,porte
413,Tor::N,بوابة,porte
414,Tor::N,بوابة,portail
415,Zaun::N,سياج,clôture
416,Dach::N,سطح,toit
417,Leiter::N,سلم,échelle
418,Besen::N,مكنسة,balai
419,Spaten::N,مسحاة,bêche
420,Schaufel::N,مجرفة,pelle
421,Gabel::N,شوكة,fourchette
422,Löffel::N,ملعقة,cuiller
423,Messer::N,سكين,couteau
424,Nagel::N,مسمار,clou
425,Netz::N,شبكة,filet
426,Haken::N,خطاف,croc
427,Haken::N,خطاف,crochet
428,Haken::N,صنارة,croc
429,Haken::N,صنارة,crochet
430,Griff::N,قبضة,prise
431,Griff::N,قبضة,manche
432,Schloss::N,قفل,serrure
433,Bild::N,صورة,image
434,Bild::N,صورة,tableau
435,Figur::N,تمثال,figure
436,Puppe::N,دمية,poupée
437,Beutel::N,كيس,sac
438,Beutel::N,كيس,petit sac
439,Bündel::N,ربطة,paquet
440,Bündel::N,ربطة,faisceau
441,Tasche::N,شنطة,sac
442,Tasche::N,محفظة,sac
443,Eimer::N,سطل,seau
444,Eimer::N,جردل,seau
445,Deckel::N,سداد,couvercle
446,Geschirr::N,أوان,vaisselle
447,Sack::N,زكيبة,sac
448,Tasse::N,فنجان,tasse
449,Topf::N,قدر,pot
450,Topf::N,قدر,marmite
451,Topf::N,طنجرة,pot
452,Topf::N,طنجرة,marmite
453,Kessel::N,قدر,chaudron
454,Kessel::N,غلاية,chaudron
455,Essen::N,طعام,repas
456,Essen::N,طعام,manger
457,Nahrung::N,غذاء,nourriture
458,Speise::N,أكل,plat
459,Fleisch::N,لحم,viande
460,Getreide::N,حبوب,blé
461,Getreide::N,حبوب,céréales
462,Brei::N,عصيدة,purée
463,Brei::N,عصيدة,bouillie
464,Brot::N,خبز,pain
465,Scheibe::N,شريحة,tranche
466,Fett::N,سمن,graisse
467,Butter::N,زبدة,beurre
468,Öl::N,زيت,huile
469,Salz::N,ملح,sel
470,Suppe::N,حساء,soupe
471,Suppe::N,حساء,potage
472,Suppe::N,شربة,soupe
473,Suppe::N,شربة,potage
474,Honig::N,عسل,miel
475,Milch::N,حليب,lait
476,Tee::N,شاي,thé
477,Leder::N,جلد,cuir
478,Wolle::N,صوف,laine
479,Stoff::N,قماش,tissu
480,Stoff::N,قماش,étoffe
481,Nadel::N,إبرة,aiguille
482,Faden::N,خيط,fil
483,Knopf::N,زر,bouton
484,Knoten::N,عقدة,nœud
485,Farbe::N,صبغة,peinture
486,Kleidung::N,ملابس,vêtements
487,Kleidung::N,ملابس,habillement
488,Hemd::N,قميص,chemise
489,Kragen::N,ياقة,col
490,Ärmel::N,كم,manche
491,Hose::N,سروال,pantalon
492,Hose::N,بنطلون,pantalon
493,Gürtel::N,حزام,ceinture
494,Mütze::N,طاقية,bonnet
495,Mütze::N,طاقية,casquette
496,Schuh::N,حذاء,soulier
497,Schuh::N,حذاء,chaussure
498,Stiefel::N,جزمة,botte
499,Stiefel::N,حذاء طويل,botte
500,Ring::N,حلقة,bague
501,Band::N,شريط,ruban
502,Kamm::N,مشط,peigne
503,Spiegel::N,مرآة,glace
504,Spiegel::N,مرآة,miroir
505,Riemen::N,سير,lanière
506,Riemen::N,سير,courroie
507,Schnur::N,حبل,corde
508,Schnur::N,حبل,ficelle
509,Schnur::N,دوبارة,corde
510,Schnur::N,دوبارة,ficelle
511,Leine::N,قيد,laisse
512,Decke::N,بطانية,couverture
513,Kissen::N,وسادة,oreiller
514,Tuch::N,منديل,drap
515,Tuch::N,منديل,fichu
516,Handtuch::N,فوطة,serviette
517,Handtuch::N,فوطة,essuie-mains
518,Handtuch::N,منشفة,serviette
519,Handtuch::N,منشفة,essuie-mains
520,Kraft::N,قدرة,force
521,Stärke::N,قوة,vigueur
522,Gesundheit::N,صحة,santé
523,Krankheit::N,مرض,maladie
524,Schmerz::N,ألم,douleur
525,Schmerz::N,وجع,douleur
526,Wunde::N,جرح,plaie
527,Wunde::N,جرح,blessure
528,Fieber::N,حمى,fièvre
529,Arznei::N,دواء,remède
530,Arznei::N,دواء,médecine
531,Brücke::N,جسر,pont
532,Brunnen::N,بئر,puits
533,Weide::N,مرعى,pâturage
534,Pfad::N,درب,sentier
535,Weg::N,سكة,voie
536,Weg::N,سكة,chemin
537,Straße::N,طريق,route
538,Dorf::N,قرية,village
539,Stadt::N,مدينة,cité
540,Stadt::N,مدينة,ville
541,Brief::N,خطاب,lettre
542,Brief::N,مكتوب,lettre
543,Buch::N,كتاب,livre
544,Buchstabe::N,حرف,lettre
545,Buchstabe::N,حرف,caractère
546,Zeitung::N,جريدة,journal
547,Leben::N,عيش,vie
548,Leben::N,حياة,vie
549,Tod::N,موت,mort
550,Tod::N,وفاة,mort
551,Grab::N,قبر,tombe
552,Kirche::N,كنيسة,église
553,Sünde::N,خطيئة,péché
554,Gott::N,إله,dieu
555,Arbeiter::N,عامل,ouvrier
556,Arbeiter::N,عامل,travailleur
557,Chef::N,رئيس,chef
558,Chef::N,رئيس,patron
559,Meister::N,أسطى,maître
560,Arzt::N,طبيب,médecin
561,Lehrer::N,مدرس,professeur
562,Lehrer::N,مدرس,instituteur
563,Geld::N,نقود,argent
564,Geschäft::N,صفقة,affaire
565,Geschäft::N,صفقة,commerce
566,Laden::N,دكان,magasin
567,Laden::N,دكان,boutique
568,Preis::N,سعر,prix
569,Ware::N,بضاعة,marchandise
570,Nutzen::N,فائدة,profit
571,Reichtum::N,غنى,richesse
572,Reichtum::N,ثروة,richesse
573,Welt::N,عالم,monde
574,Welt::N,دنيا,monde
575,Land::N,بلد,pays
576,Staat::N,دولة,État
577,König::N,ملك,roi
578,Macht::N,سلطة,pouvoir
579,Macht::N,سلطة,puissance
580,Grenze::N,حدود,frontière
581,Krieg::N,حرب,guerre
582,Feind::N,عدو,ennemi
583,Gewalt::N,عنف,violence
584,Kampf::N,قتال,lutte
585,Kampf::N,قتال,combat
586,Bogen[Waffe]::N,قوس,arc
587,Pfeil::N,سهم,flèche
588,Gewehr::N,بندقية,fusil
589,Fehler::N,خطأ,faute
590,Fehler::N,خطأ,erreur
591,Lüge::N,كذب,mensonge
592,Schaden::N,تلف,dégât
593,Schaden::N,تلف,dommage
594,Unglück::N,نحس,malheur
595,Schuld::N,ذنب,faute
596,Schuld::N,ذنب,culpabilité
597,Alter::N,سن,âge
598,Alter::N,عمر,âge
599,Schluss::N,ختام,fin
600,Schluss::N,نهاية,fin
601,Zeit::N,وقت,temps
602,Tag::N,يوم,jour
603,Tag::N,يوم,journée
604,Morgen::N,صباح,matin
605,Morgen::N,صباح,matinée
606,Mittag::N,ظهر,midi
607,Abend::N,مساء,soir
608,Abend::N,مساء,soirée
609,Nacht::N,ليلة,nuit
610,Woche::N,أسبوع,semaine
611,Monat::N,شهر,mois
612,Jahr::N,عام,an
613,Jahr::N,عام,année
614,Jahr::N,سنة,an
615,Jahr::N,سنة,année
616,Frühling::N,ربيع,printemps
617,Sommer::N,صيف,été
618,Herbst::N,خريف,automne
619,Winter::N,شتاء,hiver
620,Januar::N,يناير,janvier
621,Januar::N,كانون الثاني,janvier
622,Februar::N,شباط,février
623,Februar::N,فبراير,février
624,März::N,آذار,mars
625,März::N,مارس,mars
626,April::N,نيسان,avril
627,Mai::N,مايو,mai
628,Juni::N,يونيو,juin
629,Juni::N,حزيران,juin
630,Juli::N,تموز,juillet
631,Juli::N,يوليو,juillet
632,August::N,آب,août
633,August::N,أغسطس,août
634,September::N,أيلول,septembre
635,September::N,سبتمبر,septembre
636,Oktober::N,أكتوبر,octobre
637,Oktober::N,تشرين الأول,octobre
638,November::N,نوفمبر,novembre
639,November::N,تشرين الثاني,novembre
640,Dezember::N,ديسمبر,décembre
641,Dezember::N,كانون الأول,décembre
642,Montag::N,يوم الاثنين,lundi
643,Dienstag::N,يوم الثلاثاء,mardi
644,Mittwoch::N,يوم الأربعاء,mercredi
645,Donnerstag::N,يوم الخميس,jeudi
646,Freitag::N,يوم الجمعة,vendredi
647,Samstag::N,يوم السبت,samedi
648,Sonntag::N,يوم الأحد,dimanche
649,groß::A,كبير,grand
650,klein::A,صغير,petit
651,lang::A,طويل,long
652,kurz::A,قصير,court
653,breit::A,واسع,large
654,schmal::A,ضيق,étroit
655,dicht::A,كث,dense
656,dicht::A,كثيف,dense
657,dick[Gegenstand]::A,غليظ,épais
658,dünn::A,رفيع,mince
659,fein::A,رقيق,fin
660,fein::A,رقيق,menu
661,fest::A,متين,ferme
662,fest::A,متين,solide
663,flach::A,سهل,plat
664,flach::A,منبسط,plat
665,glatt::A,ناعم,poli
666,glatt::A,ناعم,lisse
667,hart::A,صلب,dur
668,hart::A,جامد,dur
669,weich::A,لين,mou
670,rund::A,مستدير,rond
671,spitz::A,مدبب,aigu
672,spitz::A,مدبب,pointu
673,scharf::A,حاد,tranchant
674,stumpf::A,ثالم,mousse
675,stumpf::A,ثالم,émoussé
676,schwer::A,ثقيل,lourd
677,schwer::A,ثقيل,pesant
678,schön::A,جميل,beau
679,heiß::A,حار,chaud
680,heiß::A,حار,très chaud
681,heiß::A,ساخن,chaud
682,heiß::A,ساخن,très chaud
683,warm::A,دافئ,chaud
684,kalt::A,بارد,froid
685,kühl::A,قر,frais
686,frisch::A,طازج,frais
687,feucht::A,رطب,humide
688,nass::A,مبلول,mouillé
689,trocken::A,جاف,sec
690,voll::A,ملء,plein
691,voll::A,ملء,rempli
692,leer::A,خال,vide
693,leer::A,فارغ,vide
694,offen::A,مفتوح,ouvert
695,geschlossen::A,مغلق,clos
696,geschlossen::A,مغلق,fermé
697,sauber::A,نظيف,net
698,sauber::A,نظيف,propre
699,schmutzig::A,قذر,sale
700,schmutzig::A,قذر,crasseux
701,roh::A,نيء,cru
702,roh::A,نيء,brut
703,reif::A,ناضج,mûr
704,lecker::A,لذيذ,délicieux
705,lecker::A,لذيذ,appétissant
706,süß::A,حلو,doux
707,bitter::A,مر,amer
708,sauer::A,حامض,aigre
709,hell::A,نير,clair
710,dunkel::A,مظلم,sombre
711,schwarz::A,أسود,noir
712,weiß::A,أبيض,blanc
713,rot::A,أحمر,rouge
714,gelb::A,أصفر,jaune
715,blau::A,أزرق,bleu
716,grün::A,أخضر,vert
717,grau::A,رمادي,gris
718,bunt::A,ملوب,multicolore
719,billig::A,رخيص,bon marché
720,teuer::A,غال,cher
721,wertvoll::A,ثمين,précieux
722,blind::A,أعمى,aveugle
723,taub::A,أصم,sourd
724,taub::A,أطرش,sourd
725,kräftig::A,قوي,fort
726,kräftig::A,قوي,vigoureux
727,stark::A,قوي,fort
728,stark::A,قوي,puissant
729,schwach::A,ضعيف,faible
730,fett::A,سمين,gras
731,schlank::A,أهيف,svelte
732,hübsch::A,جميل,joli
733,böse::A,رديء,mauvais
734,dumm::A,أبله,sot
735,dumm::A,أبله,bête
736,dumm::A,أحمق,sot
737,dumm::A,أحمق,bête
738,faul::A,كسلان,fainéant
739,faul::A,كسلان,paresseux
740,fleißig::A,مجتهد,appliqué
741,geizig::A,بخيل,avare
742,klug::A,ذكي,intelligent
743,klug::A,عاقل,intelligent
744,geschickt::A,ماهر,habile
745,lieb::A,عزيز,cher
746,lieb::A,عزيز,gentil
747,lustig::A,مرح,gai
748,lustig::A,مرح,joyeux
749,sanft::A,حليم,doux
750,hungrig::A,جائع,affamé
751,krank::A,مريض,malade
752,nackt::A,عار,nu
753,traurig::A,حزين,triste
754,lebendig::A,حي,vivant
755,gut::A,جيد,bon
756,schlecht::A,سيء,mauvais
757,richtig::A,صحيح,juste
758,richtig::A,صحيح,correct
759,schlimm::A,خبيث,grave
760,schlimm::A,خبيث,mauvais
761,wahr::A,حق,vrai
762,wahr::A,حق,véritable
763,alt::A,قديم,vieux
764,neu::A,جديد,neuf
765,neu::A,جديد,nouveau
766,ehemalig::A,سابق,ancien
767,alt[Lebewesen]::A,مسن,âgé
768,alt[Lebewesen]::A,مسن,vieux
769,jung::A,شاب,jeune
770,jung::A,صغير,jeune
771,arm::A,فقير,pauvre
772,reich::A,غني,riche
773,bekannt::A,معلوم,connu
774,berühmt::A,مشهور,fameux
775,berühmt::A,مشهور,célèbre
776,fremd::A,أجنبي,étranger
777,verschieden::A,مختلف,différent
778,nah::A,قريب,lié
779,nah::A,قريب,proche
780,fern::A,بعيد,éloigné
781,fern::A,بعيد,lointain
782,linker::A,يسار,gauche
783,rechter::A,يمين,droit
784,anderer::A,آخر,autre
785,erster::A,أول,premier
786,zweiter::A,ثان,second
787,zweiter::A,ثان,deuxième
788,dritter::A,ثالث,troisième
789,letzter::A,أخير,dernier
790,allein::ADV,وحده,seul
791,auf einmal::ADV,بالمرة,à la fois
792,zusammen::ADV,معا,ensemble
793,lange::ADV,مدة طويلة,longtemps
794,plötzlich::ADV,فجأة,tout à coup
795,sofort::ADV,حالا,immédiatement
796,sofort::ADV,فورا,immédiatement
797,später::ADV,فيما بعد,plus tard
798,jetzt::ADV,الآن,maintenant
799,jetzt::ADV,حاليا,maintenant
800,heute::ADV,اليوم,aujourd'hui
801,morgen::ADV,غدا,demain
802,bald::ADV,قريبا,bientôt
803,dann::ADV,ثم,puis
804,dann::ADV,ثم,ensuite
805,gestern::ADV,أمس,hier
806,gestern::ADV,البارحة,hier
807,einst::ADV,قديما,jadis
808,einst::ADV,قديما,autrefois
809,damals::ADV,حينئذ,alors
810,damals::ADV,حينئذ,à l'époque
811,danach::ADV,ثم,après
812,danach::ADV,ثم,ensuite
813,danach::ADV,بعد ذلك,après
814,danach::ADV,بعد ذلك,ensuite
815,vorher::ADV,من قبل,auparavant
816,vorher::ADV,قبل ذلك,auparavant
817,zuerst::ADV,أولا,d'abord
818,zuerst::ADV,أولا,premièrement
819,einmal::ADV,مرة,une fois
820,manchmal::ADV,أحيانا,parfois
821,manchmal::ADV,أحيانا,quelquefois
822,oft::ADV,كثيرا,souvent
823,immer::ADV,دائما,toujours
