,Concept_ID,vep,cs
105,Schaum::N,vaht,pěna
106,Schmutz::N,redu,špína
107,Schmutz::N,pačak,špína
108,See::N,järv,jezero
109,Sumpf::N,so,močál
110,Sumpf::N,so,bažina
111,Moor::N,so,bažina
112,Moor::N,so,slatina
113,Wiese::N,nit,louka
114,Wald::N,mec,les
115,Hügel::N,kukaz,kopec
116,Anhöhe::N,kukaz,pahorek
117,Berg::N,mägi,hora
118,Gipfel::N,ladv,vrchol
119,Höhle::N,mägionduz,jeskyně
120,Abhang::N,paute,svah
121,Abhang::N,paute,stráň
122,Quelle::N,lähte,pramen
123,Bach::N,oja,potok
124,Fluss::N,jogi,řeka
125,Ufer::N,rand,břeh
126,Küste::N,randišt,pobřeží
127,Festland::N,kuivma,souš
128,Festland::N,kuivma,pevnina
129,Meer::N,meri,moře
130,Bucht::N,laht,záliv
131,Bucht::N,laht,zátoka
132,Insel::N,sar',ostrov
133,Blume::N,änik,květina
134,Gras::N,hein,tráva
135,Wurzel::N,jur',kořen
136,Baum::N,pu,strom
137,Stamm::N,tüvi,kmen
138,Rinde::N,kor',kůra
139,Ast::N,oks,větev
140,Zweig::N,oks,větev
141,Zweig::N,barb,větev
142,Blatt::N,lehtez,lupen
143,Birke::N,koiv,bříza
144,Kiefer[Baum]::N,pedai,sosna
145,Kiefer[Baum]::N,pedai,borovice
146,Weide[Baum]::N,raid,vrba
147,Tanne::N,kuz',jedle
148,Horn::N,sar'v,roh
149,Feder::N,höuneh,pero
150,Fell::N,nahk,srst
151,Flügel::N,suug,křídlo
152,Klaue::N,künz',dráp
153,Klaue::N,künz',pazneht
154,Kralle::N,künz',dráp
155,Schwanz::N,händ,ocas
156,Ei::N,muna,vejce
157,Nest::N,peza,hnízdo
158,Bau::N,uru,nora
159,Tier::N,živat,zvíře
160,Herde::N,kogo,stádo
161,Kuh::N,lehm,kráva
162,Bulle::N,härg,býk
163,Pferd::N,hebo,kůň
164,Schaf::N,lambaz,ovce
165,Schwein::N,siga,vepř
166,Schwein::N,siga,prase
167,Hund::N,koir,pes
168,Katze::N,kaži,kočka
169,Bär::N,kondi,medvěd
170,Eichhörnchen::N,orav,veverka
171,Elch::N,hirb',los
172,Fuchs::N,reboi,liška
173,Hase::N,jäniš,zajíc
174,Maus::N,hir',myš
175,Wolf::N,händikaz,vlk
176,Vogel::N,lind,pták
177,Schwarm::N,parveh,roj
178,Schwarm::N,parveh,hejno
179,Huhn::N,kana,kuře
180,Huhn::N,kana,slepice
181,Hahn::N,kukoi,kohout
182,Gans::N,hanh',husa
183,Adler::N,orl,orel
184,Ente::N,sorz,kachna
185,Eule::N,hir'pulo,sova
186,Kranich::N,kurg,jeřáb
187,Krähe::N,variš,vrána
188,Kuckuck::N,kägi,kukačka
189,Schwan::N,joucen,labuť
190,Fisch::N,kala,ryba
191,Barsch::N,ahven,okoun
192,Hecht::N,haug',štika
193,Schlange[Tier]::N,kü,had
194,Schlange[Tier]::N,mado,had
195,Wurm::N,mado,červ
196,Spinne::N,hämähouk,pavouk
197,Ameise::N,murahaine,mravenec
198,Laus::N,täi,veš
199,Mücke::N,säs'k,komár
200,Fliege::N,kärbhaine,moucha
201,Schmetterling::N,lipkaine,motýl
202,Beere::N,marj,bobule
203,Apfel::N,jablok,jablko
204,Pilz::N,sen',houba
205,Pilz::N,babuk,houba
206,Zwiebel::N,lauk,cibule
207,Saat::N,semned,osivo
208,Korn::N,jüvä,zrno
209,Korn::N,vill',zrno
210,Heu::N,hein,seno
211,Schale::N,kor',slupka
212,Schale::N,kor',skořápka
213,Grube::N,kop,jáma
214,Falle::N,rida,past
215,Falle::N,rida,léčka
216,Schlinge::N,rihm,smyčka
217,Spur::N,jäl'g,stopa
218,Asche::N,tuhk,popel
219,Dreck::N,redu,špína
220,Dreck::N,pačak,špína
221,Eisen::N,raud,železo
222,Gold::N,kuld,zlato
223,Silber::N,hobed,stříbro
224,Kohle::N,hil',uhlí
225,Glas::N,stökol,sklo
226,Lehm::N,savi,jíl
227,Lehm::N,savi,hlína
228,Sand::N,lete,písek
229,Mensch::N,mez',člověk
230,Mensch::N,ristit,člověk
231,Mann::N,mez',muž
232,Frau::N,naine,žena
233,Kind::N,laps',dítě
234,Junge::N,poig,hoch
235,Junge::N,poig,chlapec
236,Junge::N,prihaine,hoch
237,Junge::N,prihaine,chlapec
238,Mädchen::N,neičukaine,děvče
239,Familie::N,kanz,rodina
240,Familie::N,pereh,rodina
241,Großvater::N,ded,děd
242,Großvater::N,ded,dědeček
243,Großmutter::N,bab,babička
244,Eltern::N,vanhembad,rodiče
245,Eltern::N,kazvatajad,rodiče
246,Vater::N,tat,otec
247,Mutter::N,mam,matka
248,Sohn::N,poig,syn
249,Tochter::N,tütär,dcera
250,Bruder::N,veik,bratr
251,Bruder::N,vell',bratr
252,Schwester::N,čiža,sestra
253,Schwester::N,sizar,sestra
254,Onkel::N,däd',strýc
255,Tante::N,tädi,teta
256,Ehemann::N,mužik,choť
257,Ehemann::N,mužik,manžel
258,Ehefrau::N,ak,choť
259,Ehefrau::N,ak,manželka
260,Freude::N,ilo,radost
261,Freude::N,ihastuz,radost
262,Gelächter::N,nagr,smích
263,Glück::N,oza,štěstí
264,Kummer::N,gor'a,žal
265,Kummer::N,gor'a,trápení
266,Wunsch::N,taht,přání
267,Lust::N,himo,chuť
268,Geist::N,heng,duch
269,Gedanke::N,meletuz,myšlenka
270,Gedächtnis::N,mušt,paměť
271,Verstand::N,mel',rozum
272,Sinn::N,jüvä,smysl
273,Grund::N,sü,důvod
274,Wahrheit::N,tozi,pravda
275,Gespräch::N,lodu,rozhovor
276,Gespräch::N,pagin,rozhovor
277,Märchen::N,sarn,pohádka
278,Erzählung::N,sanutez,povídka
279,Nachricht::N,tedotuz,zpráva
280,Neuigkeit::N,uzištuz,novina
281,Neuigkeit::N,uzištuz,novinka
282,Name::N,nimi,jméno
283,Rätsel::N,ozoitez,hádanka
284,Rede::N,pagin,řeč
285,Rede::N,pagin,proslov
286,Rede::N,sanad,řeč
287,Rede::N,sanad,proslov
288,Sprache::N,kel',řeč
289,Sprache::N,kel',jazyk
290,Stimme::N,än',hlas
291,Wort::N,sana,slovo
292,Zeichen::N,znam,znamení
293,Ruf::N,kida,zavolání
294,Ruf::N,kucund,zavolání
295,Lärm::N,judu,hluk
296,Laut::N,kulund,zvuk
297,Ton::N,kulund,tón
298,Lied::N,pajo,píseň
299,Ruhe::N,lebu,klid
300,Ruhe::N,lebu,pokoj
301,Leute::N,rahvaz,lidé
302,Volk::N,rahvaz,národ
303,Arbeit::N,tö,práce
304,Arbeit::N,rad,práce
305,Gast::N,adiv,host
306,Geschenk::N,lahj,dar
307,Spiel::N,vänd,hra
308,Gesellschaft::N,sebr,společnost
309,Hilfe::N,abu,pomoc
310,Freund::N,sebranik,přítel
311,Kamerad::N,sebranik,kamarád
312,Angelegenheit::N,azj,záležitost
313,Anzahl::N,lugu,počet
314,Art::N,rod,druh
315,Art::N,rodsugu,druh
316,Stück::N,pala,kus
317,Stück::N,pala,kousek
318,Stück::N,supal,kus
319,Stück::N,supal,kousek
320,Teil::N,pala,díl
321,Teil::N,pala,část
322,Hälfte::N,pol',půl
323,Kreis::N,ümbruz,kruh
324,Kreis::N,kehkruz,kruh
325,Kreuz::N,rist,kříž
326,Linie::N,pird,linka
327,Strich::N,pird,čára
328,Strich::N,pird,čárka
329,Abstand::N,keskust,vzdálenost
330,Entfernung::N,matk,vzdálenost
331,Gegend::N,taho,krajina
332,Platz::N,avaruz',prostor
333,Ort::N,koht,místo
334,Seite::N,pol',strana
335,Seite::N,kül'g,strana
336,Mitte::N,kesk,střed
337,Mitte::N,kesk,prostředek
338,Gegenstand::N,kalu,předmět
339,Sache::N,azj,věc
340,Rand::N,röun,kraj
341,Rand::N,röun,okraj
342,Kante::N,röun,hrana
343,Ecke::N,saum,roh
344,Spitze::N,agjaine,hrot
345,Spitze::N,agjaine,špička
346,Ende::N,agj,konec
347,Loch::N,reig,díra
348,Winkel::N,čoga,kout
349,Winkel::N,saum,kout
350,Muster::N,kirjam,vzor
351,Größe::N,suruz',velikost
352,Länge::N,piduz,délka
353,Höhe::N,korktuz',výška
354,Gewicht::N,jügu,váha
355,Gewicht::N,vedäduz,váha
356,Menge::N,äjüz',množství
357,Haufen::N,kogo,kupa
358,Haufen::N,kogo,hromada
359,Reihe::N,rivi,řada
360,Reihe::N,rivi,řádek
361,Boot::N,veneh,člun
362,Ruder::N,air,veslo
363,Schlitten::N,regi,sáně
364,Schlitten::N,regut,sáně
365,Ski::N,suks',lyže
366,Lagerfeuer::N,nodj,táborák
367,Lagerfeuer::N,pažag,táborák
368,Last::N,jüguz,náklad
369,Last::N,jüguz,břemeno
370,Gang::N,astund,chůze
371,Gang::N,astund,chodba
372,Schritt::N,hašk,krok
373,Norden::N,pohjoine,sever
374,Süden::N,suvi,jih
375,Westen::N,päivlaskm,západ
376,Osten::N,päivnouzm,východ
377,Holz::N,pu,dřevo
378,Brett::N,laud,prkno
379,Platte::N,keitim,deska
380,Stütze::N,tugi,opěra
381,Stange::N,arz',tyč
382,Stange::N,arz',tyčka
383,Stock::N,kalu,hůlka
384,Stab::N,seibaz,hůl
385,Rohr::N,torv,trubka
386,Haus::N,pert',dům
387,Heim::N,kodi,domov
388,Ofen::N,päč,kamna
389,Fußboden::N,lava,podlaha
390,Tisch::N,laud,stůl
391,Tisch::N,stal'c,stůl
392,Stuhl::N,ištim,židle
393,Wiege::N,kätte,kolébka
394,Bett::N,sija,postel
395,Bett::N,magaduzsija,postel
396,Regal::N,palič,regál
397,Regal::N,palič,police
398,Kiste::N,mülütim,bedna
399,Fenster::N,ikun,okno
400,Tür::N,uks',dveře
401,Tor::N,verai,vrata
402,Zaun::N,aid,plot
403,Dach::N,katuz,střecha
404,Leiter::N,pordhad,žebřík
405,Besen::N,lud,koště
406,Besen::N,lud,smeták
407,Besen::N,vast,koště
408,Besen::N,vast,smeták
409,Spaten::N,labid,rýč
410,Schaufel::N,labid,lopata
411,Gabel::N,hangoine,vidlička
412,Löffel::N,luzik,lžíce
413,Messer::N,veič,nůž
414,Nagel::N,nagl,hřebík
415,Netz::N,verk,síť
416,Haken::N,kouk,hák
417,Griff::N,kägä,držadlo
418,Griff::N,varz',držadlo
419,Schloss::N,lukkol,zámek
420,Bild::N,kuva,obraz
421,Figur::N,figur,figura
422,Puppe::N,tätüine,panenka
423,Beutel::N,havad,pytlík
424,Bündel::N,toppaz,svazek
425,Bündel::N,käč,svazek
426,Tasche::N,sumk,taška
427,Tasche::N,sumk,brašna
428,Eimer::N,vädr,kýbl
429,Eimer::N,vädr,vědro
430,Deckel::N,katuz,víko
431,Deckel::N,katuz,příklop
432,Geschirr::N,astii,nádobí
433,Sack::N,havad,pytel
434,Tasse::N,čašk,šálek
435,Topf::N,pada,hrnec
436,Kessel::N,katil,kotel
437,Essen::N,sönd,jídlo
438,Nahrung::N,söm,strava
439,Nahrung::N,söm,potrava
440,Speise::N,sömine,jídlo
441,Fleisch::N,liha,maso
442,Getreide::N,vill',obilí
443,Brei::N,pudr,kaše
444,Brot::N,leib,chléb
445,Scheibe::N,bibaleh,krajíc
446,Scheibe::N,šlik,krajíc
447,Fett::N,razv,tuk
448,Fett::N,razv,omastek
449,Butter::N,voi,máslo
450,Öl::N,voi,olej
451,Salz::N,sol,sůl
452,Suppe::N,lem',polévka
453,Suppe::N,keitoz,polévka
454,Honig::N,mezi,med
455,Milch::N,maid,mléko
456,Tee::N,čai,čaj
457,Leder::N,nahk,kůže
458,Wolle::N,vill,vlna
459,Stoff::N,kangaz,látka
460,Nadel::N,negl,jehla
461,Faden::N,nit',nit
462,Knopf::N,nübl',knoflík
463,Knoten::N,sol'm,uzel
464,Farbe::N,muju,barva
465,Kleidung::N,sobad,šaty
466,Kleidung::N,sobad,šatstvo
467,Hemd::N,paid,košile
468,Kragen::N,kagluz,límec
469,Ärmel::N,hijam,rukáv
470,Hose::N,štanad,kalhoty
471,Gürtel::N,vö,pás
472,Gürtel::N,vö,opasek
473,Mütze::N,šapuk,čepice
474,Schuh::N,keng',bota
475,Stiefel::N,sapug,holínka
476,Ring::N,rengaz,prsten
477,Band::N,lentaine,pásek
478,Kamm::N,suga,hřeben
479,Spiegel::N,zerkol,zrcadlo
480,Riemen::N,vö,řemen
481,Schnur::N,nor,šňůra
482,Leine::N,talutimnor,vodítko
483,Decke::N,sijakatuz,pokrývka
484,Decke::N,sijakatuz,přikrývka
485,Kissen::N,pöluz,polštář
486,Tuch::N,paik,šátek
487,Handtuch::N,käzipaik,ručník
488,Kraft::N,vägi,síla
489,Stärke::N,vahvuz',síla
490,Gesundheit::N,tervhuz,zdraví
491,Krankheit::N,läžund,nemoc
492,Krankheit::N,läžund,choroba
493,Schmerz::N,kibu,bolest
494,Wunde::N,čapatez,rána
495,Fieber::N,säru,horečka
496,Arznei::N,zel'l',lék
497,Brücke::N,sild,most
498,Brunnen::N,kaiv,studna
499,Weide::N,omaluine,pastva
500,Weide::N,omaluine,pastvina
501,Pfad::N,tehut,pěšina
502,Weg::N,te,cesta
503,Straße::N,te,silnice
504,Dorf::N,külä,vesnice
505,Stadt::N,lidn,město
506,Brief::N,kirjeine,dopis
507,Buch::N,kirj,kniha
508,Buchstabe::N,kirjam,písmeno
509,Zeitung::N,lehtez,noviny
510,Leben::N,elo,život
511,Tod::N,surm,smrt
512,Grab::N,kaum,hrob
513,Kirche::N,jumalanpert',kostel
514,Sünde::N,grähk,hřích
515,Gott::N,jumal,bůh
516,Arbeiter::N,radnik,dělník
517,Arbeiter::N,radnik,pracovník
518,Chef::N,pämez',šéf
519,Chef::N,pämez',vedoucí
520,Meister::N,mastar,mistr
521,Arzt::N,lekar',lékař
522,Lehrer::N,opendai,učitel
523,Geld::N,rahad,peníze
524,Geschäft::N,biznes,obchod
525,Laden::N,lauk,krám
526,Preis::N,arv,cena
527,Ware::N,tavar,zboží
528,Nutzen::N,liža,užitek
529,Reichtum::N,kodielo,bohatství
530,Reichtum::N,kal'huz',bohatství
531,Welt::N,mail'm,svět
532,Land::N,ma,země
533,Staat::N,valdkund,stát
534,König::N,kunigaz,král
535,Macht::N,vald,moc
536,Macht::N,vald,mocnost
537,Grenze::N,röun,hranice
538,Krieg::N,soda,válka
539,Feind::N,vihanik,nepřítel
540,Feind::N,vastustai,nepřítel
541,Gewalt::N,vägivald,násilí
542,Kampf::N,tora,boj
543,Bogen[Waffe]::N,taug,luk
544,Pfeil::N,nol,šíp
545,Gewehr::N,oružj,puška
546,Gewehr::N,oružj,ručnice
547,Fehler::N,viga,chyba
548,Lüge::N,kelastuz,lež
549,Schaden::N,pahuz',škoda
550,Unglück::N,bed,neštěstí
551,Unglück::N,gor'a,neštěstí
552,Schuld::N,värhuz',vina
553,Alter::N,igä,věk
554,Schluss::N,lop,konec
555,Zeit::N,aig,čas
556,Tag::N,päiv,den
557,Morgen::N,homendez,ráno
558,Morgen::N,homendez,jitro
559,Mittag::N,keskpäiv,poledne
560,Abend::N,eht,večer
561,Nacht::N,ö,noc
562,Woche::N,nedal',týden
563,Monat::N,ku,měsíc
564,Jahr::N,voz',rok
565,Frühling::N,keväz',jaro
566,Sommer::N,keza,léto
567,Herbst::N,sügüz',podzim
568,Winter::N,tal'v,zima
569,Januar::N,viluku,leden
570,Februar::N,uhoku,únor
571,März::N,keväz'ku,březen
572,April::N,sulaku,duben
573,Mai::N,semendku,květen
574,Juni::N,kezaku,červen
575,Juli::N,heinku,červenec
576,August::N,eloku,srpen
577,September::N,sügüz'ku,září
578,Oktober::N,reduku,říjen
579,November::N,kül'mku,listopad
580,Dezember::N,tal'vku,prosinec
581,Montag::N,ezmärg,pondělí
582,Montag::N,ezmärg,pondělek
583,Dienstag::N,tožnarg,úterý
584,Mittwoch::N,koumanz'päiv,středa
585,Donnerstag::N,nellänz'päiv,čtvrtek
586,Freitag::N,pätnič,pátek
587,Freitag::N,videnz'päiv,pátek
588,Samstag::N,sobat,sobota
589,Sonntag::N,pühäpäiv,neděle
590,groß::A,sur',velký
591,groß::A,järed,velký
592,klein::A,pen',malý
593,klein::A,pičuine,malý
594,lang::A,pit'k,dlouhý
595,kurz::A,lühüd,krátký
596,breit::A,leved,široký
597,schmal::A,kaid,úzký
598,dicht::A,tihed,hustý
599,dick[Gegenstand]::A,paks,tlustý
600,dünn::A,hoik,tenký
601,fein::A,hen,jemný
602,fest::A,luja,pevný
603,fest::A,ninev,pevný
604,flach::A,lapak,plochý
605,flach::A,lapak,placatý
606,glatt::A,siled,hladký
607,hart::A,kova,tvrdý
608,weich::A,pehmed,měkký
609,rund::A,kehker,kulatý
610,rund::A,kehker,okrouhlý
611,spitz::A,nügu,špičatý
612,spitz::A,terav,špičatý
613,scharf::A,terav,ostrý
614,stumpf::A,tül'c,tupý
615,schwer::A,jüged,těžký
616,schön::A,čoma,pěkný
617,schön::A,čoma,krásný
618,heiß::A,räk,horký
619,warm::A,läm',teplý
620,kalt::A,vilu,studený
621,kühl::A,raibak,chladný
622,kühl::A,viluhk,chladný
623,frisch::A,lahed,svěží
624,feucht::A,neps,vlhký
625,feucht::A,toreh,vlhký
626,nass::A,märg,mokrý
627,trocken::A,kuiv,suchý
628,voll::A,täuz',plný
629,leer::A,joudai,prázdný
630,offen::A,avoin,otevřený
631,offen::A,avol'jaine,otevřený
632,geschlossen::A,saubaline,zavřený
633,sauber::A,puhtaz,čistý
634,schmutzig::A,redukaz,špinavý
635,roh::A,rohk,syrový
636,roh::A,toreh,syrový
637,reif::A,küps,zralý
638,lecker::A,magukaz,chutný
639,süß::A,maged,sladký
640,bitter::A,karged,hořký
641,sauer::A,muiged,kyselý
642,hell::A,kirkas,světlý
643,hell::A,valgei,světlý
644,dunkel::A,pimed,temný
645,schwarz::A,must,černý
646,weiß::A,vauged,bílý
647,rot::A,rusked,rudý
648,rot::A,rusked,červený
649,gelb::A,pakuine,žlutý
650,blau::A,sinine,modrý
651,grün::A,vihand,zelený
652,grau::A,hahk,šedý
653,grau::A,hahk,šedivý
654,bunt::A,kirjav,pestrý
655,billig::A,odav,levný
656,billig::A,odav,laciný
657,teuer::A,kalliž,drahý
658,wertvoll::A,arvokas,cenný
659,blind::A,soged,slepý
660,taub::A,kurdiž,hluchý
661,kräftig::A,vägev,silný
662,stark::A,vahv,silný
663,stark::A,vägekaz,silný
664,schwach::A,väll',slabý
665,fett::A,razvakaz,tučný
666,fett::A,razvakaz,tlustý
667,schlank::A,kapos,štíhlý
668,hübsch::A,čoma,hezký
669,böse::A,äred,zlý
670,böse::A,käred,zlý
671,dumm::A,el'getoi,hloupý
672,faul::A,lašk,líný
673,fleißig::A,radonnavedii,pilný
674,geizig::A,ažlak,lakomý
675,klug::A,melev,chytrý
676,klug::A,melekaz,chytrý
677,geschickt::A,mahtokaz,šikovný
678,lieb::A,izo,milý
679,lieb::A,sula,milý
680,lustig::A,ilokaz,veselý
681,sanft::A,laskav,mírný
682,hungrig::A,näl'ghine,hladový
683,krank::A,läžui,nemocný
684,nackt::A,alastoi,nahý
685,traurig::A,opalahine,smutný
686,traurig::A,opalahine,truchlivý
687,lebendig::A,eläb,živý
688,gut::A,hüvä,dobrý
689,schlecht::A,huba,špatný
690,richtig::A,oiged,pravý
691,richtig::A,oiged,správný
692,schlimm::A,paha,zlý
693,wahr::A,todesine,pravdivý
694,alt::A,vanh,starý
695,neu::A,uz',nový
696,ehemalig::A,edeline,bývalý
697,alt[Lebewesen]::A,ravaz,starý
698,jung::A,nor',mladý
699,arm::A,gol'l',chudý
700,reich::A,elokaz,bohatý
701,bekannt::A,tutab,známý
702,berühmt::A,tetab,slavný
703,fremd::A,veraz,cizí
704,verschieden::A,erazvuitte,různý
705,verschieden::A,erazvuitte,rozličný
706,nah::A,läheline,blízký
707,fern::A,edahaine,daleký
708,linker::A,hura,levý
709,rechter::A,oiged,pravý
710,anderer::A,toine,jiný
711,erster::A,ezmäine,první
712,zweiter::A,toine,druhý
713,dritter::A,koumanz',třetí
714,letzter::A,jäl'gmäine,poslední
715,allein::ADV,üksnäze,sám
716,auf einmal::ADV,ühten aigan,najednou
717,zusammen::ADV,ühtes,spolu
718,zusammen::ADV,ühtes,dohromady
719,lange::ADV,hätken,dlouho
720,plötzlich::ADV,äkkid,vtom
721,plötzlich::ADV,äkkid,náhle
722,sofort::ADV,kerdalaz,hned
723,sofort::ADV,kerdalaz,ihned
724,später::ADV,möhemba,později
725,jetzt::ADV,nügüd',teď
726,jetzt::ADV,nügüd',nyní
727,heute::ADV,tämbei,dnes
728,heute::ADV,tämbei,dneska
729,morgen::ADV,homen,zítra
730,bald::ADV,pigai,brzo
731,dann::ADV,sid',pak
732,dann::ADV,sid',potom
733,gestern::ADV,eglai,včera
734,einst::ADV,ende,kdysi
735,einst::ADV,kerdan,kdysi
736,damals::ADV,siloi,tehdy
737,damals::ADV,siloi,tenkrát
738,danach::ADV,sid',podle toho
739,vorher::ADV,ende,dříve
740,vorher::ADV,ende,napřed
741,zuerst::ADV,ezmäi,nejprve
742,zuerst::ADV,ezmäi,nejdříve
743,einmal::ADV,kerdan,jednou
744,manchmal::ADV,erašti,někdy
745,oft::ADV,paksus,často
746,immer::ADV,kaiken,vždy
747,immer::ADV,kaiken,stále
748,niemals::ADV,ei nikonz,nikdy
749,hier::ADV,täs,zde
750,hier::ADV,täs,tady
751,hier::ADV,tägä,zde
752,hier::ADV,tägä,tady
753,hierhin::ADV,tänna,sem
754,von hier::ADV,täspäi,odtud
755,von hier::ADV,sid'päi,odtud
756,dort::ADV,sigä,tam
757,dorthin::ADV,sinna,tam
758,dorthin::ADV,nakkale,tam
759,geradeaus::ADV,kohtha,rovně
760,vorwärts::ADV,edehe,kupředu
761,rückwärts::ADV,sel'gin,zpět
762,zurück::ADV,tagaze,zpět
763,zurück::ADV,tagaze,nazpět
764,unten::ADV,alahan,dole
765,hinab::ADV,alaz,dolů
766,hinab::ADV,alahaks,dolů
767,oben::ADV,ülähän,nahoře
768,oben::ADV,ülähän,navrchu
769,hinauf::ADV,ülez,nahoru
770,hinauf::ADV,ülähäks,nahoru
771,überall::ADV,kaikjal,všude
772,nicht::ADV,ei,ne
773,ein wenig::ADV,vähän,trochu
774,kaum::ADV,habi,sotva
775,sehr::ADV,lujas,velmi
776,sehr::ADV,lujas,velice
777,so::ADV,muga,tak
778,so::ADV,muga,takto
779,so::ADV,ninga,tak
780,so::ADV,ninga,takto
781,noch::ADV,völ,ještě
782,nur::ADV,järg,jen
783,nur::ADV,järg,jenom
784,nur::ADV,vaiše,jen
785,nur::ADV,vaiše,jenom
786,schon::ADV,jo,už
787,schon::ADV,jo,již
788,wieder::ADV,möst,zase
789,vergebens::ADV,uhtei,marně
790,vor::PRP,edes,před
791,hinter::PRP,taga,za
792,unter::PRP,al,pod
793,durch::PRP,läbi,skrz
794,durch::PRP,kal't,skrz
795,neben::PRP,rindal,vedle
796,zwischen::PRP,keskes,mezi
797,wegen::PRP,tagut,pro
798,dies::PRN,nece,toto
799,dies::PRN,nece,tohle
800,das::PRN,se,to
801,alles::PRN,kaik,všechno
802,ich::PRN,minä,já
803,du::PRN,sinä,ty
804,er::PRN,hän,on
805,wir::PRN,mö,my
806,ihr::PRN,tö,vy
807,sie::PRN,hö,oni
808,was::FPRN,mi,co
809,wer::FPRN,ken,kdo
810,wo::FADV,kus,kde
811,wohin::FADV,kuna,kam
812,wie::FADV,kut,jak
813,wie::FADV,mit',jak
814,warum::FADV,mikš,proč
815,wieviel::FNUM,äjak,kolik
816,wieviel::FNUM,kuverz',kolik
817,eins::NUM,üks',jeden
818,zwei::NUM,kaks',dva
819,drei::NUM,koume,tři
820,vier::NUM,nel'l',čtyři
821,fünf::NUM,viž,pět
822,sechs::NUM,kuz',šest
823,sieben::NUM,seičeme,sedm
824,acht::NUM,kahesa,osm
825,neun::NUM,ühesa,devět
826,zehn::NUM,kümne,deset
827,elf::NUM,üks'toštkümne,jedenáct
828,zwölf::NUM,kaks'toštkümne,dvanáct
829,zwanzig::NUM,kaks'kümne,dvacet
830,dreißig::NUM,koumekümne,třicet
831,vierzig::NUM,nel'l'kümne,čtyřicet
832,fünfzig::NUM,vižkümne,padesát
