,Concept_ID,ta,lt
1294,vergessen::V,மற,užmiršti
1295,messen::V,அளவிடு,matuoti
1296,zählen::V,எண்ணு,skaičiuoti
1297,rechnen::V,கணக்கிடு,skaičiuoti
1298,lesen::V,படி,skaityti
1299,malen::V,வண்ணச்சித்திரம்,tapyti
1300,zeichnen::V,வரை,piešti
1301,zeichnen::V,வரை,žymėti
1302,zeichnen::V,வரை,braižyti
1303,schreiben::V,எழுது,rašyti
1304,besitzen::V,உடைமையாகக் கொண்டிரு,turėti
1305,kaufen::V,வாங்கு,pirkti
1306,verkaufen::V,விற்பனை செய்,parduoti
1307,bezahlen::V,இறுத்தல்,apmokėti
1308,zahlen::V,பணம் செலுத்து,mokėti
1309,beherrschen::V,ஆட்சிசெய்,valdyti
1310,ertragen::V,தாங்கு,kę̃sti
1311,ertragen::V,தாங்கு,pakelti
1312,ertragen::V,தாங்கு,iškę̃sti
