,Concept_ID,vep,fr
303,Ruf::N,kucund,cri
304,Ruf::N,kucund,appel
305,Lärm::N,judu,bruit
306,Laut::N,kulund,son
307,Ton::N,kulund,ton
308,Lied::N,pajo,chant
309,Lied::N,pajo,chanson
310,Ruhe::N,lebu,calme
311,Ruhe::N,lebu,tranquillité
312,Leute::N,rahvaz,gens
313,Volk::N,rahvaz,peuple
314,Arbeit::N,tö,travail
315,Arbeit::N,rad,travail
316,Gast::N,adiv,hôte
317,Gast::N,adiv,invité
318,Geschenk::N,lahj,cadeau
319,Geschenk::N,lahj,présent
320,Spiel::N,vänd,jeu
321,Gesellschaft::N,sebr,compagnie
322,Hilfe::N,abu,aide
323,Hilfe::N,abu,secours
324,Freund::N,sebranik,ami
325,Kamerad::N,sebranik,copain
326,Kamerad::N,sebranik,camarade
327,Angelegenheit::N,azj,affaire
328,Anzahl::N,lugu,nombre
329,Art::N,rod,sorte
330,Art::N,rod,espèce
331,Art::N,rodsugu,sorte
332,Art::N,rodsugu,espèce
333,Stück::N,pala,morceau
334,Stück::N,supal,morceau
335,Teil::N,pala,part
336,Teil::N,pala,partie
337,Hälfte::N,pol',moitié
338,Kreis::N,ümbruz,cercle
339,Kreis::N,kehkruz,cercle
340,Kreuz::N,rist,croix
341,Linie::N,pird,ligne
342,Strich::N,pird,trait
343,Abstand::N,keskust,écart
344,Entfernung::N,matk,distance
345,Gegend::N,taho,région
346,Gegend::N,taho,contrée
347,Platz::N,avaruz',place
348,Ort::N,koht,lieu
349,Ort::N,koht,endroit
350,Seite::N,pol',côté
351,Seite::N,kül'g,côté
352,Mitte::N,kesk,milieu
353,Gegenstand::N,kalu,objet
354,Sache::N,azj,chose
355,Rand::N,röun,bord
356,Kante::N,röun,arête
357,Ecke::N,saum,coin
358,Ecke::N,saum,tournant
359,Spitze::N,agjaine,cime
360,Spitze::N,agjaine,pointe
361,Ende::N,agj,bout
362,Loch::N,reig,trou
363,Winkel::N,čoga,coin
364,Winkel::N,čoga,réduit
365,Winkel::N,saum,coin
366,Winkel::N,saum,réduit
367,Muster::N,kirjam,dessin
368,Größe::N,suruz',grandeur
369,Länge::N,piduz,longueur
370,Höhe::N,korktuz',hauteur
371,Höhe::N,korktuz',altitude
372,Gewicht::N,jügu,poids
373,Gewicht::N,vedäduz,poids
374,Menge::N,äjüz',quantité
375,Haufen::N,kogo,tas
376,Reihe::N,rivi,file
377,Reihe::N,rivi,rangée
378,Boot::N,veneh,canot
379,Boot::N,veneh,bateau
380,Ruder::N,air,rame
381,Ruder::N,air,aviron
382,Schlitten::N,regi,traîneau
383,Schlitten::N,regut,traîneau
384,Ski::N,suks',ski
385,Lagerfeuer::N,nodj,feu de camp
386,Lagerfeuer::N,pažag,feu de camp
387,Last::N,jüguz,charge
388,Last::N,jüguz,fardeau
389,Gang::N,astund,tour
390,Gang::N,astund,marche
391,Schritt::N,hašk,pas
392,Norden::N,pohjoine,nord
393,Süden::N,suvi,sud
394,Westen::N,päivlaskm,ouest
395,Westen::N,päivlaskm,occident
396,Osten::N,päivnouzm,est
397,Osten::N,päivnouzm,orient
398,Holz::N,pu,bois
399,Brett::N,laud,planche
400,Platte::N,keitim,plaque
401,Stütze::N,tugi,appui
402,Stütze::N,tugi,soutien
403,Stange::N,arz',barre
404,Stange::N,arz',perche
405,Stock::N,kalu,canne
406,Stab::N,seibaz,bâton
407,Rohr::N,torv,tube
408,Rohr::N,torv,tuyau
409,Haus::N,pert',maison
410,Heim::N,kodi,maison
411,Ofen::N,päč,poêle
412,Fußboden::N,lava,plancher
413,Tisch::N,laud,table
414,Tisch::N,stal'c,table
415,Stuhl::N,ištim,chaise
416,Wiege::N,kätte,berceau
417,Bett::N,sija,lit
418,Bett::N,magaduzsija,lit
419,Regal::N,palič,étagère
420,Kiste::N,mülütim,caisse
421,Fenster::N,ikun,fenêtre
422,Tür::N,uks',porte
423,Tor::N,verai,porte
424,Tor::N,verai,portail
425,Zaun::N,aid,clôture
426,Dach::N,katuz,toit
427,Leiter::N,pordhad,échelle
428,Besen::N,lud,balai
429,Besen::N,vast,balai
430,Spaten::N,labid,bêche
431,Schaufel::N,labid,pelle
432,Gabel::N,hangoine,fourchette
433,Löffel::N,luzik,cuiller
434,Messer::N,veič,couteau
435,Nagel::N,nagl,clou
436,Netz::N,verk,filet
437,Haken::N,kouk,croc
438,Haken::N,kouk,crochet
439,Griff::N,kägä,prise
440,Griff::N,kägä,manche
441,Griff::N,varz',prise
442,Griff::N,varz',manche
443,Schloss::N,lukkol,serrure
444,Bild::N,kuva,image
445,Bild::N,kuva,tableau
446,Figur::N,figur,figure
447,Puppe::N,tätüine,poupée
448,Beutel::N,havad,sac
449,Beutel::N,havad,petit sac
450,Bündel::N,toppaz,paquet
451,Bündel::N,toppaz,faisceau
452,Bündel::N,käč,paquet
453,Bündel::N,käč,faisceau
454,Tasche::N,sumk,sac
455,Eimer::N,vädr,seau
456,Deckel::N,katuz,couvercle
457,Geschirr::N,astii,vaisselle
458,Sack::N,havad,sac
459,Tasse::N,čašk,tasse
460,Topf::N,pada,pot
461,Topf::N,pada,marmite
462,Kessel::N,katil,chaudron
463,Essen::N,sönd,repas
464,Essen::N,sönd,manger
465,Nahrung::N,söm,nourriture
466,Speise::N,sömine,plat
467,Fleisch::N,liha,viande
468,Getreide::N,vill',blé
469,Getreide::N,vill',céréales
470,Brei::N,pudr,purée
471,Brei::N,pudr,bouillie
472,Brot::N,leib,pain
473,Scheibe::N,bibaleh,tranche
474,Scheibe::N,šlik,tranche
475,Fett::N,razv,graisse
476,Butter::N,voi,beurre
477,Öl::N,voi,huile
478,Salz::N,sol,sel
479,Suppe::N,lem',soupe
480,Suppe::N,lem',potage
481,Suppe::N,keitoz,soupe
482,Suppe::N,keitoz,potage
483,Honig::N,mezi,miel
484,Milch::N,maid,lait
485,Tee::N,čai,thé
486,Leder::N,nahk,cuir
487,Wolle::N,vill,laine
488,Stoff::N,kangaz,tissu
489,Stoff::N,kangaz,étoffe
490,Nadel::N,negl,aiguille
491,Faden::N,nit',fil
492,Knopf::N,nübl',bouton
493,Knoten::N,sol'm,nœud
494,Farbe::N,muju,peinture
495,Kleidung::N,sobad,vêtements
496,Kleidung::N,sobad,habillement
497,Hemd::N,paid,chemise
498,Kragen::N,kagluz,col
499,Ärmel::N,hijam,manche
500,Hose::N,štanad,pantalon
501,Gürtel::N,vö,ceinture
502,Mütze::N,šapuk,bonnet
503,Mütze::N,šapuk,casquette
504,Schuh::N,keng',soulier
505,Schuh::N,keng',chaussure
506,Stiefel::N,sapug,botte
507,Ring::N,rengaz,bague
508,Band::N,lentaine,ruban
509,Kamm::N,suga,peigne
510,Spiegel::N,zerkol,glace
511,Spiegel::N,zerkol,miroir
512,Riemen::N,vö,lanière
513,Riemen::N,vö,courroie
514,Schnur::N,nor,corde
515,Schnur::N,nor,ficelle
516,Leine::N,talutimnor,laisse
517,Decke::N,sijakatuz,couverture
518,Kissen::N,pöluz,oreiller
519,Tuch::N,paik,drap
520,Tuch::N,paik,fichu
521,Handtuch::N,käzipaik,serviette
522,Handtuch::N,käzipaik,essuie-mains
523,Kraft::N,vägi,force
524,Stärke::N,vahvuz',vigueur
525,Gesundheit::N,tervhuz,santé
526,Krankheit::N,läžund,maladie
527,Schmerz::N,kibu,douleur
528,Wunde::N,čapatez,plaie
529,Wunde::N,čapatez,blessure
530,Fieber::N,säru,fièvre
531,Arznei::N,zel'l',remède
532,Arznei::N,zel'l',médecine
533,Brücke::N,sild,pont
534,Brunnen::N,kaiv,puits
535,Weide::N,omaluine,pâturage
536,Pfad::N,tehut,sentier
537,Weg::N,te,voie
538,Weg::N,te,chemin
539,Straße::N,te,route
540,Dorf::N,külä,village
541,Stadt::N,lidn,cité
542,Stadt::N,lidn,ville
543,Brief::N,kirjeine,lettre
544,Buch::N,kirj,livre
545,Buchstabe::N,kirjam,lettre
546,Buchstabe::N,kirjam,caractère
547,Zeitung::N,lehtez,journal
548,Leben::N,elo,vie
549,Tod::N,surm,mort
550,Grab::N,kaum,tombe
551,Kirche::N,jumalanpert',église
552,Sünde::N,grähk,péché
553,Gott::N,jumal,dieu
554,Arbeiter::N,radnik,ouvrier
555,Arbeiter::N,radnik,travailleur
556,Chef::N,pämez',chef
557,Chef::N,pämez',patron
558,Meister::N,mastar,maître
559,Arzt::N,lekar',médecin
560,Lehrer::N,opendai,professeur
561,Lehrer::N,opendai,instituteur
562,Geld::N,rahad,argent
563,Geschäft::N,biznes,affaire
564,Geschäft::N,biznes,commerce
565,Laden::N,lauk,magasin
566,Laden::N,lauk,boutique
567,Preis::N,arv,prix
568,Ware::N,tavar,marchandise
569,Nutzen::N,liža,profit
570,Reichtum::N,kodielo,richesse
571,Reichtum::N,kal'huz',richesse
572,Welt::N,mail'm,monde
573,Land::N,ma,pays
574,Staat::N,valdkund,État
575,König::N,kunigaz,roi
576,Macht::N,vald,pouvoir
577,Macht::N,vald,puissance
578,Grenze::N,röun,frontière
579,Krieg::N,soda,guerre
580,Feind::N,vihanik,ennemi
581,Feind::N,vastustai,ennemi
582,Gewalt::N,vägivald,violence
583,Kampf::N,tora,lutte
584,Kampf::N,tora,combat
585,Bogen[Waffe]::N,taug,arc
586,Pfeil::N,nol,flèche
587,Gewehr::N,oružj,fusil
588,Fehler::N,viga,faute
589,Fehler::N,viga,erreur
590,Lüge::N,kelastuz,mensonge
591,Schaden::N,pahuz',dégât
592,Schaden::N,pahuz',dommage
593,Unglück::N,bed,malheur
594,Unglück::N,gor'a,malheur
595,Schuld::N,värhuz',faute
596,Schuld::N,värhuz',culpabilité
597,Alter::N,igä,âge
598,Schluss::N,lop,fin
599,Zeit::N,aig,temps
600,Tag::N,päiv,jour
601,Tag::N,päiv,journée
602,Morgen::N,homendez,matin
603,Morgen::N,homendez,matinée
604,Mittag::N,keskpäiv,midi
605,Abend::N,eht,soir
606,Abend::N,eht,soirée
607,Nacht::N,ö,nuit
608,Woche::N,nedal',semaine
609,Monat::N,ku,mois
610,Jahr::N,voz',an
611,Jahr::N,voz',année
612,Frühling::N,keväz',printemps
613,Sommer::N,keza,été
614,Herbst::N,sügüz',automne
615,Winter::N,tal'v,hiver
616,Januar::N,viluku,janvier
617,Februar::N,uhoku,février
618,März::N,keväz'ku,mars
619,April::N,sulaku,avril
620,Mai::N,semendku,mai
621,Juni::N,kezaku,juin
622,Juli::N,heinku,juillet
623,August::N,eloku,août
624,September::N,sügüz'ku,septembre
625,Oktober::N,reduku,octobre
626,November::N,kül'mku,novembre
627,Dezember::N,tal'vku,décembre
628,Montag::N,ezmärg,lundi
629,Dienstag::N,tožnarg,mardi
630,Mittwoch::N,koumanz'päiv,mercredi
631,Donnerstag::N,nellänz'päiv,jeudi
632,Freitag::N,pätnič,vendredi
633,Freitag::N,videnz'päiv,vendredi
634,Samstag::N,sobat,samedi
635,Sonntag::N,pühäpäiv,dimanche
636,groß::A,sur',grand
637,groß::A,järed,grand
638,klein::A,pen',petit
639,klein::A,pičuine,petit
640,lang::A,pit'k,long
641,kurz::A,lühüd,court
642,breit::A,leved,large
643,schmal::A,kaid,étroit
644,dicht::A,tihed,dense
645,dick[Gegenstand]::A,paks,épais
646,dünn::A,hoik,mince
647,fein::A,hen,fin
648,fein::A,hen,menu
649,fest::A,luja,ferme
650,fest::A,luja,solide
651,fest::A,ninev,ferme
652,fest::A,ninev,solide
653,flach::A,lapak,plat
654,glatt::A,siled,poli
655,glatt::A,siled,lisse
656,hart::A,kova,dur
657,weich::A,pehmed,mou
658,rund::A,kehker,rond
659,spitz::A,nügu,aigu
660,spitz::A,nügu,pointu
661,spitz::A,terav,aigu
662,spitz::A,terav,pointu
663,scharf::A,terav,tranchant
664,stumpf::A,tül'c,mousse
665,stumpf::A,tül'c,émoussé
666,schwer::A,jüged,lourd
667,schwer::A,jüged,pesant
668,schön::A,čoma,beau
669,heiß::A,räk,chaud
670,heiß::A,räk,très chaud
671,warm::A,läm',chaud
672,kalt::A,vilu,froid
673,kühl::A,raibak,frais
674,kühl::A,viluhk,frais
675,frisch::A,lahed,frais
676,feucht::A,neps,humide
677,feucht::A,toreh,humide
678,nass::A,märg,mouillé
679,trocken::A,kuiv,sec
680,voll::A,täuz',plein
681,voll::A,täuz',rempli
682,leer::A,joudai,vide
683,offen::A,avoin,ouvert
684,offen::A,avol'jaine,ouvert
685,geschlossen::A,saubaline,clos
686,geschlossen::A,saubaline,fermé
687,sauber::A,puhtaz,net
688,sauber::A,puhtaz,propre
689,schmutzig::A,redukaz,sale
690,schmutzig::A,redukaz,crasseux
691,roh::A,rohk,cru
692,roh::A,rohk,brut
693,roh::A,toreh,cru
694,roh::A,toreh,brut
695,reif::A,küps,mûr
696,lecker::A,magukaz,délicieux
697,lecker::A,magukaz,appétissant
698,süß::A,maged,doux
699,bitter::A,karged,amer
700,sauer::A,muiged,aigre
701,hell::A,kirkas,clair
702,hell::A,valgei,clair
703,dunkel::A,pimed,sombre
704,schwarz::A,must,noir
705,weiß::A,vauged,blanc
706,rot::A,rusked,rouge
707,gelb::A,pakuine,jaune
708,blau::A,sinine,bleu
709,grün::A,vihand,vert
710,grau::A,hahk,gris
711,bunt::A,kirjav,multicolore
712,billig::A,odav,bon marché
713,teuer::A,kalliž,cher
714,wertvoll::A,arvokas,précieux
715,blind::A,soged,aveugle
716,taub::A,kurdiž,sourd
717,kräftig::A,vägev,fort
718,kräftig::A,vägev,vigoureux
719,stark::A,vahv,fort
720,stark::A,vahv,puissant
721,stark::A,vägekaz,fort
722,stark::A,vägekaz,puissant
723,schwach::A,väll',faible
724,fett::A,razvakaz,gras
725,schlank::A,kapos,svelte
726,hübsch::A,čoma,joli
727,böse::A,äred,mauvais
728,böse::A,käred,mauvais
729,dumm::A,el'getoi,sot
730,dumm::A,el'getoi,bête
731,faul::A,lašk,fainéant
732,faul::A,lašk,paresseux
733,fleißig::A,radonnavedii,appliqué
734,geizig::A,ažlak,avare
735,klug::A,melev,intelligent
736,klug::A,melekaz,intelligent
737,geschickt::A,mahtokaz,habile
738,lieb::A,izo,cher
739,lieb::A,izo,gentil
740,lieb::A,sula,cher
741,lieb::A,sula,gentil
742,lustig::A,ilokaz,gai
743,lustig::A,ilokaz,joyeux
744,sanft::A,laskav,doux
745,hungrig::A,näl'ghine,affamé
746,krank::A,läžui,malade
747,nackt::A,alastoi,nu
748,traurig::A,opalahine,triste
749,lebendig::A,eläb,vivant
750,gut::A,hüvä,bon
751,schlecht::A,huba,mauvais
752,richtig::A,oiged,juste
753,richtig::A,oiged,correct
754,schlimm::A,paha,grave
755,schlimm::A,paha,mauvais
756,wahr::A,todesine,vrai
757,wahr::A,todesine,véritable
758,alt::A,vanh,vieux
759,neu::A,uz',neuf
760,neu::A,uz',nouveau
761,ehemalig::A,edeline,ancien
762,alt[Lebewesen]::A,ravaz,âgé
763,alt[Lebewesen]::A,ravaz,vieux
764,jung::A,nor',jeune
765,arm::A,gol'l',pauvre
766,reich::A,elokaz,riche
767,bekannt::A,tutab,connu
768,berühmt::A,tetab,fameux
769,berühmt::A,tetab,célèbre
770,fremd::A,veraz,étranger
771,verschieden::A,erazvuitte,différent
772,nah::A,läheline,lié
773,nah::A,läheline,proche
774,fern::A,edahaine,éloigné
775,fern::A,edahaine,lointain
776,linker::A,hura,gauche
777,rechter::A,oiged,droit
778,anderer::A,toine,autre
779,erster::A,ezmäine,premier
780,zweiter::A,toine,second
781,zweiter::A,toine,deuxième
782,dritter::A,koumanz',troisième
783,letzter::A,jäl'gmäine,dernier
784,allein::ADV,üksnäze,seul
785,auf einmal::ADV,ühten aigan,à la fois
786,zusammen::ADV,ühtes,ensemble
787,lange::ADV,hätken,longtemps
788,plötzlich::ADV,äkkid,tout à coup
789,sofort::ADV,kerdalaz,immédiatement
790,später::ADV,möhemba,plus tard
791,jetzt::ADV,nügüd',maintenant
792,heute::ADV,tämbei,aujourd'hui
793,morgen::ADV,homen,demain
794,bald::ADV,pigai,bientôt
795,dann::ADV,sid',puis
796,dann::ADV,sid',ensuite
797,gestern::ADV,eglai,hier
798,einst::ADV,ende,jadis
799,einst::ADV,ende,autrefois
800,einst::ADV,kerdan,jadis
801,einst::ADV,kerdan,autrefois
802,damals::ADV,siloi,alors
803,damals::ADV,siloi,à l'époque
804,danach::ADV,sid',après
805,danach::ADV,sid',ensuite
806,vorher::ADV,ende,auparavant
807,zuerst::ADV,ezmäi,d'abord
808,zuerst::ADV,ezmäi,premièrement
809,einmal::ADV,kerdan,une fois
810,manchmal::ADV,erašti,parfois
811,manchmal::ADV,erašti,quelquefois
812,oft::ADV,paksus,souvent
813,immer::ADV,kaiken,toujours
814,niemals::ADV,ei nikonz,ne ... jamais
815,hier::ADV,täs,ici
816,hier::ADV,tägä,ici
817,hierhin::ADV,tänna,par ici
818,von hier::ADV,täspäi,d'ici
819,von hier::ADV,sid'päi,d'ici
820,dort::ADV,sigä,là
821,dort::ADV,sigä,là-bas
822,dorthin::ADV,sinna,y
823,dorthin::ADV,sinna,par là
824,dorthin::ADV,nakkale,y
825,dorthin::ADV,nakkale,par là
826,geradeaus::ADV,kohtha,tout droit
827,vorwärts::ADV,edehe,en avant
828,rückwärts::ADV,sel'gin,en arrière
829,zurück::ADV,tagaze,de retour
830,unten::ADV,alahan,en bas
831,unten::ADV,alahan,au-dessous
832,hinab::ADV,alaz,en bas
833,hinab::ADV,alaz,vers le bas
834,hinab::ADV,alahaks,en bas
835,hinab::ADV,alahaks,vers le bas
836,oben::ADV,ülähän,dessus
837,oben::ADV,ülähän,en haut
838,hinauf::ADV,ülez,en haut
839,hinauf::ADV,ülez,vers le haut
840,hinauf::ADV,ülähäks,en haut
841,hinauf::ADV,ülähäks,vers le haut
842,überall::ADV,kaikjal,partout
843,nicht::ADV,ei,ne ... pas
844,ein wenig::ADV,vähän,un peu
