,Concept_ID,zh,de
100,Bach::N,溪,Bach
101,Fluss::N,河流,Fluss
102,Ufer::N,岸,Ufer
103,Küste::N,海岸,Küste
104,Festland::N,大陆,Festland
105,Meer::N,海,Meer
106,Bucht::N,海湾,Bucht
107,Insel::N,岛,Insel
108,Blume::N,花,Blume
109,Gras::N,草,Gras
110,Wurzel::N,根,Wurzel
111,Baum::N,树,Baum
112,Stamm::N,树干,Stamm
113,Rinde::N,树皮,Rinde
114,Ast::N,树枝,Ast
115,Zweig::N,树枝,Zweig
116,Blatt::N,叶子,Blatt
117,Birke::N,桦木,Birke
118,Kiefer[Baum]::N,松树,Kiefer
119,Weide[Baum]::N,柳树,Weide
120,Tanne::N,冷杉,Tanne
121,Horn::N,角,Horn
122,Feder::N,羽毛,Feder
123,Fell::N,皮毛,Fell
124,Flügel::N,翅膀,Flügel
125,Klaue::N,爪子,Klaue
126,Kralle::N,爪子,Kralle
127,Schwanz::N,尾巴,Schwanz
128,Ei::N,蛋,Ei
129,Nest::N,巢,Nest
130,Bau::N,穴,Bau
131,Tier::N,动物,Tier
132,Herde::N,群,Herde
133,Kuh::N,母牛,Kuh
134,Bulle::N,公牛,Bulle
135,Pferd::N,马,Pferd
136,Schaf::N,羊,Schaf
137,Schwein::N,猪,Schwein
138,Hund::N,狗,Hund
139,Katze::N,猫,Katze
140,Bär::N,熊,Bär
141,Eichhörnchen::N,松鼠,Eichhörnchen
142,Elch::N,麋鹿,Elch
143,Fuchs::N,狐狸,Fuchs
144,Hase::N,兔子,Hase
145,Maus::N,老鼠,Maus
146,Wolf::N,狼,Wolf
147,Vogel::N,鸟,Vogel
148,Schwarm::N,群,Schwarm
149,Huhn::N,鸡,Huhn
150,Hahn::N,公鸡,Hahn
151,Gans::N,鹅,Gans
152,Adler::N,鹰,Adler
153,Ente::N,鸭,Ente
154,Eule::N,猫头鹰,Eule
155,Kranich::N,鹤,Kranich
156,Krähe::N,乌鸦,Krähe
157,Kuckuck::N,布谷鸟,Kuckuck
158,Schwan::N,天鹅,Schwan
159,Fisch::N,鱼,Fisch
160,Barsch::N,鲈鱼,Barsch
161,Hecht::N,狗鱼,Hecht
162,Schlange[Tier]::N,蛇,Schlange
163,Wurm::N,蠕虫,Wurm
164,Spinne::N,蜘蛛,Spinne
165,Ameise::N,蚂蚁,Ameise
166,Laus::N,虱子,Laus
167,Mücke::N,蚊子,Mücke
168,Fliege::N,苍蝇,Fliege
169,Schmetterling::N,蝴蝶,Schmetterling
170,Beere::N,将果,Beere
171,Apfel::N,苹果,Apfel
172,Pilz::N,蘑菇,Pilz
173,Zwiebel::N,洋葱,Zwiebel
174,Saat::N,种子,Saat
175,Korn::N,谷粒,Korn
176,Heu::N,干草,Heu
177,Schale::N,壳,Schale
178,Grube::N,坑,Grube
179,Falle::N,圈套,Falle
180,Schlinge::N,活扣,Schlinge
181,Spur::N,踪迹,Spur
182,Asche::N,灰烬,Asche
183,Dreck::N,污垢,Dreck
184,Eisen::N,铁,Eisen
185,Gold::N,金子,Gold
186,Silber::N,银,Silber
187,Kohle::N,煤,Kohle
188,Glas::N,玻璃,Glas
189,Lehm::N,粘土,Lehm
190,Sand::N,沙,Sand
191,Mensch::N,人,Mensch
192,Mann::N,男子,Mann
193,Frau::N,妇女,Frau
194,Kind::N,小孩,Kind
195,Junge::N,男孩,Junge
196,Mädchen::N,女孩,Mädchen
197,Familie::N,家庭,Familie
198,Großvater::N,祖父,Großvater
199,Großmutter::N,祖母,Großmutter
200,Eltern::N,父母,Eltern
201,Vater::N,父亲,Vater
202,Mutter::N,母亲,Mutter
203,Sohn::N,儿子,Sohn
204,Tochter::N,女儿,Tochter
205,Bruder::N,兄弟,Bruder
206,Schwester::N,姐妹,Schwester
207,Onkel::N,伯父,Onkel
208,Tante::N,阿姨,Tante
209,Ehemann::N,丈夫,Ehemann
210,Ehefrau::N,妻子,Ehefrau
211,Freude::N,愉快,Freude
212,Gelächter::N,大笑,Gelächter
213,Glück::N,运气,Glück
214,Kummer::N,苦恼,Kummer
215,Wunsch::N,愿望,Wunsch
216,Lust::N,乐趣,Lust
217,Geist::N,精神,Geist
218,Gedanke::N,思想,Gedanke
219,Gedächtnis::N,记性,Gedächtnis
220,Verstand::N,理智,Verstand
221,Sinn::N,感觉,Sinn
222,Grund::N,理由,Grund
223,Wahrheit::N,真理,Wahrheit
224,Gespräch::N,谈话,Gespräch
225,Märchen::N,童话,Märchen
226,Erzählung::N,故事,Erzählung
227,Nachricht::N,消息,Nachricht
228,Neuigkeit::N,新闻,Neuigkeit
229,Name::N,名字,Name
230,Rätsel::N,谜语,Rätsel
231,Rede::N,讲话,Rede
232,Sprache::N,语言,Sprache
233,Stimme::N,声音,Stimme
234,Wort::N,词,Wort
235,Zeichen::N,标记,Zeichen
236,Ruf::N,呼喊,Ruf
237,Lärm::N,噪音,Lärm
238,Laut::N,响声,Laut
239,Ton::N,声音,Ton
240,Lied::N,歌曲,Lied
241,Ruhe::N,安静,Ruhe
242,Leute::N,人们,Leute
243,Volk::N,人民,Volk
244,Arbeit::N,劳动,Arbeit
245,Gast::N,客人,Gast
246,Geschenk::N,礼物,Geschenk
247,Spiel::N,游戏,Spiel
248,Gesellschaft::N,陪同,Gesellschaft
249,Hilfe::N,帮助,Hilfe
250,Freund::N,朋友,Freund
251,Kamerad::N,同志,Kamerad
252,Angelegenheit::N,事情,Angelegenheit
253,Anzahl::N,数目,Anzahl
254,Art::N,种类,Art
255,Stück::N,块,Stück
256,Teil::N,部分,Teil
257,Hälfte::N,一半,Hälfte
258,Kreis::N,圆,Kreis
259,Kreuz::N,十字架,Kreuz
260,Linie::N,线条,Linie
261,Strich::N,划,Strich
262,Abstand::N,距离,Abstand
263,Entfernung::N,距离,Entfernung
264,Gegend::N,地区,Gegend
265,Platz::N,场所,Platz
266,Ort::N,地点,Ort
267,Seite::N,面,Seite
268,Mitte::N,中间,Mitte
269,Gegenstand::N,物品,Gegenstand
270,Sache::N,物,Sache
271,Rand::N,边,Rand
272,Kante::N,棱,Kante
273,Ecke::N,角,Ecke
274,Spitze::N,尖,Spitze
275,Ende::N,结尾,Ende
276,Loch::N,洞,Loch
277,Winkel::N,角度,Winkel
278,Muster::N,模型,Muster
279,Größe::N,大小,Größe
280,Länge::N,长度,Länge
281,Höhe::N,高度,Höhe
282,Gewicht::N,重量,Gewicht
283,Menge::N,数量,Menge
284,Haufen::N,堆,Haufen
285,Reihe::N,行,Reihe
286,Boot::N,小船,Boot
287,Ruder::N,奖,Ruder
288,Schlitten::N,雪橇,Schlitten
289,Ski::N,雪板,Ski
290,Lagerfeuer::N,营火,Lagerfeuer
291,Last::N,负担,Last
292,Gang::N,行走,Gang
293,Schritt::N,步伐,Schritt
294,Norden::N,北,Norden
295,Süden::N,南,Süden
296,Westen::N,西,Westen
297,Osten::N,东,Osten
298,Holz::N,木材,Holz
299,Brett::N,木板,Brett
300,Platte::N,平板,Platte
301,Stütze::N,支架,Stütze
302,Stange::N,杆,Stange
303,Stock::N,棒,Stock
304,Stab::N,棍,Stab
305,Rohr::N,管子,Rohr
306,Haus::N,房屋,Haus
307,Heim::N,家,Heim
308,Ofen::N,炉子,Ofen
309,Fußboden::N,地板,Fußboden
310,Tisch::N,桌子,Tisch
311,Stuhl::N,椅子,Stuhl
312,Wiege::N,摇蓝,Wiege
313,Bett::N,床,Bett
314,Regal::N,架子,Regal
315,Kiste::N,箱子,Kiste
316,Fenster::N,窗户,Fenster
317,Tür::N,门,Tür
318,Tor::N,大门,Tor
319,Zaun::N,篱笆,Zaun
320,Dach::N,屋顶,Dach
321,Leiter::N,梯子,Leiter
322,Besen::N,扫帚,Besen
323,Spaten::N,铁锹,Spaten
324,Schaufel::N,铁锹,Schaufel
325,Gabel::N,叉,Gabel
326,Löffel::N,食匙,Löffel
327,Messer::N,刀,Messer
328,Nagel::N,钉子,Nagel
329,Netz::N,网,Netz
330,Haken::N,钩子,Haken
331,Griff::N,把柄,Griff
332,Schloss::N,锁,Schloss
333,Bild::N,图画,Bild
334,Figur::N,人像,Figur
335,Puppe::N,娃娃,Puppe
336,Beutel::N,袋子,Beutel
337,Bündel::N,捆,Bündel
338,Tasche::N,手提包,Tasche
339,Eimer::N,桶,Eimer
340,Deckel::N,盖子,Deckel
341,Geschirr::N,餐具,Geschirr
342,Sack::N,袋子,Sack
343,Tasse::N,杯子,Tasse
344,Topf::N,锅,Topf
345,Kessel::N,水壶,Kessel
346,Essen::N,进餐,Essen
347,Nahrung::N,食物,Nahrung
348,Speise::N,菜肴,Speise
349,Fleisch::N,肉,Fleisch
350,Getreide::N,谷物,Getreide
351,Brei::N,粥,Brei
352,Brot::N,面包,Brot
353,Scheibe::N,片,Scheibe
354,Fett::N,脂肪,Fett
355,Butter::N,黄油,Butter
356,Öl::N,油,Öl
357,Salz::N,盐,Salz
358,Suppe::N,汤,Suppe
359,Honig::N,蜂蜜,Honig
360,Milch::N,奶,Milch
361,Tee::N,茶,Tee
362,Leder::N,皮革,Leder
363,Wolle::N,毛线,Wolle
364,Stoff::N,织物,Stoff
365,Nadel::N,针,Nadel
366,Faden::N,线,Faden
367,Knopf::N,纽扣,Knopf
368,Knoten::N,结,Knoten
369,Farbe::N,颜色,Farbe
370,Kleidung::N,衣服,Kleidung
371,Hemd::N,衬衫,Hemd
372,Kragen::N,领子,Kragen
373,Ärmel::N,袖子,Ärmel
374,Hose::N,裤子,Hose
375,Gürtel::N,腰带,Gürtel
376,Mütze::N,帽子,Mütze
377,Schuh::N,鞋,Schuh
378,Stiefel::N,靴子,Stiefel
379,Ring::N,戒指,Ring
380,Band::N,带子,Band
381,Kamm::N,梳子,Kamm
382,Spiegel::N,镜子,Spiegel
383,Riemen::N,皮带,Riemen
384,Schnur::N,绳子,Schnur
385,Leine::N,皮带,Leine
386,Decke::N,被子,Decke
387,Kissen::N,软垫,Kissen
388,Tuch::N,巾,Tuch
389,Handtuch::N,手巾,Handtuch
390,Kraft::N,力,Kraft
391,Stärke::N,力量,Stärke
392,Gesundheit::N,健康,Gesundheit
393,Krankheit::N,病,Krankheit
394,Schmerz::N,痛,Schmerz
395,Wunde::N,伤口,Wunde
396,Fieber::N,发烧,Fieber
397,Arznei::N,药,Arznei
398,Brücke::N,桥,Brücke
399,Brunnen::N,井,Brunnen
400,Weide::N,牧场,Weide
401,Pfad::N,小路,Pfad
402,Weg::N,路,Weg
403,Straße::N,街,Straße
404,Dorf::N,村庄,Dorf
405,Stadt::N,城市,Stadt
406,Brief::N,信,Brief
407,Buch::N,书,Buch
408,Buchstabe::N,字母,Buchstabe
409,Zeitung::N,报纸,Zeitung
410,Leben::N,生命,Leben
411,Tod::N,死亡,Tod
412,Grab::N,坟墓,Grab
413,Kirche::N,教堂,Kirche
414,Sünde::N,罪,Sünde
415,Gott::N,上帝,Gott
416,Arbeiter::N,工人,Arbeiter
417,Chef::N,上司,Chef
418,Meister::N,师傅,Meister
419,Arzt::N,医生,Arzt
420,Lehrer::N,教师,Lehrer
421,Geld::N,钱,Geld
422,Geschäft::N,交易,Geschäft
423,Laden::N,商店,Laden
424,Preis::N,价格,Preis
425,Ware::N,商品,Ware
426,Nutzen::N,好处,Nutzen
427,Reichtum::N,财富,Reichtum
428,Welt::N,世界,Welt
429,Land::N,国家,Land
430,Staat::N,国家,Staat
431,König::N,国王,König
432,Macht::N,权力,Macht
433,Grenze::N,边界,Grenze
434,Krieg::N,战争,Krieg
435,Feind::N,敌人,Feind
436,Gewalt::N,暴力,Gewalt
437,Kampf::N,战斗,Kampf
438,Bogen[Waffe]::N,弓,Bogen
439,Pfeil::N,箭,Pfeil
440,Gewehr::N,枪,Gewehr
441,Fehler::N,错误,Fehler
442,Lüge::N,谎话,Lüge
443,Schaden::N,损失,Schaden
444,Unglück::N,不幸,Unglück
445,Schuld::N,过错,Schuld
446,Alter::N,年龄,Alter
447,Schluss::N,结束,Schluss
448,Zeit::N,时间,Zeit
449,Tag::N,天,Tag
450,Morgen::N,早晨,Morgen
451,Mittag::N,中午,Mittag
452,Abend::N,晚上,Abend
453,Nacht::N,夜,Nacht
454,Woche::N,星期,Woche
455,Monat::N,月,Monat
456,Jahr::N,年,Jahr
457,Frühling::N,春天,Frühling
458,Sommer::N,夏天,Sommer
459,Herbst::N,秋天,Herbst
460,Winter::N,冬天,Winter
461,Januar::N,一月,Januar
462,Februar::N,二月,Februar
463,März::N,三月,März
464,April::N,四月,April
465,Mai::N,五月,Mai
466,Juni::N,六月,Juni
467,Juli::N,七月,Juli
468,August::N,八月,August
469,September::N,九月,September
470,Oktober::N,十月,Oktober
471,November::N,十一月,November
472,Dezember::N,十二月,Dezember
473,Montag::N,星期一,Montag
474,Dienstag::N,星期二,Dienstag
475,Mittwoch::N,星期三,Mittwoch
476,Donnerstag::N,星期四,Donnerstag
477,Freitag::N,星期五,Freitag
478,Samstag::N,星期六,Samstag
479,Sonntag::N,星期日,Sonntag
480,groß::A,大,groß
481,klein::A,小,klein
482,lang::A,长,lang
483,kurz::A,短,kurz
484,breit::A,宽,breit
485,schmal::A,细长的,schmal
486,dicht::A,密,dicht
487,dick[Gegenstand]::A,厚,dick
488,dünn::A,薄,dünn
489,fein::A,细小,fein
490,fest::A,固体,fest
491,flach::A,平坦,flach
492,glatt::A,光滑,glatt
493,hart::A,硬,hart
494,weich::A,软,weich
495,rund::A,圆,rund
496,spitz::A,尖,spitz
497,scharf::A,锋利,scharf
498,stumpf::A,钝,stumpf
499,schwer::A,重,schwer
500,schön::A,美丽,schön
501,heiß::A,烫,heiß
502,warm::A,暖和,warm
503,kalt::A,冷,kalt
504,kühl::A,凉,kühl
505,frisch::A,新鲜,frisch
506,feucht::A,潮湿,feucht
507,nass::A,湿,nass
508,trocken::A,干,trocken
509,voll::A,满,voll
510,leer::A,空,leer
511,offen::A,敞开,offen
512,geschlossen::A,关闭,geschlossen
513,sauber::A,干净,sauber
514,schmutzig::A,肮脏,schmutzig
515,roh::A,生,roh
516,reif::A,成熟,reif
517,lecker::A,好吃,lecker
518,süß::A,甜,süß
519,bitter::A,苦,bitter
520,sauer::A,酸,sauer
521,hell::A,亮,hell
522,dunkel::A,阴暗,dunkel
523,schwarz::A,黑,schwarz
524,weiß::A,白,weiß
525,rot::A,红,rot
526,gelb::A,黄,gelb
527,blau::A,蓝,blau
528,grün::A,绿,grün
529,grau::A,灰色,grau
530,bunt::A,五彩,bunt
531,billig::A,便宜,billig
532,teuer::A,贵,teuer
533,wertvoll::A,贵重,wertvoll
534,blind::A,瞎,blind
535,taub::A,聋,taub
536,kräftig::A,强壮,kräftig
537,stark::A,强壮,stark
538,schwach::A,弱,schwach
539,fett::A,胖,fett
540,schlank::A,苗条,schlank
541,hübsch::A,漂亮,hübsch
542,böse::A,邪恶,böse
543,dumm::A,笨,dumm
544,faul::A,懒惰,faul
545,fleißig::A,勤奋,fleißig
546,geizig::A,吝啬,geizig
547,klug::A,聪明,klug
548,geschickt::A,灵巧,geschickt
549,lieb::A,可爱,lieb
550,lustig::A,快乐,lustig
551,sanft::A,柔和,sanft
552,hungrig::A,饥饿,hungrig
553,krank::A,患病,krank
554,nackt::A,裸体,nackt
555,traurig::A,悲哀,traurig
556,lebendig::A,活,lebendig
557,gut::A,好,gut
558,schlecht::A,坏,schlecht
559,richtig::A,正确,richtig
560,schlimm::A,糟糕,schlimm
561,wahr::A,真,wahr
562,alt::A,旧,alt
563,neu::A,新,neu
564,ehemalig::A,以前,ehemalig
565,alt[Lebewesen]::A,老,alt
566,jung::A,年轻,jung
567,arm::A,贫穷,arm
568,reich::A,富裕,reich
569,bekannt::A,出名,bekannt
570,berühmt::A,著名,berühmt
571,fremd::A,陌生,fremd
572,verschieden::A,不同,verschieden
573,nah::A,近,nah
574,fern::A,遥远,fern
575,linker::A,左,linker
576,rechter::A,右,rechter
577,anderer::A,别的,anderer
578,erster::A,第一,erster
579,zweiter::A,第二,zweiter
580,dritter::A,第三,dritter
581,letzter::A,最后,letzter
582,allein::ADV,单独,allein
583,auf einmal::ADV,同时,auf einmal
584,zusammen::ADV,一起,zusammen
585,lange::ADV,许久,lange
586,plötzlich::ADV,忽然,plötzlich
587,sofort::ADV,立刻,sofort
588,später::ADV,以后,später
589,jetzt::ADV,现在,jetzt
590,heute::ADV,今天,heute
591,morgen::ADV,明天,morgen
592,bald::ADV,即将,bald
593,dann::ADV,然后,dann
594,gestern::ADV,昨天,gestern
595,einst::ADV,曾经,einst
596,damals::ADV,当时,damals
597,danach::ADV,随后,danach
598,vorher::ADV,事先,vorher
599,zuerst::ADV,首先,zuerst
600,einmal::ADV,一次,einmal
601,manchmal::ADV,有时,manchmal
602,oft::ADV,时常,oft
603,immer::ADV,总是,immer
604,niemals::ADV,从未,niemals
605,hier::ADV,这里,hier
606,hierhin::ADV,到这里,hierhin
607,von hier::ADV,由此,von hier
608,dort::ADV,那里,dort
609,dorthin::ADV,到那里,dorthin
610,geradeaus::ADV,一直往前,geradeaus
611,vorwärts::ADV,向前,vorwärts
612,rückwärts::ADV,向后,rückwärts
613,zurück::ADV,退后,zurück
614,unten::ADV,下面,unten
615,hinab::ADV,向下,hinab
616,oben::ADV,上面,oben
617,hinauf::ADV,向上,hinauf
618,überall::ADV,到处,überall
619,nicht::ADV,不,nicht
620,ein wenig::ADV,一点儿,ein wenig
621,kaum::ADV,几乎不,kaum
622,sehr::ADV,很,sehr
623,so::ADV,如此,so
624,noch::ADV,还,noch
625,nur::ADV,只,nur
626,schon::ADV,已经,schon
627,wieder::ADV,又,wieder
628,vor::PRP,在...面前,vor
629,hinter::PRP,在...背后,hinter
630,unter::PRP,在...下面,unter
631,durch::PRP,穿过,durch
632,neben::PRP,在...旁,neben
633,zwischen::PRP,在...之间,zwischen
634,wegen::PRP,由于,wegen
635,dies::PRN,这,dies
636,das::PRN,那,das
637,alles::PRN,一切,alles
638,ich::PRN,我,ich
639,du::PRN,你,du
640,er::PRN,他,er
641,wir::PRN,我们,wir
642,ihr::PRN,你们,ihr
643,sie::PRN,她,sie
644,was::FPRN,什么,was
645,wer::FPRN,谁,wer
646,wo::FADV,哪里,wo
647,wohin::FADV,去哪里,wohin
648,wie::FADV,怎么,wie
649,warum::FADV,为什么,warum
650,wieviel::FNUM,多少,wieviel
651,eins::NUM,一,eins
652,zwei::NUM,二,zwei
653,drei::NUM,三,drei
654,vier::NUM,四,vier
655,fünf::NUM,五,fünf
656,sechs::NUM,六,sechs
657,sieben::NUM,七,sieben
658,acht::NUM,八,acht
659,neun::NUM,九,neun
660,zehn::NUM,十,zehn
661,elf::NUM,十一,elf
662,zwölf::NUM,十二,zwölf
663,zwanzig::NUM,二十,zwanzig
664,dreißig::NUM,三十,dreißig
665,vierzig::NUM,四十,vierzig
666,fünfzig::NUM,五十,fünfzig
667,sechzig::NUM,六十,sechzig
668,siebzig::NUM,七十,siebzig
669,achtzig::NUM,八十,achtzig
670,neunzig::NUM,九十,neunzig
671,hundert::NUM,百,hundert
672,tausend::NUM,千,tausend
673,und::CNJ,和,und
674,oder::CNJ,或者,oder
675,stehen::V,站,stehen
676,sitzen::V,坐,sitzen
677,liegen::V,躺着,liegen
678,hängen::V,挂着,hängen
679,werden::V,成为,werden
680,passieren::V,发生,passieren
681,beginnen::V,开始,beginnen
682,enden::V,终止,enden
683,wechseln::V,变迁,wechseln
684,aufgehen[Sonne]::V,升起,aufgehen
685,untergehen[Sonne]::V,下落,untergehen
686,scheinen[Sonne]::V,照射,scheinen
687,donnern::V,打雷,donnern
688,wehen::V,飘扬,wehen
689,strömen::V,流,strömen
690,fließen::V,流动,fließen
691,sich drehen::V,转动,sich drehen
692,schwanken::V,摇摆,schwanken
693,schwingen::V,摇,schwingen
694,fallen::V,坠落,fallen
695,brennen::V,燃烧,brennen
696,rauchen::V,冒烟,rauchen
697,regnen::V,下雨,regnen
698,gefrieren::V,结冰,gefrieren
699,tauen::V,融化,tauen
700,schmelzen::V,溶化,schmelzen
701,trocknen::V,变干,trocknen
702,sieden::V,煮,sieden
703,faulen::V,腐烂,faulen
704,verfaulen::V,腐烂,verfaulen
705,reißen::V,撕,reißen
706,versinken::V,下沉,versinken
707,vergehen::V,流逝,vergehen
708,erscheinen::V,出现,erscheinen
709,verschwinden::V,消失,verschwinden
710,sinken::V,下降,sinken
711,abnehmen::V,减少,abnehmen
712,zunehmen::V,增加,zunehmen
713,steigen::V,上升,steigen
714,wachsen::V,生长,wachsen
715,glänzen::V,发光,glänzen
716,funkeln::V,闪烁,funkeln
717,lärmen::V,吵闹,lärmen
718,läuten::V,响,läuten
719,klingeln::V,按铃,klingeln
720,brausen::V,疾驶,brausen
721,klingen::V,听起来,klingen
722,bellen::V,吠,bellen
723,heulen::V,嗥,heulen
724,blasen::V,吹,blasen
725,pfeifen::V,吹口哨,pfeifen
726,schreien::V,叫喊,schreien
727,stöhnen::V,呻吟,stöhnen
728,zittern::V,颤抖,zittern
729,leben::V,生存,leben
730,geboren werden::V,出生,geboren werden
731,atmen::V,呼吸,atmen
732,trinken::V,喝,trinken
733,essen::V,吃,essen
734,schlucken::V,咽,schlucken
735,müde werden::V,疲倦,müde werden
736,einschlafen::V,入睡,einschlafen
737,schlafen::V,睡觉,schlafen
738,aufwachen::V,睡醒,aufwachen
739,aufstehen::V,起床,aufstehen
740,sich erholen::V,休养,sich erholen
741,krank werden::V,生病,krank werden
742,krank sein::V,生病,krank sein
743,schmerzen::V,疼痛,schmerzen
744,husten::V,咳,husten
745,genesen::V,痊愈,genesen
746,sterben::V,死,sterben
747,umkommen::V,丧命,umkommen
748,sich bewegen::V,移动,sich bewegen
749,sich rühren::V,动弹,sich rühren
750,sich erheben::V,站起,sich erheben
751,sich setzen::V,坐,sich setzen
752,hinfallen::V,跌倒,hinfallen
753,laufen::V,步行,laufen
754,schreiten::V,迈步,schreiten
755,spazierengehen::V,散步,spazierengehen
756,eilen::V,急忙,eilen
757,sich beeilen::V,赶快,sich beeilen
758,sausen::V,疾驰,sausen
759,rennen::V,奔跑,rennen
760,springen::V,跳,springen
761,klettern::V,攀缘,klettern
762,schaukeln::V,荡秋千,schaukeln
763,kriechen::V,爬行,kriechen
764,schwimmen::V,游泳,schwimmen
765,tauchen::V,潜水,tauchen
766,rudern::V,划船,rudern
767,fahren::V,行驶,fahren
768,fliegen::V,飞,fliegen
769,gehen::V,走,gehen
770,weggehen::V,离去,weggehen
771,abfahren::V,出发,abfahren
772,anhalten::V,停住,anhalten
773,hineingehen::V,进去,hineingehen
774,eintreten::V,进入,eintreten
775,kommen::V,来,kommen
776,ankommen::V,到达,ankommen
777,zurückkommen::V,回来,zurückkommen
778,bleiben::V,停留,bleiben
779,warten::V,等,warten
780,erwarten::V,等候,erwarten
781,suchen::V,找,suchen
782,finden::V,找到,finden
783,versuchen::V,尝试,versuchen
784,vorbereiten::V,预备,vorbereiten
785,lieben::V,爱,lieben
786,mögen::V,喜欢,mögen
787,lachen::V,笑,lachen
788,weinen::V,哭,weinen
789,schimpfen::V,骂,schimpfen
790,sich ärgern::V,生气,sich ärgern
791,sich fürchten::V,害怕,sich fürchten
792,fürchten::V,害怕,fürchten
793,fliehen::V,逃走,fliehen
794,flüchten::V,逃跑,flüchten
795,sehen::V,看,sehen
796,anschauen::V,注视,anschauen
797,ansehen::V,注视,ansehen
798,hören::V,听,hören
799,zuhören::V,倾听,zuhören
800,probieren::V,尝,probieren
801,riechen::V,闻,riechen
802,fühlen::V,感到,fühlen
803,scheinen::V,照耀,scheinen
804,zu sehen sein::V,可以看到,zu sehen sein
805,vernehmen::V,审讯,vernehmen
806,frieren::V,觉得冷,frieren
807,tun::V,作,tun
808,können::V,能,können
809,wollen::V,要,wollen
810,anfangen::V,开始,anfangen
811,beenden::V,结束,beenden
812,aufhören::V,停止,aufhören
813,gelingen::V,成功,gelingen
814,geraten::V,陷于,geraten
815,öffnen::V,打开,öffnen
816,schließen::V,关,schließen
817,stellen::V,放,stellen
818,setzen::V,放,setzen
819,legen::V,摆,legen
820,berühren::V,触,berühren
821,verbinden::V,联结,verbinden
822,bedecken::V,覆盖,bedecken
823,aufhängen::V,挂,aufhängen
824,anzünden::V,点,anzünden
825,aufheben::V,拾起,aufheben
826,zurücklassen::V,遗留,zurücklassen
827,verlieren::V,丧失,verlieren
828,fallen lassen::V,让掉下,fallen lassen
