,Concept_ID,ro,hr
143,Abhang::N,versant,obronak
144,Abhang::N,versant,nizbrdica
145,Quelle::N,izvor,izvor
146,Quelle::N,izvor,vrelo
147,Bach::N,gârlă,potok
148,Fluss::N,râu,rijeka
149,Fluss::N,fluviu,rijeka
150,Ufer::N,mal,obala
151,Ufer::N,țărm,obala
152,Küste::N,coastă,obala
153,Küste::N,coastă,morska obala
154,Festland::N,uscat,kopno
155,Meer::N,mare,more
156,Bucht::N,golf,zaliv
157,Insel::N,insulă,ada
158,Insel::N,insulă,otok
159,Blume::N,floare,cvijet
160,Gras::N,iarbă,trava
161,Wurzel::N,rădăcină,korijen
162,Baum::N,copac,drvo
163,Baum::N,copac,stablo
164,Baum::N,arbore,drvo
165,Baum::N,arbore,stablo
166,Stamm::N,tulpină,deblo
167,Stamm::N,tulpină,stablo
168,Rinde::N,scoarță,kora
169,Ast::N,cracă,grana
170,Ast::N,creangă,grana
171,Zweig::N,ramură,grana
172,Zweig::N,creangă,grana
173,Blatt::N,frunză,list
174,Birke::N,mesteacăn,breza
175,Kiefer[Baum]::N,pin,bor
176,Weide[Baum]::N,salcie,iva
177,Weide[Baum]::N,salcie,vŕba
178,Weide[Baum]::N,răchită,iva
179,Weide[Baum]::N,răchită,vŕba
180,Tanne::N,brad,jela
181,Horn::N,corn,rog
182,Feder::N,pană,pero
183,Fell::N,piele,koža
184,Flügel::N,aripă,krilo
185,Klaue::N,gheară,papak
186,Kralle::N,labă,pandža
187,Kralle::N,gheară,pandža
188,Schwanz::N,coadă,rep
189,Ei::N,ou,jaje
190,Nest::N,cuib,gnijezdo
191,Bau::N,bârlog,jazbina
192,Bau::N,vizuină,jazbina
193,Tier::N,animal,životinja
194,Herde::N,turmă,krdo
195,Herde::N,turmă,stado
196,Herde::N,cireadă,krdo
197,Herde::N,cireadă,stado
198,Kuh::N,vacă,krava
199,Bulle::N,taur,bik
200,Pferd::N,cal,konj
201,Schaf::N,oaie,ovca
202,Schwein::N,porc,svinja
203,Hund::N,câine,pas
204,Hund::N,câine,pseto
205,Katze::N,pisică,mačka
206,Bär::N,urs,medvjed
207,Eichhörnchen::N,veveriță,vjeverica
208,Elch::N,elan,los
209,Fuchs::N,vulpe,lisica
210,Hase::N,iepure,zec
211,Maus::N,șoarece,miš
212,Wolf::N,lup,vuk
213,Wolf::N,lup,kurjak
214,Vogel::N,pasăre,ptica
215,Schwarm::N,cârd,roj
216,Schwarm::N,cârd,jato
217,Huhn::N,găină,kokoš
218,Hahn::N,cocoș,kokot
219,Hahn::N,cocoș,pijevac
220,Gans::N,gâscă,guska
221,Adler::N,vultur,orao
222,Ente::N,rață,patka
223,Eule::N,bufniță,sova
224,Kranich::N,cocor,ždral
225,Krähe::N,cioară,vrana
226,Kuckuck::N,cuc,kukavica
227,Schwan::N,lebădă,labud
228,Fisch::N,pește,riba
229,Barsch::N,biban,grgeč
230,Hecht::N,știucă,štuka
231,Schlange[Tier]::N,șarpe,guja
232,Schlange[Tier]::N,șarpe,zmija
233,Wurm::N,vierme,crv
234,Spinne::N,păianjen,pauk
235,Ameise::N,furnică,mrav
236,Laus::N,păduche,uš
237,Mücke::N,țânțar,komarac
238,Fliege::N,muscă,muha
239,Schmetterling::N,fluture,leptir
240,Beere::N,boabă,boba
241,Beere::N,boabă,bobica
242,Apfel::N,măr,jabuka
243,Pilz::N,burete,pečurka
244,Pilz::N,ciupercă,pečurka
245,Zwiebel::N,ceapă,luk
246,Zwiebel::N,ceapă,kapula
247,Saat::N,semănătură,sjemenje
248,Korn::N,grâu,zrno
249,Heu::N,fân,sijeno
250,Schale::N,coajă,kora
251,Schale::N,coajă,ljuska
252,Grube::N,groapă,jama
253,Falle::N,cursă,zamka
254,Falle::N,cursă,klopka
255,Falle::N,capcană,zamka
256,Falle::N,capcană,klopka
257,Schlinge::N,laț,uzao
258,Schlinge::N,laț,petlja
259,Spur::N,dâră,trag
260,Spur::N,dâră,slijed
261,Asche::N,cenușă,pepeo
262,Dreck::N,noroi,blato
263,Dreck::N,murdărie,blato
264,Eisen::N,fier,željezo
265,Gold::N,aur,zlato
266,Silber::N,argint,srebro
267,Kohle::N,cărbune,ugalj
268,Kohle::N,cărbune,ugljen
269,Glas::N,sticlă,staklo
270,Lehm::N,lut,glina
271,Lehm::N,lut,ilovača
272,Lehm::N,humă,glina
273,Lehm::N,humă,ilovača
274,Sand::N,nisip,pijesak
275,Mensch::N,om,čovjek
276,Mensch::N,persoană,čovjek
277,Mann::N,om,muškarac
278,Mann::N,bărbat,muškarac
279,Frau::N,femeie,žena
280,Kind::N,copil,čedo
281,Kind::N,copil,dijete
282,Junge::N,băiat,momče
283,Junge::N,băiat,dječak
284,Junge::N,flăcău,momče
285,Junge::N,flăcău,dječak
286,Mädchen::N,fată,djevojka
287,Mädchen::N,fată,djevojčica
288,Familie::N,familie,obitelj
289,Familie::N,familie,porodica
290,Großvater::N,bunic,djed
291,Großvater::N,tată mare,djed
292,Großmutter::N,bunică,baka
293,Großmutter::N,mamă mare,baka
294,Eltern::N,părinți,roditelji
295,Vater::N,tată,otac
296,Vater::N,părinte,otac
297,Mutter::N,mamă,majka
298,Sohn::N,fiu,sin
299,Sohn::N,fecior,sin
300,Tochter::N,fiică,kći
301,Tochter::N,fiică,kćerka
302,Bruder::N,frate,brat
303,Schwester::N,soră,sestra
304,Onkel::N,unchi,čika
305,Onkel::N,unchi,ujak
306,Tante::N,mătușă,ujna
307,Tante::N,mătușă,tetka
308,Ehemann::N,soț,muž
309,Ehemann::N,soț,suprug
310,Ehemann::N,bărbat,muž
311,Ehemann::N,bărbat,suprug
312,Ehefrau::N,soție,žena
313,Ehefrau::N,soție,supruga
314,Freude::N,bucurie,radost
315,Gelächter::N,râset,grohot
316,Glück::N,fericire,sreća
317,Kummer::N,mâhnire,jad
318,Kummer::N,mâhnire,briga
319,Wunsch::N,dorință,želja
320,Wunsch::N,deziderat,želja
321,Lust::N,poftă,volja
322,Lust::N,înclinare,volja
323,Geist::N,duh,duh
324,Geist::N,minte,duh
325,Geist::N,suflet,duh
326,Gedanke::N,gând,misao
327,Gedanke::N,cuget,misao
328,Gedächtnis::N,memorie,pamćenje
329,Verstand::N,minte,um
330,Verstand::N,minte,razum
331,Verstand::N,intelect,um
332,Verstand::N,intelect,razum
333,Sinn::N,sens,smisao
334,Sinn::N,sens,značenje
335,Sinn::N,înțeles,smisao
336,Sinn::N,înțeles,značenje
337,Grund::N,cauză,razlog
338,Grund::N,pricină,razlog
339,Wahrheit::N,adevăr,istina
340,Gespräch::N,convorbire,razgovor
341,Gespräch::N,conversație,razgovor
342,Märchen::N,basm,bajka
343,Märchen::N,poveste,bajka
344,Erzählung::N,poveste,priča
345,Erzählung::N,poveste,pripovijest
346,Nachricht::N,veste,vijest
347,Neuigkeit::N,noutate,novost
348,Neuigkeit::N,actualitate,novost
349,Name::N,nume,ime
350,Rätsel::N,ghicitoare,zagonetka
351,Rede::N,discurs,govor
352,Rede::N,discurs,besjeda
353,Sprache::N,limbă,jezik
354,Sprache::N,limbaj,jezik
355,Stimme::N,glas,glas
356,Wort::N,cuvânt,riječ
357,Zeichen::N,semn,znak
358,Zeichen::N,semnal,znak
359,Ruf::N,chemare,povik
360,Ruf::N,chemare,poklik
361,Lärm::N,zgomot,buka
362,Lärm::N,zgomot,galama
363,Lärm::N,tărăboi,buka
364,Lärm::N,tărăboi,galama
365,Laut::N,sunet,zvuk
366,Ton::N,ton,ton
367,Lied::N,cântec,pjesma
368,Ruhe::N,odihnă,tišina
369,Ruhe::N,odihnă,počinak
370,Ruhe::N,liniște,tišina
371,Ruhe::N,liniște,počinak
372,Leute::N,lume,ljudi
373,Leute::N,oameni,ljudi
374,Volk::N,popor,puk
375,Volk::N,popor,narod
376,Volk::N,națiune,puk
377,Volk::N,națiune,narod
378,Arbeit::N,lucru,rad
379,Arbeit::N,lucru,posao
380,Gast::N,musafir,gost
381,Geschenk::N,dar,dar
382,Geschenk::N,dar,poklon
383,Geschenk::N,cadou,dar
384,Geschenk::N,cadou,poklon
385,Spiel::N,joc,igra
386,Gesellschaft::N,societate,društvo
387,Gesellschaft::N,societate,kompanija
388,Hilfe::N,ajutor,pomoć
389,Freund::N,amic,prijatelj
390,Freund::N,prieten,prijatelj
391,Kamerad::N,tovarăș,drug
392,Kamerad::N,tovarăș,drugar
393,Angelegenheit::N,afacere,posao
394,Anzahl::N,număr,broj
395,Anzahl::N,număr,brojnost
396,Anzahl::N,cantitate,broj
397,Anzahl::N,cantitate,brojnost
398,Art::N,fel,vid
399,Art::N,fel,vrst
400,Art::N,specie,vid
401,Art::N,specie,vrst
402,Stück::N,bucată,komad
403,Teil::N,parte,dio
404,Teil::N,porție,dio
405,Hälfte::N,jumătate,polovina
406,Kreis::N,cerc,krug
407,Kreuz::N,cruce,križ
408,Linie::N,linie,crta
409,Strich::N,linie,crta
410,Strich::N,trăsătură,crta
411,Abstand::N,distanță,razmak
412,Abstand::N,distanță,odstojanje
413,Abstand::N,depărtare,razmak
414,Abstand::N,depărtare,odstojanje
415,Entfernung::N,distanță,udaljenost
416,Entfernung::N,depărtare,udaljenost
417,Gegend::N,regiune,kraj
418,Gegend::N,regiune,predeo
419,Platz::N,loc,mjesto
420,Ort::N,loc,mjesto
421,Seite::N,latură,bok
422,Seite::N,latură,strana
423,Mitte::N,centru,sredina
424,Gegenstand::N,obiect,predmet
425,Sache::N,lucru,posao
426,Sache::N,chestie,posao
427,Rand::N,bordură,rub
428,Rand::N,bordură,kraj
429,Kante::N,muchie,brid
430,Kante::N,muchie,ivica
431,Kante::N,bordură,brid
432,Kante::N,bordură,ivica
433,Ecke::N,colț,ugao
434,Spitze::N,vârf,vrh
435,Spitze::N,vârf,šiljak
436,Spitze::N,creștet,vrh
437,Spitze::N,creștet,šiljak
438,Ende::N,capăt,konac
439,Loch::N,gaură,rupa
440,Winkel::N,colț,kut
441,Winkel::N,colț,ugao
442,Muster::N,desen,uzor
443,Größe::N,mărime,veličina
444,Länge::N,lungime,duljina
445,Höhe::N,înălțime,visina
446,Gewicht::N,greutate,težina
447,Menge::N,cantitate,mnoštvo
448,Menge::N,cantitate,količina
449,Haufen::N,grămadă,hrpa
450,Haufen::N,grămadă,gomila
451,Reihe::N,șir,red
452,Reihe::N,rând,red
453,Boot::N,barcă,čun
454,Boot::N,barcă,čamac
455,Boot::N,luntre,čun
456,Boot::N,luntre,čamac
457,Ruder::N,vâslă,veslo
458,Ruder::N,lopată,veslo
459,Schlitten::N,sanie,saone
460,Ski::N,schi,ski
461,Ski::N,schi,smučka
462,Lagerfeuer::N,foc de tabără,logorska vatra
463,Last::N,povară,tovar
464,Last::N,sarcină,tovar
465,Gang::N,mers,hod
466,Gang::N,umblet,hod
467,Schritt::N,pas,korak
468,Norden::N,nord,sjever
469,Norden::N,miazănoapte,sjever
470,Süden::N,sud,jug
471,Süden::N,miazăzi,jug
472,Westen::N,apus,zapad
473,Osten::N,est,istok
474,Osten::N,răsărit,istok
475,Holz::N,lemn,drvo
476,Brett::N,scândură,daska
477,Platte::N,placă,ploča
478,Stütze::N,proptea,potpora
479,Stange::N,bară,motka
480,Stange::N,prăjină,motka
481,Stock::N,băț,štap
482,Stock::N,băț,palica
483,Stock::N,baston,štap
484,Stock::N,baston,palica
485,Stab::N,baston,štap
486,Stab::N,baston,šipka
487,Stab::N,prăjină,štap
488,Stab::N,prăjină,šipka
489,Rohr::N,tub,cijev
490,Rohr::N,țeavă,cijev
491,Haus::N,casă,kuća
492,Heim::N,casă,dom
493,Heim::N,cămin,dom
494,Ofen::N,sobă,peć
495,Fußboden::N,podea,pod
496,Fußboden::N,dușumea,pod
497,Tisch::N,masă,stol
498,Tisch::N,masă,trpeza
499,Stuhl::N,scaun,stolac
500,Stuhl::N,scaun,stolica
501,Wiege::N,leagăn,kolijevka
502,Bett::N,pat,krevet
503,Bett::N,pat,postelja
504,Regal::N,rafturi,polica
505,Kiste::N,ladă,sanduk
506,Kiste::N,cutie,sanduk
507,Fenster::N,fereastră,prozor
508,Tür::N,ușă,vrata
509,Tor::N,poartă,vrata
510,Tor::N,poartă,kapija
511,Zaun::N,gard,plot
512,Zaun::N,gard,ograda
513,Dach::N,acoperiș,krov
514,Leiter::N,scară,ljestve
515,Leiter::N,scară,ljestvice
516,Besen::N,mătură,metla
517,Spaten::N,cazma,ašov
518,Spaten::N,hârleț,ašov
519,Schaufel::N,lopată,lopata
520,Gabel::N,furculiță,viljuška
521,Löffel::N,lingură,žlica
522,Messer::N,cuțit,nož
523,Nagel::N,cui,čavao
524,Netz::N,plasă,mreža
525,Haken::N,cârlig,kuka
526,Griff::N,mâner,držak
527,Griff::N,mâner,ručica
528,Schloss::N,lacăt,brava
529,Bild::N,tablou,slika
530,Bild::N,imagine,slika
531,Figur::N,chip,figura
532,Figur::N,figură,figura
533,Puppe::N,păpușă,lutka
534,Beutel::N,pungă,kesa
535,Beutel::N,săculeț,kesa
536,Bündel::N,mănunchi,snop
537,Bündel::N,mănunchi,svežanj
538,Tasche::N,geantă,torba
539,Tasche::N,geantă,taška
540,Eimer::N,găleată,kabao
541,Deckel::N,capac,poklopac
542,Geschirr::N,vase,suđe
543,Geschirr::N,vase,posuđe
544,Geschirr::N,tacâmuri,suđe
545,Geschirr::N,tacâmuri,posuđe
546,Sack::N,sac,džak
547,Sack::N,sac,vreća
548,Tasse::N,ceașcă,šalica
549,Topf::N,oală,lonac
550,Kessel::N,cazan,kazan
551,Kessel::N,căldare,kazan
552,Essen::N,mâncare,obrok
553,Nahrung::N,hrană,hrana
554,Nahrung::N,aliment,hrana
555,Speise::N,bucate,jelo
556,Speise::N,fel de bucate,jelo
557,Fleisch::N,carne,meso
558,Getreide::N,cereale,žito
559,Getreide::N,cereale,žitarice
560,Brei::N,pireu,kaša
561,Brot::N,pâine,kruh
562,Scheibe::N,felie,kriška
563,Scheibe::N,bucată,kriška
564,Fett::N,untură,mast
565,Fett::N,untură,salo
566,Fett::N,grăsime,mast
567,Fett::N,grăsime,salo
568,Butter::N,unt,buter
569,Butter::N,unt,maslac
570,Öl::N,ulei,ulje
571,Salz::N,sare,sol
572,Suppe::N,supă,supa
573,Suppe::N,ciorbă,supa
574,Honig::N,miere,med
575,Milch::N,lapte,mlijeko
576,Tee::N,ceai,čaj
577,Leder::N,piele,koža
578,Wolle::N,lână,vuna
579,Stoff::N,stofă,štof
580,Stoff::N,stofă,tkanina
581,Nadel::N,ac,igla
582,Faden::N,ață,nit
583,Faden::N,ață,konac
584,Knopf::N,buton,dugme
585,Knoten::N,nod,čvor
586,Knoten::N,nod,uzao
587,Farbe::N,vopsea,farba
588,Kleidung::N,haine,odjeća
589,Kleidung::N,îmbrăcăminte,odjeća
590,Hemd::N,cămașă,košulja
591,Kragen::N,guler,ovratnik
592,Ärmel::N,mânecă,rukav
593,Hose::N,pantaloni,hlače
594,Gürtel::N,cordon,pas
595,Gürtel::N,cordon,pojas
596,Mütze::N,șapcă,kapa
597,Schuh::N,gheată,cipela
598,Stiefel::N,cizmă,čizma
599,Ring::N,inel,prsten
600,Ring::N,verigă,prsten
601,Band::N,panglică,vrpca
602,Band::N,șiret,vrpca
603,Kamm::N,pieptene,češalj
604,Spiegel::N,oglindă,zrcalo
605,Spiegel::N,oglindă,ogledalo
606,Riemen::N,curea,kaiš
607,Riemen::N,curea,remen
608,Schnur::N,funie,vrpca
609,Schnur::N,sfoară,vrpca
610,Leine::N,lesă,uzica
611,Leine::N,curea,uzica
612,Decke::N,pătură,ćebe
613,Decke::N,pătură,pokrivač
614,Kissen::N,pernă,jastuk
615,Tuch::N,batic,rubac
616,Tuch::N,batic,marama
617,Handtuch::N,prosop,ručnik
618,Handtuch::N,ștergar,ručnik
619,Kraft::N,forță,snaga
620,Kraft::N,putere,snaga
621,Stärke::N,tărie,jakost
622,Stärke::N,vigoare,jakost
623,Gesundheit::N,sănătate,zdravlje
624,Krankheit::N,boală,bolest
625,Krankheit::N,maladie,bolest
626,Schmerz::N,durere,bol
627,Wunde::N,rană,rana
628,Fieber::N,febră,groznica
629,Arznei::N,leac,lijek
630,Arznei::N,medicament,lijek
631,Brücke::N,pod,most
632,Brücke::N,pod,ćuprija
633,Brücke::N,punte,most
634,Brücke::N,punte,ćuprija
635,Brunnen::N,puț,bunar
636,Brunnen::N,puț,zdenac
637,Weide::N,izlaz,paša
638,Weide::N,izlaz,pašnjak
639,Weide::N,pășune,paša
640,Weide::N,pășune,pašnjak
641,Pfad::N,cărare,staza
642,Weg::N,drum,put
643,Straße::N,cale,drum
644,Straße::N,cale,cesta
645,Straße::N,stradă,drum
646,Straße::N,stradă,cesta
647,Dorf::N,sat,selo
648,Stadt::N,oraș,grad
649,Stadt::N,oraș,varoš
650,Brief::N,scrisoare,list
651,Brief::N,scrisoare,pismo
652,Buch::N,carte,knjiga
653,Buchstabe::N,literă,slovo
654,Buchstabe::N,caracter,slovo
655,Zeitung::N,ziar,novine
656,Zeitung::N,gazetă,novine
657,Leben::N,viață,život
658,Tod::N,moarte,smrt
659,Grab::N,groapă,raka
660,Grab::N,mormânt,raka
661,Kirche::N,biserică,crkva
662,Sünde::N,păcat,grijeh
663,Gott::N,zeu,bog
664,Arbeiter::N,muncitor,radnik
665,Chef::N,șef,šef
666,Meister::N,meșter,majstor
667,Meister::N,maestru,majstor
668,Arzt::N,medic,liječnik
669,Arzt::N,doctor,liječnik
670,Lehrer::N,profesor,učitelj
671,Lehrer::N,învățător,učitelj
672,Geld::N,bani,novac
673,Geld::N,parale,novac
674,Geschäft::N,treabă,posao
675,Geschäft::N,treabă,trgovina
676,Geschäft::N,afacere,posao
677,Geschäft::N,afacere,trgovina
678,Laden::N,magazin,dućan
679,Laden::N,prăvălie,dućan
680,Preis::N,preț,cijena
681,Ware::N,marfă,roba
682,Nutzen::N,folos,korist
683,Nutzen::N,profit,korist
684,Reichtum::N,avuție,bogatstvo
685,Reichtum::N,bogăție,bogatstvo
686,Welt::N,lume,svijet
687,Land::N,țară,zemlja
688,Staat::N,stat,država
689,König::N,rege,kralj
690,Macht::N,putere,moć
691,Macht::N,putere,vlast
692,Macht::N,putință,moć
693,Macht::N,putință,vlast
694,Grenze::N,hotar,granica
695,Grenze::N,graniță,granica
696,Grenze::N,frontieră,granica
697,Krieg::N,război,rat
698,Feind::N,dușman,neprijatelj
699,Gewalt::N,violență,sila
700,Gewalt::N,violență,nasilje
701,Kampf::N,luptă,boj
702,Kampf::N,luptă,borba
703,Bogen[Waffe]::N,arc,luk
704,Pfeil::N,săgeată,strijela
705,Gewehr::N,armă,puška
706,Gewehr::N,pușcă,puška
707,Fehler::N,eroare,pogreška
708,Fehler::N,eroare,griješka
709,Fehler::N,greșeală,pogreška
710,Fehler::N,greșeală,griješka
711,Lüge::N,minciună,laž
712,Schaden::N,daună,šteta
713,Schaden::N,pagubă,šteta
714,Unglück::N,nenorocire,nesreća
715,Schuld::N,vină,krivnja
716,Alter::N,etate,dob
717,Alter::N,vârstă,dob
718,Schluss::N,sfârșit,kraj
719,Schluss::N,sfârșit,konac
720,Zeit::N,timp,doba
721,Zeit::N,timp,vrijeme
722,Zeit::N,vreme,doba
723,Zeit::N,vreme,vrijeme
724,Tag::N,zi,dan
725,Morgen::N,dimineață,jutro
726,Mittag::N,prânz,podne
727,Mittag::N,amiază,podne
728,Abend::N,seară,veče
729,Abend::N,seară,večer
730,Nacht::N,noapte,noć
731,Woche::N,săptămână,sedmica
732,Monat::N,lună,mjesec
733,Jahr::N,an,godina
734,Frühling::N,primăvară,proljeće
735,Sommer::N,vară,ljeto
736,Herbst::N,toamnă,jesen
737,Winter::N,iarnă,zima
738,Januar::N,ianuarie,januar
739,Januar::N,ianuarie,siječanj
740,Februar::N,februarie,veljača
741,Februar::N,februarie,februar
742,März::N,martie,mart
743,März::N,martie,ožujak
744,April::N,aprilie,april
745,April::N,aprilie,travanj
746,Mai::N,mai,maj
747,Mai::N,mai,svibanj
748,Juni::N,iunie,juni
749,Juni::N,iunie,lipanj
750,Juli::N,iulie,juli
751,Juli::N,iulie,srpanj
752,August::N,august,august
753,August::N,august,kolovoz
754,September::N,septembrie,rujan
755,September::N,septembrie,septembar
756,Oktober::N,octombrie,oktobar
757,Oktober::N,octombrie,listopad
758,November::N,noiembrie,studeni
759,November::N,noiembrie,novembar
760,Dezember::N,decembrie,prosinac
761,Montag::N,luni,ponedjeljak
762,Montag::N,luni,ponedjeljnik
763,Dienstag::N,marți,utorak
764,Dienstag::N,marți,utornik
765,Mittwoch::N,miercuri,srijeda
766,Donnerstag::N,joi,četvrtak
767,Freitag::N,vineri,petak
768,Samstag::N,sâmbătă,subota
769,Sonntag::N,duminică,nedjelja
770,groß::A,mare,velik
771,klein::A,mic,mali
772,klein::A,mic,malen
773,lang::A,lung,dug
774,lang::A,lung,dugačak
775,kurz::A,scurt,kratak
776,breit::A,lat,širok
777,breit::A,larg,širok
778,schmal::A,strâmt,uski
779,schmal::A,strâmt,uzak
780,dicht::A,des,gust
781,dick[Gegenstand]::A,gros,debeo
782,dünn::A,subțire,tanak
783,fein::A,fin,fin
784,fein::A,fin,tanak
785,fein::A,subțire,fin
786,fein::A,subțire,tanak
787,fest::A,tare,čvrst
788,fest::A,solid,čvrst
789,flach::A,șes,ravan
790,flach::A,șes,plosnat
791,flach::A,plan,ravan
792,flach::A,plan,plosnat
793,glatt::A,lins,gladak
794,hart::A,dur,tvrd
795,weich::A,moale,mek
796,weich::A,moale,mekan
797,rund::A,rotund,okrugao
798,rund::A,circular,okrugao
799,spitz::A,ascuțit,oštar
800,spitz::A,ascuțit,šiljast
801,scharf::A,tăios,oštar
802,scharf::A,tăios,bridak
803,scharf::A,ascuțit,oštar
804,scharf::A,ascuțit,bridak
805,stumpf::A,tocit,tup
806,schwer::A,greu,težak
807,schön::A,frumos,krasan
808,heiß::A,cald,vruć
809,heiß::A,fierbinte,vruć
810,warm::A,cald,topao
811,warm::A,fierbinte,topao
812,kalt::A,rece,hladan
813,kühl::A,rece,hladan
814,kühl::A,răcoros,hladan
815,frisch::A,răcoros,svjež
816,frisch::A,proaspăt,svjež
817,feucht::A,umed,vlažan
818,feucht::A,jilav,vlažan
819,nass::A,ud,mokar
820,trocken::A,sec,suh
821,trocken::A,uscat,suh
822,voll::A,plin,pun
823,leer::A,gol,prazan
824,offen::A,deschis,otvoren
825,geschlossen::A,închis,zatvoren
826,sauber::A,curat,čist
827,schmutzig::A,murdar,nečist
828,schmutzig::A,murdar,blatan
829,roh::A,crud,sirov
830,reif::A,copt,zreo
831,lecker::A,gustos,tečan
832,lecker::A,gustos,ukusan
833,süß::A,dulce,sladak
834,bitter::A,amar,gorak
835,sauer::A,acru,kiseo
836,hell::A,clar,vedar
837,hell::A,clar,svijetao
838,hell::A,luminos,vedar
839,hell::A,luminos,svijetao
840,dunkel::A,obscur,taman
841,dunkel::A,întunecos,taman
842,schwarz::A,negru,crn
843,weiß::A,alb,bio
844,weiß::A,alb,bijel
845,rot::A,roșu,crven
