,Concept_ID,sl,be
810,untergehen[Sonne]::V,zaíti,зайсці
811,scheinen[Sonne]::V,sijáti,свяціць
812,donnern::V,grméti,грымець
813,wehen::V,píhati,дзьмуць
814,strömen::V,líti,ліцца
815,fließen::V,têči,цячы
816,sich drehen::V,vrtéti se,круціцца
817,sich drehen::V,vrtéti se,варочацца
818,schwanken::V,kolébati,хістацца
819,schwingen::V,níhati,гайдацца
820,schwingen::V,níhati,калыхацца
821,fallen::V,pádati,падаць
822,brennen::V,goréti,гарэць
823,rauchen::V,kadíti se,дымець
824,regnen::V,deževáti,дажджыць
825,gefrieren::V,zmŕzniti,замерзнуць
826,tauen::V,tájati,раставаць
827,schmelzen::V,kopnéti,плавіцца
828,trocknen::V,sušíti se,сохнуць
829,sieden::V,kipéti,кіпець
830,faulen::V,gníti,гнісці
831,verfaulen::V,zgníti,згнісці
832,reißen::V,tŕgati se,ірвацца
833,versinken::V,pogrézniti se,тануць
834,vergehen::V,miníti,праходзіць
835,erscheinen::V,pojáviti se,зʼявіцца
836,verschwinden::V,izgíniti,знікнуць
837,sinken::V,péšati,спадаць
838,abnehmen::V,pojémati,паменшыцца
839,zunehmen::V,véčati se,павялічвацца
840,zunehmen::V,množíti se,павялічвацца
841,steigen::V,dvígati se,паднімацца
842,wachsen::V,rásti,расці
843,glänzen::V,sijáti,блішчаць
844,funkeln::V,ískriti se,бліскаць
845,lärmen::V,ropotáti,шумець
846,lärmen::V,razgrájati,шумець
847,läuten::V,zvoníti,званіць
848,klingeln::V,zvončkljáti,званіць
849,klirren::V,žvenketáti,бразгаць
850,brausen::V,šuméti,бушаваць
851,rauschen::V,šuštéti,шастаць
852,rauschen::V,šelestéti,шастаць
853,klingen::V,zvenéti,гучаць
854,bellen::V,lájati,брахаць
855,heulen::V,zavíjati,выць
856,blasen::V,píhniti,дзьмухнуць
857,pfeifen::V,pískati,свістаць
858,pfeifen::V,žvížgati,свістаць
859,schreien::V,kričáti,крычаць
860,stöhnen::V,stókati,стагнаць
861,zittern::V,drgetáti,дрыжаць
862,leben::V,živéti,жыць
863,geboren werden::V,rodíti se,нарадзіцца
864,atmen::V,díhati,дыхаць
865,trinken::V,píti,піць
866,essen::V,jésti,есці
867,schlucken::V,požírati,глытаць
868,müde werden::V,péšati,стаміцца
869,müde werden::V,utrúditi se,стаміцца
870,einschlafen::V,zaspáti,заснуць
871,schlafen::V,spáti,спаць
872,aufwachen::V,zbudíti se,рассыпацца
873,aufstehen::V,vstáti,устаць
874,sich erholen::V,oddahníti se,адпачываць
875,krank werden::V,oboléti,захварэць
876,krank sein::V,bíti bolán,хварэць
877,schmerzen::V,boléti,балець
878,husten::V,kášljati,кашляць
879,genesen::V,okrévati,паправіцца
880,genesen::V,okrévati,паздаравець
881,sterben::V,umréti,памерці
882,umkommen::V,pogíniti,загінуць
883,sich bewegen::V,zganíti se,рухацца
884,sich rühren::V,premakníti se,варушыцца
885,sich erheben::V,vstájati,устаць
886,sich erheben::V,vzdígniti se,устаць
887,sich setzen::V,sésti,сесці
888,hinfallen::V,pásti dôl,упасці
889,laufen::V,hodíti,хадзіць
890,schreiten::V,stópati,шагаць
891,schreiten::V,stópati,крочыць
892,spazierengehen::V,na sprehòd íti,гуляць
893,eilen::V,drvéti,спяшацца
894,sich beeilen::V,hitéti,спяшацца
895,sausen::V,dírkati,імчацца
896,rennen::V,dírjati,бегаць
897,springen::V,skákati,скакаць
898,klettern::V,plézati,лазіць
899,schaukeln::V,kolébati,гайдацца
900,kriechen::V,pláziti se,поўзаць
901,schwimmen::V,plávati,плаваць
902,tauchen::V,potápljati se,ныраць
903,rudern::V,vesláti,веславаць
904,fahren::V,vozíti se,ехаць
905,fahren::V,peljáti se,ехаць
906,fliegen::V,létati,лятаць
907,gehen::V,íti,ісці
908,weggehen::V,odíti,пайсці
909,abfahren::V,odpeljáti se,адʼяжджаць
910,anhalten::V,ustáviti se,спыніцца
911,anhalten::V,ustáviti se,затрымацца
912,hineingehen::V,íti nóter,уваходзіць
913,eintreten::V,vstopíti,увайсці
914,kommen::V,príti,прыйсці
915,ankommen::V,prispéti,прыбыць
916,ankommen::V,prihájati,прыбыць
917,zurückkommen::V,vrníti se,вярнуцца
918,bleiben::V,ostáti,застацца
919,warten::V,čákati,чакаць
920,erwarten::V,pričakováti,чакаць
921,suchen::V,iskáti,шукаць
922,finden::V,nájti,знайсці
923,versuchen::V,poskúšati,прабаваць
924,vorbereiten::V,pripráviti,падрыхтаваць
925,lieben::V,ljubíti,кахаць
926,mögen::V,márati,любіць
927,lachen::V,smejáti se,смяяцца
928,rühren::V,ganíti,расчуліць
929,weinen::V,jókati,плакаць
930,weinen::V,plákati,плакаць
931,schimpfen::V,psováti,лаяцца
932,schimpfen::V,zmérjati,лаяцца
933,sich ärgern::V,jezíti se,сердаваць
934,sich fürchten::V,báti se,баяцца
935,fürchten::V,báti se,баяцца
936,fliehen::V,bežáti,уцякаць
937,flüchten::V,pobégniti,уцячы
938,sehen::V,vídeti,бачыць
939,anschauen::V,oglédati,паглядзець
940,ansehen::V,glédati,глядзець
941,hören::V,slíšati,чуць
942,zuhören::V,poslúšati,слухаць
943,probieren::V,poskúšati,каштаваць
944,riechen::V,dúhati,нюхаць
945,fühlen::V,čutíti,адчуваць
946,scheinen::V,zdéti se,здавацца
947,zu sehen sein::V,vídeti se,віднецца
948,vernehmen::V,čúti,пачуць
949,frieren::V,zébsti,мёрзнуць
950,tun::V,délati,рабіць
951,können::V,môči,умець
952,wollen::V,hotéti,хацець
953,anfangen::V,začéti,пачаць
954,beenden::V,dokončáti,закончыць
955,aufhören::V,prenéhati,перастаць
956,gelingen::V,uspéti,удацца
957,gelingen::V,posréčiti se,удацца
958,geraten::V,obnêsti se,аказацца
959,öffnen::V,odpréti,адчыніць
960,schließen::V,zapréti,зачыніць
961,stellen::V,postáviti,паставіць
962,setzen::V,posadíti,пасадзіць
963,legen::V,položíti,класці
964,berühren::V,dotíkati se,чапаць
965,verbinden::V,obvézati,звязаць
966,bedecken::V,pokríti,накрыць
967,aufhängen::V,obésiti,павесіць
968,anzünden::V,zažgáti,запаліць
969,aufheben::V,vzdígniti,падняць
970,zurücklassen::V,zapustíti,пакінуць
971,verlieren::V,izgubíti,згубіць
972,fallen lassen::V,navréči,упусціць
973,machen::V,naredíti,зрабіць
974,machen::V,napráviti,зрабіць
975,herstellen::V,izdélati,вырабіць
976,bauen::V,gradíti,будаваць
977,reparieren::V,popráviti,правіць
978,verbessern::V,izbóljšati,палепшыць
979,ändern::V,spremeníti,змяніць
980,graben::V,kopáti,капаць
981,graben::V,grêbsti,капаць
982,beugen::V,upogníti,сагнуць
983,biegen::V,zavíjati,пагнуць
984,drehen::V,vrtéti,вярцець
985,wenden::V,obrníti,павярнуць
986,umdrehen::V,zasúkati,перавярнуць
987,heben::V,dvígati,падымаць
988,hochheben::V,privzdígniti,падняць
989,ergreifen::V,zgrábiti,схапіць
990,ergreifen::V,zgrábiti,схваціць
991,halten::V,držáti,трымаць
992,drücken::V,tiščáti,націскаць
993,schieben::V,ríniti,пхаць
994,schieben::V,ríniti,штурхаць
995,kratzen::V,práskati,скрэбці
996,lecken::V,lízati,лізаць
997,beißen::V,grísti,кусаць
998,abreißen::V,odtŕgati,адарваць
999,abschneiden::V,odrézati,адрэзаць
1000,binden::V,vézati,вязаць
1001,stecken::V,vtakníti,уваткнуць
1002,brechen::V,lomíti,зламаць
1003,klopfen::V,tólči,стукаць
1004,hauen::V,séči,біць
1005,kleben::V,lépiti,клеіць
1006,reiben::V,tréti,церці
1007,reiben::V,dŕgniti,церці
1008,streichen::V,namázati,намазаць
1009,schleifen::V,brúsiti,тачыць
1010,schneiden::V,rézati,рэзаць
1011,rütteln::V,strésti,хістаць
1012,schütteln::V,majáti,трэсці
1013,schwenken::V,obrníti,махаць
1014,schütten::V,sípati,наліць
1015,füllen::V,napolníti,напоўніць
1016,einwickeln::V,zavíti,загарнуць
1017,tragen::V,nêsti,несці
1018,schleppen::V,vláčiti,цягнуць
1019,ziehen::V,vléči,цягнуць
1020,aufbewahren::V,shranjeváti,захоўваць
1021,werfen::V,lúčati,кідаць
1022,fangen::V,ujéti,лавіць
1023,packen::V,prijéti,схапіць
1024,packen::V,prijéti,схваціць
1025,verstecken::V,skríti,схаваць
1026,teilen::V,razdelíti,раздзяліць
1027,schicken::V,pošíljati,пасылаць
1028,bringen::V,prinêsti,прынесці
1029,hinzufügen::V,pristáviti,дабавіць
1030,bekommen::V,dobíti,дастаць
1031,erhalten::V,prejéti,атрымаць
1032,nehmen::V,vzéti,ўзяць
1033,wählen::V,izbírati,выбраць
1034,auswählen::V,izbráti,адабраць
1035,bewahren::V,ohraníti,захаваць
1036,behindern::V,ovírati,перашкаджаць
1037,verderben::V,pokváriti,сапсаваць
1038,beschädigen::V,poškodováti,пашкодзіць
1039,zerbrechen::V,razlomíti,разбіць
1040,zerreißen::V,raztŕgati,разадраць
1041,zerstören::V,razrúšiti,разбурыць
1042,verbrennen::V,sežgáti,спаліць
1043,geben::V,dáti,даць
1044,reichen::V,séči,перадаць
1045,reichen::V,molíti,перадаць
1046,schenken::V,podáriti,дарыць
1047,versprechen::V,obljubíti,абяцаць
1048,wünschen::V,vóščiti,жадаць
1049,loben::V,hváliti,хваліць
1050,küssen::V,poljubováti,цалаваць
1051,wiegen::V,zíbati,гушкаць
1052,wiegen::V,zíbati,калыхаць
1053,zudecken::V,pokríti,накрыць
1054,wecken::V,zbudíti,пабудзіць
1055,zeigen::V,pokázati,паказаць
1056,führen::V,vêsti,весці
1057,lehren::V,učíti,вучыць
1058,unterrichten::V,poučeváti,выкладаць
1059,aufziehen::V,vzgojíti,выхаваць
1060,leiten::V,uprávljati,кіраваць
1061,antreiben::V,goníti,падганяць
1062,lassen::V,povzročíti,прымусіць
1063,einladen::V,povábiti,запрасіць
1064,vereinigen::V,zdrúžiti,абʼяднаць
1065,besuchen::V,obiskáti,наведаць
1066,treffen::V,pogodíti,сустрэць
1067,sich versammeln::V,zbráti se,сабрацца
1068,spielen::V,igráti se,гуляць
1069,singen::V,péti,пець
1070,singen::V,péti,спяваць
1071,tanzen::V,plésati,танцаваць
1072,sich trennen::V,ločíti se,расстацца
1073,verlassen::V,zapustíti,пакінуць
1074,retten::V,réšiti,выратаваць
1075,bewachen::V,strážiti,ахоўваць
1076,schützen::V,sčítiti,уберагаць
1077,verteidigen::V,braníti,абараніць
1078,sich schlagen::V,têpsti se,біцца
1079,sich schlagen::V,têpsti se,драцца
1080,schießen::V,stréljati,страляць
1081,siegen::V,zmágati,перамагчы
1082,ärgern::V,jezíti,злаваць
1083,ärgern::V,razbúriti,злаваць
1084,schlagen::V,têpsti,ударыць
1085,schlagen::V,udáriti,ударыць
1086,treten::V,teptáti,штурхаць
1087,stechen::V,ubôsti,укалоць
1088,stoßen::V,peháti,папхнуць
1089,stoßen::V,drégniti,папхнуць
1090,stehlen::V,ukrásti,украсці
1091,stehlen::V,pokrásti,украсці
1092,stören::V,motíti,перашкодзіць
1093,belästigen::V,nadlegováti,дакучаць
1094,verbergen::V,skríti,скрыць
1095,verbergen::V,skríti,схаваць
1096,täuschen::V,slepíti,падмануць
1097,betrügen::V,várati,змахляваць
1098,betrügen::V,ogoljufáti,змахляваць
1099,töten::V,ubíti,забіць
1100,wohnen::V,prebívati,жыць
1101,arbeiten::V,délati,працаваць
1102,sammeln::V,zbráti,сабраць
1103,pflücken::V,obráti,зрываць
1104,jagen::V,lovíti,паляваць
1105,fischen::V,ribáriti,рыбачыць
1106,fassen::V,zajéti,злавіць
1107,hüten::V,pásti,пасвіць
1108,treiben::V,pogánjati,гнаць
1109,anbinden::V,privézati,прывязаць
1110,füttern::V,kŕmiti,карміць
1111,melken::V,mólsti,даіць
1112,hacken::V,sékati,сячы
1113,gießen::V,ulíti,паліць
1114,reifen::V,zoréti,паспець
1115,zubereiten::V,pripráviti,зварыць
1116,zubereiten::V,pripráviti,згатаваць
1117,kochen::V,kúhati,варыць
1118,backen::V,cvréti,пячы
1119,braten::V,pêči,смажыць
1120,umrühren::V,preméšati,перамяшаць
1121,stricken::V,plêsti,вязаць
1122,nähen::V,šívati,шыць
1123,färben::V,bárvati,пафарбаваць
1124,reinigen::V,očístiti,ачысціць
1125,waschen::V,opráti,мыць
1126,abwischen::V,obrísati,выцерці
1127,spülen::V,splakováti,паласкаць
1128,fegen::V,pométati,падмятаць
1129,kehren::V,mésti,месці
1130,baden::V,kópati se,купацца
1131,sich waschen::V,umíti se,мыцца
1132,ausziehen::V,izvléči,зняць
1133,anziehen::V,obléči,надзець
1134,sich anziehen::V,obléči se,адзецца
1135,kämmen::V,česáti,прычасаць
1136,schmücken::V,okrasíti,аздобіць
1137,sagen::V,dejáti,сказаць
1138,sprechen::V,govoríti,гаварыць
1139,reden::V,rêči,размаўляць
1140,sich unterhalten::V,razgovárjati se,гутарыць
1141,fragen::V,vprášati,спытаць
1142,bitten::V,prosíti,прасіць
1143,erzählen::V,práviti,расказаць
1144,mitteilen::V,naznániti,паведаміць
1145,nennen::V,imenováti,назваць
1146,rufen::V,klícati,зваць
1147,prahlen::V,baháti se,хваліцца
1148,übersetzen::V,prevêsti,перакласці
1149,denken::V,mísliti,думаць
1150,glauben::V,verjéti,верыць
1151,bemerken::V,opáziti,заўважыць
1152,erkennen::V,spoznáti,пазнаць
1153,begreifen::V,pôjmiti,спасцігнуць
1154,verstehen::V,razuméti,пачуць
1155,lernen::V,učíti se,вучыцца
1156,wissen::V,znáti,знаць
1157,wissen::V,védeti,знаць
1158,sich erinnern an::V,spómniti se,памятаць
1159,vergessen::V,pozábiti,забыць
1160,messen::V,mériti,мераць
1161,zählen::V,štéti,лічыць
1162,rechnen::V,račúnati,лічыць
1163,lesen::V,bráti,чытаць
1164,lesen::V,čítati,чытаць
1165,malen::V,slíkati,маляваць
1166,zeichnen::V,rísati,рысаваць
1167,schreiben::V,písati,пісаць
1168,besitzen::V,iméti,мець
1169,kaufen::V,kupíti,купіць
1170,verkaufen::V,prodáti,прадаць
1171,bezahlen::V,pláčati,заплаціць
1172,zahlen::V,plačeváti,плаціць
1173,beherrschen::V,obvládati,уладаць
1174,beherrschen::V,obvládati,валодаць
1175,ertragen::V,prenêsti,выцерпець
1176,Verstand::N,,розум
