,Concept_ID,zh,tt
384,Nahrung::N,食物,азык
385,Nahrung::N,食物,тәгам
386,Nahrung::N,食物,ашамлык
387,Speise::N,菜肴,ризык
388,Fleisch::N,肉,ит
389,Getreide::N,谷物,ашлык
390,Brei::N,粥,ботка
391,Brot::N,面包,ипи
392,Brot::N,面包,икмәк
393,Scheibe::N,片,телем
394,Fett::N,脂肪,май
395,Butter::N,黄油,май
396,Öl::N,油,май
397,Salz::N,盐,тоз
398,Suppe::N,汤,шулпа
399,Honig::N,蜂蜜,бал
400,Milch::N,奶,сөт
401,Tee::N,茶,чәй
402,Leder::N,皮革,күн
403,Wolle::N,毛线,йон
404,Stoff::N,织物,тукыма
405,Nadel::N,针,энә
406,Faden::N,线,җеп
407,Knopf::N,纽扣,төймә
408,Knoten::N,结,төен
409,Farbe::N,颜色,буяу
410,Kleidung::N,衣服,кием
411,Hemd::N,衬衫,күлмәк
412,Kragen::N,领子,яка
413,Ärmel::N,袖子,җиң
414,Hose::N,裤子,чалбар
415,Gürtel::N,腰带,билбау
416,Mütze::N,帽子,бүрек
417,Schuh::N,鞋,башмак
418,Stiefel::N,靴子,итек
419,Ring::N,戒指,балдак
420,Band::N,带子,тасма
421,Kamm::N,梳子,тарак
422,Spiegel::N,镜子,көзге
423,Riemen::N,皮带,каеш
424,Schnur::N,绳子,бау
425,Leine::N,皮带,тезген
426,Decke::N,被子,юрган
427,Kissen::N,软垫,мендәр
428,Tuch::N,巾,яулык
429,Handtuch::N,手巾,сөлгә
430,Kraft::N,力,егәр
431,Kraft::N,力,дәрман
432,Stärke::N,力量,көч
433,Stärke::N,力量,дәрман
434,Gesundheit::N,健康,саулык
435,Krankheit::N,病,чир
436,Krankheit::N,病,хаста
437,Krankheit::N,病,сырхау
438,Schmerz::N,痛,авырту
439,Wunde::N,伤口,яра
440,Wunde::N,伤口,җәрәхәт
441,Fieber::N,发烧,бизгәк
442,Arznei::N,药,дару
443,Brücke::N,桥,күпер
444,Brunnen::N,井,кое
445,Weide::N,牧场,утлавык
446,Pfad::N,小路,сукмак
447,Weg::N,路,юл
448,Straße::N,街,урам
449,Dorf::N,村庄,авыл
450,Stadt::N,城市,шәһәр
451,Brief::N,信,хат
452,Buch::N,书,китап
453,Buchstabe::N,字母,хәреф
454,Zeitung::N,报纸,газет
455,Zeitung::N,报纸,газета
456,Leben::N,生命,гомер
457,Leben::N,生命,тормыш
458,Leben::N,生命,тереклек
459,Tod::N,死亡,үлем
460,Grab::N,坟墓,гүр
461,Grab::N,坟墓,кабер
462,Kirche::N,教堂,чиркәү
463,Sünde::N,罪,язык
464,Sünde::N,罪,гөнаһ
465,Gott::N,上帝,алла
466,Gott::N,上帝,ходай
467,Arbeiter::N,工人,эшче
468,Chef::N,上司,башлык
469,Meister::N,师傅,оста
470,Arzt::N,医生,врач
471,Arzt::N,医生,табиб
472,Lehrer::N,教师,укытучы
473,Lehrer::N,教师,мөгаллим
474,Geld::N,钱,акча
475,Geschäft::N,交易,эш
476,Laden::N,商店,кибет
477,Laden::N,商店,магазин
478,Preis::N,价格,бәя
479,Preis::N,价格,бәһа
480,Ware::N,商品,товар
481,Nutzen::N,好处,файда
482,Reichtum::N,财富,байлык
483,Welt::N,世界,дөнья
484,Land::N,国家,ил
485,Staat::N,国家,дәүләт
486,König::N,国王,патша
487,Macht::N,权力,хакимият
488,Grenze::N,边界,чик
489,Krieg::N,战争,сугыш
490,Feind::N,敌人,дошман
491,Gewalt::N,暴力,көчләү
492,Kampf::N,战斗,көрәш
493,Bogen[Waffe]::N,弓,җәя
494,Pfeil::N,箭,ук
495,Gewehr::N,枪,мылтык
496,Fehler::N,错误,хата
497,Lüge::N,谎话,ялган
498,Schaden::N,损失,зыян
499,Schaden::N,损失,зарар
500,Unglück::N,不幸,бәла
501,Schuld::N,过错,гаеп
502,Alter::N,年龄,яшь
503,Schluss::N,结束,ахыр
504,Zeit::N,时间,заман
505,Tag::N,天,көн
506,Morgen::N,早晨,иртә
507,Mittag::N,中午,өйлә
508,Abend::N,晚上,кич
509,Nacht::N,夜,төн
510,Woche::N,星期,атна
511,Monat::N,月,ай
512,Jahr::N,年,ел
513,Frühling::N,春天,яз
514,Sommer::N,夏天,җәй
515,Herbst::N,秋天,көз
516,Winter::N,冬天,кыш
517,Januar::N,一月,гыйнвар
518,Februar::N,二月,февраль
519,März::N,三月,март
520,April::N,四月,апрель
521,Mai::N,五月,май
522,Juni::N,六月,июнь
523,Juli::N,七月,июль
524,August::N,八月,август
525,September::N,九月,сентябрь
526,Oktober::N,十月,октябрь
527,November::N,十一月,ноябрь
528,Dezember::N,十二月,декабрь
529,Montag::N,星期一,дүшәмбе
530,Dienstag::N,星期二,сишәмбе
531,Mittwoch::N,星期三,чәршәмбе
532,Donnerstag::N,星期四,атнакич
533,Donnerstag::N,星期四,пәнҗешәмбе
534,Freitag::N,星期五,җомга
535,Samstag::N,星期六,шимбә
536,Sonntag::N,星期日,якшәмбе
537,groß::A,大,зур
538,klein::A,小,кечкенә
539,lang::A,长,озын
540,kurz::A,短,кыска
541,breit::A,宽,киң
542,schmal::A,细长的,кысык
543,dicht::A,密,куе
544,dick[Gegenstand]::A,厚,калын
545,dünn::A,薄,нечкә
546,fein::A,细小,нәзакәтле
547,fest::A,固体,нык
548,flach::A,平坦,яссы
549,flach::A,平坦,ялпак
550,glatt::A,光滑,шома
551,hart::A,硬,каты
552,weich::A,软,йомшак
553,rund::A,圆,түгәрәк
554,spitz::A,尖,очлы
555,scharf::A,锋利,үткен
556,stumpf::A,钝,үтмәс
557,schwer::A,重,салмак
558,schön::A,美丽,гүзәл
559,heiß::A,烫,эссе
560,warm::A,暖和,җылы
561,kalt::A,冷,суык
562,kalt::A,冷,салкын
563,kühl::A,凉,салкынча
564,frisch::A,新鲜,салкынча
565,feucht::A,潮湿,юеш
566,nass::A,湿,дымлы
567,trocken::A,干,коры
568,voll::A,满,тулы
569,leer::A,空,буш
570,offen::A,敞开,ачык
571,geschlossen::A,关闭,йомык
572,sauber::A,干净,пакь
573,sauber::A,干净,чиста
574,schmutzig::A,肮脏,керле
575,schmutzig::A,肮脏,пычрак
576,roh::A,生,чи
577,reif::A,成熟,өлгергән
578,lecker::A,好吃,тәмле
579,süß::A,甜,татлы
580,bitter::A,苦,ачы
581,sauer::A,酸,әче
582,hell::A,亮,якты
583,dunkel::A,阴暗,кара
584,schwarz::A,黑,кара
585,weiß::A,白,ак
586,rot::A,红,кызыл
587,gelb::A,黄,сары
588,blau::A,蓝,күк
589,grün::A,绿,яшел
590,grau::A,灰色,соры
591,bunt::A,五彩,чуар
592,billig::A,便宜,арзан
593,teuer::A,贵,хаклы
594,wertvoll::A,贵重,кыйммәтле
595,blind::A,瞎,сукыр
596,blind::A,瞎,күзсез
597,taub::A,聋,чукрак
598,taub::A,聋,саңгырау
599,kräftig::A,强壮,егәрле
600,stark::A,强壮,нык
601,stark::A,强壮,базык
602,schwach::A,弱,зәгыйфь
603,fett::A,胖,симез
604,schlank::A,苗条,нәзек
605,hübsch::A,漂亮,чибәр
606,böse::A,邪恶,усал
607,dumm::A,笨,акылсыз
608,faul::A,懒惰,ялкау
609,faul::A,懒惰,иренчәк
610,fleißig::A,勤奋,тырыш
611,fleißig::A,勤奋,тырышучан
612,geizig::A,吝啬,саран
613,klug::A,聪明,акыллы
614,geschickt::A,灵巧,маһир
615,lieb::A,可爱,сөекле
616,lustig::A,快乐,күңелле
617,sanft::A,柔和,басынкы
618,hungrig::A,饥饿,ач
619,krank::A,患病,чирле
620,krank::A,患病,сырхау
621,nackt::A,裸体,шәрә
622,traurig::A,悲哀,ямансу
623,lebendig::A,活,тере
624,gut::A,好,яхшы
625,schlecht::A,坏,начар
626,richtig::A,正确,дөрес
627,schlimm::A,糟糕,әшәкә
628,wahr::A,真,чып-чын
629,alt::A,旧,иске
630,neu::A,新,яңа
631,ehemalig::A,以前,элекке
632,alt[Lebewesen]::A,老,карт
633,jung::A,年轻,яшь
634,arm::A,贫穷,фәкыйрь
635,reich::A,富裕,бай
636,bekannt::A,出名,таныш
637,berühmt::A,著名,атаклы
638,fremd::A,陌生,ят
639,verschieden::A,不同,төрле
640,nah::A,近,якын
641,fern::A,遥远,ерак
642,linker::A,左,сул
643,rechter::A,右,уң
644,anderer::A,别的,бүтән
645,erster::A,第一,беренче
646,zweiter::A,第二,икенче
647,dritter::A,第三,өченче
648,letzter::A,最后,ахыргы
649,allein::ADV,单独,ялгыз
650,auf einmal::ADV,同时,бердән
651,zusammen::ADV,一起,бергә
652,lange::ADV,许久,озак
653,plötzlich::ADV,忽然,искәрмәстән
654,sofort::ADV,立刻,хәзер
655,später::ADV,以后,соңрак
656,jetzt::ADV,现在,хәзер
657,heute::ADV,今天,бүген
658,morgen::ADV,明天,иртәгә
659,bald::ADV,即将,тиздән
660,dann::ADV,然后,аннары
661,gestern::ADV,昨天,кичә
662,einst::ADV,曾经,берчак
663,damals::ADV,当时,ул вакытта
664,damals::ADV,当时,ул чакта
665,danach::ADV,随后,да
666,vorher::ADV,事先,элек
667,zuerst::ADV,首先,башта
668,einmal::ADV,一次,бер
669,einmal::ADV,一次,бер мәртәбә
670,manchmal::ADV,有时,кайчакта
671,oft::ADV,时常,еш
672,immer::ADV,总是,һәркайчан
673,niemals::ADV,从未,hичбер вакыт
674,hier::ADV,这里,монда
675,hier::ADV,这里,биредә
676,hierhin::ADV,到这里,монда
677,von hier::ADV,由此,моннан
678,dort::ADV,那里,анда
679,dorthin::ADV,到那里,тегеләй
680,geradeaus::ADV,一直往前,турыдан-туры
681,vorwärts::ADV,向前,алга
682,rückwärts::ADV,向后,кире
683,zurück::ADV,退后,кире
684,unten::ADV,下面,түбәндә
685,hinab::ADV,向下,аска
686,oben::ADV,上面,өстә
687,oben::ADV,上面,югарыда
688,hinauf::ADV,向上,өскә
689,überall::ADV,到处,hәркайда
690,nicht::ADV,不,түгел
691,ein wenig::ADV,一点儿,бераз
692,kaum::ADV,几乎不,көчкә
693,sehr::ADV,很,бик
694,so::ADV,如此,алай
695,noch::ADV,还,янә
696,noch::ADV,还,тагын
697,nur::ADV,只,фәкать
698,schon::ADV,已经,инде
699,wieder::ADV,又,янә
700,wieder::ADV,又,тагын
701,vor::PRP,在...面前,алдыннан
702,hinter::PRP,在...背后,арттан
703,unter::PRP,在...下面,астында
704,durch::PRP,穿过,аша
705,neben::PRP,在...旁,тирәсендә
706,zwischen::PRP,在...之间,арасында
707,wegen::PRP,由于,сәбәпле
708,dies::PRN,这,бу
709,das::PRN,那,ул
710,alles::PRN,一切,һәммә
711,ich::PRN,我,мин
712,du::PRN,你,син
713,er::PRN,他,ул
714,wir::PRN,我们,без
715,ihr::PRN,你们,сез
716,sie::PRN,她,ул
717,was::FPRN,什么,ни
718,was::FPRN,什么,нәрсә
719,wer::FPRN,谁,кем
720,wo::FADV,哪里,кайда
721,wohin::FADV,去哪里,кая
722,wie::FADV,怎么,ничек
723,warum::FADV,为什么,нигә
724,wieviel::FNUM,多少,ничә
725,eins::NUM,一,бер
726,zwei::NUM,二,ике
727,drei::NUM,三,өч
728,vier::NUM,四,дүрт
729,fünf::NUM,五,биш
730,sechs::NUM,六,алты
731,sieben::NUM,七,җиде
732,acht::NUM,八,сигез
733,neun::NUM,九,тугыз
734,zehn::NUM,十,ун
735,elf::NUM,十一,унбер
736,zwölf::NUM,十二,унике
737,zwanzig::NUM,二十,егерме
738,dreißig::NUM,三十,утыз
739,vierzig::NUM,四十,кырык
740,fünfzig::NUM,五十,илле
741,sechzig::NUM,六十,алтмыш
742,siebzig::NUM,七十,җитмеш
743,achtzig::NUM,八十,сиксән
744,neunzig::NUM,九十,туксан
745,hundert::NUM,百,йөз
746,tausend::NUM,千,мең
747,und::CNJ,和,вә
748,oder::CNJ,或者,яки
749,oder::CNJ,或者,яисә
750,stehen::V,站,тору
751,sitzen::V,坐,утыру
752,liegen::V,躺着,яту
753,hängen::V,挂着,эленү
754,werden::V,成为,булу
755,passieren::V,发生,булу
756,beginnen::V,开始,башлану
757,enden::V,终止,бетү
758,wechseln::V,变迁,үзгәртү
759,aufgehen[Sonne]::V,升起,чыгу
760,untergehen[Sonne]::V,下落,бату
761,scheinen[Sonne]::V,照射,яктырту
762,donnern::V,打雷,күкрәү
763,wehen::V,飘扬,исү
764,strömen::V,流,агу
765,fließen::V,流动,агу
766,sich drehen::V,转动,бөтерелү
767,schwanken::V,摇摆,икеләнү
768,schwingen::V,摇,тирбәлү
769,fallen::V,坠落,егылу
770,brennen::V,燃烧,яну
771,rauchen::V,冒烟,төтәү
772,rauchen::V,冒烟,төтенләү
773,regnen::V,下雨,яву
774,gefrieren::V,结冰,кату
775,tauen::V,融化,эрү
776,tauen::V,融化,эретү
777,schmelzen::V,溶化,эрү
778,schmelzen::V,溶化,эретү
779,trocknen::V,变干,кибү
780,sieden::V,煮,ургылу
781,faulen::V,腐烂,черү
782,verfaulen::V,腐烂,черү
783,reißen::V,撕,өзелү
784,versinken::V,下沉,бату
785,vergehen::V,流逝,авышу
786,erscheinen::V,出现,пәйда булу
787,verschwinden::V,消失,югалу
788,verschwinden::V,消失,юк булу
789,sinken::V,下降,кимү
790,sinken::V,下降,кайту
791,abnehmen::V,减少,азаю
792,zunehmen::V,增加,арту
793,zunehmen::V,增加,күбәю
794,zunehmen::V,增加,ишәю
795,steigen::V,上升,үсү
796,wachsen::V,生长,үсү
797,glänzen::V,发光,ялкылдау
798,funkeln::V,闪烁,ялтырау
799,lärmen::V,吵闹,шаулау
800,läuten::V,响,шалтырату
801,klingeln::V,按铃,шалтырату
802,brausen::V,疾驶,давыллау
803,brausen::V,疾驶,дулау
804,klingen::V,听起来,ишетелү
805,bellen::V,吠,өрү
806,heulen::V,嗥,улау
807,blasen::V,吹,өрү
808,pfeifen::V,吹口哨,сызгырту
809,schreien::V,叫喊,кычкыру
810,stöhnen::V,呻吟,ыңгырашу
811,zittern::V,颤抖,калтырау
812,zittern::V,颤抖,калтырану
813,leben::V,生存,яшәү
814,leben::V,生存,гомер итү
815,geboren werden::V,出生,туу
816,atmen::V,呼吸,сулау
817,trinken::V,喝,эчү
818,essen::V,吃,ашау
819,schlucken::V,咽,йоту
820,müde werden::V,疲倦,ялыгу
821,müde werden::V,疲倦,йөгенү
822,einschlafen::V,入睡,йокыга китү
823,schlafen::V,睡觉,йоклау
824,aufwachen::V,睡醒,уяну
825,aufstehen::V,起床,тору
826,sich erholen::V,休养,ял алу
827,sich erholen::V,休养,истирахәт итү
828,krank werden::V,生病,чирләү
829,krank sein::V,生病,чирләү
830,schmerzen::V,疼痛,авырту
831,husten::V,咳,ютәлләү
832,genesen::V,痊愈,савыгу
833,genesen::V,痊愈,сәламәтләнү
834,sterben::V,死,үлү
835,sterben::V,死,дөнья кую
836,sterben::V,死,вафат булу
837,umkommen::V,丧命,үлү
838,sich bewegen::V,移动,йөрү
839,sich rühren::V,动弹,кыймылдау
840,sich erheben::V,站起,басу
841,sich setzen::V,坐,утыру
