,Concept_ID,be,sl
138,Birke::N,бяроза,bréza
139,Kiefer[Baum]::N,хвоя,bòr
140,Kiefer[Baum]::N,сасна,bòr
141,Weide[Baum]::N,вярба,vŕba
142,Tanne::N,яліна,hója
143,Horn::N,рог,róg
144,Feder::N,пяро,peró
145,Fell::N,шкура,kŕzno
146,Flügel::N,крыло,krílo
147,Klaue::N,кіпцюр,párkelj
148,Kralle::N,лапа,krémpelj
149,Schwanz::N,хвост,rèp
150,Ei::N,яйка,jájce
151,Nest::N,гняздо,gnézdo
152,Bau::N,нара,brlòg
153,Tier::N,жывёла,živál
154,Herde::N,статак,čréda
155,Kuh::N,карова,kráva
156,Bulle::N,бык,bìk
157,Pferd::N,конь,kònj
158,Schaf::N,авечка,ôvca
159,Schwein::N,свіння,svínja
160,Hund::N,сабака,pès
161,Katze::N,кошка,máčka
162,Bär::N,мядзведзь,mêdved
163,Eichhörnchen::N,вавёрка,véverica
164,Elch::N,лось,lós
165,Fuchs::N,ліса,lisíca
166,Hase::N,заяц,zájec
167,Maus::N,мыш,mìš
168,Wolf::N,воўк,vólk
169,Vogel::N,птах,ptìč
170,Vogel::N,птах,ptíca
171,Vogel::N,птушка,ptìč
172,Vogel::N,птушка,ptíca
173,Schwarm::N,чарада,játa
174,Huhn::N,курыца,kokóš
175,Hahn::N,певень,petêlin
176,Gans::N,гусь,gós
177,Adler::N,арол,ôrel
178,Ente::N,качка,ráca
179,Eule::N,сава,sôva
180,Kranich::N,жораў,žerjàv
181,Kranich::N,журавель,žerjàv
182,Krähe::N,варона,vrána
183,Kuckuck::N,зязюля,kúkavica
184,Schwan::N,лебедзь,labód
185,Fisch::N,рыба,ríba
186,Barsch::N,акунь,ostríž
187,Hecht::N,шчупак,ščúka
188,Schlange[Tier]::N,змяя,káča
189,Wurm::N,чарвяк,čr̀v
190,Wurm::N,чарвяк,glísta
191,Spinne::N,павук,pájek
192,Ameise::N,мурашка,mrávlja
193,Laus::N,вош,úš
194,Mücke::N,камар,komár
195,Fliege::N,муха,múha
196,Schmetterling::N,матыль,metúlj
197,Beere::N,ягада,jágoda
198,Apfel::N,яблык,jábolko
199,Pilz::N,грыб,góba
200,Zwiebel::N,цыбуля,čebúla
201,Saat::N,семя,séme
202,Korn::N,зерне,zŕno
203,Heu::N,сена,senó
204,Schale::N,шалупінне,lupína
205,Grube::N,яма,jáma
206,Falle::N,пастка,pást
207,Schlinge::N,сіло,zánka
208,Schlinge::N,сіло,pêtlja
209,Spur::N,след,sléd
210,Asche::N,попел,pepél
211,Dreck::N,бруд,bláto
212,Eisen::N,жалеза,želézo
213,Gold::N,золата,zlató
214,Silber::N,сребра,srebró
215,Kohle::N,вугаль,ógel
216,Glas::N,шкло,stêklo
217,Lehm::N,гліна,ílo
218,Sand::N,пясок,pések
219,Mensch::N,чалавек,člôvek
220,Mann::N,мужчына,móž
221,Mann::N,мужчына,môški
222,Frau::N,жанчына,gospá
223,Frau::N,жанчына,žénska
224,Kind::N,дзіця,déte
225,Kind::N,дзіця,otròk
226,Junge::N,хлопчык,fànt
227,Junge::N,хлопчык,déček
228,Mädchen::N,дзяўчынка,deklè
229,Mädchen::N,дзяўчынка,déklica
230,Familie::N,сямʼя,družína
231,Großvater::N,дзядуля,dèd
232,Großvater::N,дзядуля,dédek
233,Großmutter::N,бабуля,bábica
234,Eltern::N,бацькі,stárši
235,Vater::N,бацька,ôče
236,Mutter::N,маці,máma
237,Sohn::N,сын,sín
238,Tochter::N,дачка,hčí
239,Tochter::N,дачка,hčérka
240,Bruder::N,брат,bràt
241,Schwester::N,сястра,sêstra
242,Onkel::N,дзядзька,újec
243,Onkel::N,дзядзька,stríc
244,Tante::N,цётка,têta
245,Tante::N,цётка,strína
246,Ehemann::N,муж,móž
247,Ehemann::N,муж,sopróg
248,Ehefrau::N,жонка,žêna
249,Ehefrau::N,жонка,sopróga
250,Freude::N,радасць,rádost
251,Freude::N,радасць,vesêlje
252,Gelächter::N,смех,sméh
253,Gelächter::N,смех,grohòt
254,Glück::N,шчасце,sréča
255,Kummer::N,гора,gorjé
256,Wunsch::N,жаданне,žêlja
257,Lust::N,цяга,poželênje
258,Geist::N,дух,dúša
259,Gedanke::N,думка,mísel
260,Gedächtnis::N,памяць,pámet
261,Verstand::N,розум,
262,Sinn::N,сэнс,pomèn
263,Sinn::N,сэнс,smísel
264,Grund::N,зачэпка,vzròk
265,Wahrheit::N,праўда,resníca
266,Gespräch::N,размова,pogóvor
267,Märchen::N,казка,právljica
268,Erzählung::N,расказ,povést
269,Erzählung::N,апавяданне,povést
270,Nachricht::N,вестка,sporočílo
271,Nachricht::N,паведамленне,sporočílo
272,Neuigkeit::N,навіна,novóst
273,Name::N,імя,imé
274,Rätsel::N,загадка,ugánka
275,Rede::N,прамова,góvor
276,Sprache::N,мова,jêzik
277,Stimme::N,голас,glás
278,Wort::N,слова,beséda
279,Zeichen::N,знак,znák
280,Ruf::N,кліч,klíc
281,Lärm::N,шум,hrúp
282,Lärm::N,шум,trúšč
283,Laut::N,гук,glás
284,Ton::N,гучанне,tón
285,Lied::N,песня,pésem
286,Ruhe::N,спакой,pokòj
287,Leute::N,людзі,ljudjé
288,Volk::N,народ,národ
289,Arbeit::N,праца,délo
290,Arbeit::N,работа,délo
291,Gast::N,госць,gòst
292,Geschenk::N,падарунак,darílo
293,Spiel::N,гульня,ígra
294,Gesellschaft::N,таварыства,drúžba
295,Hilfe::N,дапамога,pomóč
296,Freund::N,друг,prijátelj
297,Freund::N,сябар,prijátelj
298,Kamerad::N,прыяцель,továriš
299,Angelegenheit::N,справа,zadéva
300,Anzahl::N,колькасць,števílo
301,Art::N,від,vŕsta
302,Stück::N,кусок,kós
303,Stück::N,кавалак,kós
304,Teil::N,частка,dél
305,Hälfte::N,палова,polovíca
306,Hälfte::N,палавіна,polovíca
307,Kreis::N,круг,króg
308,Kreis::N,круг,kolobár
309,Kreuz::N,крыж,kríž
310,Linie::N,лінія,próga
311,Strich::N,рыса,čŕta
312,Abstand::N,прамежак,preslédek
313,Entfernung::N,адлегласць,oddáljenost
314,Gegend::N,мясцовасць,kràj
315,Gegend::N,мясцовасць,dežêla
316,Platz::N,месца,prôstor
317,Ort::N,месца,mésto
318,Seite::N,бок,bòk
319,Seite::N,бок,strán
320,Mitte::N,сярэдзіна,sredína
321,Gegenstand::N,прадмет,prédmet
322,Sache::N,рэч,réč
323,Sache::N,рэч,stvár
324,Rand::N,край,kràj
325,Kante::N,руб,rób
326,Kante::N,кант,rób
327,Ecke::N,вугал,vogál
328,Spitze::N,кончык,óst
329,Ende::N,канец,kônec
330,Loch::N,дзірка,lúknja
331,Winkel::N,вугал,kót
332,Muster::N,узор,vzórec
333,Größe::N,памер,veličína
334,Länge::N,даўжыня,dolžína
335,Höhe::N,вышыня,vršína
336,Gewicht::N,вага,téža
337,Menge::N,колькасць,količína
338,Haufen::N,куча,kùp
339,Haufen::N,куча,kopíca
340,Reihe::N,рад,níz
341,Reihe::N,рад,vŕsta
342,Boot::N,лодка,čóln
343,Ruder::N,вясло,vêslo
344,Schlitten::N,сані,saní
345,Ski::N,лыжа,smučí
346,Lagerfeuer::N,вогнішча,táborni ôgenj
347,Last::N,цяжар,tôvor
348,Gang::N,ход,hòd
349,Schritt::N,шаг,korák
350,Schritt::N,крок,korák
351,Norden::N,поўнач,séver
352,Süden::N,поўдзень,júg
353,Westen::N,захад,zapàd
354,Osten::N,усход,vzhòd
355,Holz::N,дрэва,lés
356,Holz::N,драўніна,lés
357,Brett::N,дошка,deskà
358,Platte::N,пліта,plôča
359,Stütze::N,падпорка,opóra
360,Stütze::N,падпорка,zaslómba
361,Stange::N,жэрдка,gréd
362,Stock::N,палка,pálica
363,Stab::N,шост,pálica
364,Rohr::N,труба,cév
365,Haus::N,дом,híša
366,Heim::N,дом,dóm
367,Heim::N,хата,dóm
368,Ofen::N,печ,péč
369,Fußboden::N,падлога,pòd
370,Tisch::N,стол,míza
371,Stuhl::N,стул,stòl
372,Stuhl::N,крэсла,stòl
373,Wiege::N,калыска,zíbel
374,Bett::N,ложак,póstelja
375,Bett::N,пасцель,póstelja
376,Regal::N,паліца,políca
377,Kiste::N,скрынка,zabòj
378,Fenster::N,акно,ôkno
379,Tür::N,дзверы,vráta
380,Tor::N,вароты,velíka vráta
381,Zaun::N,агароджа,ográja
382,Dach::N,дах,stréha
383,Leiter::N,лесвіца,léstev
384,Besen::N,мятла,mêtla
385,Spaten::N,лапата,lopáta
386,Spaten::N,жалязняк,lopáta
387,Schaufel::N,шуфлік,lopáta
388,Schaufel::N,лапатка,lopáta
389,Gabel::N,відэлец,vílice
390,Löffel::N,лыжка,žlíca
391,Messer::N,нож,nòž
392,Nagel::N,цвік,žebèlj
393,Netz::N,сетка,mréža
394,Haken::N,крук,kljúka
395,Griff::N,ручка,ročáj
396,Griff::N,ручка,oprijèm
397,Schloss::N,замок,ključávnica
398,Bild::N,карціна,slíka
399,Figur::N,фігура,figúra
400,Figur::N,фігура,postáva
401,Puppe::N,лялька,lútka
402,Beutel::N,мяшок,môšnja
403,Bündel::N,вязка,cúla
404,Bündel::N,вязка,svéženj
405,Tasche::N,торба,tórba
406,Tasche::N,торба,tobôlec
407,Eimer::N,вядро,vêdro
408,Deckel::N,накрыўка,pokròv
409,Deckel::N,накрыўка,poklópec
410,Geschirr::N,пасуда,posóda
411,Sack::N,мех,vréča
412,Tasse::N,кубак,skodélica
413,Topf::N,каструля,lônec
414,Kessel::N,кацёл,kôtel
415,Essen::N,ежа,hrána
416,Nahrung::N,харч,živílo
417,Speise::N,страва,jéd
418,Fleisch::N,мяса,mesó
419,Getreide::N,збожжа,žíto
420,Brei::N,каша,káša
421,Brot::N,хлеб,krùh
422,Scheibe::N,луста,réženj
423,Scheibe::N,скібка,réženj
424,Fett::N,тлушч,mást
425,Fett::N,тлушч,maščôba
426,Butter::N,масла,máslo
427,Öl::N,алей,ólje
428,Salz::N,соль,sól
429,Suppe::N,суп,júha
430,Honig::N,мёд,méd
431,Milch::N,малако,mléko
432,Tee::N,чай,čáj
433,Tee::N,гарбата,čáj
434,Leder::N,скура,úsnje
435,Wolle::N,воўна,vólna
436,Stoff::N,тканіна,blagó
437,Nadel::N,іголка,ígla
438,Faden::N,нітка,nít
439,Knopf::N,гузік,gúmb
440,Knoten::N,вузел,vôzel
441,Farbe::N,фарба,bárva
442,Kleidung::N,адзенне,obléka
443,Hemd::N,кашуля,srájca
444,Kragen::N,каўнер,ovrátnik
445,Ärmel::N,рукаў,rokáv
446,Hose::N,штаны,hláče
447,Gürtel::N,пояс,pás
448,Mütze::N,шапка,kápa
449,Mütze::N,шапка,čépica
450,Schuh::N,чаравік,čévelj
451,Stiefel::N,бот,škórenj
452,Ring::N,кольца,pŕstan
453,Band::N,стужка,trák
454,Kamm::N,расчоска,glavník
455,Spiegel::N,люстра,zrcálo
456,Spiegel::N,люстра,ogledálo
457,Riemen::N,рэмень,jêrmen
458,Schnur::N,вяроўка,vŕvca
459,Leine::N,павадок,konôpec
460,Decke::N,коўдра,odéja
461,Kissen::N,падушка,blazína
462,Tuch::N,хустка,pŕt
463,Tuch::N,хустка,rúta
464,Handtuch::N,ручнік,brisáča
465,Kraft::N,сіла,síla
466,Stärke::N,моц,jákost
467,Gesundheit::N,здароўе,zdrávje
468,Krankheit::N,хвароба,bolézen
469,Schmerz::N,боль,ból
470,Schmerz::N,боль,bolečína
471,Wunde::N,рана,rána
472,Fieber::N,гарачка,vročína
473,Fieber::N,ліхаманка,vročína
474,Arznei::N,лекі,lék
475,Arznei::N,лекі,zdravílo
476,Brücke::N,мост,móst
477,Brunnen::N,калодзеж,vodnják
478,Weide::N,паша,páša
479,Pfad::N,сцежка,stezà
480,Weg::N,шлях,pót
481,Weg::N,дарога,pót
482,Straße::N,вуліца,césta
483,Dorf::N,вёска,vás
484,Stadt::N,горад,mésto
485,Brief::N,ліст,písmo
486,Brief::N,пісьмо,písmo
487,Buch::N,кніга,knjíga
488,Buchstabe::N,літара,čŕka
489,Zeitung::N,газета,čásnik
490,Leben::N,жыццё,življênje
491,Tod::N,смерць,smŕt
492,Grab::N,магіла,gròb
493,Kirche::N,касцёл,cérkev
494,Kirche::N,царква,cérkev
495,Sünde::N,грэх,gréh
496,Gott::N,бог,bóg
497,Arbeiter::N,рабочы,délavec
498,Chef::N,начальнік,šéf
499,Meister::N,майстар,mójster
500,Arzt::N,урач,zdravník
501,Lehrer::N,настаўнік,učítelj
502,Geld::N,грошы,denár
503,Geschäft::N,заняцце,kupčíja
504,Laden::N,крама,trgovína
505,Laden::N,магазін,trgovína
506,Preis::N,цана,céna
507,Ware::N,тавар,róba
508,Nutzen::N,выгада,príd
509,Reichtum::N,багацце,bogástvo
510,Welt::N,свет,svét
511,Land::N,краіна,dežêla
512,Staat::N,дзяржава,držáva
513,König::N,кароль,králj
514,Macht::N,улада,oblást
515,Grenze::N,граніца,mêja
516,Krieg::N,вайна,vôjna
517,Feind::N,вораг,sovrážnik
518,Gewalt::N,насілле,nasílje
519,Kampf::N,барацьба,bòj
520,Kampf::N,барацьба,bórba
521,Bogen[Waffe]::N,лук,lók
522,Pfeil::N,страла,puščíca
523,Gewehr::N,ружжо,púška
524,Fehler::N,памылка,zmóta
525,Lüge::N,хлусня,láž
526,Schaden::N,шкода,okvára
527,Unglück::N,ліха,nesréča
528,Unglück::N,бядота,nesréča
529,Schuld::N,віна,krívda
530,Alter::N,узрост,dôba
531,Schluss::N,канец,kônec
532,Zeit::N,час,čàs
533,Tag::N,дзень,dán
534,Morgen::N,ранак,jútro
535,Morgen::N,раніца,jútro
536,Mittag::N,паўдня,póldan
537,Mittag::N,поўдзень,póldan
538,Abend::N,вечар,večér
539,Nacht::N,ноч,nóč
540,Woche::N,тыдзень,téden
541,Monat::N,месяц,mésec
542,Jahr::N,год,léto
543,Frühling::N,вясна,pomlád
544,Sommer::N,лета,polétje
545,Herbst::N,восень,jesén
546,Winter::N,зіма,zíma
547,Januar::N,студзень,jánuar
548,Februar::N,люты,fébruar
549,März::N,сакавік,márec
550,April::N,красавік,apríl
551,Mai::N,май,máj
552,Mai::N,травень,máj
553,Juni::N,чэрвень,júnij
554,Juli::N,ліпень,júlij
555,August::N,жнівень,avgúst
556,September::N,верасень,septêmber
557,Oktober::N,кастрычнік,október
558,November::N,лістапад,novêmber
559,Dezember::N,снежань,decémber
560,Montag::N,панядзелак,ponedéljek
561,Dienstag::N,аўторак,tôrek
562,Mittwoch::N,серада,sréda
563,Donnerstag::N,чацвер,četŕtek
564,Freitag::N,пятніца,pétek
565,Samstag::N,субота,sobóta
566,Sonntag::N,нядзеля,nedélja
567,groß::A,вялікі,vêlik
568,klein::A,маленькі,májhen
569,lang::A,доўгі,dólg
570,kurz::A,кароткі,krátek
571,breit::A,шырокі,širòk
572,schmal::A,вузкі,ózek
573,dicht::A,густы,góst
574,dick[Gegenstand]::A,тоўсты,dêbel
575,dünn::A,тонкі,tánek
576,fein::A,тонкі,drôben
577,fest::A,моцны,tŕden
578,flach::A,плоскі,plán
579,flach::A,плоскі,plòsk
580,glatt::A,гладкі,gládek
581,hart::A,цвёрды,tŕd
582,weich::A,мяккі,mehák
583,rund::A,круглы,okrógel
584,spitz::A,спічасты,šílast
585,spitz::A,востраканцовы,šílast
586,scharf::A,востры,óster
587,stumpf::A,тупы,tóp
588,stumpf::A,тупы,skŕhan
589,schwer::A,цяжкі,têžek
590,schön::A,прыгожы,lép
591,schön::A,прыгожы,krásen
592,heiß::A,гарачы,vròč
593,warm::A,цёплы,tôpel
594,kalt::A,холадны,mŕzel
595,kalt::A,холадны,hláden
596,kühl::A,халаднаваты,hláden
597,frisch::A,свежы,svéž
598,feucht::A,вільготны,vlážen
599,nass::A,мокры,móker
600,trocken::A,сухі,súh
601,voll::A,поўны,póln
602,leer::A,пусты,prázen
603,offen::A,адкрыты,odpŕt
604,offen::A,адчынены,odpŕt
605,geschlossen::A,закрыты,zapŕt
606,geschlossen::A,зачынены,zapŕt
607,sauber::A,чысты,číst
608,sauber::A,чысты,líčen
609,schmutzig::A,брудны,umázan
610,roh::A,сыры,suròv
611,reif::A,спелы,zrèl
612,lecker::A,смачны,okúsen
613,süß::A,салодкі,sládek
614,bitter::A,горкі,grenák
615,sauer::A,кіслы,kísel
616,hell::A,светлы,svetèl
617,dunkel::A,цёмны,temèn
618,schwarz::A,чорны,čŕn
619,weiß::A,белы,bél
620,rot::A,чырвоны,rdèč
621,gelb::A,жоўты,žólt
622,gelb::A,жоўты,rumèn
623,blau::A,сіні,móder
624,grün::A,зялёны,zelèn
625,grau::A,шэры,sív
626,bunt::A,пяресты,písan
627,billig::A,танны,pocéni
628,teuer::A,дарагі,drág
629,wertvoll::A,цэнны,dragocén
630,wertvoll::A,каштоўны,dragocén
631,blind::A,сляпы,slép
632,taub::A,глухі,glúh
633,kräftig::A,магутны,močán
634,stark::A,сільны,ják
635,schwach::A,слабы,šíbek
636,fett::A,тлусты,dêbel
637,schlank::A,стройны,vítek
638,hübsch::A,чароўны,lép
639,böse::A,злы,zèl
640,böse::A,злы,hudôben
641,dumm::A,дурны,glúp
642,dumm::A,дурны,bédast
643,faul::A,лянівы,lén
644,fleißig::A,руплівы,marljív
645,geizig::A,прагны,škŕt
646,klug::A,разумны,pámeten
647,geschickt::A,умелы,spréten
648,lieb::A,мілы,míl
649,lieb::A,мілы,ljúb
650,lustig::A,вясёлы,vesél
651,sanft::A,ласкавы,láhek
652,hungrig::A,галодны,láčen
653,krank::A,хворы,bolán
654,nackt::A,голы,nág
655,traurig::A,сумны,túžen
656,lebendig::A,жывы,žív
657,gut::A,добры,dóber
658,schlecht::A,кепскі,malopríden
659,richtig::A,правільны,pravílen
660,schlimm::A,агідны,húd
661,wahr::A,сапраўдны,resníčen
662,alt::A,стары,stàr
663,neu::A,новы,nòv
664,ehemalig::A,былы,nekdánji
665,alt[Lebewesen]::A,стары,stàr
666,jung::A,малады,mlád
667,arm::A,бедны,ubóg
668,arm::A,бедны,réven
669,reich::A,багаты,bogàt
670,bekannt::A,знаёмы,znán
671,berühmt::A,славуты,sláven
672,berühmt::A,славуты,znamenít
673,fremd::A,чужы,túj
674,verschieden::A,розны,razlíčen
675,nah::A,блізкі,blížnji
676,fern::A,далёкі,dáleč
677,linker::A,левы,lévi
678,rechter::A,правы,désni
679,anderer::A,іншы,drúgi
680,anderer::A,другі,drúgi
681,erster::A,першы,pŕvi
682,zweiter::A,другі,drúgi
683,dritter::A,трэці,trétji
684,letzter::A,апошні,poslédnji
685,allein::ADV,сам,sám
686,allein::ADV,адзін,sám
687,auf einmal::ADV,адразу,obênem
688,zusammen::ADV,разам,skúpaj
689,lange::ADV,доўга,dólgo
690,plötzlich::ADV,раптам,náglo
691,plötzlich::ADV,раптам,nenádoma
692,sofort::ADV,зараз,prècej
693,später::ADV,пазней,poznêje
694,jetzt::ADV,цяпер,zdàj
695,heute::ADV,сёння,dánes
696,morgen::ADV,заўтра,jútri
697,bald::ADV,хутка,kmálu
698,bald::ADV,неўзабаве,kmálu
699,dann::ADV,потым,nató
700,gestern::ADV,учора,včéraj
701,einst::ADV,аднойчы,nékdaj
702,damals::ADV,тады,tedàj
703,damals::ADV,тады,takràt
704,danach::ADV,затым,potèm
705,vorher::ADV,раней,poprèj
706,zuerst::ADV,спярша,spŕva
707,zuerst::ADV,спачатку,spŕva
708,einmal::ADV,адзін раз,ênkrat
709,manchmal::ADV,часам,včásih
710,oft::ADV,часта,pogósto
711,immer::ADV,заўсёды,védno
712,immer::ADV,заўсёды,zméraj
713,niemals::ADV,ніколі,nikdàr
714,hier::ADV,тут,tù
715,hier::ADV,тут,túkaj
716,hierhin::ADV,сюды,sèmkaj
717,von hier::ADV,адсюль,od tú
718,von hier::ADV,адгэтуль,od tú
719,dort::ADV,там,tàm
720,dorthin::ADV,туды,tjà
721,geradeaus::ADV,прама,rávno napréj
722,vorwärts::ADV,наперад,napréj
723,rückwärts::ADV,назад,zádaj
724,zurück::ADV,назад,nazáj
725,unten::ADV,унізе,dôli
726,unten::ADV,унізе,spôdaj
727,hinab::ADV,уніз,dôl
728,oben::ADV,угары,gôri
729,oben::ADV,угары,zgôraj
730,oben::ADV,наверсе,gôri
731,oben::ADV,наверсе,zgôraj
732,hinauf::ADV,угару,gôr
733,überall::ADV,усюды,povsód
734,nicht::ADV,не,ne
735,ein wenig::ADV,трошкі,málo
736,kaum::ADV,ледзьве,kómaj
737,sehr::ADV,вельмі,zeló
738,so::ADV,так,takó
739,noch::ADV,яшчэ,še
740,nur::ADV,толькі,samó
741,schon::ADV,ужо,žè
742,wieder::ADV,зноў,spét
743,vergebens::ADV,дарма,zamàn
744,vergebens::ADV,дарма,zastónj
745,vergebens::ADV,дарэмна,zamàn
746,vergebens::ADV,дарэмна,zastónj
747,vor::PRP,перад,pred
748,hinter::PRP,за,za
749,hinter::PRP,ззаду,za
750,unter::PRP,пад,pod
751,durch::PRP,праз,skózi
752,neben::PRP,каля,kràj
753,neben::PRP,каля,póleg
754,zwischen::PRP,між,med
755,zwischen::PRP,між,izmed
756,zwischen::PRP,паміж,med
757,zwischen::PRP,паміж,izmed
758,wegen::PRP,з-за,zarádi
759,dies::PRN,гэта,tó
760,das::PRN,тое,tó
761,alles::PRN,усё,vsè
762,ich::PRN,я,jàz
763,du::PRN,ты,tí
764,er::PRN,ён,òn
765,wir::PRN,мы,mí
766,ihr::PRN,вы,ví
767,sie::PRN,яны,ôni
768,was::FPRN,што,káj
769,wer::FPRN,хто,kdó
770,wo::FADV,дзе,kjé
771,wohin::FADV,куды,kám
772,wie::FADV,як,kakó
773,warum::FADV,чаму,zakáj
774,wieviel::FNUM,колькі,kóliko
775,eins::NUM,адзін,êden
776,zwei::NUM,два,dvá
777,drei::NUM,тры,trí
778,vier::NUM,чатыры,štíri
779,fünf::NUM,пяць,pét
780,sechs::NUM,шесць,šést
781,sieben::NUM,сем,sédem
782,acht::NUM,восем,ósem
783,neun::NUM,дзевяць,devét
784,zehn::NUM,дзесяць,desét
785,elf::NUM,адзінаццаць,enájst
786,zwölf::NUM,дванаццаць,dvánajst
787,zwanzig::NUM,дваццаць,dvájset
788,dreißig::NUM,трыццаць,trídeset
789,vierzig::NUM,сорак,štírideset
790,fünfzig::NUM,пядзесят,pétdeset
791,sechzig::NUM,шесдзесят,šéstdeset
792,siebzig::NUM,семдзесят,sédemdeset
793,achtzig::NUM,восемдзесят,ósemdeset
794,neunzig::NUM,дзевяноста,devétdeset
795,hundert::NUM,сто,stó
796,tausend::NUM,тысяча,tísoč
797,und::CNJ,і,in
798,und::CNJ,ды,in
799,oder::CNJ,або,áli
800,stehen::V,стаяць,státi
801,sitzen::V,сядзець,sedéti
802,liegen::V,ляжаць,ležáti
803,hängen::V,вісець,viséti
804,werden::V,стаць,postáti
805,werden::V,зрабіцца,postáti
806,passieren::V,трапіцца,zgodíti se
807,beginnen::V,пачацца,začéti se
808,enden::V,кончыцца,končáti se
809,wechseln::V,мяняцца,ménjati se
810,aufgehen[Sonne]::V,узысці,vzíti
