,Concept_ID,kn,ga
122,Höhle::N,ಗುಹೆ,pluais
123,Abhang::N,ಇಳಿಜಾರು,fána
124,Quelle::N,ಮೂಲ,foinse
125,Bach::N,ತೊರೆ,sruthán
126,Fluss::N,ನದಿ,abhainn
127,Ufer::N,ತೀರ,bruach
128,Küste::N,ದಂಡೆ,cósta
129,Küste::N,ದಂಡೆ,cladach
130,Festland::N,ಭೂಮಿ,míntír
131,Meer::N,ಕಡಲು,muir
132,Meer::N,ಕಡಲು,farraige
133,Bucht::N,ಖಾರಿ,bá
134,Bucht::N,ಖಾರಿ,cuan
135,Insel::N,ದ್ವೀಪ,inis
136,Insel::N,ದ್ವೀಪ,oileán
137,Blume::N,ಸುಮ,bláth
138,Gras::N,ಹುಲ್ಲು,féar
139,Wurzel::N,ಬೇರು,rúta
140,Wurzel::N,ಬೇರು,fréamh
141,Baum::N,ಮರ,crann
142,Stamm::N,ಕಾಂಡ,stoc
143,Stamm::N,ಕಾಂಡ,tamhan
144,Rinde::N,ತೂಗಟಿ,coirt
145,Rinde::N,ತೂಗಟಿ,craiceann
146,Ast::N,ಶಾಖೆ,géag
147,Zweig::N,ರೆಂಬೆ,géag
148,Zweig::N,ರೆಂಬೆ,craobh
149,Blatt::N,ಎಲೆ,duille
150,Blatt::N,ಎಲೆ,duilleog
151,Birke::N,ಬರ್ಚ್ ಮರ,beith
152,Birke::N,ಬರ್ಚ್ ಮರ,crann beithe
153,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,péine
154,Weide[Baum]::N,ವಿಲೋಮರ,saileach
155,Tanne::N,ಭದ್ರದಾರು,giúis
156,Horn::N,ಕೊಂಬು,adharc
157,Feder::N,ಪುಕ್ಕ,cleite
158,Fell::N,ರೋಮ,clúmh
159,Flügel::N,ರೆಕ್ಕೆ,eite
160,Flügel::N,ರೆಕ್ಕೆ,sciathán
161,Klaue::N,ಪಂಜ,crúb
162,Klaue::N,ಪಂಜ,crobh
163,Kralle::N,ಉಗುರು,crobh
164,Schwanz::N,ಬಾಲ,eireaball
165,Ei::N,ಮೊಟ್ಟೆ,ubh
166,Nest::N,ಗೂಡು,nead
167,Bau::N,ಅಡಗುದಾಣ,brocais
168,Tier::N,ಪ್ರಾಣಿ,ainmhí
169,Tier::N,ಪ್ರಾಣಿ,beithíoch
170,Herde::N,ಗುಂಪು,tréad
171,Kuh::N,ಹಸು,bó
172,Bulle::N,ಗೂಳಿ,tarbh
173,Pferd::N,ಕುದುರೆ,each
174,Pferd::N,ಕುದುರೆ,capall
175,Schaf::N,ಕುರಿ,caora
176,Schwein::N,ಹಂದಿ,muc
177,Hund::N,ನಾಯಿ,madra
178,Katze::N,ಬೆಕ್ಕು,cat
179,Bär::N,ಕರಡಿ,béar
180,Eichhörnchen::N,ಉಡುತೆ,iora
181,Elch::N,ಕಡವೆ,eilc
182,Fuchs::N,ನರಿ,sionnach
183,Fuchs::N,ನರಿ,madra rua
184,Hase::N,ಮೊಲ,giorria
185,Maus::N,ಇಲಿ,luch
186,Wolf::N,ತೋಳ,mac tíre
187,Vogel::N,ಪಕ್ಷಿ,éan
188,Schwarm::N,ಗುಂಪು,saithe
189,Huhn::N,ಚಿಕ್,cearc
190,Hahn::N,ಹುಂಜ,coileach
191,Gans::N,ವರಟೆ,gé
192,Adler::N,ಗರುಡ,iolar
193,Ente::N,ಬಾತು,lacha
194,Eule::N,ಗೂಬೆ,ulchabhán
195,Kranich::N,ಕೊಕ್ಕರ,grús
196,Krähe::N,ಕಾಗೆ,caróg
197,Krähe::N,ಕಾಗೆ,préachán
198,Kuckuck::N,ಕೋಗಿಲೆ,cuach
199,Schwan::N,ಹಂಸಪಕ್ಷಿ,eala
200,Fisch::N,ಮೀನು,iasc
201,Barsch::N,ಪರ್ಚ್ ಮೀನು,péirse
202,Hecht::N,ಪೈಕ್ ಮೀನು,liús
203,Schlange[Tier]::N,ಹಾವು,nathair
204,Wurm::N,ಹುಳು,péist
205,Spinne::N,ಊರ್ಣನಾಭ,damhán alla
206,Ameise::N,ಇರುವೆ,seangán
207,Laus::N,ಹೇನು,míol
208,Mücke::N,ಸೊಳ್ಳೆ,muiscít
209,Mücke::N,ಸೊಳ್ಳೆ,corrmhíol
210,Fliege::N,ನೊಣ,cuil
211,Fliege::N,ನೊಣ,cuileog
212,Schmetterling::N,ಪತಂಗ,féileacán
213,Beere::N,ನಯವಣ್ಣು,caor
214,Apfel::N,ಸೇಬು,úll
215,Pilz::N,ಅಣಬೆ,beacán
216,Pilz::N,ಅಣಬೆ,muisiriún
217,Zwiebel::N,ನೀರುಳ್ಳಿ,oinniún
218,Saat::N,ಬಿತ್ತ,síol
219,Korn::N,ಬೀಜ,gráinne
220,Heu::N,ಕರಡ,féar
221,Schale::N,ಹೊಟ್ಟು,scaimh
222,Grube::N,ಗುಂಡಿ,poll
223,Falle::N,ಬೋನು,gaiste
224,Schlinge::N,ಉರುಲು,sealán
225,Spur::N,ಜಾಡು,rian
226,Asche::N,ಬೂದಿ,luaith
227,Dreck::N,ಹೊಲಸು,salachar
228,Eisen::N,ಕಬ್ಬಿಣ,iarann
229,Gold::N,ಚಿನ್ನ,ór
230,Silber::N,ಬೆಳ್ಳಿ,airgead
231,Kohle::N,ಕಲ್ಲಿದ್ದಲು,gual
232,Glas::N,ಗಾಜು,gloine
233,Lehm::N,ಜೇಡಿಮಣ್ಣು,cré
234,Sand::N,ಮರಳು,gaineamh
235,Mensch::N,ಪುರುಷ,duine
236,Mann::N,ಆಳು,fear
237,Frau::N,ಹೆಣ್ಣು,bean
238,Kind::N,ಮಗು,gasúr
239,Kind::N,ಮಗು,páiste
240,Junge::N,ಹುಡುಗ,buachaill
241,Mädchen::N,ಹುಡುಗಿ,cailín
242,Familie::N,ಕುಟುಂಬ,teaghlach
243,Familie::N,ಕುಟುಂಬ,comhluadar
244,Großvater::N,ಅಜ್ಜ,seanathair
245,Großmutter::N,ಅಮ್ಮ,seanmháthair
246,Eltern::N,ಹೆತ್ತವರು,tuismitheoirí
247,Vater::N,ತಂದೆ,athair
248,Mutter::N,ಅಮ್ಮ,máthair
249,Sohn::N,ಮಗ ,mac
250,Tochter::N,ಮಗಳು,iníon
251,Bruder::N,ತಮ್ಮ,deartháir
252,Schwester::N,ತಂಗಿ,deirfiúr
253,Onkel::N,ಸೋದರಮಾವ,uncail
254,Onkel::N,ದೊಡ್ಡಪ್ಪ,uncail
255,Tante::N,ಚಿಕ್ಕಮ್ಮ,aintín
256,Ehemann::N,ಗಂಡ,fear céile
257,Ehefrau::N,ಹೆಂಡತಿ,bean chéile
258,Freude::N,ನಲಿವು,áthas
259,Gelächter::N,ನಗೆ,gáire
260,Glück::N,ಆನಂದ,séan
261,Glück::N,ಆನಂದ,sonas
262,Kummer::N,ದುಃಖ,brón
263,Kummer::N,ದುಃಖ,buairt
264,Wunsch::N,ಬಯಕೆ,guí
265,Wunsch::N,ಬಯಕೆ,achainí
266,Lust::N,ಇಷ್ಟ,fonn
267,Geist::N,ಆತ್ಮ,meon
268,Geist::N,ಆತ್ಮ,spiorad
269,Gedanke::N,ಯೋಚನೆ,smaoineamh
270,Gedächtnis::N,ಸ್ಮರಣೆ,cuimhne
271,Verstand::N,ಮನಸ್ಸು,ciall
272,Verstand::N,ಮನಸ್ಸು,intinn
273,Sinn::N,ಅರ್ಥ,brí
274,Sinn::N,ಅರ್ಥ,ciall
275,Grund::N,ಕಾರಣ,fáth
276,Wahrheit::N,ಸತ್ಯ,fírinne
277,Gespräch::N,ಸಂಭಾಷಣೆ,comhrá
278,Märchen::N,ಸುಳ್ಳು ಕಥೆ,scéal
279,Erzählung::N,ಕಥೆ,scéal
280,Nachricht::N,ಸಂದೇಶ,teachtaireacht
281,Neuigkeit::N,ಸುದ್ದಿ,scéala
282,Name::N,ಹೆಸರು,ainm
283,Rätsel::N,ಒಗಟು,tomhas
284,Rede::N,ಮಾತು,óráid
285,Rede::N,ಮಾತು,aitheasc
286,Sprache::N,ಭಾಷೆ,teanga
287,Stimme::N,ಧ್ವನಿ,guth
288,Wort::N,ಮಾತು,focal
289,Zeichen::N,ಗುರುತು,comhartha
290,Ruf::N,ಕೂಗು,glaoch
291,Lärm::N,ಸದ್ದು,torann
292,Laut::N,ಶಬ್ದ,fuaim
293,Ton::N,ನಾದ,ton
294,Lied::N,ಗಾನ,amhrán
295,Ruhe::N,ಶಾಂತಿ,suaimhneas
296,Leute::N,ಮಂದಿ,muintir
297,Volk::N,ಜನಾಂಗ,pobal
298,Arbeit::N,ಕೆಲಸ,obair
299,Gast::N,ಅತಿಥಿ,aoi
300,Geschenk::N,ಕಾಣಿಕೆ,féirín
301,Geschenk::N,ಕಾಣಿಕೆ,bronntanas
302,Spiel::N,ಆಟ,cluiche
303,Gesellschaft::N,ಸಂಗ,comhluadar
304,Hilfe::N,ಸಹಾಯ,cúnamh
305,Hilfe::N,ಸಹಾಯ,cabhair
306,Freund::N,ಸ್ನೇಹಿತ,cara
307,Kamerad::N,ಜೊತೆಗಾರ,comrádaí
308,Angelegenheit::N,ವಿಚಾರ,ábhar
309,Anzahl::N,ಎಣಿಕೆ,líon
310,Art::N,ತರ,sórt
311,Art::N,ತರ,saghas
312,Stück::N,ತುಂಡು,píosa
313,Teil::N,ಭಾಗ,cuid
314,Teil::N,ಭಾಗ,páirt
315,Hälfte::N,ಅರ್ಧ,leath
316,Kreis::N,ವೃತ್ತ,ciorcal
317,Kreuz::N,ಶಿಲುಬೆ,cros
318,Linie::N,ರೀಖೆ,líne
319,Strich::N,ಗೀಟು,stríoc
320,Abstand::N,ಅಂತರ,achar
321,Entfernung::N,ದೂರ,fad
322,Gegend::N,ವಿಸ್ತೀರ್ಣ,ceantar
323,Platz::N,ಅಂತರ,áit
324,Platz::N,ಅಂತರ,spás
325,Ort::N,ಸ್ಥಳ,áit
326,Seite::N,ಪಕ್ಷ,taobh
327,Mitte::N,ನಡು,lár
328,Gegenstand::N,ವಸ್ತು,ball
329,Gegenstand::N,ವಸ್ತು,ábhar
330,Sache::N,ವಸ್ತು,ní
331,Sache::N,ವಸ್ತು,rud
332,Rand::N,ಅಂಚು,imeall
333,Rand::N,ಅಂಚು,ciumhais
334,Kante::N,ಅಂಚು,corr
335,Kante::N,ಅಂಚು,colbha
336,Ecke::N,ಮೂಲೆ,coirnéal
337,Spitze::N,ತುದಿ,gob
338,Spitze::N,ತುದಿ,barr
339,Ende::N,ಕೊನೆ,ceann
340,Ende::N,ಕೊನೆ,foirceann
341,Loch::N,ತೂತು,poll
342,Winkel::N,ಕೋನ,cúinne
343,Winkel::N,ಕೋನ,uillinn
344,Muster::N,ನಮೂನೆ,patrún
345,Größe::N,ಪ್ರಮಾಣ,méid
346,Größe::N,ಪ್ರಮಾಣ,toise
347,Länge::N,ಉದ್ದ,fad
348,Höhe::N,ಎತ್ತರ,airde
349,Gewicht::N,ತೂಕ,meáchan
350,Menge::N,ಮೊತ್ತ,méid
351,Haufen::N,ರಾಶಿ,cnap
352,Reihe::N,ಸಾಲು,líne
353,Reihe::N,ಸಾಲು,sraith
354,Boot::N,ದೋಣಿ,bád
355,Ruder::N,ಹುಟ್ಟು,rámh
356,Ruder::N,ಹುಟ್ಟು,maide rámha
357,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,carr sleamhnáin
358,Ski::N,ಜಾರುಪಟ್ಟಿ,scí
359,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,tine champa
360,Last::N,ಹೊರೆ,ualach
361,Gang::N,ತಿರುಗಾಟ,siúlóid
362,Schritt::N,ಹೆಜ್ಜೆ,céim
363,Schritt::N,ಹೆಜ್ಜೆ,coiscéim
364,Norden::N,ಉತ್ತರ,tuaisceart
365,Süden::N,ದಕ್ಷಿಣ,deisceart
366,Westen::N,ಪಶ್ಚಿಮ,iarthar
367,Osten::N,ಮೂಡಲು,oirthear
368,Holz::N,ಚೌಬೀನೆ,adhmad
369,Brett::N,ಹಲಗೆ,clár
370,Platte::N,ಹಲಗೆ,leac
371,Stütze::N,ಆಸರೆ,taca
372,Stange::N,ಕಂಬ,polla
373,Stange::N,ಕಂಬ,cuaille
374,Stock::N,ಕೋಲು,bata
375,Stock::N,ಕೋಲು,maide
376,Stab::N,ದೊಣ್ಣೆ,maide
377,Stab::N,ದೊಣ್ಣೆ,bachall
378,Rohr::N,ನಳಿಕೆ,píopa
379,Haus::N,ಮನೆ,teach
380,Heim::N,ಗೃಹ,baile
381,Ofen::N,ಒಲೆ,sornóg
382,Fußboden::N,ನೆಲ,urlár
383,Tisch::N,ಮೇಜು,bord
384,Tisch::N,ಮೇಜು,tábla
385,Stuhl::N,ಕುರ್ಚಿ,cathaoir
386,Wiege::N,ತೊಟ್ಟಿಲು,cliabhán
387,Bett::N,ಹಾಸಿಗೆ,leaba
388,Regal::N,ಬೀರು,seilf
389,Kiste::N,ಪಟ್ಟಿಗೆ,bosca
390,Fenster::N,ಕಿಟಕಿ,fuinneoig
391,Tür::N,ಬಾಗಿಲು,doras
392,Tor::N,ಹೆಬ್ಬಾಗಿಲು,geata
393,Zaun::N,ಬೇಲಿ,fál
394,Zaun::N,ಬೇಲಿ,claí
395,Dach::N,ಮಾಳಿಗೆ,díon
396,Leiter::N,ಏಣಿ,dréimire
397,Besen::N,ಪೊರಕೆ,scuab
398,Spaten::N,ಗುದ್ದಲಿ,spád
399,Spaten::N,ಗುದ್ದಲಿ,rámhainn
400,Schaufel::N,ಸನಿಕೆ,sluasaid
401,Gabel::N,ಕವಲು,forc
402,Gabel::N,ಕವಲು,gabhlóg
403,Löffel::N,ಚಮಚ,spúnóg
404,Messer::N,ಚಾಕು,scian
405,Nagel::N,ಆಣಿ,tairne
406,Netz::N,ಬಲೆ,líon
407,Netz::N,ಬಲೆ,eangach
408,Haken::N,ಕೊಂಡಿ,croch
409,Griff::N,ಹಿಡಿ,cos
410,Griff::N,ಹಿಡಿ,hanla
411,Schloss::N,ವೀಗ,glas
412,Bild::N,ಚಿತ್ರ,pictiúr
413,Figur::N,ಆಕಾರ,fíor
414,Puppe::N,ಗೊಂಬೆ,bábóg
415,Beutel::N,ಸಂಚಿ,mála
416,Beutel::N,ಸಂಚಿ,mealbhóg
417,Bündel::N,ಕಟ್ಟು,beart
418,Tasche::N,ಚೀಲ,mála
419,Eimer::N,ಬಾನೆ,buicéad
420,Deckel::N,ಮುಚ್ಚಳ,clár
421,Deckel::N,ಮುಚ್ಚಳ,claibín
422,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,soithí
423,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,gréithe
424,Sack::N,ಮೂಟೆ,sac
425,Sack::N,ಮೂಟೆ,mála
426,Tasse::N,ಬಟ್ಟಲು,cupán
427,Topf::N,ಮಡಕೆ,pota
428,Kessel::N,ಕೆಟಲ್,citeal
429,Essen::N,ಊಟ,béile
430,Nahrung::N,ಆಹಾರ,bia
431,Speise::N,ಊಟ,mias
432,Fleisch::N,ಮಾಂಸ,feoil
433,Getreide::N,ಧಾನ್ಯ,grán
434,Getreide::N,ಧಾನ್ಯ,arbhar
435,Brei::N,ಗಂಜಿ,brúitín
436,Brot::N,ರೊಟ್ಟಿ,arán
437,Scheibe::N,ಹೋಳು,píosa
438,Scheibe::N,ಹೋಳು,slisne
439,Fett::N,ಕೊಬ್ಬು,saill
440,Fett::N,ಕೊಬ್ಬು,méathras
441,Butter::N,ಬೆಣ್ಣೆ,im
442,Öl::N,ಎಣ್ಣೆ,ola
443,Salz::N,ಉಪ್ಪು,salann
444,Suppe::N,ಎಸರು,sú
445,Suppe::N,ಎಸರು,anraith
446,Honig::N,ಮಧು,mil
447,Milch::N,ಹಾಲು,bainne
448,Tee::N,ಚಹ,tae
449,Leder::N,ಚಕ್ಕಳ,leathar
450,Wolle::N,ಉಣ್ಣೆ,olann
451,Stoff::N,ಬಟ್ಟೆ,éadach
452,Nadel::N,ಸೂಜಿ,snáthaid
453,Faden::N,ದಾರ,snáth
454,Knopf::N,ಗುಂಡು,cnaipe
455,Knoten::N,ಗಂಟು,snaidhm
456,Farbe::N,ಬಣ್ಣ,péint
457,Kleidung::N,ಅರಿವೆ,éadaí
458,Hemd::N,ಅಂಗಿ,léine
459,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,bóna
460,Ärmel::N,ತೋಳು,muinchille
461,Hose::N,ಇಜಾರ,bríste
462,Hose::N,ಇಜಾರ,treabhsar
463,Gürtel::N,ಬೆಲ್ಟು,crios
464,Mütze::N,ಟೋಪಿ,caipín
465,Schuh::N,ಪಾದರಕ್ಷೆ,bróg
466,Stiefel::N,ಬೂಟು,buatais
467,Ring::N,ಉಂಗುರ,fáinne
468,Band::N,ರಿಬ್ಬನ್,ribín
469,Kamm::N,ಹಣಿಗೆ,cíor
470,Spiegel::N,ಕನ್ನಡಿ,scáthán
471,Riemen::N,ಬಾರು,iall
472,Riemen::N,ಬಾರು,strapa
473,Schnur::N,ಹುರಿ,téad
474,Schnur::N,ಹುರಿ,sreangán
475,Leine::N,ಹಗ್ಗ,iall
476,Decke::N,ಕಂಬಳಿ,pluid
477,Decke::N,ಕಂಬಳಿ,blaincéad
478,Kissen::N,ದಿಂಬು,piliúr
479,Kissen::N,ದಿಂಬು,adhartán
480,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,scaif
481,Handtuch::N,ಚೌಕ,tuáille
482,Kraft::N,ಬಲ,fórsa
483,Stärke::N,ಶಕ್ತಿ,neart
484,Gesundheit::N,ಆರೋಗ್ಯ,sláinte
485,Krankheit::N,ರೋಗ,tinneas
486,Krankheit::N,ರೋಗ,breoiteacht
487,Schmerz::N,ನೋವು,pian
488,Wunde::N,ಗಾಯ,goin
489,Fieber::N,ಜ್ವರ,fiabhras
490,Arznei::N,ಔಷಧ,cógas
491,Brücke::N,ಸೇತುವೆ,droichead
492,Brunnen::N,ಬಾವಿ,tobar
493,Weide::N,ಗೋಮಾಳ,féarach
494,Pfad::N,ದಾರಿ,cosán
495,Pfad::N,ದಾರಿ,conair
496,Weg::N,ಹಾದಿ,slí
497,Weg::N,ಹಾದಿ,bealach
498,Straße::N,ರಸ್ತೆ,bóthar
499,Dorf::N,ಹಳ್ಳಿ,sráidbhaile
500,Stadt::N,ಪಟ್ಟಣ,baile
501,Stadt::N,ಪಟ್ಟಣ,cathair
502,Brief::N,ಕಾಗದ,litir
503,Buch::N,ಪುಸ್ತಕ,cín
504,Buch::N,ಪುಸ್ತಕ,leabhar
505,Buchstabe::N,ಅಕ್ಷರ,litir
506,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,nuachtán
507,Leben::N,ಜೀವನ,saol
508,Leben::N,ಜೀವನ,beatha
509,Tod::N,ಮರಣ,bás
510,Grab::N,ಗೋರಿ,uaigh
511,Kirche::N,ಚರ್ಚು,eaglais
512,Sünde::N,ಪಾಪ,peaca
513,Gott::N,ದೇವರು,dia
514,Arbeiter::N,ಕೆಲಸಗಾರ,oibrí
515,Chef::N,ದಣಿ,saoiste
516,Chef::N,ದಣಿ,ceannasaí
517,Meister::N,ಶಿಕ್ಷಕ,máistir
518,Arzt::N,ವೈದ್ಯ,lia
519,Arzt::N,ವೈದ್ಯ,dochtúir
520,Lehrer::N,ಉಪಾಧ್ಯಾಯ,oide
521,Lehrer::N,ಉಪಾಧ್ಯಾಯ,múinteoir
522,Geld::N,ಹಣ,airgead
523,Geschäft::N,ವಾಣಿಜ್ಯ,gnó
524,Laden::N,ಅಂಗಡಿ,siopa
525,Preis::N,ಬೆಲೆ,praghas
526,Ware::N,ಸರಕು,earra
527,Nutzen::N,ಲಾಭ,tairbhe
528,Reichtum::N,ಸಂಪತ್ತು,rachmas
529,Reichtum::N,ಸಂಪತ್ತು,saibhreas
530,Welt::N,ಭೂಲೋಕ,domhan
531,Land::N,ದೇಶ,tír
532,Staat::N,ರಾಜ್ಯ,stát
533,König::N,ರಾಜ,rí
534,Macht::N,ಅಧಿಕಾರ,cumhacht
535,Grenze::N,ಗಡಿ,críoch
536,Grenze::N,ಗಡಿ,teorainn
537,Krieg::N,ಯುದ್ಧ,cogadh
538,Feind::N,ಶತ್ರು,namhaid
539,Gewalt::N,ಹಿಂಸೆ,foréigean
540,Kampf::N,ಹೋರಾಟ,troid
541,Bogen[Waffe]::N,ಬಿಲ್ಲು,bogha
542,Pfeil::N,ಅಂಬು,saighead
543,Gewehr::N,ಬಂದೂಕು,gunna
544,Fehler::N,ತಪ್ಪು,botún
545,Fehler::N,ತಪ್ಪು,meancóg
546,Lüge::N,ಸುಳ್ಳು,bréag
547,Lüge::N,ಸುಳ್ಳು,éitheach
548,Schaden::N,ಹಾನಿ,dochar
549,Schaden::N,ಹಾನಿ,damáiste
550,Unglück::N,ಅಪಾಯ,drochrath
551,Schuld::N,ದೋಷ,locht
552,Schuld::N,ದೋಷ,milleán
553,Alter::N,ಮುಪ್ಪು,aois
554,Schluss::N,ಮುಕ್ತಾಯ,deireadh
555,Zeit::N,ಕಾಲ,am
556,Zeit::N,ಕಾಲ,aimsir
557,Tag::N,ದಿನ,lá
558,Morgen::N,ಮುಂಜಾನೆ,maidin
559,Mittag::N,ನಡುಹಗಲು,nóin
560,Abend::N,ಸಂಜೆ,tráthnóna
561,Nacht::N,ರಾತ್ರಿ,oíche
562,Woche::N,ವಾರ,seachtain
563,Monat::N,ತಿಂಗಳು,mí
564,Jahr::N,ಸಂವತ್ಸರ,bliain
565,Frühling::N,ವಸಂತ,earrach
566,Sommer::N,ಬಿಸಿಲುಕಾಲ,samhradh
567,Herbst::N,ಶರತ್ಕಾಲ,fómhar
568,Winter::N,ಚಳಿಗಾಲ,geimhreadh
569,Januar::N,ನಾಲ್ಚಳಿ,Eanáir
570,Februar::N,ಅಯ್ಚಳಿ,Feabhra
571,März::N,ಮೊಬ್ಬೇಸಿಗೆ,Márta
