,Concept_ID,te,ga
86,Wetter::N,వాతావరణ స్థితి,aimsir
87,Nebel::N,పొగమంచు,ceo
88,Wolke::N,మేఘము,néal
89,Wolke::N,మేఘము,scamall
90,Regen::N,వాన,báisteach
91,Regen::N,వాన,fearthainn
92,Schnee::N,హిమము,sneachta
93,Eis::N,మంచుగడ్డ,oighear
94,Frost::N,పేరిన మంచు,sioc
95,Kälte::N,చలి,fuacht
96,Hitze::N,వేడిమి,teas
97,Hitze::N,వేడిమి,teocht
98,Raureif::N,మంచు,sioc bán
99,Regenbogen::N,ఇంద్రధనుస్సు,stua ceatha
100,Regenbogen::N,ఇంద్రధనుస్సు,bogha báistí
101,Donner::N,ఉరుము,toirneach
102,Strömung::N,ప్రవాహము,sruth
103,Tropfen::N,చుక్క,deoir
104,Schaum::N,నురుగు,cúr
105,Schmutz::N,మైల,salachar
106,See::N,సరస్సు,loch
107,Sumpf::N,చిత్తడినేల,portach
108,Moor::N,చిత్తడినేల,caorán
109,Moor::N,చిత్తడినేల,móinteán
110,Wiese::N,పచ్చిక బయలు,cluain
111,Wiese::N,పచ్చిక బయలు,móinéar
112,Wald::N,అడవి,coill
113,Wald::N,అడవి,foraois
114,Hügel::N,చివ్నకొండ,ard
115,Anhöhe::N,కొండ,ard
116,Anhöhe::N,కొండ,ardán
117,Berg::N,పర్వతము,sliabh
118,Gipfel::N,శిఖరము,barr
119,Gipfel::N,శిఖరము,mullach
120,Höhle::N,గుహ,uaimh
121,Höhle::N,గుహ,pluais
122,Abhang::N,ఏటవాలు,fána
123,Quelle::N,మూలము,foinse
124,Bach::N,కాలువ,sruthán
125,Fluss::N,నది,abhainn
126,Ufer::N,తీరము,bruach
127,Küste::N,తీరము,cósta
128,Küste::N,తీరము,cladach
129,Festland::N,భూమి,míntír
130,Meer::N,సముద్రము,muir
131,Meer::N,సముద్రము,farraige
132,Bucht::N,మరుగు,bá
133,Bucht::N,మరుగు,cuan
134,Insel::N,దీవి,inis
135,Insel::N,దీవి,oileán
136,Blume::N,పుష్పము,bláth
137,Gras::N,పచ్చగడ్డి,féar
138,Wurzel::N,వేరు,rúta
139,Wurzel::N,వేరు,fréamh
140,Baum::N,చెట్టు,crann
141,Stamm::N,చెట్టుబోదె,stoc
142,Stamm::N,చెట్టుబోదె,tamhan
143,Rinde::N,చెట్టుపట్ట,coirt
144,Rinde::N,చెట్టుపట్ట,craiceann
145,Ast::N,కొమ్మ,géag
146,Zweig::N,చివుకు,géag
147,Zweig::N,చివుకు,craobh
148,Blatt::N,ఆకు,duille
149,Blatt::N,ఆకు,duilleog
150,Birke::N,తరహా చెట్టు,beith
151,Birke::N,తరహా చెట్టు,crann beithe
152,Kiefer[Baum]::N,దేవదారు చెట్టు,péine
153,Weide[Baum]::N,జాతిచెట్టు,saileach
154,Tanne::N,దేవదారుచెట్టు,giúis
155,Horn::N,కొమ్ము,adharc
156,Feder::N,ఈక,cleite
157,Fell::N,తోలు,clúmh
158,Flügel::N,ఱెక్క,eite
159,Flügel::N,ఱెక్క,sciathán
160,Klaue::N,వంకరగోరు,crúb
161,Klaue::N,వంకరగోరు,crobh
162,Kralle::N,వంకరగోరు,crobh
163,Schwanz::N,తోక,eireaball
164,Ei::N,గ్రుడ్డు,ubh
165,Nest::N,పక్షిగూడు,nead
166,Bau::N,గుహ,brocais
167,Tier::N,జంతువు,ainmhí
168,Tier::N,జంతువు,beithíoch
169,Herde::N,మంద,tréad
170,Kuh::N,ఆవు,bó
171,Bulle::N,గిత్త,tarbh
172,Pferd::N,గుఱ్ఱము,each
173,Pferd::N,గుఱ్ఱము,capall
174,Schaf::N,గొఱ్ఱె,caora
175,Schwein::N,పంది,muc
176,Hund::N,కుక్క,madra
177,Katze::N,పిల్లి,cat
178,Bär::N,ఎలుగుబంటి,béar
179,Eichhörnchen::N,ఉడుత,iora
180,Elch::N,కణంజు,eilc
181,Fuchs::N,గుంటనక్క,sionnach
182,Fuchs::N,గుంటనక్క,madra rua
183,Hase::N,కుందేలు,giorria
184,Maus::N,చిట్టెలుక,luch
185,Wolf::N,తోడేలు,mac tíre
186,Vogel::N,పక్షి,éan
187,Schwarm::N,గుంపు,saithe
188,Huhn::N,కోడిపిల్ల,cearc
189,Hahn::N,కోడివుంజు,coileach
190,Gans::N,ఆడుబాతు,gé
191,Adler::N,గ్రద్ద,iolar
192,Ente::N,పాట్టిబాతు,lacha
193,Eule::N,గ్రుడ్లగూబ,ulchabhán
194,Kranich::N,కొంగ,grús
195,Krähe::N,కాకి,caróg
196,Krähe::N,కాకి,préachán
197,Kuckuck::N,కోయల,cuach
198,Schwan::N,హంస,eala
199,Fisch::N,చేప,iasc
200,Barsch::N,ఒకచేఁప,péirse
201,Hecht::N,గండుమీను,liús
202,Schlange[Tier]::N,పాము,nathair
203,Wurm::N,పురుగు,péist
204,Spinne::N,సాలె పురుగు,damhán alla
205,Ameise::N,చీమ,seangán
206,Laus::N,పేను,míol
207,Mücke::N,చీకటీగ,muiscít
208,Mücke::N,చీకటీగ,corrmhíol
209,Fliege::N,ఈగ,cuil
210,Fliege::N,ఈగ,cuileog
211,Schmetterling::N,సీతాకోకచిలుక,féileacán
212,Beere::N,కాయ,caor
213,Apfel::N,ఆపిల్ పండు,úll
214,Pilz::N,కుక్కగొడుగు,beacán
215,Pilz::N,కుక్కగొడుగు,muisiriún
216,Zwiebel::N,నీరుల్లి,oinniún
217,Saat::N,విత్తనము,síol
218,Korn::N,గింజ,gráinne
219,Heu::N,ఎండుగడ్డి,féar
220,Schale::N,పొట్టు,scaimh
221,Grube::N,గొయ్యి,poll
222,Falle::N,బోను,gaiste
223,Schlinge::N,ఉరి,sealán
224,Spur::N,జాడ,rian
225,Asche::N,బూడిద,luaith
226,Dreck::N,ముఱికి,salachar
227,Eisen::N,ఇనుము,iarann
228,Gold::N,బంగారము,ór
229,Silber::N,వెండి,airgead
230,Kohle::N,నేలబొగ్గు,gual
231,Glas::N,గాజు,gloine
232,Lehm::N,బంకమన్ను,cré
233,Sand::N,ఇసుక,gaineamh
234,Mensch::N,నరుడు,duine
235,Mann::N,పురుమడు,fear
236,Frau::N,ఆడుది,bean
237,Kind::N,బిడ్డ,gasúr
238,Kind::N,బిడ్డ,páiste
239,Junge::N,బాలుడు,buachaill
240,Mädchen::N,బాలిక,cailín
241,Familie::N,కుటుంబము,teaghlach
242,Familie::N,కుటుంబము,comhluadar
243,Großvater::N,తాత,seanathair
244,Großmutter::N,అయ్యమ్మ,seanmháthair
245,Eltern::N,తల్లితండ్రులు,tuismitheoirí
246,Vater::N,తండ్రి,athair
247,Mutter::N,తల్లి,máthair
248,Sohn::N,కొడుకు,mac
249,Tochter::N,కూతురు,iníon
250,Bruder::N,పోదరుడు,deartháir
251,Schwester::N,సోదరి,deirfiúr
252,Onkel::N,మేనమామ,uncail
253,Tante::N,మేనత్త,aintín
254,Tante::N,పినతల్లి,aintín
255,Ehemann::N,భర్త,fear céile
256,Ehefrau::N,భార్య,bean chéile
257,Freude::N,సంతోషము,áthas
258,Gelächter::N,నవ్వు,gáire
259,Glück::N,సంతోషము,séan
260,Glück::N,సంతోషము,sonas
261,Kummer::N,దుఃఖము,brón
262,Kummer::N,దుఃఖము,buairt
263,Wunsch::N,కోరిక,guí
264,Wunsch::N,కోరిక,achainí
265,Lust::N,కోరిక,fonn
266,Geist::N,ఆత్మ,meon
267,Geist::N,ఆత్మ,spiorad
268,Gedanke::N,ఆలోచన,smaoineamh
269,Gedächtnis::N,జ్ఞాపకము,cuimhne
270,Verstand::N,మనస్సు,ciall
271,Verstand::N,మనస్సు,intinn
272,Sinn::N,అర్థము,brí
273,Sinn::N,అర్థము,ciall
274,Grund::N,కారణము,fáth
275,Wahrheit::N,సత్యము,fírinne
276,Gespräch::N,పంభాషణ,comhrá
277,Märchen::N,అద్భుతకథ,scéal
278,Erzählung::N,కథ,scéal
279,Nachricht::N,వార్త,teachtaireacht
280,Neuigkeit::N,వార్త,scéala
281,Name::N,పేరు,ainm
282,Rätsel::N,చిక్కు,tomhas
283,Rede::N,ఉపన్యాసము,óráid
284,Rede::N,ఉపన్యాసము,aitheasc
285,Sprache::N,భాష,teanga
286,Stimme::N,కంరథ్సని,guth
287,Wort::N,మాట,focal
288,Zeichen::N,గుర్తు,comhartha
289,Ruf::N,పిలువు,glaoch
290,Lärm::N,సందడి,torann
291,Laut::N,ధ్వని,fuaim
292,Ton::N,స్వరము,ton
293,Lied::N,పాట,amhrán
294,Ruhe::N,గాలిలేమి,suaimhneas
295,Leute::N,జనులు,muintir
296,Volk::N,జాతి,pobal
297,Arbeit::N,పని,obair
298,Gast::N,అతిధి,aoi
299,Geschenk::N,దానము,féirín
300,Geschenk::N,దానము,bronntanas
301,Spiel::N,ఆట,cluiche
302,Gesellschaft::N,జట్టు,comhluadar
303,Hilfe::N,సాహాయ్యము,cúnamh
304,Hilfe::N,సాహాయ్యము,cabhair
305,Freund::N,స్నేహితుడు,cara
306,Kamerad::N,చెలికాడు,comrádaí
307,Angelegenheit::N,విషయము,ábhar
308,Anzahl::N,లెక్క,líon
309,Art::N,జాతి,sórt
310,Art::N,జాతి,saghas
311,Stück::N,తునుక,píosa
312,Teil::N,భాగము,cuid
313,Teil::N,భాగము,páirt
314,Hälfte::N,సగము,leath
315,Kreis::N,వృత్తము,ciorcal
316,Kreuz::N,సిలువ,cros
317,Linie::N,గీత,líne
318,Strich::N,గీత,stríoc
319,Abstand::N,సందు,achar
320,Entfernung::N,దూరము,fad
321,Gegend::N,విస్తీర్ణము,ceantar
322,Platz::N,ఎడము,áit
323,Platz::N,ఎడము,spás
324,Ort::N,స్థలము,áit
325,Seite::N,ప్రక్క,taobh
326,Mitte::N,నడిమి,lár
327,Gegenstand::N,పద్దు,ball
328,Gegenstand::N,పద్దు,ábhar
329,Sache::N,వస్తువు,ní
330,Sache::N,వస్తువు,rud
331,Rand::N,అంచు,imeall
332,Rand::N,అంచు,ciumhais
333,Kante::N,అంచు,corr
334,Kante::N,అంచు,colbha
335,Ecke::N,మూల,coirnéal
336,Spitze::N,మొన,gob
337,Spitze::N,మొన,barr
338,Ende::N,కొన,ceann
339,Ende::N,కొన,foirceann
340,Loch::N,రంధ్రము,poll
341,Winkel::N,కోణము,cúinne
342,Winkel::N,కోణము,uillinn
343,Muster::N,మాదిరి,patrún
344,Größe::N,పరిమాణము,méid
345,Größe::N,పరిమాణము,toise
346,Länge::N,పొడుగు,fad
347,Höhe::N,పొడుగు,airde
348,Gewicht::N,భారము,meáchan
349,Menge::N,మొత్తము,méid
350,Haufen::N,రాశి,cnap
351,Reihe::N,వరుస,líne
352,Reihe::N,వరుస,sraith
353,Boot::N,పడవ,bád
354,Ruder::N,అడక,rámh
355,Ruder::N,అడక,maide rámha
356,Schlitten::N,సరవండ్లు,carr sleamhnáin
357,Ski::N,స్కీ,scí
358,Lagerfeuer::N,నెగడు,tine champa
359,Last::N,బరువు,ualach
360,Gang::N,నడక,siúlóid
361,Schritt::N,అడుగు,céim
362,Schritt::N,అడుగు,coiscéim
363,Norden::N,ఉత్తరదిక్కు,tuaisceart
364,Süden::N,దక్షిణము,deisceart
365,Westen::N,పడమర,iarthar
366,Osten::N,తూర్పు,oirthear
367,Holz::N,కొయ్య,adhmad
368,Brett::N,పలక,clár
369,Platte::N,పలక,leac
370,Stütze::N,వాల్సేడ్లు,taca
371,Stange::N,స్తంభము,polla
372,Stange::N,స్తంభము,cuaille
373,Stock::N,కఱ్ఱ,bata
374,Stock::N,కఱ్ఱ,maide
375,Stab::N,కఱ్ఱ,maide
376,Stab::N,కఱ్ఱ,bachall
377,Rohr::N,గొట్టము,píopa
378,Haus::N,ఇల్లు,teach
379,Heim::N,స్వగృహము,baile
380,Ofen::N,పొయ్యి,sornóg
381,Fußboden::N,నేల,urlár
382,Tisch::N,మేజా,bord
383,Tisch::N,మేజా,tábla
384,Stuhl::N,కుర్చీ,cathaoir
385,Wiege::N,ఉయ్యాల,cliabhán
386,Bett::N,పడక,leaba
387,Bett::N,మంచం,leaba
388,Regal::N,అటక,seilf
389,Kiste::N,వెట్టె,bosca
390,Fenster::N,కిటికి,fuinneoig
391,Tür::N,ద్వారము,doras
392,Tor::N,ద్వారము,geata
393,Zaun::N,కంచె,fál
394,Zaun::N,కంచె,claí
395,Dach::N,ఇంటివైకప్పు,díon
396,Leiter::N,నిచ్చెన,dréimire
397,Besen::N,చీపురుకట్ట,scuab
398,Spaten::N,పాఱ,spád
399,Spaten::N,పాఱ,rámhainn
400,Schaufel::N,పాఱ,sluasaid
401,Gabel::N,ముండ్లగరిటె,forc
402,Gabel::N,ముండ్లగరిటె,gabhlóg
403,Löffel::N,గరిటె,spúnóg
404,Messer::N,కత్తి,scian
405,Nagel::N,మేకు,tairne
406,Netz::N,వల,líon
407,Netz::N,వల,eangach
408,Haken::N,కొక్కెము,croch
409,Griff::N,పిడి,cos
410,Griff::N,పిడి,hanla
411,Schloss::N,తాళము,glas
412,Bild::N,చిత్రము,pictiúr
413,Figur::N,రూపము,fíor
414,Puppe::N,బొమ్మ,bábóg
415,Beutel::N,సంచి,mála
416,Beutel::N,సంచి,mealbhóg
417,Bündel::N,మూట,beart
418,Tasche::N,సంచి,mála
419,Eimer::N,చేద,buicéad
420,Deckel::N,మూత,clár
421,Deckel::N,మూత,claibín
422,Geschirr::N,వంటకాలు,soithí
423,Geschirr::N,వంటకాలు,gréithe
424,Sack::N,గోనెసంచి,sac
425,Sack::N,గోనెసంచి,mála
426,Tasse::N,గిన్నె,cupán
427,Topf::N,కుండ,pota
428,Kessel::N,నీరుకాచుపాత్ర,citeal
429,Essen::N,ఆహారము,béile
430,Nahrung::N,ఆహారము,bia
431,Speise::N,ఆహారము,mias
432,Fleisch::N,మాంసము,feoil
433,Getreide::N,ధాన్యము,grán
434,Getreide::N,ధాన్యము,arbhar
435,Brei::N,గుజ్జు,brúitín
436,Brot::N,రొట్టె,arán
437,Scheibe::N,బద్ద,píosa
438,Scheibe::N,బద్ద,slisne
439,Fett::N,క్రొవ్వు,saill
440,Fett::N,క్రొవ్వు,méathras
441,Butter::N,వెన్న,im
442,Öl::N,నూనె,ola
443,Salz::N,ఉప్పు,salann
444,Suppe::N,చారు,sú
445,Suppe::N,చారు,anraith
446,Honig::N,తెనె,mil
447,Milch::N,పాలు,bainne
448,Tee::N,తేనీరు,tae
449,Leder::N,బాగుచేసివతోలు,leathar
450,Wolle::N,ఉన్ని,olann
451,Stoff::N,బట్ట,éadach
452,Nadel::N,సూది,snáthaid
453,Faden::N,దారము,snáth
454,Knopf::N,బొత్తాము,cnaipe
455,Knoten::N,ముడి,snaidhm
456,Farbe::N,రంగు,péint
457,Kleidung::N,బట్టలు,éadaí
458,Hemd::N,చొక్కాయ,léine
459,Kragen::N,మాల,bóna
460,Ärmel::N,చొక్కాయచెయ్యి,muinchille
461,Hose::N,ఇజారు,bríste
462,Hose::N,ఇజారు,treabhsar
463,Gürtel::N,పటకా,crios
464,Mütze::N,టోపి,caipín
465,Schuh::N,పాదరక్ష,bróg
466,Stiefel::N,బూటు,buatais
467,Ring::N,ఉంగరము,fáinne
468,Band::N,నాడా,ribín
469,Kamm::N,దువ్వెన,cíor
470,Spiegel::N,అద్దము,scáthán
471,Riemen::N,వాడా,iall
472,Riemen::N,వాడా,strapa
473,Schnur::N,దారము,téad
474,Schnur::N,దారము,sreangán
475,Leine::N,వారు,iall
476,Decke::N,కంబళి,pluid
477,Decke::N,కంబళి,blaincéad
478,Kissen::N,తలగడ,piliúr
479,Kissen::N,తలగడ,adhartán
480,Tuch::N,బట్ట,scaif
481,Handtuch::N,తువాలు,tuáille
482,Kraft::N,బలము,fórsa
483,Stärke::N,శక్తి,neart
484,Gesundheit::N,ఆరోగ్యము,sláinte
485,Krankheit::N,రోగము,tinneas
486,Krankheit::N,రోగము,breoiteacht
487,Schmerz::N,నొప్పి,pian
488,Wunde::N,గాయము,goin
489,Fieber::N,జ్వరము,fiabhras
490,Arznei::N,మందు,cógas
491,Brücke::N,వంతెన,droichead
492,Brunnen::N,బావి,tobar
493,Brunnen::N,కూపము,tobar
494,Brunnen::N,నుయ్యి,tobar
495,Weide::N,పచ్చికబయలు,féarach
496,Pfad::N,కాలిత్రోవ,cosán
497,Pfad::N,కాలిత్రోవ,conair
498,Weg::N,మార్గము,slí
499,Weg::N,మార్గము,bealach
500,Straße::N,బాట,bóthar
501,Dorf::N,గ్రామము,sráidbhaile
502,Stadt::N,పట్టణము,baile
503,Stadt::N,పట్టణము,cathair
504,Brief::N,జాబు,litir
505,Buch::N,పుస్తకము,cín
506,Buch::N,పుస్తకము,leabhar
507,Buchstabe::N,అక్షరము,litir
508,Zeitung::N,వార్తాపత్రిక,nuachtán
509,Leben::N,ప్రాణము,saol
510,Leben::N,ప్రాణము,beatha
511,Tod::N,మరణము,bás
512,Grab::N,సమాధి,uaigh
513,Kirche::N,క్రెస్తవులగుడి,eaglais
514,Sünde::N,పాపము,peaca
515,Gott::N,దేవుడు,dia
516,Arbeiter::N,పనిపాటుచేశేవాడు,oibrí
517,Chef::N,యజమానుడు,saoiste
518,Chef::N,యజమానుడు,ceannasaí
519,Meister::N,కళాకారుడు,máistir
520,Arzt::N,వైద్యుడు,lia
521,Arzt::N,వైద్యుడు,dochtúir
522,Lehrer::N,ఉపాధ్యాయుడు,oide
523,Lehrer::N,ఉపాధ్యాయుడు,múinteoir
524,Geld::N,ద్రవ్యము,airgead
525,Geschäft::N,వ్యాపారము,gnó
526,Laden::N,అంగడి,siopa
527,Preis::N,వెల,praghas
528,Ware::N,సరకులు,earra
529,Nutzen::N,ప్రయోజనము,tairbhe
530,Reichtum::N,ధనము,rachmas
531,Reichtum::N,ధనము,saibhreas
532,Welt::N,ప్రపంచము,domhan
533,Land::N,దేశము,tír
534,Staat::N,రాజ్యము,stát
535,König::N,రాజు,rí
536,Macht::N,అధికారము,cumhacht
537,Grenze::N,సరిహద్దు,críoch
538,Grenze::N,సరిహద్దు,teorainn
539,Krieg::N,యుద్ధము,cogadh
540,Feind::N,శత్రువు,namhaid
541,Gewalt::N,దౌర్జన్యము,foréigean
542,Kampf::N,పోట్లాట,troid
543,Bogen[Waffe]::N,విల్లు,bogha
544,Pfeil::N,బాణము,saighead
545,Gewehr::N,తుపాకి,gunna
546,Fehler::N,తప్ప,botún
547,Fehler::N,తప్ప,meancóg
548,Lüge::N,అసత్యము,bréag
549,Lüge::N,అసత్యము,éitheach
550,Schaden::N,నష్టము,dochar
551,Schaden::N,నష్టము,damáiste
552,Unglück::N,దురదృష్టము,drochrath
553,Schuld::N,తప్పు,locht
554,Schuld::N,తప్పు,milleán
555,Alter::N,వయస్సు,aois
556,Schluss::N,ముగింపు,deireadh
557,Zeit::N,కాలము,am
558,Zeit::N,కాలము,aimsir
559,Tag::N,దినము,lá
560,Morgen::N,ఉదయము,maidin
561,Mittag::N,మధ్యాహ్నము,nóin
562,Abend::N,సాయంకాలము,tráthnóna
563,Nacht::N,రత్రి,oíche
564,Woche::N,వారము,seachtain
565,Monat::N,నెల,mí
566,Jahr::N,సంవత్సరము,bliain
567,Frühling::N,వసంతకాలము,earrach
568,Sommer::N,వేసవికాము,samhradh
569,Herbst::N,ఆకురాలుకాలము,fómhar
570,Winter::N,శీతకాలము,geimhreadh
571,Januar::N,జనవరి,Eanáir
572,Februar::N,ఫిబ్రవరి,Feabhra
573,März::N,మార్చి,Márta
574,April::N,ఏప్రిలు,Aibreán
575,Mai::N,మే,Bealtaine
576,Juni::N,జూన్,Meitheamh
577,Juli::N,జూలై,Iúil
578,August::N,ఆగస్టు,Lúnasa
579,September::N,సెప్ఠెంబరు,Meán Fómhair
580,Oktober::N,అక్టోబరు,Deireadh Fómhair
581,November::N,నవంబరు,Samhain
582,November::N,నవంబరు,Mí na Samhna
583,Dezember::N,డిసెంబర్,Mí na Nollag
584,Montag::N,సోమవారము,Luan
585,Montag::N,సోమవారము,Dé Luain
586,Dienstag::N,మంగళవారము,Máirt
587,Dienstag::N,మంగళవారము,Dé Máirt
588,Mittwoch::N,బుధవారము,Céadaoin
589,Mittwoch::N,బుధవారము,Dé Céadaoin
590,Donnerstag::N,గురువారము,Déardaoin
591,Freitag::N,శుక్రవారము,Aoine
592,Freitag::N,శుక్రవారము,Dé hAoine
593,Samstag::N,శనివారము,Satharn
594,Samstag::N,శనివారము,Dé Sathairn
595,Sonntag::N,ఆదివారము,Domhnach
596,Sonntag::N,ఆదివారము,Dé Domhnaigh
597,groß::A,గొప్పైన,mór
598,klein::A,చిన్న,beag
599,lang::A,పొడుగాటి,fada
600,kurz::A,పొట్టి,gearr
601,kurz::A,పొట్టి,gairid
602,breit::A,వెడల్పైన,leathan
603,breit::A,వెడల్పైన,fairsing
604,schmal::A,ఇఱుకైన,cúng
605,dicht::A,దట్టమైన,dlúth
606,dick[Gegenstand]::A,దట్టమైన,tiubh
607,dünn::A,పలుచని,caol
608,dünn::A,పలుచని,tanaí
609,fein::A,నాజాకైన,scáinte
610,fein::A,నాజాకైన,fíneálta
611,fest::A,దృడమైవ,daingean
612,flach::A,చదువైన,cothrom
613,glatt::A,నున్నని,mín
614,glatt::A,నున్నని,sleamhain
615,hart::A,కఠినమైన,crua
616,weich::A,మృదువైన,bog
617,rund::A,గుండ్రని,cruinn
618,spitz::A,మొనగల,gobach
619,spitz::A,మొనగల,biorach
620,scharf::A,పదనైన,géar
621,scharf::A,పదనైన,faobhrach
622,stumpf::A,వాడిలేని,maol
623,schwer::A,బరువ్తెన,trom
624,schön::A,సుందరమైన,álainn
625,heiß::A,వేడియైన,te
626,warm::A,వెచ్చని,te
627,kalt::A,చల్లని,fuar
628,kühl::A,చల్లని,fionnuar
629,frisch::A,తాజాయైన,úr
630,frisch::A,తాజాయైన,friseáilte
631,feucht::A,చెమ్మగానున్న,tais
632,nass::A,తడిగామన్న,fliuch
633,trocken::A,ఎండిన,tirim
634,voll::A,నిండు,lán
635,leer::A,శూన్యమైన,folamh
636,offen::A,తెఱచియున్న,oscailte
637,geschlossen::A,మూసిన,dúnta
638,geschlossen::A,మూసిన,druidte
639,sauber::A,పరిశుద్ధమైన,glan
640,schmutzig::A,ముఱికియైన,salach
641,roh::A,పచ్చి,amh
642,reif::A,పండివ,aibí
643,lecker::A,రుచి గల,blasta
644,süß::A,తియ్యని,milis
645,bitter::A,చేదైన,searbh
646,sauer::A,పుల్లని,géar
647,sauer::A,పుల్లని,searbh
648,hell::A,కాంతిగల,geal
649,hell::A,కాంతిగల,soilseach
650,dunkel::A,చీకటియైన,dorcha
651,schwarz::A,నల్లని,dubh
652,weiß::A,తెలుపు,bán
653,rot::A,ఎఱ్ఱని,dearg
654,gelb::A,పసుపు పచ్చ,buí
655,blau::A,నీలవర్ణము,gorm
656,grün::A,ఆకుపచ్చని,glas
657,grün::A,ఆకుపచ్చని,uaine
658,grau::A,నెరిసిన,liath
659,bunt::A,రంగేలీ,ildathach
660,bunt::A,రంగేలీ,dathannach
661,billig::A,చౌకయైన,saor
662,teuer::A,వెలపొడుగైన,daor
663,teuer::A,వెలపొడుగైన,costasach
664,wertvoll::A,విలుప్తెన,luachmhar
665,blind::A,గ్రుడ్డి,dall
666,blind::A,గ్రుడ్డి,caoch
667,taub::A,చెవిటి,bodhar
668,kräftig::A,శక్తి గల,cumhachtach
669,stark::A,బలమైన,tréan
670,stark::A,బలమైన,láidir
671,schwach::A,బలహీనమైన,lag
672,schwach::A,బలహీనమైన,fann
673,fett::A,క్రొవ్విన,ramhar
674,schlank::A,సన్నని,caol
675,schlank::A,సన్నని,seang
676,hübsch::A,సాగప్తెన,álainn
677,hübsch::A,సాగప్తెన,dathúil
678,böse::A,చెడ్డ,olc
679,dumm::A,తెలివిలేని,dúr
680,dumm::A,తెలివిలేని,amaideach
681,faul::A,సోమరియైన,falsa
682,faul::A,సోమరియైన,leisciúil
683,fleißig::A,శ్రద్దగల,dícheallach
684,geizig::A,పిసినారియైన,barainneach
685,geizig::A,పిసినారియైన,sprionlaithe
686,klug::A,తెలివిగల,cliste
687,geschickt::A,నిపుణతగల,oilte
688,geschickt::A,నిపుణతగల,ealaíonta
689,lieb::A,ప్రియమైన,dil
690,lieb::A,ప్రియమైన,dílis
691,lustig::A,ఉల్లాసము గల,aerach
692,lustig::A,ఉల్లాసము గల,meidhreach
693,sanft::A,సాధువైన,bog
694,sanft::A,సాధువైన,séimh
695,hungrig::A,ఆకలిగొనిన,ocrach
