,Concept_ID,zh,hu
61,Traum::N,梦,álom
62,Himmel::N,天空,ég
63,Himmel::N,天空,menny
64,Sonne::N,太阳,nap
65,Mond::N,月亮,hold
66,Stern::N,星,csillag
67,Luft::N,空气,levegő
68,Wind::N,风,szél
69,Welle::N,波,hullám
70,Wasser::N,水,víz
71,Stein::N,石头,kő
72,Boden::N,地面,föld
73,Boden::N,地面,talaj
74,Erde::N,地,föld
75,Staub::N,灰尘,por
76,Rauch::N,烟,füst
77,Funke::N,火花,szikra
78,Feuer::N,火,tűz
79,Licht::N,光,fény
80,Schatten::N,影子,árnyék
81,Wetter::N,天气,idő
82,Wetter::N,天气,időjárás
83,Nebel::N,雾,köd
84,Wolke::N,云,felhő
85,Regen::N,雨,eső
86,Schnee::N,雪,hó
87,Eis::N,冰,jég
88,Frost::N,霜冻,fagy
89,Kälte::N,寒冷,hideg
90,Hitze::N,炎热,hő
91,Hitze::N,炎热,hőség
92,Raureif::N,霜,zúzmara
93,Regenbogen::N,虹,szivárvány
94,Donner::N,雷,dörgés
95,Donner::N,雷,mennydörgés
96,Strömung::N,水流,áramlat
97,Tropfen::N,滴,csepp
98,Schaum::N,泡沫,hab
99,Schaum::N,泡沫,tajték
100,Schmutz::N,赃物,piszok
101,See::N,湖,tó
102,Sumpf::N,沼泽,mocsár
103,Moor::N,沼泽,láp
104,Wiese::N,草地,rét
105,Wiese::N,草地,mező
106,Wald::N,森林,erdő
107,Hügel::N,丘陵,domb
108,Anhöhe::N,山丘,magaslat
109,Berg::N,山,hegy
110,Gipfel::N,峰,csúcs
111,Höhle::N,洞穴,barlang
112,Abhang::N,斜坡,lejtő
113,Quelle::N,泉,forrás
114,Bach::N,溪,patak
115,Fluss::N,河流,folyó
116,Ufer::N,岸,part
117,Küste::N,海岸,tengerpart
118,Festland::N,大陆,szárazföld
119,Meer::N,海,tenger
120,Bucht::N,海湾,öböl
121,Insel::N,岛,sziget
122,Blume::N,花,virág
123,Gras::N,草,fű
124,Wurzel::N,根,gyökér
125,Baum::N,树,fa
126,Stamm::N,树干,tő
127,Stamm::N,树干,törzs
128,Rinde::N,树皮,kéreg
129,Ast::N,树枝,ág
130,Zweig::N,树枝,gally
131,Blatt::N,叶子,levél
132,Birke::N,桦木,nyír
133,Kiefer[Baum]::N,松树,fenyő
134,Weide[Baum]::N,柳树,fűz
135,Tanne::N,冷杉,fenyő
136,Horn::N,角,szarv
137,Feder::N,羽毛,toll
138,Fell::N,皮毛,szőr
139,Fell::N,皮毛,bunda
140,Flügel::N,翅膀,szárny
141,Klaue::N,爪子,köröm
142,Kralle::N,爪子,karom
143,Schwanz::N,尾巴,farok
144,Ei::N,蛋,tojás
145,Nest::N,巢,fészek
146,Bau::N,穴,odú
147,Tier::N,动物,állat
148,Herde::N,群,nyáj
149,Herde::N,群,csorda
150,Kuh::N,母牛,tehén
151,Bulle::N,公牛,bika
152,Pferd::N,马,ló
153,Schaf::N,羊,juh
154,Schaf::N,羊,birka
155,Schwein::N,猪,sertés
156,Hund::N,狗,eb
157,Hund::N,狗,kutya
158,Katze::N,猫,macska
159,Bär::N,熊,medve
160,Eichhörnchen::N,松鼠,mókus
161,Elch::N,麋鹿,jávorszarvas
162,Fuchs::N,狐狸,róka
163,Hase::N,兔子,nyúl
164,Maus::N,老鼠,egér
165,Wolf::N,狼,farkas
166,Vogel::N,鸟,madár
167,Schwarm::N,群,raj
168,Huhn::N,鸡,tyúk
169,Hahn::N,公鸡,kakas
170,Gans::N,鹅,lúd
171,Gans::N,鹅,liba
172,Adler::N,鹰,sas
173,Ente::N,鸭,kacsa
174,Eule::N,猫头鹰,bagoly
175,Kranich::N,鹤,daru
176,Krähe::N,乌鸦,varjú
177,Kuckuck::N,布谷鸟,kakukk
178,Schwan::N,天鹅,hattyú
179,Fisch::N,鱼,hal
180,Barsch::N,鲈鱼,sügér
181,Hecht::N,狗鱼,csuka
182,Schlange[Tier]::N,蛇,kígyó
183,Wurm::N,蠕虫,kukac
184,Spinne::N,蜘蛛,pók
185,Ameise::N,蚂蚁,hangya
186,Laus::N,虱子,tetű
187,Mücke::N,蚊子,szúnyog
188,Fliege::N,苍蝇,légy
189,Schmetterling::N,蝴蝶,lepke
190,Schmetterling::N,蝴蝶,pillangó
191,Beere::N,将果,bogyó
192,Apfel::N,苹果,alma
193,Pilz::N,蘑菇,gomba
194,Zwiebel::N,洋葱,hagyma
195,Saat::N,种子,vetőmag
196,Korn::N,谷粒,mag
197,Korn::N,谷粒,szem
198,Heu::N,干草,széna
199,Schale::N,壳,héj
200,Grube::N,坑,verem
201,Falle::N,圈套,csapda
202,Schlinge::N,活扣,tőr
203,Spur::N,踪迹,nyom
204,Asche::N,灰烬,hamu
205,Dreck::N,污垢,sár
206,Dreck::N,污垢,piszok
207,Eisen::N,铁,vas
208,Gold::N,金子,arany
209,Silber::N,银,ezüst
210,Kohle::N,煤,szén
211,Glas::N,玻璃,üveg
212,Lehm::N,粘土,agyag
213,Lehm::N,粘土,vályog
214,Sand::N,沙,homok
215,Mensch::N,人,ember
216,Mann::N,男子,úr
217,Mann::N,男子,férfi
218,Frau::N,妇女,nő
219,Frau::N,妇女,asszony
220,Kind::N,小孩,gyerek
221,Kind::N,小孩,gyermek
222,Junge::N,男孩,fiú
223,Mädchen::N,女孩,lány
224,Familie::N,家庭,család
225,Großvater::N,祖父,nagyapa
226,Großmutter::N,祖母,nagyanya
227,Eltern::N,父母,szülők
228,Vater::N,父亲,apa
229,Vater::N,父亲,atya
230,Mutter::N,母亲,anya
231,Sohn::N,儿子,fiú
232,Tochter::N,女儿,lány
233,Bruder::N,兄弟,fivér
234,Bruder::N,兄弟,testvér
235,Schwester::N,姐妹,nővér
236,Schwester::N,姐妹,lánytestvér
237,Onkel::N,伯父,nagybácsi
238,Tante::N,阿姨,nagynéni
239,Ehemann::N,丈夫,férj
240,Ehefrau::N,妻子,feleség
241,Freude::N,愉快,öröm
242,Gelächter::N,大笑,nevetés
243,Gelächter::N,大笑,hahotázás
244,Glück::N,运气,boldogság
245,Kummer::N,苦恼,bánat
246,Wunsch::N,愿望,óhaj
247,Lust::N,乐趣,kedv
248,Geist::N,精神,elme
249,Geist::N,精神,szellem
250,Gedanke::N,思想,gondolat
251,Gedächtnis::N,记性,emlékezet
252,Verstand::N,理智,ész
253,Verstand::N,理智,értelem
254,Sinn::N,感觉,értelem
255,Grund::N,理由,ok
256,Grund::N,理由,alap
257,Wahrheit::N,真理,igaz
258,Wahrheit::N,真理,igazság
259,Gespräch::N,谈话,beszélgetés
260,Märchen::N,童话,mese
261,Erzählung::N,故事,elbeszélés
262,Nachricht::N,消息,hír
263,Nachricht::N,消息,híradás
264,Neuigkeit::N,新闻,újság
265,Name::N,名字,név
266,Rätsel::N,谜语,rejtvény
267,Rede::N,讲话,beszéd
268,Rede::N,讲话,szónoklat
269,Sprache::N,语言,nyelv
270,Stimme::N,声音,hang
271,Wort::N,词,szó
272,Zeichen::N,标记,jel
273,Ruf::N,呼喊,kiáltás
274,Lärm::N,噪音,zaj
275,Laut::N,响声,hang
276,Ton::N,声音,hang
277,Lied::N,歌曲,dal
278,Lied::N,歌曲,ének
279,Ruhe::N,安静,csend
280,Ruhe::N,安静,nyugalom
281,Leute::N,人们,emberek
282,Volk::N,人民,nép
283,Arbeit::N,劳动,dolog
284,Gast::N,客人,vendég
285,Geschenk::N,礼物,ajándék
286,Spiel::N,游戏,játék
287,Gesellschaft::N,陪同,társaság
288,Hilfe::N,帮助,segítség
289,Freund::N,朋友,barát
290,Kamerad::N,同志,társ
291,Angelegenheit::N,事情,ügy
292,Anzahl::N,数目,szám
293,Art::N,种类,faj
294,Art::N,种类,fajta
295,Stück::N,块,darab
296,Teil::N,部分,rész
297,Hälfte::N,一半,fél
298,Kreis::N,圆,kör
299,Kreuz::N,十字架,kereszt
300,Linie::N,线条,vonal
301,Strich::N,划,vonás
302,Abstand::N,距离,köz
303,Entfernung::N,距离,távolság
304,Gegend::N,地区,táj
305,Gegend::N,地区,vidék
306,Platz::N,场所,hely
307,Ort::N,地点,hely
308,Seite::N,面,fél
309,Seite::N,面,oldal
310,Mitte::N,中间,közép
311,Gegenstand::N,物品,tárgy
312,Sache::N,物,dolog
313,Rand::N,边,szél
314,Rand::N,边,perem
315,Rand::N,边,szegély
316,Kante::N,棱,él
317,Ecke::N,角,sarok
318,Ecke::N,角,szöglet
319,Spitze::N,尖,csúcs
320,Ende::N,结尾,vég
321,Loch::N,洞,lyuk
322,Winkel::N,角度,szög
323,Muster::N,模型,minta
324,Größe::N,大小,nagyság
325,Länge::N,长度,hossz
326,Länge::N,长度,hosszúság
327,Höhe::N,高度,magasság
328,Gewicht::N,重量,súly
329,Menge::N,数量,sokaság
330,Menge::N,数量,mennyiség
331,Haufen::N,堆,halom
332,Reihe::N,行,sor
333,Boot::N,小船,csónak
334,Ruder::N,奖,evező
335,Schlitten::N,雪橇,szánkó
336,Ski::N,雪板,sí
337,Lagerfeuer::N,营火,tábortűz
338,Last::N,负担,teher
339,Gang::N,行走,járás
340,Schritt::N,步伐,lépés
341,Norden::N,北,észak
342,Süden::N,南,dél
343,Westen::N,西,nyugat
344,Osten::N,东,kelet
345,Holz::N,木材,fa
346,Brett::N,木板,deszka
347,Platte::N,平板,lap
348,Platte::N,平板,lemez
349,Stütze::N,支架,támasz
350,Stütze::N,支架,támaszték
351,Stange::N,杆,rúd
352,Stange::N,杆,pózna
353,Stock::N,棒,pálca
354,Stab::N,棍,bot
355,Rohr::N,管子,cső
356,Haus::N,房屋,ház
357,Heim::N,家,otthon
358,Ofen::N,炉子,kályha
359,Fußboden::N,地板,padló
360,Tisch::N,桌子,asztal
361,Stuhl::N,椅子,szék
362,Wiege::N,摇蓝,bölcső
363,Bett::N,床,ágy
364,Regal::N,架子,polc
365,Regal::N,架子,állvány
366,Kiste::N,箱子,láda
367,Fenster::N,窗户,ablak
368,Tür::N,门,ajtó
369,Tor::N,大门,kapu
370,Zaun::N,篱笆,kerítés
371,Dach::N,屋顶,tető
372,Leiter::N,梯子,létra
373,Besen::N,扫帚,seprű
374,Spaten::N,铁锹,ásó
375,Schaufel::N,铁锹,lapát
376,Gabel::N,叉,villa
377,Löffel::N,食匙,kanál
378,Messer::N,刀,kés
379,Nagel::N,钉子,szeg
380,Netz::N,网,háló
381,Haken::N,钩子,kampó
382,Griff::N,把柄,nyél
383,Griff::N,把柄,fogantyú
384,Schloss::N,锁,zár
385,Bild::N,图画,kép
386,Figur::N,人像,alak
387,Puppe::N,娃娃,bábu
388,Beutel::N,袋子,zacskó
389,Bündel::N,捆,köteg
390,Tasche::N,手提包,táska
391,Eimer::N,桶,vödör
392,Deckel::N,盖子,fedő
393,Deckel::N,盖子,fedél
394,Geschirr::N,餐具,edény
395,Sack::N,袋子,zsák
396,Tasse::N,杯子,csésze
397,Topf::N,锅,fazék
398,Kessel::N,水壶,üst
399,Kessel::N,水壶,bogrács
400,Essen::N,进餐,evés
401,Essen::N,进餐,étkezés
402,Nahrung::N,食物,ennivaló
403,Speise::N,菜肴,étel
404,Fleisch::N,肉,hús
405,Getreide::N,谷物,gabona
406,Brei::N,粥,pép
407,Brei::N,粥,kása
408,Brot::N,面包,kenyér
409,Scheibe::N,片,szelet
410,Fett::N,脂肪,háj
411,Fett::N,脂肪,zsír
412,Butter::N,黄油,vaj
413,Öl::N,油,olaj
414,Salz::N,盐,só
415,Suppe::N,汤,leves
416,Honig::N,蜂蜜,méz
417,Milch::N,奶,tej
418,Tee::N,茶,tea
419,Leder::N,皮革,bőr
420,Wolle::N,毛线,gyapjú
421,Stoff::N,织物,szövet
422,Nadel::N,针,tű
423,Faden::N,线,fonál
424,Knopf::N,纽扣,gomb
425,Knoten::N,结,csomó
426,Farbe::N,颜色,szín
427,Farbe::N,颜色,festék
428,Kleidung::N,衣服,ruha
429,Kleidung::N,衣服,ruházat
430,Hemd::N,衬衫,ing
431,Kragen::N,领子,gallér
432,Ärmel::N,袖子,ujj
433,Hose::N,裤子,gatya
434,Hose::N,裤子,nadrág
435,Gürtel::N,腰带,öv
436,Mütze::N,帽子,sapka
437,Schuh::N,鞋,cipő
438,Stiefel::N,靴子,csizma
439,Ring::N,戒指,gyűrű
440,Band::N,带子,szalag
441,Kamm::N,梳子,fésű
442,Spiegel::N,镜子,tükör
443,Riemen::N,皮带,szíj
444,Schnur::N,绳子,zsinór
445,Leine::N,皮带,póráz
446,Decke::N,被子,takaró
447,Kissen::N,软垫,párna
448,Tuch::N,巾,kendő
449,Handtuch::N,手巾,törülköző
450,Kraft::N,力,erő
451,Stärke::N,力量,erő
452,Stärke::N,力量,erősség
453,Gesundheit::N,健康,egészség
454,Krankheit::N,病,kór
455,Krankheit::N,病,betegség
456,Schmerz::N,痛,fájdalom
457,Wunde::N,伤口,seb
458,Fieber::N,发烧,láz
459,Arznei::N,药,orvosság
460,Arznei::N,药,gyógyszer
461,Brücke::N,桥,híd
462,Brunnen::N,井,kút
463,Weide::N,牧场,legelő
464,Pfad::N,小路,ösvény
465,Weg::N,路,út
466,Straße::N,街,út
467,Dorf::N,村庄,falu
468,Stadt::N,城市,város
469,Brief::N,信,levél
470,Buch::N,书,könyv
471,Buchstabe::N,字母,betű
472,Zeitung::N,报纸,újság
473,Zeitung::N,报纸,hírlap
474,Leben::N,生命,élet
475,Tod::N,死亡,halál
476,Grab::N,坟墓,sír
477,Kirche::N,教堂,templom
478,Sünde::N,罪,bűn
479,Sünde::N,罪,vétek
480,Gott::N,上帝,isten
481,Arbeiter::N,工人,munkás
482,Chef::N,上司,főnök
483,Meister::N,师傅,mester
484,Arzt::N,医生,orvos
485,Lehrer::N,教师,tanár
486,Lehrer::N,教师,tanító
487,Geld::N,钱,pénz
488,Geschäft::N,交易,üzlet
489,Laden::N,商店,bolt
490,Preis::N,价格,ár
491,Ware::N,商品,áru
492,Nutzen::N,好处,haszon
493,Reichtum::N,财富,gazdagság
494,Welt::N,世界,világ
495,Land::N,国家,ország
496,Staat::N,国家,állam
497,König::N,国王,király
498,Macht::N,权力,hatalom
499,Grenze::N,边界,határ
500,Krieg::N,战争,háború
501,Feind::N,敌人,ellenség
502,Gewalt::N,暴力,erőszak
503,Kampf::N,战斗,harc
504,Bogen[Waffe]::N,弓,íj
505,Pfeil::N,箭,nyíl
506,Gewehr::N,枪,puska
507,Gewehr::N,枪,fegyver
508,Fehler::N,错误,hiba
509,Lüge::N,谎话,hazugság
510,Schaden::N,损失,kár
511,Unglück::N,不幸,csapás
512,Unglück::N,不幸,balszerencse
513,Schuld::N,过错,bűn
514,Alter::N,年龄,kor
515,Schluss::N,结束,vég
516,Schluss::N,结束,befejezés
517,Zeit::N,时间,idő
518,Tag::N,天,nap
519,Morgen::N,早晨,reggel
520,Mittag::N,中午,dél
521,Abend::N,晚上,este
522,Nacht::N,夜,éj
523,Nacht::N,夜,éjszaka
524,Woche::N,星期,hét
525,Monat::N,月,hó
526,Monat::N,月,hónap
527,Jahr::N,年,év
528,Frühling::N,春天,tavasz
529,Sommer::N,夏天,nyár
530,Herbst::N,秋天,ősz
531,Winter::N,冬天,tél
532,Januar::N,一月,január
533,Februar::N,二月,február
534,März::N,三月,március
535,April::N,四月,április
536,Mai::N,五月,május
537,Juni::N,六月,június
538,Juli::N,七月,július
539,August::N,八月,augusztus
540,September::N,九月,szeptember
541,Oktober::N,十月,október
542,November::N,十一月,november
543,Dezember::N,十二月,december
544,Montag::N,星期一,hétfő
545,Dienstag::N,星期二,kedd
546,Mittwoch::N,星期三,szerda
547,Donnerstag::N,星期四,csütörtök
548,Freitag::N,星期五,péntek
549,Samstag::N,星期六,szombat
550,Sonntag::N,星期日,vasárnap
551,groß::A,大,nagy
552,klein::A,小,pici
553,klein::A,小,kicsi
554,lang::A,长,hosszú
555,kurz::A,短,rövid
556,breit::A,宽,széles
557,schmal::A,细长的,keskeny
558,dicht::A,密,sűrű
559,dick[Gegenstand]::A,厚,vastag
560,dünn::A,薄,vékony
561,fein::A,细小,vékony
562,fest::A,固体,szilárd
563,flach::A,平坦,sík
564,flach::A,平坦,lapos
565,glatt::A,光滑,sima
566,hart::A,硬,kemény
567,weich::A,软,puha
568,rund::A,圆,kerek
569,spitz::A,尖,hegyes
570,scharf::A,锋利,éles
571,stumpf::A,钝,tompa
572,stumpf::A,钝,életlen
573,schwer::A,重,nehéz
574,schwer::A,重,súlyos
575,schön::A,美丽,szép
576,heiß::A,烫,forró
577,warm::A,暖和,meleg
578,kalt::A,冷,hideg
579,kühl::A,凉,hűs
580,kühl::A,凉,hűvös
581,frisch::A,新鲜,üde
582,frisch::A,新鲜,friss
583,feucht::A,潮湿,nedves
584,nass::A,湿,vizes
585,trocken::A,干,száraz
586,voll::A,满,telt
587,leer::A,空,üres
588,offen::A,敞开,nyílt
589,offen::A,敞开,nyitott
590,geschlossen::A,关闭,zárt
591,geschlossen::A,关闭,csukott
592,sauber::A,干净,tiszta
593,schmutzig::A,肮脏,piszkos
594,schmutzig::A,肮脏,szennyes
595,roh::A,生,nyers
596,reif::A,成熟,érett
597,lecker::A,好吃,finom
598,süß::A,甜,édes
599,bitter::A,苦,keserű
600,sauer::A,酸,savanyú
601,hell::A,亮,világos
602,dunkel::A,阴暗,sötét
603,schwarz::A,黑,fekete
604,weiß::A,白,fehér
605,rot::A,红,vörös
606,gelb::A,黄,sárga
607,blau::A,蓝,kék
608,grün::A,绿,zöld
609,grau::A,灰色,ősz
610,grau::A,灰色,szürke
611,bunt::A,五彩,tarka
612,bunt::A,五彩,színes
613,billig::A,便宜,olcsó
614,teuer::A,贵,drága
615,wertvoll::A,贵重,értékes
616,blind::A,瞎,vak
617,taub::A,聋,süket
618,kräftig::A,强壮,erős
619,stark::A,强壮,erős
620,schwach::A,弱,gyenge
621,schwach::A,弱,erőtlen
622,fett::A,胖,hájas
623,schlank::A,苗条,karcsú
624,hübsch::A,漂亮,csinos
625,böse::A,邪恶,rossz
626,böse::A,邪恶,gonosz
627,dumm::A,笨,buta
628,dumm::A,笨,ostoba
629,faul::A,懒惰,lusta
630,fleißig::A,勤奋,szorgalmas
631,geizig::A,吝啬,fukar
632,geizig::A,吝啬,fösvény
633,klug::A,聪明,okos
634,klug::A,聪明,eszes
635,geschickt::A,灵巧,ügyes
636,lieb::A,可爱,drága
637,lieb::A,可爱,kedves
638,lustig::A,快乐,víg
639,lustig::A,快乐,vidám
640,sanft::A,柔和,enyhe
641,hungrig::A,饥饿,éhes
642,krank::A,患病,beteg
643,nackt::A,裸体,csupasz
644,nackt::A,裸体,meztelen
645,traurig::A,悲哀,bús
646,traurig::A,悲哀,szomorú
647,lebendig::A,活,élő
648,gut::A,好,jó
649,schlecht::A,坏,rossz
650,richtig::A,正确,helyes
651,schlimm::A,糟糕,rossz
652,wahr::A,真,igaz
653,alt::A,旧,ó
654,alt::A,旧,régi
655,neu::A,新,új
656,ehemalig::A,以前,volt
657,ehemalig::A,以前,egykori
658,alt[Lebewesen]::A,老,öreg
659,jung::A,年轻,fiatal
660,arm::A,贫穷,szegény
661,reich::A,富裕,gazdag
662,bekannt::A,出名,ismert
663,bekannt::A,出名,ismeretes
664,berühmt::A,著名,híres
665,fremd::A,陌生,idegen
666,verschieden::A,不同,különböző
667,nah::A,近,közeli
668,fern::A,遥远,távoli
669,linker::A,左,bal
670,rechter::A,右,jobb
671,anderer::A,别的,más
672,anderer::A,别的,másik
673,erster::A,第一,első
674,zweiter::A,第二,második
675,dritter::A,第三,harmadik
676,letzter::A,最后,utolsó
677,allein::ADV,单独,egyedül
678,auf einmal::ADV,同时,egyszerre
679,zusammen::ADV,一起,együtt
680,zusammen::ADV,一起,összesen
681,lange::ADV,许久,sokáig
682,lange::ADV,许久,hosszan
683,plötzlich::ADV,忽然,hirtelen
684,plötzlich::ADV,忽然,egyszerre
685,sofort::ADV,立刻,rögtön
686,sofort::ADV,立刻,tüstént
687,später::ADV,以后,későn
688,jetzt::ADV,现在,most
689,heute::ADV,今天,ma
690,morgen::ADV,明天,holnap
691,bald::ADV,即将,majd
692,bald::ADV,即将,nemsokára
693,dann::ADV,然后,akkor
694,gestern::ADV,昨天,tegnap
695,einst::ADV,曾经,hajdan
696,damals::ADV,当时,akkor
697,damals::ADV,当时,akkoriban
698,danach::ADV,随后,azután
699,vorher::ADV,事先,előbb
700,zuerst::ADV,首先,először
701,einmal::ADV,一次,egyszer
702,manchmal::ADV,有时,néha
703,manchmal::ADV,有时,olykor
704,oft::ADV,时常,sokszor
705,immer::ADV,总是,mindig
706,niemals::ADV,从未,sohasem
707,hier::ADV,这里,itt
708,hierhin::ADV,到这里,erre
709,von hier::ADV,由此,innen
710,dort::ADV,那里,ott
711,dorthin::ADV,到那里,oda
712,geradeaus::ADV,一直往前,egyenesen
713,vorwärts::ADV,向前,előre
714,rückwärts::ADV,向后,hátrafelé
715,zurück::ADV,退后,hátra
716,zurück::ADV,退后,vissza
717,unten::ADV,下面,alul
718,hinab::ADV,向下,le
719,hinab::ADV,向下,lefelé
720,oben::ADV,上面,fenn
721,oben::ADV,上面,felül
722,hinauf::ADV,向上,fel
723,hinauf::ADV,向上,felfelé
724,überall::ADV,到处,mindenütt
725,nicht::ADV,不,nem
726,ein wenig::ADV,一点儿,egy kicsit
727,kaum::ADV,几乎不,alig
728,sehr::ADV,很,nagyon
729,so::ADV,如此,úgy
730,noch::ADV,还,még
731,nur::ADV,只,csak
732,nur::ADV,只,csupán
733,schon::ADV,已经,már
734,wieder::ADV,又,ismét
735,wieder::ADV,又,megint
736,vor::PRP,在...面前,előtt
737,hinter::PRP,在...背后,mögött
738,unter::PRP,在...下面,alatt
739,durch::PRP,穿过,át
740,durch::PRP,穿过,keresztül
741,neben::PRP,在...旁,mellett
742,zwischen::PRP,在...之间,között
743,wegen::PRP,由于,miatt
744,wegen::PRP,由于,végett
745,dies::PRN,这,ez
746,das::PRN,那,az
747,alles::PRN,一切,minden
748,ich::PRN,我,én
749,du::PRN,你,te
750,er::PRN,他,ő
751,wir::PRN,我们,mi
752,ihr::PRN,你们,ti
753,sie::PRN,她,ők
754,was::FPRN,什么,mi
755,wer::FPRN,谁,ki
756,wo::FADV,哪里,hol
757,wohin::FADV,去哪里,hova
758,wie::FADV,怎么,hogy
759,wie::FADV,怎么,hogyan
760,warum::FADV,为什么,miért
761,wieviel::FNUM,多少,hány
762,wieviel::FNUM,多少,mennyi
763,eins::NUM,一,egy
764,zwei::NUM,二,kettő
765,drei::NUM,三,három
766,vier::NUM,四,négy
767,fünf::NUM,五,öt
768,sechs::NUM,六,hat
769,sieben::NUM,七,hét
770,acht::NUM,八,nyolc
771,neun::NUM,九,kilenc
772,zehn::NUM,十,tíz
773,elf::NUM,十一,tizenegy
774,zwölf::NUM,十二,tizenkettő
775,zwanzig::NUM,二十,húsz
776,dreißig::NUM,三十,harminc
777,vierzig::NUM,四十,negyven
778,fünfzig::NUM,五十,ötven
779,sechzig::NUM,六十,hatvan
780,siebzig::NUM,七十,hetven
781,achtzig::NUM,八十,nyolcvan
782,neunzig::NUM,九十,kilencven
783,hundert::NUM,百,száz
784,tausend::NUM,千,ezer
785,und::CNJ,和,és
786,und::CNJ,和,meg
787,oder::CNJ,或者,vagy
788,stehen::V,站,áll
789,sitzen::V,坐,ül
790,liegen::V,躺着,fekszik
791,hängen::V,挂着,függ
792,werden::V,成为,lesz
793,passieren::V,发生,történik
794,beginnen::V,开始,kezdődik
795,enden::V,终止,végződik
796,enden::V,终止,befejeződik
797,wechseln::V,变迁,változik
798,aufgehen[Sonne]::V,升起,kel
799,untergehen[Sonne]::V,下落,lemegy
800,scheinen[Sonne]::V,照射,süt
801,donnern::V,打雷,dörög
802,wehen::V,飘扬,fúj
803,strömen::V,流,áramlik
804,fließen::V,流动,folyik
805,sich drehen::V,转动,forog
806,schwanken::V,摇摆,inog
807,schwanken::V,摇摆,ingadozik
808,schwingen::V,摇,leng
809,fallen::V,坠落,esik
810,brennen::V,燃烧,ég
811,rauchen::V,冒烟,füstöl
812,regnen::V,下雨,esik
813,gefrieren::V,结冰,megfagy
814,tauen::V,融化,olvad
815,schmelzen::V,溶化,olvad
816,schmelzen::V,溶化,elolvad
817,trocknen::V,变干,szárad
818,sieden::V,煮,forr
819,faulen::V,腐烂,rothad
820,verfaulen::V,腐烂,elrothad
821,verfaulen::V,腐烂,megrothad
822,reißen::V,撕,szakad
823,versinken::V,下沉,süllyed
824,versinken::V,下沉,elsüllyed
825,vergehen::V,流逝,múlik
826,vergehen::V,流逝,elmúlik
827,erscheinen::V,出现,feltűnik
828,erscheinen::V,出现,megjelenik
829,verschwinden::V,消失,letűnik
830,sinken::V,下降,süllyed
831,abnehmen::V,减少,apad
832,abnehmen::V,减少,csökken
833,zunehmen::V,增加,növekszik
834,zunehmen::V,增加,gyarapszik
835,steigen::V,上升,emelkedik
836,wachsen::V,生长,nő
837,wachsen::V,生长,terem
838,wachsen::V,生长,növekszik
839,glänzen::V,发光,ragyog
840,glänzen::V,发光,fénylik
841,funkeln::V,闪烁,csillog
842,funkeln::V,闪烁,tündöklik
843,lärmen::V,吵闹,lármázik
844,läuten::V,响,cseng
845,klingeln::V,按铃,csenget
846,brausen::V,疾驶,zúg
847,brausen::V,疾驶,morajlik
848,klingen::V,听起来,hangzik
849,bellen::V,吠,ugat
850,heulen::V,嗥,bőg
851,heulen::V,嗥,üvölt
852,blasen::V,吹,fúj
853,pfeifen::V,吹口哨,fütyül
854,schreien::V,叫喊,kiált
855,schreien::V,叫喊,kiabál
856,stöhnen::V,呻吟,nyög
857,zittern::V,颤抖,remeg
858,zittern::V,颤抖,reszket
859,leben::V,生存,él
860,geboren werden::V,出生,születik
861,atmen::V,呼吸,lélegzik
862,trinken::V,喝,iszik
