,Concept_ID,ca,ar
106,Strömung::N,corrent,تيار
107,Tropfen::N,gota,قطرة
108,Schaum::N,escuma,زبد
109,Schaum::N,escuma,رغوة
110,Schmutz::N,brutícia,وسخ
111,See::N,llac,بحيرة
112,Sumpf::N,pantà,مستنقع
113,Moor::N,pantà,مستنقع
114,Wiese::N,prat,مرج
115,Wiese::N,prada,مرج
116,Wald::N,bosc,غابة
117,Hügel::N,puig,تل
118,Hügel::N,pujol,تل
119,Anhöhe::N,turó,تل
120,Berg::N,muntanya,جبل
121,Gipfel::N,cim,قمة
122,Höhle::N,cova,كهف
123,Abhang::N,coster,منحدر
124,Quelle::N,font,منبع
125,Bach::N,riera,مجرى
126,Fluss::N,riu,نهر
127,Ufer::N,riba,ضفة
128,Küste::N,costa,ساحل
129,Festland::N,terra ferma,بر
130,Meer::N,mar,بحر
131,Bucht::N,cala,خليج
132,Bucht::N,badia,خليج
133,Insel::N,illa,جزيرة
134,Blume::N,flor,زهرة
135,Gras::N,herba,حشيش
136,Wurzel::N,rel,أصل
137,Wurzel::N,arrel,أصل
138,Baum::N,arbre,شجرة
139,Stamm::N,tronc,جذع
140,Rinde::N,escorça,قشرة
141,Ast::N,branca,فرع
142,Zweig::N,ram,غصن
143,Blatt::N,fulla,ورقة
144,Birke::N,bedoll,قضبان
145,Kiefer[Baum]::N,pi,صنوبرة
146,Weide[Baum]::N,salze,صفصاف
147,Tanne::N,avet,شوح
148,Tanne::N,avet,تبوب
149,Horn::N,corn,قرن
150,Horn::N,banya,قرن
151,Feder::N,ploma,ريشة
152,Fell::N,pell,فرو
153,Flügel::N,ala,جناح
154,Klaue::N,urpa,مخلب
155,Kralle::N,grapa,مخلب
156,Schwanz::N,cua,ذيل
157,Ei::N,ou,بيض
158,Nest::N,niu,عش
159,Bau::N,cau,جحر
160,Tier::N,animāl,حيوان
161,Herde::N,ramat,قطيع
162,Kuh::N,vaca,بقرة
163,Bulle::N,toro,ثور
164,Pferd::N,cavāll,خيل
165,Schaf::N,be,شاة
166,Schaf::N,ovella,شاة
167,Schwein::N,bacó,خنزير
168,Hund::N,ca,كلب
169,Hund::N,gos,كلب
170,Katze::N,gat,قطة
171,Bär::N,ós,دب
172,Eichhörnchen::N,esquirol,سنجاب
173,Elch::N,ant,موظ
174,Fuchs::N,guilla,ثعلب
175,Hase::N,llebre,أرنب
176,Maus::N,ratolí,فأرة
177,Wolf::N,llop,ذئب
178,Vogel::N,au,طير
179,Vogel::N,ocēll,طير
180,Schwarm::N,bandada,سرب
181,Huhn::N,gallina,دجاجة
182,Hahn::N,gall,ديك
183,Gans::N,oca,وزة
184,Adler::N,àguila,نسر
185,Ente::N,ànec,بطة
186,Eule::N,òliba,بوم
187,Eule::N,mussol,بوم
188,Kranich::N,grua,كركي
189,Krähe::N,cornella,غراب
190,Kuckuck::N,cucut,وقواق
191,Schwan::N,cigne,إوز عراقي
192,Fisch::N,peix,سمك
193,Barsch::N,perca,فرخ أوربي
194,Hecht::N,lluç,سمك الكراكي
195,Schlange[Tier]::N,serp,حية
196,Schlange[Tier]::N,serp,ثعبان
197,Wurm::N,cuc,دودة
198,Spinne::N,aranya,عنكبوت
199,Ameise::N,formiga,نملة
200,Laus::N,poll,قملة
201,Mücke::N,mosquit,ناموسة
202,Fliege::N,mosca,ذبابة
203,Schmetterling::N,papallona,فراشة
204,Beere::N,baia,حبة
205,Apfel::N,poma,تفاح
206,Pilz::N,bolet,فطر
207,Zwiebel::N,ceba,بصل
208,Saat::N,sembra,زرع
209,Korn::N,gra,حبة
210,Heu::N,fenc,دريس
211,Schale::N,closca,قشرة
212,Grube::N,sot,نقرة
213,Grube::N,clot,نقرة
214,Falle::N,trampa,فخ
215,Falle::N,trampa,مصيدة
216,Schlinge::N,baga,عروة
217,Spur::N,traça,أثر
218,Asche::N,cendra,رماد
219,Dreck::N,llot,قذر
220,Eisen::N,ferro,حديد
221,Gold::N,or,ذهب
222,Silber::N,plata,فضة
223,Kohle::N,carbó,فحم
224,Glas::N,vidre,زجاج
225,Lehm::N,fang,طين
226,Lehm::N,argila,طين
227,Sand::N,arena,رمل
228,Mensch::N,humà,إنسان
229,Mensch::N,persona,إنسان
230,Mann::N,home,رجل
231,Frau::N,dona,امرأة
232,Kind::N,nen,طفل
233,Junge::N,noi,ولد
234,Mädchen::N,noia,بنت
235,Familie::N,família,عائلة
236,Großvater::N,avi,جد
237,Großmutter::N,àvia,جدة
238,Eltern::N,pares,أبوان
239,Eltern::N,pares,والدان
240,Vater::N,pare,أب
241,Mutter::N,mare,أم
242,Sohn::N,fill,إبن
243,Tochter::N,filla,بنت
244,Tochter::N,filla,إبنة
245,Bruder::N,germà,أخ
246,Bruder::N,germà,شقيق
247,Schwester::N,germana,أخت
248,Onkel::N,oncle,عم
249,Tante::N,tia,عمة
250,Ehemann::N,espòs,زوج
251,Ehefrau::N,muller,زوجة
252,Freude::N,goig,فرح
253,Freude::N,goig,سرور
254,Freude::N,alegria,فرح
255,Freude::N,alegria,سرور
256,Gelächter::N,riallada,قهقهة
257,Glück::N,felicitat,سعادة
258,Kummer::N,pena,غم
259,Wunsch::N,desig,منية
260,Lust::N,ganes,شهوة
261,Geist::N,ment,روح
262,Geist::N,esperit,روح
263,Gedanke::N,pensament,فكرة
264,Gedächtnis::N,memòria,ذاكرة
265,Verstand::N,raó,عقل
266,Verstand::N,seny,عقل
267,Sinn::N,solta,معنى
268,Sinn::N,sentit,معنى
269,Grund::N,raó,سبب
270,Grund::N,causa,سبب
271,Wahrheit::N,veritāt,حقيقة
272,Gespräch::N,conversa,محادثة
273,Märchen::N,conte,خرافة
274,Erzählung::N,narració,قصة
275,Erzählung::N,narració,حكاية
276,Nachricht::N,missatge,خبر
277,Neuigkeit::N,novetat,خبر جديد
278,Name::N,nom,اسم
279,Rätsel::N,endevinalla,لغز
280,Rede::N,discurs,خطبة
281,Sprache::N,llēngua,لغة
282,Stimme::N,veu,صوت
283,Wort::N,mot,كلمة
284,Wort::N,paraula,كلمة
285,Zeichen::N,signe,رمز
286,Zeichen::N,signe,إشارة
287,Zeichen::N,senyal,رمز
288,Zeichen::N,senyal,إشارة
289,Ruf::N,crida,نداء
290,Lärm::N,sorōll,صخب
291,Lärm::N,sorōll,ضجة
292,Laut::N,so,صوت
293,Ton::N,to,نغمة
294,Lied::N,cançó,أغنية
295,Ruhe::N,calma,هدوء
296,Ruhe::N,silenci,هدوء
297,Leute::N,gent,ناس
298,Volk::N,poble,شعب
299,Arbeit::N,labor,عمل
300,Arbeit::N,treball,عمل
301,Gast::N,hoste,ضيف
302,Geschenk::N,regal,هدية
303,Geschenk::N,obsequi,هدية
304,Spiel::N,joc,لعب
305,Gesellschaft::N,companyia,صحبة
306,Hilfe::N,ajut,عون
307,Hilfe::N,ajut,مساعدة
308,Freund::N,amīc,صديق
309,Kamerad::N,company,زميل
310,Kamerad::N,camarada,زميل
311,Angelegenheit::N,afer,أمر
312,Angelegenheit::N,afer,شأن
313,Angelegenheit::N,assumpte,أمر
314,Angelegenheit::N,assumpte,شأن
315,Anzahl::N,nombre,عدد
316,Anzahl::N,quantitat,عدد
317,Art::N,tipus,نوع
318,Art::N,classe,نوع
319,Stück::N,peça,قطعة
320,Teil::N,part,قسم
321,Hälfte::N,meitat,نصف
322,Kreis::N,cercle,دائرة
323,Kreuz::N,creu,صليب
324,Linie::N,línia,خط
325,Strich::N,traç,شرطة
326,Strich::N,ratlla,شرطة
327,Abstand::N,distància,مسافة
328,Entfernung::N,distància,بعد
329,Gegend::N,regió,ناحية
330,Gegend::N,contrada,ناحية
331,Platz::N,cabuda,فراغ
332,Ort::N,lloc,مكان
333,Seite::N,banda,جانب
334,Seite::N,costāt,جانب
335,Mitte::N,mig,وسط
336,Mitte::N,centre,وسط
337,Gegenstand::N,objecte,موضوع
338,Sache::N,cosa,شيء
339,Rand::N,vora,حافة
340,Rand::N,marge,حافة
341,Kante::N,caire,حافة
342,Kante::N,cantell,حافة
343,Ecke::N,cantonada,ركن
344,Spitze::N,punta,سن
345,Ende::N,cap,طرف
346,Loch::N,forāt,ثقب
347,Winkel::N,racó,زاوية
348,Muster::N,dibuix,عينة
349,Muster::N,disseny,عينة
350,Größe::N,grandària,حجم
351,Länge::N,longitud,طول
352,Höhe::N,altura,علو
353,Höhe::N,altura,ارتفاع
354,Höhe::N,altitud,علو
355,Höhe::N,altitud,ارتفاع
356,Gewicht::N,pes,وزن
357,Menge::N,quantitat,كمية
358,Haufen::N,pila,كوم
359,Reihe::N,fila,صف
360,Boot::N,bot,قارب
361,Boot::N,bot,زورق
362,Boot::N,barca,قارب
363,Boot::N,barca,زورق
364,Ruder::N,rem,مجذاف
365,Schlitten::N,trineu,مزلقة
366,Ski::N,esquí,زلاجة
367,Lagerfeuer::N,foc de campament,نار المخيم
368,Last::N,càrrega,حمل
369,Gang::N,marxa,مشية
370,Schritt::N,pas,خطوة
371,Norden::N,nord,شمال
372,Süden::N,sud,جنوب
373,Westen::N,oest,غرب
374,Westen::N,occident,غرب
375,Osten::N,est,شرق
376,Osten::N,orient,شرق
377,Holz::N,fusta,خشب
378,Brett::N,taula,لوح
379,Platte::N,placa,صفيحة
380,Stütze::N,suport,سند
381,Stütze::N,suport,دعامة
382,Stange::N,vara,عود
383,Stock::N,pal,عصا
384,Stab::N,bastó,قضيب
385,Rohr::N,tub,أنبوبة
386,Haus::N,casa,دار
387,Haus::N,casa,بيت
388,Heim::N,llar,بيت
389,Heim::N,llar,مسكن
390,Ofen::N,estufa,مدفأة
391,Fußboden::N,terra,أرضية
392,Tisch::N,taula,مائدة
393,Stuhl::N,cadira,كرسي
394,Wiege::N,bressol,مهد
395,Bett::N,llit,سرير
396,Regal::N,prestatgeria,رف
397,Kiste::N,caixa,صندوق
398,Fenster::N,finestra,شباك
399,Fenster::N,finestra,نافذة
400,Tür::N,porta,باب
401,Tor::N,portal,بوابة
402,Zaun::N,tanca,سياج
403,Dach::N,teulada,سطح
404,Leiter::N,escala,سلم
405,Leiter::N,escala de mà,سلم
406,Besen::N,escombra,مكنسة
407,Spaten::N,pala,مسحاة
408,Schaufel::N,pala,مجرفة
409,Gabel::N,forquilla,شوكة
410,Löffel::N,cullera,ملعقة
411,Messer::N,coltell,سكين
412,Nagel::N,clau,مسمار
413,Netz::N,filat,شبكة
414,Haken::N,ganxo,خطاف
415,Haken::N,ganxo,صنارة
416,Griff::N,puny,قبضة
417,Griff::N,mànec,قبضة
418,Schloss::N,pany,قفل
419,Bild::N,imatge,صورة
420,Figur::N,figura,تمثال
421,Puppe::N,nina,دمية
422,Beutel::N,bossa,كيس
423,Bündel::N,feix,ربطة
424,Bündel::N,paquet,ربطة
425,Tasche::N,bossa,شنطة
426,Tasche::N,bossa,محفظة
427,Eimer::N,galleda,سطل
428,Eimer::N,galleda,جردل
429,Deckel::N,tapa,سداد
430,Deckel::N,tapadora,سداد
431,Geschirr::N,vaixella,أوان
432,Sack::N,sac,زكيبة
433,Sack::N,saca,زكيبة
434,Tasse::N,tassa,فنجان
435,Topf::N,pot,قدر
436,Topf::N,pot,طنجرة
437,Topf::N,olla,قدر
438,Topf::N,olla,طنجرة
439,Kessel::N,caldera,قدر
440,Kessel::N,caldera,غلاية
441,Essen::N,àpat,طعام
442,Essen::N,menjada,طعام
443,Nahrung::N,aliment,غذاء
444,Speise::N,plat,أكل
445,Fleisch::N,carn,لحم
446,Getreide::N,cereals,حبوب
447,Brei::N,puré,عصيدة
448,Brot::N,pa,خبز
449,Scheibe::N,tall,شريحة
450,Scheibe::N,llesca,شريحة
451,Fett::N,greix,سمن
452,Butter::N,mantega,زبدة
453,Öl::N,oli,زيت
454,Salz::N,sal,ملح
455,Suppe::N,sopa,حساء
456,Suppe::N,sopa,شربة
457,Honig::N,mel,عسل
458,Milch::N,llet,حليب
459,Tee::N,te,شاي
460,Leder::N,cuir,جلد
461,Wolle::N,llana,صوف
462,Stoff::N,tela,قماش
463,Nadel::N,agulla,إبرة
464,Faden::N,fil,خيط
465,Knopf::N,botó,زر
466,Knoten::N,nus,عقدة
467,Farbe::N,pintura,صبغة
468,Kleidung::N,roba,ملابس
469,Kleidung::N,vestits,ملابس
470,Hemd::N,camisa,قميص
471,Kragen::N,coll,ياقة
472,Ärmel::N,màniga,كم
473,Hose::N,pantalōns,سروال
474,Hose::N,pantalōns,بنطلون
475,Gürtel::N,cinturó,حزام
476,Mütze::N,gorra,طاقية
477,Schuh::N,sabata,حذاء
478,Stiefel::N,bota,جزمة
479,Stiefel::N,bota,حذاء طويل
480,Ring::N,anell,حلقة
481,Band::N,veta,شريط
482,Band::N,cinta,شريط
483,Kamm::N,pinta,مشط
484,Spiegel::N,mirāll,مرآة
485,Riemen::N,corretja,سير
486,Schnur::N,corda,حبل
487,Schnur::N,corda,دوبارة
488,Leine::N,corretja,قيد
489,Decke::N,manta,بطانية
490,Decke::N,flassada,بطانية
491,Kissen::N,coixí,وسادة
492,Tuch::N,mocador,منديل
493,Handtuch::N,tovallola,فوطة
494,Handtuch::N,tovallola,منشفة
495,Kraft::N,força,قدرة
496,Stärke::N,vigor,قوة
497,Gesundheit::N,salut,صحة
498,Krankheit::N,malaltia,مرض
499,Schmerz::N,dolor,ألم
500,Schmerz::N,dolor,وجع
501,Wunde::N,ferida,جرح
502,Fieber::N,febre,حمى
503,Arznei::N,medicament,دواء
504,Brücke::N,pont,جسر
505,Brunnen::N,pou,بئر
506,Weide::N,pastura,مرعى
507,Pfad::N,senda,درب
508,Pfad::N,sender,درب
509,Weg::N,camí,سكة
510,Straße::N,carretera,طريق
511,Dorf::N,poble,قرية
512,Stadt::N,ciutāt,مدينة
513,Brief::N,carta,خطاب
514,Brief::N,carta,مكتوب
515,Buch::N,llibre,كتاب
516,Buchstabe::N,lletra,حرف
517,Zeitung::N,diāri,جريدة
518,Leben::N,vida,عيش
519,Leben::N,vida,حياة
520,Tod::N,mort,موت
521,Tod::N,mort,وفاة
522,Grab::N,tomba,قبر
523,Kirche::N,església,كنيسة
524,Sünde::N,pecat,خطيئة
525,Gott::N,déu,إله
526,Arbeiter::N,obrer,عامل
527,Chef::N,cap,رئيس
528,Meister::N,mestre,أسطى
529,Arzt::N,metge,طبيب
530,Lehrer::N,mestre,مدرس
531,Geld::N,dinērs,نقود
532,Geschäft::N,negoci,صفقة
533,Laden::N,tenda,دكان
534,Laden::N,botiga,دكان
535,Preis::N,preu,سعر
536,Ware::N,mercaderia,بضاعة
537,Nutzen::N,profit,فائدة
538,Reichtum::N,riquesa,غنى
539,Reichtum::N,riquesa,ثروة
540,Welt::N,món,عالم
541,Welt::N,món,دنيا
542,Land::N,país,بلد
543,Staat::N,estat,دولة
544,König::N,rei,ملك
545,Macht::N,poder,سلطة
546,Macht::N,potència,سلطة
547,Grenze::N,frontera,حدود
548,Krieg::N,guerra,حرب
549,Feind::N,enemic,عدو
550,Gewalt::N,violència,عنف
551,Kampf::N,lluita,قتال
552,Bogen[Waffe]::N,arc,قوس
553,Pfeil::N,fletxa,سهم
554,Gewehr::N,fusell,بندقية
555,Gewehr::N,escopeta,بندقية
556,Fehler::N,falta,خطأ
557,Lüge::N,mentida,كذب
558,Schaden::N,dany,تلف
559,Unglück::N,desgràcia,نحس
560,Schuld::N,culpa,ذنب
561,Alter::N,edat,سن
562,Alter::N,edat,عمر
563,Schluss::N,fi,ختام
564,Schluss::N,fi,نهاية
565,Schluss::N,final,ختام
566,Schluss::N,final,نهاية
567,Zeit::N,temps,وقت
568,Tag::N,dia,يوم
569,Morgen::N,matí,صباح
570,Mittag::N,migdia,ظهر
571,Abend::N,vespre,مساء
572,Nacht::N,nit,ليلة
573,Woche::N,setmana,أسبوع
574,Monat::N,mes,شهر
575,Jahr::N,any,عام
576,Jahr::N,any,سنة
577,Frühling::N,primavera,ربيع
578,Sommer::N,estīu,صيف
579,Herbst::N,tardor,خريف
580,Winter::N,hivērn,شتاء
581,Januar::N,gener,يناير
582,Januar::N,gener,كانون الثاني
583,Februar::N,febrer,شباط
584,Februar::N,febrer,فبراير
585,März::N,març,آذار
586,März::N,març,مارس
587,April::N,abril,نيسان
588,Mai::N,maig,مايو
589,Juni::N,juny,يونيو
590,Juni::N,juny,حزيران
591,Juli::N,juliol,تموز
592,Juli::N,juliol,يوليو
593,August::N,agost,آب
594,August::N,agost,أغسطس
595,September::N,setembre,أيلول
596,September::N,setembre,سبتمبر
597,Oktober::N,octubre,أكتوبر
598,Oktober::N,octubre,تشرين الأول
599,November::N,novembre,نوفمبر
600,November::N,novembre,تشرين الثاني
601,Dezember::N,desembre,ديسمبر
602,Dezember::N,desembre,كانون الأول
603,Montag::N,dilluns,يوم الاثنين
604,Dienstag::N,dimarts,يوم الثلاثاء
605,Mittwoch::N,dimecres,يوم الأربعاء
606,Donnerstag::N,dijous,يوم الخميس
607,Freitag::N,divendres,يوم الجمعة
608,Samstag::N,dissabte,يوم السبت
609,Sonntag::N,diumenge,يوم الأحد
610,groß::A,gros,كبير
611,klein::A,petīt,صغير
612,lang::A,llarg,طويل
613,kurz::A,curt,قصير
614,breit::A,ample,واسع
615,schmal::A,estret,ضيق
616,dicht::A,dens,كث
617,dicht::A,dens,كثيف
618,dick[Gegenstand]::A,gruixūt,غليظ
619,dünn::A,prim,رفيع
620,fein::A,fi,رقيق
621,fest::A,ferm,متين
622,fest::A,sòlid,متين
623,flach::A,pla,سهل
624,flach::A,pla,منبسط
625,glatt::A,llis,ناعم
626,hart::A,dur,صلب
627,hart::A,dur,جامد
628,weich::A,tou,لين
629,rund::A,rodó,مستدير
630,spitz::A,punxegut,مدبب
631,scharf::A,agut,حاد
632,stumpf::A,rom,ثالم
633,stumpf::A,esmussat,ثالم
634,schwer::A,pesāt,ثقيل
635,schön::A,bonīc,جميل
636,heiß::A,calēnt,حار
637,heiß::A,calēnt,ساخن
638,warm::A,càlid,دافئ
639,kalt::A,fred,بارد
640,kühl::A,fresc,قر
641,frisch::A,fresc,طازج
642,feucht::A,humit,رطب
643,nass::A,mullat,مبلول
644,trocken::A,sec,جاف
645,voll::A,ple,ملء
646,leer::A,buit,خال
647,leer::A,buit,فارغ
648,offen::A,obert,مفتوح
649,geschlossen::A,tancat,مغلق
650,sauber::A,net,نظيف
651,schmutzig::A,brut,قذر
652,roh::A,cru,نيء
653,reif::A,madur,ناضج
654,lecker::A,deliciós,لذيذ
655,süß::A,dolç,حلو
656,bitter::A,amarg,مر
657,sauer::A,agre,حامض
658,hell::A,clar,نير
659,dunkel::A,fosc,مظلم
660,schwarz::A,negre,أسود
661,weiß::A,blanc,أبيض
662,rot::A,vermēll,أحمر
663,gelb::A,groc,أصفر
664,blau::A,blau,أزرق
665,grün::A,verd,أخضر
666,grau::A,gris,رمادي
667,bunt::A,multicolor,ملوب
668,billig::A,barat,رخيص
669,teuer::A,car,غال
670,wertvoll::A,preciós,ثمين
671,blind::A,cec,أعمى
672,taub::A,sord,أصم
673,taub::A,sord,أطرش
674,kräftig::A,fort,قوي
675,kräftig::A,vigorós,قوي
676,stark::A,fort,قوي
677,schwach::A,feble,ضعيف
678,fett::A,gras,سمين
679,schlank::A,esvelt,أهيف
680,hübsch::A,maco,جميل
681,böse::A,dolent,رديء
682,dumm::A,ximple,أبله
683,dumm::A,ximple,أحمق
684,dumm::A,estúpid,أبله
685,dumm::A,estúpid,أحمق
686,faul::A,gandūl,كسلان
687,faul::A,mandrós,كسلان
688,fleißig::A,diligēnt,مجتهد
689,geizig::A,avar,بخيل
690,klug::A,intel·ligent,ذكي
691,klug::A,intel·ligent,عاقل
692,geschickt::A,hàbil,ماهر
693,lieb::A,amat,عزيز
694,lieb::A,estimat,عزيز
695,lustig::A,alegre,مرح
696,sanft::A,suau,حليم
697,hungrig::A,afamat,جائع
698,krank::A,malālt,مريض
699,nackt::A,nu,عار
700,traurig::A,trist,حزين
701,lebendig::A,viu,حي
702,gut::A,bo,جيد
703,schlecht::A,dolēnt,سيء
704,richtig::A,just,صحيح
705,richtig::A,correcte,صحيح
706,schlimm::A,greu,خبيث
707,wahr::A,vertader,حق
708,wahr::A,veritable,حق
709,alt::A,vell,قديم
710,neu::A,nou,جديد
711,ehemalig::A,antic,سابق
712,alt[Lebewesen]::A,vell,مسن
713,jung::A,jove,شاب
714,jung::A,jove,صغير
715,arm::A,pobre,فقير
716,reich::A,ric,غني
717,bekannt::A,conegut,معلوم
718,berühmt::A,famós,مشهور
719,fremd::A,estrany,أجنبي
720,verschieden::A,diferent,مختلف
721,nah::A,pròxim,قريب
722,fern::A,llunyà,بعيد
723,fern::A,distant,بعيد
724,linker::A,esquerre,يسار
725,rechter::A,dret,يمين
726,anderer::A,altre,آخر
727,erster::A,primer,أول
728,zweiter::A,segon,ثان
729,dritter::A,tercer,ثالث
730,letzter::A,últim,أخير
731,allein::ADV,sol,وحده
732,auf einmal::ADV,d'una vegada,بالمرة
733,zusammen::ADV,junt,معا
734,lange::ADV,molt de temps,مدة طويلة
735,plötzlich::ADV,de cop,فجأة
736,plötzlich::ADV,de sobte,فجأة
737,sofort::ADV,de seguida,حالا
738,sofort::ADV,de seguida,فورا
739,später::ADV,més tard,فيما بعد
740,jetzt::ADV,ara,الآن
741,jetzt::ADV,ara,حاليا
742,heute::ADV,avūi,اليوم
743,morgen::ADV,demà,غدا
744,bald::ADV,aviāt,قريبا
745,dann::ADV,després,ثم
746,gestern::ADV,ahir,أمس
747,gestern::ADV,ahir,البارحة
748,einst::ADV,anteriorment,قديما
749,damals::ADV,llavōrs,حينئذ
750,damals::ADV,aleshores,حينئذ
751,danach::ADV,després,ثم
752,danach::ADV,després,بعد ذلك
753,vorher::ADV,abāns,من قبل
754,vorher::ADV,abāns,قبل ذلك
755,zuerst::ADV,primer,أولا
756,einmal::ADV,una vegada,مرة
757,manchmal::ADV,de vegades,أحيانا
758,oft::ADV,sovint,كثيرا
759,immer::ADV,sempre,دائما
760,niemals::ADV,no ... mai,لا أبدا
761,hier::ADV,aquí,هنا
762,hierhin::ADV,per aquí,إلى هنا
763,von hier::ADV,des d'aquí,من هنا
764,dort::ADV,allí,هناك
765,dorthin::ADV,hi,إلى هناك
766,geradeaus::ADV,tot dret,إلى الأمام
767,vorwärts::ADV,endavānt,إلى الأمام
768,rückwärts::ADV,endarrera,إلى الوراء
769,zurück::ADV,darrere,عودا
770,zurück::ADV,darrere,إلى الخلف
771,unten::ADV,a baix,تحت
772,unten::ADV,a baix,في الأسفل
773,hinab::ADV,cap avall,إلى تحت
774,oben::ADV,dalt,فوق
775,oben::ADV,dalt,في الأعلى
776,hinauf::ADV,cap amunt,إلى فوق
777,hinauf::ADV,cap amunt,إلى الأعلى
778,überall::ADV,pertot,في كل مكان
779,überall::ADV,per tot arreu,في كل مكان
780,nicht::ADV,no,لا
781,nicht::ADV,no,لم
782,ein wenig::ADV,una mica,قليلا
783,kaum::ADV,a penes,كاد لا
784,sehr::ADV,molt,جدا
785,sehr::ADV,molt,كثيرا
786,so::ADV,així,كذا
787,so::ADV,així,كذلك
788,noch::ADV,encara,ما زال
789,nur::ADV,només,فقط
790,schon::ADV,ja,قد
791,wieder::ADV,de nou,من جديد
792,wieder::ADV,de nou,مرة أخرى
793,vergebens::ADV,en va,عبثا
794,vor::PRP,davānt,أمام
795,vor::PRP,enfront de,أمام
796,hinter::PRP,darrera,خلف
797,hinter::PRP,darrera,وراء
798,unter::PRP,sota,تحت
799,durch::PRP,per,عبر
800,durch::PRP,per,خلال
801,neben::PRP,al costāt de,جنب
802,neben::PRP,al costāt de,بجانب
803,zwischen::PRP,entre,بين
804,wegen::PRP,a causa de,بسبب
805,dies::PRN,aquest,هذا
806,das::PRN,això,ذلك
807,alles::PRN,tot,الكل
808,ich::PRN,jo,أنا
809,du::PRN,tu,أنت
810,er::PRN,ell,هو
811,wir::PRN,nosaltres,نحن
812,ihr::PRN,vosaltres,أنتم
813,ihr::PRN,vosaltres,أنتن
814,sie::PRN,ells,هم
815,sie::PRN,ells,هن
816,sie::PRN,elles,هم
817,sie::PRN,elles,هن
818,was::FPRN,què,ما
819,wer::FPRN,qui,من
820,wo::FADV,on,أين
821,wohin::FADV,cap a on,إلى أين
822,wie::FADV,com,كيف
823,warum::FADV,per què,لماذا
