,Concept_ID,fr,kn
55,Geruch::N,odeur,ವಾಸನೆ
56,Schlaf::N,sommeil,ನಿದ್ರೆ
57,Traum::N,songe,ಕನಸು
58,Himmel::N,ciel,ಬಾನು
59,Sonne::N,soleil,ಸೂರ್ಯ
60,Mond::N,lune,ಚಂದ್ರ
61,Stern::N,étoile,ಚುಕ್ಕಿ
62,Luft::N,air,ವಾಯು
63,Wind::N,vent,ಗಾಳಿ
64,Welle::N,vague,ಅಲೆ
65,Wasser::N,eau,ನೀರು
66,Stein::N,pierre,ಕಲ್ಲು
67,Boden::N,sol,ನೆಲ
68,Boden::N,terrain,ನೆಲ
69,Erde::N,terre,ಭೂಮಿ
70,Staub::N,poussière,ದೂಳು
71,Rauch::N,fumée,ಹೊಗೆ
72,Funke::N,étincelle,ಕಿಡಿ
73,Feuer::N,feu,ಬೆಂಕಿ
74,Licht::N,lumière,ಬೆಳಕು
75,Schatten::N,ombre,ನೆರಳು
76,Wetter::N,temps,ಹವ
77,Nebel::N,brume,ಮಂಜು
78,Nebel::N,brouillard,ಮಂಜು
79,Wolke::N,nuage,ಮೋಡ
80,Regen::N,pluie,ಮಳೆ
81,Schnee::N,neige,ಹಿಮ
82,Eis::N,glace,ಮಂಜುಗಡ್ಡೆ
83,Frost::N,gel,ಮಂಜು
84,Frost::N,gelée,ಮಂಜು
85,Kälte::N,froid,ಹಿಮ
86,Hitze::N,chaleur,ಉಷ್ಣ
87,Raureif::N,givre,ಇಬ್ಬನಿ
88,Regenbogen::N,arc-en-ciel,ಇಂದ್ರಚಾಪ
89,Donner::N,tonnerre,ಗುಡುಗು
90,Strömung::N,courant,ಪ್ರವಾಹ
91,Tropfen::N,goutte,ತೊಟ್ಟು
92,Schaum::N,écume,ನೊರೆ
93,Schaum::N,mousse,ನೊರೆ
94,Schmutz::N,boue,ಕಸ
95,Schmutz::N,saleté,ಕಸ
96,See::N,lac,ಸರೋವರ
97,Sumpf::N,marais,ಜೌಗುಸ್ಥಳ
98,Sumpf::N,marécage,ಜೌಗುಸ್ಥಳ
99,Moor::N,tourbière,ಬಂಜರು ಭೂಮಿ
100,Wiese::N,pré,ಹುಲ್ಲುಗಾವಲು
101,Wald::N,bois,ಕಾಡು
102,Wald::N,forêt,ಕಾಡು
103,Hügel::N,coteau,ಗುಡ್ಡೆ
104,Hügel::N,colline,ಗುಡ್ಡೆ
105,Anhöhe::N,éminence,ದಿಬ್ಬ
106,Anhöhe::N,élévation,ದಿಬ್ಬ
107,Berg::N,mont,ಮಲೆ
108,Berg::N,mont,ಪರ್ವತ
109,Berg::N,montagne,ಮಲೆ
110,Berg::N,montagne,ಪರ್ವತ
111,Gipfel::N,cime,ಶೃಂಗ
112,Gipfel::N,sommet,ಶೃಂಗ
113,Höhle::N,caverne,ಗುಹೆ
114,Abhang::N,pente,ಇಳಿಜಾರು
115,Abhang::N,versant,ಇಳಿಜಾರು
116,Quelle::N,source,ಮೂಲ
117,Quelle::N,fontaine,ಮೂಲ
118,Bach::N,ruisseau,ತೊರೆ
119,Fluss::N,fleuve,ನದಿ
120,Fluss::N,rivière,ನದಿ
121,Ufer::N,bord,ತೀರ
122,Ufer::N,rivage,ತೀರ
123,Küste::N,côte,ದಂಡೆ
124,Festland::N,terre ferme,ಭೂಮಿ
125,Meer::N,mer,ಕಡಲು
126,Bucht::N,baie,ಖಾರಿ
127,Insel::N,île,ದ್ವೀಪ
128,Blume::N,fleur,ಸುಮ
129,Gras::N,herbe,ಹುಲ್ಲು
130,Wurzel::N,racine,ಬೇರು
131,Baum::N,arbre,ಮರ
132,Stamm::N,tronc,ಕಾಂಡ
133,Rinde::N,écorce,ತೂಗಟಿ
134,Ast::N,branche,ಶಾಖೆ
135,Zweig::N,rameau,ರೆಂಬೆ
136,Blatt::N,feuille,ಎಲೆ
137,Birke::N,bouleau,ಬರ್ಚ್ ಮರ
138,Kiefer[Baum]::N,pin,ದೇವದಾರು ಮರ
139,Weide[Baum]::N,saule,ವಿಲೋಮರ
140,Tanne::N,sapin,ಭದ್ರದಾರು
141,Horn::N,corne,ಕೊಂಬು
142,Feder::N,plume,ಪುಕ್ಕ
143,Fell::N,peau,ರೋಮ
144,Flügel::N,aile,ರೆಕ್ಕೆ
145,Klaue::N,serre,ಪಂಜ
146,Kralle::N,ongle,ಉಗುರು
147,Kralle::N,griffe,ಉಗುರು
148,Schwanz::N,queue,ಬಾಲ
149,Ei::N,œuf,ಮೊಟ್ಟೆ
150,Nest::N,nid,ಗೂಡು
151,Bau::N,terrier,ಅಡಗುದಾಣ
152,Tier::N,animal,ಪ್ರಾಣಿ
153,Herde::N,troupeau,ಗುಂಪು
154,Kuh::N,vache,ಹಸು
155,Bulle::N,taureau,ಗೂಳಿ
156,Pferd::N,cheval,ಕುದುರೆ
157,Schaf::N,mouton,ಕುರಿ
158,Schwein::N,porc,ಹಂದಿ
159,Schwein::N,cochon,ಹಂದಿ
160,Hund::N,chien,ನಾಯಿ
161,Katze::N,chat,ಬೆಕ್ಕು
162,Bär::N,ours,ಕರಡಿ
163,Eichhörnchen::N,écureuil,ಉಡುತೆ
164,Elch::N,élan,ಕಡವೆ
165,Fuchs::N,renard,ನರಿ
166,Hase::N,lièvre,ಮೊಲ
167,Maus::N,souris,ಇಲಿ
168,Wolf::N,loup,ತೋಳ
169,Vogel::N,oiseau,ಪಕ್ಷಿ
170,Schwarm::N,nuée,ಗುಂಪು
171,Schwarm::N,volée,ಗುಂಪು
172,Huhn::N,poule,ಚಿಕ್
173,Hahn::N,coq,ಹುಂಜ
174,Gans::N,oie,ವರಟೆ
175,Adler::N,aigle,ಗರುಡ
176,Ente::N,canard,ಬಾತು
177,Eule::N,hibou,ಗೂಬೆ
178,Kranich::N,grue,ಕೊಕ್ಕರ
179,Krähe::N,corneille,ಕಾಗೆ
180,Kuckuck::N,coucou,ಕೋಗಿಲೆ
181,Schwan::N,cygne,ಹಂಸಪಕ್ಷಿ
182,Fisch::N,poisson,ಮೀನು
183,Barsch::N,perche,ಪರ್ಚ್ ಮೀನು
184,Hecht::N,brochet,ಪೈಕ್ ಮೀನು
185,Schlange[Tier]::N,serpent,ಹಾವು
186,Wurm::N,ver,ಹುಳು
187,Spinne::N,araignée,ಊರ್ಣನಾಭ
188,Ameise::N,fourmi,ಇರುವೆ
189,Laus::N,pou,ಹೇನು
190,Mücke::N,moucheron,ಸೊಳ್ಳೆ
191,Fliege::N,mouche,ನೊಣ
192,Schmetterling::N,papillon,ಪತಂಗ
193,Beere::N,baie,ನಯವಣ್ಣು
194,Apfel::N,pomme,ಸೇಬು
195,Pilz::N,champignon,ಅಣಬೆ
196,Zwiebel::N,oignon,ನೀರುಳ್ಳಿ
197,Saat::N,semence,ಬಿತ್ತ
198,Korn::N,grain,ಬೀಜ
199,Heu::N,foin,ಕರಡ
200,Schale::N,pelure,ಹೊಟ್ಟು
201,Grube::N,fosse,ಗುಂಡಿ
202,Falle::N,piège,ಬೋನು
203,Schlinge::N,lacs,ಉರುಲು
204,Spur::N,trace,ಜಾಡು
205,Asche::N,cendre,ಬೂದಿ
206,Dreck::N,crotte,ಹೊಲಸು
207,Eisen::N,fer,ಕಬ್ಬಿಣ
208,Gold::N,or,ಚಿನ್ನ
209,Silber::N,argent,ಬೆಳ್ಳಿ
210,Kohle::N,charbon,ಕಲ್ಲಿದ್ದಲು
211,Glas::N,verre,ಗಾಜು
212,Lehm::N,glaise,ಜೇಡಿಮಣ್ಣು
213,Sand::N,sable,ಮರಳು
214,Mensch::N,homme,ಪುರುಷ
215,Mann::N,homme,ಆಳು
216,Frau::N,femme,ಹೆಣ್ಣು
217,Kind::N,enfant,ಮಗು
218,Junge::N,garçon,ಹುಡುಗ
219,Mädchen::N,fille,ಹುಡುಗಿ
220,Mädchen::N,jeune fille,ಹುಡುಗಿ
221,Familie::N,famille,ಕುಟುಂಬ
222,Großvater::N,grand-père,ಅಜ್ಜ
223,Großmutter::N,grand-mère,ಅಮ್ಮ
224,Eltern::N,parents,ಹೆತ್ತವರು
225,Vater::N,père,ತಂದೆ
226,Mutter::N,mère,ಅಮ್ಮ
227,Sohn::N,fils,ಮಗ 
228,Tochter::N,fille,ಮಗಳು
229,Bruder::N,frère,ತಮ್ಮ
230,Schwester::N,sœur,ತಂಗಿ
231,Onkel::N,oncle,ಸೋದರಮಾವ
232,Onkel::N,oncle,ದೊಡ್ಡಪ್ಪ
233,Tante::N,tante,ಚಿಕ್ಕಮ್ಮ
234,Ehemann::N,mari,ಗಂಡ
235,Ehemann::N,époux,ಗಂಡ
236,Ehefrau::N,femme,ಹೆಂಡತಿ
237,Ehefrau::N,épouse,ಹೆಂಡತಿ
238,Freude::N,joie,ನಲಿವು
239,Freude::N,plaisir,ನಲಿವು
240,Gelächter::N,rires,ನಗೆ
241,Glück::N,bonheur,ಆನಂದ
242,Kummer::N,peine,ದುಃಖ
243,Kummer::N,chagrin,ದುಃಖ
244,Wunsch::N,désir,ಬಯಕೆ
245,Lust::N,envie,ಇಷ್ಟ
246,Geist::N,esprit,ಆತ್ಮ
247,Gedanke::N,idée,ಯೋಚನೆ
248,Gedanke::N,pensée,ಯೋಚನೆ
249,Gedächtnis::N,mémoire,ಸ್ಮರಣೆ
250,Verstand::N,raison,ಮನಸ್ಸು
251,Sinn::N,sens,ಅರ್ಥ
252,Grund::N,cause,ಕಾರಣ
253,Grund::N,raison,ಕಾರಣ
254,Wahrheit::N,vérité,ಸತ್ಯ
255,Gespräch::N,conversation,ಸಂಭಾಷಣೆ
256,Märchen::N,conte,ಸುಳ್ಳು ಕಥೆ
257,Märchen::N,conte de fées,ಸುಳ್ಳು ಕಥೆ
258,Erzählung::N,conte,ಕಥೆ
259,Erzählung::N,narration,ಕಥೆ
260,Nachricht::N,message,ಸಂದೇಶ
261,Neuigkeit::N,nouvelle,ಸುದ್ದಿ
262,Name::N,nom,ಹೆಸರು
263,Rätsel::N,énigme,ಒಗಟು
264,Rätsel::N,devinette,ಒಗಟು
265,Rede::N,parole,ಮಾತು
266,Rede::N,discours,ಮಾತು
267,Sprache::N,langue,ಭಾಷೆ
268,Sprache::N,langage,ಭಾಷೆ
269,Stimme::N,voix,ಧ್ವನಿ
270,Wort::N,mot,ಮಾತು
271,Zeichen::N,signe,ಗುರುತು
272,Ruf::N,cri,ಕೂಗು
273,Ruf::N,appel,ಕೂಗು
274,Lärm::N,bruit,ಸದ್ದು
275,Laut::N,son,ಶಬ್ದ
276,Ton::N,ton,ನಾದ
277,Lied::N,chant,ಗಾನ
278,Lied::N,chanson,ಗಾನ
279,Ruhe::N,calme,ಶಾಂತಿ
280,Ruhe::N,tranquillité,ಶಾಂತಿ
281,Leute::N,gens,ಮಂದಿ
282,Volk::N,peuple,ಜನಾಂಗ
283,Arbeit::N,travail,ಕೆಲಸ
284,Gast::N,hôte,ಅತಿಥಿ
285,Gast::N,invité,ಅತಿಥಿ
286,Geschenk::N,cadeau,ಕಾಣಿಕೆ
287,Geschenk::N,présent,ಕಾಣಿಕೆ
288,Spiel::N,jeu,ಆಟ
289,Gesellschaft::N,compagnie,ಸಂಗ
290,Hilfe::N,aide,ಸಹಾಯ
291,Hilfe::N,secours,ಸಹಾಯ
292,Freund::N,ami,ಸ್ನೇಹಿತ
293,Kamerad::N,copain,ಜೊತೆಗಾರ
294,Kamerad::N,camarade,ಜೊತೆಗಾರ
295,Angelegenheit::N,affaire,ವಿಚಾರ
296,Anzahl::N,nombre,ಎಣಿಕೆ
297,Art::N,sorte,ತರ
298,Art::N,espèce,ತರ
299,Stück::N,morceau,ತುಂಡು
300,Teil::N,part,ಭಾಗ
301,Teil::N,partie,ಭಾಗ
302,Hälfte::N,moitié,ಅರ್ಧ
303,Kreis::N,cercle,ವೃತ್ತ
304,Kreuz::N,croix,ಶಿಲುಬೆ
305,Linie::N,ligne,ರೀಖೆ
306,Strich::N,trait,ಗೀಟು
307,Abstand::N,écart,ಅಂತರ
308,Entfernung::N,distance,ದೂರ
309,Gegend::N,région,ವಿಸ್ತೀರ್ಣ
310,Gegend::N,contrée,ವಿಸ್ತೀರ್ಣ
311,Platz::N,place,ಅಂತರ
312,Ort::N,lieu,ಸ್ಥಳ
313,Ort::N,endroit,ಸ್ಥಳ
314,Seite::N,côté,ಪಕ್ಷ
315,Mitte::N,milieu,ನಡು
316,Gegenstand::N,objet,ವಸ್ತು
317,Sache::N,chose,ವಸ್ತು
318,Rand::N,bord,ಅಂಚು
319,Kante::N,arête,ಅಂಚು
320,Ecke::N,coin,ಮೂಲೆ
321,Ecke::N,tournant,ಮೂಲೆ
322,Spitze::N,cime,ತುದಿ
323,Spitze::N,pointe,ತುದಿ
324,Ende::N,bout,ಕೊನೆ
325,Loch::N,trou,ತೂತು
326,Winkel::N,coin,ಕೋನ
327,Winkel::N,réduit,ಕೋನ
328,Muster::N,dessin,ನಮೂನೆ
329,Größe::N,grandeur,ಪ್ರಮಾಣ
330,Länge::N,longueur,ಉದ್ದ
331,Höhe::N,hauteur,ಎತ್ತರ
332,Höhe::N,altitude,ಎತ್ತರ
333,Gewicht::N,poids,ತೂಕ
334,Menge::N,quantité,ಮೊತ್ತ
335,Haufen::N,tas,ರಾಶಿ
336,Reihe::N,file,ಸಾಲು
337,Reihe::N,rangée,ಸಾಲು
338,Boot::N,canot,ದೋಣಿ
339,Boot::N,bateau,ದೋಣಿ
340,Ruder::N,rame,ಹುಟ್ಟು
341,Ruder::N,aviron,ಹುಟ್ಟು
342,Schlitten::N,traîneau,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
343,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
344,Lagerfeuer::N,feu de camp,ಶಿಬಿರಾಗ್ನಿ
345,Last::N,charge,ಹೊರೆ
346,Last::N,fardeau,ಹೊರೆ
347,Gang::N,tour,ತಿರುಗಾಟ
348,Gang::N,marche,ತಿರುಗಾಟ
349,Schritt::N,pas,ಹೆಜ್ಜೆ
350,Norden::N,nord,ಉತ್ತರ
351,Süden::N,sud,ದಕ್ಷಿಣ
352,Westen::N,ouest,ಪಶ್ಚಿಮ
353,Westen::N,occident,ಪಶ್ಚಿಮ
354,Osten::N,est,ಮೂಡಲು
355,Osten::N,orient,ಮೂಡಲು
356,Holz::N,bois,ಚೌಬೀನೆ
357,Brett::N,planche,ಹಲಗೆ
358,Platte::N,plaque,ಹಲಗೆ
359,Stütze::N,appui,ಆಸರೆ
360,Stütze::N,soutien,ಆಸರೆ
361,Stange::N,barre,ಕಂಬ
362,Stange::N,perche,ಕಂಬ
363,Stock::N,canne,ಕೋಲು
364,Stab::N,bâton,ದೊಣ್ಣೆ
365,Rohr::N,tube,ನಳಿಕೆ
366,Rohr::N,tuyau,ನಳಿಕೆ
367,Haus::N,maison,ಮನೆ
368,Heim::N,maison,ಗೃಹ
369,Ofen::N,poêle,ಒಲೆ
370,Fußboden::N,plancher,ನೆಲ
371,Tisch::N,table,ಮೇಜು
372,Stuhl::N,chaise,ಕುರ್ಚಿ
373,Wiege::N,berceau,ತೊಟ್ಟಿಲು
374,Bett::N,lit,ಹಾಸಿಗೆ
375,Regal::N,étagère,ಬೀರು
376,Kiste::N,caisse,ಪಟ್ಟಿಗೆ
377,Fenster::N,fenêtre,ಕಿಟಕಿ
378,Tür::N,porte,ಬಾಗಿಲು
379,Tor::N,porte,ಹೆಬ್ಬಾಗಿಲು
380,Tor::N,portail,ಹೆಬ್ಬಾಗಿಲು
381,Zaun::N,clôture,ಬೇಲಿ
382,Dach::N,toit,ಮಾಳಿಗೆ
383,Leiter::N,échelle,ಏಣಿ
384,Besen::N,balai,ಪೊರಕೆ
385,Spaten::N,bêche,ಗುದ್ದಲಿ
386,Schaufel::N,pelle,ಸನಿಕೆ
387,Gabel::N,fourchette,ಕವಲು
388,Löffel::N,cuiller,ಚಮಚ
389,Messer::N,couteau,ಚಾಕು
390,Nagel::N,clou,ಆಣಿ
391,Netz::N,filet,ಬಲೆ
392,Haken::N,croc,ಕೊಂಡಿ
393,Haken::N,crochet,ಕೊಂಡಿ
394,Griff::N,prise,ಹಿಡಿ
395,Griff::N,manche,ಹಿಡಿ
396,Schloss::N,serrure,ವೀಗ
397,Bild::N,image,ಚಿತ್ರ
398,Bild::N,tableau,ಚಿತ್ರ
399,Figur::N,figure,ಆಕಾರ
400,Puppe::N,poupée,ಗೊಂಬೆ
401,Beutel::N,sac,ಸಂಚಿ
402,Beutel::N,petit sac,ಸಂಚಿ
403,Bündel::N,paquet,ಕಟ್ಟು
404,Bündel::N,faisceau,ಕಟ್ಟು
405,Tasche::N,sac,ಚೀಲ
406,Eimer::N,seau,ಬಾನೆ
407,Deckel::N,couvercle,ಮುಚ್ಚಳ
408,Geschirr::N,vaisselle,ಭಕ್ಷ್ಯಗಳು
409,Sack::N,sac,ಮೂಟೆ
410,Tasse::N,tasse,ಬಟ್ಟಲು
411,Topf::N,pot,ಮಡಕೆ
412,Topf::N,marmite,ಮಡಕೆ
413,Kessel::N,chaudron,ಕೆಟಲ್
414,Essen::N,repas,ಊಟ
415,Essen::N,manger,ಊಟ
416,Nahrung::N,nourriture,ಆಹಾರ
417,Speise::N,plat,ಊಟ
418,Fleisch::N,viande,ಮಾಂಸ
419,Getreide::N,blé,ಧಾನ್ಯ
420,Getreide::N,céréales,ಧಾನ್ಯ
421,Brei::N,purée,ಗಂಜಿ
422,Brei::N,bouillie,ಗಂಜಿ
423,Brot::N,pain,ರೊಟ್ಟಿ
424,Scheibe::N,tranche,ಹೋಳು
425,Fett::N,graisse,ಕೊಬ್ಬು
426,Butter::N,beurre,ಬೆಣ್ಣೆ
427,Öl::N,huile,ಎಣ್ಣೆ
428,Salz::N,sel,ಉಪ್ಪು
429,Suppe::N,soupe,ಎಸರು
430,Suppe::N,potage,ಎಸರು
431,Honig::N,miel,ಮಧು
432,Milch::N,lait,ಹಾಲು
433,Tee::N,thé,ಚಹ
434,Leder::N,cuir,ಚಕ್ಕಳ
435,Wolle::N,laine,ಉಣ್ಣೆ
436,Stoff::N,tissu,ಬಟ್ಟೆ
437,Stoff::N,étoffe,ಬಟ್ಟೆ
438,Nadel::N,aiguille,ಸೂಜಿ
439,Faden::N,fil,ದಾರ
440,Knopf::N,bouton,ಗುಂಡು
441,Knoten::N,nœud,ಗಂಟು
442,Farbe::N,peinture,ಬಣ್ಣ
443,Kleidung::N,vêtements,ಅರಿವೆ
444,Kleidung::N,habillement,ಅರಿವೆ
445,Hemd::N,chemise,ಅಂಗಿ
446,Kragen::N,col,ಕುತ್ತಿಗೆಪಟ್ಟಿ
447,Ärmel::N,manche,ತೋಳು
448,Hose::N,pantalon,ಇಜಾರ
449,Gürtel::N,ceinture,ಬೆಲ್ಟು
450,Mütze::N,bonnet,ಟೋಪಿ
451,Mütze::N,casquette,ಟೋಪಿ
452,Schuh::N,soulier,ಪಾದರಕ್ಷೆ
453,Schuh::N,chaussure,ಪಾದರಕ್ಷೆ
454,Stiefel::N,botte,ಬೂಟು
455,Ring::N,bague,ಉಂಗುರ
456,Band::N,ruban,ರಿಬ್ಬನ್
457,Kamm::N,peigne,ಹಣಿಗೆ
458,Spiegel::N,glace,ಕನ್ನಡಿ
459,Spiegel::N,miroir,ಕನ್ನಡಿ
460,Riemen::N,lanière,ಬಾರು
461,Riemen::N,courroie,ಬಾರು
462,Schnur::N,corde,ಹುರಿ
463,Schnur::N,ficelle,ಹುರಿ
464,Leine::N,laisse,ಹಗ್ಗ
465,Decke::N,couverture,ಕಂಬಳಿ
466,Kissen::N,oreiller,ದಿಂಬು
467,Tuch::N,drap,ಕೊರಳ ಬಟ್ಟೆ
468,Tuch::N,fichu,ಕೊರಳ ಬಟ್ಟೆ
469,Handtuch::N,serviette,ಚೌಕ
470,Handtuch::N,essuie-mains,ಚೌಕ
471,Kraft::N,force,ಬಲ
472,Stärke::N,vigueur,ಶಕ್ತಿ
473,Gesundheit::N,santé,ಆರೋಗ್ಯ
474,Krankheit::N,maladie,ರೋಗ
475,Schmerz::N,douleur,ನೋವು
476,Wunde::N,plaie,ಗಾಯ
477,Wunde::N,blessure,ಗಾಯ
478,Fieber::N,fièvre,ಜ್ವರ
479,Arznei::N,remède,ಔಷಧ
480,Arznei::N,médecine,ಔಷಧ
481,Brücke::N,pont,ಸೇತುವೆ
482,Brunnen::N,puits,ಬಾವಿ
483,Weide::N,pâturage,ಗೋಮಾಳ
484,Pfad::N,sentier,ದಾರಿ
485,Weg::N,voie,ಹಾದಿ
486,Weg::N,chemin,ಹಾದಿ
487,Straße::N,route,ರಸ್ತೆ
488,Dorf::N,village,ಹಳ್ಳಿ
489,Stadt::N,cité,ಪಟ್ಟಣ
490,Stadt::N,ville,ಪಟ್ಟಣ
491,Brief::N,lettre,ಕಾಗದ
492,Buch::N,livre,ಪುಸ್ತಕ
493,Buchstabe::N,lettre,ಅಕ್ಷರ
494,Buchstabe::N,caractère,ಅಕ್ಷರ
495,Zeitung::N,journal,ವಾರ್ತಾಪತ್ರಿಕೆ
496,Leben::N,vie,ಜೀವನ
497,Tod::N,mort,ಮರಣ
498,Grab::N,tombe,ಗೋರಿ
499,Kirche::N,église,ಚರ್ಚು
500,Sünde::N,péché,ಪಾಪ
501,Gott::N,dieu,ದೇವರು
502,Arbeiter::N,ouvrier,ಕೆಲಸಗಾರ
503,Arbeiter::N,travailleur,ಕೆಲಸಗಾರ
504,Chef::N,chef,ದಣಿ
505,Chef::N,patron,ದಣಿ
506,Meister::N,maître,ಶಿಕ್ಷಕ
507,Arzt::N,médecin,ವೈದ್ಯ
508,Lehrer::N,professeur,ಉಪಾಧ್ಯಾಯ
509,Lehrer::N,instituteur,ಉಪಾಧ್ಯಾಯ
510,Geld::N,argent,ಹಣ
511,Geschäft::N,affaire,ವಾಣಿಜ್ಯ
512,Geschäft::N,commerce,ವಾಣಿಜ್ಯ
513,Laden::N,magasin,ಅಂಗಡಿ
514,Laden::N,boutique,ಅಂಗಡಿ
515,Preis::N,prix,ಬೆಲೆ
516,Ware::N,marchandise,ಸರಕು
517,Nutzen::N,profit,ಲಾಭ
518,Reichtum::N,richesse,ಸಂಪತ್ತು
519,Welt::N,monde,ಭೂಲೋಕ
520,Land::N,pays,ದೇಶ
521,Staat::N,État,ರಾಜ್ಯ
522,König::N,roi,ರಾಜ
523,Macht::N,pouvoir,ಅಧಿಕಾರ
524,Macht::N,puissance,ಅಧಿಕಾರ
525,Grenze::N,frontière,ಗಡಿ
526,Krieg::N,guerre,ಯುದ್ಧ
527,Feind::N,ennemi,ಶತ್ರು
528,Gewalt::N,violence,ಹಿಂಸೆ
529,Kampf::N,lutte,ಹೋರಾಟ
530,Kampf::N,combat,ಹೋರಾಟ
531,Bogen[Waffe]::N,arc,ಬಿಲ್ಲು
532,Pfeil::N,flèche,ಅಂಬು
533,Gewehr::N,fusil,ಬಂದೂಕು
534,Fehler::N,faute,ತಪ್ಪು
535,Fehler::N,erreur,ತಪ್ಪು
536,Lüge::N,mensonge,ಸುಳ್ಳು
537,Schaden::N,dégât,ಹಾನಿ
538,Schaden::N,dommage,ಹಾನಿ
539,Unglück::N,malheur,ಅಪಾಯ
540,Schuld::N,faute,ದೋಷ
541,Schuld::N,culpabilité,ದೋಷ
542,Alter::N,âge,ಮುಪ್ಪು
543,Schluss::N,fin,ಮುಕ್ತಾಯ
544,Zeit::N,temps,ಕಾಲ
545,Tag::N,jour,ದಿನ
546,Tag::N,journée,ದಿನ
547,Morgen::N,matin,ಮುಂಜಾನೆ
548,Morgen::N,matinée,ಮುಂಜಾನೆ
549,Mittag::N,midi,ನಡುಹಗಲು
550,Abend::N,soir,ಸಂಜೆ
551,Abend::N,soirée,ಸಂಜೆ
552,Nacht::N,nuit,ರಾತ್ರಿ
553,Woche::N,semaine,ವಾರ
554,Monat::N,mois,ತಿಂಗಳು
555,Jahr::N,an,ಸಂವತ್ಸರ
556,Jahr::N,année,ಸಂವತ್ಸರ
557,Frühling::N,printemps,ವಸಂತ
558,Sommer::N,été,ಬಿಸಿಲುಕಾಲ
559,Herbst::N,automne,ಶರತ್ಕಾಲ
560,Winter::N,hiver,ಚಳಿಗಾಲ
561,Januar::N,janvier,ನಾಲ್ಚಳಿ
562,Februar::N,février,ಅಯ್ಚಳಿ
563,März::N,mars,ಮೊಬ್ಬೇಸಿಗೆ
564,April::N,avril,ಇಬ್ಬೇಸಿಗೆ
565,Mai::N,mai,ಮುಬ್ಬೇಸಿಗೆ
566,Juni::N,juin,ಮೊಮ್ಮಳೆ
567,Juli::N,juillet,ಇಮ್ಮಳೆ
568,August::N,août,ಮುಮ್ಮಳೆ
569,September::N,septembre,ನಾಲ್ಮಳೆ
570,Oktober::N,octobre,ಮೊಚ್ಚಳಿ
571,November::N,novembre,ಇಚ್ಚಳಿ
572,Dezember::N,décembre,ಮುಚ್ಚಳಿ
573,Montag::N,lundi,ಸೋಮುವಾರ
574,Dienstag::N,mardi,ಮಂಗಳವಾರ
575,Mittwoch::N,mercredi,ಬುಧವಾರ
576,Donnerstag::N,jeudi,ಗುರುವಾರ
577,Freitag::N,vendredi,ಶುಕ್ರವಾರ
578,Samstag::N,samedi,ಶನಿವಾರ
