,Concept_ID,sq,uz
94,Donner::N,bubullimë,guldur
95,Strömung::N,rrymë,oqim
96,Tropfen::N,pikë,tomchi
97,Schaum::N,shkumë,ko'pik
98,Schmutz::N,baltë,gard
99,See::N,liqen,ko'l
100,Sumpf::N,batak,botqoq
101,Moor::N,kënetë,qir-adir
102,Wiese::N,livadh,o'tzor
103,Wald::N,pyll,o'rmon
104,Hügel::N,kodër,tepa
105,Anhöhe::N,bregore,adir
106,Berg::N,mal,tog'
107,Gipfel::N,kulm,cho'qqi
108,Höhle::N,shpellë,kavak
109,Höhle::N,zgafelle,kavak
110,Abhang::N,shpat,to'sh
111,Abhang::N,tatëpjetë,to'sh
112,Quelle::N,krua,buloq
113,Quelle::N,burim,buloq
114,Bach::N,virua,o'zan
115,Fluss::N,lumë,daryo
116,Ufer::N,breg,sohil
117,Küste::N,anëdet,qirg'oq
118,Küste::N,bregdet,qirg'oq
119,Festland::N,kontinent,materik
120,Meer::N,det,dengiz
121,Bucht::N,gji deti,qo'ltiq
122,Insel::N,ishull,orol
123,Insel::N,ujdhesë,orol
124,Blume::N,lule,gul
125,Gras::N,bar,sabza
126,Wurzel::N,rrënjë,tub
127,Wurzel::N,rrënjë,tomir
128,Baum::N,pemë,daraxt
129,Stamm::N,trung,o'simta
130,Rinde::N,lëvore,qobiq
131,Ast::N,degë,shox
132,Zweig::N,bisk,butoq
133,Blatt::N,fletë,barg
134,Blatt::N,gjethe,barg
135,Birke::N,mështekën,qayin
136,Kiefer[Baum]::N,pishë,qarag'ay
137,Weide[Baum]::N,shelg,shum
138,Tanne::N,bredh,archa
139,Horn::N,bri,mugiz
140,Feder::N,pupël,par
141,Fell::N,lëkurë,mo'yna
142,Flügel::N,krah,qanot
143,Flügel::N,fletë,qanot
144,Klaue::N,kthetër,tirnoq
145,Kralle::N,thua,tirnoq
146,Kralle::N,kthetër,tirnoq
147,Schwanz::N,bisht,quyruq
148,Ei::N,vezë,tuxum
149,Nest::N,fole,oshyon
150,Bau::N,strofkë,o'pqon
151,Tier::N,kafshë,hayvon
152,Herde::N,kope,gala
153,Herde::N,grigjë,gala
154,Kuh::N,lopë,inak
155,Bulle::N,dem,ho'kiz
156,Pferd::N,kalë,ot
157,Schaf::N,dele,qo'y
158,Schwein::N,derr,cho'chqa
159,Hund::N,qen,it
160,Katze::N,mace,mushuk
161,Bär::N,ari,ayiq
162,Eichhörnchen::N,ketër,tiyin
163,Elch::N,dre brilopatë,los
164,Fuchs::N,dhelpër,tulki
165,Hase::N,lepur,kuyon
166,Maus::N,mi,sichqon
167,Wolf::N,ujk,bo'ri
168,Vogel::N,zog,qush
169,Vogel::N,shpend,qush
170,Schwarm::N,luzmë,to'da
171,Huhn::N,pulë,tovuq
172,Hahn::N,gjel,xo'roz
173,Hahn::N,këndes,xo'roz
174,Gans::N,patë,g'oz
175,Adler::N,shqiponjë,burgut
176,Ente::N,rosë,o'rdak
177,Eule::N,buf,boyo'g'li
178,Kranich::N,lejlek,turna
179,Kranich::N,kurrillë,turna
180,Krähe::N,sorrë,qarg'a
181,Kuckuck::N,qyqe,kakku
182,Schwan::N,mjellmë,oqkush
183,Fisch::N,peshk,baliq
184,Barsch::N,purtekë,olabug'a
185,Hecht::N,mlysh,cho'rtan
186,Schlange[Tier]::N,gjarpër,ilon
187,Wurm::N,krimb,qurt
188,Spinne::N,marimangë,o'rgimchak
189,Ameise::N,thnegël,chumoli
190,Ameise::N,milingonë,chumoli
191,Laus::N,morr,bit
192,Mücke::N,kunup,chivin
193,Mücke::N,mushkonjë,chivin
194,Fliege::N,mizë,pashsha
195,Schmetterling::N,flutur,kapalak
196,Beere::N,frutë,meva
197,Beere::N,manaferrë,meva
198,Apfel::N,mollë,olma
199,Pilz::N,kërpudhë,qo'ziqorin
200,Zwiebel::N,qepë,piyoz
201,Saat::N,farë,äkin
202,Korn::N,grurë,zarra
203,Korn::N,kokërr,zarra
204,Heu::N,sanë,xashak
205,Schale::N,lëkurë,po'choq
206,Grube::N,gropë,co'ra
207,Falle::N,kurth,qopqon
208,Falle::N,grackë,qopqon
209,Schlinge::N,nyjë,sirtmoq
210,Spur::N,gjurmë,iz
211,Asche::N,hi,kul
212,Dreck::N,baltë,kir
213,Eisen::N,hekur,temir
214,Gold::N,ar,tilla
215,Gold::N,flori,tilla
216,Silber::N,argjend,kumush
217,Kohle::N,qymyr,ko'mir
218,Glas::N,qelq,oyna
219,Lehm::N,argjilë,loy
220,Sand::N,rërë,qum
221,Mensch::N,njeri,odam
222,Mann::N,burrë,ärkak
223,Mann::N,mashkull,ärkak
224,Frau::N,grua,ayol
225,Frau::N,femër,ayol
226,Kind::N,kalama,bola
227,Kind::N,kalama,kichkintoy
228,Junge::N,djalë,bola
229,Mädchen::N,gocë,qiz
230,Mädchen::N,vajzë,qiz
231,Familie::N,familje,oila
232,Großvater::N,gjysh,buva
233,Großvater::N,gjysh,katta ota
234,Großmutter::N,gjyshe,buvi
235,Großmutter::N,gjyshe,katta oyi
236,Eltern::N,prindër,ota-ona
237,Vater::N,atë,ota
238,Mutter::N,nënë,ona
239,Sohn::N,bir,o'g'il
240,Tochter::N,bijë,qiz
241,Bruder::N,vëlla,og'a
242,Bruder::N,vëlla,uka
243,Schwester::N,motër,opa
244,Schwester::N,motër,singil
245,Onkel::N,dajë,amaki
246,Onkel::N,xhaxha,amaki
247,Tante::N,teze,amma
248,Tante::N,teze,xola
249,Tante::N,hallë,amma
250,Tante::N,hallë,xola
251,Ehemann::N,burrë,är
252,Ehemann::N,bashkëshort,är
253,Ehefrau::N,grua,rafiqa
254,Ehefrau::N,bashkëshorte,rafiqa
255,Freude::N,gaz,ayish
256,Freude::N,gëzim,ayish
257,Gelächter::N,qeshje,kulgi
258,Glück::N,lumturi,saodat
259,Kummer::N,brengë,g'am
260,Kummer::N,pikëllim,g'am
261,Wunsch::N,dëshirë,orzu
262,Lust::N,epsh,rag'bat
263,Lust::N,dashuri,rag'bat
264,Geist::N,frymë,ruh
265,Geist::N,shpirt,ruh
266,Gedanke::N,ide,fikr
267,Gedanke::N,mendim,fikr
268,Gedächtnis::N,kujtesë,äs
269,Verstand::N,mend,aql
270,Sinn::N,kuptim,ma'ni
271,Grund::N,arsye,sabab
272,Wahrheit::N,vërtetë,haq
273,Gespräch::N,bisedim,gap
274,Märchen::N,përrallë,ärtak
275,Erzählung::N,tregim,rivoyat
276,Nachricht::N,lajm,xabar
277,Neuigkeit::N,risi,yangilik
278,Name::N,emër,ot
279,Rätsel::N,gjëzë,topishmoq
280,Rätsel::N,gjëegjëzë,topishmoq
281,Rede::N,fjalim,nutq
282,Sprache::N,gjuhë,til
283,Stimme::N,zë,ovoz
284,Wort::N,fjalë,so'z
285,Zeichen::N,shenjë,alomat
286,Ruf::N,thirrmë,chaqiriq
287,Lärm::N,zhurmë,taraq
288,Laut::N,tingull,tovush
289,Ton::N,ton,un
290,Lied::N,këngë,ashula
291,Ruhe::N,qetësi,tinchlik
292,Leute::N,botë,xaloyiq
293,Leute::N,njerëz,xaloyiq
294,Volk::N,popull,xalq
295,Arbeit::N,punë,ish
296,Gast::N,mik,mehmon
297,Gast::N,mysafir,mehmon
298,Geschenk::N,dhuratë,hadya
299,Geschenk::N,peshqesh,hadya
300,Spiel::N,lojë,o'yin
301,Gesellschaft::N,shoqëri,jamiyat
302,Hilfe::N,ndihmë,yordam
303,Freund::N,mik,do'st
304,Kamerad::N,shok,yo'ldosh
305,Angelegenheit::N,punë,daxl
306,Anzahl::N,sasi,son
307,Art::N,lloj,tur
308,Stück::N,copë,parcha
309,Teil::N,pjesë,bo'lak
310,Hälfte::N,gjysmë,yarim
311,Kreis::N,qark,aylana
312,Kreis::N,rreth,aylana
313,Kreuz::N,kryq,xoch
314,Linie::N,vijë,liniya
315,Strich::N,vizë,chiziq
316,Abstand::N,distancë,oralik
317,Entfernung::N,largim,uzoqlik
318,Gegend::N,vise,yer
319,Gegend::N,krahinë,yer
320,Platz::N,shesh,oralig
321,Ort::N,vend,joy
322,Seite::N,anë,yon
323,Mitte::N,mes,o'rta
324,Gegenstand::N,send,ashyo
325,Sache::N,gjë,buyum
326,Sache::N,send,buyum
327,Rand::N,qoshe,chek
328,Kante::N,teh,tig'
329,Ecke::N,qoshe,burchak
330,Spitze::N,majë,uch
331,Ende::N,skaj,oxir
332,Ende::N,bisht,oxir
333,Loch::N,vrimë,teshik
334,Winkel::N,kënd,go'sha
335,Muster::N,mostër,nusha
336,Größe::N,madhësi,kattalik
337,Länge::N,gjatësi,uzunlik
338,Höhe::N,lartësi,yuksaklik
339,Gewicht::N,peshë,solmoq
340,Menge::N,sasi,miqdor
341,Haufen::N,grumbull,uyum
342,Reihe::N,radhë,saf
343,Reihe::N,rresht,saf
344,Boot::N,barkë,qayiq
345,Boot::N,lundër,qayiq
346,Ruder::N,rrem,äshkak
347,Schlitten::N,sajë,chana
348,Ski::N,ski,chang'i
349,Lagerfeuer::N,flakadan,gulxan
350,Lagerfeuer::N,zjarr i madh,gulxan
351,Last::N,barrë,yuk
352,Gang::N,ecje,yurish
353,Schritt::N,hap,qadam
354,Norden::N,veri,shimol
355,Süden::N,jug,janub
356,Westen::N,perëndim,g'arb
357,Osten::N,lindje,sharq
358,Holz::N,dru,yog'och
359,Brett::N,dërrasë,taxta
360,Platte::N,pllakë,tabaqa
361,Stütze::N,shtyllë,tayanchi
362,Stütze::N,mbështetesë,tayanchi
363,Stange::N,shufër,qo'noq
364,Stock::N,dajak,tayoq
365,Stab::N,shkop,gavron
366,Rohr::N,tub,tarnov
367,Haus::N,shtëpi,uy
368,Heim::N,konak,makon
369,Heim::N,shtëpi,makon
370,Ofen::N,sobë,pechka
371,Ofen::N,stufë,pechka
372,Fußboden::N,dysheme,pol
373,Tisch::N,tryezë,mosa
374,Stuhl::N,karrige,o'rindiq
375,Wiege::N,djep,beshik
376,Bett::N,shtrat,yotoq
377,Regal::N,raft,tokcha
378,Kiste::N,kuti,sandiq
379,Fenster::N,dritare,deraza
380,Tür::N,derë,äshik
381,Tor::N,portë,darvoza
382,Zaun::N,gardh,panjara
383,Dach::N,çati,tom
384,Leiter::N,shkallë,narvon
385,Besen::N,fshesë,supurgi
386,Spaten::N,lopatë,bel
387,Schaufel::N,qyrek,kurak
388,Gabel::N,pirun,bilka
389,Löffel::N,lugë,qoshiq
390,Messer::N,thikë,pichoq
391,Nagel::N,gozhdë,mix
392,Netz::N,rrjetë,to'r
393,Haken::N,grep,ilgak
394,Haken::N,grremç,ilgak
395,Griff::N,dorak,sop
396,Griff::N,dorak,tutqich
397,Griff::N,dorezë,sop
398,Griff::N,dorezë,tutqich
399,Schloss::N,bravë,qulf
400,Bild::N,tablo,rasm
401,Bild::N,pikturë,rasm
402,Figur::N,figurë,shakl
403,Puppe::N,kukull,ko'g'irchoq
404,Beutel::N,qese,to'rva
405,Beutel::N,trastë,to'rva
406,Bündel::N,deng,bog'lam
407,Tasche::N,çantë,kissa
408,Eimer::N,kovë,chelak
409,Deckel::N,kapak,qopqoq
410,Deckel::N,mbulesë,qopqoq
411,Geschirr::N,enë,idish
412,Sack::N,thes,qop
413,Sack::N,torbë,qop
414,Tasse::N,filxhan,piyola
415,Topf::N,kusi,tuvak
416,Topf::N,tenxhere,tuvak
417,Kessel::N,kazan,qozon
418,Essen::N,ngrënie,tomoq
419,Nahrung::N,ushqim,emak
420,Speise::N,gatesë,taom
421,Fleisch::N,mish,go'sht
422,Getreide::N,drithë,g'alla
423,Brei::N,qull,bo'tqa
424,Brot::N,bukë,non
425,Scheibe::N,fetë,disk
426,Fett::N,lyrë,moy
427,Fett::N,yndyrë,moy
428,Butter::N,gjalpë,yog'
429,Öl::N,vaj,moy
430,Salz::N,kripë,tuz
431,Suppe::N,supë,sho'rva
432,Suppe::N,çorbë,sho'rva
433,Honig::N,mjaltë,asal
434,Milch::N,qumësht,sut
435,Tee::N,çaj,choy
436,Leder::N,lëkurë,charm
437,Wolle::N,lesh,jun
438,Stoff::N,pëlhurë,mato
439,Nadel::N,gjilpërë,igna
440,Faden::N,pe,ip
441,Faden::N,fije,ip
442,Knopf::N,kopsë,tugma
443,Knoten::N,komb,tugun
444,Farbe::N,bojë,bo'yok
445,Kleidung::N,veshje,kiyim
446,Hemd::N,këmishë,ko'ylak
447,Kragen::N,jakë,yoqa
448,Ärmel::N,mëngë,yeng
449,Hose::N,brekë,shim
450,Gürtel::N,rrip,tasma
451,Mütze::N,kësulë,shapka
452,Schuh::N,këpucë,but
453,Stiefel::N,çizme,botinka
454,Ring::N,unazë,yuzuk
455,Band::N,shirit,rishta
456,Kamm::N,krehër,taroq
457,Spiegel::N,pasqyrë,ko'zgu
458,Riemen::N,rrip,qayish
459,Schnur::N,litar,bog'ich
460,Schnur::N,cikomë,bog'ich
461,Leine::N,rrip,etak
462,Decke::N,batanije,odyol
463,Kissen::N,jastëk,yostiq
464,Tuch::N,shami,gazlama
465,Handtuch::N,peshqir,sochiq
466,Kraft::N,forcë,kuch
467,Stärke::N,koll,quvvat
468,Gesundheit::N,shëndet,sog'lik
469,Krankheit::N,sëmundje,kasallik
470,Schmerz::N,dhimbje,og'riq
471,Wunde::N,plagë,yara
472,Fieber::N,ethe,bezgak
473,Arznei::N,ilaç,dori
474,Brücke::N,urë,ko'prik
475,Brunnen::N,pus,buloq
476,Weide::N,kullotë,yaylov
477,Pfad::N,ravë,dorojka
478,Pfad::N,shteg,dorojka
479,Weg::N,udhë,yo'l
480,Weg::N,shteg,yo'l
481,Straße::N,rrugë,ko'cha
482,Dorf::N,fshat,ovul
483,Dorf::N,katund,ovul
484,Stadt::N,qytet,shahar
485,Brief::N,letër,maktub
486,Buch::N,libër,kitob
487,Buchstabe::N,shkronjë,harf
488,Zeitung::N,gazetë,gazet
489,Leben::N,jetë,hayot
490,Tod::N,mortje,o'lim
491,Grab::N,varr,go'r
492,Kirche::N,kishë,cherkov
493,Sünde::N,mëkat,gunoh
494,Sünde::N,gjynah,gunoh
495,Gott::N,hy,olloh
496,Gott::N,zot,olloh
497,Arbeiter::N,punëtor,ishchi
498,Chef::N,shef,rais
499,Chef::N,drejtues,rais
500,Meister::N,mjeshtër,usta
501,Arzt::N,mjek,hakim
502,Arzt::N,doktor,hakim
503,Lehrer::N,mësues,muallim
504,Lehrer::N,arsimtar,muallim
505,Geld::N,para,pul
506,Geld::N,holla,pul
507,Geschäft::N,ujdi,savdo
508,Geschäft::N,biznes,savdo
509,Laden::N,dyqan,do'kon
510,Preis::N,çmim,baho
511,Ware::N,mall,mol
512,Nutzen::N,dobi,foyda
513,Nutzen::N,leverdi,foyda
514,Reichtum::N,kamje,boylik
515,Reichtum::N,pasuri,boylik
516,Welt::N,botë,olam
517,Land::N,vend,o'lka
518,Staat::N,shtet,davlat
519,König::N,mbret,qirol
520,Macht::N,fuqi,iqtidor
521,Macht::N,pushtet,iqtidor
522,Grenze::N,kufi,chegara
523,Krieg::N,luftë,harb
524,Feind::N,armik,dushman
525,Gewalt::N,dhunë,zo'rlik
526,Kampf::N,luftim,kurash
527,Bogen[Waffe]::N,hark,yoy
528,Pfeil::N,shigjetë,o'q
529,Gewehr::N,pushkë,vintovka
530,Fehler::N,gafë,xato
531,Fehler::N,gabim,xato
532,Lüge::N,gënjeshtër,yolg'on
533,Schaden::N,dëm,ziyon
534,Schaden::N,zarar,ziyon
535,Unglück::N,fatkeqësi,balo
536,Schuld::N,faj,ayb
537,Alter::N,moshë,yosh
538,Schluss::N,fund,tamom
539,Zeit::N,kohë,vaqt
540,Tag::N,ditë,kun
541,Morgen::N,mëngjes,saboh
542,Mittag::N,mesditë,kun tushlik
543,Abend::N,mbrëmje,oqshom
544,Nacht::N,natë,tun
545,Woche::N,javë,hafta
546,Monat::N,muaj,oy
547,Jahr::N,vit,yil
548,Frühling::N,pranverë,bahor
549,Sommer::N,verë,yoz
550,Herbst::N,vjeshtë,kuz
551,Herbst::N,vjeshtë,xazon
552,Winter::N,dimër,qish
553,Januar::N,janar,yanvar'
554,Februar::N,shkurt,fevral'
555,März::N,mars,mart
556,April::N,prill,aprel'
557,Mai::N,maj,may
558,Juni::N,qershor,iyun'
559,Juli::N,korrik,iyul'
560,August::N,gusht,avgust
561,September::N,shtator,sentyabr'
562,Oktober::N,tetor,oktyabr'
563,November::N,nëntor,noyabr'
564,Dezember::N,dhjetor,dekabr'
565,Montag::N,hënë,dushanba
566,Dienstag::N,martë,seshanba
567,Mittwoch::N,mërkurë,chorshanba
568,Donnerstag::N,enjte,payshanba
569,Freitag::N,premte,juma
570,Samstag::N,shtunë,shanba
571,Sonntag::N,diel,yakshanba
572,groß::A,madh,buyuk
573,klein::A,vogël,kichik
574,lang::A,gjatë,uzun
575,kurz::A,shkurtër,qisqa
576,breit::A,gjerë,keng
577,schmal::A,ngushtë,änsiz
578,dicht::A,dendur,quyuq
579,dick[Gegenstand]::A,trashë,qalin
580,dünn::A,hollë,ingichka
581,fein::A,imët,mayin
582,fest::A,fortë,qattiq
583,flach::A,sheshtë,yalpoq
584,glatt::A,rrafshët,tekis
585,hart::A,fortë,qattiq
586,weich::A,butë,yumshoq
587,rund::A,rrumbullakët,yumaloq
588,spitz::A,majëmprehtë,uchli
589,scharf::A,mprehtë,keskir
590,stumpf::A,topitur,to'mtoq
591,schwer::A,rëndë,salmoqli
592,schön::A,bukur,go'zal
593,heiß::A,nxehtë,qiziq
594,warm::A,ngrohtë,issiq
595,kalt::A,ftohtë,sovuq
596,kühl::A,freskët,salqin
597,frisch::A,pastër,toza
598,feucht::A,lagësht,namli
599,nass::A,lagur,nam
600,trocken::A,thatë,quruq
601,voll::A,plotë,to'la
602,leer::A,bosh,puch
603,leer::A,zbrazët,puch
604,offen::A,hapur,ochiq
605,geschlossen::A,mbyllur,berk
606,sauber::A,dëlirë,ozoda
607,schmutzig::A,ndyrë,kir
608,roh::A,gjallë,xom
609,reif::A,arrirë,pishiq
610,lecker::A,shijshëm,shirin
611,süß::A,ëmbël,shirin
612,bitter::A,hidhur,achchiq
613,sauer::A,thartë,achchiq
614,hell::A,me dritë,yorug'
615,dunkel::A,errët,qorong'i
616,schwarz::A,i zi,qora
617,weiß::A,bardhë,oq
618,rot::A,kuq,qizil
619,gelb::A,verdhë,sariq
620,blau::A,blu,zangori
621,blau::A,kaltër,zangori
622,grün::A,blertë,yashil
623,grün::A,gjelbër,yashil
624,grau::A,hirtë,bo'z
625,grau::A,bojë hiri,bo'z
626,bunt::A,shumëngjyrëshëm,ola
627,billig::A,lirë,arzon
628,teuer::A,shtrenjtë,qimmat
629,wertvoll::A,çmuar,qimmat
630,wertvoll::A,vlershëm,qimmat
631,blind::A,qorr,ko'r
632,blind::A,verbër,ko'r
633,taub::A,shurdhër,garang
634,kräftig::A,fuqishëm,kuchli
635,stark::A,fortë,quvvatli
636,schwach::A,dobët,kuchsiz
637,fett::A,dhjamur,semiz
638,schlank::A,hollë,ingichka
639,hübsch::A,bukur,ko'rkam
640,hübsch::A,hijshëm,ko'rkam
641,böse::A,keq,yovuz
642,dumm::A,teveqel,aqlsiz
643,faul::A,dembel,ärinchak
644,fleißig::A,zellshëm,ishchan
645,geizig::A,kurnac,qurumsoq
646,geizig::A,dorështrënguar,qurumsoq
647,klug::A,mençur,oqil
648,geschickt::A,aftë,äpchil
649,lieb::A,dashur,aziz
650,lustig::A,gëzuar,chaqchaq
651,sanft::A,butë,asta
652,hungrig::A,uritur,och
653,krank::A,sëmurë,kasal
654,nackt::A,lakuriq,yalang
655,nackt::A,zhveshur,yalang
656,traurig::A,trishtuar,xafa
657,lebendig::A,gjallë,hayotiy
658,gut::A,mirë,soz
659,schlecht::A,keq,yomon
660,richtig::A,drejtë,rost
661,schlimm::A,keq,yovuz
662,wahr::A,vërtetë,haqiqiy
663,alt::A,vjetër,äski
664,neu::A,i ri,yangi
665,ehemalig::A,dikurshëm,sobiq
666,alt[Lebewesen]::A,plak,qari
667,jung::A,i ri,navqiron
668,arm::A,varfër,abgor
669,arm::A,vobektë,abgor
670,reich::A,pasur,boy
671,bekannt::A,njohur,ma'lum
672,berühmt::A,famshëm,mashhur
673,fremd::A,huaj,yot
674,verschieden::A,ndryshëm,turli
675,nah::A,afërt,yaqindagi
676,fern::A,largët,uzoq
677,linker::A,majtë,so'l
678,rechter::A,djathtë,o'ng
679,anderer::A,tjetër,boshqa
680,erster::A,parë,birinchi
681,zweiter::A,dytë,ikkinchi
682,dritter::A,i tretë,uchinchi
683,letzter::A,fundit,oxirgi
684,allein::ADV,vetëm,o'zicha
685,auf einmal::ADV,njëkohësisht,varakay
686,zusammen::ADV,bashkë,barobar
687,zusammen::ADV,së bashku,barobar
688,lange::ADV,për një kohë të gjatë,uzoq
689,plötzlich::ADV,befas,qo'qqisdan
690,sofort::ADV,menjëherë,darrov
691,sofort::ADV,aty për aty,darrov
692,später::ADV,më vonë,so'ngra
693,jetzt::ADV,tash,hozirgina
694,heute::ADV,sot,bugun
695,morgen::ADV,nesër,ärta
696,bald::ADV,shpejt,toz
697,bald::ADV,së shpejti,toz
698,dann::ADV,pastaj,keyin
699,gestern::ADV,dje,kecha
700,einst::ADV,dikur,avvallari
701,damals::ADV,atëherë,ugal
702,danach::ADV,mandej,so'ngra
703,vorher::ADV,më parë,avval
704,zuerst::ADV,së pari,avval
705,einmal::ADV,njëherë,bir marta
706,manchmal::ADV,nganjëherë,onda-sonda
707,oft::ADV,shpesh,tez-tez
708,immer::ADV,përherë,har vaqt
709,immer::ADV,gjithnjë,har vaqt
710,niemals::ADV,kurrë,hargiz
711,niemals::ADV,asnjëherë,hargiz
712,hier::ADV,këtu,shu erda
713,hierhin::ADV,knej,beri
714,von hier::ADV,që këtej,shu erdan
715,von hier::ADV,prej këtej,shu erdan
716,dort::ADV,aty,ana
717,dort::ADV,atje,ana
718,dorthin::ADV,anej,u yerga
719,geradeaus::ADV,drejt,to'g'ri
720,vorwärts::ADV,mbroth,ilgari
721,vorwärts::ADV,përpara,ilgari
722,rückwärts::ADV,mbrapsht,qoloq
723,zurück::ADV,prapa,orqada
724,zurück::ADV,mbrapsht,orqada
725,unten::ADV,poshtë,pastda
726,hinab::ADV,përposh,tubanga
727,oben::ADV,lart,ustida
728,oben::ADV,sipër,ustida
729,hinauf::ADV,lart,yuqorida
730,hinauf::ADV,përpjetë,yuqorida
731,überall::ADV,kudo,har erda
732,nicht::ADV,s',ämas
733,nicht::ADV,nuk,ämas
734,ein wenig::ADV,një tis,biroz
735,kaum::ADV,mezi,arang
736,sehr::ADV,fort,ancha
737,sehr::ADV,shumë,ancha
738,so::ADV,ashtu,shunday
739,so::ADV,kështu,shunday
740,noch::ADV,ende,hali
741,noch::ADV,akoma,hali
742,nur::ADV,vetëm,yolg'iz
743,schon::ADV,tashmë,endi
744,wieder::ADV,përsëri,yana
745,vergebens::ADV,kot,bekorga
746,vor::PRP,para,burun
747,hinter::PRP,prapa,ketida
748,hinter::PRP,mbrapa,ketida
749,unter::PRP,nën,ostida
750,durch::PRP,nëpër,bo'ylab
751,neben::PRP,pranë,yonida
752,neben::PRP,përbri,yonida
753,zwischen::PRP,midis,orada
754,zwischen::PRP,ndërmjet,orada
755,wegen::PRP,për,sababli
756,dies::PRN,ky,o'sha
757,das::PRN,ky,narigi
758,alles::PRN,gjithçka,har nima
759,ich::PRN,unë,men
760,du::PRN,ti,sen
761,er::PRN,ai,u
762,wir::PRN,ne,biz
763,ihr::PRN,ju,siz
764,sie::PRN,ata,ular
765,was::FPRN,ç',nima
766,was::FPRN,çfarë,nima
767,wer::FPRN,kush,kim
768,wo::FADV,ku,qaerda
769,wohin::FADV,për ku,qayerga
770,wie::FADV,si,qanday
771,warum::FADV,pse,nega
772,warum::FADV,përse,nega
773,wieviel::FNUM,sa,qancha
774,eins::NUM,një,bir
775,zwei::NUM,dy,ikki
776,drei::NUM,tre,uch
777,vier::NUM,katër,to'rt
778,fünf::NUM,pesë,besh
779,sechs::NUM,gjashtë,olti
780,sieben::NUM,shtatë,etti
781,acht::NUM,tetë,sakkiz
782,neun::NUM,nëntë,to'qqiz
783,zehn::NUM,dhjetë,o'n
784,elf::NUM,njëmbëdhjetë,o'n bir
785,zwölf::NUM,dymbëdhjetë,o'n ikki
786,zwanzig::NUM,njëzet,yigirma
787,dreißig::NUM,tridhjetë,o'ttiz
788,vierzig::NUM,dyzet,qirq
789,fünfzig::NUM,pesëdhjetë,ällik
790,sechzig::NUM,gjashtëdhjetë,oltmish
