,Concept_ID,ja,kn
138,Bulle::N,雄牛,ಗೂಳಿ
139,Pferd::N,馬,ಕುದುರೆ
140,Schaf::N,羊,ಕುರಿ
141,Schwein::N,豚,ಹಂದಿ
142,Hund::N,犬,ನಾಯಿ
143,Katze::N,猫,ಬೆಕ್ಕು
144,Bär::N,熊,ಕರಡಿ
145,Eichhörnchen::N,栗鼠,ಉಡುತೆ
146,Elch::N,ヘラジカ,ಕಡವೆ
147,Fuchs::N,狐,ನರಿ
148,Hase::N,兎,ಮೊಲ
149,Maus::N,鼠,ಇಲಿ
150,Wolf::N,狼,ತೋಳ
151,Vogel::N,鳥,ಪಕ್ಷಿ
152,Schwarm::N,群れ,ಗುಂಪು
153,Huhn::N,鶏,ಚಿಕ್
154,Hahn::N,雄鶏,ಹುಂಜ
155,Gans::N,ガチョウ,ವರಟೆ
156,Adler::N,鷲,ಗರುಡ
157,Ente::N,鴨,ಬಾತು
158,Eule::N,フクロウ,ಗೂಬೆ
159,Kranich::N,鶴,ಕೊಕ್ಕರ
160,Krähe::N,烏,ಕಾಗೆ
161,Kuckuck::N,郭公,ಕೋಗಿಲೆ
162,Schwan::N,白鳥,ಹಂಸಪಕ್ಷಿ
163,Fisch::N,魚,ಮೀನು
164,Barsch::N,鱸,ಪರ್ಚ್ ಮೀನು
165,Hecht::N,川魳,ಪೈಕ್ ಮೀನು
166,Schlange[Tier]::N,蛇,ಹಾವು
167,Wurm::N,虫,ಹುಳು
168,Spinne::N,蜘蛛,ಊರ್ಣನಾಭ
169,Ameise::N,蟻,ಇರುವೆ
170,Laus::N,虱,ಹೇನು
171,Mücke::N,蚊,ಸೊಳ್ಳೆ
172,Fliege::N,蝿,ನೊಣ
173,Schmetterling::N,蝶,ಪತಂಗ
174,Beere::N,漿果,ನಯವಣ್ಣು
175,Apfel::N,林檎,ಸೇಬು
176,Pilz::N,茸,ಅಣಬೆ
177,Zwiebel::N,玉葱,ನೀರುಳ್ಳಿ
178,Saat::N,種,ಬಿತ್ತ
179,Korn::N,粒,ಬೀಜ
180,Heu::N,干し草,ಕರಡ
181,Schale::N,皮,ಹೊಟ್ಟು
182,Grube::N,穴,ಗುಂಡಿ
183,Falle::N,わな,ಬೋನು
184,Schlinge::N,輪,ಉರುಲು
185,Spur::N,跡,ಜಾಡು
186,Asche::N,灰,ಬೂದಿ
187,Dreck::N,泥,ಹೊಲಸು
188,Eisen::N,鉄,ಕಬ್ಬಿಣ
189,Gold::N,金,ಚಿನ್ನ
190,Silber::N,銀,ಬೆಳ್ಳಿ
191,Kohle::N,炭,ಕಲ್ಲಿದ್ದಲು
192,Glas::N,ガラス,ಗಾಜು
193,Lehm::N,ローム,ಜೇಡಿಮಣ್ಣು
194,Sand::N,砂,ಮರಳು
195,Mensch::N,人,ಪುರುಷ
196,Mann::N,男,ಆಳು
197,Mann::N,男性,ಆಳು
198,Frau::N,女,ಹೆಣ್ಣು
199,Frau::N,女性,ಹೆಣ್ಣು
200,Kind::N,子,ಮಗು
201,Kind::N,子供,ಮಗು
202,Junge::N,男の子,ಹುಡುಗ
203,Mädchen::N,女の子,ಹುಡುಗಿ
204,Familie::N,家族,ಕುಟುಂಬ
205,Großvater::N,祖父,ಅಜ್ಜ
206,Großvater::N,おじいさん,ಅಜ್ಜ
207,Großmutter::N,祖母,ಅಮ್ಮ
208,Großmutter::N,おばあさん,ಅಮ್ಮ
209,Eltern::N,親,ಹೆತ್ತವರು
210,Eltern::N,両親,ಹೆತ್ತವರು
211,Vater::N,父,ತಂದೆ
212,Vater::N,お父さん,ತಂದೆ
213,Mutter::N,母,ಅಮ್ಮ
214,Mutter::N,お母さん,ಅಮ್ಮ
215,Sohn::N,息子,ಮಗ 
216,Sohn::N,息子さん,ಮಗ 
217,Tochter::N,娘,ಮಗಳು
218,Tochter::N,お嬢さん,ಮಗಳು
219,Bruder::N,弟,ತಮ್ಮ
220,Schwester::N,妹,ತಂಗಿ
221,Onkel::N,伯父,ಸೋದರಮಾವ
222,Onkel::N,伯父,ದೊಡ್ಡಪ್ಪ
223,Onkel::N,伯父さん,ಸೋದರಮಾವ
224,Onkel::N,伯父さん,ದೊಡ್ಡಪ್ಪ
225,Tante::N,叔母,ಚಿಕ್ಕಮ್ಮ
226,Tante::N,叔母さん,ಚಿಕ್ಕಮ್ಮ
227,Ehemann::N,夫,ಗಂಡ
228,Ehemann::N,主人,ಗಂಡ
229,Ehefrau::N,妻,ಹೆಂಡತಿ
230,Ehefrau::N,奥さん,ಹೆಂಡತಿ
231,Freude::N,喜び,ನಲಿವು
232,Gelächter::N,笑い,ನಗೆ
233,Glück::N,幸せ,ಆನಂದ
234,Kummer::N,悩み,ದುಃಖ
235,Wunsch::N,希望,ಬಯಕೆ
236,Lust::N,気,ಇಷ್ಟ
237,Geist::N,精神,ಆತ್ಮ
238,Gedanke::N,考え,ಯೋಚನೆ
239,Gedächtnis::N,記憶,ಸ್ಮರಣೆ
240,Verstand::N,理解力,ಮನಸ್ಸು
241,Sinn::N,意味,ಅರ್ಥ
242,Grund::N,理由,ಕಾರಣ
243,Wahrheit::N,真実,ಸತ್ಯ
244,Gespräch::N,会話,ಸಂಭಾಷಣೆ
245,Märchen::N,童話,ಸುಳ್ಳು ಕಥೆ
246,Erzählung::N,物語,ಕಥೆ
247,Nachricht::N,報告,ಸಂದೇಶ
248,Neuigkeit::N,ニュース,ಸುದ್ದಿ
249,Name::N,名前,ಹೆಸರು
250,Rätsel::N,謎,ಒಗಟು
251,Rede::N,演説,ಮಾತು
252,Sprache::N,言語,ಭಾಷೆ
253,Stimme::N,声,ಧ್ವನಿ
254,Wort::N,言葉,ಮಾತು
255,Zeichen::N,記号,ಗುರುತು
256,Ruf::N,呼び声,ಕೂಗು
257,Lärm::N,騒音,ಸದ್ದು
258,Laut::N,音,ಶಬ್ದ
259,Ton::N,音,ನಾದ
260,Lied::N,歌,ಗಾನ
261,Ruhe::N,静けさ,ಶಾಂತಿ
262,Leute::N,人々,ಮಂದಿ
263,Volk::N,民族,ಜನಾಂಗ
264,Arbeit::N,仕事,ಕೆಲಸ
265,Gast::N,客,ಅತಿಥಿ
266,Geschenk::N,贈り物,ಕಾಣಿಕೆ
267,Spiel::N,遊び,ಆಟ
268,Gesellschaft::N,社会,ಸಂಗ
269,Hilfe::N,援助,ಸಹಾಯ
270,Freund::N,友達,ಸ್ನೇಹಿತ
271,Kamerad::N,同志,ಜೊತೆಗಾರ
272,Angelegenheit::N,件,ವಿಚಾರ
273,Anzahl::N,数,ಎಣಿಕೆ
274,Art::N,種類,ತರ
275,Stück::N,部分,ತುಂಡು
276,Teil::N,部分,ಭಾಗ
277,Hälfte::N,半分,ಅರ್ಧ
278,Kreis::N,円,ವೃತ್ತ
279,Kreuz::N,十字,ಶಿಲುಬೆ
280,Linie::N,線,ರೀಖೆ
281,Strich::N,線,ಗೀಟು
282,Abstand::N,距離,ಅಂತರ
283,Entfernung::N,距離,ದೂರ
284,Gegend::N,辺,ವಿಸ್ತೀರ್ಣ
285,Gegend::N,地域,ವಿಸ್ತೀರ್ಣ
286,Platz::N,ゆとり,ಅಂತರ
287,Ort::N,所,ಸ್ಥಳ
288,Ort::N,場所,ಸ್ಥಳ
289,Seite::N,横,ಪಕ್ಷ
290,Mitte::N,真ん中,ನಡು
291,Gegenstand::N,物件,ವಸ್ತು
292,Sache::N,物,ವಸ್ತು
293,Rand::N,端,ಅಂಚು
294,Kante::N,縁,ಅಂಚು
295,Ecke::N,角,ಮೂಲೆ
296,Spitze::N,先頭,ತುದಿ
297,Ende::N,端,ಕೊನೆ
298,Loch::N,穴,ತೂತು
299,Winkel::N,片隅,ಕೋನ
300,Muster::N,模様,ನಮೂನೆ
301,Größe::N,大きさ,ಪ್ರಮಾಣ
302,Länge::N,長さ,ಉದ್ದ
303,Höhe::N,高さ,ಎತ್ತರ
304,Gewicht::N,重さ,ತೂಕ
305,Menge::N,量,ಮೊತ್ತ
306,Haufen::N,堆積,ರಾಶಿ
307,Reihe::N,並び,ಸಾಲು
308,Boot::N,ボート,ದೋಣಿ
309,Ruder::N,オール,ಹುಟ್ಟು
310,Schlitten::N,そり,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
311,Ski::N,スキー,ಜಾರುಪಟ್ಟಿ
312,Lagerfeuer::N,篝火,ಶಿಬಿರಾಗ್ನಿ
313,Last::N,荷物,ಹೊರೆ
314,Gang::N,歩み,ತಿರುಗಾಟ
315,Schritt::N,歩,ಹೆಜ್ಜೆ
316,Norden::N,北,ಉತ್ತರ
317,Süden::N,南,ದಕ್ಷಿಣ
318,Westen::N,西,ಪಶ್ಚಿಮ
319,Osten::N,東,ಮೂಡಲು
320,Holz::N,木,ಚೌಬೀನೆ
321,Holz::N,木材,ಚೌಬೀನೆ
322,Brett::N,板,ಹಲಗೆ
323,Platte::N,盤,ಹಲಗೆ
324,Stütze::N,支柱,ಆಸರೆ
325,Stange::N,棒,ಕಂಬ
326,Stock::N,杖,ಕೋಲು
327,Stab::N,棒,ದೊಣ್ಣೆ
328,Rohr::N,管,ನಳಿಕೆ
329,Haus::N,家,ಮನೆ
330,Heim::N,家,ಗೃಹ
331,Ofen::N,ストーブ,ಒಲೆ
332,Fußboden::N,床,ನೆಲ
333,Tisch::N,机,ಮೇಜು
334,Stuhl::N,椅子,ಕುರ್ಚಿ
335,Wiege::N,揺籃,ತೊಟ್ಟಿಲು
336,Bett::N,ベッド,ಹಾಸಿಗೆ
337,Regal::N,棚,ಬೀರು
338,Kiste::N,箱,ಪಟ್ಟಿಗೆ
339,Fenster::N,窓,ಕಿಟಕಿ
340,Tür::N,戸,ಬಾಗಿಲು
341,Tür::N,ドア,ಬಾಗಿಲು
342,Tor::N,門,ಹೆಬ್ಬಾಗಿಲು
343,Zaun::N,垣根,ಬೇಲಿ
344,Dach::N,屋根,ಮಾಳಿಗೆ
345,Leiter::N,梯子,ಏಣಿ
346,Besen::N,ほうき,ಪೊರಕೆ
347,Spaten::N,スコップ,ಗುದ್ದಲಿ
348,Schaufel::N,シャベル,ಸನಿಕೆ
349,Gabel::N,フォーク,ಕವಲು
350,Löffel::N,スプーン,ಚಮಚ
351,Messer::N,ナイフ,ಚಾಕು
352,Nagel::N,釘,ಆಣಿ
353,Netz::N,網,ಬಲೆ
354,Haken::N,鉤,ಕೊಂಡಿ
355,Haken::N,フック,ಕೊಂಡಿ
356,Griff::N,取っ手,ಹಿಡಿ
357,Schloss::N,錠,ವೀಗ
358,Bild::N,絵,ಚಿತ್ರ
359,Figur::N,像,ಆಕಾರ
360,Puppe::N,人形,ಗೊಂಬೆ
361,Beutel::N,袋,ಸಂಚಿ
362,Bündel::N,束,ಕಟ್ಟು
363,Bündel::N,包み,ಕಟ್ಟು
364,Tasche::N,かばん,ಚೀಲ
365,Eimer::N,バケツ,ಬಾನೆ
366,Deckel::N,蓋,ಮುಚ್ಚಳ
367,Geschirr::N,食器,ಭಕ್ಷ್ಯಗಳು
368,Sack::N,袋,ಮೂಟೆ
369,Tasse::N,カップ,ಬಟ್ಟಲು
370,Topf::N,鍋,ಮಡಕೆ
371,Kessel::N,釜,ಕೆಟಲ್
372,Essen::N,食事,ಊಟ
373,Nahrung::N,食物,ಆಹಾರ
374,Speise::N,料理,ಊಟ
375,Fleisch::N,肉,ಮಾಂಸ
376,Getreide::N,麦,ಧಾನ್ಯ
377,Getreide::N,穀物,ಧಾನ್ಯ
378,Brei::N,粥,ಗಂಜಿ
379,Brot::N,パン,ರೊಟ್ಟಿ
380,Scheibe::N,枚,ಹೋಳು
381,Scheibe::N,切れ,ಹೋಳು
382,Fett::N,脂肪,ಕೊಬ್ಬು
383,Butter::N,バター,ಬೆಣ್ಣೆ
384,Öl::N,油,ಎಣ್ಣೆ
385,Salz::N,塩,ಉಪ್ಪು
386,Suppe::N,スープ,ಎಸರು
387,Honig::N,蜂蜜,ಮಧು
388,Milch::N,牛乳,ಹಾಲು
389,Tee::N,茶,ಚಹ
390,Tee::N,お茶,ಚಹ
391,Leder::N,革,ಚಕ್ಕಳ
392,Wolle::N,毛糸,ಉಣ್ಣೆ
393,Stoff::N,布,ಬಟ್ಟೆ
394,Nadel::N,針,ಸೂಜಿ
395,Faden::N,糸,ದಾರ
396,Knopf::N,ボタン,ಗುಂಡು
397,Knoten::N,結び目,ಗಂಟು
398,Farbe::N,ペンキ,ಬಣ್ಣ
399,Kleidung::N,衣服,ಅರಿವೆ
400,Hemd::N,シャツ,ಅಂಗಿ
401,Kragen::N,襟,ಕುತ್ತಿಗೆಪಟ್ಟಿ
402,Ärmel::N,袖,ತೋಳು
403,Hose::N,ズボン,ಇಜಾರ
404,Gürtel::N,帯,ಬೆಲ್ಟು
405,Gürtel::N,ベルト,ಬೆಲ್ಟು
406,Mütze::N,帽子,ಟೋಪಿ
407,Schuh::N,靴,ಪಾದರಕ್ಷೆ
408,Stiefel::N,ブーツ,ಬೂಟು
409,Ring::N,輪,ಉಂಗುರ
410,Band::N,リボン,ರಿಬ್ಬನ್
411,Kamm::N,櫛,ಹಣಿಗೆ
412,Spiegel::N,鏡,ಕನ್ನಡಿ
413,Riemen::N,緒,ಬಾರು
414,Schnur::N,紐,ಹುರಿ
415,Leine::N,綱,ಹಗ್ಗ
416,Decke::N,掛け布団,ಕಂಬಳಿ
417,Kissen::N,枕,ದಿಂಬು
418,Tuch::N,スカーフ,ಕೊರಳ ಬಟ್ಟೆ
419,Handtuch::N,タオル,ಚೌಕ
420,Kraft::N,力,ಬಲ
421,Stärke::N,強さ,ಶಕ್ತಿ
422,Gesundheit::N,健康,ಆರೋಗ್ಯ
423,Krankheit::N,病気,ರೋಗ
424,Schmerz::N,痛み,ನೋವು
425,Wunde::N,傷,ಗಾಯ
426,Fieber::N,熱,ಜ್ವರ
427,Arznei::N,薬,ಔಷಧ
428,Brücke::N,橋,ಸೇತುವೆ
429,Brunnen::N,井戸,ಬಾವಿ
430,Weide::N,牧場,ಗೋಮಾಳ
431,Pfad::N,小路,ದಾರಿ
432,Weg::N,道,ಹಾದಿ
433,Straße::N,街道,ರಸ್ತೆ
434,Dorf::N,村,ಹಳ್ಳಿ
435,Stadt::N,町,ಪಟ್ಟಣ
436,Stadt::N,都市,ಪಟ್ಟಣ
437,Brief::N,手紙,ಕಾಗದ
438,Buch::N,本,ಪುಸ್ತಕ
439,Buchstabe::N,文字,ಅಕ್ಷರ
440,Zeitung::N,新聞,ವಾರ್ತಾಪತ್ರಿಕೆ
441,Leben::N,生活,ಜೀವನ
442,Tod::N,死,ಮರಣ
443,Grab::N,墓,ಗೋರಿ
444,Kirche::N,教会,ಚರ್ಚು
445,Sünde::N,罪,ಪಾಪ
446,Gott::N,神,ದೇವರು
447,Arbeiter::N,労働者,ಕೆಲಸಗಾರ
448,Chef::N,上司,ದಣಿ
449,Meister::N,達人,ಶಿಕ್ಷಕ
450,Meister::N,マイスター,ಶಿಕ್ಷಕ
451,Arzt::N,医者,ವೈದ್ಯ
452,Lehrer::N,先生,ಉಪಾಧ್ಯಾಯ
453,Geld::N,金,ಹಣ
454,Geschäft::N,取り引き,ವಾಣಿಜ್ಯ
455,Laden::N,店,ಅಂಗಡಿ
456,Preis::N,値段,ಬೆಲೆ
457,Ware::N,商品,ಸರಕು
458,Nutzen::N,利益,ಲಾಭ
459,Reichtum::N,豊かさ,ಸಂಪತ್ತು
460,Welt::N,世界,ಭೂಲೋಕ
461,Land::N,国,ದೇಶ
462,Staat::N,国家,ರಾಜ್ಯ
463,König::N,国王,ರಾಜ
464,Macht::N,権力,ಅಧಿಕಾರ
465,Grenze::N,国境,ಗಡಿ
466,Krieg::N,戦争,ಯುದ್ಧ
467,Feind::N,敵,ಶತ್ರು
468,Gewalt::N,暴力,ಹಿಂಸೆ
469,Kampf::N,戦い,ಹೋರಾಟ
470,Bogen[Waffe]::N,弓,ಬಿಲ್ಲು
471,Pfeil::N,矢,ಅಂಬು
472,Gewehr::N,銃,ಬಂದೂಕು
473,Fehler::N,間違い,ತಪ್ಪು
474,Lüge::N,嘘,ಸುಳ್ಳು
475,Schaden::N,損害,ಹಾನಿ
476,Unglück::N,不幸,ಅಪಾಯ
477,Schuld::N,罪,ದೋಷ
478,Alter::N,年,ಮುಪ್ಪು
479,Alter::N,年齢,ಮುಪ್ಪು
480,Schluss::N,終わり,ಮುಕ್ತಾಯ
481,Zeit::N,時,ಕಾಲ
482,Zeit::N,時間,ಕಾಲ
483,Tag::N,日,ದಿನ
484,Morgen::N,朝,ಮುಂಜಾನೆ
485,Mittag::N,昼,ನಡುಹಗಲು
486,Abend::N,晩,ಸಂಜೆ
487,Abend::N,夕方,ಸಂಜೆ
488,Nacht::N,夜,ರಾತ್ರಿ
489,Woche::N,週,ವಾರ
490,Monat::N,月,ತಿಂಗಳು
491,Jahr::N,年,ಸಂವತ್ಸರ
492,Frühling::N,春,ವಸಂತ
493,Sommer::N,夏,ಬಿಸಿಲುಕಾಲ
494,Herbst::N,秋,ಶರತ್ಕಾಲ
495,Winter::N,冬,ಚಳಿಗಾಲ
496,Januar::N,一月,ನಾಲ್ಚಳಿ
497,Februar::N,二月,ಅಯ್ಚಳಿ
498,März::N,三月,ಮೊಬ್ಬೇಸಿಗೆ
499,April::N,四月,ಇಬ್ಬೇಸಿಗೆ
500,Mai::N,五月,ಮುಬ್ಬೇಸಿಗೆ
501,Juni::N,六月,ಮೊಮ್ಮಳೆ
502,Juli::N,七月,ಇಮ್ಮಳೆ
503,August::N,八月,ಮುಮ್ಮಳೆ
504,September::N,九月,ನಾಲ್ಮಳೆ
505,Oktober::N,十月,ಮೊಚ್ಚಳಿ
506,November::N,十一月,ಇಚ್ಚಳಿ
507,Dezember::N,十二月,ಮುಚ್ಚಳಿ
508,Montag::N,月曜日,ಸೋಮುವಾರ
509,Dienstag::N,火曜日,ಮಂಗಳವಾರ
510,Mittwoch::N,水曜日,ಬುಧವಾರ
511,Donnerstag::N,木曜日,ಗುರುವಾರ
512,Freitag::N,金曜日,ಶುಕ್ರವಾರ
513,Samstag::N,土曜日,ಶನಿವಾರ
514,Sonntag::N,日曜日,ಭಾನುವಾರ
515,groß::A,大きい,ದೊಡ್ಡ
516,klein::A,小さい,ಪುಟ್ಟ
517,lang::A,長い,ದೀರ್ಘ
518,kurz::A,短い,ಚಕ್ಕ
519,breit::A,広い,ಅಗಲವಾದ
520,schmal::A,狭い,ಇಕ್ಕಟ್ಟಾದ
521,dicht::A,密な,ದಟ್ಟ
522,dick[Gegenstand]::A,厚い,ದಟ್ಟ
523,dünn::A,薄い,ತೆಳು
524,fein::A,細い,ಕೋಮಲ
525,fest::A,硬い,ಘನ
526,flach::A,平らな,ಚಪ್ಪಟೆ
527,glatt::A,滑らかな,ನಯ
528,hart::A,堅い,ಗಟ್ಟಿ
529,weich::A,柔らかい,ಮೃದುವಾದ
530,rund::A,丸い,ವರ್ತುಳ
531,spitz::A,尖った,ಮೊನಚಾದ
532,scharf::A,鋭い,ತೀಕ್ಷ್ಣ
533,stumpf::A,鈍い,ಮೊಂಡು
534,schwer::A,重い,ಭಾರಿ
535,schön::A,綺麗な,ಸುಂದರ
536,heiß::A,熱い,ಬಿಸಿ
537,warm::A,温かい,ಬಿಸಿ
538,kalt::A,寒い,ತಣ್ಣನೆಯ
539,kalt::A,冷たい,ತಣ್ಣನೆಯ
540,kühl::A,涼しい,ತಂಪಾದ
541,frisch::A,ひんやりした,ನಿರ್ಮಲ
542,feucht::A,湿った,ಒದ್ದೆಯಾದ
543,nass::A,濡れた,ಒದ್ದೆಯಾದ
544,trocken::A,乾いた,ಶುಷ್ಕ
545,voll::A,いっぱいの,ತುಂಬಿದ
546,leer::A,空の,ಖಾಲಿ
547,offen::A,開いた,ಮುಚ್ಚಲ್ಲದ
548,geschlossen::A,閉まった,ಮುಚ್ಚಿದ
549,sauber::A,清潔な,ಶುದ್ಧ
550,schmutzig::A,汚い,ಅಶುದ್ಧ
551,roh::A,生の,ಹಸಿ
552,reif::A,熟した,ಹಣ್ಣಾದ
553,lecker::A,美味しい,ಗುಚಿಕರ
554,süß::A,甘い,ಸಿಹಿ
555,bitter::A,苦い,ಕಹಿ
556,sauer::A,酸っぱい,ಹುಳಿಯಾದ
557,hell::A,明るい,ಹೊಳೆಯುವ
558,dunkel::A,暗い,ಮಬ್ಬಾದ
559,schwarz::A,黒い,ಕಪ್ಪು
560,weiß::A,白い,ಬಿಳಿಯ
561,rot::A,赤い,ಕೆಂಪು
562,gelb::A,黄色い,ಹಳದಯ
563,blau::A,青い,ನೀಲ
564,grün::A,緑の,ಕಾಯಾದ
565,grau::A,灰色の,ಬೂದುಬಣ್ಣದ
566,bunt::A,色取り取りの,ವರ್ಣರಂಜಿತ
567,billig::A,安い,ಅಗ್ಗ
568,teuer::A,高い,ದುಬಾರಿಯಾದ
569,wertvoll::A,貴重な,ಅಮೂಲ್ಯ
570,blind::A,盲目の,ಅಂಧ
571,taub::A,耳が聞こえない,ಕಿವುಡಾದ
572,kräftig::A,強力な,ಪ್ರಬಲ
573,stark::A,強い,ಶಕ್ತಿವಂತ
574,schwach::A,弱い,ದುರ್ಬಲ
575,fett::A,太った,ಕೊಬ್ಬಿದ
576,schlank::A,ほっそりした,ತೆಳ್ಳಗಿನ
577,hübsch::A,素敵な,ಅಂದವಾದ
578,böse::A,悪い,ಕೆಟ್ಟ
579,dumm::A,馬鹿な,ಮಂದ
