,Concept_ID,lez,uk
189,Heu::N,векьер,сіно
190,Schale::N,пириш,шкірка
191,Schale::N,хъуьруьш,шкірка
192,Grube::N,фур,яма
193,Falle::N,ракьар,пастка
194,Schlinge::N,гьалкъа,петля
195,Spur::N,гел,слід
196,Asche::N,руьхъ,зола
197,Asche::N,руьхъ,попіл
198,Dreck::N,чирк,бруд
199,Dreck::N,кьуруш,бруд
200,Eisen::N,ракь,залізо
201,Gold::N,алтун,золото
202,Silber::N,гимиш,срібло
203,Kohle::N,цӏивин,вугілля
204,Glas::N,шуьше,скло
205,Lehm::N,ччеб,глина
206,Sand::N,къум,пісок
207,Mensch::N,инсан,людина
208,Mann::N,итим,чоловік
209,Frau::N,паб,жінка
210,Frau::N,дишегьли,жінка
211,Kind::N,аял,дитина
212,Junge::N,гада,хлопець
213,Mädchen::N,руш,дівчина
214,Familie::N,хзан,сім’я
215,Familie::N,хзан,родина
216,Familie::N,килфет,сім’я
217,Familie::N,килфет,родина
218,Großvater::N,чӏехи буба,дідусь
219,Großmutter::N,чӏехи диде,бабуся
220,Eltern::N,диде-буба,батьки
221,Vater::N,буба,батько
222,Mutter::N,диде,мати
223,Sohn::N,хва,син
224,Tochter::N,руш,дочка
225,Bruder::N,стха,брат
226,Schwester::N,вах,сестра
227,Onkel::N,ими,дядько
228,Onkel::N,халу,дядько
229,Tante::N,эме,тітка
230,Tante::N,хала,тітка
231,Ehemann::N,гъуьл,чоловік
232,Ehefrau::N,паб,жінка
233,Ehefrau::N,паб,дружина
234,Freude::N,шадвал,радощі
235,Gelächter::N,хъвер,сміх
236,Glück::N,бахт,щастя
237,Kummer::N,дерт,горе
238,Kummer::N,хажалат,горе
239,Wunsch::N,мурад,бажання
240,Lust::N,гьевес,бажання
241,Geist::N,руьгь,дух
242,Gedanke::N,фикир,думка
243,Verstand::N,акьул,розум
244,Sinn::N,мана,зміст
245,Sinn::N,мана,значення
246,Grund::N,себеб,причина
247,Wahrheit::N,керчек,правда
248,Wahrheit::N,гьакъикъат,правда
249,Gespräch::N,ихтилат,розмова
250,Märchen::N,мах,байка
251,Erzählung::N,кьиса,повість
252,Erzählung::N,кьиса,оповідання
253,Nachricht::N,хабар,повідомлення
254,Neuigkeit::N,цӏийи хабар,новина
255,Name::N,тӏвар,ім’я
256,Rätsel::N,мискӏал,загадка
257,Rede::N,рахун,промова
258,Sprache::N,чӏал,мова
259,Stimme::N,ван,голос
260,Wort::N,гаф,слово
261,Zeichen::N,ишара,знак
262,Ruf::N,эвер,оклик
263,Lärm::N,ван-сес,шум
264,Laut::N,ван,звук
265,Laut::N,сес,звук
266,Ton::N,ван-сес,тон
267,Lied::N,мани,пісня
268,Ruhe::N,ласвал,спокій
269,Ruhe::N,фаракъат,спокій
270,Ruhe::N,асайиш,спокій
271,Leute::N,инсанар,люди
272,Volk::N,халкь,народ
273,Arbeit::N,кӏвалах,робота
274,Gast::N,мугьман,гість
275,Geschenk::N,савкьат,подарунок
276,Spiel::N,къугъун,гра
277,Gesellschaft::N,жемят,товариство
278,Gesellschaft::N,общество,товариство
279,Hilfe::N,куьмек,допомога
280,Freund::N,дуст,друг
281,Freund::N,дуст,приятель
282,Kamerad::N,яр-дуст,товариш
283,Angelegenheit::N,кар,справа
284,Anzahl::N,сан,число
285,Anzahl::N,кьадар,число
286,Art::N,жуьре,рід
287,Stück::N,кӏус,кусок
288,Teil::N,пай,частина
289,Hälfte::N,зур,половина
290,Hälfte::N,зур пай,половина
291,Kreis::N,круг,круг
292,Kreis::N,круг,коло
293,Kreis::N,чкаяр,круг
294,Kreis::N,чкаяр,коло
295,Kreis::N,элкъвей цӏар,круг
296,Kreis::N,элкъвей цӏар,коло
297,Kreuz::N,хаш,хрест
298,Linie::N,цӏар,лінія
299,Strich::N,цӏар,штрих
300,Abstand::N,ара,проміжок
301,Entfernung::N,мензил,відстань
302,Gegend::N,чка,місцевість
303,Platz::N,ара,площа
304,Ort::N,чка,місце
305,Seite::N,пад,сторона
306,Mitte::N,юкь,середина
307,Gegenstand::N,затӏ,предмет
308,Sache::N,шей,річ
309,Sache::N,затӏ,річ
310,Rand::N,къерех,край
311,Kante::N,син,ребро
312,Ecke::N,пӏипӏ,ріг
313,Spitze::N,кӏвенкӏв,кінчик
314,Ende::N,кьил,кінець
315,Loch::N,тӏеквен,діра
316,Winkel::N,пӏипӏ,куток
317,Muster::N,гишир,узор
318,Größe::N,кьадар,розмір
319,Länge::N,яргъивал,довжина
320,Höhe::N,кьакьанвал,висота
321,Gewicht::N,заланвал,вага
322,Menge::N,кьадар,кількість
323,Haufen::N,хара,купа
324,Reihe::N,жерге,ряд
325,Boot::N,луьткве,човен
326,Ruder::N,кьусу,весло
327,Schlitten::N,гъелерар,сани
328,Lagerfeuer::N,цӏай,вогнище
329,Last::N,заланвал,тягар
330,Last::N,заланвал,вантаж
331,Gang::N,ериш,хід
332,Schritt::N,къадам,крок
333,Norden::N,кефер,північ
334,Norden::N,кефер пад,північ
335,Süden::N,кьибле,південь
336,Westen::N,рагъакӏидай пад,захід
337,Osten::N,рагъэкъечӏдай пад,схід
338,Holz::N,кӏарас,дрова
339,Brett::N,кьул,дошка
340,Brett::N,тахта,дошка
341,Stütze::N,даях,підпірка
342,Stange::N,юрк,жердина
343,Stock::N,лаш,палиця
344,Stab::N,юрк,палиця
345,Rohr::N,турба,труба
346,Haus::N,ужагъ,дім
347,Haus::N,ужагъ,хата
348,Heim::N,кӏвал,житло
349,Ofen::N,пич,піч
350,Fußboden::N,кӏвалин ччил,підлога
351,Tisch::N,стол,стіл
352,Stuhl::N,стул,стілець
353,Wiege::N,кьеб,колиска
354,Bett::N,тахт,ліжко
355,Bett::N,тахт,постіль
356,Regal::N,кьацӏ,полиця
357,Kiste::N,ящик,ящик
358,Fenster::N,дакӏар,вікно
359,Tür::N,рак,двері
360,Tor::N,варар,ворота
361,Zaun::N,пару,паркан
362,Zaun::N,пару,огорожа
363,Dach::N,къав,дах
364,Leiter::N,гурар,драбина
365,Besen::N,таран кул,мітла
366,Spaten::N,ппер,заступ
367,Schaufel::N,хекендаз,совок
368,Schaufel::N,хекендаз,лопата
369,Gabel::N,шиш,виделка
370,Löffel::N,тӏур,ложка
371,Messer::N,чукӏул,ніж
372,Nagel::N,мих,цвях
373,Netz::N,чил,сіть
374,Haken::N,къармах,крюк
375,Griff::N,ттум,ручка
376,Griff::N,ттум,держак
377,Schloss::N,куьлег,замок
378,Bild::N,шикил,картина
379,Bild::N,суьрет,картина
380,Figur::N,фигура,фігура
381,Puppe::N,нини,лялька
382,Beutel::N,тагъар,мішечок
383,Beutel::N,тагъар,торбинка
384,Bündel::N,галгам,в’язка
385,Tasche::N,чанта,сумка
386,Eimer::N,ведре,відро
387,Deckel::N,кьил,кришка
388,Deckel::N,къалпагъ,кришка
389,Geschirr::N,къаб-къажах,посуд
390,Sack::N,чувал,мішок
391,Tasse::N,сукӏра,чашка
392,Topf::N,къажгъан,горщик
393,Kessel::N,къажгъан,котел
394,Essen::N,тӏуьн,їжа
395,Nahrung::N,тӏуьн,харч
396,Speise::N,хуьрек,страва
397,Fleisch::N,як,м’ясо
398,Getreide::N,техил,хліб
399,Getreide::N,техил,збіжжя
400,Brei::N,хапӏа,каша
401,Brei::N,хешил,каша
402,Brot::N,фу,хліб
403,Scheibe::N,чӏук,скибочка
404,Fett::N,ягълу,жир
405,Butter::N,гъери,масло
406,Öl::N,ягълу,олія
407,Salz::N,кьел,сіль
408,Suppe::N,суп,суп
409,Suppe::N,шурпа,суп
410,Honig::N,вирт,мед
411,Milch::N,нек,молоко
412,Tee::N,чай,чай
413,Leder::N,тумаж,шкіра
414,Wolle::N,йис,шерсть
415,Stoff::N,парча,тканина
416,Nadel::N,раб,голка
417,Faden::N,гъал,нитка
418,Knopf::N,дуьгме,ґудзик
419,Knoten::N,тӏвал,вузол
420,Farbe::N,ранг,фарба
421,Kleidung::N,партал,одяг
422,Kleidung::N,партал,убрання
423,Hemd::N,перем,сорочка
424,Kragen::N,хев,комір
425,Ärmel::N,хел,рукав
426,Hose::N,шалвар,брюки
427,Gürtel::N,чӏул,пояс
428,Mütze::N,бармак,шапка
429,Mütze::N,бапӏах,шапка
430,Schuh::N,ботинка,ботинок
431,Stiefel::N,чекме,чобіт
432,Ring::N,тупӏал,кільце
433,Band::N,тасма,стрічка
434,Kamm::N,регъ,гребінець
435,Spiegel::N,гуьзгуь,дзеркало
436,Riemen::N,къайиш,ремінь
437,Schnur::N,еб,вірьовка
438,Decke::N,яргъан,ковдра
439,Kissen::N,хъуьцуьган,подушка
440,Tuch::N,шал,хустка
441,Handtuch::N,дасмал,рушник
442,Kraft::N,гуж,сила
443,Stärke::N,къуват,сила
444,Gesundheit::N,сагъвал,здоров’я
445,Krankheit::N,тӏал,хвороба
446,Schmerz::N,тӏал,біль
447,Schmerz::N,тӏарвал,біль
448,Wunde::N,хер,рана
449,Fieber::N,ифин,гарячка
450,Arznei::N,дарман,ліки
451,Brücke::N,муьгъ,міст
452,Brunnen::N,къуй,колодязь
453,Weide::N,уьруьш,пасовище
454,Pfad::N,рехъ,стежка
455,Weg::N,рехъ,шлях
456,Weg::N,рехъ,дорога
457,Straße::N,рехъ,вулиця
458,Dorf::N,хуьр,село
459,Stadt::N,шегьер,місто
460,Brief::N,кагъаз,лист
461,Buch::N,улуб,книга
462,Buch::N,улуб,книжка
463,Buchstabe::N,гьарф,буква
464,Buchstabe::N,гьарф,літера
465,Zeitung::N,газета,газета
466,Leben::N,уьмуьр,життя
467,Tod::N,кьиникь,смерть
468,Grab::N,сур,могила
469,Kirche::N,килиса,церква
470,Sünde::N,гунагь,гріх
471,Gott::N,аллагь,бог
472,Arbeiter::N,фяле,робітник
473,Chef::N,гьаким,хазяїн
474,Meister::N,устӏар,умілець
475,Arzt::N,доктор,лікар
476,Lehrer::N,муаллим,вчитель
477,Geld::N,пул,гроші
478,Laden::N,магазин,магазин
479,Laden::N,магазин,крамниця
480,Preis::N,къимет,ціна
481,Ware::N,мал,товар
482,Ware::N,товар,товар
483,Nutzen::N,хийир,вигода
484,Nutzen::N,хийир,користь
485,Nutzen::N,менфят,вигода
486,Nutzen::N,менфят,користь
487,Reichtum::N,девлет,багатство
488,Welt::N,дуьнья,світ
489,Land::N,уьлкве,країна
490,Staat::N,пачагьлугъ,держава
491,Staat::N,государство,держава
492,König::N,пачагь,король
493,Macht::N,власть,влада
494,Grenze::N,сергьят,кордон
495,Krieg::N,дяве,війна
496,Feind::N,душман,ворог
497,Gewalt::N,гуж,насильство
498,Kampf::N,женг,бій
499,Kampf::N,женг,боротьба
500,Bogen[Waffe]::N,чӏемерук,лук
501,Pfeil::N,хьел,стріла
502,Gewehr::N,тфенг,рушниця
503,Gewehr::N,тфенг,гвинтівка
504,Fehler::N,гъалатӏ,помилка
505,Lüge::N,ттаб,брехня
506,Schaden::N,зиян,шкода
507,Schaden::N,зиян,збиток
508,Schaden::N,зарар,шкода
509,Schaden::N,зарар,збиток
510,Unglück::N,бала,нещастя
511,Unglück::N,бедбахтвал,нещастя
512,Schuld::N,тахсир,провина
513,Alter::N,яш,вік
514,Alter::N,яш,літа
515,Schluss::N,эхир,кінець
516,Zeit::N,вяде,час
517,Tag::N,югъ,день
518,Morgen::N,пакама,ранок
519,Mittag::N,нисин,південь
520,Abend::N,няни,вечір
521,Nacht::N,йиф,ніч
522,Woche::N,гьафте,тиждень
523,Monat::N,варз,місяць
524,Jahr::N,йис,рік
525,Frühling::N,гатфар,весна
526,Sommer::N,гад,літо
527,Herbst::N,зул,осінь
528,Winter::N,кьуьд,зима
529,Januar::N,январь,січень
530,Februar::N,февраль,лютий
531,März::N,март,березень
532,April::N,апрель,квітень
533,Mai::N,май,травень
534,Juni::N,июнь,червень
535,Juli::N,июль,липень
536,August::N,август,серпень
537,September::N,сентябрь,вересень
538,Oktober::N,октябрь,жовтень
539,November::N,ноябрь,листопад
540,Dezember::N,декабрь,грудень
541,Montag::N,ислен,понеділок
542,Dienstag::N,саласа,вівторок
543,Mittwoch::N,арбе,середа
544,Donnerstag::N,хемис югъ,четвер
545,Freitag::N,жуьмя,п’ятниця
546,Freitag::N,жуьмя югъ,п’ятниця
547,Samstag::N,киш,субота
548,Sonntag::N,гьяд,неділя
549,groß::A,еке,великий
550,groß::A,чӏехи,великий
551,klein::A,гъвечӏи,малий
552,klein::A,гъвечӏи,маленький
553,lang::A,яргъи,довгий
554,kurz::A,куьруь,короткий
555,breit::A,гьяркьуь,широкий
556,schmal::A,гуьтӏуь,вузький
557,dicht::A,къалин,густий
558,dünn::A,кьелечӏ,тонкий
559,fein::A,шуькӏуь,дрібний
560,fest::A,кӏеви,міцний
561,flach::A,кьулу,плоский
562,glatt::A,цӏалцӏам,рівний
563,glatt::A,цӏалцӏам,гладенький
564,hart::A,кӏеви,твердий
565,weich::A,хъуьтуьл,м’який
566,rund::A,элкъвей,круглий
567,spitz::A,хци,гострокінцевий
568,scharf::A,хци,гострий
569,stumpf::A,къуьруь,тупий
570,schwer::A,залан,важкий
571,schön::A,иер,вродливий
572,heiß::A,кудай,жаркий
573,heiß::A,кудай,гарячий
574,warm::A,чими,теплий
575,kalt::A,мекьи,холодний
576,kühl::A,къайи,прохолодний
577,frisch::A,таза,свіжий
578,frisch::A,михьи,свіжий
579,feucht::A,ламу,вогкий
580,nass::A,кьежей,мокрий
581,trocken::A,кьуру,сухий
582,voll::A,ацӏай,повний
583,leer::A,буш,пустий
584,leer::A,ичӏи,пустий
585,offen::A,ахъа,відкритий
586,geschlossen::A,кӏеви,закритий
587,geschlossen::A,кӏеви,зачинений
588,sauber::A,михьи,чистий
589,sauber::A,михьи,охайний
590,schmutzig::A,чиркин,брудний
591,schmutzig::A,кьацӏай,брудний
592,roh::A,чиг,сирий
593,roh::A,ицӏи,сирий
594,reif::A,дигмиш хьайи,зрілий
595,lecker::A,дадлу,смачний
596,süß::A,ширин,солодкий
597,bitter::A,туькьуьл,гіркий
598,sauer::A,цуру,кислий
599,hell::A,экуь,світлий
600,dunkel::A,мичӏи,темний
601,schwarz::A,чӏулав,чорний
602,weiß::A,лацу,сивий
603,rot::A,яру,червоний
604,gelb::A,хъипи,жовтий
605,blau::A,вили,синій
606,grün::A,къацу,зелений
607,grau::A,рехи,сірий
608,bunt::A,цӏару,барвистий
609,bunt::A,яру-цӏару,барвистий
610,billig::A,ужуз,дешевий
611,teuer::A,багьа,дорогий
612,wertvoll::A,масан,цінний
613,blind::A,буьркьуь,сліпий
614,taub::A,биши,глухий
615,kräftig::A,гужлу,могутній
616,stark::A,къуватлу,сильний
617,schwach::A,такьатсуз,слабкий
618,fett::A,куьк,жирний
619,fett::A,куьк,товстий
620,schlank::A,шумал,тонкий
621,schlank::A,шумал,стрункий
622,hübsch::A,гуьрчег,чарівний
623,böse::A,пис,злий
624,böse::A,пис,лихий
625,dumm::A,ахмакь,дурний
626,faul::A,тенпел,ледачий
627,fleißig::A,сяй ийидай,старанний
628,fleißig::A,сяйи ийидай,старанний
629,geizig::A,мискьи,скупий
630,klug::A,акьуллу,мудрий
631,klug::A,акьуллу,розумний
632,geschickt::A,магьир,умілий
633,lieb::A,играми,милий
634,lustig::A,шад,веселий
635,sanft::A,назик,лагідний
636,sanft::A,милайим,лагідний
637,hungrig::A,гишин,голодний
638,krank::A,кефсуз,слабий
639,nackt::A,кьецӏил,голий
640,traurig::A,пашман,сумний
641,lebendig::A,ччан алай,живий
642,gut::A,хъсан,добрий
643,gut::A,вижевай,добрий
644,schlecht::A,пис,поганий
645,schlecht::A,пис,кепський
646,richtig::A,дуьз,правильний
647,schlimm::A,нифретлу,бридкий
648,wahr::A,гьакъикъи,справжній
649,alt::A,эски,старий
650,alt::A,куьгьне,старий
651,neu::A,цӏийи,новий
652,ehemalig::A,виликан,колишній
653,alt[Lebewesen]::A,кьуьзуь,старий
654,jung::A,жегьил,молодий
655,arm::A,кесиб,бідний
656,reich::A,девлетлу,багатий
657,bekannt::A,чидай,знайомий
658,berühmt::A,машгьур,славетний
659,fremd::A,ччара,чужий
660,verschieden::A,жуьреба-жуьре,різний
661,nah::A,мукьвал,близький
662,fern::A,яргъал,далекий
663,linker::A,чапла,лівий
664,rechter::A,эрчӏи,правий
665,anderer::A,маса,інакший
666,anderer::A,муькуь,інакший
667,erster::A,сад лагьай,перший
668,zweiter::A,кьвед лагьай,другий
669,dritter::A,пуд лагьай,третій
670,letzter::A,эхиримжи,останній
671,allein::ADV,кьилди,сам
672,allein::ADV,кьилди,один
673,zusammen::ADV,санал,разом
674,zusammen::ADV,санал,спільно
675,lange::ADV,яргъалди,довго
676,plötzlich::ADV,садлагьана,раптом
677,sofort::ADV,гьасятда,зараз
678,später::ADV,гуьгъуьнлай,пізніше
679,jetzt::ADV,гила,тепер
680,heute::ADV,къе,сьогодні
681,morgen::ADV,пака,завтра
682,bald::ADV,мукьва,незабаром
683,bald::ADV,мукьвара,незабаром
684,dann::ADV,ахпа,потім
685,gestern::ADV,накь,вчора
686,einst::ADV,садра,колись
687,damals::ADV,а чӏавуз,тоді
688,danach::ADV,ахпа,згодом
689,vorher::ADV,вилик,раніше
690,zuerst::ADV,сифте,спершу
691,zuerst::ADV,сифте,спочатку
692,einmal::ADV,садра,один раз
693,manchmal::ADV,гагь-гагь,іноді
694,manchmal::ADV,гагь-гагь,інколи
695,oft::ADV,гзаф вахтара,часто
696,immer::ADV,гьамиша,завжди
697,niemals::ADV,са чӏавузни,ніколи
698,niemals::ADV,са вахтундани,ніколи
699,hier::ADV,ина,тут
700,hierhin::ADV,иниз,сюди
701,von hier::ADV,инай,звідси
702,dort::ADV,ана,там
703,dorthin::ADV,аниз,туди
704,geradeaus::ADV,дуьз,прямо
705,vorwärts::ADV,вилик,вперед
706,vorwärts::ADV,виликди,вперед
707,rückwärts::ADV,кьулухъ,назад
708,unten::ADV,агъада,внизу
709,hinab::ADV,агъуз,вниз
710,oben::ADV,винел,вгорі
711,hinauf::ADV,виниз,вгору
712,überall::ADV,вирина,скрізь
713,nicht::ADV,ваъ,не
714,ein wenig::ADV,са тӏимил,трохи
715,ein wenig::ADV,са тӏимил,небагато
716,kaum::ADV,жизви,ледве
717,sehr::ADV,лап,дуже
718,so::ADV,икӏ,так
719,noch::ADV,гьеле,ще
720,nur::ADV,анжах,лише
721,nur::ADV,анжах,тільки
722,schon::ADV,хъувуна,вже
723,schon::ADV,мадни дардиз,вже
724,schon::ADV,мадни гуьтӏуьз,вже
725,schon::ADV,мадни гуьтӏуь я,вже
726,vergebens::ADV,нагьакь,дарма
727,vergebens::ADV,нагьакьа,дарма
728,vor::PRP,вилик,перед
729,hinter::PRP,кьулухъ,ззаду
730,hinter::PRP,кьулухъ,позаду
731,unter::PRP,кӏаник,під
732,durch::PRP,арадай,крізь
733,durch::PRP,-кай хкатна,крізь
734,neben::PRP,патав,біля
735,neben::PRP,мукьув,біля
736,zwischen::PRP,ара,між
737,zwischen::PRP,арада,між
738,wegen::PRP,гъиляй,з-за
739,wegen::PRP,гъиляй,через
740,dies::PRN,и,це
741,dies::PRN,им,це
742,das::PRN,а,то
743,das::PRN,ам,то
744,alles::PRN,вири,все
745,alles::PRN,михьиз,все
746,ich::PRN,за,я
747,ich::PRN,зун,я
748,du::PRN,вун,ти
749,er::PRN,ам,він
750,er::PRN,гьа,він
751,wir::PRN,чун,ми
752,ihr::PRN,куьн,ви
753,sie::PRN,абур,вони
754,was::FPRN,вуч,що
755,wer::FPRN,вуж,хто
756,wo::FADV,гьина,де
757,wohin::FADV,гьиниз,куди
758,wie::FADV,гьикӏ,як
759,warum::FADV,вучиз,чому
760,wieviel::FNUM,шумуд,скільки
761,eins::NUM,са,один
762,zwei::NUM,кьвед,два
763,drei::NUM,пуд,три
764,vier::NUM,кьуд,чотири
765,fünf::NUM,вад,п’ять
766,sechs::NUM,ругуд,шість
767,sieben::NUM,ирид,сім
768,acht::NUM,муьжуьд,вісім
769,neun::NUM,кӏуьд,дев’ять
770,zehn::NUM,цӏуд,десять
771,elf::NUM,цӏусад,одинадцять
772,zwölf::NUM,цӏикьвед,дванадцять
773,zwanzig::NUM,къад,двадцять
774,dreißig::NUM,къанницӏуд,тридцять
775,vierzig::NUM,яхцӏур,сорок
776,fünfzig::NUM,яхцӏурни цӏуд,п’ятдесят
777,sechzig::NUM,пудкъад,шістдесят
778,siebzig::NUM,пудкъанни цӏуд,сімдесят
779,achtzig::NUM,кьудкъад,вісімдесят
780,neunzig::NUM,кьудкъанни цӏуд,дев’яносто
781,hundert::NUM,виш,сто
782,tausend::NUM,агъзур,тисяча
783,und::CNJ,ва,і
784,oder::CNJ,я,або
785,stehen::V,акъвазун,стояти
786,sitzen::V,ацукьун,сидіти
787,liegen::V,къаткун,лежати
788,hängen::V,куьрс хьун,висіти
789,werden::V,хьун,стати
790,werden::V,хьун,робитися
791,passieren::V,хьун,трапитися
792,beginnen::V,башламиш хьун,початися
793,enden::V,куьтягь хьун,кінчитися
794,wechseln::V,дегиш хьун,мінятися
795,aufgehen[Sonne]::V,экъечӏун,зійти
796,untergehen[Sonne]::V,акӏун,зайти
797,scheinen[Sonne]::V,ишигь гун,світити
798,donnern::V,къукърумар авун,гриміти
799,strömen::V,авахьун,литися
800,fließen::V,авахьун,текти
