,Concept_ID,ru,sk
147,Ei::N,яйцо,vajce
148,Ei::N,яйцо,vajíčko
149,Nest::N,гнездо,hniezdo
150,Bau::N,нора,nora
151,Tier::N,животное,zviera
152,Herde::N,стадо,stádo
153,Kuh::N,корова,krava
154,Bulle::N,бык,býk
155,Pferd::N,лошадь,kôň
156,Schaf::N,овца,ovca
157,Schwein::N,свинья,sviňa
158,Hund::N,собака,pes
159,Katze::N,кошка,mačka
160,Bär::N,медведь,medveď
161,Eichhörnchen::N,белка,veverička
162,Elch::N,лось,los
163,Fuchs::N,лиса,líška
164,Hase::N,заяц,zajac
165,Maus::N,мышь,myš
166,Wolf::N,волк,vlk
167,Vogel::N,птица,vták
168,Schwarm::N,стая,roj
169,Huhn::N,курица,kurča
170,Huhn::N,курица,sliepka
171,Hahn::N,петух,kohút
172,Gans::N,гусь,hus
173,Adler::N,орел,orol
174,Ente::N,утка,kačka
175,Ente::N,утка,kačica
176,Eule::N,сова,sova
177,Kranich::N,журавль,žeriav
178,Krähe::N,ворона,vrana
179,Kuckuck::N,кукушка,kukučka
180,Schwan::N,лебедь,labuť
181,Fisch::N,рыба,ryba
182,Barsch::N,окунь,ostriež
183,Hecht::N,щука,šťuka
184,Schlange[Tier]::N,змея,had
185,Wurm::N,червяк,červ
186,Spinne::N,паук,pavúk
187,Ameise::N,муравей,mravec
188,Laus::N,вошь,voš
189,Mücke::N,комар,komár
190,Fliege::N,муха,mucha
191,Schmetterling::N,бабочка,motýľ
192,Beere::N,ягода,bobuľa
193,Apfel::N,яблоко,jablko
194,Pilz::N,гриб,hríb
195,Zwiebel::N,луковица,cibuľa
196,Saat::N,семя,osivo
197,Korn::N,зерно,zrno
198,Heu::N,сено,seno
199,Schale::N,шелуха,šupa
200,Schale::N,шелуха,škrupina
201,Grube::N,яма,jama
202,Falle::N,ловушка,pasca
203,Falle::N,ловушка,klepec
204,Schlinge::N,силок,slučka
205,Spur::N,след,stopa
206,Asche::N,зола,popol
207,Asche::N,пепел,popol
208,Dreck::N,грязь,kal
209,Dreck::N,грязь,blato
210,Eisen::N,железо,železo
211,Gold::N,золото,zlato
212,Silber::N,серебро,striebro
213,Kohle::N,уголь,uhlie
214,Glas::N,стекло,sklo
215,Lehm::N,глина,íl
216,Lehm::N,глина,hlina
217,Sand::N,песок,piesok
218,Mensch::N,человек,človek
219,Mann::N,мужчина,muž
220,Mann::N,мужчина,chlap
221,Frau::N,женщина,žena
222,Kind::N,ребенок,dieťa
223,Junge::N,мальчик,chlapec
224,Mädchen::N,девочка,dievka
225,Familie::N,семья,rodina
226,Großvater::N,дедушка,dedo
227,Großvater::N,дедушка,starý otec
228,Großmutter::N,бабушка,babička
229,Großmutter::N,бабушка,stará mať
230,Eltern::N,родители,rodičia
231,Vater::N,отец,otec
232,Mutter::N,мать,mať
233,Mutter::N,мать,matka
234,Sohn::N,сын,syn
235,Tochter::N,дочь,dcéra
236,Bruder::N,брат,brat
237,Schwester::N,сестра,sestra
238,Onkel::N,дядя,ujo
239,Onkel::N,дядя,strýko
240,Tante::N,тетя,teta
241,Tante::N,тетя,tetka
242,Ehemann::N,муж,muž
243,Ehemann::N,муж,manžel
244,Ehefrau::N,жена,žena
245,Ehefrau::N,жена,manželka
246,Freude::N,радость,radosť
247,Gelächter::N,смех,smiech
248,Glück::N,счастье,šťastie
249,Kummer::N,горе,žiaľ
250,Kummer::N,горе,zármutok
251,Wunsch::N,желание,prianie
252,Lust::N,влечение,chuť
253,Geist::N,дух,duch
254,Gedanke::N,мысль,myšlienka
255,Gedächtnis::N,память,pamäť
256,Verstand::N,ум,rozum
257,Sinn::N,смысл,zmysel
258,Grund::N,повод,dôvod
259,Grund::N,повод,príčina
260,Wahrheit::N,правда,pravda
261,Gespräch::N,беседа,reč
262,Gespräch::N,беседа,rozhovor
263,Märchen::N,сказка,rozprávka
264,Erzählung::N,рассказ,poviedka
265,Nachricht::N,сообщение,správa
266,Neuigkeit::N,новость,novinka
267,Name::N,имя,meno
268,Rätsel::N,загадка,záhada
269,Rätsel::N,загадка,hádanka
270,Rede::N,речь,reč
271,Sprache::N,язык,reč
272,Sprache::N,язык,jazyk
273,Stimme::N,голос,hlas
274,Wort::N,слово,slovo
275,Zeichen::N,знак,znak
276,Ruf::N,зов,volanie
277,Ruf::N,зов,zavolanie
278,Lärm::N,шум,hluk
279,Lärm::N,шум,hurhaj
280,Laut::N,звук,zvuk
281,Ton::N,звучание,tón
282,Ton::N,звучание,zvuk
283,Lied::N,песня,pieseň
284,Ruhe::N,покой,pokoj
285,Leute::N,люди,ľudia
286,Volk::N,народ,ľud
287,Volk::N,народ,národ
288,Arbeit::N,работа,práca
289,Arbeit::N,работа,robota
290,Gast::N,гость,hosť
291,Geschenk::N,подарок,dar
292,Spiel::N,игра,hra
293,Gesellschaft::N,общество,spoločnosť
294,Hilfe::N,помощь,pomoc
295,Freund::N,друг,priateľ
296,Kamerad::N,приятель,kamarát
297,Angelegenheit::N,дело,vec
298,Angelegenheit::N,дело,záležitosť
299,Anzahl::N,количество,počet
300,Anzahl::N,количество,množstvo
301,Art::N,вид,druh
302,Stück::N,кусок,kus
303,Stück::N,кусок,kúsok
304,Teil::N,часть,časť
305,Hälfte::N,половина,polka
306,Hälfte::N,половина,polovica
307,Kreis::N,круг,kruh
308,Kreuz::N,крест,kríž
309,Linie::N,линия,línia
310,Strich::N,черта,čiara
311,Abstand::N,промежуток,vzdialenosť
312,Entfernung::N,расстояние,vzdialenosť
313,Gegend::N,местность,kraj
314,Gegend::N,местность,krajina
315,Platz::N,пространство,miesto
316,Ort::N,место,miesto
317,Seite::N,сторона,bok
318,Seite::N,сторона,strana
319,Mitte::N,середина,stred
320,Gegenstand::N,предмет,predmet
321,Sache::N,вещь,vec
322,Rand::N,край,kraj
323,Rand::N,край,okraj
324,Kante::N,ребро,hrana
325,Ecke::N,угол,roh
326,Spitze::N,кончик,hrot
327,Spitze::N,кончик,špička
328,Ende::N,конец,koniec
329,Loch::N,дыра,diera
330,Winkel::N,угол,kút
331,Muster::N,узор,vzor
332,Muster::N,узор,vzorka
333,Größe::N,размер,veľkosť
334,Länge::N,длина,dĺžka
335,Höhe::N,высота,výška
336,Gewicht::N,вес,váha
337,Menge::N,количество,množstvo
338,Haufen::N,куча,hŕba
339,Reihe::N,ряд,rad
340,Boot::N,лодка,čln
341,Ruder::N,весло,veslo
342,Schlitten::N,сани,sane
343,Ski::N,лыжа,lyža
344,Lagerfeuer::N,костер,táborák
345,Last::N,тяжесть,ťarcha
346,Last::N,тяжесть,bremeno
347,Gang::N,ход,chôdza
348,Schritt::N,шаг,krok
349,Norden::N,север,sever
350,Süden::N,юг,juh
351,Westen::N,запад,západ
352,Osten::N,восток,východ
353,Holz::N,древесина,drevo
354,Brett::N,доска,doska
355,Platte::N,плита,doska
356,Platte::N,плита,platňa
357,Stütze::N,подпорка,opora
358,Stange::N,жердь,tyč
359,Stock::N,палка,palica
360,Stab::N,шест,palica
361,Rohr::N,труба,rúra
362,Haus::N,дом,dom
363,Heim::N,дом,domov
364,Ofen::N,печь,pec
365,Ofen::N,печь,kachle
366,Fußboden::N,пол,dlážka
367,Fußboden::N,пол,podlaha
368,Tisch::N,стол,stôl
369,Stuhl::N,стул,stolička
370,Wiege::N,колыбель,kolíska
371,Bett::N,постель,lôžko
372,Bett::N,постель,posteľ
373,Regal::N,полка,regál
374,Regal::N,полка,polica
375,Kiste::N,ящик,debna
376,Fenster::N,окно,okno
377,Fenster::N,окно,oblok
378,Tür::N,дверь,dvere
379,Tor::N,ворота,vráta
380,Zaun::N,забор,plot
381,Zaun::N,забор,ohrada
382,Dach::N,крыша,krov
383,Dach::N,крыша,strecha
384,Leiter::N,лестница,rebrík
385,Leiter::N,лестница,rebrina
386,Besen::N,метла,metla
387,Spaten::N,лопата,rýľ
388,Schaufel::N,совок,lopata
389,Gabel::N,вилка,vidlička
390,Löffel::N,ложка,lyžica
391,Messer::N,нож,nôž
392,Nagel::N,гвоздь,klinec
393,Netz::N,сеть,sieť
394,Haken::N,крюк,hák
395,Haken::N,крюк,háčik
396,Griff::N,ручка,rukoväť
397,Schloss::N,замок,zámka
398,Bild::N,картина,obraz
399,Figur::N,фигура,figúra
400,Puppe::N,кукла,bábka
401,Puppe::N,кукла,bábika
402,Beutel::N,мешок,vrece
403,Beutel::N,мешок,vrecko
404,Bündel::N,связка,uzlík
405,Bündel::N,связка,zväzok
406,Tasche::N,сумка,taška
407,Tasche::N,сумка,kabelka
408,Eimer::N,ведро,vedro
409,Deckel::N,крышка,vrchnák
410,Deckel::N,крышка,pokrývka
411,Geschirr::N,посуда,nádoba
412,Sack::N,мешок,mech
413,Sack::N,мешок,vrece
414,Tasse::N,чашка,šálka
415,Topf::N,кастрюля,hrniec
416,Kessel::N,котел,kotol
417,Essen::N,еда,jedlo
418,Nahrung::N,пища,strava
419,Nahrung::N,пища,potrava
420,Speise::N,блюдо,jedlo
421,Speise::N,кушанье,jedlo
422,Fleisch::N,мясо,mäso
423,Getreide::N,хлеб,obilie
424,Brei::N,каша,kaša
425,Brot::N,хлеб,chlieb
426,Scheibe::N,ломоть,kotúč
427,Scheibe::N,ломоть,krajec
428,Fett::N,жир,tuk
429,Fett::N,жир,masť
430,Butter::N,масло,maslo
431,Öl::N,масло,olej
432,Salz::N,соль,soľ
433,Suppe::N,суп,polievka
434,Honig::N,мед,med
435,Milch::N,молоко,mlieko
436,Tee::N,чай,čaj
437,Leder::N,кожа,koža
438,Wolle::N,шерсть,vlna
439,Stoff::N,ткань,súkno
440,Nadel::N,игла,ihla
441,Faden::N,нитка,niť
442,Faden::N,нитка,vlákno
443,Knopf::N,пуговица,gombík
444,Knoten::N,узел,uzol
445,Farbe::N,краска,farba
446,Kleidung::N,одежда,šaty
447,Kleidung::N,одежда,šatstvo
448,Hemd::N,рубашка,košeľa
449,Kragen::N,воротник,golier
450,Ärmel::N,рукав,rukáv
451,Hose::N,брюки,nohavice
452,Gürtel::N,пояс,pás
453,Gürtel::N,пояс,opasok
454,Mütze::N,шапка,čiapka
455,Schuh::N,ботинок,obuv
456,Schuh::N,ботинок,topánka
457,Stiefel::N,сапог,čižma
458,Ring::N,кольцо,prsteň
459,Band::N,лента,stuha
460,Kamm::N,расческа,hrebeň
461,Spiegel::N,зеркало,zrkadlo
462,Riemen::N,ремень,remeň
463,Schnur::N,веревка,šnúra
464,Leine::N,поводок,vodidlo
465,Decke::N,одеяло,deka
466,Decke::N,одеяло,prikrývka
467,Kissen::N,подушка,poduška
468,Tuch::N,платок,šatka
469,Handtuch::N,полотенце,uterák
470,Kraft::N,сила,moc
471,Stärke::N,крепость,sila
472,Gesundheit::N,здоровье,zdravie
473,Krankheit::N,болезнь,nemoc
474,Krankheit::N,болезнь,choroba
475,Schmerz::N,боль,bolesť
476,Wunde::N,рана,rana
477,Fieber::N,лихорадка,horúčka
478,Fieber::N,температура,horúčka
479,Arznei::N,лекарство,liek
480,Brücke::N,мост,most
481,Brunnen::N,колодец,studňa
482,Weide::N,пастбище,pastva
483,Pfad::N,тропа,chodník
484,Weg::N,путь,cesta
485,Weg::N,дорога,cesta
486,Straße::N,улица,hradská
487,Straße::N,дорога,hradská
488,Dorf::N,деревня,dedina
489,Stadt::N,город,mesto
490,Brief::N,письмо,list
491,Buch::N,книга,kniha
492,Buchstabe::N,буква,litera
493,Buchstabe::N,буква,písmeno
494,Zeitung::N,газета,noviny
495,Leben::N,жизнь,život
496,Tod::N,смерть,smrť
497,Grab::N,могила,hrob
498,Kirche::N,церковь,kostol
499,Sünde::N,грех,hriech
500,Gott::N,бог,boh
501,Arbeiter::N,рабочий,robotník
502,Arbeiter::N,рабочий,pracnovík
503,Chef::N,начальник,šéf
504,Chef::N,начальник,riaditeľ
505,Meister::N,мастер,majster
506,Arzt::N,врач,lekár
507,Lehrer::N,учитель,učiteľ
508,Geld::N,деньги,peniaze
509,Geschäft::N,занятие,obchod
510,Laden::N,магазин,obchod
511,Preis::N,цена,cena
512,Ware::N,товар,tovar
513,Nutzen::N,выгода,osoh
514,Nutzen::N,выгода,úžitok
515,Reichtum::N,богатство,bohatstvo
516,Welt::N,мир,svet
517,Land::N,страна,územie
518,Land::N,страна,krajina
519,Staat::N,государство,štát
520,König::N,король,kráľ
521,Macht::N,власть,moc
522,Macht::N,власть,mocnosť
523,Grenze::N,граница,hranica
524,Krieg::N,война,vojna
525,Feind::N,враг,nepriateľ
526,Gewalt::N,насилие,násilie
527,Kampf::N,борьба,boj
528,Bogen[Waffe]::N,лук,luk
529,Pfeil::N,стрела,šíp
530,Pfeil::N,стрела,strela
531,Gewehr::N,ружье,puška
532,Fehler::N,ошибка,omyl
533,Fehler::N,ошибка,chyba
534,Lüge::N,ложь,lož
535,Schaden::N,вред,ujma
536,Schaden::N,вред,škoda
537,Unglück::N,беда,nešťastie
538,Schuld::N,вина,vina
539,Schuld::N,вина,previnenie
540,Alter::N,возраст,vek
541,Schluss::N,окончание,záver
542,Schluss::N,окончание,koniec
543,Zeit::N,время,čas
544,Tag::N,день,deň
545,Morgen::N,утро,ráno
546,Mittag::N,полдень,poludnie
547,Abend::N,вечер,večer
548,Nacht::N,ночь,noc
549,Woche::N,неделя,týždeň
550,Monat::N,месяц,mesiac
551,Jahr::N,год,rok
552,Frühling::N,весна,jar
553,Sommer::N,лето,leto
554,Herbst::N,осень,jeseň
555,Winter::N,зима,zima
556,Januar::N,январь,január
557,Februar::N,февраль,február
558,März::N,март,marec
559,April::N,апрель,apríl
560,Mai::N,май,máj
561,Juni::N,июнь,jún
562,Juli::N,июль,júl
563,August::N,август,august
564,September::N,сентябрь,september
565,Oktober::N,октябрь,október
566,November::N,ноябрь,november
567,Dezember::N,декабрь,december
568,Montag::N,понедельник,pondelok
569,Dienstag::N,вторник,utorok
570,Mittwoch::N,среда,streda
571,Donnerstag::N,четверг,štvrtok
572,Freitag::N,пятница,piatok
573,Samstag::N,суббота,sobota
574,Sonntag::N,воскресенье,nedeľa
575,groß::A,большой,veľký
576,klein::A,маленький,malý
577,lang::A,длинный,dlhý
578,kurz::A,короткий,krátky
579,breit::A,широкий,široký
580,schmal::A,узкий,úzky
581,dicht::A,густой,hustý
582,dick[Gegenstand]::A,толстый,tlstý
583,dünn::A,тонкий,tenký
584,fein::A,тонкий,jemný
585,fest::A,крепкий,pevný
586,flach::A,плоский,rovný
587,flach::A,плоский,plochý
588,glatt::A,гладкий,hladký
589,hart::A,твердый,tvrdý
590,weich::A,мягкий,mäkký
591,rund::A,круглый,guľatý
592,rund::A,круглый,okrúhly
593,spitz::A,остроконечный,končitý
594,scharf::A,острый,ostrý
595,stumpf::A,тупой,tupý
596,schwer::A,тяжелый,ťažký
597,schön::A,красивый,pekný
598,schön::A,красивый,krásny
599,heiß::A,жаркий,horúci
600,warm::A,теплый,teplý
601,kalt::A,холодный,studený
602,kühl::A,прохладный,chladný
603,frisch::A,свежий,svieži
604,feucht::A,влажный,vlhký
605,feucht::A,влажный,zvlhnutý
606,nass::A,мокрый,mokrý
607,trocken::A,сухой,suchý
608,voll::A,полный,plný
609,voll::A,наполненный,plný
610,leer::A,пустой,prázdny
611,offen::A,открытый,otvorený
612,geschlossen::A,закрытый,zavretý
613,sauber::A,чистый,čistý
614,schmutzig::A,грязный,špinavý
615,roh::A,сырой,surový
616,reif::A,зрелый,zrelý
617,lecker::A,вкусный,chutný
618,süß::A,сладкий,sladký
619,bitter::A,горький,horký
620,sauer::A,кислый,kyslý
621,hell::A,светлый,jasný
622,hell::A,светлый,svetlý
623,dunkel::A,темный,temný
624,schwarz::A,черный,čierny
625,weiß::A,белый,biely
626,rot::A,красный,červený
627,gelb::A,желтый,žltý
628,blau::A,синий,modrý
629,blau::A,синий,belasý
630,grün::A,зеленый,zelený
631,grau::A,серый,šedý
632,bunt::A,пестрый,pestrý
633,billig::A,дешевый,lacný
634,teuer::A,дорогой,drahý
635,wertvoll::A,ценный,cenný
636,blind::A,слепой,slepý
637,taub::A,глухой,hluchý
638,kräftig::A,могучий,silný
639,stark::A,сильный,silný
640,schwach::A,слабый,slabý
641,schwach::A,слабый,bezvládny
642,fett::A,жирный,tučný
643,schlank::A,стройный,štíhly
644,hübsch::A,прелестный,šumný
645,hübsch::A,прелестный,švárny
646,böse::A,злой,zlý
647,dumm::A,глупый,hlúpy
648,faul::A,ленивый,lenivý
649,fleißig::A,прилежный,snaživý
650,fleißig::A,прилежный,usilovný
651,geizig::A,жадный,skupý
652,geizig::A,жадный,lakomý
653,klug::A,умный,múdry
654,klug::A,умный,bystrý
655,geschickt::A,искусный,zručný
656,geschickt::A,искусный,šikovný
657,lieb::A,милый,milý
658,lustig::A,веселый,veselý
659,sanft::A,нежный,nežný
660,hungrig::A,голодный,lačný
661,hungrig::A,голодный,hladný
662,krank::A,больной,chorý
663,krank::A,больной,nemocný
664,nackt::A,голый,nahý
665,traurig::A,грустный,smutný
666,lebendig::A,живой,živý
667,gut::A,хороший,dobrý
668,schlecht::A,плохой,zlý
669,richtig::A,правильный,správny
670,schlimm::A,отвратительный,zlý
671,schlimm::A,отвратительный,nepríjemný
672,schlimm::A,мерзкий,zlý
673,schlimm::A,мерзкий,nepríjemný
674,wahr::A,настоящий,pravý
675,wahr::A,настоящий,pravdivý
676,alt::A,старый,starý
677,neu::A,новый,nový
678,ehemalig::A,бывший,bývalý
679,alt[Lebewesen]::A,пожилой,starý
680,jung::A,молодой,mladý
681,arm::A,бедный,chudobný
682,reich::A,богатый,bohatý
683,bekannt::A,знакомый,známy
684,berühmt::A,знаменитый,slávny
685,berühmt::A,знаменитый,povestný
686,fremd::A,чужой,cudzí
687,verschieden::A,разный,rôzny
688,verschieden::A,разный,rozličný
689,nah::A,близкий,blízky
690,fern::A,далекий,ďaleký
691,linker::A,левый,ľavý
692,rechter::A,правый,pravý
693,anderer::A,другой,iný
694,anderer::A,другой,druhý
695,erster::A,первый,prvý
696,zweiter::A,второй,druhý
697,dritter::A,третий,tretí
698,letzter::A,последний,ostatný
699,letzter::A,последний,posledný
700,allein::ADV,один,sám
701,auf einmal::ADV,сразу,zároveň
702,zusammen::ADV,вместе,spolu
703,zusammen::ADV,вместе,spoločne
704,lange::ADV,долго,dlho
705,plötzlich::ADV,вдруг,náhle
706,sofort::ADV,тотчас,hneď
707,sofort::ADV,тотчас,ihneď
708,später::ADV,позже,neskoršie
709,jetzt::ADV,сейчас,teraz
710,heute::ADV,сегодня,dnes
711,morgen::ADV,завтра,zajtra
712,bald::ADV,скоро,skoro
713,dann::ADV,потом,nato
714,dann::ADV,потом,potom
715,gestern::ADV,вчера,včera
716,einst::ADV,однажды,kedysi
717,einst::ADV,однажды,niekedy
718,damals::ADV,тогда,vtedy
719,danach::ADV,затем,potom
720,danach::ADV,затем,podľa toho
721,vorher::ADV,раньше,napred
722,vorher::ADV,раньше,predtým
723,zuerst::ADV,сперва,najprv
724,einmal::ADV,раз,raz
725,einmal::ADV,раз,jedenkrát
726,manchmal::ADV,иногда,občas
727,manchmal::ADV,иногда,niekedy
728,oft::ADV,часто,často
729,immer::ADV,всегда,vždy
730,immer::ADV,всегда,ustavične
731,niemals::ADV,никогда,nikdy
732,hier::ADV,здесь,tu
733,hierhin::ADV,сюда,sem
734,hierhin::ADV,сюда,tade
735,von hier::ADV,отсюда,odtiaľto
736,dort::ADV,там,tam
737,dorthin::ADV,туда,ta
738,dorthin::ADV,туда,tam
739,geradeaus::ADV,прямо,rovno
740,geradeaus::ADV,прямо,priamo
741,vorwärts::ADV,вперед,napred
742,rückwärts::ADV,назад,nazad
743,zurück::ADV,обратно,späť
744,zurück::ADV,обратно,naspäť
745,unten::ADV,внизу,dolu
746,unten::ADV,внизу,naspodku
747,hinab::ADV,вниз,dolu
748,oben::ADV,наверху,hore
749,oben::ADV,наверху,navrchu
750,hinauf::ADV,вверх,hore
751,hinauf::ADV,вверх,navrch
752,überall::ADV,везде,všade
753,nicht::ADV,не,nie
754,ein wenig::ADV,немного,trocha
755,kaum::ADV,едва,ledva
756,sehr::ADV,очень,veľmi
757,so::ADV,так,tak
758,so::ADV,так,takto
759,noch::ADV,еще,ešte
760,nur::ADV,только,len
761,schon::ADV,уже,už
762,wieder::ADV,опять,zasa
763,vergebens::ADV,напрасно,márne
764,vergebens::ADV,напрасно,nadarmo
765,vor::PRP,перед,pred
766,hinter::PRP,за,za
767,hinter::PRP,позади,za
768,unter::PRP,под,pod
769,durch::PRP,сквозь,cez
770,neben::PRP,возле,pri
771,neben::PRP,возле,vedľa
772,zwischen::PRP,между,medzi
773,wegen::PRP,из-за,pre
774,wegen::PRP,из-за,kvôli
775,dies::PRN,это,to
776,dies::PRN,это,táto
777,das::PRN,то,to
778,alles::PRN,все,všetko
779,ich::PRN,я,ja
780,du::PRN,ты,ty
781,er::PRN,он,on
782,wir::PRN,мы,my
783,ihr::PRN,вы,vy
784,sie::PRN,они,oni
785,was::FPRN,что,čo
786,wer::FPRN,кто,kto
787,wo::FADV,где,kde
788,wohin::FADV,куда,kam
789,wie::FADV,как,ako
790,warum::FADV,почему,prečo
791,wieviel::FNUM,сколько,koľko
792,eins::NUM,один,jeden
793,zwei::NUM,два,dva
794,drei::NUM,три,tri
795,vier::NUM,четыре,štyri
796,fünf::NUM,пять,päť
797,sechs::NUM,шесть,šesť
798,sieben::NUM,семь,sedem
799,acht::NUM,восемь,osem
800,neun::NUM,девять,deväť
801,zehn::NUM,десять,desať
802,elf::NUM,одиннадцать,jedenásť
803,zwölf::NUM,двенадцать,dvanásť
804,zwanzig::NUM,двадцать,dvadsať
805,dreißig::NUM,тридцать,tridsať
806,vierzig::NUM,сорок,štyridsať
807,fünfzig::NUM,пятьдесят,päťdesiat
808,sechzig::NUM,шестьдесят,šesťdesiat
809,siebzig::NUM,семьдесят,sedemdesiat
810,achtzig::NUM,восемьдесят,osemdesiat
811,neunzig::NUM,девяносто,deväťdesiat
812,hundert::NUM,сто,sto
813,tausend::NUM,тысяча,tisíc
814,und::CNJ,и,i
815,oder::CNJ,или,alebo
816,oder::CNJ,либо,alebo
817,stehen::V,стоять,stáť
818,sitzen::V,сидеть,sedieť
819,liegen::V,лежать,ležať
820,hängen::V,висеть,visieť
821,werden::V,стать,stať sa
822,passieren::V,случиться,stať sa
823,beginnen::V,начаться,začať sa
824,enden::V,кончиться,končiť sa
825,wechseln::V,меняться,meniť sa
826,aufgehen[Sonne]::V,взойти,vychádzať
827,untergehen[Sonne]::V,зайти,zapadnúť
828,scheinen[Sonne]::V,светить,svietiť
829,donnern::V,греметь,hrmieť
830,wehen::V,дуть,viať
831,strömen::V,литься,prúdiť
832,fließen::V,течь,tiecť
833,sich drehen::V,вращаться,točiť sa
834,sich drehen::V,вращаться,krútiť sa
835,schwanken::V,колебаться,kolísať
836,schwanken::V,колебаться,klátiť sa
837,schwingen::V,качаться,kývať sa
838,schwingen::V,качаться,chvieť sa
