,Concept_ID,mn,lbe
1390,stoßen::V,нудрах,щун
1391,stehlen::V,хулгайлах,дацин
1392,stören::V,саад болох,кьючин
1393,belästigen::V,зовоох,бизар уллан
1394,belästigen::V,амраахгүй байх,бизар уллан
1395,verbergen::V,нуух,лабитан
1396,verbergen::V,нуух,кӏучӏ бан
1397,verbergen::V,далдлах,лабитан
1398,verbergen::V,далдлах,кӏучӏ бан
1399,täuschen::V,мэхлэх,хъяврин ан
1400,betrügen::V,хуурах,аьикьин ан
1401,töten::V,алах,ивчӏан
1402,wohnen::V,суух,оьрму бутлан
1403,wohnen::V,амьдрах,оьрму бутлан
1404,arbeiten::V,ажиллах,зун
1405,arbeiten::V,хөдөлмөрлөх,зун
1406,sammeln::V,түүх,ттихӏин
1407,sammeln::V,түүх,вив дишин
1408,sammeln::V,хураах,ттихӏин
1409,sammeln::V,хураах,вив дишин
1410,pflücken::V,түүх,риттун
1411,jagen::V,агнах,авли занан
1412,jagen::V,гөрөөлөх,авли занан
1413,fischen::V,загасчлах,чавахъру бугьлан
1414,fischen::V,загас барих,чавахъру бугьлан
1415,fassen::V,барих,бугьан
1416,hüten::V,маллах,урттуйн бакьлан
1417,hüten::V,хариулах,урттуйн бакьлан
1418,treiben::V,туух,дачин дуллан
1419,treiben::V,туух,лихъан буллан
1420,anbinden::V,уях,бахӏин
1421,füttern::V,тэжээх,канаки буллан
1422,melken::V,саах,ттизин
1423,hacken::V,цавчих,мюрш буллан
1424,hacken::V,цавчих,мюрш бан
1425,gießen::V,услах,щин дишин
1426,reifen::V,боловсрох,диян
1427,zubereiten::V,бэлдэх,хӏадур дан
1428,zubereiten::V,бэлдэх,хӏадур бан
1429,kochen::V,чанах,шашан
1430,kochen::V,чанах,шашан дуллан
1431,backen::V,жигнэх,бишлан
1432,backen::V,жигнэх,шахьлан
1433,braten::V,шарах,цӏарайх дуллан
1434,braten::V,хайрах,цӏарайх дуллан
1435,umrühren::V,хутгах,хӏала бан
1436,stricken::V,нэхэх,щащлан
1437,stricken::V,нэхэх,щащан
1438,stricken::V,сүлжих,щащлан
1439,stricken::V,сүлжих,щащан
1440,nähen::V,оёх,дуруххан
1441,färben::V,будах,ранг щун
1442,reinigen::V,арилгах,марцӏ бан
1443,reinigen::V,цэвэрлэх,марцӏ бан
1444,waschen::V,угаах,шюшин
1445,abwischen::V,арчих,лишин
1446,spülen::V,зайлах,вилаган
1447,fegen::V,хамах,башин
1448,fegen::V,шүүрдэх,башин
1449,kehren::V,шүүрдэх,бахьлан
1450,kehren::V,туужуудах,бахьлан
1451,baden::V,усанд орох,щинавун учӏлан
1452,sich waschen::V,биеэ угаах,диссун
1453,sich waschen::V,биеэ угаах,лажин диссун
1454,sich waschen::V,биеэ угаах,лажин дислан
1455,sich waschen::V,биеэ угаах,биссун
1456,sich waschen::V,биеэ угаах,чурх бислан
1457,ausziehen::V,тайлах,ликкан
1458,anziehen::V,өмсөх,лаххан
1459,sich anziehen::V,хувцаслах,янна лаххан
1460,kämmen::V,самнах,ттарал дуккан
1461,schmücken::V,гоёх,чӏюлу бан
1462,schmücken::V,чимэх,чӏюлу бан
1463,sagen::V,гэх,учин
1464,sagen::V,хэлэх,учин
1465,sprechen::V,ярих,гъалгъа тӏун
1466,sprechen::V,өгүүлэх,гъалгъа тӏун
1467,reden::V,хэлэх,гъалгъа тӏун
1468,reden::V,хөөрөлдөх,гъалгъа тӏун
1469,sich unterhalten::V,ярилцах,гъалгъа тӏун
1470,fragen::V,асуух,цӏуххин
1471,bitten::V,гуйх,тавакъю буллан
1472,erzählen::V,өгүүлэх,хавар бусан
1473,mitteilen::V,дуулгах,баян бан
1474,mitteilen::V,дуулгах,хавар бан
1475,mitteilen::V,мэдээлэх,баян бан
1476,mitteilen::V,мэдээлэх,хавар бан
1477,nennen::V,нэрлэх,цӏа дизан
1478,rufen::V,дуудах,оьвтӏун
1479,prahlen::V,бардах,цӏа дуллан
1480,prahlen::V,сайрхах,цӏа дуллан
1481,übersetzen::V,орчуулах,таржума бан
1482,denken::V,санах,пикри буллан
1483,glauben::V,итгэх,вих хьун
1484,bemerken::V,ажих,хӏисав хъун
1485,bemerken::V,ажиглах,хӏисав хъун
1486,erkennen::V,таних,увчӏин
1487,begreifen::V,ойлгох,бувчӏин
1488,verstehen::V,мэдэж авах,
1489,lernen::V,сурах,лахьлан
1490,lernen::V,сурах,лахьхьин
1491,wissen::V,мэдэх,кӏулну бикӏан
1492,wissen::V,мэдэх,хавар бикӏан
1493,sich erinnern an::V,дурсах,дакӏнин бутан
1494,vergessen::V,мартах,хъама битан
1495,messen::V,хэмжих,дуцин дуллан
1496,messen::V,хэмжих,дуцин дан
1497,zählen::V,тоолох,дуккин
1498,rechnen::V,тооцоох,хӏисав дан
1499,lesen::V,унших,ккалан
1500,malen::V,зурах,сурат дуллан
1501,zeichnen::V,дүрслэн бичих,сурат дуллан
1502,schreiben::V,бичих,чичин
1503,schreiben::V,бичих,чичлан
1504,besitzen::V,эзэмших,дуну икӏан
1505,besitzen::V,эзэмших,дуну дикӏан
1506,besitzen::V,эзэмших,заллуну икӏан
1507,kaufen::V,худалдан авах,машан ласун
1508,verkaufen::V,худалдах,баххан
1509,bezahlen::V,төлөх,арцу дулун
1510,bezahlen::V,төлөх,багьа булун
1511,zahlen::V,төлөх,арцу дулун
1512,zahlen::V,төлөх,багьа булун
1513,beherrschen::V,эзэмших,дуну икӏан
1514,beherrschen::V,эзэмших,заллуну икӏан
1515,ertragen::V,тэсэх,бухӏан
