,Concept_ID,zh,ko
132,Klaue::N,爪子,갈고리 발톺
133,Kralle::N,爪子,발툭
134,Schwanz::N,尾巴,꼬리
135,Ei::N,蛋,알
136,Nest::N,巢,보금자리
137,Bau::N,穴,굴
138,Tier::N,动物,짐승
139,Herde::N,群,가축의떼
140,Kuh::N,母牛,암소
141,Bulle::N,公牛,황소
142,Pferd::N,马,말
143,Schaf::N,羊,양
144,Schwein::N,猪,돼지
145,Hund::N,狗,개
146,Katze::N,猫,고양이
147,Bär::N,熊,콤
148,Eichhörnchen::N,松鼠,다람쥐
149,Elch::N,麋鹿,고라니
150,Fuchs::N,狐狸,여우
151,Hase::N,兔子,토끼
152,Maus::N,老鼠,쥐
153,Wolf::N,狼,늑대
154,Vogel::N,鸟,새
155,Schwarm::N,群,뗴
156,Huhn::N,鸡,암탉
157,Hahn::N,公鸡,수탉
158,Gans::N,鹅,거위
159,Adler::N,鹰,수리
160,Ente::N,鸭,오리
161,Eule::N,猫头鹰,부엉이
162,Kranich::N,鹤,두루미
163,Krähe::N,乌鸦,까마귀
164,Kuckuck::N,布谷鸟,뻐꾸기
165,Schwan::N,天鹅,배조
166,Fisch::N,鱼,물고기
167,Barsch::N,鲈鱼,농어
168,Hecht::N,狗鱼,에속스
169,Schlange[Tier]::N,蛇,뱀
170,Wurm::N,蠕虫,벌레
171,Spinne::N,蜘蛛,거미
172,Ameise::N,蚂蚁,개미
173,Laus::N,虱子,이
174,Mücke::N,蚊子,모기
175,Fliege::N,苍蝇,날기
176,Schmetterling::N,蝴蝶,나비
177,Beere::N,将果,장과
178,Apfel::N,苹果,사과
179,Pilz::N,蘑菇,고방이
180,Zwiebel::N,洋葱,양파
181,Saat::N,种子,씨
182,Korn::N,谷粒,알맹이
183,Heu::N,干草,건초
184,Schale::N,壳,피상
185,Grube::N,坑,
186,Falle::N,圈套,함정
187,Schlinge::N,活扣,올가미
188,Schlinge::N,活扣,멜빵붕대
189,Spur::N,踪迹,발지국
190,Asche::N,灰烬,재
191,Dreck::N,污垢,똥
192,Dreck::N,污垢,오물
193,Eisen::N,铁,쇠
194,Eisen::N,铁,철
195,Gold::N,金子,항금
196,Silber::N,银,은
197,Kohle::N,煤,슻
198,Glas::N,玻璃,유리
199,Lehm::N,粘土,찰흙
200,Sand::N,沙,모래
201,Mensch::N,人,사람
202,Mann::N,男子,남자
203,Frau::N,妇女,여자
204,Kind::N,小孩,아이
205,Junge::N,男孩,소녁
206,Mädchen::N,女孩,소녀
207,Familie::N,家庭,가족
208,Großvater::N,祖父,할아버지
209,Großmutter::N,祖母,할머니
210,Eltern::N,父母,어버오
211,Vater::N,父亲,아버지
212,Mutter::N,母亲,어머니
213,Sohn::N,儿子,아들
214,Tochter::N,女儿,딸기
215,Bruder::N,兄弟,형제
216,Schwester::N,姐妹,누이
217,Onkel::N,伯父,백부
218,Tante::N,阿姨,아주머니
219,Ehemann::N,丈夫,남편
220,Ehefrau::N,妻子,아내
221,Freude::N,愉快,기쁨
222,Gelächter::N,大笑,웃음
223,Glück::N,运气,즐거움
224,Kummer::N,苦恼,슬픔
225,Wunsch::N,愿望,소망
226,Lust::N,乐趣,
227,Geist::N,精神,할기
228,Gedanke::N,思想,상념
229,Gedächtnis::N,记性,기억
230,Verstand::N,理智,분별
231,Verstand::N,理智,지능
232,Sinn::N,感觉,센스
233,Grund::N,理由,까닭
234,Wahrheit::N,真理,참
235,Wahrheit::N,真理,진실
236,Gespräch::N,谈话,대화
237,Märchen::N,童话,동화
238,Erzählung::N,故事,이야기
239,Nachricht::N,消息,
240,Neuigkeit::N,新闻,뉴스
241,Name::N,名字,이름
242,Rätsel::N,谜语,수수께끼
243,Rede::N,讲话,연설
244,Sprache::N,语言,말
245,Stimme::N,声音,목소리
246,Wort::N,词,낱말
247,Zeichen::N,标记,신호
248,Ruf::N,呼喊,부름
249,Lärm::N,噪音,소동
250,Laut::N,响声,음성
251,Ton::N,声音,목소리
252,Lied::N,歌曲,노래
253,Ruhe::N,安静,쉼
254,Leute::N,人们,사람들
255,Volk::N,人民,국중
256,Arbeit::N,劳动,근로
257,Arbeit::N,劳动,너무
258,Gast::N,客人,손님
259,Geschenk::N,礼物,행하
260,Spiel::N,游戏,무리
261,Gesellschaft::N,陪同,교제
262,Hilfe::N,帮助,거들음
263,Hilfe::N,帮助,보좌
264,Freund::N,朋友,친구
265,Kamerad::N,同志,동실자
266,Angelegenheit::N,事情,용무
267,Anzahl::N,数目,어떤
268,Anzahl::N,数目,수
269,Art::N,种类,정류
270,Stück::N,块,일부분
271,Teil::N,部分,몱
272,Teil::N,部分,구훠
273,Hälfte::N,一半,2분의
274,Kreis::N,圆,고리
275,Kreuz::N,十字架,열십자
276,Linie::N,线条,선
277,Strich::N,划,스침
278,Abstand::N,距离,거리
279,Entfernung::N,距离,거리
280,Gegend::N,地区,곳
281,Gegend::N,地区,부금
282,Platz::N,场所,장소
283,Ort::N,地点,장소
284,Seite::N,面,옆면
285,Mitte::N,中间,궁간
286,Gegenstand::N,物品,항목
287,Sache::N,物,뭉에
288,Rand::N,边,가
289,Kante::N,棱,귀퉁
290,Ecke::N,角,구석
291,Spitze::N,尖,끝
292,Spitze::N,尖,참단
293,Ende::N,结尾,말당
294,Loch::N,洞,빙옷
295,Winkel::N,角度,각도
296,Muster::N,模型,본
297,Muster::N,模型,견복
298,Größe::N,大小,신장
299,Länge::N,长度,길이긺
300,Höhe::N,高度,높이
301,Gewicht::N,重量,추
302,Menge::N,数量,수양
303,Haufen::N,堆,퇴적
304,Reihe::N,行,열
305,Boot::N,小船,보트
306,Ruder::N,奖,노
307,Schlitten::N,雪橇,썰매
308,Ski::N,雪板,스키
309,Lagerfeuer::N,营火,캠프의 모닥불
310,Last::N,负担,무거운짐
311,Gang::N,行走,걸음
312,Schritt::N,步伐,보조
313,Norden::N,北,북쪽 
314,Süden::N,南,남쪽
315,Westen::N,西,서쪽
316,Osten::N,东,동쪽
317,Holz::N,木材,목재
318,Brett::N,木板,마루널
319,Platte::N,平板,탤
320,Platte::N,平板,금속판
321,Stütze::N,支架,버팀목
322,Stange::N,杆,장대
323,Stock::N,棒,막대기
324,Stab::N,棍,작대기
325,Rohr::N,管子,갈대
326,Haus::N,房屋,집
327,Heim::N,家,집
328,Ofen::N,炉子,아궁이
329,Fußboden::N,地板,마루
330,Tisch::N,桌子,탁자
331,Stuhl::N,椅子,의자
332,Wiege::N,摇蓝,발상지
333,Bett::N,床,침대
334,Regal::N,架子,서가
335,Kiste::N,箱子,짐궤
336,Fenster::N,窗户,눔
337,Tür::N,门,문
338,Tor::N,大门,대문
339,Zaun::N,篱笆,담장
340,Dach::N,屋顶,지붕
341,Leiter::N,梯子,사닥다리
342,Besen::N,扫帚,비
343,Spaten::N,铁锹,가래
344,Schaufel::N,铁锹,삽
345,Gabel::N,叉,갈래
346,Löffel::N,食匙,숟가락
347,Messer::N,刀,나이프
348,Nagel::N,钉子,발툽
349,Netz::N,网,그물
350,Haken::N,钩子,갈고리
351,Griff::N,把柄,움켜쥠
352,Schloss::N,锁,자물쇠
353,Bild::N,图画,그림
354,Figur::N,人像,몸메
355,Puppe::N,娃娃,인형
356,Beutel::N,袋子,클
357,Bündel::N,捆,자근다발
358,Tasche::N,手提包,가방
359,Eimer::N,桶,동이
360,Deckel::N,盖子,뚜껑
361,Geschirr::N,餐具,식시
362,Sack::N,袋子,조갑
363,Tasse::N,杯子,차잔
364,Topf::N,锅,단지
365,Kessel::N,水壶,주전자
366,Essen::N,进餐,먹기
367,Nahrung::N,食物,식료
368,Speise::N,菜肴,음식물
369,Fleisch::N,肉,고기
370,Getreide::N,谷物,곡물
371,Brei::N,粥,젤리
372,Brot::N,面包,빵
373,Scheibe::N,片,원반
374,Fett::N,脂肪,기름
375,Butter::N,黄油,버터
376,Öl::N,油,올리브유
377,Salz::N,盐,소금
378,Suppe::N,汤,국
379,Suppe::N,汤,수프
380,Honig::N,蜂蜜,감미
381,Milch::N,奶,유즙
382,Tee::N,茶,차
383,Leder::N,皮革,가죽
384,Wolle::N,毛线,양털
385,Stoff::N,织物,패료
386,Nadel::N,针,바늘
387,Faden::N,线,콘실
388,Knopf::N,纽扣,단추
389,Knoten::N,结,곁절
390,Farbe::N,颜色,색
391,Kleidung::N,衣服,옷입기
392,Hemd::N,衬衫,속옷
393,Kragen::N,领子,깃
394,Ärmel::N,袖子,소매
395,Hose::N,裤子,바지
396,Gürtel::N,腰带,밴드
397,Mütze::N,帽子,모자
398,Schuh::N,鞋,구두
399,Stiefel::N,靴子,장화
400,Ring::N,戒指,고리
401,Band::N,带子,리본
402,Kamm::N,梳子,빗
403,Spiegel::N,镜子,거울
404,Riemen::N,皮带,가죽끈
405,Schnur::N,绳子,밧줄
406,Leine::N,皮带,고삐줄
407,Decke::N,被子,이부자리
408,Kissen::N,软垫,깔개
409,Tuch::N,巾,천
410,Handtuch::N,手巾,수건
411,Kraft::N,力,세력
412,Stärke::N,力量,힘
413,Gesundheit::N,健康,위생
414,Krankheit::N,病,병
415,Schmerz::N,痛,아픔고통
416,Wunde::N,伤口,상처
417,Fieber::N,发烧,열별
418,Arznei::N,药,약
419,Brücke::N,桥,교량
420,Brunnen::N,井,원천
421,Weide::N,牧场,목장
422,Pfad::N,小路,좁은길
423,Weg::N,路,길
424,Straße::N,街,길
425,Dorf::N,村庄,촌
426,Dorf::N,村庄,촌락
427,Stadt::N,城市,도시
428,Brief::N,信,서한
429,Buch::N,书,책
430,Buchstabe::N,字母,문자
431,Zeitung::N,报纸,신문
432,Leben::N,生命,삶
433,Tod::N,死亡,죽음
434,Grab::N,坟墓,무덤
435,Kirche::N,教堂,교회
436,Sünde::N,罪,부정
437,Gott::N,上帝,하느님
438,Arbeiter::N,工人,일하는사람
439,Chef::N,上司,사장
440,Meister::N,师傅,명인
441,Meister::N,师傅,대가
442,Arzt::N,医生,의사
443,Lehrer::N,教师,교사
444,Geld::N,钱,돈
445,Geschäft::N,交易,일
446,Laden::N,商店,가게
447,Preis::N,价格,가격
448,Ware::N,商品,상품
449,Nutzen::N,好处,이익
450,Reichtum::N,财富,많음
451,Welt::N,世界,세상
452,Land::N,国家,지방
453,Staat::N,国家,국가
454,König::N,国王,국왕
455,Macht::N,权力,힘
456,Grenze::N,边界,국경
457,Krieg::N,战争,전쟁
458,Feind::N,敌人,적
459,Gewalt::N,暴力,권력
460,Kampf::N,战斗,전투
461,Bogen[Waffe]::N,弓,활
462,Pfeil::N,箭,화살
463,Gewehr::N,枪,무기
464,Fehler::N,错误,오류
465,Lüge::N,谎话,거짓말
466,Schaden::N,损失,손상
467,Unglück::N,不幸,불행
468,Schuld::N,过错,부채
469,Alter::N,年龄,연령
470,Schluss::N,结束,마감
471,Zeit::N,时间,때
472,Zeit::N,时间,시간
473,Tag::N,天,하루
474,Morgen::N,早晨,이침
475,Mittag::N,中午,대낮
476,Abend::N,晚上,저녁
477,Nacht::N,夜,밤
478,Woche::N,星期,근무일
479,Monat::N,月,달
480,Jahr::N,年,해
481,Frühling::N,春天,봄
482,Sommer::N,夏天,여름
483,Herbst::N,秋天,가을
484,Winter::N,冬天,겨울
485,Januar::N,一月,일월
486,Februar::N,二月,이월
487,März::N,三月,삼월
488,April::N,四月,사월
489,Mai::N,五月,오월
490,Juni::N,六月,유월
491,Juli::N,七月,칠월
492,August::N,八月,팔월
493,September::N,九月,구월
494,Oktober::N,十月,시월
495,November::N,十一月,십일월
496,Dezember::N,十二月,십이월
497,Montag::N,星期一,월요일
498,Dienstag::N,星期二,화요일
499,Mittwoch::N,星期三,수요일
500,Donnerstag::N,星期四,모교일
501,Freitag::N,星期五,그묘일
502,Samstag::N,星期六,토요일
503,Sonntag::N,星期日,일요일
504,groß::A,大,큰
505,klein::A,小,자근
506,lang::A,长,긴
507,kurz::A,短,짧은
508,breit::A,宽,넓은
509,schmal::A,细长的,좁은
510,dicht::A,密,농밀한
511,dick[Gegenstand]::A,厚,두꺼운
512,dünn::A,薄,얇은
513,fein::A,细小,미세한
514,fest::A,固体,굳은
515,flach::A,平坦,얕은
516,glatt::A,光滑,반들반들한
517,hart::A,硬,굳은
518,weich::A,软,연한
519,rund::A,圆,둥근
520,spitz::A,尖,뾰족한
521,scharf::A,锋利,날카로운
522,stumpf::A,钝,무딘
523,schwer::A,重,무거운
524,schön::A,美丽,멋진
525,heiß::A,烫,뜨거운
526,warm::A,暖和,따뜻한
527,kalt::A,冷,찬
528,kühl::A,凉,서늘한
529,frisch::A,新鲜,신선한
530,feucht::A,潮湿,축축한
531,nass::A,湿,젖은
532,trocken::A,干,마른
533,voll::A,满,완전한
534,leer::A,空,빈
535,offen::A,敞开,열린
536,geschlossen::A,关闭,닫힌
537,sauber::A,干净,깨끗한
538,schmutzig::A,肮脏,더러운
539,roh::A,生,날게잇의
540,reif::A,成熟,이근
541,lecker::A,好吃,맛있는
542,süß::A,甜,단
543,bitter::A,苦,찌르는듯한
544,sauer::A,酸,산성의
545,hell::A,亮,밝은
546,dunkel::A,阴暗,어두운
547,schwarz::A,黑,검은
548,weiß::A,白,하얀
549,rot::A,红,붉은
550,gelb::A,黄,황색
551,blau::A,蓝,푸른
552,grün::A,绿,녹색의
553,grau::A,灰色,회색의
554,bunt::A,五彩,알록달록한
555,billig::A,便宜,싼
556,teuer::A,贵,값비산
557,wertvoll::A,贵重,가치가많은
558,blind::A,瞎,눈먼
559,taub::A,聋,무감간한
560,kräftig::A,强壮,강장한
561,stark::A,强壮,강한
562,schwach::A,弱,약한
563,fett::A,胖,실찐
564,schlank::A,苗条,호리호리한
565,hübsch::A,漂亮,예쁜
566,böse::A,邪恶,나쁜
567,dumm::A,笨,어리석은
568,faul::A,懒惰,너덜너덜한
569,fleißig::A,勤奋,근면한
570,geizig::A,吝啬,인색한
571,klug::A,聪明,
572,geschickt::A,灵巧,교묘한
573,lieb::A,可爱,친애하는
574,lustig::A,快乐,유쾌한
575,sanft::A,柔和,온화한
576,hungrig::A,饥饿,배고픈
577,krank::A,患病,병든
578,nackt::A,裸体,벌거벗은
579,traurig::A,悲哀,슬픈
580,lebendig::A,活,살아있는
581,gut::A,好,좋은
582,schlecht::A,坏,나쁜
583,richtig::A,正确,바른
584,schlimm::A,糟糕,못된
585,wahr::A,真,참된
586,alt::A,旧,늙은
587,neu::A,新,새
588,ehemalig::A,以前,전의
589,alt[Lebewesen]::A,老,낡은
590,jung::A,年轻,젊은
591,arm::A,贫穷,가난한
592,reich::A,富裕,풍부한
593,bekannt::A,出名,저명한
594,berühmt::A,著名,유명한
595,fremd::A,陌生,타처이
596,verschieden::A,不同,따른
597,nah::A,近,가까운
598,fern::A,遥远,먼
599,linker::A,左,왼쭉의
600,rechter::A,右,오른쪽의
601,anderer::A,别的,다른
602,erster::A,第一,첫째
603,zweiter::A,第二,둘째
604,dritter::A,第三,셋째
605,letzter::A,最后,의후자의
606,allein::ADV,单独,훌로
607,auf einmal::ADV,同时,갑자기
608,zusammen::ADV,一起,모아서
609,lange::ADV,许久,오래
610,plötzlich::ADV,忽然,둘연한
611,sofort::ADV,立刻,즉시
612,später::ADV,以后,보다늦은
613,jetzt::ADV,现在,목하
614,heute::ADV,今天,오늘
615,morgen::ADV,明天,내일
616,bald::ADV,即将,곱
617,dann::ADV,然后,그경우에
618,gestern::ADV,昨天,어제
619,einst::ADV,曾经,옛날에
620,damals::ADV,当时,그때에
621,danach::ADV,随后,그 뒤에
622,vorher::ADV,事先,미리
623,zuerst::ADV,首先,최초로
624,einmal::ADV,一次,한번
625,manchmal::ADV,有时,땓대로
626,oft::ADV,时常,땓대로
627,immer::ADV,总是,늘
628,niemals::ADV,从未,결코...(하지)않다
629,hier::ADV,这里,여기
630,hierhin::ADV,到这里,여기로
631,von hier::ADV,由此,
632,dort::ADV,那里,거기
633,dorthin::ADV,到那里,저기예
634,geradeaus::ADV,一直往前,곧장
635,vorwärts::ADV,向前,앞으로
636,rückwärts::ADV,向后,뒤로
637,zurück::ADV,退后,제자리로
638,unten::ADV,下面,아래에
639,hinab::ADV,向下,아래쪽으로
640,oben::ADV,上面,위에
641,hinauf::ADV,向上,위쪽으로
642,überall::ADV,到处,도처에
643,nicht::ADV,不,안
644,ein wenig::ADV,一点儿,적음
645,kaum::ADV,几乎不,가의
646,sehr::ADV,很,자주
647,so::ADV,如此,그와같이
648,noch::ADV,还,아직
649,nur::ADV,只,다만
650,schon::ADV,已经,이미
651,wieder::ADV,又,다시
652,vor::PRP,在...面前,앞에
653,hinter::PRP,在...背后,뒤에
654,unter::PRP,在...下面,잍에
655,durch::PRP,穿过,통고하여
656,neben::PRP,在...旁,와나란히
657,zwischen::PRP,在...之间,의사이로
658,wegen::PRP,由于,때문에
659,dies::PRN,这,이
660,das::PRN,那,저
661,alles::PRN,一切,모든것
662,ich::PRN,我,나
663,du::PRN,你,너
664,er::PRN,他,그
665,wir::PRN,我们,우리
666,ihr::PRN,你们,너희들
667,sie::PRN,她,그들
668,was::FPRN,什么,뭣
669,wer::FPRN,谁,누구
670,wo::FADV,哪里,어디
671,wohin::FADV,去哪里,어디로
672,wie::FADV,怎么,어떻게
673,warum::FADV,为什么,왜
674,wieviel::FNUM,多少,얼마만큰
675,eins::NUM,一,하나
676,zwei::NUM,二,둘
677,drei::NUM,三,셋
678,vier::NUM,四,넷
679,fünf::NUM,五,다섯
680,sechs::NUM,六,여섯
681,sieben::NUM,七,일곱
682,acht::NUM,八,여덟
683,neun::NUM,九,아홉
684,zehn::NUM,十,열
685,elf::NUM,十一,열하나
686,zwölf::NUM,十二,열둘
687,zwanzig::NUM,二十,스물
688,dreißig::NUM,三十,서름
689,vierzig::NUM,四十,마흔
690,fünfzig::NUM,五十,숸
691,sechzig::NUM,六十,에순
692,siebzig::NUM,七十,일흔
693,achtzig::NUM,八十,여든
694,neunzig::NUM,九十,아흔
695,hundert::NUM,百,백
696,tausend::NUM,千,천
697,und::CNJ,和,와
698,oder::CNJ,或者,아니면
699,stehen::V,站,서다
700,sitzen::V,坐,앉다
701,liegen::V,躺着,눕다
702,hängen::V,挂着,달다
703,werden::V,成为,되다
704,passieren::V,发生,지장옶다
705,beginnen::V,开始,시작되다
706,enden::V,终止,큳내다
707,wechseln::V,变迁,병경하다
708,aufgehen[Sonne]::V,升起,뜨다
709,untergehen[Sonne]::V,下落,지다
710,scheinen[Sonne]::V,照射,빛나다
711,donnern::V,打雷,천둥치다
712,wehen::V,飘扬,풀다
713,strömen::V,流,흐르다
714,fließen::V,流动,흐르다
715,sich drehen::V,转动,돌다
716,schwanken::V,摇摆,동요하다
717,schwingen::V,摇,흔들다
718,fallen::V,坠落,떨어지다
719,brennen::V,燃烧,타다
720,rauchen::V,冒烟,김이나다
721,regnen::V,下雨,비가오다
722,gefrieren::V,结冰,얼다
723,tauen::V,融化,녹다
724,schmelzen::V,溶化,녹다
725,trocknen::V,变干,홈치다
726,sieden::V,煮,끓다
727,faulen::V,腐烂,부패하다
728,verfaulen::V,腐烂,썩다
729,reißen::V,撕,지바찢다
730,versinken::V,下沉,가라앉다
731,vergehen::V,流逝,지나가다
732,erscheinen::V,出现,나타나다
733,verschwinden::V,消失,사라지다
734,sinken::V,下降,가라앉다
735,abnehmen::V,减少,떼어내다
736,zunehmen::V,增加,증가하다
737,steigen::V,上升,상승하다
738,wachsen::V,生长,생기하다
739,glänzen::V,发光,뛰오나다
740,funkeln::V,闪烁,불티가잍어나다
741,lärmen::V,吵闹,떠들다
742,läuten::V,响,울시다
743,klingeln::V,按铃,초닌총을울리다
744,brausen::V,疾驶,쏴쏴소리내다
745,klingen::V,听起来,반향하다
746,bellen::V,吠,짖다
747,heulen::V,嗥,포효하다
748,blasen::V,吹,불다
749,pfeifen::V,吹口哨,피리를불다
750,schreien::V,叫喊,절규하다
751,stöhnen::V,呻吟,신음하다
752,zittern::V,颤抖,저뉼하다
753,leben::V,生存,살다
754,geboren werden::V,出生,태어난
755,atmen::V,呼吸,숨쉬다
756,trinken::V,喝,마시다
757,essen::V,吃,먹다
758,schlucken::V,咽,들이켜다
759,müde werden::V,疲倦,
760,einschlafen::V,入睡,잠들다
761,schlafen::V,睡觉,자다
762,aufwachen::V,睡醒,눈트다
763,aufstehen::V,起床,서다
764,sich erholen::V,休养,회복하다
765,krank werden::V,生病,
766,krank sein::V,生病,
767,schmerzen::V,疼痛,아프다
768,husten::V,咳,잔기침하다
769,genesen::V,痊愈,낫다
770,sterben::V,死,죽다
771,umkommen::V,丧命,못쓰게되다
772,sich bewegen::V,移动,움직이다
773,sich rühren::V,动弹,움직이다
774,sich erheben::V,站起,이러서다
775,sich setzen::V,坐,앉히다
776,hinfallen::V,跌倒,넘어지다
777,laufen::V,步行,걷다
778,schreiten::V,迈步,보행하다
779,spazierengehen::V,散步,산보하다
780,eilen::V,急忙,서둘다
781,sich beeilen::V,赶快,서둘게하다
782,sausen::V,疾驰,서들러 떠나다
783,rennen::V,奔跑,달리다
784,springen::V,跳,도약하다
785,klettern::V,攀缘,갑겨오르다
786,schaukeln::V,荡秋千,흔들리게하다
787,kriechen::V,爬行,기다
788,schwimmen::V,游泳,헤엄치다
789,tauchen::V,潜水,잠기다
790,rudern::V,划船,물을헤치다
791,fahren::V,行驶,가다
792,fahren::V,行驶,나르다
793,fliegen::V,飞,날다
794,gehen::V,走,가다
795,weggehen::V,离去,팔리다
796,abfahren::V,出发,출발하다
797,anhalten::V,停住,멈추다
798,hineingehen::V,进去,(그리로)가다
799,eintreten::V,进入,들러가다
800,kommen::V,来,오다
801,ankommen::V,到达,고챀하다
802,zurückkommen::V,回来,보기
803,bleiben::V,停留,체류
804,warten::V,等,기다리다
805,erwarten::V,等候,기대하다
806,suchen::V,找,찾다
807,suchen::V,找,구하다
808,finden::V,找到,찾아내다
809,versuchen::V,尝试,시험하다
810,vorbereiten::V,预备,재비하다
811,lieben::V,爱,사랑하다
812,mögen::V,喜欢,줗아하다
813,lachen::V,笑,웃다
814,weinen::V,哭,울다
815,schimpfen::V,骂,꾸짖다
816,sich ärgern::V,生气,화를내게 하다
817,sich fürchten::V,害怕,두려원하다
818,fürchten::V,害怕,두려원하다
819,fliehen::V,逃走,도망치다
820,flüchten::V,逃跑,도주하다
821,sehen::V,看,보다
822,anschauen::V,注视,바라보다
823,ansehen::V,注视,바라보다
824,hören::V,听,듣다
825,zuhören::V,倾听,듣다
826,probieren::V,尝,시식하다
827,riechen::V,闻,내새를맡다
828,fühlen::V,感到,느끼다
829,scheinen::V,照耀,...것같다
830,zu sehen sein::V,可以看到,보이는
831,vernehmen::V,审讯,듣다
832,vernehmen::V,审讯,들어서일다
833,frieren::V,觉得冷,춥다
834,tun::V,作,하다
835,können::V,能,할주릴다
836,wollen::V,要,바라다
837,anfangen::V,开始,시작하다
838,beenden::V,结束,다하다
839,aufhören::V,停止,그만두다
840,gelingen::V,成功,성국하다
841,geraten::V,陷于,잘되어가다
842,öffnen::V,打开,열다
843,schließen::V,关,추측하다
844,stellen::V,放,세우다
845,setzen::V,放,놓다
846,legen::V,摆,눕히다
847,berühren::V,触,대다
848,verbinden::V,联结,옝열하다
849,bedecken::V,覆盖,덮다
850,aufhängen::V,挂,매달다
851,anzünden::V,点,점화하다
852,aufheben::V,拾起,위로올리다
853,zurücklassen::V,遗留,튀에남기다
854,verlieren::V,丧失,잃다
855,fallen lassen::V,让掉下,떨어뜨리다
856,machen::V,做,하다
857,herstellen::V,生产,제조하다
858,bauen::V,建造,짓다
859,reparieren::V,修理,수셩자다
860,verbessern::V,改进,정정하다
861,ändern::V,改变,바꾸다
