,Concept_ID,sk,cy
83,Eis::N,ľad,iâ
84,Frost::N,mráz,rhew
85,Kälte::N,zima,oerni
86,Kälte::N,zima,annwyd
87,Kälte::N,chlad,oerni
88,Kälte::N,chlad,annwyd
89,Hitze::N,horúčava,gwres
90,Raureif::N,srieň,barrug
91,Raureif::N,inovať,barrug
92,Regenbogen::N,dúha,enfys
93,Donner::N,hrom,tyrfau
94,Strömung::N,prúdenie,cerrynt
95,Tropfen::N,kvapka,dafn
96,Tropfen::N,kvapka,diferyn
97,Schaum::N,pena,ewyn
98,Schmutz::N,špina,baw
99,Schmutz::N,špina,budreddi
100,Schmutz::N,nečistota,baw
101,Schmutz::N,nečistota,budreddi
102,See::N,jazero,llyn
103,Sumpf::N,bahno,cors
104,Moor::N,močiar,rhos
105,Wiese::N,lúka,dôl
106,Wald::N,les,coedwig
107,Wald::N,hora,coedwig
108,Hügel::N,vŕšok,bryn
109,Anhöhe::N,výšina,bryn
110,Anhöhe::N,vyvýšenina,bryn
111,Berg::N,hora,mynydd
112,Gipfel::N,vrchol,copa
113,Höhle::N,jaskyňa,ogof
114,Abhang::N,úbočie,llethr
115,Quelle::N,prameň,tarddiad
116,Quelle::N,prameň,ffynhonnell
117,Bach::N,potok,nant
118,Bach::N,potok,afonig
119,Bach::N,potok,cornant
120,Fluss::N,rieka,afon
121,Ufer::N,breh,glan
122,Küste::N,pobrežie,traeth
123,Küste::N,pobrežie,arfordir
124,Festland::N,pevnina,tir
125,Meer::N,more,môr
126,Bucht::N,záliv,bae
127,Bucht::N,zátoka,bae
128,Insel::N,ostrov,ynys
129,Blume::N,kvet,blodyn
130,Blume::N,kvetina,blodyn
131,Gras::N,tráva,glaswellt
132,Wurzel::N,koreň,gwreiddyn
133,Baum::N,strom,coeden
134,Stamm::N,kmeň,colfen
135,Stamm::N,kmeň,boncyff
136,Rinde::N,kôra,rhisgl
137,Ast::N,konár,cangen
138,Zweig::N,vetva,cainc
139,Zweig::N,vetva,cangen
140,Blatt::N,list,deilen
141,Birke::N,breza,bedwen
142,Kiefer[Baum]::N,sosna,pinwydden
143,Kiefer[Baum]::N,borovica,pinwydden
144,Weide[Baum]::N,vŕba,helygen
145,Tanne::N,jedľa,ffynidwydden
146,Horn::N,roh,corn
147,Feder::N,pero,plufyn
148,Fell::N,koža,ffwr
149,Fell::N,kožušina,ffwr
150,Flügel::N,krídlo,adain
151,Klaue::N,paznecht,crafanc
152,Kralle::N,pazúr,ewin
153,Schwanz::N,chvost,cwt
154,Schwanz::N,chvost,cynffon
155,Ei::N,vajce,wy
156,Ei::N,vajíčko,wy
157,Nest::N,hniezdo,nyth
158,Bau::N,nora,ffau
159,Tier::N,zviera,anifail
160,Herde::N,stádo,praidd
161,Herde::N,stádo,diadell
162,Kuh::N,krava,buwch
163,Bulle::N,býk,tarw
164,Pferd::N,kôň,ceffyl
165,Schaf::N,ovca,dafad
166,Schwein::N,sviňa,mochyn
167,Hund::N,pes,ci
168,Katze::N,mačka,cath
169,Bär::N,medveď,arth
170,Eichhörnchen::N,veverička,gwiwer
171,Elch::N,los,elc
172,Fuchs::N,líška,cadno
173,Hase::N,zajac,ysgyfarnog
174,Maus::N,myš,llygoden
175,Wolf::N,vlk,blaidd
176,Vogel::N,vták,aderyn
177,Schwarm::N,roj,haid
178,Huhn::N,kurča,cyw
179,Huhn::N,sliepka,cyw
180,Hahn::N,kohút,ceiliog
181,Gans::N,hus,gŵydd
182,Adler::N,orol,eryr
183,Ente::N,kačka,hwyad
184,Ente::N,kačica,hwyad
185,Eule::N,sova,tylluan
186,Kranich::N,žeriav,garan
187,Kranich::N,žeriav,crychydd
188,Krähe::N,vrana,brân
189,Kuckuck::N,kukučka,cog
190,Kuckuck::N,kukučka,cwcw
191,Schwan::N,labuť,alarch
192,Fisch::N,ryba,pysgod
193,Barsch::N,ostriež,draenog
194,Hecht::N,šťuka,penhwyad
195,Schlange[Tier]::N,had,neidr
196,Wurm::N,červ,abwydyn
197,Wurm::N,červ,pryf genwair
198,Spinne::N,pavúk,cor
199,Spinne::N,pavúk,pryf copyn
200,Ameise::N,mravec,morgrugyn
201,Laus::N,voš,lleuen
202,Mücke::N,komár,gwybedyn
203,Fliege::N,mucha,cleren
204,Schmetterling::N,motýľ,glöyn byw
205,Schmetterling::N,motýľ,iâr fach yr haf
206,Beere::N,bobuľa,aeronen
207,Apfel::N,jablko,afal
208,Pilz::N,hríb,madarch
209,Zwiebel::N,cibuľa,nionyn
210,Zwiebel::N,cibuľa,winwnsyn
211,Saat::N,osivo,had
212,Korn::N,zrno,grawn
213,Heu::N,seno,gwair
214,Schale::N,šupa,croen
215,Schale::N,šupa,plisgyn
216,Schale::N,škrupina,croen
217,Schale::N,škrupina,plisgyn
218,Grube::N,jama,pwll
219,Grube::N,jama,pydew
220,Falle::N,pasca,magl
221,Falle::N,klepec,magl
222,Schlinge::N,slučka,cwlwm rhedeg
223,Spur::N,stopa,ôl
224,Asche::N,popol,lludw
225,Dreck::N,kal,baw
226,Dreck::N,kal,budreddi
227,Dreck::N,blato,baw
228,Dreck::N,blato,budreddi
229,Eisen::N,železo,haearn
230,Gold::N,zlato,aur
231,Silber::N,striebro,arian
232,Kohle::N,uhlie,glo
233,Glas::N,sklo,gwydr
234,Lehm::N,íl,clai
235,Lehm::N,hlina,clai
236,Sand::N,piesok,tywod
237,Mensch::N,človek,dyn
238,Mann::N,muž,dyn
239,Mann::N,chlap,dyn
240,Frau::N,žena,merch
241,Frau::N,žena,gwraig
242,Kind::N,dieťa,plentyn
243,Junge::N,chlapec,hogyn
244,Junge::N,chlapec,bachgen
245,Mädchen::N,dievka,merch
246,Mädchen::N,dievka,geneth
247,Familie::N,rodina,teulu
248,Familie::N,rodina,tylwyth
249,Großvater::N,dedo,taid
250,Großvater::N,dedo,tad-cu
251,Großvater::N,starý otec,taid
252,Großvater::N,starý otec,tad-cu
253,Großmutter::N,babička,nain
254,Großmutter::N,babička,mam-gu
255,Großmutter::N,stará mať,nain
256,Großmutter::N,stará mať,mam-gu
257,Eltern::N,rodičia,rhieni
258,Vater::N,otec,tad
259,Mutter::N,mať,mam
260,Mutter::N,matka,mam
261,Sohn::N,syn,mab
262,Tochter::N,dcéra,merch
263,Bruder::N,brat,brawd
264,Schwester::N,sestra,chwaer
265,Onkel::N,ujo,ewythr
266,Onkel::N,strýko,ewythr
267,Tante::N,teta,modryb
268,Tante::N,tetka,modryb
269,Ehemann::N,muž,gŵr
270,Ehemann::N,manžel,gŵr
271,Ehefrau::N,žena,gwraig
272,Ehefrau::N,manželka,gwraig
273,Freude::N,radosť,gorfoledd
274,Gelächter::N,smiech,chwerthin
275,Glück::N,šťastie,hapusrwydd
276,Kummer::N,žiaľ,galar
277,Kummer::N,zármutok,galar
278,Wunsch::N,prianie,dymuniad
279,Lust::N,chuť,chwant
280,Geist::N,duch,ysbryd
281,Gedanke::N,myšlienka,meddwl
282,Gedächtnis::N,pamäť,cof
283,Verstand::N,rozum,meddwl
284,Sinn::N,zmysel,ystyr
285,Grund::N,dôvod,achos
286,Grund::N,dôvod,rheswm
287,Grund::N,príčina,achos
288,Grund::N,príčina,rheswm
289,Wahrheit::N,pravda,gwir
290,Wahrheit::N,pravda,gwirionedd
291,Gespräch::N,reč,sgwrs
292,Gespräch::N,rozhovor,sgwrs
293,Märchen::N,rozprávka,chwedl werin
294,Erzählung::N,poviedka,stori
295,Nachricht::N,správa,neges
296,Neuigkeit::N,novinka,newydd
297,Name::N,meno,enw
298,Rätsel::N,záhada,pos
299,Rätsel::N,hádanka,pos
300,Rede::N,reč,araith
301,Sprache::N,reč,iaith
302,Sprache::N,jazyk,iaith
303,Stimme::N,hlas,llais
304,Wort::N,slovo,gair
305,Zeichen::N,znak,arwydd
306,Ruf::N,volanie,galwad
307,Ruf::N,zavolanie,galwad
308,Lärm::N,hluk,trwst
309,Lärm::N,hurhaj,trwst
310,Laut::N,zvuk,sain
311,Ton::N,tón,tôn
312,Ton::N,zvuk,tôn
313,Lied::N,pieseň,cân
314,Ruhe::N,pokoj,tawelwch
315,Leute::N,ľudia,pobl
316,Volk::N,ľud,pobl
317,Volk::N,národ,pobl
318,Arbeit::N,práca,gwaith
319,Arbeit::N,robota,gwaith
320,Gast::N,hosť,gwestai
321,Geschenk::N,dar,rhodd
322,Geschenk::N,dar,anrheg
323,Spiel::N,hra,chwarae
324,Gesellschaft::N,spoločnosť,cwmni
325,Hilfe::N,pomoc,cymorth
326,Freund::N,priateľ,cyfaill
327,Kamerad::N,kamarát,cydymaith
328,Angelegenheit::N,vec,pwnc
329,Angelegenheit::N,záležitosť,pwnc
330,Anzahl::N,počet,cyfrif
331,Anzahl::N,množstvo,cyfrif
332,Art::N,druh,bath
333,Stück::N,kus,darn
334,Stück::N,kúsok,darn
335,Teil::N,časť,rhan
336,Hälfte::N,polka,hanner
337,Hälfte::N,polovica,hanner
338,Kreis::N,kruh,cylch
339,Kreuz::N,kríž,croes
340,Linie::N,línia,llinell
341,Strich::N,čiara,strôc
342,Strich::N,čiara,trawiad
343,Abstand::N,vzdialenosť,bwlch
344,Abstand::N,vzdialenosť,pellter
345,Entfernung::N,vzdialenosť,pellter
346,Gegend::N,kraj,cylch
347,Gegend::N,krajina,cylch
348,Platz::N,miesto,lle
349,Ort::N,miesto,lle
350,Seite::N,bok,ochr
351,Seite::N,strana,ochr
352,Mitte::N,stred,canol
353,Gegenstand::N,predmet,eitem
354,Sache::N,vec,peth
355,Rand::N,kraj,cwr
356,Rand::N,kraj,ymyl
357,Rand::N,okraj,cwr
358,Rand::N,okraj,ymyl
359,Kante::N,hrana,min
360,Kante::N,hrana,ymyl
361,Ecke::N,roh,cornel
362,Spitze::N,hrot,blaen
363,Spitze::N,špička,blaen
364,Ende::N,koniec,pen
365,Loch::N,diera,twll
366,Winkel::N,kút,congl
367,Muster::N,vzor,patrwm
368,Muster::N,vzorka,patrwm
369,Größe::N,veľkosť,maint
370,Größe::N,veľkosť,maintioli
371,Länge::N,dĺžka,hyd
372,Höhe::N,výška,uchder
373,Gewicht::N,váha,pwysau
374,Menge::N,množstvo,swm
375,Menge::N,množstvo,maint
376,Haufen::N,hŕba,pentwr
377,Reihe::N,rad,rhes
378,Boot::N,čln,cwch
379,Ruder::N,veslo,rhwyf
380,Schlitten::N,sane,sled
381,Schlitten::N,sane,car llusg
382,Ski::N,lyža,sgi
383,Lagerfeuer::N,táborák,coelcerth
384,Last::N,ťarcha,llwyth
385,Last::N,bremeno,llwyth
386,Gang::N,chôdza,tro
387,Schritt::N,krok,cam
388,Norden::N,sever,gogledd
389,Süden::N,juh,de
390,Westen::N,západ,gorllewin
391,Osten::N,východ,dwyrain
392,Holz::N,drevo,pren
393,Brett::N,doska,bwrdd
394,Brett::N,doska,astell
395,Platte::N,doska,llech
396,Platte::N,platňa,llech
397,Stütze::N,opora,ateg
398,Stütze::N,opora,cynhalydd
399,Stange::N,tyč,polyn
400,Stock::N,palica,ffon
401,Stock::N,palica,brigyn
402,Stab::N,palica,ffon
403,Rohr::N,rúra,pibell
404,Haus::N,dom,tŷ
405,Heim::N,domov,cartref
406,Ofen::N,pec,stof
407,Ofen::N,kachle,stof
408,Fußboden::N,dlážka,llawr
409,Fußboden::N,podlaha,llawr
410,Tisch::N,stôl,bwrdd
411,Stuhl::N,stolička,cadair
412,Wiege::N,kolíska,crud
413,Bett::N,lôžko,gwely
414,Bett::N,posteľ,gwely
415,Regal::N,regál,silff
416,Regal::N,polica,silff
417,Kiste::N,debna,bocs
418,Kiste::N,debna,blwch
419,Fenster::N,okno,ffenestr
420,Fenster::N,oblok,ffenestr
421,Tür::N,dvere,drws
422,Tor::N,vráta,porth
423,Zaun::N,plot,ffens
424,Zaun::N,ohrada,ffens
425,Dach::N,krov,to
426,Dach::N,strecha,to
427,Leiter::N,rebrík,ysgol
428,Leiter::N,rebrina,ysgol
429,Besen::N,metla,ysgub
430,Spaten::N,rýľ,rhaw
431,Schaufel::N,lopata,rhaw
432,Gabel::N,vidlička,fforc
433,Löffel::N,lyžica,llwy
434,Messer::N,nôž,cyllell
435,Nagel::N,klinec,hoel
436,Netz::N,sieť,gwe
437,Netz::N,sieť,rhwyd
438,Haken::N,hák,bach
439,Haken::N,háčik,bach
440,Griff::N,rukoväť,carn
441,Schloss::N,zámka,clo
442,Bild::N,obraz,llun
443,Bild::N,obraz,pictiwr
444,Figur::N,figúra,ffigur
445,Puppe::N,bábka,dol
446,Puppe::N,bábika,dol
447,Beutel::N,vrece,cwd
448,Beutel::N,vrecko,cwd
449,Bündel::N,uzlík,bwndel
450,Bündel::N,uzlík,coflaid
451,Bündel::N,zväzok,bwndel
452,Bündel::N,zväzok,coflaid
453,Tasche::N,taška,cod
454,Tasche::N,kabelka,cod
455,Eimer::N,vedro,bwced
456,Eimer::N,vedro,cunnog
457,Deckel::N,vrchnák,caead
458,Deckel::N,pokrývka,caead
459,Geschirr::N,nádoba,llestri
460,Sack::N,mech,sach
461,Sack::N,vrece,sach
462,Tasse::N,šálka,cwpan
463,Topf::N,hrniec,pot
464,Topf::N,hrniec,crochan
465,Kessel::N,kotol,tegell
466,Essen::N,jedlo,pryd o fwyd
467,Nahrung::N,strava,bwyd
468,Nahrung::N,potrava,bwyd
469,Speise::N,jedlo,saig
470,Fleisch::N,mäso,cig
471,Getreide::N,obilie,ŷd
472,Getreide::N,obilie,llafur
473,Brei::N,kaša,uwd
474,Brot::N,chlieb,bara
475,Scheibe::N,kotúč,tafell
476,Scheibe::N,krajec,tafell
477,Fett::N,tuk,saim
478,Fett::N,tuk,braster
479,Fett::N,masť,saim
480,Fett::N,masť,braster
481,Butter::N,maslo,ymenyn
482,Öl::N,olej,olew
483,Salz::N,soľ,halen
484,Suppe::N,polievka,cawl
485,Honig::N,med,mêl
486,Milch::N,mlieko,llaeth
487,Milch::N,mlieko,llefrith
488,Tee::N,čaj,te
489,Leder::N,koža,lledr
490,Wolle::N,vlna,gwlân
491,Stoff::N,súkno,lliain
492,Stoff::N,súkno,brethyn
493,Nadel::N,ihla,nodwydd
494,Faden::N,niť,edau
495,Faden::N,niť,edefyn
496,Faden::N,vlákno,edau
497,Faden::N,vlákno,edefyn
498,Knopf::N,gombík,botwm
499,Knoten::N,uzol,cwlwm
500,Farbe::N,farba,paent
501,Kleidung::N,šaty,dillad
502,Kleidung::N,šaty,gwisgoedd
503,Kleidung::N,šatstvo,dillad
504,Kleidung::N,šatstvo,gwisgoedd
505,Hemd::N,košeľa,crys
506,Kragen::N,golier,coler
507,Ärmel::N,rukáv,llawes
508,Hose::N,nohavice,trowsus
509,Gürtel::N,pás,gwregys
510,Gürtel::N,opasok,gwregys
511,Mütze::N,čiapka,cap
512,Schuh::N,obuv,esgid
513,Schuh::N,topánka,esgid
514,Stiefel::N,čižma,botasen
515,Ring::N,prsteň,modrwy
516,Band::N,stuha,rhuban
517,Kamm::N,hrebeň,crib
518,Spiegel::N,zrkadlo,drych
519,Riemen::N,remeň,strap
520,Schnur::N,šnúra,llinyn
521,Leine::N,vodidlo,tennyn
522,Decke::N,deka,blanced
523,Decke::N,deka,gwrthban
524,Decke::N,prikrývka,blanced
525,Decke::N,prikrývka,gwrthban
526,Kissen::N,poduška,clustog
527,Kissen::N,poduška,gobennydd
528,Tuch::N,šatka,sgarff
529,Handtuch::N,uterák,tywel
530,Handtuch::N,uterák,lliain sychu
531,Kraft::N,moc,grym
532,Stärke::N,sila,nerth
533,Stärke::N,sila,cryfder
534,Gesundheit::N,zdravie,iechyd
535,Krankheit::N,nemoc,afiechyd
536,Krankheit::N,nemoc,anhwylder
537,Krankheit::N,choroba,afiechyd
538,Krankheit::N,choroba,anhwylder
539,Schmerz::N,bolesť,poen
540,Schmerz::N,bolesť,gwayw
541,Wunde::N,rana,clwyf
542,Fieber::N,horúčka,twymyn
543,Arznei::N,liek,meddyginiaeth
544,Brücke::N,most,pont
545,Brunnen::N,studňa,ffynnon
546,Weide::N,pastva,porfa
547,Pfad::N,chodník,llwybr
548,Weg::N,cesta,ffordd
549,Straße::N,hradská,heol
550,Straße::N,hradská,ffordd
551,Dorf::N,dedina,pentref
552,Stadt::N,mesto,tref
553,Brief::N,list,llythyr
554,Buch::N,kniha,llyfr
555,Buchstabe::N,litera,llythyren
556,Buchstabe::N,písmeno,llythyren
557,Zeitung::N,noviny,papur newydd
558,Leben::N,život,bywyd
559,Tod::N,smrť,marwolaeth
560,Grab::N,hrob,bedd
561,Kirche::N,kostol,eglwys
562,Sünde::N,hriech,pechod
563,Gott::N,boh,duw
564,Arbeiter::N,robotník,gweithiwr
565,Arbeiter::N,pracnovík,gweithiwr
566,Chef::N,šéf,pennaeth
567,Chef::N,riaditeľ,pennaeth
568,Meister::N,majster,meistr
569,Arzt::N,lekár,meddyg
570,Lehrer::N,učiteľ,athro
571,Geld::N,peniaze,pres
572,Geld::N,peniaze,arian
573,Geschäft::N,obchod,busnes
574,Laden::N,obchod,siop
575,Preis::N,cena,pris
576,Ware::N,tovar,nwydd
577,Nutzen::N,osoh,elw
578,Nutzen::N,osoh,budd
579,Nutzen::N,úžitok,elw
580,Nutzen::N,úžitok,budd
581,Reichtum::N,bohatstvo,cyfoeth
582,Welt::N,svet,byd
583,Land::N,územie,gwlad
584,Land::N,krajina,gwlad
585,Staat::N,štát,gwladwriaeth
586,König::N,kráľ,brenin
587,Macht::N,moc,grym
588,Macht::N,moc,awdurdod
589,Macht::N,mocnosť,grym
590,Macht::N,mocnosť,awdurdod
591,Grenze::N,hranica,ffin
592,Grenze::N,hranica,goror
593,Krieg::N,vojna,rhyfel
594,Feind::N,nepriateľ,gelyn
595,Gewalt::N,násilie,ffyrnigrwydd
596,Kampf::N,boj,brwydr
597,Bogen[Waffe]::N,luk,bwa
598,Pfeil::N,šíp,saeth
599,Pfeil::N,strela,saeth
600,Gewehr::N,puška,dryll
601,Fehler::N,omyl,gwall
602,Fehler::N,omyl,camgymeriad
603,Fehler::N,chyba,gwall
604,Fehler::N,chyba,camgymeriad
605,Lüge::N,lož,celwydd
606,Lüge::N,lož,anwiredd
607,Schaden::N,ujma,niwed
608,Schaden::N,ujma,difrod
609,Schaden::N,škoda,niwed
610,Schaden::N,škoda,difrod
611,Unglück::N,nešťastie,anffawd
612,Schuld::N,vina,bai
613,Schuld::N,previnenie,bai
614,Alter::N,vek,oed
615,Schluss::N,záver,diwedd
616,Schluss::N,koniec,diwedd
617,Zeit::N,čas,amser
618,Tag::N,deň,dydd
619,Tag::N,deň,diwrnod
620,Morgen::N,ráno,bore
621,Mittag::N,poludnie,nawn
622,Abend::N,večer,noswaith
623,Nacht::N,noc,nos
624,Woche::N,týždeň,wythnos
625,Monat::N,mesiac,mis
626,Jahr::N,rok,blwyddyn
627,Frühling::N,jar,gwanwyn
628,Sommer::N,leto,haf
629,Herbst::N,jeseň,hydref
630,Winter::N,zima,gaeaf
631,Januar::N,január,Ionawr
632,Februar::N,február,Chwefror
633,März::N,marec,Mawrth
634,April::N,apríl,Ebrill
635,Mai::N,máj,Mai
636,Juni::N,jún,Mehefin
637,Juli::N,júl,Gorffennaf
638,August::N,august,Awst
639,September::N,september,Medi
640,Oktober::N,október,Hydref
641,November::N,november,Tachwedd
642,Dezember::N,december,Rhagfyr
643,Montag::N,pondelok,dydd Llun
644,Dienstag::N,utorok,dydd Mawrth
645,Mittwoch::N,streda,dydd Mercher
646,Donnerstag::N,štvrtok,dydd Iau
647,Freitag::N,piatok,dydd Gwener
648,Samstag::N,sobota,dydd Sadwrn
649,Sonntag::N,nedeľa,dydd Sul
650,groß::A,veľký,mawr
651,klein::A,malý,bach
652,lang::A,dlhý,hir
653,kurz::A,krátky,byr
654,kurz::A,krátky,cwta
655,breit::A,široký,llydan
656,schmal::A,úzky,cul
657,dicht::A,hustý,dwys
658,dick[Gegenstand]::A,tlstý,trwchus
659,dünn::A,tenký,tenau
660,fein::A,jemný,main
661,fest::A,pevný,cadarn
662,flach::A,rovný,gwastad
663,flach::A,plochý,gwastad
664,glatt::A,hladký,llyfn
665,hart::A,tvrdý,caled
666,weich::A,mäkký,meddal
667,rund::A,guľatý,crwn
668,rund::A,okrúhly,crwn
669,spitz::A,končitý,pigfain
670,scharf::A,ostrý,miniog
671,stumpf::A,tupý,pŵl
672,schwer::A,ťažký,trwm
673,schön::A,pekný,teg
674,schön::A,pekný,hardd
675,schön::A,pekný,prydferth
676,schön::A,krásny,teg
677,schön::A,krásny,hardd
678,schön::A,krásny,prydferth
679,heiß::A,horúci,poeth
680,warm::A,teplý,twym
681,warm::A,teplý,cynnes
682,kalt::A,studený,oer
683,kühl::A,chladný,oeraidd
684,frisch::A,svieži,iach
685,feucht::A,vlhký,llaith
686,feucht::A,zvlhnutý,llaith
687,nass::A,mokrý,gwlyb
688,trocken::A,suchý,sych
689,voll::A,plný,llawn
690,leer::A,prázdny,gwag
691,offen::A,otvorený,agored
692,geschlossen::A,zavretý,caead
693,geschlossen::A,zavretý,caeëdig
694,sauber::A,čistý,glân
695,schmutzig::A,špinavý,budr
696,schmutzig::A,špinavý,brwnt
697,roh::A,surový,amrwd
698,reif::A,zrelý,aeddfed
699,lecker::A,chutný,blasus
700,lecker::A,chutný,danteithiol
701,süß::A,sladký,melys
702,bitter::A,horký,chwerw
703,sauer::A,kyslý,sur
704,hell::A,jasný,disglair
705,hell::A,svetlý,disglair
706,dunkel::A,temný,tywyll
707,schwarz::A,čierny,du
708,weiß::A,biely,gwyn
709,rot::A,červený,coch
710,gelb::A,žltý,melyn
711,blau::A,modrý,glas
712,blau::A,belasý,glas
713,grün::A,zelený,gwyrdd
714,grau::A,šedý,llwyd
715,bunt::A,pestrý,lliwgar
716,billig::A,lacný,rhad
717,teuer::A,drahý,drud
718,wertvoll::A,cenný,gwerthfawr
719,blind::A,slepý,dall
720,taub::A,hluchý,byddar
721,kräftig::A,silný,nerthol
722,kräftig::A,silný,grymus
723,stark::A,silný,cryf
724,stark::A,silný,cadarn
725,schwach::A,slabý,gwan
726,schwach::A,bezvládny,gwan
727,fett::A,tučný,tew
728,schlank::A,štíhly,main
729,hübsch::A,šumný,tlws
730,hübsch::A,švárny,tlws
731,böse::A,zlý,drwg
732,dumm::A,hlúpy,twp
733,faul::A,lenivý,diog
734,fleißig::A,snaživý,dyfal
735,fleißig::A,usilovný,dyfal
736,geizig::A,skupý,crintach
737,geizig::A,skupý,cybyddlyd
738,geizig::A,lakomý,crintach
739,geizig::A,lakomý,cybyddlyd
740,klug::A,múdry,deallus
741,klug::A,bystrý,deallus
742,geschickt::A,zručný,medrus
743,geschickt::A,zručný,deheuig
744,geschickt::A,šikovný,medrus
745,geschickt::A,šikovný,deheuig
746,lieb::A,milý,hoff
747,lieb::A,milý,annwyl
748,lustig::A,veselý,llon
749,sanft::A,nežný,mwyn
750,hungrig::A,lačný,newynog
751,hungrig::A,hladný,newynog
752,krank::A,chorý,sâl
753,krank::A,chorý,gwael
754,krank::A,nemocný,sâl
755,krank::A,nemocný,gwael
756,nackt::A,nahý,noeth
757,traurig::A,smutný,trist
758,lebendig::A,živý,yn fyw
759,gut::A,dobrý,da
760,schlecht::A,zlý,drwg
761,schlecht::A,zlý,gwael
762,richtig::A,správny,cywir
763,schlimm::A,zlý,enbyd
764,schlimm::A,nepríjemný,enbyd
765,wahr::A,pravý,gwir
766,wahr::A,pravdivý,gwir
767,alt::A,starý,hen
768,neu::A,nový,newydd
769,ehemalig::A,bývalý,blaenorol
770,alt[Lebewesen]::A,starý,oedrannus
771,jung::A,mladý,ifanc
772,arm::A,chudobný,tlawd
773,reich::A,bohatý,cyfoethog
774,bekannt::A,známy,cynefin
775,bekannt::A,známy,cyfarwydd
776,berühmt::A,slávny,enwog
777,berühmt::A,povestný,enwog
778,fremd::A,cudzí,estron
779,verschieden::A,rôzny,gwahanol
780,verschieden::A,rozličný,gwahanol
781,nah::A,blízky,agos
782,fern::A,ďaleký,pell
783,linker::A,ľavý,aswy
784,linker::A,ľavý,chwith
785,rechter::A,pravý,de
786,rechter::A,pravý,deau
787,anderer::A,iný,arall
788,anderer::A,druhý,arall
789,erster::A,prvý,cyntaf
790,zweiter::A,druhý,ail
791,dritter::A,tretí,trydydd
792,letzter::A,ostatný,olaf
793,letzter::A,posledný,olaf
794,allein::ADV,sám,unig
795,allein::ADV,sám,ar ei ben ei hun
796,auf einmal::ADV,zároveň,ar yr un pryd
797,zusammen::ADV,spolu,ynghyd
798,zusammen::ADV,spolu,gyda'i gilydd
799,zusammen::ADV,spoločne,ynghyd
800,zusammen::ADV,spoločne,gyda'i gilydd
801,lange::ADV,dlho,amser hir
802,plötzlich::ADV,náhle,yn sydyn
803,sofort::ADV,hneď,ar unwaith
804,sofort::ADV,ihneď,ar unwaith
805,später::ADV,neskoršie,yn ddiweddarach
806,jetzt::ADV,teraz,yn awr
807,heute::ADV,dnes,heddiw
808,morgen::ADV,zajtra,yfory
809,bald::ADV,skoro,yn fuan
