,Concept_ID,la,mn
739,fett::A,crassus,голигор
740,schlank::A,procerus,голшиг
741,hübsch::A,pulcher,сайхан
742,hübsch::A,pulcher,хөөрхөн
743,böse::A,improbus,муу
744,böse::A,improbus,хортой
745,dumm::A,stultus,тэнэг
746,dumm::A,stupidus,тэнэг
747,faul::A,piger,залхуу
748,fleißig::A,sedulus,чармайлтгай
749,geizig::A,avarus,харамч
750,klug::A,prudens,цэцэн
751,geschickt::A,sollers,дүйтэй
752,lieb::A,carus,хайрт
753,lustig::A,iocosus,цэнгэлтэй
754,sanft::A,clemens,наалинхай
755,hungrig::A,impastus,өлөн
756,hungrig::A,impastus,өлссөн
757,krank::A,aeger,өвчтэй
758,nackt::A,nudus,нүцгэн
759,traurig::A,maestus,гунигт
760,lebendig::A,vivus,амьд
761,lebendig::A,vivus,амьтай
762,gut::A,bonus,сайн
763,schlecht::A,malus,муу
764,schlecht::A,malus,өөдгүй
765,richtig::A,rectus,зөв
766,richtig::A,rectus,зүйтэй
767,schlimm::A,malus,муухай
768,wahr::A,verus,үнэн
769,wahr::A,verus,жинхэнэ
770,alt::A,antiquus,хуучин
771,neu::A,novus,шинэ
772,ehemalig::A,pristinus,агсан
773,ehemalig::A,pristinus,байсан
774,alt[Lebewesen]::A,vetus,өвгөн
775,alt[Lebewesen]::A,vetus,хижээл
776,jung::A,iuvenis,залуу
777,arm::A,pauper,ядуу
778,reich::A,dives,баян
779,reich::A,dives,баялаг
780,bekannt::A,notus,танил
781,berühmt::A,celeber,цуутай
782,berühmt::A,celeber,алдартай
783,berühmt::A,illustris,цуутай
784,berühmt::A,illustris,алдартай
785,fremd::A,peregrinus,харь
786,fremd::A,peregrinus,гадаад
787,verschieden::A,varius,ондоо
788,verschieden::A,varius,янз янзын
789,nah::A,propinquus,ойрын
790,nah::A,propinquus,дөтийн
791,fern::A,longinquus,холын
792,linker::A,sinister,буруу
793,rechter::A,dexter,баруун
794,anderer::A,alius,өөр
795,anderer::A,alius,нөгөө
796,erster::A,primus,нэгдэх
797,erster::A,primus,нэгдүгээр
798,zweiter::A,secundus,хоёрдугаар
799,dritter::A,tertius,гуравдугаар
800,letzter::A,ultimus,сүүлийн
801,allein::ADV,solum,ганцаараа
802,auf einmal::ADV,simul,нэгмөсөн
803,zusammen::ADV,una,цуг
804,zusammen::ADV,una,хамт
805,lange::ADV,diu,удаан
