,Concept_ID,lt,mn
76,Welle::N,banga,долгио
77,Welle::N,banga,давалгаа
78,Welle::N,vilnis,долгио
79,Welle::N,vilnis,давалгаа
80,Wasser::N,vanduo,ус
81,Stein::N,akmuo,чулуу
82,Boden::N,žemė,хөрс
83,Boden::N,dugnas,хөрс
84,Erde::N,žemė,газар
85,Erde::N,žemė,шороо
86,Staub::N,dulkės,тоос
87,Rauch::N,dūmai,утаа
88,Funke::N,kibirkštis,оч
89,Feuer::N,ugnis,гал
90,Licht::N,šviesa,гэрэл
91,Licht::N,šviesa,гэгээ
92,Schatten::N,paūksmė,сүүдэр
93,Wetter::N,oras,тэнгэр
94,Wetter::N,oras,цаг уур
95,Nebel::N,migla,будан
96,Nebel::N,rūkas,будан
97,Wolke::N,debesis,үүл
98,Regen::N,lietus,бороо
99,Schnee::N,sniegas,цас
100,Eis::N,ledas,мөс
101,Frost::N,šalna,хүйт
102,Kälte::N,šaltis,хүйт
103,Hitze::N,karštis,халуун
104,Raureif::N,šerkšnas,цан
105,Raureif::N,šerkšnas,хяруу
106,Regenbogen::N,vaivorykštė,солонго
107,Donner::N,perkūnas,тэнгэрийн дуу
108,Donner::N,griaustinis,тэнгэрийн дуу
109,Strömung::N,tėkmė,урсгал
110,Tropfen::N,lašas,дусал
111,Schaum::N,putos,хөөс
112,Schmutz::N,purvas,хир
113,Schmutz::N,purvas,шавхай
114,See::N,ežeras,нуур
115,Sumpf::N,klampynė,намаг
116,Sumpf::N,klampynė,балчиг
117,Sumpf::N,liūnas,намаг
118,Sumpf::N,liūnas,балчиг
119,Moor::N,pelkė,хүлрийн намаг
120,Wiese::N,pieva,нуга
121,Wald::N,miškas,ой
122,Hügel::N,kalva,болдог
123,Anhöhe::N,kauburys,гүвээ
124,Berg::N,kalnas,уул
125,Gipfel::N,viršūnė,орой
126,Gipfel::N,viršūnė,оргил
127,Höhle::N,ola,агуй
128,Abhang::N,šlaitas,хүр
129,Abhang::N,nuokalnė,хүр
130,Quelle::N,versmė,булаг
131,Quelle::N,šaltinis,булаг
132,Bach::N,upelis,горхи
133,Fluss::N,upė,гол
134,Fluss::N,upė,мөрөн
135,Ufer::N,krantas,эрэг
136,Küste::N,pajūris,эрэг
137,Festland::N,sausuma,хуурай газар
138,Meer::N,jūra,далай
139,Meer::N,jūra,тэнгис
140,Bucht::N,įlanka,булан
141,Bucht::N,įlanka,далайн тохой
142,Bucht::N,užutekis,булан
143,Bucht::N,užutekis,далайн тохой
144,Insel::N,sala,арал
145,Blume::N,gėlė,цэцэг
146,Gras::N,žolė,өвс
147,Gras::N,žolė,ногоо
148,Wurzel::N,šaknis,үндэс
149,Baum::N,medis,мод
150,Stamm::N,kamienas,иш
151,Stamm::N,kamienas,гуалин
152,Rinde::N,žievė,холтос
153,Ast::N,šaka,гишүү
154,Zweig::N,šakelė,салаа
155,Blatt::N,lapas,навч
156,Birke::N,beržas,хус
157,Kiefer[Baum]::N,pušis,нарс
158,Weide[Baum]::N,karklas,уд
159,Weide[Baum]::N,karklas,бургас
160,Tanne::N,eglė,гачуур
161,Tanne::N,kėnis,гачуур
162,Horn::N,ragas,эвэр
163,Feder::N,plunksna,өд
164,Fell::N,kailis,арьс
165,Flügel::N,sparnas,жигүүр
166,Flügel::N,sparnas,далавч
167,Klaue::N,kanopa,савар
168,Klaue::N,kanopa,хумс
169,Kralle::N,nagas,савар
170,Schwanz::N,uodega,сүүл
171,Ei::N,kiaušinis,өндөг
172,Nest::N,gūžta,үүр
173,Nest::N,lizdas,үүр
174,Bau::N,ola,нүх
175,Bau::N,ola,элүү
176,Tier::N,gyvūnas,амьтан
177,Tier::N,gyvūnas,адгуус
178,Herde::N,banda,сүрэг
179,Herde::N,kaimenė,сүрэг
180,Kuh::N,karvė,үнээ
181,Bulle::N,bulius,бух
182,Pferd::N,arklys,морь
183,Pferd::N,arklys,адуу
184,Schaf::N,avis,хонь
185,Schwein::N,kiaulė,гахай
186,Hund::N,šuo,нохой
187,Katze::N,katė,муур
188,Katze::N,katė,мигуй
189,Bär::N,lokys,баавгай
190,Eichhörnchen::N,voveraitė,хэрэм
191,Elch::N,briedis,хандгай
192,Fuchs::N,lapė,үнэг
193,Hase::N,kiškas,туулай
194,Maus::N,pelė,хулгана
195,Wolf::N,vilkas,чоно
196,Vogel::N,paukštis,шувуу
197,Schwarm::N,spiečius,сүрэг
198,Huhn::N,višta,тахиа
199,Hahn::N,gaidys,эр тахиа
200,Gans::N,žąsis,галуу
201,Adler::N,erelis,бүргэд
202,Ente::N,antis,нугас
203,Eule::N,pelėda,ууль
204,Kranich::N,gervė,тогоруу
205,Krähe::N,varna,хэрээ
206,Kuckuck::N,gegužė,хөхөө
207,Schwan::N,gulbė,хун
208,Fisch::N,žuvis,загас
209,Barsch::N,ešerys,алгана
210,Hecht::N,lydeka,цурхай
211,Schlange[Tier]::N,gyvatė,могой
212,Wurm::N,kirmėlė,өт
213,Wurm::N,kirmėlė,хорхой
214,Spinne::N,voras,аалз
215,Ameise::N,skruzdė,шоргоолж
216,Laus::N,utėlė,бөөс
217,Mücke::N,uodas,шумуул
218,Fliege::N,musė,ялаа
219,Schmetterling::N,drugys,эрвээхэй
220,Schmetterling::N,peteliškė,эрвээхэй
221,Beere::N,uoga,жимсгэнэ
222,Apfel::N,obuolys,алим
223,Pilz::N,grybas,мөөг
224,Zwiebel::N,svogūnas,сонгино
225,Saat::N,sėkla,тариа
226,Korn::N,grūdai,үр
227,Korn::N,grūdai,мөхлөг
228,Heu::N,šienas,өвс
229,Schale::N,žievelė,хальс
230,Grube::N,duobė,алам
231,Grube::N,duobė,нүх
232,Falle::N,pinklės,хавх
233,Falle::N,pinklės,занга
234,Falle::N,žabangai,хавх
235,Falle::N,žabangai,занга
236,Schlinge::N,kilpa,урхи
237,Spur::N,vėžė,мөр
238,Spur::N,pėdos,мөр
239,Spur::N,pėdsakas,мөр
240,Asche::N,pelenai,үнс
241,Dreck::N,purvas,хир
242,Eisen::N,geležis,төмөр
243,Gold::N,auksas,алт
244,Silber::N,sidabras,мөнгө
245,Kohle::N,anglis,нүүрс
246,Glas::N,stiklas,шил
247,Lehm::N,molis,шавар
248,Sand::N,smėlis,элс
249,Mensch::N,žmogus,хүн
250,Mann::N,vyras,эр
251,Mann::N,vyras,эрэгтэй
252,Mann::N,vyriškis,эр
253,Mann::N,vyriškis,эрэгтэй
254,Frau::N,moteris,эмэгтэй
255,Frau::N,moteris,хатагтай
256,Kind::N,vaikas,хүүхэд
257,Junge::N,vaikinas,хүү
258,Junge::N,berniukas,хүү
259,Mädchen::N,mergytė,охин
260,Mädchen::N,mergytė,бүсгүй
261,Mädchen::N,mergaitė,охин
262,Mädchen::N,mergaitė,бүсгүй
263,Familie::N,šeima,айл
264,Großvater::N,senelis,өвгөн аав
265,Großmutter::N,senelė,эмэг эх
266,Großmutter::N,senelė,эмгээ
267,Eltern::N,tėvai,эцэг эх
268,Vater::N,tėvas,аав
269,Vater::N,tėvas,эцэг
270,Mutter::N,motina,эх
271,Mutter::N,motina,ээж
272,Sohn::N,sūnus,хүү
273,Tochter::N,duktė,охин
274,Bruder::N,brolis,ах
275,Bruder::N,brolis,дүү
276,Schwester::N,sesuo,эгч
277,Schwester::N,sesuo,охин дүү
278,Onkel::N,dėdė,авга ах
279,Onkel::N,dėdė,нагац ах
280,Tante::N,teta,авга эгч
281,Tante::N,teta,нагац эгч
282,Ehemann::N,vyras,нөхөр
283,Ehefrau::N,žmona,эхнэр
284,Ehefrau::N,žmona,гэргий
285,Freude::N,džiaugsmas,баяр
286,Freude::N,džiaugsmas,баясгалан
287,Gelächter::N,juokas,инээдэм
288,Glück::N,laimė,жаргалан
289,Kummer::N,vargas,гаслан
290,Kummer::N,rūpestis,гаслан
291,Wunsch::N,troškimas,ерөөл
292,Wunsch::N,pageidavimas,ерөөл
293,Lust::N,noras,дур
294,Lust::N,noras,хүсэл
295,Lust::N,geidulys,дур
296,Lust::N,geidulys,хүсэл
297,Geist::N,dvasia,оюун
298,Gedanke::N,mintis,сэтгэл
299,Gedächtnis::N,atmintis,ой
300,Gedächtnis::N,atmintis,цээж
301,Verstand::N,protas,ухаан
302,Sinn::N,prasmė,утга
303,Grund::N,priežastis,учир
304,Wahrheit::N,tiesa,үнэн
305,Wahrheit::N,teisybė,үнэн
306,Gespräch::N,pokalbis,яриа
307,Märchen::N,pasaka,явган үлгэр
308,Erzählung::N,apsakymas,тууж
309,Erzählung::N,pasakojimas,тууж
310,Nachricht::N,žinia,мэдээ
311,Neuigkeit::N,naujiena,сонин
312,Name::N,vardas,нэр
313,Rätsel::N,mįslė,оньсого
314,Rede::N,kalba,хэлсэн үг
315,Sprache::N,kalba,хэл
316,Stimme::N,balsas,дуу
317,Wort::N,žodis,үг
318,Zeichen::N,žymė,тамга
319,Zeichen::N,žymė,тэмдэг
320,Zeichen::N,ženklas,тамга
321,Zeichen::N,ženklas,тэмдэг
322,Ruf::N,šauksmas,дуудлага
323,Lärm::N,triukšmas,шуугиан
324,Lärm::N,triukšmas,чимээ
325,Laut::N,garsas,анир
326,Laut::N,garsas,дуу
327,Ton::N,tonas,авиа
328,Ton::N,tonas,аялгуу
329,Ton::N,garsas,авиа
330,Ton::N,garsas,аялгуу
331,Lied::N,daina,дуу
332,Lied::N,giesmė,дуу
333,Ruhe::N,ramybė,энх
334,Ruhe::N,ramybė,тайван
335,Ruhe::N,ramumas,энх
336,Ruhe::N,ramumas,тайван
337,Leute::N,žmonės,хүмүүс
338,Volk::N,tauta,улс
339,Arbeit::N,darbas,ажил
340,Arbeit::N,darbas,хөдөлмөр
341,Arbeit::N,triūsas,ажил
342,Arbeit::N,triūsas,хөдөлмөр
343,Gast::N,svečias,зочин
344,Gast::N,svečias,айлчин
345,Geschenk::N,dovana,бэлэг
346,Spiel::N,žaismas,наадам
347,Spiel::N,žaismas,тоглоом
348,Spiel::N,žaidimas,наадам
349,Spiel::N,žaidimas,тоглоом
350,Gesellschaft::N,draugija,хамт байх
351,Gesellschaft::N,kompanija,хамт байх
352,Hilfe::N,pagalba,тусламж
353,Freund::N,draugas,найз
354,Freund::N,draugas,нөхөр
355,Freund::N,bičiulis,найз
356,Freund::N,bičiulis,нөхөр
357,Kamerad::N,draugas,хань
358,Kamerad::N,draugas,нөхөр
359,Angelegenheit::N,dalykas,хэрэг
360,Angelegenheit::N,reikalas,хэрэг
361,Anzahl::N,kiekis,тоо
362,Anzahl::N,skaičius,тоо
363,Art::N,rūšis,төрөл
364,Art::N,rūšis,янз
365,Stück::N,gabalas,хэсэг
366,Teil::N,dalis,хувь
367,Teil::N,dalis,хэсэг
368,Hälfte::N,pusė,хагас
369,Kreis::N,ratas,тойрог
370,Kreis::N,ratas,хүрээ
371,Kreis::N,apskritis,тойрог
372,Kreis::N,apskritis,хүрээ
373,Kreis::N,apskritimas,тойрог
374,Kreis::N,apskritimas,хүрээ
375,Kreuz::N,kryžius,загалмай
376,Linie::N,linija,шугам
377,Strich::N,brėžis,зураас
378,Strich::N,brūkšnys,зураас
379,Abstand::N,atstumas,зай
380,Entfernung::N,atstumas,зай
381,Entfernung::N,atstumas,хол ойр
382,Gegend::N,vietovė,хавь
383,Gegend::N,vietovė,газар
384,Platz::N,vieta,зай
385,Platz::N,vieta,завсар
386,Ort::N,vieta,газар
387,Ort::N,vieta,байр
388,Ort::N,vietovė,газар
389,Ort::N,vietovė,байр
390,Seite::N,pusė,тал
391,Seite::N,pusė,этгээд
392,Seite::N,šonas,тал
393,Seite::N,šonas,этгээд
394,Mitte::N,vidurys,төв
395,Mitte::N,vidurys,дунд
396,Gegenstand::N,dalykas,юм
397,Sache::N,daiktas,үйл
398,Sache::N,daiktas,хэрэг
399,Rand::N,kraštas,зах
400,Rand::N,kraštas,хөвөө
401,Rand::N,pakraštys,зах
402,Rand::N,pakraštys,хөвөө
403,Kante::N,kraštas,ирмэг
404,Ecke::N,kertė,өнцөг
405,Ecke::N,kampas,өнцөг
406,Spitze::N,priekis,үзүүр
407,Spitze::N,priešakys,үзүүр
408,Ende::N,galas,зах
409,Ende::N,galas,үзүүр
410,Loch::N,skylė,цоорхой
411,Loch::N,skylė,онгорхой
412,Winkel::N,kampas,өнцөг
413,Winkel::N,kampelis,өнцөг
414,Muster::N,raštas,хээ
415,Muster::N,raštas,угалз
416,Größe::N,dydis,хэмжээ
417,Größe::N,didumas,хэмжээ
418,Länge::N,ilgis,урт
419,Länge::N,ilgumas,урт
420,Höhe::N,aukštis,өндөр
421,Höhe::N,aukštuma,өндөр
422,Gewicht::N,svoris,жин
423,Gewicht::N,svarstis,жин
424,Menge::N,kiekis,тоо
425,Menge::N,daugybė,тоо
426,Haufen::N,krūva,бөөн
427,Haufen::N,šūsnis,бөөн
428,Reihe::N,greta,эгнээ
429,Boot::N,valtis,завь
430,Boot::N,laivelis,завь
431,Ruder::N,irklas,сэлүүр
432,Schlitten::N,rogės,чарга
433,Schlitten::N,rogutės,чарга
434,Ski::N,slidė,цана
435,Lagerfeuer::N,laužas,түүдэг
436,Last::N,našta,ачаа
437,Last::N,nešulys,ачаа
438,Gang::N,eisena,явдал
439,Schritt::N,žingsnis,алхам
440,Norden::N,šiaurė,умар
441,Norden::N,žiemiai,умар
442,Süden::N,pietūs,урд
443,Süden::N,pietūs,өмнө
444,Westen::N,vakarai,өрнө
445,Westen::N,vakarai,баруун
446,Osten::N,rytai,зүүн
447,Osten::N,rytai,дорно
448,Holz::N,mediena,мод
449,Brett::N,lenta,банз
450,Platte::N,plokštė,хавтан
451,Stütze::N,atrama,тулгуур
452,Stütze::N,atrama,тулга
453,Stütze::N,atspara,тулгуур
454,Stütze::N,atspara,тулга
455,Stange::N,lazda,сургааг
456,Stange::N,kartis,сургааг
457,Stock::N,lazda,саваа
458,Stab::N,kartis,таяг
459,Rohr::N,vamzdis,хоолой
460,Haus::N,namas,гэр
461,Haus::N,namas,байшин
462,Heim::N,namai,гэр
463,Ofen::N,krosnis,зуух
464,Ofen::N,krosnis,пийшин
465,Fußboden::N,grindys,шал
466,Tisch::N,stalas,ширээ
467,Stuhl::N,kėdė,сандал
468,Wiege::N,lopšys,өлгий
469,Bett::N,lova,ор
470,Bett::N,patalai,ор
471,Regal::N,lentyna,тавиур
472,Kiste::N,dėžė,авдар
473,Kiste::N,dėžė,хайрцаг
474,Fenster::N,langas,гэгээвч
475,Tür::N,durys,үүд
476,Tür::N,durys,хаалга
477,Tor::N,vartai,хаалга
478,Zaun::N,tvora,хашаа
479,Dach::N,stogas,дээвэр
480,Leiter::N,kopėčios,шат
481,Besen::N,šluota,хамуур
482,Besen::N,šluota,туужуу
483,Spaten::N,lopeta,хүрз
484,Spaten::N,kastuvas,хүрз
485,Schaufel::N,semtuvas,хүрз
486,Gabel::N,šakutė,сэрээ
487,Löffel::N,šaukštas,халбага
488,Messer::N,peilis,хутга
489,Nagel::N,vinis,хадаас
490,Netz::N,tinklas,өөш
491,Netz::N,tinklas,тор
492,Haken::N,vagis,гох
493,Haken::N,kablys,гох
494,Griff::N,kotas,иш
495,Griff::N,kotas,сэнж
496,Griff::N,rankena,иш
497,Griff::N,rankena,сэнж
498,Schloss::N,spyna,цуурга
499,Schloss::N,spyna,цоож
500,Schloss::N,užraktas,цуурга
501,Schloss::N,užraktas,цоож
502,Bild::N,paveikslas,зураг
503,Figur::N,figūra,баримал
504,Puppe::N,lėlė,хүүхэлдэй
505,Beutel::N,krepšys,агсаа
506,Beutel::N,krepšys,уут
507,Beutel::N,maišelis,агсаа
508,Beutel::N,maišelis,уут
509,Bündel::N,ryšulys,боодол
510,Tasche::N,krepšelis,цүнх
511,Eimer::N,kibiras,хөнөг
512,Eimer::N,kibiras,хувин
513,Deckel::N,dangtis,таг
514,Deckel::N,dangtis,хавхаг
515,Geschirr::N,indai,сав суулга
516,Sack::N,maišas,шуудай
517,Tasse::N,puodukas,аяга
518,Topf::N,puodas,тогоо
519,Kessel::N,katilas,тогоо
520,Essen::N,valgis,идээ
521,Nahrung::N,penas,хүнс
522,Nahrung::N,maistas,хүнс
523,Speise::N,patiekalas,идээ
524,Fleisch::N,mėsa,мах
525,Getreide::N,javai,будаа
526,Brei::N,košė,богшмол
527,Brei::N,košė,будаа
528,Brot::N,duona,талх
529,Scheibe::N,riekė,зүсэм
530,Scheibe::N,riekė,хэрчим
531,Fett::N,taukai,өөх
532,Fett::N,riebalai,өөх
533,Butter::N,sviestas,тос
534,Öl::N,aliejus,тос
535,Salz::N,druska,давс
536,Suppe::N,sriuba,шөл
537,Honig::N,medus,бал
538,Milch::N,pienas,сүү
539,Tee::N,arbata,цай
540,Leder::N,oda,арьс
541,Leder::N,oda,савхи
542,Wolle::N,vilna,ноос
543,Wolle::N,vilna,унгас
544,Stoff::N,audeklas,бөс
545,Nadel::N,adata,зүү
546,Faden::N,gija,боолт
547,Faden::N,gija,утас
548,Faden::N,siūlas,боолт
549,Faden::N,siūlas,утас
550,Knopf::N,saga,товч
551,Knoten::N,mazgas,зангилаа
552,Farbe::N,dažai,будаг
553,Kleidung::N,rūbai,хувцас
554,Kleidung::N,drabužiai,хувцас
555,Hemd::N,marškiniai,цамц
556,Kragen::N,apykaklė,зах заам
557,Ärmel::N,rankovė,ханцуй
558,Hose::N,kelnės,өмд
559,Gürtel::N,juosta,бүс
560,Gürtel::N,diržas,бүс
561,Mütze::N,kepurė,малгай
562,Mütze::N,kepurė,бүрх
563,Schuh::N,batas,туфли
564,Stiefel::N,auliniai batai,гутал
565,Ring::N,žiedas,бөгж
566,Band::N,kaspinas,тууз
567,Kamm::N,šukos,сам
568,Spiegel::N,veidrodis,толь
569,Riemen::N,diržas,тасам
570,Riemen::N,diržas,сур
571,Schnur::N,virvė,татлага
572,Leine::N,pavadėlis,оосор
573,Decke::N,antklodė,хөнжил
574,Decke::N,antklodė,хучлага
575,Kissen::N,pagalvė,дэр
576,Kissen::N,priegalvis,дэр
577,Tuch::N,skarelė,алчуур
578,Tuch::N,skarelė,даавуу
579,Handtuch::N,rankšluostis,алчуур
580,Kraft::N,jėga,чадал
581,Kraft::N,jėga,хүч
582,Stärke::N,stiprumas,эрч
583,Stärke::N,stiprumas,тэнхээ
584,Gesundheit::N,sveikata,бие
585,Gesundheit::N,sveikata,эрүүл мэнд
586,Krankheit::N,liga,эмгэг
587,Schmerz::N,skausmas,өвчин
588,Wunde::N,žaizda,шарх
589,Fieber::N,karštis,халуун
590,Arznei::N,vaistas,эм
591,Brücke::N,tiltas,гүүр
592,Brunnen::N,šulinys,худаг
593,Weide::N,ganykla,бэлчээр
594,Weide::N,gluosnis,бэлчээр
595,Pfad::N,takas,жим
596,Pfad::N,takas,зөрөг
597,Weg::N,kelias,зам
598,Weg::N,kelias,харгуй
599,Straße::N,gatvė,зам
600,Straße::N,gatvė,харгуй
601,Dorf::N,kaimas,тосгон
602,Dorf::N,kaimas,гацаа
603,Dorf::N,sodžius,тосгон
604,Dorf::N,sodžius,гацаа
605,Stadt::N,miestas,хот
606,Brief::N,laiškas,захидал
607,Brief::N,laiškas,захиа
608,Buch::N,knyga,ном
609,Buch::N,knyga,бичиг
610,Buchstabe::N,raidė,үсэг
611,Zeitung::N,laikraštis,сонин
612,Leben::N,gyvybė,амь
613,Leben::N,gyvybė,амьдрал
614,Leben::N,gyvenimas,амь
615,Leben::N,gyvenimas,амьдрал
616,Tod::N,mirtis,үхэл
617,Grab::N,kapas,булш
618,Kirche::N,bažnyčia,сүм
619,Sünde::N,nuodėmė,нүгэл
620,Sünde::N,nuodėmė,хилэнц
621,Sünde::N,nusidėjimas,нүгэл
622,Sünde::N,nusidėjimas,хилэнц
623,Gott::N,dievas,бурхан
624,Arbeiter::N,darbininkas,ажилчин
625,Arbeiter::N,darbininkas,хөдөлмөрчин
626,Chef::N,šefas,дарга
627,Chef::N,vadovas,дарга
628,Chef::N,viršininkas,дарга
629,Meister::N,meistras,дархан
630,Arzt::N,gydytojas,эмч
631,Lehrer::N,mokytojas,багш
632,Geld::N,pinigai,цаас
633,Geld::N,pinigai,мөнгө
634,Geschäft::N,biznis,наймаа
635,Laden::N,krautuvė,дэлгүүр
636,Laden::N,parduotuvė,дэлгүүр
637,Preis::N,kaina,үнэ
638,Ware::N,prekė,таваар
639,Ware::N,prekė,бараа
640,Nutzen::N,nauda,ашиг
641,Nutzen::N,pelnas,ашиг
642,Reichtum::N,turtas,баялаг
643,Welt::N,pasaulis,дэлхий
644,Welt::N,pasaulis,орчлон
645,Land::N,žemė,улс
646,Land::N,žemė,орон
647,Land::N,šalis,улс
648,Land::N,šalis,орон
649,Staat::N,valstija,төр
650,Staat::N,valstija,гүрэн
651,König::N,karalius,ван
652,Macht::N,galia,засаг
653,Macht::N,valdžia,засаг
654,Grenze::N,riba,хил
655,Grenze::N,siena,хил
656,Krieg::N,karas,дайн
657,Feind::N,priešas,дайсан
658,Gewalt::N,jėga,хүчирхэх
659,Gewalt::N,smurtas,хүчирхэх
660,Gewalt::N,prievarta,хүчирхэх
661,Kampf::N,kova,тэмцэл
662,Kampf::N,kova,байлдаан
663,Bogen[Waffe]::N,lankas,нум
664,Pfeil::N,strėlė,годил
665,Pfeil::N,strėlė,сум
666,Gewehr::N,šautuvas,буу
667,Fehler::N,klaida,эндэл
668,Fehler::N,klaida,алдаа
669,Lüge::N,melas,худал
670,Schaden::N,nuostolis,хор
671,Schaden::N,nuostolis,хөнөөл
672,Schaden::N,apgadinimas,хор
673,Schaden::N,apgadinimas,хөнөөл
674,Unglück::N,nelaimė,гай
675,Unglück::N,nelaimė,гамшиг
676,Schuld::N,kaltė,гэм
677,Schuld::N,kaltė,буруу
678,Alter::N,amžius,нас
679,Schluss::N,pabaiga,эцэс
680,Schluss::N,pabaiga,төгсгөл
681,Zeit::N,laikas,цаг
682,Tag::N,diena,өдөр
683,Morgen::N,rytas,өглөө
684,Mittag::N,vidurdienis,үд
685,Abend::N,vakaras,үдэш
686,Nacht::N,naktis,шөнө
687,Woche::N,savaitė,долоо хоног
688,Monat::N,mėnuo,сар
689,Jahr::N,metai,жил
690,Frühling::N,pavasaris,хавар
691,Sommer::N,vasara,зун
692,Herbst::N,ruduo,намар
693,Winter::N,žiema,өвөл
694,Januar::N,sausis,нэгдүгээр сар
695,Februar::N,vasaris,хоёрдугаар сар
696,März::N,kovas,гуравдугаар сар
697,April::N,balandis,дөрөвдүгээр сар
698,Mai::N,gegužė,тавдугаар сар
699,Juni::N,birželis,зургаадугаар сар
700,Juli::N,liepa,долдугаар сар
701,August::N,rugpjūtis,наймдугаар сар
702,September::N,rugsėjis,есдүгээр сар
703,Oktober::N,spalis,аравдугаар сар
704,November::N,lapkritis,арван нэгдүгээр сар
705,Dezember::N,gruodis,арван хоёрдугаар сар
706,Montag::N,pirmadienis,даваа
707,Dienstag::N,antradienis,мягмар
708,Mittwoch::N,trečiadienis,лхагва
709,Donnerstag::N,ketvirtadienis,пүрэв
710,Freitag::N,penktadienis,баасан
711,Samstag::N,šeštadienis,бямба
712,Sonntag::N,sekmadienis,ням
713,groß::A,didis,их
714,groß::A,didis,том
715,groß::A,didelis,их
716,groß::A,didelis,том
717,klein::A,mažas,бага
718,klein::A,mažas,жаахан
719,lang::A,ilgas,урт
720,kurz::A,trumpas,охор
721,kurz::A,trumpas,богино
722,breit::A,platus,өргөн
723,schmal::A,smulkus,уйтан
724,schmal::A,smulkus,нарийн
725,dicht::A,tankus,нягт
726,dicht::A,tankus,чигжүү
727,dick[Gegenstand]::A,storas,зузаан
728,dünn::A,plonas,нимгэн
729,fein::A,smulkus,нарийн
730,fest::A,kietas,бөх
731,fest::A,kietas,хатуу
732,fest::A,tvirtas,бөх
733,fest::A,tvirtas,хатуу
734,flach::A,lėkštas,хавтгай
735,flach::A,plokščias,хавтгай
736,glatt::A,slidus,цагаан
737,hart::A,kietas,хатуу
738,weich::A,minkštas,зөөлөн
739,rund::A,apvalus,дугуй
740,rund::A,apvalus,дугариг
741,rund::A,apskritas,дугуй
742,rund::A,apskritas,дугариг
743,spitz::A,aštrus,шовх
744,spitz::A,aštrus,шовгор
745,spitz::A,smailus,шовх
746,spitz::A,smailus,шовгор
747,scharf::A,aštrus,хурц
748,scharf::A,aštrus,иртэй
749,stumpf::A,bukas,мохоо
750,stumpf::A,atšipęs,мохоо
751,schwer::A,sunkus,хүнд
752,schön::A,gražus,гуа
753,schön::A,gražus,сайхан
754,heiß::A,karštas,халуун
755,warm::A,šiltas,дулаан
756,kalt::A,šaltas,хүйтэн
757,kühl::A,vėsus,сэрүүн
758,kühl::A,bejausmis,сэрүүн
759,frisch::A,šviežias,эрүүл
760,frisch::A,šviežias,жихүүн
761,feucht::A,drėgnas,чийгтэй
762,nass::A,šlapias,нойтон
763,trocken::A,sausas,хатсан
764,voll::A,pilnas,дүүрэн
765,leer::A,tuščias,хоосон
766,offen::A,atviras,онгорхой
767,geschlossen::A,uždaras,битүү
768,geschlossen::A,uždaras,хаалтай
769,geschlossen::A,uždarytas,битүү
