,Concept_ID,ga,fr
293,Wunsch::N,achainí,désir
294,Lust::N,fonn,envie
295,Geist::N,meon,esprit
296,Geist::N,spiorad,esprit
297,Gedanke::N,smaoineamh,idée
298,Gedanke::N,smaoineamh,pensée
299,Gedächtnis::N,cuimhne,mémoire
300,Verstand::N,ciall,raison
301,Verstand::N,intinn,raison
302,Sinn::N,brí,sens
303,Sinn::N,ciall,sens
304,Grund::N,fáth,cause
305,Grund::N,fáth,raison
306,Wahrheit::N,fírinne,vérité
307,Gespräch::N,comhrá,conversation
308,Märchen::N,scéal,conte
309,Märchen::N,scéal,conte de fées
310,Erzählung::N,scéal,conte
311,Erzählung::N,scéal,narration
312,Nachricht::N,teachtaireacht,message
313,Neuigkeit::N,scéala,nouvelle
314,Name::N,ainm,nom
315,Rätsel::N,tomhas,énigme
316,Rätsel::N,tomhas,devinette
317,Rede::N,óráid,parole
318,Rede::N,óráid,discours
319,Rede::N,aitheasc,parole
320,Rede::N,aitheasc,discours
321,Sprache::N,teanga,langue
322,Sprache::N,teanga,langage
323,Stimme::N,guth,voix
324,Wort::N,focal,mot
325,Zeichen::N,comhartha,signe
326,Ruf::N,glaoch,cri
327,Ruf::N,glaoch,appel
328,Lärm::N,torann,bruit
329,Laut::N,fuaim,son
330,Ton::N,ton,ton
331,Lied::N,amhrán,chant
332,Lied::N,amhrán,chanson
333,Ruhe::N,suaimhneas,calme
334,Ruhe::N,suaimhneas,tranquillité
335,Leute::N,muintir,gens
336,Volk::N,pobal,peuple
337,Arbeit::N,obair,travail
338,Gast::N,aoi,hôte
339,Gast::N,aoi,invité
340,Geschenk::N,féirín,cadeau
341,Geschenk::N,féirín,présent
342,Geschenk::N,bronntanas,cadeau
343,Geschenk::N,bronntanas,présent
344,Spiel::N,cluiche,jeu
345,Gesellschaft::N,comhluadar,compagnie
346,Hilfe::N,cúnamh,aide
347,Hilfe::N,cúnamh,secours
348,Hilfe::N,cabhair,aide
349,Hilfe::N,cabhair,secours
350,Freund::N,cara,ami
351,Kamerad::N,comrádaí,copain
352,Kamerad::N,comrádaí,camarade
353,Angelegenheit::N,ábhar,affaire
354,Anzahl::N,líon,nombre
355,Art::N,sórt,sorte
356,Art::N,sórt,espèce
357,Art::N,saghas,sorte
358,Art::N,saghas,espèce
359,Stück::N,píosa,morceau
360,Teil::N,cuid,part
361,Teil::N,cuid,partie
362,Teil::N,páirt,part
363,Teil::N,páirt,partie
364,Hälfte::N,leath,moitié
365,Kreis::N,ciorcal,cercle
366,Kreuz::N,cros,croix
367,Linie::N,líne,ligne
368,Strich::N,stríoc,trait
369,Abstand::N,achar,écart
370,Entfernung::N,fad,distance
371,Gegend::N,ceantar,région
372,Gegend::N,ceantar,contrée
373,Platz::N,áit,place
374,Platz::N,spás,place
375,Ort::N,áit,lieu
376,Ort::N,áit,endroit
377,Seite::N,taobh,côté
378,Mitte::N,lár,milieu
379,Gegenstand::N,ball,objet
380,Gegenstand::N,ábhar,objet
381,Sache::N,ní,chose
382,Sache::N,rud,chose
383,Rand::N,imeall,bord
384,Rand::N,ciumhais,bord
385,Kante::N,corr,arête
386,Kante::N,colbha,arête
387,Ecke::N,coirnéal,coin
388,Ecke::N,coirnéal,tournant
389,Spitze::N,gob,cime
390,Spitze::N,gob,pointe
391,Spitze::N,barr,cime
392,Spitze::N,barr,pointe
393,Ende::N,ceann,bout
394,Ende::N,foirceann,bout
395,Loch::N,poll,trou
396,Winkel::N,cúinne,coin
397,Winkel::N,cúinne,réduit
398,Winkel::N,uillinn,coin
399,Winkel::N,uillinn,réduit
400,Muster::N,patrún,dessin
401,Größe::N,méid,grandeur
402,Größe::N,toise,grandeur
403,Länge::N,fad,longueur
404,Höhe::N,airde,hauteur
405,Höhe::N,airde,altitude
406,Gewicht::N,meáchan,poids
407,Menge::N,méid,quantité
408,Haufen::N,cnap,tas
409,Reihe::N,líne,file
410,Reihe::N,líne,rangée
411,Reihe::N,sraith,file
412,Reihe::N,sraith,rangée
413,Boot::N,bád,canot
414,Boot::N,bád,bateau
415,Ruder::N,rámh,rame
416,Ruder::N,rámh,aviron
417,Ruder::N,maide rámha,rame
418,Ruder::N,maide rámha,aviron
419,Schlitten::N,carr sleamhnáin,traîneau
420,Ski::N,scí,ski
421,Lagerfeuer::N,tine champa,feu de camp
422,Last::N,ualach,charge
423,Last::N,ualach,fardeau
424,Gang::N,siúlóid,tour
425,Gang::N,siúlóid,marche
426,Schritt::N,céim,pas
427,Schritt::N,coiscéim,pas
428,Norden::N,tuaisceart,nord
429,Süden::N,deisceart,sud
430,Westen::N,iarthar,ouest
431,Westen::N,iarthar,occident
432,Osten::N,oirthear,est
433,Osten::N,oirthear,orient
434,Holz::N,adhmad,bois
435,Brett::N,clár,planche
436,Platte::N,leac,plaque
437,Stütze::N,taca,appui
438,Stütze::N,taca,soutien
439,Stange::N,polla,barre
440,Stange::N,polla,perche
441,Stange::N,cuaille,barre
442,Stange::N,cuaille,perche
443,Stock::N,bata,canne
444,Stock::N,maide,canne
445,Stab::N,maide,bâton
446,Stab::N,bachall,bâton
447,Rohr::N,píopa,tube
448,Rohr::N,píopa,tuyau
449,Haus::N,teach,maison
450,Heim::N,baile,maison
451,Ofen::N,sornóg,poêle
452,Fußboden::N,urlár,plancher
453,Tisch::N,bord,table
454,Tisch::N,tábla,table
455,Stuhl::N,cathaoir,chaise
456,Wiege::N,cliabhán,berceau
457,Bett::N,leaba,lit
458,Regal::N,seilf,étagère
459,Kiste::N,bosca,caisse
460,Fenster::N,fuinneoig,fenêtre
461,Tür::N,doras,porte
462,Tor::N,geata,porte
463,Tor::N,geata,portail
464,Zaun::N,fál,clôture
465,Zaun::N,claí,clôture
466,Dach::N,díon,toit
467,Leiter::N,dréimire,échelle
468,Besen::N,scuab,balai
469,Spaten::N,spád,bêche
470,Spaten::N,rámhainn,bêche
471,Schaufel::N,sluasaid,pelle
472,Gabel::N,forc,fourchette
473,Gabel::N,gabhlóg,fourchette
474,Löffel::N,spúnóg,cuiller
475,Messer::N,scian,couteau
476,Nagel::N,tairne,clou
477,Netz::N,líon,filet
478,Netz::N,eangach,filet
479,Haken::N,croch,croc
480,Haken::N,croch,crochet
481,Griff::N,cos,prise
482,Griff::N,cos,manche
483,Griff::N,hanla,prise
484,Griff::N,hanla,manche
485,Schloss::N,glas,serrure
486,Bild::N,pictiúr,image
487,Bild::N,pictiúr,tableau
488,Figur::N,fíor,figure
489,Puppe::N,bábóg,poupée
490,Beutel::N,mála,sac
491,Beutel::N,mála,petit sac
492,Beutel::N,mealbhóg,sac
493,Beutel::N,mealbhóg,petit sac
494,Bündel::N,beart,paquet
495,Bündel::N,beart,faisceau
496,Tasche::N,mála,sac
497,Eimer::N,buicéad,seau
498,Deckel::N,clár,couvercle
499,Deckel::N,claibín,couvercle
500,Geschirr::N,soithí,vaisselle
501,Geschirr::N,gréithe,vaisselle
502,Sack::N,sac,sac
503,Sack::N,mála,sac
504,Tasse::N,cupán,tasse
505,Topf::N,pota,pot
506,Topf::N,pota,marmite
507,Kessel::N,citeal,chaudron
508,Essen::N,béile,repas
509,Essen::N,béile,manger
510,Nahrung::N,bia,nourriture
511,Speise::N,mias,plat
512,Fleisch::N,feoil,viande
513,Getreide::N,grán,blé
514,Getreide::N,grán,céréales
515,Getreide::N,arbhar,blé
516,Getreide::N,arbhar,céréales
517,Brei::N,brúitín,purée
518,Brei::N,brúitín,bouillie
519,Brot::N,arán,pain
520,Scheibe::N,píosa,tranche
521,Scheibe::N,slisne,tranche
522,Fett::N,saill,graisse
523,Fett::N,méathras,graisse
524,Butter::N,im,beurre
525,Öl::N,ola,huile
526,Salz::N,salann,sel
527,Suppe::N,sú,soupe
528,Suppe::N,sú,potage
529,Suppe::N,anraith,soupe
530,Suppe::N,anraith,potage
531,Honig::N,mil,miel
532,Milch::N,bainne,lait
533,Tee::N,tae,thé
534,Leder::N,leathar,cuir
535,Wolle::N,olann,laine
536,Stoff::N,éadach,tissu
537,Stoff::N,éadach,étoffe
538,Nadel::N,snáthaid,aiguille
539,Faden::N,snáth,fil
540,Knopf::N,cnaipe,bouton
541,Knoten::N,snaidhm,nœud
542,Farbe::N,péint,peinture
543,Kleidung::N,éadaí,vêtements
544,Kleidung::N,éadaí,habillement
545,Hemd::N,léine,chemise
546,Kragen::N,bóna,col
547,Ärmel::N,muinchille,manche
548,Hose::N,bríste,pantalon
549,Hose::N,treabhsar,pantalon
550,Gürtel::N,crios,ceinture
551,Mütze::N,caipín,bonnet
552,Mütze::N,caipín,casquette
553,Schuh::N,bróg,soulier
554,Schuh::N,bróg,chaussure
555,Stiefel::N,buatais,botte
556,Ring::N,fáinne,bague
557,Band::N,ribín,ruban
558,Kamm::N,cíor,peigne
559,Spiegel::N,scáthán,glace
560,Spiegel::N,scáthán,miroir
561,Riemen::N,iall,lanière
562,Riemen::N,iall,courroie
563,Riemen::N,strapa,lanière
564,Riemen::N,strapa,courroie
565,Schnur::N,téad,corde
566,Schnur::N,téad,ficelle
567,Schnur::N,sreangán,corde
568,Schnur::N,sreangán,ficelle
569,Leine::N,iall,laisse
570,Decke::N,pluid,couverture
571,Decke::N,blaincéad,couverture
572,Kissen::N,piliúr,oreiller
573,Kissen::N,adhartán,oreiller
574,Tuch::N,scaif,drap
575,Tuch::N,scaif,fichu
576,Handtuch::N,tuáille,serviette
577,Handtuch::N,tuáille,essuie-mains
578,Kraft::N,fórsa,force
579,Stärke::N,neart,vigueur
580,Gesundheit::N,sláinte,santé
581,Krankheit::N,tinneas,maladie
582,Krankheit::N,breoiteacht,maladie
583,Schmerz::N,pian,douleur
584,Wunde::N,goin,plaie
585,Wunde::N,goin,blessure
586,Fieber::N,fiabhras,fièvre
587,Arznei::N,cógas,remède
588,Arznei::N,cógas,médecine
589,Brücke::N,droichead,pont
590,Brunnen::N,tobar,puits
591,Weide::N,féarach,pâturage
592,Pfad::N,cosán,sentier
593,Pfad::N,conair,sentier
594,Weg::N,slí,voie
595,Weg::N,slí,chemin
596,Weg::N,bealach,voie
597,Weg::N,bealach,chemin
598,Straße::N,bóthar,route
599,Dorf::N,sráidbhaile,village
600,Stadt::N,baile,cité
601,Stadt::N,baile,ville
602,Stadt::N,cathair,cité
603,Stadt::N,cathair,ville
604,Brief::N,litir,lettre
605,Buch::N,cín,livre
606,Buch::N,leabhar,livre
607,Buchstabe::N,litir,lettre
608,Buchstabe::N,litir,caractère
609,Zeitung::N,nuachtán,journal
610,Leben::N,saol,vie
611,Leben::N,beatha,vie
612,Tod::N,bás,mort
613,Grab::N,uaigh,tombe
614,Kirche::N,eaglais,église
615,Sünde::N,peaca,péché
616,Gott::N,dia,dieu
617,Arbeiter::N,oibrí,ouvrier
618,Arbeiter::N,oibrí,travailleur
619,Chef::N,saoiste,chef
620,Chef::N,saoiste,patron
621,Chef::N,ceannasaí,chef
622,Chef::N,ceannasaí,patron
623,Meister::N,máistir,maître
624,Arzt::N,lia,médecin
625,Arzt::N,dochtúir,médecin
626,Lehrer::N,oide,professeur
627,Lehrer::N,oide,instituteur
628,Lehrer::N,múinteoir,professeur
629,Lehrer::N,múinteoir,instituteur
630,Geld::N,airgead,argent
631,Geschäft::N,gnó,affaire
632,Geschäft::N,gnó,commerce
633,Laden::N,siopa,magasin
634,Laden::N,siopa,boutique
635,Preis::N,praghas,prix
636,Ware::N,earra,marchandise
637,Nutzen::N,tairbhe,profit
638,Reichtum::N,rachmas,richesse
639,Reichtum::N,saibhreas,richesse
640,Welt::N,domhan,monde
641,Land::N,tír,pays
642,Staat::N,stát,État
643,König::N,rí,roi
644,Macht::N,cumhacht,pouvoir
645,Macht::N,cumhacht,puissance
646,Grenze::N,críoch,frontière
647,Grenze::N,teorainn,frontière
648,Krieg::N,cogadh,guerre
649,Feind::N,namhaid,ennemi
650,Gewalt::N,foréigean,violence
651,Kampf::N,troid,lutte
652,Kampf::N,troid,combat
653,Bogen[Waffe]::N,bogha,arc
654,Pfeil::N,saighead,flèche
655,Gewehr::N,gunna,fusil
656,Fehler::N,botún,faute
657,Fehler::N,botún,erreur
658,Fehler::N,meancóg,faute
659,Fehler::N,meancóg,erreur
660,Lüge::N,bréag,mensonge
661,Lüge::N,éitheach,mensonge
662,Schaden::N,dochar,dégât
663,Schaden::N,dochar,dommage
664,Schaden::N,damáiste,dégât
665,Schaden::N,damáiste,dommage
666,Unglück::N,drochrath,malheur
667,Schuld::N,locht,faute
668,Schuld::N,locht,culpabilité
669,Schuld::N,milleán,faute
670,Schuld::N,milleán,culpabilité
671,Alter::N,aois,âge
672,Schluss::N,deireadh,fin
673,Zeit::N,am,temps
674,Zeit::N,aimsir,temps
675,Tag::N,lá,jour
676,Tag::N,lá,journée
677,Morgen::N,maidin,matin
678,Morgen::N,maidin,matinée
679,Mittag::N,nóin,midi
680,Abend::N,tráthnóna,soir
681,Abend::N,tráthnóna,soirée
682,Nacht::N,oíche,nuit
683,Woche::N,seachtain,semaine
684,Monat::N,mí,mois
685,Jahr::N,bliain,an
686,Jahr::N,bliain,année
687,Frühling::N,earrach,printemps
688,Sommer::N,samhradh,été
689,Herbst::N,fómhar,automne
690,Winter::N,geimhreadh,hiver
691,Januar::N,Eanáir,janvier
692,Februar::N,Feabhra,février
693,März::N,Márta,mars
694,April::N,Aibreán,avril
695,Mai::N,Bealtaine,mai
696,Juni::N,Meitheamh,juin
697,Juli::N,Iúil,juillet
698,August::N,Lúnasa,août
699,September::N,Meán Fómhair,septembre
700,Oktober::N,Deireadh Fómhair,octobre
701,November::N,Samhain,novembre
702,November::N,Mí na Samhna,novembre
703,Dezember::N,Mí na Nollag,décembre
704,Montag::N,Luan,lundi
705,Montag::N,Dé Luain,lundi
706,Dienstag::N,Máirt,mardi
707,Dienstag::N,Dé Máirt,mardi
708,Mittwoch::N,Céadaoin,mercredi
709,Mittwoch::N,Dé Céadaoin,mercredi
710,Donnerstag::N,Déardaoin,jeudi
711,Freitag::N,Aoine,vendredi
712,Freitag::N,Dé hAoine,vendredi
713,Samstag::N,Satharn,samedi
714,Samstag::N,Dé Sathairn,samedi
715,Sonntag::N,Domhnach,dimanche
716,Sonntag::N,Dé Domhnaigh,dimanche
717,groß::A,mór,grand
718,klein::A,beag,petit
719,lang::A,fada,long
720,kurz::A,gearr,court
721,kurz::A,gairid,court
722,breit::A,leathan,large
723,breit::A,fairsing,large
724,schmal::A,cúng,étroit
725,dicht::A,dlúth,dense
726,dick[Gegenstand]::A,tiubh,épais
727,dünn::A,caol,mince
728,dünn::A,tanaí,mince
729,fein::A,scáinte,fin
730,fein::A,scáinte,menu
731,fein::A,fíneálta,fin
732,fein::A,fíneálta,menu
733,fest::A,daingean,ferme
734,fest::A,daingean,solide
735,flach::A,cothrom,plat
736,glatt::A,mín,poli
737,glatt::A,mín,lisse
738,glatt::A,sleamhain,poli
739,glatt::A,sleamhain,lisse
740,hart::A,crua,dur
741,weich::A,bog,mou
742,rund::A,cruinn,rond
743,spitz::A,gobach,aigu
744,spitz::A,gobach,pointu
745,spitz::A,biorach,aigu
746,spitz::A,biorach,pointu
747,scharf::A,géar,tranchant
748,scharf::A,faobhrach,tranchant
749,stumpf::A,maol,mousse
750,stumpf::A,maol,émoussé
751,schwer::A,trom,lourd
752,schwer::A,trom,pesant
753,schön::A,álainn,beau
754,heiß::A,te,chaud
755,heiß::A,te,très chaud
756,warm::A,te,chaud
757,kalt::A,fuar,froid
758,kühl::A,fionnuar,frais
759,frisch::A,úr,frais
760,frisch::A,friseáilte,frais
761,feucht::A,tais,humide
762,nass::A,fliuch,mouillé
763,trocken::A,tirim,sec
764,voll::A,lán,plein
765,voll::A,lán,rempli
766,leer::A,folamh,vide
767,offen::A,oscailte,ouvert
768,geschlossen::A,dúnta,clos
769,geschlossen::A,dúnta,fermé
770,geschlossen::A,druidte,clos
771,geschlossen::A,druidte,fermé
772,sauber::A,glan,net
773,sauber::A,glan,propre
774,schmutzig::A,salach,sale
775,schmutzig::A,salach,crasseux
776,roh::A,amh,cru
777,roh::A,amh,brut
778,reif::A,aibí,mûr
779,lecker::A,blasta,délicieux
780,lecker::A,blasta,appétissant
781,süß::A,milis,doux
782,bitter::A,searbh,amer
783,sauer::A,géar,aigre
784,sauer::A,searbh,aigre
785,hell::A,geal,clair
786,hell::A,soilseach,clair
787,dunkel::A,dorcha,sombre
788,schwarz::A,dubh,noir
789,weiß::A,bán,blanc
790,rot::A,dearg,rouge
791,gelb::A,buí,jaune
792,blau::A,gorm,bleu
793,grün::A,glas,vert
794,grün::A,uaine,vert
795,grau::A,liath,gris
796,bunt::A,ildathach,multicolore
797,bunt::A,dathannach,multicolore
798,billig::A,saor,bon marché
799,teuer::A,daor,cher
800,teuer::A,costasach,cher
801,wertvoll::A,luachmhar,précieux
802,blind::A,dall,aveugle
803,blind::A,caoch,aveugle
804,taub::A,bodhar,sourd
805,kräftig::A,cumhachtach,fort
806,kräftig::A,cumhachtach,vigoureux
807,stark::A,tréan,fort
808,stark::A,tréan,puissant
809,stark::A,láidir,fort
810,stark::A,láidir,puissant
811,schwach::A,lag,faible
812,schwach::A,fann,faible
813,fett::A,ramhar,gras
814,schlank::A,caol,svelte
815,schlank::A,seang,svelte
816,hübsch::A,álainn,joli
817,hübsch::A,dathúil,joli
818,böse::A,olc,mauvais
819,dumm::A,dúr,sot
820,dumm::A,dúr,bête
821,dumm::A,amaideach,sot
822,dumm::A,amaideach,bête
823,faul::A,falsa,fainéant
824,faul::A,falsa,paresseux
825,faul::A,leisciúil,fainéant
826,faul::A,leisciúil,paresseux
827,fleißig::A,dícheallach,appliqué
828,geizig::A,barainneach,avare
829,geizig::A,sprionlaithe,avare
830,klug::A,cliste,intelligent
831,geschickt::A,oilte,habile
832,geschickt::A,ealaíonta,habile
833,lieb::A,dil,cher
834,lieb::A,dil,gentil
835,lieb::A,dílis,cher
836,lieb::A,dílis,gentil
837,lustig::A,aerach,gai
838,lustig::A,aerach,joyeux
839,lustig::A,meidhreach,gai
840,lustig::A,meidhreach,joyeux
841,sanft::A,bog,doux
