,Concept_ID,ku,uk
65,Wind::N,ba,вітер
66,Welle::N,şewl,хвиля
67,Wasser::N,av,вода
68,Stein::N,kevir,камінь
69,Boden::N,herd,ґрунт
70,Erde::N,ax,земля
71,Staub::N,toz,пил
72,Rauch::N,dû,дим
73,Funke::N,çirûşk,іскра
74,Feuer::N,agir,вогонь
75,Licht::N,ronahî,світло
76,Schatten::N,sî,тінь
77,Wetter::N,hewa,погода
78,Nebel::N,mij,туман
79,Wolke::N,ewr,хмара
80,Regen::N,baran,дощ
81,Schnee::N,berf,сніг
82,Eis::N,qeşa,лід
83,Frost::N,xûsik,мороз
84,Kälte::N,serma,холод
85,Hitze::N,germayî,жар
86,Raureif::N,şext,іній
87,Regenbogen::N,heftreng,райдуга
88,Donner::N,gire-gir,грім
89,Strömung::N,şewl,струмина
90,Tropfen::N,dilop,крапля
91,Schaum::N,kef,піна
92,Schmutz::N,gemar,бруд
93,See::N,gol,озеро
94,Sumpf::N,hezek,драговина
95,Moor::N,mafêl,болото
96,Wiese::N,sûrik,луг
97,Wiese::N,sûrik,лука
98,Wald::N,çiya,ліс
99,Wald::N,daristan,ліс
100,Hügel::N,gir,горб
101,Anhöhe::N,sere gir,височина
102,Berg::N,kaş,гора
103,Gipfel::N,sere gir,вершина
104,Höhle::N,şikeft,печера
105,Abhang::N,kaş,схил
106,Quelle::N,kanî,джерело
107,Bach::N,çem,струмок
108,Fluss::N,çem,річка
109,Fluss::N,rûbar,річка
110,Ufer::N,kevî,берег
111,Küste::N,berav,узбережжя
112,Festland::N,bejahî,суша
113,Meer::N,behr,море
114,Bucht::N,derav,бухта
115,Bucht::N,derav,затока
116,Insel::N,girav,острів
117,Blume::N,kulînk,квітка
118,Gras::N,giha,трава
119,Wurzel::N,reh,корінь
120,Baum::N,dar,дерево
121,Stamm::N,bavik,стовбур
122,Rinde::N,qaqil,кора
123,Ast::N,gulî,гілка
124,Zweig::N,şax,галузь
125,Blatt::N,pel,лист
126,Birke::N,dara sipî,береза
127,Kiefer[Baum]::N,dara bî,сосна
128,Weide[Baum]::N,dara belalûk,верба
129,Tanne::N,merx,ялиця
130,Horn::N,strô,ріг
131,Feder::N,pîrtîk,перо
132,Fell::N,heyar,хутро
133,Flügel::N,per,крило
134,Klaue::N,napîk,кіготь
135,Kralle::N,dinik,лапа
136,Kralle::N,dirnax,лапа
137,Schwanz::N,dûv,хвіст
138,Ei::N,hêk,яйце
139,Nest::N,hêlîn,гніздо
140,Bau::N,avahî,лігво
141,Tier::N,heywan,тварина
142,Herde::N,hoz,стадо
143,Kuh::N,çêlek,корова
144,Bulle::N,ga,бик
145,Bulle::N,ga,бугай
146,Pferd::N,hesp,кінь
147,Schaf::N,mîh,вівця
148,Schwein::N,beraz,свиня
149,Hund::N,seh,собака
150,Katze::N,pişîk,кішка
151,Bär::N,hirç,ведмідь
152,Eichhörnchen::N,pilûr,білка
153,Elch::N,pazkovî,лось
154,Fuchs::N,rovî,лисиця
155,Hase::N,kîroşk,заєць
156,Maus::N,mişk,миша
157,Wolf::N,gur,вовк
158,Vogel::N,çûk,птах
159,Schwarm::N,lufik,зграя
160,Huhn::N,mirîşk,курка
161,Hahn::N,dîk,півень
162,Gans::N,qaz,гуска
163,Adler::N,eylo,орел
164,Ente::N,werdek,качка
165,Eule::N,bûm,сова
166,Eule::N,kund,сова
167,Kranich::N,quling,журавель
168,Krähe::N,qijik,ворона
169,Kuckuck::N,pepûk,зозуля
170,Schwan::N,qû,лебідь
171,Fisch::N,masî,риба
172,Barsch::N,okûn,окунь
173,Hecht::N,mesîyê lûf,щука
174,Schlange[Tier]::N,mar,змія
175,Wurm::N,kurm,черв’як
176,Spinne::N,pîrê,павук
177,Ameise::N,mîro,мурашка
178,Ameise::N,gêrîk,мурашка
179,Laus::N,spi,воша
180,Mücke::N,mêş,комар
181,Fliege::N,mêş,муха
182,Schmetterling::N,perperîk,метелик
183,Beere::N,hirç,ягода
184,Apfel::N,sêv,яблуко
185,Pilz::N,bîrov,гриб
186,Zwiebel::N,pîvaz,цибуля
187,Saat::N,tov,сім’я
188,Korn::N,dexl,зерно
189,Heu::N,sap,сіно
190,Schale::N,qaşik,шкірка
191,Grube::N,çahl,яма
192,Falle::N,dafik,пастка
193,Schlinge::N,dahf,петля
194,Spur::N,rêç,слід
195,Asche::N,xweli,зола
196,Asche::N,xweli,попіл
197,Dreck::N,gemarî,бруд
198,Eisen::N,hesing,залізо
199,Gold::N,zêr,золото
200,Silber::N,zîv,срібло
201,Kohle::N,komir,вугілля
202,Glas::N,qedeh,скло
203,Lehm::N,kelpîç,глина
204,Sand::N,qûm,пісок
205,Mensch::N,mirov,людина
206,Mann::N,mêr,чоловік
207,Frau::N,jin,жінка
208,Kind::N,zarok,дитина
209,Junge::N,kur,хлопець
210,Mädchen::N,keç,дівчина
211,Mädchen::N,keçik,дівчина
212,Familie::N,malbat,сім’я
213,Familie::N,malbat,родина
214,Großvater::N,bapîr,дідусь
215,Großmutter::N,pîrik,бабуся
216,Eltern::N,bavudê,батьки
217,Vater::N,bav,батько
218,Mutter::N,dê,мати
219,Mutter::N,dayik,мати
220,Sohn::N,kur,син
221,Tochter::N,keç,дочка
222,Bruder::N,bira,брат
223,Schwester::N,xweh,сестра
224,Onkel::N,am,дядько
225,Onkel::N,xal,дядько
226,Tante::N,metik,тітка
227,Tante::N,xaltîk,тітка
228,Ehemann::N,mêr,чоловік
229,Ehefrau::N,kulfet,жінка
230,Ehefrau::N,kulfet,дружина
231,Freude::N,kêfxweşî,радощі
232,Gelächter::N,pîrqînî,сміх
233,Glück::N,bext,щастя
234,Kummer::N,derd,горе
235,Wunsch::N,daxwaz,бажання
236,Wunsch::N,xwestek,бажання
237,Lust::N,şewq,бажання
238,Geist::N,aqil,дух
239,Gedanke::N,fikir,думка
240,Gedächtnis::N,aqil,пам’ять
241,Verstand::N,fêm,розум
242,Sinn::N,aqil,зміст
243,Sinn::N,aqil,значення
244,Grund::N,asas,причина
245,Wahrheit::N,rastî,правда
246,Gespräch::N,guftûgo,розмова
247,Märchen::N,çirok,байка
248,Erzählung::N,çirok,повість
249,Erzählung::N,çirok,оповідання
250,Erzählung::N,vegotin,повість
251,Erzählung::N,vegotin,оповідання
252,Nachricht::N,nûçe,повідомлення
253,Neuigkeit::N,hewal,новина
254,Name::N,nav,ім’я
255,Name::N,paşnav,ім’я
256,Rätsel::N,tiştonek,загадка
257,Rede::N,gotar,промова
258,Rede::N,axavtin,промова
259,Sprache::N,ziman,мова
260,Stimme::N,pejn,голос
261,Wort::N,gotin,слово
262,Zeichen::N,şanek,знак
263,Ruf::N,hawar,оклик
264,Lärm::N,xarbalix,шум
265,Laut::N,deng,звук
266,Laut::N,hês,звук
267,Ton::N,awaz,тон
268,Lied::N,sitran,пісня
269,Ruhe::N,rihetî,спокій
270,Leute::N,xelk,люди
271,Volk::N,xelk,народ
272,Arbeit::N,xebat,робота
273,Gast::N,mêvan,гість
274,Geschenk::N,diyarî,подарунок
275,Spiel::N,lîstik,гра
276,Gesellschaft::N,komal,товариство
277,Hilfe::N,alîkarî,допомога
278,Freund::N,heval,друг
279,Freund::N,heval,приятель
280,Kamerad::N,heval,товариш
281,Angelegenheit::N,pirsgirêk,справа
282,Anzahl::N,çend,число
283,Art::N,çeh,рід
284,Stück::N,lib,кусок
285,Stück::N,parçe,кусок
286,Teil::N,parçe,частина
287,Hälfte::N,nîvî,половина
288,Kreis::N,çemil,круг
289,Kreis::N,çemil,коло
290,Kreuz::N,xaç,хрест
291,Linie::N,xezik,лінія
292,Strich::N,xezik,штрих
293,Abstand::N,dûrahî,проміжок
294,Entfernung::N,dûrahî,відстань
295,Gegend::N,dever,місцевість
296,Platz::N,çih,площа
297,Ort::N,dever,місце
298,Seite::N,rûpel,сторона
299,Mitte::N,nav,середина
300,Mitte::N,nabênê,середина
301,Gegenstand::N,tişt,предмет
302,Sache::N,tişt,річ
303,Rand::N,kevî,край
304,Kante::N,kevî,ребро
305,Ecke::N,qunç,ріг
306,Spitze::N,derzî,кінчик
307,Ende::N,talî,кінець
308,Loch::N,qul,діра
309,Winkel::N,kurnîşk,куток
310,Muster::N,desen,узор
311,Größe::N,mezinî,розмір
312,Länge::N,dirêjahî,довжина
313,Höhe::N,bilindayî,висота
314,Gewicht::N,giranî,вага
315,Menge::N,qas,кількість
316,Haufen::N,lod,купа
317,Reihe::N,rêz,ряд
318,Boot::N,kelek,човен
319,Ruder::N,bêrik,весло
320,Schlitten::N,xîjik,сани
321,Ski::N,lakan,лижа
322,Lagerfeuer::N,agir,вогнище
323,Last::N,bar,тягар
324,Last::N,bar,вантаж
325,Gang::N,fîtêz,хід
326,Schritt::N,gav,крок
327,Norden::N,bakur,північ
328,Süden::N,başur,південь
329,Westen::N,rojava,захід
330,Osten::N,rojhilat,схід
331,Holz::N,dep,дрова
332,Brett::N,dep,дошка
333,Platte::N,dep,плита
334,Stütze::N,destek,підпірка
335,Stange::N,sing,жердина
336,Stock::N,çam,палиця
337,Stab::N,qat,палиця
338,Rohr::N,borî,труба
339,Haus::N,mal,дім
340,Haus::N,mal,хата
341,Haus::N,xanî,дім
342,Haus::N,xanî,хата
343,Heim::N,mal,житло
344,Ofen::N,sobe,піч
345,Fußboden::N,binpê,підлога
346,Tisch::N,mase,стіл
347,Stuhl::N,kursî,стілець
348,Wiege::N,derguş,колиска
349,Bett::N,qerewêle,ліжко
350,Bett::N,qerewêle,постіль
351,Regal::N,rêbaz,полиця
352,Kiste::N,sindoq,ящик
353,Fenster::N,çam,вікно
354,Fenster::N,şibeke,вікно
355,Tür::N,derî,двері
356,Tor::N,derge,ворота
357,Zaun::N,hejik,паркан
358,Zaun::N,hejik,огорожа
359,Dach::N,sere xanî,дах
360,Leiter::N,pêling,драбина
361,Besen::N,melkes,мітла
362,Spaten::N,mer,заступ
363,Schaufel::N,bêr,совок
364,Schaufel::N,bêr,лопата
365,Gabel::N,çetel,виделка
366,Löffel::N,kevçî,ложка
367,Messer::N,kêr,ніж
368,Nagel::N,bizmar,цвях
369,Netz::N,tor,сіть
370,Haken::N,çenqel,крюк
371,Griff::N,destî,ручка
372,Griff::N,destî,держак
373,Schloss::N,qonax,замок
374,Bild::N,dimen,картина
375,Figur::N,figûr,фігура
376,Puppe::N,bûk,лялька
377,Beutel::N,kîsik,мішечок
378,Beutel::N,kîsik,торбинка
379,Bündel::N,pêçek,в’язка
380,Tasche::N,bêrîk,сумка
381,Eimer::N,dewl,відро
382,Deckel::N,devik,кришка
383,Geschirr::N,ferax,посуд
384,Sack::N,tûr,мішок
385,Tasse::N,kada,чашка
386,Topf::N,beroş,горщик
387,Kessel::N,şîril,котел
388,Essen::N,xwarin,їжа
389,Nahrung::N,xwarin,харч
390,Speise::N,xwarin,страва
391,Fleisch::N,goşt,м’ясо
392,Getreide::N,zad,хліб
393,Getreide::N,zad,збіжжя
394,Brei::N,hewdêl,каша
395,Brot::N,,хліб
396,Scheibe::N,parçe,скибочка
397,Fett::N,rûn,жир
398,Butter::N,rûn,масло
399,Öl::N,rûn,олія
400,Salz::N,xwe,сіль
401,Suppe::N,şorbe,суп
402,Honig::N,hingiv,мед
403,Milch::N,şîr,молоко
404,Tee::N,çay,чай
405,Leder::N,çerm,шкіра
406,Wolle::N,herî,шерсть
407,Stoff::N,paç,тканина
408,Nadel::N,derzî,голка
409,Faden::N,ta,нитка
410,Knopf::N,bişkok,ґудзик
411,Knoten::N,girêk,вузол
412,Farbe::N,boyax,фарба
413,Kleidung::N,çil,одяг
414,Kleidung::N,çil,убрання
415,Hemd::N,qutik,сорочка
416,Hemd::N,miltan,сорочка
417,Kragen::N,stûvang,комір
418,Ärmel::N,hûçik,рукав
419,Hose::N,şewel,брюки
420,Gürtel::N,qayiş,пояс
421,Mütze::N,fîno,шапка
422,Schuh::N,şêkal,ботинок
423,Stiefel::N,gizme,чобіт
424,Stiefel::N,çizme,чобіт
425,Ring::N,xelek,кільце
426,Band::N,band,стрічка
427,Kamm::N,şeh,гребінець
428,Spiegel::N,eynik,дзеркало
429,Riemen::N,qayiş,ремінь
430,Schnur::N,doxin,вірьовка
431,Leine::N,şirît,шворка
432,Decke::N,bataniye,ковдра
433,Kissen::N,balgî,подушка
434,Tuch::N,şar,хустка
435,Handtuch::N,dezmal,рушник
436,Kraft::N,hêz,сила
437,Kraft::N,qewet,сила
438,Stärke::N,xurtî,сила
439,Gesundheit::N,nojdarî,здоров’я
440,Krankheit::N,nexweşî,хвороба
441,Schmerz::N,êş,біль
442,Wunde::N,kul,рана
443,Fieber::N,ta,гарячка
444,Arznei::N,derman,ліки
445,Brücke::N,kopî,міст
446,Brunnen::N,çal,колодязь
447,Brunnen::N,kani,колодязь
448,Weide::N,beyar,пасовище
449,Pfad::N,xaçirek,стежка
450,Weg::N,rê,шлях
451,Weg::N,rê,дорога
452,Straße::N,rê,вулиця
453,Dorf::N,gund,село
454,Stadt::N,baçar,місто
455,Brief::N,name,лист
456,Buch::N,kitêb,книга
457,Buch::N,kitêb,книжка
458,Buch::N,pirtûk,книга
459,Buch::N,pirtûk,книжка
460,Buchstabe::N,herf,буква
461,Buchstabe::N,herf,літера
462,Zeitung::N,rojname,газета
463,Leben::N,jiyan,життя
464,Tod::N,mirin,смерть
465,Grab::N,mezel,могила
466,Kirche::N,gilyas,церква
467,Sünde::N,guneh,гріх
468,Gott::N,xwedê,бог
469,Arbeiter::N,hîşçî,робітник
470,Chef::N,bêg,хазяїн
471,Meister::N,hoste,умілець
472,Arzt::N,doktor,лікар
473,Lehrer::N,mamoste,вчитель
474,Geld::N,pere,гроші
475,Geschäft::N,firoşgeh,заняття
476,Laden::N,dikan,магазин
477,Laden::N,dikan,крамниця
478,Preis::N,buha,ціна
479,Ware::N,tişt,товар
480,Nutzen::N,fêde,вигода
481,Nutzen::N,fêde,користь
482,Reichtum::N,serwet,багатство
483,Welt::N,dinya,світ
484,Land::N,welat,країна
485,Staat::N,dewlet,держава
486,König::N,şah,король
487,König::N,qral,король
488,Macht::N,qewet,влада
489,Macht::N,destihilat,влада
490,Grenze::N,kevî,кордон
491,Krieg::N,çeng,війна
492,Krieg::N,sêwaş,війна
493,Feind::N,dijmin,ворог
494,Gewalt::N,zor,насильство
495,Kampf::N,şer,бій
496,Kampf::N,şer,боротьба
497,Bogen[Waffe]::N,kêvan,лук
498,Pfeil::N,çîrik,стріла
499,Gewehr::N,tifing,рушниця
500,Gewehr::N,tifing,гвинтівка
501,Fehler::N,şaşî,помилка
502,Lüge::N,derew,брехня
503,Schaden::N,xisar,шкода
504,Schaden::N,xisar,збиток
505,Unglück::N,bêbextî,нещастя
506,Schuld::N,suç,провина
507,Alter::N,temen,вік
508,Alter::N,temen,літа
509,Schluss::N,girtin,кінець
510,Zeit::N,çax,час
511,Tag::N,roj,день
512,Morgen::N,sibeh,ранок
513,Mittag::N,nîro,південь
514,Abend::N,êvar,вечір
515,Nacht::N,şev,ніч
516,Woche::N,heftî,тиждень
517,Monat::N,meh,місяць
518,Jahr::N,sal,рік
519,Frühling::N,bihar,весна
520,Sommer::N,havîn,літо
521,Herbst::N,payîz,осінь
522,Winter::N,zistan,зима
523,Januar::N,çile,січень
524,Februar::N,sibat,лютий
525,März::N,adar,березень
526,April::N,nîsan,квітень
527,Mai::N,gûlan,травень
528,Juni::N,hezîran,червень
529,Juli::N,tîmeh,липень
530,August::N,tebax,серпень
531,September::N,îlon,вересень
532,Oktober::N,çotmeh,жовтень
533,November::N,mijdar,листопад
534,Dezember::N,kanûn,грудень
535,Montag::N,duşemb,понеділок
536,Dienstag::N,sêşem,вівторок
537,Mittwoch::N,çarşemb,середа
538,Donnerstag::N,pêşemb,четвер
539,Freitag::N,în,п’ятниця
540,Samstag::N,şemî,субота
541,Sonntag::N,yekşemb,неділя
542,groß::A,mezin,великий
543,klein::A,çûçik,малий
544,klein::A,çûçik,маленький
545,lang::A,dirêj,довгий
546,kurz::A,kin,короткий
547,breit::A,fireh,широкий
548,schmal::A,tenik,вузький
549,dicht::A,gir,густий
550,dick[Gegenstand]::A,şîşman,товстий
551,dünn::A,zirav,тонкий
552,fein::A,tenik,дрібний
553,fest::A,saxlem,міцний
554,flach::A,pahn,плоский
555,glatt::A,dûz,рівний
556,glatt::A,dûz,гладенький
557,glatt::A,şayîk,рівний
558,glatt::A,şayîk,гладенький
559,hart::A,hişk,твердий
560,weich::A,nerm,м’який
561,rund::A,gilover,круглий
562,spitz::A,pîj,гострокінцевий
563,scharf::A,tûj,гострий
564,stumpf::A,ne tûj,тупий
565,schwer::A,giran,важкий
566,schön::A,xweş,вродливий
567,schön::A,xweşik,вродливий
568,heiß::A,kelandî,жаркий
569,heiß::A,kelandî,гарячий
570,warm::A,germ,теплий
571,kalt::A,sar,холодний
572,kühl::A,jemîrî,прохолодний
573,frisch::A,ter,свіжий
574,feucht::A,şil,вогкий
575,nass::A,şilek,мокрий
576,trocken::A,zuwa,сухий
577,voll::A,tijî,повний
578,leer::A,vala,пустий
579,offen::A,vekirî,відкритий
580,geschlossen::A,asê,закритий
581,geschlossen::A,asê,зачинений
582,sauber::A,pakij,чистий
583,sauber::A,pakij,охайний
584,schmutzig::A,lewitî,брудний
585,roh::A,xav,сирий
586,reif::A,gihaştî,зрілий
587,lecker::A,xweş,смачний
588,süß::A,şîrîn,солодкий
589,bitter::A,tahl,гіркий
590,sauer::A,tirş,кислий
591,hell::A,ronî,світлий
592,dunkel::A,tarî,темний
593,schwarz::A,reş,чорний
594,weiß::A,sipî,сивий
595,rot::A,sor,червоний
596,gelb::A,zer,жовтий
597,blau::A,şîn,синій
598,grün::A,şîn,зелений
599,grau::A,gewr,сірий
600,bunt::A,rengîn,барвистий
601,billig::A,erzan,дешевий
602,teuer::A,biha,дорогий
603,wertvoll::A,hêja,цінний
604,wertvoll::A,giranbiha,цінний
605,blind::A,kor,сліпий
606,taub::A,kerr,глухий
607,kräftig::A,gir,могутній
608,kräftig::A,xurt,могутній
609,stark::A,xurt,сильний
610,schwach::A,kesad,слабкий
611,fett::A,qelew,жирний
612,fett::A,qelew,товстий
613,schlank::A,zirav,тонкий
614,schlank::A,zirav,стрункий
615,hübsch::A,xweşik,чарівний
616,böse::A,xerab,злий
617,böse::A,xerab,лихий
618,böse::A,aciz,злий
619,böse::A,aciz,лихий
620,dumm::A,gêj,дурний
621,faul::A,têmbêl,ледачий
622,fleißig::A,jêhatî,старанний
623,geizig::A,destgirtî,скупий
624,klug::A,baqil,мудрий
625,klug::A,baqil,розумний
626,geschickt::A,zîrek,умілий
627,geschickt::A,ziring,умілий
628,lieb::A,delal,милий
629,lustig::A,kêfxweş,веселий
630,sanft::A,nazenîn,лагідний
631,hungrig::A,birçî,голодний
632,krank::A,nexweş,слабий
633,nackt::A,rût,голий
634,nackt::A,tazî,голий
635,traurig::A,xemgîn,сумний
636,lebendig::A,bisaxî,живий
637,gut::A,baş,добрий
638,schlecht::A,xerab,поганий
639,schlecht::A,xerab,кепський
640,richtig::A,rast,правильний
641,richtig::A,saxlem,правильний
642,schlimm::A,nebaş,бридкий
643,wahr::A,rast,справжній
644,alt::A,pîr,старий
645,alt::A,kevn,старий
646,neu::A,nû,новий
647,ehemalig::A,kevnar,колишній
648,ehemalig::A,peşidar,колишній
649,alt[Lebewesen]::A,pîr,старий
650,jung::A,xort,молодий
651,arm::A,feqîr,бідний
652,arm::A,desteng,бідний
653,reich::A,dewlemend,багатий
654,bekannt::A,naskirî,знайомий
655,berühmt::A,navdar,славетний
656,fremd::A,xerîb,чужий
657,verschieden::A,çîhê,різний
658,nah::A,nêzîk,близький
659,fern::A,dûr,далекий
660,linker::A,çepê,лівий
661,rechter::A,rastê,правий
662,anderer::A,yê din,інакший
663,erster::A,yekemîn,перший
664,zweiter::A,duda,другий
665,dritter::A,sisêya,третій
666,letzter::A,paşîn,останній
667,allein::ADV,tenê,сам
668,allein::ADV,tenê,один
669,auf einmal::ADV,jar kê,відразу
670,zusammen::ADV,tev,разом
671,zusammen::ADV,tev,спільно
672,zusammen::ADV,bi hev re,разом
673,zusammen::ADV,bi hev re,спільно
674,lange::ADV,dirêj,довго
675,plötzlich::ADV,ji nişkave,раптом
676,sofort::ADV,yekser,зараз
677,später::ADV,paşiyê,пізніше
678,jetzt::ADV,nuha,тепер
679,heute::ADV,îro,сьогодні
680,morgen::ADV,sibeh,завтра
681,bald::ADV,nêzîk,незабаром
682,dann::ADV,paşê,потім
683,gestern::ADV,do,вчора
684,einst::ADV,jar ke,колись
685,damals::ADV,hîngî,тоді
686,danach::ADV,piştra,згодом
687,vorher::ADV,pîşî,раніше
688,zuerst::ADV,bere,спершу
689,zuerst::ADV,bere,спочатку
690,einmal::ADV,çarik,один раз
691,manchmal::ADV,çarna,іноді
692,manchmal::ADV,çarna,інколи
693,oft::ADV,gelek çaran,часто
694,immer::ADV,daîm,завжди
695,niemals::ADV,tu çar,ніколи
696,hier::ADV,li vir,тут
697,hierhin::ADV,vir,сюди
698,von hier::ADV,ji vir,звідси
699,dort::ADV,li wê derê,там
700,dorthin::ADV,wêda,туди
701,geradeaus::ADV,rastê rast,прямо
702,vorwärts::ADV,ber bi pêş,вперед
703,rückwärts::ADV,paşpê,назад
704,zurück::ADV,paşdo,назад
705,zurück::ADV,paşvê,назад
706,unten::ADV,jêrî,внизу
707,hinab::ADV,berjêr,вниз
708,oben::ADV,banî,вгорі
709,hinauf::ADV,banî,вгору
710,überall::ADV,li her derê,скрізь
711,nicht::ADV,ne,не
712,nicht::ADV,nîn,не
713,nicht::ADV,tine,не
714,ein wenig::ADV,hebkî,трохи
715,ein wenig::ADV,hebkî,небагато
716,kaum::ADV,tema,ледве
717,kaum::ADV,himangi,ледве
718,sehr::ADV,gelek,дуже
719,so::ADV,weha,так
720,noch::ADV,hêj,ще
721,noch::ADV,dîsa,ще
722,nur::ADV,tenê,лише
723,nur::ADV,tenê,тільки
724,nur::ADV,bes,лише
725,nur::ADV,bes,тільки
726,schon::ADV,hew,вже
727,wieder::ADV,jar din,знову
728,wieder::ADV,dîsa,знову
729,vergebens::ADV,deya çun,дарма
730,vergebens::ADV,îfleh bûn,дарма
731,vor::PRP,li ber,перед
732,hinter::PRP,li pişt,ззаду
733,hinter::PRP,li pişt,позаду
734,unter::PRP,li bin,під
735,durch::PRP,kura,крізь
736,neben::PRP,li ba,біля
737,zwischen::PRP,nabeyne,між
738,zwischen::PRP,di nav...da,між
739,wegen::PRP,ji bo,з-за
740,wegen::PRP,ji bo,через
741,wegen::PRP,ji ber,з-за
742,wegen::PRP,ji ber,через
743,dies::PRN,ev,це
744,das::PRN,ev,то
745,alles::PRN,hemû,все
746,ich::PRN,ez,я
747,du::PRN,tu,ти
748,er::PRN,wî,він
749,wir::PRN,êm,ми
750,ihr::PRN,hûn,ви
751,sie::PRN,we,вони
752,was::FPRN,çi,що
753,wer::FPRN,ki,хто
754,wo::FADV,li ku dere,де
755,wohin::FADV,li ku dere,куди
756,wie::FADV,çawa,як
757,warum::FADV,çima,чому
758,wieviel::FNUM,çend,скільки
759,eins::NUM,yek,один
760,zwei::NUM,didu,два
761,drei::NUM,sisê,три
762,vier::NUM,çar,чотири
763,fünf::NUM,penç,п’ять
764,sechs::NUM,şeş,шість
765,sieben::NUM,heft,сім
766,acht::NUM,heşt,вісім
767,neun::NUM,neh,дев’ять
768,zehn::NUM,deh,десять
769,elf::NUM,yazdeh,одинадцять
770,zwölf::NUM,diwazdeh,дванадцять
771,zwanzig::NUM,bîst,двадцять
772,dreißig::NUM,sih,тридцять
773,vierzig::NUM,çil,сорок
774,fünfzig::NUM,pençi,п’ятдесят
775,sechzig::NUM,şêst,шістдесят
776,siebzig::NUM,heftê,сімдесят
777,achtzig::NUM,heştê,вісімдесят
778,neunzig::NUM,nod,дев’яносто
779,hundert::NUM,sêd,сто
780,tausend::NUM,hezar,тисяча
781,und::CNJ,û,і
782,oder::CNJ,an,або
783,oder::CNJ,yan,або
784,stehen::V,sekinîn,стояти
785,sitzen::V,rûniştin,сидіти
786,liegen::V,paldan,лежати
787,hängen::V,darve kirin,висіти
788,werden::V,bûn,стати
789,werden::V,bûn,робитися
790,passieren::V,hatin holê,трапитися
791,passieren::V,hatin serê kesî,трапитися
792,beginnen::V,li dest pêkirin,початися
793,enden::V,xalas bû,кінчитися
794,wechseln::V,guherandin,мінятися
795,wechseln::V,dêgiş kirin,мінятися
796,aufgehen[Sonne]::V,hilatin,зійти
797,untergehen[Sonne]::V,çun ava,зайти
798,scheinen[Sonne]::V,şewk de,світити
799,donnern::V,gire-gir,гриміти
800,wehen::V,ba le de,віяти
801,strömen::V,xwe girtin,литися
802,fließen::V,herikîn,текти
803,sich drehen::V,xwe zivirandin,обертатися
804,schwanken::V,hejandin,коливатися
805,schwingen::V,libakirin,хитатися
806,schwingen::V,libakirin,гойдатися
807,fallen::V,ketin,падати
808,brennen::V,şewitîn,горіти
809,rauchen::V,kişandin,диміти
810,regnen::V,bahran tê,дощити
811,gefrieren::V,qefilandin,змерзнути
812,tauen::V,helandin,танути
813,schmelzen::V,helandin,плавитися
814,trocknen::V,zuwabûn,сохнути
815,sieden::V,kelîn,кипіти
816,faulen::V,xerabûn,гнити
817,verfaulen::V,xerabûn,згнити
818,reißen::V,jêkirin,рватися
819,versinken::V,xerq bûn,тонути
820,vergehen::V,derbas bûn,проходити
821,erscheinen::V,peyda bûn,з’явитися
822,verschwinden::V,wendabûn,щезнути
823,verschwinden::V,wendabûn,зникнути
824,sinken::V,noq bûn,спадати
825,abnehmen::V,kêm bûn,поменшитися
