,Concept_ID,ta,be
138,Ei::N,முட்டை,яйка
139,Nest::N,கூடு,гняздо
140,Bau::N,குகை,нара
141,Tier::N,விலங்கு,жывёла
142,Herde::N,கூட்டம்,статак
143,Kuh::N,பசு,карова
144,Bulle::N,காளை,бык
145,Pferd::N,குதிரை,конь
146,Schaf::N,செம்மறிஆடு,авечка
147,Schwein::N,பன்றி,свіння
148,Hund::N,நாய்,сабака
149,Katze::N,பூனை,кошка
150,Bär::N,கரடி,мядзведзь
151,Eichhörnchen::N,அணில்,вавёрка
152,Elch::N,கடம்பை,лось
153,Fuchs::N,நரி,ліса
154,Hase::N,முயல்,заяц
155,Maus::N,எலி,мыш
156,Wolf::N,ஓநாய்,воўк
157,Vogel::N,பறவை,птах
158,Vogel::N,பறவை,птушка
159,Schwarm::N,தொகுதி,чарада
160,Huhn::N,கோழிக்குஞசு,курыца
161,Hahn::N,சேவல்,певень
162,Gans::N,பெண் வாத்து,гусь
163,Adler::N,பருநது,арол
164,Ente::N,வாத்து,качка
165,Eule::N,ஆந்தை,сава
166,Kranich::N,நாரை,жораў
167,Kranich::N,நாரை,журавель
168,Krähe::N,காகம்,варона
169,Kuckuck::N,குயில்,зязюля
170,Schwan::N,அன்னம்,лебедзь
171,Fisch::N,மீன்,рыба
172,Barsch::N,பேர்ச்,акунь
173,Hecht::N,கோலாச்சி மீன்,шчупак
174,Schlange[Tier]::N,பாம்பு,змяя
175,Wurm::N,புழு,чарвяк
176,Spinne::N,சிலந்தி,павук
177,Ameise::N,எறும்பு,мурашка
178,Laus::N,பேன்,вош
179,Mücke::N,கொசுவினப்பூச்சி,камар
180,Fliege::N,ஈ,муха
181,Schmetterling::N,வண்ணத்துப்பூச்சி,матыль
182,Beere::N,சதைப்பழம்,ягада
183,Apfel::N,ஆப்பிள பழம்,яблык
184,Pilz::N,காளான்,грыб
185,Zwiebel::N,வெங்காயம்,цыбуля
186,Saat::N,விதை,семя
187,Korn::N,தானியம்,зерне
188,Heu::N,வைக்கோல்,сена
189,Schale::N,தோல்,шалупінне
190,Grube::N,குழி,яма
191,Falle::N,பொறி,пастка
192,Schlinge::N,கண்ணி,сіло
193,Spur::N,சுவடு,след
194,Asche::N,சாம்பல்,попел
195,Dreck::N,அழுக்கு,бруд
196,Eisen::N,இரும்பு,жалеза
197,Gold::N,தங்கம்,золата
198,Silber::N,வெள்ளி,сребра
199,Kohle::N,நிலக்கரி,вугаль
200,Glas::N,கண்ணாடி,шкло
201,Lehm::N,களிமண்,гліна
202,Sand::N,மணல்,пясок
203,Mensch::N,மனிதர்கள்,чалавек
204,Mann::N,மனிதன்,мужчына
205,Frau::N,பெண்,жанчына
206,Kind::N,குழந்தை,дзіця
207,Junge::N,பையன்,хлопчык
208,Mädchen::N,சிறுமி,дзяўчынка
209,Familie::N,குடும்பம்,сямʼя
210,Großvater::N,தாத்தா,дзядуля
211,Großmutter::N,பாட்டி,бабуля
212,Eltern::N,பெற்றோர்,бацькі
213,Vater::N,தந்தை,бацька
214,Mutter::N,தாய்,маці
215,Sohn::N,மகன்,сын
216,Tochter::N,மகள்,дачка
217,Bruder::N,சகோதரன்,брат
218,Schwester::N,அக்கா,сястра
219,Onkel::N,தாய் மாமன்,дзядзька
220,Tante::N,அத்தை,цётка
221,Ehemann::N,கணவன்,муж
222,Ehefrau::N,மனைவி,жонка
223,Freude::N,கொண்டாட்டம்,радасць
224,Gelächter::N,சிரிப்பு,смех
225,Glück::N,மகிழ்ச்சி,шчасце
226,Kummer::N,துயரம்,гора
227,Wunsch::N,விருப்பம்,жаданне
228,Lust::N,விருப்பம்,цяга
229,Geist::N,ஆன்மா,дух
230,Gedanke::N,எண்ணம்,думка
231,Gedächtnis::N,ஞாபகம்,памяць
232,Verstand::N,மனம்,розум
233,Sinn::N,அர்த்தம்,сэнс
234,Grund::N,காரணம்,зачэпка
235,Wahrheit::N,உண்நை,праўда
236,Gespräch::N,பெசு,размова
237,Märchen::N,நம்பத்தகாத கதை,казка
238,Erzählung::N,கதை,расказ
239,Erzählung::N,கதை,апавяданне
240,Nachricht::N,செய்தி,вестка
241,Nachricht::N,செய்தி,паведамленне
242,Neuigkeit::N,செய்தி,навіна
243,Name::N,பெயர்,імя
244,Rätsel::N,புதிர்,загадка
245,Rede::N,பேச்சு,прамова
246,Sprache::N,மொழி,мова
247,Stimme::N,குரல்,голас
248,Wort::N,வார்த்தை,слова
249,Zeichen::N,குறி,знак
250,Ruf::N,அழைப்பு,кліч
251,Lärm::N,சத்தம்,шум
252,Laut::N,ஒலி,гук
253,Ton::N,குரல்,гучанне
254,Lied::N,பாட்டு,песня
255,Ruhe::N,அமைதி,спакой
256,Leute::N,மக்கள்,людзі
257,Volk::N,மக்கள்,народ
258,Arbeit::N,வேலை,праца
259,Arbeit::N,வேலை,работа
260,Gast::N,விருந்தாளி,госць
261,Geschenk::N,பரிசுப் பொருள்,падарунак
262,Spiel::N,விளையாட்டு,гульня
263,Gesellschaft::N,சமுதாயம்,таварыства
264,Hilfe::N,உதவி,дапамога
265,Freund::N,நண்பன்,друг
266,Freund::N,நண்பன்,сябар
267,Kamerad::N,உடனிருப்பவன்,прыяцель
268,Angelegenheit::N,செய்தி,справа
269,Anzahl::N,எண்ணிக்கை,колькасць
270,Art::N,வகை,від
271,Stück::N,துண்டம்,кусок
272,Stück::N,துண்டம்,кавалак
273,Teil::N,பகுதி,частка
274,Hälfte::N,பாதி,палова
275,Hälfte::N,பாதி,палавіна
276,Kreis::N,வட்டம்,круг
277,Kreuz::N,சிலுவை,крыж
278,Linie::N,கோடு,лінія
279,Strich::N,வாத நோய்,рыса
280,Abstand::N,இடைவெளி,прамежак
281,Entfernung::N,தூரம்,адлегласць
282,Gegend::N,வட்டாரம்,мясцовасць
283,Platz::N,வெற்றிடம்,месца
284,Ort::N,இடம்,месца
285,Seite::N,பக்கம்,бок
286,Mitte::N,இடைப்பகுதி,сярэдзіна
287,Gegenstand::N,உருப்படி,прадмет
288,Sache::N,பொருள்,рэч
289,Rand::N,தொங்கு,край
290,Kante::N,விளிம்பு,руб
291,Kante::N,விளிம்பு,кант
292,Ecke::N,மூலை,вугал
293,Spitze::N,முனை,кончык
294,Ende::N,முடிவு,канец
295,Loch::N,துளை,дзірка
296,Winkel::N,கோணம்,вугал
297,Muster::N,பாங்கு,узор
298,Größe::N,அளவு,памер
299,Länge::N,நீளம்,даўжыня
300,Höhe::N,உயரம்,вышыня
301,Gewicht::N,எடை,вага
302,Menge::N,தொகை,колькасць
303,Haufen::N,குவியல்,куча
304,Reihe::N,வரிசை,рад
305,Boot::N,படகு,лодка
306,Ruder::N,துடுப்பு,вясло
307,Schlitten::N,சகடையிலா வண்டி,сані
308,Ski::N,பனிச் சறுக்கல்,лыжа
309,Lagerfeuer::N,மூட்டம்,вогнішча
310,Last::N,பாரம்,цяжар
311,Gang::N,நடை,ход
312,Schritt::N,காலடி,шаг
313,Schritt::N,காலடி,крок
314,Norden::N,வடக்கு,поўнач
315,Süden::N,தெற்கு,поўдзень
316,Westen::N,மேற்கு திசை,захад
317,Osten::N,கிழக்கு,усход
318,Holz::N,மரக்கட்டை,дрэва
319,Holz::N,மரக்கட்டை,драўніна
320,Brett::N,பலகை,дошка
321,Platte::N,பலகம்,пліта
322,Stütze::N,அடைப்புகன்,падпорка
323,Stange::N,கம்பம்,жэрдка
324,Stock::N,குச்சி,палка
325,Stab::N,கம்பு,шост
326,Rohr::N,குழாய்,труба
327,Haus::N,வீடு,дом
328,Heim::N,வீடு,дом
329,Heim::N,வீடு,хата
330,Ofen::N,அடுப்பு,печ
331,Fußboden::N,தரை,падлога
332,Tisch::N,மேசை,стол
333,Stuhl::N,நாற்காலி,стул
334,Stuhl::N,நாற்காலி,крэсла
335,Wiege::N,தொட்டில்,калыска
336,Bett::N,படுக்கை,ложак
337,Bett::N,படுக்கை,пасцель
338,Regal::N,அலமாரி,паліца
339,Kiste::N,பெட்டி,скрынка
340,Fenster::N,சாளரம்,акно
341,Tür::N,கதவு,дзверы
342,Tor::N,வாசற்கதவு,вароты
343,Zaun::N,வேலி,агароджа
344,Dach::N,கூரை,дах
345,Leiter::N,ஏணி,лесвіца
346,Besen::N,விளக்குமாறு,мятла
347,Spaten::N,மண்வெட்டி,лапата
348,Spaten::N,மண்வெட்டி,жалязняк
349,Schaufel::N,அடிதண்டா,шуфлік
350,Schaufel::N,அடிதண்டா,лапатка
351,Gabel::N,முட்கரண்டி,відэлец
352,Löffel::N,கரண்டி,лыжка
353,Messer::N,கத்தி,нож
354,Nagel::N,ஆணி,цвік
355,Netz::N,வலை,сетка
356,Haken::N,கொக்கி,крук
357,Griff::N,கைப்பிடி,ручка
358,Schloss::N,பூட்டு,замок
359,Bild::N,படம்,карціна
360,Figur::N,எண்ணிக்கை,фігура
361,Puppe::N,பொம்மை,лялька
362,Beutel::N,பை,мяшок
363,Bündel::N,பொதி,вязка
364,Tasche::N,பை,торба
365,Eimer::N,வாளி,вядро
366,Deckel::N,உறை,накрыўка
367,Geschirr::N,பாத்திரம்,пасуда
368,Sack::N,பை,мех
369,Tasse::N,கிண்ணம்,кубак
370,Topf::N,பானை,каструля
371,Kessel::N,கெண்டி,кацёл
372,Essen::N,உணவருந்துதல்,ежа
373,Nahrung::N,உணவு,харч
374,Speise::N,உணவு வகை,страва
375,Fleisch::N,இறைச்சி,мяса
376,Getreide::N,மக்காச்சோளம்,збожжа
377,Brei::N,கஞ்சி,каша
378,Brot::N,ரொட்டி,хлеб
379,Scheibe::N,துண்டு,луста
380,Scheibe::N,துண்டு,скібка
381,Fett::N,கொழுப்பு,тлушч
382,Butter::N,வெண்ணெய்,масла
383,Öl::N,எண்ணெய்,алей
384,Salz::N,உப்பு,соль
385,Suppe::N,ரசம்,суп
386,Honig::N,தேன்,мёд
387,Milch::N,பால்,малако
388,Tee::N,தெனீர்,чай
389,Tee::N,தெனீர்,гарбата
390,Leder::N,பதம் செய்யப்பட்ட தோல்,скура
391,Wolle::N,கம்பளி,воўна
392,Stoff::N,துணி,тканіна
393,Nadel::N,ஊசி,іголка
394,Faden::N,நூல்,нітка
395,Knopf::N,பொத்தான்,гузік
396,Knoten::N,முடிச்சு,вузел
397,Farbe::N,வண்ணக் குழம்பு,фарба
398,Kleidung::N,ஆடைகள்,адзенне
399,Hemd::N,சட்டை,кашуля
400,Kragen::N,கழுத்துப் பட்டை,каўнер
401,Ärmel::N,சட்டைக்கை,рукаў
402,Hose::N,கால்சட்டை,штаны
403,Gürtel::N,பெல்ட்,пояс
404,Mütze::N,தொப்பி,шапка
405,Schuh::N,காலணி,чаравік
406,Stiefel::N,காலணி,бот
407,Ring::N,மோதிரம்,кольца
408,Band::N,நாடா,стужка
409,Kamm::N,கீப்பு,расчоска
410,Spiegel::N,ஆடி,люстра
411,Spiegel::N,கண்ணாடி,люстра
412,Riemen::N,வார்,рэмень
413,Schnur::N,கயிறு,вяроўка
414,Leine::N,தோல்வார்,павадок
415,Decke::N,போர்வை,коўдра
416,Kissen::N,தலையணை,падушка
417,Tuch::N,துணி,хустка
418,Handtuch::N,தண்டு,ручнік
419,Kraft::N,நிர்பந்தம்,сіла
420,Stärke::N,பலம்,моц
421,Gesundheit::N,ஆரோக்கியம்,здароўе
422,Krankheit::N,நோய்,хвароба
423,Schmerz::N,வலி,боль
424,Wunde::N,காயம்,рана
425,Fieber::N,காய்ச்சல்,гарачка
426,Fieber::N,காய்ச்சல்,ліхаманка
427,Arznei::N,மருந்து,лекі
428,Brücke::N,பாலம்,мост
429,Brunnen::N,கேணி,калодзеж
430,Weide::N,மேய்ச்சல் நிலம்,паша
431,Pfad::N,நடை வழி,сцежка
432,Weg::N,வழி,шлях
433,Weg::N,வழி,дарога
434,Straße::N,சாலை,вуліца
435,Dorf::N,கிராமம்,вёска
436,Stadt::N,நகரம்,горад
437,Brief::N,கடிதம்,ліст
438,Brief::N,கடிதம்,пісьмо
439,Buch::N,புத்தகம்,кніга
440,Buchstabe::N,எழத்து,літара
441,Zeitung::N,செய்தித்தாள்,газета
442,Leben::N,வாழ்க்கை,жыццё
443,Tod::N,மரணம்,смерць
444,Grab::N,சமாதி,магіла
445,Kirche::N,தேவாலயம்,касцёл
446,Kirche::N,தேவாலயம்,царква
447,Sünde::N,பாவம்,грэх
448,Gott::N,கடவுள்,бог
449,Arbeiter::N,தொழிலாளி,рабочы
450,Chef::N,மேலாளர்,начальнік
451,Meister::N,தலைவன்,майстар
452,Arzt::N,மருத்துவர்,урач
453,Lehrer::N,ஆசிரியர்,настаўнік
454,Geld::N,பணம்,грошы
455,Geschäft::N,வாணிபம்,заняцце
456,Laden::N,கடை,крама
457,Laden::N,கடை,магазін
458,Preis::N,விலை,цана
459,Ware::N,சாமன்கள்,тавар
460,Nutzen::N,இலாபம்,выгада
461,Reichtum::N,சொத்து,багацце
462,Welt::N,உலகம்,свет
463,Land::N,நாடு,краіна
464,Staat::N,நாடு,дзяржава
465,König::N,அரசன்,кароль
466,Macht::N,அதிகாரம்,улада
467,Grenze::N,எல்லை,граніца
468,Krieg::N,போர்,вайна
469,Feind::N,எதிரி,вораг
470,Gewalt::N,வன்முறை,насілле
471,Kampf::N,போராட்டம்,барацьба
472,Bogen[Waffe]::N,வில்,лук
473,Pfeil::N,அம்பு,страла
474,Gewehr::N,துப்பாக்கி,ружжо
475,Fehler::N,தவறு,памылка
476,Lüge::N,பொய்,хлусня
477,Schaden::N,சேதாரம்,шкода
478,Unglück::N,இடையூறு,ліха
479,Unglück::N,இடையூறு,бядота
480,Schuld::N,குற்றம்,віна
481,Alter::N,வயது,узрост
482,Schluss::N,முடிவு,канец
483,Zeit::N,காலம்,час
484,Tag::N,நாள்,дзень
485,Morgen::N,காலை நேரம்,ранак
486,Morgen::N,காலை நேரம்,раніца
487,Mittag::N,மதியம்,паўдня
488,Mittag::N,மதியம்,поўдзень
489,Abend::N,மாலைப் பொழுது,вечар
490,Nacht::N,இரவு,ноч
491,Woche::N,வாரம்,тыдзень
492,Monat::N,மாதம்,месяц
493,Jahr::N,வருடம்,год
494,Frühling::N,வசந்தம்,вясна
495,Sommer::N,கோடை,лета
496,Herbst::N,இலையுதிர் காலம்,восень
497,Winter::N,குளிர்காலம்,зіма
498,Januar::N,ஜனவரி,студзень
499,Februar::N,பிபரவரி மாதம்,люты
500,März::N,மார்ச் மாதம்,сакавік
501,April::N,ஏப்ரல் மாதம்,красавік
502,Mai::N,மே மாதம்,май
503,Mai::N,மே மாதம்,травень
504,Juni::N,ஜூன் மாதம்,чэрвень
505,Juli::N,ஜூலை மாதம்,ліпень
506,August::N,ஆகஸ்ட் மாதம்,жнівень
507,September::N,செப்டம்பர் மாதம்,верасень
508,Oktober::N,அக்டோபர் மாதம்,кастрычнік
509,November::N,நவம்பர் மாதம்,лістапад
510,Dezember::N,டிசம்பர்,снежань
511,Montag::N,திங்கட் கிழமை,панядзелак
512,Dienstag::N,செவ்வாய்க்கிழமை,аўторак
513,Mittwoch::N,புதன் கிழமை,серада
514,Donnerstag::N,வியாழக் கிழமை,чацвер
515,Freitag::N,வெள்ளிக்கிழமை,пятніца
516,Samstag::N,சனிக்கிழமை,субота
517,Sonntag::N,ஞாயிறுக் கிழமை,нядзеля
518,groß::A,பெரிய,вялікі
519,klein::A,சிறிய,маленькі
520,lang::A,நீண்ட,доўгі
521,kurz::A,குட்டையான,кароткі
522,breit::A,அகலமான,шырокі
523,schmal::A,குறுகலான,вузкі
524,dicht::A,அடர்த்தியான,густы
525,dick[Gegenstand]::A,தடித்த,тоўсты
526,dünn::A,சன்னமான,тонкі
527,fein::A,மெல்லிய,тонкі
528,fest::A,உறுதியாள,моцны
529,flach::A,தட்டையான,плоскі
530,glatt::A,வழுவழுப்பான,гладкі
531,hart::A,கடினமான,цвёрды
532,weich::A,மென்மையான,мяккі
533,rund::A,உருண்டையான,круглы
534,spitz::A,திகந்தமாக,спічасты
535,spitz::A,திகந்தமாக,востраканцовы
536,scharf::A,கூரான,востры
537,stumpf::A,உளம் திறந்த,тупы
538,schwer::A,கனமான,цяжкі
539,schön::A,அழகான,прыгожы
540,heiß::A,சூடான,гарачы
541,warm::A,இதமான,цёплы
542,kalt::A,குளிர்ச்சியான,холадны
543,kühl::A,குளிர்ச்சியான,халаднаваты
544,frisch::A,சுத்தமான,свежы
545,feucht::A,ஈரமான,вільготны
546,nass::A,ஈரமான,мокры
547,trocken::A,உலர்ந்த,сухі
548,voll::A,நிரம்பிய,поўны
549,leer::A,காலியான,пусты
550,offen::A,திறந்த,адкрыты
551,offen::A,திறந்த,адчынены
552,geschlossen::A,மூடப்பட்ட,закрыты
553,geschlossen::A,மூடப்பட்ட,зачынены
554,sauber::A,சுத்தமான,чысты
555,schmutzig::A,அழக்கான,брудны
556,roh::A,கச்சா,сыры
557,reif::A,பழுத்த,спелы
558,lecker::A,சுவைமிக்க,смачны
559,süß::A,இனிப்பான,салодкі
560,bitter::A,கசப்பான,горкі
561,sauer::A,புளிப்பாக,кіслы
562,hell::A,பளபளப்பான,светлы
563,dunkel::A,கருமையான,цёмны
564,schwarz::A,கருப்பு வண்ண,чорны
565,weiß::A,வெண்மையன,белы
566,rot::A,சிவப்பு,чырвоны
567,gelb::A,மஞ்சள் வண்ணம்,жоўты
568,blau::A,நீல வண்ண,сіні
569,grün::A,பச்சை வண்ண,зялёны
570,grau::A,சாம்பல் நிற,шэры
571,bunt::A,வண்ண மயமான,пяресты
572,billig::A,மலிவான,танны
573,teuer::A,விலை அதிகமான,дарагі
574,wertvoll::A,மதிப்புள்ள,цэнны
575,wertvoll::A,மதிப்புள்ள,каштоўны
576,blind::A,பார்வையற்ற,сляпы
577,taub::A,செவிடான,глухі
578,kräftig::A,வலிமையான,магутны
579,stark::A,பலமான,сільны
580,schwach::A,பலவீனமான,слабы
581,fett::A,பருமனாக,тлусты
582,schlank::A,ஒல்லியான,стройны
583,hübsch::A,அழகிய,чароўны
584,böse::A,கேடு விளைவிக்கும்,злы
585,dumm::A,முட்டாள்தனமான,дурны
586,faul::A,சோம்பலான,лянівы
587,fleißig::A,ஊக்கந்தளராத,руплівы
588,geizig::A,கஞேசத்தனமான,прагны
589,klug::A,சாதுரியமான,разумны
590,geschickt::A,திறமையள்ள,умелы
591,lieb::A,அன்புக்குரிய,мілы
592,lustig::A,களிப்புமிக்க,вясёлы
593,sanft::A,சாதுவான,ласкавы
594,hungrig::A,பசியுடன்,галодны
595,krank::A,நோயுற்று,хворы
596,nackt::A,ஆடையற்ற,голы
597,traurig::A,சோகமான,сумны
598,lebendig::A,பிழைப்பு,жывы
599,gut::A,நல்ல,добры
600,schlecht::A,கெட்ட,кепскі
601,richtig::A,சரியான,правільны
602,schlimm::A,அருவருப்பான,агідны
603,wahr::A,உண்மையான,сапраўдны
604,alt::A,பழைய,стары
605,neu::A,புதிய,новы
606,ehemalig::A,முன்நாள்,былы
607,alt[Lebewesen]::A,வயதான,стары
608,jung::A,இளமையான,малады
609,arm::A,ஏழ்மையான,бедны
610,reich::A,செல்வம் படைத்த,багаты
611,bekannt::A,பழக்கப்பட்ட,знаёмы
612,berühmt::A,புகழ்பெற்ற,славуты
613,fremd::A,அயல் நாட்டு,чужы
614,verschieden::A,வித்தியாசமான,розны
615,nah::A,பக்கத்தில் உள்ள,блізкі
616,fern::A,தொலை தூரத்தில்,далёкі
617,linker::A,மீந்திருக்கும்,левы
618,rechter::A,வலதுபக்கம்,правы
619,anderer::A,மற்ற,іншы
620,anderer::A,மற்ற,другі
621,erster::A,முதனமையான,першы
622,zweiter::A,இரண்டாவது,другі
623,dritter::A,மூன்றாவது,трэці
624,letzter::A,கடைசி,апошні
625,allein::ADV,தனியாக,сам
626,allein::ADV,தனியாக,адзін
627,auf einmal::ADV,தடீரென்று,адразу
628,zusammen::ADV,சேர்ந்து,разам
629,lange::ADV,அதிக நோம்,доўга
630,plötzlich::ADV,தடீரென்று,раптам
631,sofort::ADV,உடனடியாக,зараз
632,später::ADV,பிறகு,пазней
633,jetzt::ADV,இப்பொழது,цяпер
634,heute::ADV,இன்று,сёння
635,morgen::ADV,நாளைக்கு,заўтра
636,bald::ADV,சீக்கிரம்,хутка
637,bald::ADV,சீக்கிரம்,неўзабаве
638,dann::ADV,அப்பொழுது,потым
639,gestern::ADV,நேற்று,учора
640,einst::ADV,ஒரே முறை,аднойчы
641,damals::ADV,அப்பொழுது,тады
642,danach::ADV,பிற்பாடு,затым
643,vorher::ADV,முன்பாக,раней
644,zuerst::ADV,முதலில்,спярша
645,zuerst::ADV,முதலில்,спачатку
646,einmal::ADV,ஒரே முறை,адзін раз
647,manchmal::ADV,சில நேரங்களில்,часам
648,oft::ADV,அடிக்கடி,часта
649,immer::ADV,எப்பொழுதும்,заўсёды
650,niemals::ADV,ஒருபோதும் இல்லை,ніколі
651,hier::ADV,இங்கே,тут
652,hierhin::ADV,இவ்விடத்திற்கு,сюды
653,von hier::ADV,இனி,адсюль
654,von hier::ADV,இனி,адгэтуль
655,dort::ADV,அங்கே,там
656,dorthin::ADV,அவ்விடத்திற்கு,туды
657,geradeaus::ADV,முன்னாலிருக்கும்,прама
658,vorwärts::ADV,முன்புறமாக,наперад
659,rückwärts::ADV,பின்னோக்கி,назад
660,zurück::ADV,பின்பக்கம்,назад
661,unten::ADV,கீழாக,унізе
662,hinab::ADV,கீழ் நோக்கி,уніз
663,oben::ADV,மேலே,угары
664,oben::ADV,மேலே,наверсе
665,hinauf::ADV,மேலே,угару
666,überall::ADV,எல்லா இடத்திலும்,усюды
667,nicht::ADV,இல்லை,не
668,ein wenig::ADV,கொஞ்சம்,трошкі
669,kaum::ADV,அரிதாக,ледзьве
670,sehr::ADV,மிக்க,вельмі
671,so::ADV,மிகவும்,так
672,noch::ADV,இப்பொழுதும்,яшчэ
673,nur::ADV,மட்டும்,толькі
674,schon::ADV,ஏற்கனவே,ужо
675,wieder::ADV,மறுபடியும்,зноў
676,vergebens::ADV,வீண்,дарма
677,vergebens::ADV,வீண்,дарэмна
678,vor::PRP,முன்,перад
679,hinter::PRP,பின்பக்கம்,за
680,hinter::PRP,பின்பக்கம்,ззаду
681,unter::PRP,கீழே,пад
682,durch::PRP,ஊடே,праз
683,neben::PRP,அடுத்து,каля
684,zwischen::PRP,இடையில்,між
685,zwischen::PRP,இடையில்,паміж
686,wegen::PRP,ஏனெனில்,з-за
