,Concept_ID,sq,eu
108,Donner::N,gjëmim,ihurtzuri
109,Donner::N,bubullimë,ostots
110,Donner::N,bubullimë,ihurtzuri
111,Strömung::N,rrymë,laster
112,Tropfen::N,pikë,xorta
113,Schaum::N,shkumë,bits
114,Schmutz::N,baltë,lohi
115,Schmutz::N,baltë,zikin
116,See::N,liqen,laku
117,See::N,liqen,aintzira
118,Sumpf::N,batak,zingira
119,Moor::N,kënetë,zohikaztegi
120,Wiese::N,livadh,larre
121,Wiese::N,livadh,belardi
122,Wald::N,pyll,baso
123,Wald::N,pyll,oihan
124,Hügel::N,kodër,muino
125,Hügel::N,kodër,pentoka
126,Anhöhe::N,bregore,garai
127,Anhöhe::N,bregore,goragune
128,Berg::N,mal,mendi
129,Gipfel::N,kulm,gain
130,Gipfel::N,kulm,tontor
131,Höhle::N,shpellë,kobazulo
132,Höhle::N,zgafelle,kobazulo
133,Abhang::N,shpat,aldapa
134,Abhang::N,tatëpjetë,aldapa
135,Quelle::N,krua,iturri
136,Quelle::N,krua,iturbegi
137,Quelle::N,burim,iturri
138,Quelle::N,burim,iturbegi
139,Bach::N,virua,lats
140,Bach::N,virua,erreka
141,Fluss::N,lumë,ibai
142,Fluss::N,lumë,uhaitz
143,Ufer::N,breg,bazter
144,Küste::N,anëdet,itsasalde
145,Küste::N,bregdet,itsasalde
146,Festland::N,kontinent,lehor
147,Meer::N,det,itsaso
148,Bucht::N,gji deti,golko
149,Insel::N,ishull,irla
150,Insel::N,ishull,uharte
151,Insel::N,ujdhesë,irla
152,Insel::N,ujdhesë,uharte
153,Blume::N,lule,lili
154,Gras::N,bar,belar
155,Wurzel::N,rrënjë,zuztar
156,Wurzel::N,rrënjë,sustrai
157,Baum::N,pemë,zuhaitz
158,Stamm::N,trung,enbor
159,Rinde::N,lëvore,azal
160,Ast::N,degë,adar
161,Zweig::N,bisk,abar
162,Blatt::N,fletë,hosto
163,Blatt::N,gjethe,hosto
164,Birke::N,mështekën,urki
165,Kiefer[Baum]::N,pishë,ler
166,Weide[Baum]::N,shelg,zume
167,Weide[Baum]::N,shelg,sahats
168,Tanne::N,bredh,izei
169,Horn::N,bri,adar
170,Feder::N,pupël,luma
171,Feder::N,pupël,hegaki
172,Fell::N,lëkurë,ile
173,Fell::N,lëkurë,larru
174,Flügel::N,krah,hego
175,Flügel::N,fletë,hego
176,Klaue::N,kthetër,atzapar
177,Kralle::N,thua,erpe
178,Kralle::N,thua,atzapar
179,Kralle::N,kthetër,erpe
180,Kralle::N,kthetër,atzapar
181,Schwanz::N,bisht,isats
182,Schwanz::N,bisht,buztan
183,Ei::N,vezë,arrautza
184,Nest::N,fole,habia
185,Bau::N,strofkë,ohantze
186,Tier::N,kafshë,abere
187,Tier::N,kafshë,piztia
188,Herde::N,kope,saldo
189,Herde::N,kope,abere talde
190,Herde::N,grigjë,saldo
191,Herde::N,grigjë,abere talde
192,Kuh::N,lopë,behi
193,Bulle::N,dem,zezen
194,Pferd::N,kalë,zaldi
195,Schaf::N,dele,ardi
196,Schwein::N,derr,urde
197,Schwein::N,derr,txerri
198,Hund::N,qen,txakur
199,Katze::N,mace,katu
200,Bär::N,ari,hartz
201,Eichhörnchen::N,ketër,urtxintxa
202,Elch::N,dre brilopatë,altze
203,Fuchs::N,dhelpër,azeri
204,Hase::N,lepur,erbi
205,Maus::N,mi,sagu
206,Wolf::N,ujk,otso
207,Vogel::N,zog,txori
208,Vogel::N,zog,hegazti
209,Vogel::N,shpend,txori
210,Vogel::N,shpend,hegazti
211,Schwarm::N,luzmë,aldra
212,Huhn::N,pulë,oilo
213,Hahn::N,gjel,oilar
214,Hahn::N,këndes,oilar
215,Gans::N,patë,antzara
216,Adler::N,shqiponjë,arrano
217,Ente::N,rosë,ahate
218,Eule::N,buf,hontza
219,Kranich::N,lejlek,kurrilo
220,Kranich::N,kurrillë,kurrilo
221,Krähe::N,sorrë,bele
222,Kuckuck::N,qyqe,kuku
223,Schwan::N,mjellmë,beltxarga
224,Fisch::N,peshk,arrain
225,Barsch::N,purtekë,perka
226,Hecht::N,mlysh,lutxo
227,Schlange[Tier]::N,gjarpër,suge
228,Wurm::N,krimb,har
229,Spinne::N,marimangë,armiarma
230,Ameise::N,thnegël,inurri
231,Ameise::N,milingonë,inurri
232,Laus::N,morr,zorri
233,Mücke::N,kunup,eltxo
234,Mücke::N,mushkonjë,eltxo
235,Fliege::N,mizë,euli
236,Schmetterling::N,flutur,pinpirin
237,Schmetterling::N,flutur,tximeleta
238,Beere::N,frutë,baia
239,Beere::N,manaferrë,baia
240,Apfel::N,mollë,sagar
241,Pilz::N,kërpudhë,onddo
242,Pilz::N,kërpudhë,perretxiko
243,Zwiebel::N,qepë,tipula
244,Saat::N,farë,haziak
245,Korn::N,grurë,ale
246,Korn::N,grurë,pikor
247,Korn::N,kokërr,ale
248,Korn::N,kokërr,pikor
249,Heu::N,sanë,belar ondu
250,Schale::N,lëkurë,azal
251,Grube::N,gropë,hobi
252,Falle::N,kurth,harrapagailu
253,Falle::N,grackë,harrapagailu
254,Schlinge::N,nyjë,bilur
255,Schlinge::N,nyjë,xedera
256,Spur::N,gjurmë,lorratz
257,Asche::N,hi,errauts
258,Dreck::N,baltë,satsukeria
259,Eisen::N,hekur,burdina
260,Gold::N,ar,urre
261,Gold::N,ar,urregorri
262,Gold::N,flori,urre
263,Gold::N,flori,urregorri
264,Silber::N,argjend,zilar
265,Silber::N,argjend,urrezuri
266,Kohle::N,qymyr,ikatz
267,Glas::N,qelq,beira
268,Lehm::N,argjilë,buztin
269,Sand::N,rërë,harea
270,Sand::N,rërë,hondar
271,Mensch::N,njeri,gizaki
272,Mann::N,burrë,gizon
273,Mann::N,mashkull,gizon
274,Frau::N,grua,andere
275,Frau::N,grua,emakume
276,Frau::N,femër,andere
277,Frau::N,femër,emakume
278,Kind::N,kalama,haur
279,Junge::N,djalë,mutil
280,Mädchen::N,gocë,neska
281,Mädchen::N,vajzë,neska
282,Familie::N,familje,sendi
283,Familie::N,familje,familia
284,Großvater::N,gjysh,aitona
285,Großvater::N,gjysh,aitatxi
286,Großmutter::N,gjyshe,amona
287,Großmutter::N,gjyshe,amatxi
288,Eltern::N,prindër,gurasoak
289,Vater::N,atë,aita
290,Mutter::N,nënë,ama
291,Sohn::N,bir,seme
292,Tochter::N,bijë,alaba
293,Bruder::N,vëlla,neba
294,Bruder::N,vëlla,anaia
295,Schwester::N,motër,ahizpa
296,Onkel::N,dajë,osaba
297,Onkel::N,xhaxha,osaba
298,Tante::N,teze,izeba
299,Tante::N,hallë,izeba
300,Ehemann::N,burrë,senar
301,Ehemann::N,bashkëshort,senar
302,Ehefrau::N,grua,emazte
303,Ehefrau::N,bashkëshorte,emazte
304,Freude::N,gaz,poz
305,Freude::N,gaz,pozkari
306,Freude::N,gëzim,poz
307,Freude::N,gëzim,pozkari
308,Gelächter::N,qeshje,barre
309,Gelächter::N,qeshje,karkara
310,Glück::N,lumturi,zori
311,Kummer::N,brengë,xangrin
312,Kummer::N,brengë,atsekabe
313,Kummer::N,pikëllim,xangrin
314,Kummer::N,pikëllim,atsekabe
315,Wunsch::N,dëshirë,nahi
316,Wunsch::N,dëshirë,nahikunde
317,Lust::N,epsh,gogo
318,Lust::N,dashuri,gogo
319,Geist::N,frymë,gogo
320,Geist::N,shpirt,gogo
321,Gedanke::N,ide,gogoeta
322,Gedanke::N,mendim,gogoeta
323,Gedächtnis::N,kujtesë,oroimen
324,Gedächtnis::N,kujtesë,gogoramen
325,Verstand::N,mend,adimen
326,Verstand::N,mend,ulermen
327,Sinn::N,kuptim,zentzu
328,Grund::N,arsye,zergati
329,Wahrheit::N,vërtetë,egia
330,Gespräch::N,bisedim,hizketa
331,Gespräch::N,bisedim,elkarrizketa
332,Märchen::N,përrallë,ipuin
333,Erzählung::N,tregim,edesti
334,Erzählung::N,tregim,kontakizun
335,Nachricht::N,lajm,albiste
336,Neuigkeit::N,risi,berri
337,Name::N,emër,izen
338,Rätsel::N,gjëzë,asmakizun
339,Rätsel::N,gjëegjëzë,asmakizun
340,Rede::N,fjalim,hitzaldi
341,Rede::N,fjalim,mintzaldi
342,Sprache::N,gjuhë,hizkuntza
343,Stimme::N,zë,ahots
344,Wort::N,fjalë,hitz
345,Zeichen::N,shenjë,agerbide
346,Zeichen::N,shenjë,agergarri
347,Ruf::N,thirrmë,dei
348,Lärm::N,zhurmë,zarata
349,Lärm::N,zhurmë,harrabots
350,Laut::N,tingull,hots
351,Ton::N,ton,tonu
352,Ton::N,ton,soinu
353,Lied::N,këngë,abesti
354,Ruhe::N,qetësi,nasaitasun
355,Leute::N,botë,jende
356,Leute::N,njerëz,jende
357,Volk::N,popull,herri
358,Volk::N,popull,populu
359,Arbeit::N,punë,lan
360,Gast::N,mik,arrotz
361,Gast::N,mik,apopilo
362,Gast::N,mysafir,arrotz
363,Gast::N,mysafir,apopilo
364,Geschenk::N,dhuratë,opari
365,Geschenk::N,peshqesh,opari
366,Spiel::N,lojë,jolas
367,Gesellschaft::N,shoqëri,gizarte
368,Hilfe::N,ndihmë,helpide
369,Hilfe::N,ndihmë,laguntza
370,Freund::N,mik,lagun
371,Kamerad::N,shok,adiskide
372,Kamerad::N,shok,lagunkide
373,Angelegenheit::N,punë,afera
374,Anzahl::N,sasi,kopuru
375,Art::N,lloj,mota
376,Stück::N,copë,puska
377,Teil::N,pjesë,atal
378,Hälfte::N,gjysmë,erdi
379,Kreis::N,qark,biribilki
380,Kreis::N,rreth,biribilki
381,Kreuz::N,kryq,gurutze
382,Linie::N,vijë,linea
383,Strich::N,vizë,marra
384,Abstand::N,distancë,tarte
385,Entfernung::N,largim,urrunera
386,Gegend::N,vise,alderdi
387,Gegend::N,vise,eskualde
388,Gegend::N,krahinë,alderdi
389,Gegend::N,krahinë,eskualde
390,Platz::N,shesh,leku
391,Ort::N,vend,toki
392,Seite::N,anë,albo
393,Mitte::N,mes,erdi
394,Gegenstand::N,send,gauzaki
395,Sache::N,gjë,gauza
396,Sache::N,send,gauza
397,Rand::N,qoshe,ertz
398,Kante::N,teh,ertz
399,Ecke::N,qoshe,kantoi
400,Spitze::N,majë,punta
401,Ende::N,skaj,buru
402,Ende::N,skaj,mutur
403,Ende::N,bisht,buru
404,Ende::N,bisht,mutur
405,Loch::N,vrimë,zulo
406,Winkel::N,kënd,zoko
407,Winkel::N,kënd,bazter
408,Muster::N,mostër,eredu
409,Muster::N,mostër,marrazki
410,Größe::N,madhësi,kaizu
411,Größe::N,madhësi,tamaina
412,Länge::N,gjatësi,luzera
413,Höhe::N,lartësi,goiera
414,Höhe::N,lartësi,garaiera
415,Gewicht::N,peshë,hazta
416,Menge::N,sasi,kopuru
417,Haufen::N,grumbull,pila
418,Haufen::N,grumbull,mendoi
419,Reihe::N,radhë,ilara
420,Reihe::N,radhë,errenkada
421,Reihe::N,rresht,ilara
422,Reihe::N,rresht,errenkada
423,Boot::N,barkë,potin
424,Boot::N,barkë,txalupa
425,Boot::N,lundër,potin
426,Boot::N,lundër,txalupa
427,Ruder::N,rrem,arraun
428,Schlitten::N,sajë,lera
429,Schlitten::N,sajë,narra
430,Ski::N,ski,eski
431,Lagerfeuer::N,flakadan,su
432,Lagerfeuer::N,zjarr i madh,su
433,Last::N,barrë,zama
434,Last::N,barrë,karga
435,Gang::N,ecje,ibilera
436,Schritt::N,hap,pauso
437,Schritt::N,hap,urrats
438,Norden::N,veri,ipar
439,Norden::N,veri,iparralde
440,Süden::N,jug,hego
441,Süden::N,jug,hegoalde
442,Westen::N,perëndim,sartalde
443,Westen::N,perëndim,mendebalde
444,Osten::N,lindje,ekialde
445,Osten::N,lindje,sortalde
446,Holz::N,dru,zur
447,Brett::N,dërrasë,ohol
448,Platte::N,pllakë,lauza
449,Stütze::N,shtyllë,irozgarri
450,Stütze::N,shtyllë,bermagailu
451,Stütze::N,mbështetesë,irozgarri
452,Stütze::N,mbështetesë,bermagailu
453,Stange::N,shufër,haga
454,Stock::N,dajak,makila
455,Stab::N,shkop,makila
456,Rohr::N,tub,hodi
457,Haus::N,shtëpi,etxe
458,Heim::N,konak,etxe
459,Heim::N,konak,etxaleku
460,Heim::N,shtëpi,etxe
461,Heim::N,shtëpi,etxaleku
462,Ofen::N,sobë,berogailu
463,Ofen::N,stufë,berogailu
464,Fußboden::N,dysheme,zoru
465,Tisch::N,tryezë,mahai
466,Stuhl::N,karrige,aulki
467,Wiege::N,djep,kuma
468,Wiege::N,djep,sehaska
469,Bett::N,shtrat,ohe
470,Bett::N,shtrat,ohatze
471,Regal::N,raft,apalategi
472,Kiste::N,kuti,kutxa
473,Fenster::N,dritare,leiho
474,Tür::N,derë,ate
475,Tor::N,portë,atari
476,Zaun::N,gardh,hesi
477,Dach::N,çati,teilatu
478,Leiter::N,shkallë,zurubi
479,Besen::N,fshesë,erratz
480,Spaten::N,lopatë,burdinpala
481,Schaufel::N,qyrek,pala
482,Gabel::N,pirun,sardexka
483,Löffel::N,lugë,koilara
484,Messer::N,thikë,aizto
485,Nagel::N,gozhdë,iltze
486,Netz::N,rrjetë,sare
487,Haken::N,grep,mako
488,Haken::N,grremç,mako
489,Griff::N,dorak,eskutoki
490,Griff::N,dorezë,eskutoki
491,Schloss::N,bravë,sarraila
492,Bild::N,tablo,irudi
493,Bild::N,pikturë,irudi
494,Figur::N,figurë,figura
495,Puppe::N,kukull,panpina
496,Puppe::N,kukull,andrakila
497,Beutel::N,qese,zorro
498,Beutel::N,trastë,zorro
499,Bündel::N,deng,azao
500,Bündel::N,deng,espal
501,Tasche::N,çantë,poltsa
502,Eimer::N,kovë,treska
503,Deckel::N,kapak,tapa
504,Deckel::N,kapak,estalki
505,Deckel::N,mbulesë,tapa
506,Deckel::N,mbulesë,estalki
507,Geschirr::N,enë,baxera
508,Geschirr::N,enë,ontziteria
509,Sack::N,thes,zaku
510,Sack::N,torbë,zaku
511,Tasse::N,filxhan,kikara
512,Topf::N,kusi,ontzi
513,Topf::N,kusi,lapiko
514,Topf::N,tenxhere,ontzi
515,Topf::N,tenxhere,lapiko
516,Kessel::N,kazan,pazia
517,Essen::N,ngrënie,janaldi
518,Nahrung::N,ushqim,jan
519,Speise::N,gatesë,jaki
520,Fleisch::N,mish,okela
521,Fleisch::N,mish,haragi
522,Getreide::N,drithë,labore
523,Brei::N,qull,ahi
524,Brei::N,qull,pure
525,Brot::N,bukë,ogi
526,Scheibe::N,fetë,xerra
527,Scheibe::N,fetë,pirripita
528,Fett::N,lyrë,urin
529,Fett::N,lyrë,koipe
530,Fett::N,yndyrë,urin
531,Fett::N,yndyrë,koipe
532,Butter::N,gjalpë,gurin
533,Öl::N,vaj,olio
534,Salz::N,kripë,gatz
535,Suppe::N,supë,zopa
536,Suppe::N,supë,salda
537,Suppe::N,çorbë,zopa
538,Suppe::N,çorbë,salda
539,Honig::N,mjaltë,ezti
540,Milch::N,qumësht,esne
541,Tee::N,çaj,te
542,Leder::N,lëkurë,larru
543,Wolle::N,lesh,artile
544,Stoff::N,pëlhurë,ehun
545,Nadel::N,gjilpërë,orratz
546,Nadel::N,gjilpërë,jostorratz
547,Faden::N,pe,hari
548,Faden::N,fije,hari
549,Knopf::N,kopsë,botoi
550,Knoten::N,komb,korapilo
551,Farbe::N,bojë,pintura
552,Kleidung::N,veshje,arropa
553,Kleidung::N,veshje,jantziak
554,Hemd::N,këmishë,atorra
555,Hemd::N,këmishë,alkandora
556,Kragen::N,jakë,idun
557,Ärmel::N,mëngë,mahuka
558,Hose::N,brekë,prakak
559,Hose::N,brekë,galtzak
560,Gürtel::N,rrip,gerriko
561,Mütze::N,kësulë,txano
562,Mütze::N,kësulë,txapel
563,Schuh::N,këpucë,oski
564,Schuh::N,këpucë,oinetako
565,Stiefel::N,çizme,bota
566,Ring::N,unazë,uztai
567,Band::N,shirit,zinta
568,Band::N,shirit,xingola
569,Kamm::N,krehër,orrazi
570,Spiegel::N,pasqyrë,mirail
571,Riemen::N,rrip,uhal
572,Schnur::N,litar,lokailu
573,Schnur::N,cikomë,lokailu
574,Leine::N,rrip,lotura
575,Decke::N,batanije,burusi
576,Kissen::N,jastëk,kuxin
577,Tuch::N,shami,zapi
578,Tuch::N,shami,oihal
579,Handtuch::N,peshqir,eskuzapi
580,Handtuch::N,peshqir,eskuoihal
581,Kraft::N,forcë,indar
582,Stärke::N,koll,indar
583,Gesundheit::N,shëndet,osasun
584,Krankheit::N,sëmundje,eritasun
585,Krankheit::N,sëmundje,gaixotasun
586,Schmerz::N,dhimbje,min
587,Wunde::N,plagë,zauri
588,Fieber::N,ethe,sukar
589,Arznei::N,ilaç,osagai
590,Arznei::N,ilaç,sendagai
591,Brücke::N,urë,zubi
592,Brunnen::N,pus,putzu
593,Weide::N,kullotë,alha
594,Weide::N,kullotë,bazkaleku
595,Pfad::N,ravë,zidor
596,Pfad::N,ravë,bidexka
597,Pfad::N,shteg,zidor
598,Pfad::N,shteg,bidexka
599,Weg::N,udhë,bide
600,Weg::N,shteg,bide
601,Straße::N,rrugë,errepide
602,Dorf::N,fshat,herri
603,Dorf::N,katund,herri
604,Stadt::N,qytet,hiri
605,Brief::N,letër,gutun
606,Brief::N,letër,eskutitz
607,Buch::N,libër,liburu
608,Buchstabe::N,shkronjë,hizki
609,Zeitung::N,gazetë,egunkari
610,Leben::N,jetë,bizi
611,Leben::N,jetë,bizitza
612,Tod::N,mortje,herio
613,Tod::N,mortje,heriotza
614,Grab::N,varr,hobi
615,Grab::N,varr,hilobi
616,Kirche::N,kishë,eliza
617,Sünde::N,mëkat,hoben
618,Sünde::N,mëkat,bekatu
619,Sünde::N,gjynah,hoben
620,Sünde::N,gjynah,bekatu
621,Gott::N,hy,jainko
622,Gott::N,zot,jainko
623,Arbeiter::N,punëtor,langile
624,Arbeiter::N,punëtor,behargin
625,Chef::N,shef,nagusi
626,Chef::N,drejtues,nagusi
627,Meister::N,mjeshtër,maisu
628,Arzt::N,mjek,osagile
629,Arzt::N,mjek,sendagile
630,Arzt::N,doktor,osagile
631,Arzt::N,doktor,sendagile
632,Lehrer::N,mësues,irakasle
633,Lehrer::N,arsimtar,irakasle
634,Geld::N,para,diru
635,Geld::N,holla,diru
636,Geschäft::N,ujdi,negozio
637,Geschäft::N,biznes,negozio
638,Laden::N,dyqan,denda
639,Laden::N,dyqan,saltegi
640,Preis::N,çmim,prezio
641,Preis::N,çmim,salneurri
642,Ware::N,mall,salgai
643,Nutzen::N,dobi,onura
644,Nutzen::N,dobi,probetxu
645,Nutzen::N,leverdi,onura
646,Nutzen::N,leverdi,probetxu
647,Reichtum::N,kamje,aberastasun
648,Reichtum::N,pasuri,aberastasun
649,Welt::N,botë,ludi
650,Welt::N,botë,mundu
651,Land::N,vend,herrialde
652,Staat::N,shtet,estatu
653,König::N,mbret,errege
654,Macht::N,fuqi,botere
655,Macht::N,pushtet,botere
656,Grenze::N,kufi,muga
657,Krieg::N,luftë,guda
658,Feind::N,armik,etsai
659,Feind::N,armik,arerio
660,Gewalt::N,dhunë,bortxa
661,Gewalt::N,dhunë,bortizkeria
662,Kampf::N,luftim,gudu
663,Kampf::N,luftim,auska
664,Bogen[Waffe]::N,hark,arku
665,Pfeil::N,shigjetë,gezi
666,Gewehr::N,pushkë,fusil
667,Fehler::N,gafë,huts
668,Fehler::N,gafë,hutsegin
669,Fehler::N,gabim,huts
670,Fehler::N,gabim,hutsegin
671,Lüge::N,gënjeshtër,gezur
672,Schaden::N,dëm,kalte
673,Schaden::N,zarar,kalte
674,Unglück::N,fatkeqësi,zoritxar
675,Unglück::N,fatkeqësi,zorigaitz
676,Schuld::N,faj,erru
677,Alter::N,moshë,adin
678,Schluss::N,fund,bukaera
679,Zeit::N,kohë,aldi
680,Zeit::N,kohë,denbora
681,Tag::N,ditë,egun
682,Morgen::N,mëngjes,goiz
683,Mittag::N,mesditë,eguerdi
684,Abend::N,mbrëmje,arrats
685,Nacht::N,natë,gau
686,Woche::N,javë,aste
687,Monat::N,muaj,hil
688,Jahr::N,vit,urte
689,Frühling::N,pranverë,udalehen
690,Sommer::N,verë,uda
691,Herbst::N,vjeshtë,udazken
692,Herbst::N,vjeshtë,neguantz
693,Winter::N,dimër,negu
694,Januar::N,janar,urtarril
695,Februar::N,shkurt,otsail
696,März::N,mars,martxo
697,April::N,prill,apiril
698,Mai::N,maj,maiatz
699,Juni::N,qershor,ekain
700,Juli::N,korrik,uztail
701,August::N,gusht,abuztu
702,September::N,shtator,irail
703,Oktober::N,tetor,urri
704,November::N,nëntor,azaro
705,Dezember::N,dhjetor,abendu
706,Montag::N,hënë,astelehen
707,Dienstag::N,martë,astearte
708,Mittwoch::N,mërkurë,asteazken
709,Donnerstag::N,enjte,ostegun
710,Freitag::N,premte,ostiral
711,Samstag::N,shtunë,larunbat
712,Sonntag::N,diel,igande
713,groß::A,madh,handi
714,klein::A,vogël,txiki
715,lang::A,gjatë,luze
716,kurz::A,shkurtër,labur
717,breit::A,gjerë,zabal
718,schmal::A,ngushtë,mehar
719,dicht::A,dendur,sarri
720,dicht::A,dendur,trinko
721,dick[Gegenstand]::A,trashë,lodi
722,dünn::A,hollë,mehe
723,fein::A,imët,fin
724,fest::A,fortë,tinko
725,flach::A,sheshtë,lau
726,flach::A,sheshtë,ordoki
727,glatt::A,rrafshët,leun
728,hart::A,fortë,gogor
729,weich::A,butë,bigun
730,weich::A,butë,beratz
731,rund::A,rrumbullakët,biribil
732,spitz::A,majëmprehtë,puntadun
733,scharf::A,mprehtë,zorrotz
734,stumpf::A,topitur,kamuts
735,schwer::A,rëndë,astun
736,schwer::A,rëndë,pisutsu
737,schön::A,bukur,eder
738,heiß::A,nxehtë,bero
739,heiß::A,nxehtë,oso bero
740,warm::A,ngrohtë,bero
741,kalt::A,ftohtë,hotz
742,kühl::A,freskët,hotzil
743,frisch::A,pastër,fresko
744,frisch::A,pastër,hozkirri
745,feucht::A,lagësht,heze
746,nass::A,lagur,busti
747,trocken::A,thatë,siku
748,trocken::A,thatë,lehor
749,voll::A,plotë,bete
750,leer::A,bosh,huts
751,leer::A,zbrazët,huts
752,offen::A,hapur,ireki
753,geschlossen::A,mbyllur,itxita
754,sauber::A,dëlirë,xahu
755,sauber::A,dëlirë,garbi
756,schmutzig::A,ndyrë,lohi
757,schmutzig::A,ndyrë,zikin
758,roh::A,gjallë,gordin
759,reif::A,arrirë,umo
760,reif::A,arrirë,heldu
761,lecker::A,shijshëm,goxo
762,süß::A,ëmbël,goxo
763,bitter::A,hidhur,karmin
764,bitter::A,hidhur,garratz
765,sauer::A,thartë,mingots
766,hell::A,me dritë,argi
767,dunkel::A,errët,ilun
768,schwarz::A,i zi,beltz
769,weiß::A,bardhë,zuri
770,rot::A,kuq,gorri
771,gelb::A,verdhë,hori
772,blau::A,blu,urdin
773,blau::A,kaltër,urdin
774,grün::A,blertë,berde
775,grün::A,blertë,musker
776,grün::A,gjelbër,berde
777,grün::A,gjelbër,musker
778,grau::A,hirtë,urdin
779,grau::A,hirtë,urdinabar
780,grau::A,bojë hiri,urdin
781,grau::A,bojë hiri,urdinabar
782,bunt::A,shumëngjyrëshëm,koloretsu
783,billig::A,lirë,merke
784,teuer::A,shtrenjtë,garesti
785,wertvoll::A,çmuar,baliotsu
786,wertvoll::A,vlershëm,baliotsu
787,blind::A,qorr,itsu
788,blind::A,verbër,itsu
789,taub::A,shurdhër,gor
790,kräftig::A,fuqishëm,kementsu
791,stark::A,fortë,bizkor
792,stark::A,fortë,indartsu
793,schwach::A,dobët,ahul
794,schwach::A,dobët,indargabe
795,fett::A,dhjamur,gizen
796,schlank::A,hollë,lerden
797,hübsch::A,bukur,polit
798,hübsch::A,hijshëm,polit
799,böse::A,keq,tzar
800,böse::A,keq,gaizto
801,dumm::A,teveqel,lelo
802,dumm::A,teveqel,pello
803,faul::A,dembel,nagi
804,faul::A,dembel,alfer
805,fleißig::A,zellshëm,maratz
806,fleißig::A,zellshëm,lanzale
807,geizig::A,kurnac,zeken
808,geizig::A,kurnac,zikoitz
809,geizig::A,dorështrënguar,zeken
810,geizig::A,dorështrënguar,zikoitz
