,Concept_ID,ko,ru
335,Tisch::N,탁자,стол
336,Stuhl::N,의자,стул
337,Wiege::N,발상지,колыбель
338,Bett::N,침대,постель
339,Regal::N,서가,полка
340,Kiste::N,짐궤,ящик
341,Fenster::N,눔,окно
342,Tür::N,문,дверь
343,Tor::N,대문,ворота
344,Zaun::N,담장,забор
345,Dach::N,지붕,крыша
346,Leiter::N,사닥다리,лестница
347,Besen::N,비,метла
348,Spaten::N,가래,лопата
349,Schaufel::N,삽,совок
350,Gabel::N,갈래,вилка
351,Löffel::N,숟가락,ложка
352,Messer::N,나이프,нож
353,Nagel::N,발툽,гвоздь
354,Netz::N,그물,сеть
355,Haken::N,갈고리,крюк
356,Griff::N,움켜쥠,ручка
357,Schloss::N,자물쇠,замок
358,Bild::N,그림,картина
359,Figur::N,몸메,фигура
360,Puppe::N,인형,кукла
361,Beutel::N,클,мешок
362,Bündel::N,자근다발,связка
363,Tasche::N,가방,сумка
364,Eimer::N,동이,ведро
365,Deckel::N,뚜껑,крышка
366,Geschirr::N,식시,посуда
367,Sack::N,조갑,мешок
368,Tasse::N,차잔,чашка
369,Topf::N,단지,кастрюля
370,Kessel::N,주전자,котел
371,Essen::N,먹기,еда
372,Nahrung::N,식료,пища
373,Speise::N,음식물,блюдо
374,Speise::N,음식물,кушанье
375,Fleisch::N,고기,мясо
376,Getreide::N,곡물,хлеб
377,Brei::N,젤리,каша
378,Brot::N,빵,хлеб
379,Scheibe::N,원반,ломоть
380,Fett::N,기름,жир
381,Butter::N,버터,масло
382,Öl::N,올리브유,масло
383,Salz::N,소금,соль
384,Suppe::N,국,суп
385,Suppe::N,수프,суп
386,Honig::N,감미,мед
387,Milch::N,유즙,молоко
388,Tee::N,차,чай
389,Leder::N,가죽,кожа
390,Wolle::N,양털,шерсть
391,Stoff::N,패료,ткань
392,Nadel::N,바늘,игла
393,Faden::N,콘실,нитка
394,Knopf::N,단추,пуговица
395,Knoten::N,곁절,узел
396,Farbe::N,색,краска
397,Kleidung::N,옷입기,одежда
398,Hemd::N,속옷,рубашка
399,Kragen::N,깃,воротник
400,Ärmel::N,소매,рукав
401,Hose::N,바지,брюки
402,Gürtel::N,밴드,пояс
403,Mütze::N,모자,шапка
404,Schuh::N,구두,ботинок
405,Stiefel::N,장화,сапог
406,Ring::N,고리,кольцо
407,Band::N,리본,лента
408,Kamm::N,빗,расческа
409,Spiegel::N,거울,зеркало
410,Riemen::N,가죽끈,ремень
411,Schnur::N,밧줄,веревка
412,Leine::N,고삐줄,поводок
413,Decke::N,이부자리,одеяло
414,Kissen::N,깔개,подушка
415,Tuch::N,천,платок
416,Handtuch::N,수건,полотенце
417,Kraft::N,세력,сила
418,Stärke::N,힘,крепость
419,Gesundheit::N,위생,здоровье
420,Krankheit::N,병,болезнь
421,Schmerz::N,아픔고통,боль
422,Wunde::N,상처,рана
423,Fieber::N,열별,лихорадка
424,Fieber::N,열별,температура
425,Arznei::N,약,лекарство
426,Brücke::N,교량,мост
427,Brunnen::N,원천,колодец
428,Weide::N,목장,пастбище
429,Pfad::N,좁은길,тропа
430,Weg::N,길,путь
431,Weg::N,길,дорога
432,Straße::N,길,улица
433,Straße::N,길,дорога
434,Dorf::N,촌,деревня
435,Dorf::N,촌락,деревня
436,Stadt::N,도시,город
437,Brief::N,서한,письмо
438,Buch::N,책,книга
439,Buchstabe::N,문자,буква
440,Zeitung::N,신문,газета
441,Leben::N,삶,жизнь
442,Tod::N,죽음,смерть
443,Grab::N,무덤,могила
444,Kirche::N,교회,церковь
445,Sünde::N,부정,грех
446,Gott::N,하느님,бог
447,Arbeiter::N,일하는사람,рабочий
448,Chef::N,사장,начальник
449,Meister::N,명인,мастер
450,Meister::N,대가,мастер
451,Arzt::N,의사,врач
452,Lehrer::N,교사,учитель
453,Geld::N,돈,деньги
454,Geschäft::N,일,занятие
455,Laden::N,가게,магазин
456,Preis::N,가격,цена
457,Ware::N,상품,товар
458,Nutzen::N,이익,выгода
459,Reichtum::N,많음,богатство
460,Welt::N,세상,мир
461,Land::N,지방,страна
462,Staat::N,국가,государство
463,König::N,국왕,король
464,Macht::N,힘,власть
465,Grenze::N,국경,граница
466,Krieg::N,전쟁,война
467,Feind::N,적,враг
468,Gewalt::N,권력,насилие
469,Kampf::N,전투,борьба
470,Bogen[Waffe]::N,활,лук
471,Pfeil::N,화살,стрела
472,Gewehr::N,무기,ружье
473,Fehler::N,오류,ошибка
474,Lüge::N,거짓말,ложь
475,Schaden::N,손상,вред
476,Unglück::N,불행,беда
477,Schuld::N,부채,вина
478,Alter::N,연령,возраст
479,Schluss::N,마감,окончание
480,Zeit::N,때,время
481,Zeit::N,시간,время
482,Tag::N,하루,день
483,Morgen::N,이침,утро
484,Mittag::N,대낮,полдень
485,Abend::N,저녁,вечер
486,Nacht::N,밤,ночь
487,Woche::N,근무일,неделя
488,Monat::N,달,месяц
489,Jahr::N,해,год
490,Frühling::N,봄,весна
491,Sommer::N,여름,лето
492,Herbst::N,가을,осень
493,Winter::N,겨울,зима
494,Januar::N,일월,январь
495,Februar::N,이월,февраль
496,März::N,삼월,март
497,April::N,사월,апрель
498,Mai::N,오월,май
499,Juni::N,유월,июнь
500,Juli::N,칠월,июль
501,August::N,팔월,август
502,September::N,구월,сентябрь
503,Oktober::N,시월,октябрь
504,November::N,십일월,ноябрь
505,Dezember::N,십이월,декабрь
506,Montag::N,월요일,понедельник
507,Dienstag::N,화요일,вторник
508,Mittwoch::N,수요일,среда
509,Donnerstag::N,모교일,четверг
510,Freitag::N,그묘일,пятница
511,Samstag::N,토요일,суббота
512,Sonntag::N,일요일,воскресенье
513,groß::A,큰,большой
514,klein::A,자근,маленький
515,lang::A,긴,длинный
516,kurz::A,짧은,короткий
517,breit::A,넓은,широкий
518,schmal::A,좁은,узкий
519,dicht::A,농밀한,густой
520,dick[Gegenstand]::A,두꺼운,толстый
521,dünn::A,얇은,тонкий
522,fein::A,미세한,тонкий
523,fest::A,굳은,крепкий
524,flach::A,얕은,плоский
525,glatt::A,반들반들한,гладкий
526,hart::A,굳은,твердый
527,weich::A,연한,мягкий
528,rund::A,둥근,круглый
529,spitz::A,뾰족한,остроконечный
530,scharf::A,날카로운,острый
531,stumpf::A,무딘,тупой
532,schwer::A,무거운,тяжелый
533,schön::A,멋진,красивый
534,heiß::A,뜨거운,жаркий
535,warm::A,따뜻한,теплый
536,kalt::A,찬,холодный
537,kühl::A,서늘한,прохладный
538,frisch::A,신선한,свежий
539,feucht::A,축축한,влажный
540,nass::A,젖은,мокрый
541,trocken::A,마른,сухой
542,voll::A,완전한,полный
543,voll::A,완전한,наполненный
544,leer::A,빈,пустой
545,offen::A,열린,открытый
546,geschlossen::A,닫힌,закрытый
547,sauber::A,깨끗한,чистый
548,schmutzig::A,더러운,грязный
549,roh::A,날게잇의,сырой
550,reif::A,이근,зрелый
551,lecker::A,맛있는,вкусный
552,süß::A,단,сладкий
553,bitter::A,찌르는듯한,горький
554,sauer::A,산성의,кислый
555,hell::A,밝은,светлый
556,dunkel::A,어두운,темный
557,schwarz::A,검은,черный
558,weiß::A,하얀,белый
559,rot::A,붉은,красный
560,gelb::A,황색,желтый
561,blau::A,푸른,синий
562,grün::A,녹색의,зеленый
563,grau::A,회색의,серый
564,bunt::A,알록달록한,пестрый
565,billig::A,싼,дешевый
566,teuer::A,값비산,дорогой
567,wertvoll::A,가치가많은,ценный
568,blind::A,눈먼,слепой
569,taub::A,무감간한,глухой
570,kräftig::A,강장한,могучий
571,stark::A,강한,сильный
572,schwach::A,약한,слабый
573,fett::A,실찐,жирный
574,schlank::A,호리호리한,стройный
575,hübsch::A,예쁜,прелестный
576,böse::A,나쁜,злой
577,dumm::A,어리석은,глупый
578,faul::A,너덜너덜한,ленивый
579,fleißig::A,근면한,прилежный
580,geizig::A,인색한,жадный
581,geschickt::A,교묘한,искусный
582,lieb::A,친애하는,милый
583,lustig::A,유쾌한,веселый
584,sanft::A,온화한,нежный
585,hungrig::A,배고픈,голодный
586,krank::A,병든,больной
587,nackt::A,벌거벗은,голый
588,traurig::A,슬픈,грустный
589,lebendig::A,살아있는,живой
590,gut::A,좋은,хороший
591,schlecht::A,나쁜,плохой
592,richtig::A,바른,правильный
593,schlimm::A,못된,отвратительный
594,schlimm::A,못된,мерзкий
595,wahr::A,참된,настоящий
596,alt::A,늙은,старый
597,neu::A,새,новый
598,ehemalig::A,전의,бывший
599,alt[Lebewesen]::A,낡은,пожилой
600,jung::A,젊은,молодой
601,arm::A,가난한,бедный
602,reich::A,풍부한,богатый
603,bekannt::A,저명한,знакомый
604,berühmt::A,유명한,знаменитый
605,fremd::A,타처이,чужой
606,verschieden::A,따른,разный
607,nah::A,가까운,близкий
608,fern::A,먼,далекий
609,linker::A,왼쭉의,левый
610,rechter::A,오른쪽의,правый
611,anderer::A,다른,другой
612,erster::A,첫째,первый
613,zweiter::A,둘째,второй
614,dritter::A,셋째,третий
615,letzter::A,의후자의,последний
616,allein::ADV,훌로,один
617,auf einmal::ADV,갑자기,сразу
618,zusammen::ADV,모아서,вместе
619,lange::ADV,오래,долго
620,plötzlich::ADV,둘연한,вдруг
621,sofort::ADV,즉시,тотчас
622,später::ADV,보다늦은,позже
623,jetzt::ADV,목하,сейчас
624,heute::ADV,오늘,сегодня
625,morgen::ADV,내일,завтра
626,bald::ADV,곱,скоро
627,dann::ADV,그경우에,потом
628,gestern::ADV,어제,вчера
629,einst::ADV,옛날에,однажды
630,damals::ADV,그때에,тогда
631,danach::ADV,그 뒤에,затем
632,vorher::ADV,미리,раньше
633,zuerst::ADV,최초로,сперва
634,einmal::ADV,한번,раз
635,manchmal::ADV,땓대로,иногда
636,oft::ADV,땓대로,часто
637,immer::ADV,늘,всегда
638,niemals::ADV,결코...(하지)않다,никогда
639,hier::ADV,여기,здесь
640,hierhin::ADV,여기로,сюда
641,dort::ADV,거기,там
642,dorthin::ADV,저기예,туда
643,geradeaus::ADV,곧장,прямо
644,vorwärts::ADV,앞으로,вперед
645,rückwärts::ADV,뒤로,назад
646,zurück::ADV,제자리로,обратно
647,unten::ADV,아래에,внизу
648,hinab::ADV,아래쪽으로,вниз
649,oben::ADV,위에,наверху
650,hinauf::ADV,위쪽으로,вверх
651,überall::ADV,도처에,везде
652,nicht::ADV,안,не
653,ein wenig::ADV,적음,немного
654,kaum::ADV,가의,едва
655,sehr::ADV,자주,очень
656,so::ADV,그와같이,так
657,noch::ADV,아직,еще
658,nur::ADV,다만,только
659,schon::ADV,이미,уже
660,wieder::ADV,다시,опять
661,vergebens::ADV,헛되이,напрасно
662,vor::PRP,앞에,перед
663,hinter::PRP,뒤에,за
664,hinter::PRP,뒤에,позади
665,unter::PRP,잍에,под
666,durch::PRP,통고하여,сквозь
667,neben::PRP,와나란히,возле
668,zwischen::PRP,의사이로,между
669,wegen::PRP,때문에,из-за
670,dies::PRN,이,это
671,das::PRN,저,то
672,alles::PRN,모든것,все
673,ich::PRN,나,я
674,du::PRN,너,ты
675,er::PRN,그,он
676,wir::PRN,우리,мы
677,ihr::PRN,너희들,вы
678,sie::PRN,그들,они
679,was::FPRN,뭣,что
680,wer::FPRN,누구,кто
681,wo::FADV,어디,где
682,wohin::FADV,어디로,куда
683,wie::FADV,어떻게,как
684,warum::FADV,왜,почему
685,wieviel::FNUM,얼마만큰,сколько
686,eins::NUM,하나,один
687,zwei::NUM,둘,два
688,drei::NUM,셋,три
689,vier::NUM,넷,четыре
690,fünf::NUM,다섯,пять
691,sechs::NUM,여섯,шесть
692,sieben::NUM,일곱,семь
693,acht::NUM,여덟,восемь
694,neun::NUM,아홉,девять
695,zehn::NUM,열,десять
696,elf::NUM,열하나,одиннадцать
697,zwölf::NUM,열둘,двенадцать
698,zwanzig::NUM,스물,двадцать
699,dreißig::NUM,서름,тридцать
700,vierzig::NUM,마흔,сорок
701,fünfzig::NUM,숸,пятьдесят
702,sechzig::NUM,에순,шестьдесят
703,siebzig::NUM,일흔,семьдесят
704,achtzig::NUM,여든,восемьдесят
705,neunzig::NUM,아흔,девяносто
706,hundert::NUM,백,сто
707,tausend::NUM,천,тысяча
708,und::CNJ,와,и
709,oder::CNJ,아니면,или
710,oder::CNJ,아니면,либо
711,stehen::V,서다,стоять
712,sitzen::V,앉다,сидеть
713,liegen::V,눕다,лежать
714,hängen::V,달다,висеть
715,werden::V,되다,стать
716,passieren::V,지장옶다,случиться
717,beginnen::V,시작되다,начаться
718,enden::V,큳내다,кончиться
719,wechseln::V,병경하다,меняться
720,aufgehen[Sonne]::V,뜨다,взойти
721,untergehen[Sonne]::V,지다,зайти
722,scheinen[Sonne]::V,빛나다,светить
723,donnern::V,천둥치다,греметь
724,wehen::V,풀다,дуть
725,strömen::V,흐르다,литься
726,fließen::V,흐르다,течь
727,sich drehen::V,돌다,вращаться
728,schwanken::V,동요하다,колебаться
729,schwingen::V,흔들다,качаться
730,fallen::V,떨어지다,падать
731,brennen::V,타다,гореть
732,rauchen::V,김이나다,дымить
733,regnen::V,비가오다,дождить
734,gefrieren::V,얼다,замерзнуть
735,tauen::V,녹다,таять
736,schmelzen::V,녹다,плавиться
737,trocknen::V,홈치다,сохнуть
738,sieden::V,끓다,кипеть
739,faulen::V,부패하다,гнить
740,verfaulen::V,썩다,сгнить
741,reißen::V,지바찢다,рваться
742,versinken::V,가라앉다,тонуть
743,vergehen::V,지나가다,проходить
744,erscheinen::V,나타나다,появиться
745,verschwinden::V,사라지다,исчезнуть
746,sinken::V,가라앉다,спадать
747,abnehmen::V,떼어내다,уменьшиться
748,zunehmen::V,증가하다,увеличиваться
749,steigen::V,상승하다,подниматься
750,wachsen::V,생기하다,расти
751,glänzen::V,뛰오나다,блестеть
752,funkeln::V,불티가잍어나다,сверкать
753,lärmen::V,떠들다,шуметь
754,läuten::V,울시다,звонить
755,klingeln::V,초닌총을울리다,звонить
756,klirren::V,탁탁울리다,звякать
757,brausen::V,쏴쏴소리내다,бушевать
758,rauschen::V,솨솨,шелестеть
759,klingen::V,반향하다,звучать
760,bellen::V,짖다,лаять
761,heulen::V,포효하다,выть
762,blasen::V,불다,дунуть
763,pfeifen::V,피리를불다,свистеть
764,schreien::V,절규하다,кричать
765,stöhnen::V,신음하다,стонать
766,zittern::V,저뉼하다,дрожать
767,leben::V,살다,жить
768,geboren werden::V,태어난,родиться
769,atmen::V,숨쉬다,дышать
770,trinken::V,마시다,пить
771,essen::V,먹다,есть
772,essen::V,먹다,кушать
773,schlucken::V,들이켜다,глотать
774,einschlafen::V,잠들다,заснуть
775,schlafen::V,자다,спать
776,aufwachen::V,눈트다,проснуться
777,aufstehen::V,서다,встать
778,sich erholen::V,회복하다,отдыхать
779,schmerzen::V,아프다,болеть
780,husten::V,잔기침하다,кашлять
781,genesen::V,낫다,поправиться
782,sterben::V,죽다,умереть
783,umkommen::V,못쓰게되다,погибнуть
784,sich bewegen::V,움직이다,двигаться
785,sich rühren::V,움직이다,шевельнуться
786,sich erheben::V,이러서다,встать
787,sich setzen::V,앉히다,сесть
788,hinfallen::V,넘어지다,упасть
789,laufen::V,걷다,ходить
790,schreiten::V,보행하다,шагать
791,spazierengehen::V,산보하다,гулять
792,eilen::V,서둘다,спешить
793,sich beeilen::V,서둘게하다,торопиться
794,sausen::V,서들러 떠나다,мчаться
795,rennen::V,달리다,бегать
796,springen::V,도약하다,прыгать
797,klettern::V,갑겨오르다,лазать
798,schaukeln::V,흔들리게하다,раскачиваться
799,kriechen::V,기다,ползать
800,schwimmen::V,헤엄치다,плавать
801,tauchen::V,잠기다,нырять
802,rudern::V,물을헤치다,грести
803,fahren::V,가다,ехать
804,fahren::V,나르다,ехать
805,fliegen::V,날다,летать
806,gehen::V,가다,идти
807,weggehen::V,팔리다,уйти
808,abfahren::V,출발하다,отправиться
809,anhalten::V,멈추다,остановиться
810,hineingehen::V,(그리로)가다,входить
811,eintreten::V,들러가다,войти
812,kommen::V,오다,прийти
813,ankommen::V,고챀하다,прибыть
814,zurückkommen::V,보기,возвратиться
815,bleiben::V,체류,остаться
816,warten::V,기다리다,ждать
817,erwarten::V,기대하다,ожидать
818,suchen::V,찾다,искать
819,suchen::V,구하다,искать
820,finden::V,찾아내다,найти
821,versuchen::V,시험하다,пытаться
822,vorbereiten::V,재비하다,подготовить
823,lieben::V,사랑하다,любить
824,mögen::V,줗아하다,любить
825,lachen::V,웃다,смеяться
826,rühren::V,건드리다,растрогать
827,weinen::V,울다,плакать
828,schimpfen::V,꾸짖다,ругаться
829,sich ärgern::V,화를내게 하다,сердиться
830,sich fürchten::V,두려원하다,бояться
831,fürchten::V,두려원하다,бояться
832,fliehen::V,도망치다,убегать
833,flüchten::V,도주하다,убежать
834,sehen::V,보다,видеть
835,anschauen::V,바라보다,посмотреть
836,ansehen::V,바라보다,смотреть
837,hören::V,듣다,слышать
838,zuhören::V,듣다,слушать
839,probieren::V,시식하다,пробовать
840,riechen::V,내새를맡다,нюхать
841,fühlen::V,느끼다,чувствовать
842,scheinen::V,...것같다,казаться
843,zu sehen sein::V,보이는,виднеться
844,vernehmen::V,듣다,услышать
845,vernehmen::V,들어서일다,услышать
