,Concept_ID,ps,fi
100,Hitze::N,تودوخي,helle
101,Hitze::N,تودوخي,kuumuus
102,Raureif::N,سپینه پرخه,huurre
103,Regenbogen::N,بوډۍ ټال,sateenkaari
104,Regenbogen::N,سره زرغونه,sateenkaari
105,Donner::N,تالنده,jyrinä
106,Strömung::N,بهېدنه,virtaus
107,Tropfen::N,قطره,tippa
108,Tropfen::N,قطره,pisara
109,Tropfen::N,څاڅکی,tippa
110,Tropfen::N,څاڅکی,pisara
111,Schaum::N,ځګ,vaahto
112,Schmutz::N,ناپاکي,loka
113,See::N,جهیل,järvi
114,Sumpf::N,جبه,suo
115,Moor::N,جبه,räme
116,Wiese::N,چمن,niitty
117,Wiese::N,شنېلی,niitty
118,Wald::N,ځنګل,metsä
119,Hügel::N,تپه,mäki
120,Hügel::N,تپه,kumpu
121,Hügel::N,تپه,kukkula
122,Anhöhe::N,غونډۍ,mäki
123,Anhöhe::N,غونډۍ,kumpare
124,Berg::N,غ‍‍‍‍‍ر,mäki
125,Berg::N,غ‍‍‍‍‍ر,vuori
126,Gipfel::N,څوکه,laki
127,Gipfel::N,څوکه,huippu
128,Höhle::N,کاز,luola
129,Abhang::N,لمن,rinne
130,Quelle::N,چینه,lähde
131,Bach::N,واله,puro
132,Fluss::N,سیند,joki
133,Ufer::N,غاړه,ranta
134,Küste::N,ساحل,rannikko
135,Festland::N,وچه,manner
136,Meer::N,بحر,meri
137,Meer::N,سمندر,meri
138,Bucht::N,کارۍ,lahti
139,Insel::N,ټاپو,saari
140,Insel::N,جزيره,saari
141,Blume::N,ګل,kukka
142,Gras::N,واښه,ruoho
143,Wurzel::N,ریښه,juuri
144,Baum::N,ونه,puu
145,Stamm::N,ډډ,runko
146,Rinde::N,پوستکی,kuori
147,Rinde::N,پوستکی,parkki
148,Ast::N,ښاخ,oksa
149,Zweig::N,څانګه,haara
150,Blatt::N,پاڼه,lehti
151,Birke::N,توس,koivu
152,Kiefer[Baum]::N,نښتر,mänty
153,Kiefer[Baum]::N,نښتر,petäjä
154,Weide[Baum]::N,وله,paju
155,Tanne::N,ناجو,kuusi
156,Horn::N,ښکر,sarvi
157,Feder::N,بڼکه,sulka
158,Feder::N,بڼکه,höyhen
159,Fell::N,پوستکی,talja
160,Flügel::N,وزر,siipi
161,Klaue::N,پنجه,kynsi
162,Klaue::N,منګول,kynsi
163,Kralle::N,پنجه,kynsi
164,Kralle::N,منګول,kynsi
165,Schwanz::N,لکۍ,häntä
166,Schwanz::N,لکۍ,pyrstö
167,Ei::N,وۍ,muna
168,Ei::N,هګۍ,muna
169,Nest::N,جاله,pesä
170,Bau::N,کاز,pesä
171,Tier::N,ژوی,eläin
172,Tier::N,حیوان,eläin
173,Herde::N,رمه,lauma
174,Herde::N,غېله,lauma
175,Kuh::N,غوا,lehmä
176,Bulle::N,غوئی,sonni
177,Pferd::N,آس,hevonen
178,Schaf::N,پسه,lammas
179,Schwein::N,سرکوزی,sika
180,Hund::N,سپی,koira
181,Katze::N,پشه,kissa
182,Bär::N,خرس,karhu
183,Eichhörnchen::N,خړ لمی,orava
184,Elch::N,ګوزن,hirvi
185,Fuchs::N,سپلم,kettu
186,Hase::N,سوی,jänis
187,Maus::N,مږک,hiiri
188,Wolf::N,لېوه,susi
189,Vogel::N,مرغه,lintu
190,Schwarm::N,سېل,parvi
191,Huhn::N,چرګه,kana
192,Hahn::N,چرګ,kukko
193,Gans::N,بته,hanhi
194,Adler::N,عقاب,kotka
195,Ente::N,ایلۍ,ankka
196,Eule::N,ګونګی,pöllö
197,Kranich::N,کلنګ,kurki
198,Krähe::N,کارغه,varis
199,Kuckuck::N,فاخته,käki
200,Schwan::N,قو,joutsen
201,Fisch::N,کب,kala
202,Fisch::N,ماهی,kala
203,Schlange[Tier]::N,مار,käärme
204,Wurm::N,چینجی,mato
205,Spinne::N,غڼه,hämähäkki
206,Spinne::N,تارکښ,hämähäkki
207,Ameise::N,مېږی,muurahainen
208,Laus::N,سپږه,täi
209,Mücke::N,ماشی,sääski
210,Mücke::N,ماشی,hyttynen
211,Fliege::N,مچ,kärpänen
212,Schmetterling::N,پتنګ,perhonen
213,Beere::N,مېوۍ,marja
214,Apfel::N,مڼه,omena
215,Pilz::N,خرېړی,sieni
216,Zwiebel::N,پیاز,sipuli
217,Saat::N,تخم,siemenet
218,Korn::N,تخم,jyvä
219,Korn::N,تخم,vilja
220,Korn::N,دانه,jyvä
221,Korn::N,دانه,vilja
222,Heu::N,بوس,heinä
223,Heu::N,پروړه,heinä
224,Schale::N,پوستکی,kuori
225,Grube::N,کنده,kuoppa
226,Falle::N,دام,loukku
227,Falle::N,لومه,loukku
228,Schlinge::N,کړۍ,ansa
229,Spur::N,نښه,jälki
230,Asche::N,آس,tuhka
231,Asche::N,ایره,tuhka
232,Dreck::N,ناپاکي,lika
233,Eisen::N,اوسپنه,rauta
234,Gold::N,سره زر,kulta
235,Silber::N,نقره,hopea
236,Silber::N,سپین زر,hopea
237,Kohle::N,سکور,hiili
238,Kohle::N,سکاره,hiili
239,Glas::N,ښيښه,lasi
240,Lehm::N,خټه,savi
241,Sand::N,شګه,hiekka
242,Mensch::N,انسان,ihminen
243,Mann::N,سړی,mies
244,Mann::N,نارینه,mies
245,Frau::N,ښځه,nainen
246,Kind::N,بچی,lapsi
247,Kind::N,ماشوم,lapsi
248,Junge::N,هلک,poika
249,Mädchen::N,نجلۍ,tyttö
250,Familie::N,کورنۍ,perhe
251,Großvater::N,بابا,isoisä
252,Großmutter::N,انا,isoäiti
253,Eltern::N,مور او پلار,vanhemmat
254,Vater::N,پلار,isä
255,Mutter::N,مور,äiti
256,Sohn::N,زوی,poika
257,Tochter::N,لور,tytär
258,Bruder::N,ورور,veli
259,Schwester::N,خور,sisko
260,Onkel::N,تره,eno
261,Onkel::N,تره,setä
262,Onkel::N,ماما,eno
263,Onkel::N,ماما,setä
264,Tante::N,خاله,täti
265,Ehemann::N,مېړه,mies
266,Ehemann::N,مېړه,aviomies
267,Ehefrau::N,مېرمن,vaimo
268,Ehefrau::N,مېرمن,aviovaimo
269,Freude::N,خوشحالي,ilo
270,Freude::N,خوشحالي,riemu
271,Gelächter::N,خندا,nauru
272,Glück::N,بخت,onni
273,Kummer::N,غم,suru
274,Kummer::N,غم,murhe
275,Wunsch::N,هيله,toive
276,Wunsch::N,هيله,toivomus
277,Wunsch::N,غوښتنه,toive
278,Wunsch::N,غوښتنه,toivomus
279,Lust::N,شوق,himo
280,Lust::N,مینه,himo
281,Geist::N,روح,henki
282,Gedanke::N,فکر,aate
283,Gedanke::N,فکر,ajatus
284,Gedächtnis::N,یاد,muisti
285,Gedächtnis::N,حافظه,muisti
286,Verstand::N,عقل,äly
287,Verstand::N,عقل,järki
288,Verstand::N,عقل,ymmärrys
289,Verstand::N,شعور,äly
290,Verstand::N,شعور,järki
291,Verstand::N,شعور,ymmärrys
292,Sinn::N,معنی,merkitys
293,Grund::N,علت,syy
294,Grund::N,علت,peruste
295,Grund::N,اساس,syy
296,Grund::N,اساس,peruste
297,Wahrheit::N,حقیقت,tosi
298,Wahrheit::N,حقیقت,totuus
299,Gespräch::N,مرکه,puhelu
300,Gespräch::N,مرکه,keskustelu
301,Gespräch::N,خبرې اترې,puhelu
302,Gespräch::N,خبرې اترې,keskustelu
303,Märchen::N,افسانه,satu
304,Erzählung::N,قصه,tarina
305,Erzählung::N,قصه,kertomus
306,Erzählung::N,کیسه,tarina
307,Erzählung::N,کیسه,kertomus
308,Nachricht::N,خبر,tieto
309,Nachricht::N,خبر,ilmoitus
310,Neuigkeit::N,نوی خبر,uutinen
311,Name::N,نوم,nimi
312,Rätsel::N,کیسۍ,arvoitus
313,Rätsel::N,چیستان,arvoitus
314,Rede::N,وینا,puhe
315,Sprache::N,ژبه,kieli
316,Stimme::N,غږ,ääni
317,Stimme::N,اواز,ääni
318,Wort::N,لغت,sana
319,Wort::N,کلمه,sana
320,Zeichen::N,نښه,merkki
321,Zeichen::N,اشاره,merkki
322,Ruf::N,ږغ,kutsu
323,Ruf::N,بلنه,kutsu
324,Lärm::N,غالمغال,melu
325,Lärm::N,غالمغال,hälinä
326,Laut::N,ږغ,ääni
327,Ton::N,اواز,sävel
328,Lied::N,غزله,laulu
329,Lied::N,سندره,laulu
330,Ruhe::N,ارامي,lepo
331,Ruhe::N,ارامي,rauha
332,Leute::N,خلک,väki
333,Leute::N,خلک,ihmiset
334,Volk::N,ولس,kansa
335,Arbeit::N,کار,työ
336,Gast::N,مېلمه,vieras
337,Geschenk::N,تحفه,lahja
338,Geschenk::N,سوغات,lahja
339,Spiel::N,لوبه,peli
340,Spiel::N,لوبه,leikki
341,Gesellschaft::N,ډله,seura
342,Hilfe::N,کومک,apu
343,Hilfe::N,مرسته,apu
344,Freund::N,ملګری,ystävä
345,Kamerad::N,انډيوال,toveri
346,Angelegenheit::N,موضوع,asia
347,Anzahl::N,شمېر,lukumäärä
348,Anzahl::N,تعداد,lukumäärä
349,Art::N,ډول,laji
350,Stück::N,ټوټه,pala
351,Stück::N,ټوټه,kappale
352,Teil::N,برخه,osa
353,Hälfte::N,نیم,puoli
354,Kreis::N,دایره,ympyrä
355,Kreuz::N,صلیب,risti
356,Linie::N,خط,viiva
357,Linie::N,لیکه,viiva
358,Strich::N,کرښه,piirto
359,Abstand::N,فاصله,väli
360,Abstand::N,فاصله,väljyys
361,Entfernung::N,واټن,etäisyys
362,Gegend::N,سیمه,seutu
363,Gegend::N,منطقه,seutu
364,Platz::N,ځای,tila
365,Ort::N,ځای,kohta
366,Ort::N,ځای,paikka
367,Seite::N,مخ,sivu
368,Seite::N,مخ,kylki
369,Seite::N,اړخ,sivu
370,Seite::N,اړخ,kylki
371,Mitte::N,وسط,keskus
372,Mitte::N,وسط,puoliväli
373,Mitte::N,مینځ,keskus
374,Mitte::N,مینځ,puoliväli
375,Gegenstand::N,شی,kalu
376,Gegenstand::N,شی,esine
377,Sache::N,شی,asia
378,Sache::N,څيز,asia
379,Rand::N,څنډه,ääri
380,Rand::N,څنډه,syrjä
381,Rand::N,کناره,ääri
382,Rand::N,کناره,syrjä
383,Kante::N,اړخ,särmä
384,Ecke::N,ګوټ,nurkka
385,Spitze::N,څوکه,terä
386,Spitze::N,څوکه,kärki
387,Ende::N,څوکه,pää
388,Ende::N,څوکه,perä
389,Loch::N,سوری,kolo
390,Loch::N,سوری,reikä
391,Winkel::N,کنج,kulma
392,Winkel::N,کوتی,kulma
393,Muster::N,نمونه,kuvio
394,Größe::N,قد,koko
395,Größe::N,قد,suuruus
396,Größe::N,لويوالی,koko
397,Größe::N,لويوالی,suuruus
398,Länge::N,طول,pituus
399,Länge::N,اوږد والی,pituus
400,Höhe::N,جګوالی,korkeus
401,Gewicht::N,وزن,paino
402,Menge::N,اندازه,määrä
403,Haufen::N,کوټه,kasa
404,Reihe::N,صف,rivi
405,Reihe::N,کتار,rivi
406,Boot::N,قايق,vene
407,Ruder::N,چپه,airo
408,Schlitten::N,ښویېدونی,reki
409,Schlitten::N,ښویېدونی,kelkka
410,Ski::N,سکي,suksi
411,Lagerfeuer::N,اور,nuotio
412,Last::N,بار,kuorma
413,Last::N,پېټی,kuorma
414,Gang::N,تګ,kulku
415,Gang::N,تګ,käynti
416,Schritt::N,ګام,askel
417,Norden::N,شمال,pohjoinen
418,Süden::N,سوېل,etelä
419,Westen::N,لوېدېځ,länsi
420,Osten::N,شرق,itä
421,Osten::N,ختیځ,itä
422,Holz::N,لرګی,puu
423,Brett::N,تخته,lauta
424,Platte::N,تخته,levy
425,Stütze::N,تکیوان,noja
426,Stange::N,ډاګه,tanko
427,Stock::N,لرګی,keppi
428,Stab::N,چيخله,sauva
429,Stab::N,چيخله,seiväs
430,Rohr::N,نل,putki
431,Haus::N,کور,talo
432,Heim::N,کور,koti
433,Ofen::N,تودنۍ,uuni
434,Fußboden::N,غولی,lattia
435,Tisch::N,مېز,pöytä
436,Stuhl::N,چوکۍ,tuoli
437,Wiege::N,زانګو,kehto
438,Bett::N,کټ,sänky
439,Bett::N,چپرکټ,sänky
440,Regal::N,تاخچۍ,hylly
441,Kiste::N,صندوق,arkku
442,Kiste::N,صندوق,kirstu
443,Kiste::N,صندوق,laatikko
444,Fenster::N,کړکۍ,ikkuna
445,Tür::N,دروازه,ovi
446,Tor::N,دروازه,portti
447,Zaun::N,کټاره,aita
448,Dach::N,بام,katto
449,Leiter::N,زينه,tikkaat
450,Leiter::N,زينه,tikapuut
451,Besen::N,جارو,luuta
452,Spaten::N,یوم,lapio
453,Schaufel::N,بېلچه,lapio
454,Gabel::N,پنجه,haarukka
455,Löffel::N,کاشوغه,lusikka
456,Messer::N,چاقو,veitsi
457,Nagel::N,ميخ,naula
458,Netz::N,جال,verkko
459,Haken::N,څنګک,haka
460,Haken::N,څنګک,koukku
461,Griff::N,لاستی,ripa
462,Griff::N,لاستی,kahva
463,Schloss::N,کلپ,lukko
464,Bild::N,رسم,kuva
465,Figur::N,قدوقامت,kuvio
466,Puppe::N,ګوډۍ,nukke
467,Beutel::N,کڅوړه,pussi
468,Bündel::N,دسته,nippu
469,Bündel::N,دسته,kimppu
470,Tasche::N,بکس,laukku
471,Tasche::N,توبره,laukku
472,Eimer::N,سطل,sanko
473,Eimer::N,سطل,ämpäri
474,Deckel::N,سرپوښ,kansi
475,Geschirr::N,لوښی,astia
476,Sack::N,جوال,säkki
477,Tasse::N,پیاله,kuppi
478,Topf::N,دېګی,pata
479,Kessel::N,دېګ,kattila
480,Essen::N,خوراک,syönti
481,Nahrung::N,خوراک,ruoka
482,Nahrung::N,خوراک,ravinto
483,Speise::N,خواړه,ruoka
484,Fleisch::N,غوښه,liha
485,Getreide::N,غله,vilja
486,Brei::N,اوګره,puuro
487,Brot::N,ډوډۍ,leipä
488,Scheibe::N,مړۍ,viipale
489,Fett::N,غوړي,rasva
490,Butter::N,کوچ,voi
491,Öl::N,تېل,öljy
492,Salz::N,مالګه,suola
493,Suppe::N,شوربا,keitto
494,Honig::N,شات,hunaja
495,Milch::N,شوده,maito
496,Tee::N,چای,tee
497,Leder::N,څرمن,nahka
498,Wolle::N,پشم,villa
499,Stoff::N,ټوټه,kangas
500,Nadel::N,ستن,neula
501,Faden::N,تار,lanka
502,Knopf::N,تڼۍ,nappi
503,Knopf::N,تکمه,nappi
504,Knoten::N,غوټه,solmu
505,Farbe::N,رنګ,maali
506,Kleidung::N,کالي,vaatteet
507,Hemd::N,کميس,paita
508,Kragen::N,غاړه,kaulus
509,Ärmel::N,لستوڼی,hiha
510,Hose::N,پطلون,housut
511,Gürtel::N,کمربند,vyö
512,Mütze::N,خولۍ,lakki
513,Schuh::N,بوټ,kenkä
514,Stiefel::N,موزه,saapas
515,Ring::N,ګوته,sormus
516,Band::N,فيته,nauha
517,Kamm::N,ګمنځ,kampa
518,Spiegel::N,ایینه,peili
519,Spiegel::N,هنداره,peili
520,Riemen::N,تسمه,hihna
521,Schnur::N,مزی,naru
522,Schnur::N,مزی,nuora
523,Leine::N,رسۍ,talutushihna
524,Decke::N,بړستن,peite
525,Kissen::N,بالښت,tyyny
526,Kissen::N,بالښت,pielus
527,Tuch::N,ټیکری,huivi
528,Handtuch::N,دسمال,pyyheliina
529,Kraft::N,زور,väki
530,Kraft::N,زور,voima
531,Kraft::N,توان,väki
532,Kraft::N,توان,voima
533,Stärke::N,قوت,vahvuus
534,Gesundheit::N,صحت,terveys
535,Gesundheit::N,روغتیا,terveys
536,Krankheit::N,مرض,tauti
537,Krankheit::N,مرض,sairaus
538,Krankheit::N,ناروغي,tauti
539,Krankheit::N,ناروغي,sairaus
540,Schmerz::N,درد,kipu
541,Schmerz::N,درد,särky
542,Wunde::N,ټپ,haava
543,Wunde::N,زخم,haava
544,Fieber::N,تبه,kuume
545,Arznei::N,دوا,lääke
546,Arznei::N,دارو,lääke
547,Brücke::N,پول,silta
548,Brunnen::N,څاه,kaivo
549,Brunnen::N,کوهی,kaivo
550,Weide::N,وله,laidun
551,Pfad::N,تړه,polku
552,Weg::N,لیار,tie
553,Straße::N,سړک,katu
554,Dorf::N,کلی,kylä
555,Stadt::N,ښار,kaupunki
556,Brief::N,لیک,kirje
557,Brief::N,مکتوب,kirje
558,Buch::N,کتاب,kirja
559,Buchstabe::N,حرف,kirjain
560,Buchstabe::N,توری,kirjain
561,Zeitung::N,اخبار,lehti
562,Zeitung::N,اخبار,sanomalehti
563,Leben::N,ژوند,elo
564,Leben::N,ژوند,elämä
565,Tod::N,مرګ,kuolema
566,Tod::N,مړینه,kuolema
567,Grab::N,قبر,hauta
568,Grab::N,ډورۍ,hauta
569,Kirche::N,کلیسا,kirkko
570,Sünde::N,ګناه,synti
571,Gott::N,خدای,jumala
572,Arbeiter::N,کاریګر,työläinen
573,Chef::N,آمر,päällikkö
574,Meister::N,استاد,mestari
575,Arzt::N,طبیب,lääkäri
576,Arzt::N,ډاکټر,lääkäri
577,Lehrer::N,معلم,opettaja
578,Lehrer::N,ښوونکی,opettaja
579,Geld::N,پیسې,raha
580,Geschäft::N,سوداګري,liike
581,Laden::N,دکان,puoti
582,Laden::N,دکان,kauppa
583,Laden::N,مغازه,puoti
584,Laden::N,مغازه,kauppa
585,Preis::N,بیه,hinta
586,Ware::N,مال,tavara
587,Nutzen::N,ګټه,hyöty
588,Reichtum::N,شتمني,rikkaus
589,Welt::N,نړۍ,maailma
590,Welt::N,دنیا,maailma
591,Land::N,هېواد,maa
592,Staat::N,دولت,valtio
593,König::N,باچا,kuningas
594,König::N,پادشاه,kuningas
595,Macht::N,قدرت,mahti
596,Grenze::N,حد,raja
597,Grenze::N,سرحد,raja
598,Krieg::N,جګړه,sota
599,Feind::N,دښمن,vihollinen
600,Gewalt::N,زور,väkivalta
601,Gewalt::N,تشدد,väkivalta
602,Kampf::N,جنګ,taistelu
603,Kampf::N,مبارزه,taistelu
604,Bogen[Waffe]::N,لیندۍ,jousi
605,Pfeil::N,غشی,nuoli
606,Gewehr::N,ټوپک,kivääri
607,Fehler::N,خطا,vika
608,Fehler::N,خطا,virhe
609,Fehler::N,غلطي,vika
610,Fehler::N,غلطي,virhe
611,Lüge::N,دروغ,valhe
612,Schaden::N,زیان,vaurio
613,Schaden::N,زیان,vahinko
614,Schaden::N,تاوان,vaurio
615,Schaden::N,تاوان,vahinko
616,Unglück::N,بدبختي,vahinko
617,Unglück::N,بدبختي,onnettomuus
618,Schuld::N,ګناه,syy
619,Alter::N,منګ,ikä
620,Schluss::N,اخر,loppu
621,Zeit::N,وخت,aika
622,Tag::N,ورځ,päivä
623,Morgen::N,سبا,aamu
624,Morgen::N,سبا,huomen
625,Morgen::N,سهار,aamu
626,Morgen::N,سهار,huomen
627,Mittag::N,غرمه,keskipäivä
628,Abend::N,ماښام,ilta
629,Nacht::N,شپه,yö
630,Woche::N,اونۍ,viikko
631,Monat::N,مياشت,kuukausi
632,Jahr::N,کال,vuosi
633,Frühling::N,پسرلی,kevät
634,Sommer::N,دوبی,kesä
635,Herbst::N,منی,syksy
636,Herbst::N,خزان,syksy
637,Winter::N,ژمی,talvi
638,Januar::N,جنوري,tammikuu
639,Februar::N,فبروري,helmikuu
640,März::N,مارچ,maaliskuu
641,April::N,اپریل,huhtikuu
642,Mai::N,مې,toukokuu
643,Juni::N,جون,kesäkuu
644,Juli::N,جولای,heinäkuu
645,August::N,اګست,elokuu
646,September::N,سپټامبر,syyskuu
647,Oktober::N,اکتوبر,lokakuu
648,November::N,نومبر,marraskuu
649,Dezember::N,دسمبر,joulukuu
650,Montag::N,دوشنبه,maanantai
651,Dienstag::N,سه شنبه,tiistai
652,Mittwoch::N,چارشنبه,keskiviikko
653,Donnerstag::N,پنجشنبه,torstai
654,Freitag::N,جمعه,perjantai
655,Samstag::N,خالي,lauantai
656,Sonntag::N,یکشنبه,sunnuntai
657,groß::A,لوی,iso
658,groß::A,لوی,suuri
659,klein::A,وړوکی,pieni
660,lang::A,اوړد,pitkä
661,kurz::A,لنډ,lyhyt
662,breit::A,پراخه,leveä
663,schmal::A,تنګ,kapea
664,dicht::A,ګڼ,taaja
665,dick[Gegenstand]::A,پنډ,paksu
666,dünn::A,نری,ohut
667,fein::A,نازک,hieno
668,fest::A,کلک,luja
669,fest::A,ټینګ,luja
670,flach::A,هوار,litteä
671,flach::A,هوار,tasainen
672,glatt::A,ښوی,sileä
673,glatt::A,ښوی,siloinen
674,hart::A,کلک,kova
675,weich::A,نرم,pehmeä
676,weich::A,پوست,pehmeä
677,rund::A,ګرد,pyöreä
678,spitz::A,تېره,terävä
679,scharf::A,تېز,terävä
680,scharf::A,تېره,terävä
681,stumpf::A,پڅ,tylsä
682,schwer::A,دروند,raskas
683,schwer::A,دروند,painava
684,schön::A,ښکلی,kaunis
685,heiß::A,تود,kuuma
686,warm::A,تود,lämmin
687,kalt::A,ېخ,kylmä
688,kalt::A,ېخ,viluinen
689,kalt::A,سوړ,kylmä
690,kalt::A,سوړ,viluinen
691,kühl::A,ېخ,viileä
692,kühl::A,سوړ,viileä
693,frisch::A,تازه,tuore
694,feucht::A,مرطوب,kostea
695,nass::A,لوند,märkä
696,trocken::A,وچ,kuiva
697,voll::A,ډک,täysi
698,leer::A,خالی,tyhjä
699,offen::A,خلاص,avonainen
700,offen::A,پرانیستی,avonainen
701,geschlossen::A,تړلی,suljettu
702,sauber::A,پاک,puhdas
703,schmutzig::A,چټل,likainen
704,roh::A,خام,raaka
705,reif::A,پوخ,kypsä
706,reif::A,رسېدلی,kypsä
707,lecker::A,خوندور,herkullinen
708,lecker::A,مزه دار,herkullinen
709,süß::A,خوږ,makea
710,süß::A,شیرین,makea
711,bitter::A,تریخ,karvas
712,bitter::A,تریخ,kitkerä
713,sauer::A,ټاک,hapan
714,sauer::A,تريو,hapan
715,hell::A,روڼ,kirkas
716,hell::A,روڼ,valoisa
717,hell::A,روښان,kirkas
718,hell::A,روښان,valoisa
719,dunkel::A,تیاره,pimeä
720,schwarz::A,تور,musta
721,weiß::A,سپين,valkea
722,rot::A,سور,punainen
723,gelb::A,زېړ,keltainen
724,blau::A,شین,sininen
725,blau::A,اسماني رنګه,sininen
726,grün::A,زرغون,vihreä
727,grau::A,خړ,harmaa
728,bunt::A,رنګارنګ,kirjava
729,billig::A,ارزان,halpa
730,billig::A,ارزان,huokea
731,teuer::A,ګران,kallis
732,wertvoll::A,قیمتي,arvokas
733,blind::A,ړوند,sokea
734,taub::A,کوڼ,kuuro
735,kräftig::A,قوی,väkevä
736,kräftig::A,قوی,voimakas
737,stark::A,قوی,vahva
738,stark::A,تکړه,vahva
739,schwach::A,ضعیف,heikko
740,schwach::A,کمزوری,heikko
741,fett::A,چاغ,lihava
742,schlank::A,خوش اندام,hoikka
743,schlank::A,خوش اندام,solakka
744,hübsch::A,ښکلی,soma
745,hübsch::A,ښکلی,sievä
746,hübsch::A,ښایسته,soma
747,hübsch::A,ښایسته,sievä
748,böse::A,شریر,paha
749,böse::A,شریر,häijy
750,böse::A,قهرناک,paha
751,böse::A,قهرناک,häijy
752,dumm::A,احمق,tyhmä
753,dumm::A,احمق,typerä
754,faul::A,لټ,laiska
755,faul::A,تنبل,laiska
756,fleißig::A,زحمت کښ,ahkera
757,geizig::A,بخیل,saita
758,klug::A,عاقل,älykäs
759,klug::A,هوښیار,älykäs
760,geschickt::A,ماهر,taitava
761,lieb::A,عزیز,rakas
762,lieb::A,محبوب,rakas
763,lustig::A,خوشحال,hauska
764,lustig::A,خوشحال,iloinen
765,sanft::A,پوست,lauha
766,sanft::A,پوست,lempeä
767,sanft::A,ملایم,lauha
768,sanft::A,ملایم,lempeä
769,hungrig::A,وږی,nälkäinen
770,krank::A,مريض,sairas
771,krank::A,ناروغ,sairas
772,nackt::A,لوڅ,alaston
773,traurig::A,غمجن,surullinen
774,traurig::A,غمجن,murheellinen
775,lebendig::A,ژوندی,elävä
776,gut::A,ښه,hyvä
777,schlecht::A,بد,paha
778,schlecht::A,بد,huono
779,schlecht::A,خراب,paha
780,schlecht::A,خراب,huono
781,richtig::A,سم,oikea
782,richtig::A,صحیح,oikea
783,schlimm::A,بد,paha
784,schlimm::A,مخوف,paha
785,wahr::A,واقعي,tosi
786,alt::A,زوړ,vanha
787,neu::A,نوی,uusi
788,ehemalig::A,پخوانی,entinen
