,Concept_ID,no,lt
154,Klaue::N,klauv,kanopa
155,Kralle::N,klo,nagas
156,Schwanz::N,hale,uodega
157,Ei::N,egg,kiaušinis
158,Nest::N,rede,gūžta
159,Nest::N,rede,lizdas
160,Bau::N,hi,ola
161,Tier::N,dyr,gyvūnas
162,Herde::N,flokk,banda
163,Herde::N,flokk,kaimenė
164,Kuh::N,ku,karvė
165,Bulle::N,tyr,bulius
166,Pferd::N,hest,arklys
167,Schaf::N,får,avis
168,Schwein::N,gris,kiaulė
169,Hund::N,hund,šuo
170,Katze::N,katt,katė
171,Bär::N,bjørn,lokys
172,Eichhörnchen::N,ekorn,voveraitė
173,Elch::N,elg,briedis
174,Fuchs::N,rev,lapė
175,Hase::N,hare,kiškas
176,Maus::N,mus,pelė
177,Wolf::N,ulv,vilkas
178,Wolf::N,varg,vilkas
179,Vogel::N,fugl,paukštis
180,Schwarm::N,sverm,spiečius
181,Huhn::N,høne,višta
182,Hahn::N,hane,gaidys
183,Gans::N,gås,žąsis
184,Adler::N,ørn,erelis
185,Ente::N,and,antis
186,Eule::N,ugle,pelėda
187,Kranich::N,trane,gervė
188,Krähe::N,kråke,varna
189,Kuckuck::N,gjøk,gegužė
190,Schwan::N,svane,gulbė
191,Fisch::N,fisk,žuvis
192,Barsch::N,abbor,ešerys
193,Hecht::N,gjedde,lydeka
194,Schlange[Tier]::N,orm,gyvatė
195,Schlange[Tier]::N,slange,gyvatė
196,Wurm::N,orm,kirmėlė
197,Wurm::N,mark,kirmėlė
198,Spinne::N,edderkopp,voras
199,Ameise::N,maur,skruzdė
200,Laus::N,lus,utėlė
201,Mücke::N,mygg,uodas
202,Fliege::N,flue,musė
203,Schmetterling::N,sommerfugl,drugys
204,Schmetterling::N,sommerfugl,peteliškė
205,Beere::N,bær,uoga
206,Apfel::N,eple,obuolys
207,Pilz::N,sopp,grybas
208,Zwiebel::N,løk,svogūnas
209,Saat::N,sæd,sėkla
210,Korn::N,korn,grūdai
211,Heu::N,høy,šienas
212,Schale::N,skall,žievelė
213,Grube::N,grop,duobė
214,Falle::N,felle,pinklės
215,Falle::N,felle,žabangai
216,Schlinge::N,snare,kilpa
217,Spur::N,spor,vėžė
218,Spur::N,spor,pėdos
219,Spur::N,spor,pėdsakas
220,Asche::N,aske,pelenai
221,Dreck::N,møkk,purvas
222,Dreck::N,skitt,purvas
223,Eisen::N,jern,geležis
224,Gold::N,gull,auksas
225,Silber::N,sølv,sidabras
226,Kohle::N,kol,anglis
227,Kohle::N,kull,anglis
228,Glas::N,glass,stiklas
229,Lehm::N,leire,molis
230,Sand::N,sand,smėlis
231,Mensch::N,menneske,žmogus
232,Mann::N,mann,vyras
233,Mann::N,mann,vyriškis
234,Frau::N,kvinne,moteris
235,Kind::N,barn,vaikas
236,Junge::N,gutt,vaikinas
237,Junge::N,gutt,berniukas
238,Mädchen::N,pike,mergytė
239,Mädchen::N,pike,mergaitė
240,Mädchen::N,jente,mergytė
241,Mädchen::N,jente,mergaitė
242,Familie::N,familie,šeima
243,Großvater::N,bestefar,senelis
244,Großmutter::N,bestemor,senelė
245,Eltern::N,foreldre,tėvai
246,Vater::N,far,tėvas
247,Mutter::N,mor,motina
248,Sohn::N,sønn,sūnus
249,Tochter::N,datter,duktė
250,Bruder::N,bror,brolis
251,Schwester::N,søster,sesuo
252,Onkel::N,onkel,dėdė
253,Tante::N,tante,teta
254,Ehemann::N,ektemann,vyras
255,Ehefrau::N,hustru,žmona
256,Freude::N,glede,džiaugsmas
257,Gelächter::N,latter,juokas
258,Glück::N,lykke,laimė
259,Kummer::N,sorg,vargas
260,Kummer::N,sorg,rūpestis
261,Wunsch::N,ønske,troškimas
262,Wunsch::N,ønske,pageidavimas
263,Lust::N,lyst,noras
264,Lust::N,lyst,geidulys
265,Geist::N,ånd,dvasia
266,Gedanke::N,tanke,mintis
267,Gedächtnis::N,minne,atmintis
268,Gedächtnis::N,hukommelse,atmintis
269,Verstand::N,forstand,protas
270,Sinn::N,mening,prasmė
271,Sinn::N,betydning,prasmė
272,Grund::N,grunn,priežastis
273,Wahrheit::N,sannhet,tiesa
274,Wahrheit::N,sannhet,teisybė
275,Gespräch::N,samtale,pokalbis
276,Märchen::N,eventyr,pasaka
277,Erzählung::N,fortelling,apsakymas
278,Erzählung::N,fortelling,pasakojimas
279,Nachricht::N,melding,žinia
280,Neuigkeit::N,nyhet,naujiena
281,Name::N,navn,vardas
282,Rätsel::N,gåte,mįslė
283,Rede::N,tale,kalba
284,Sprache::N,språk,kalba
285,Stimme::N,stemme,balsas
286,Wort::N,ord,žodis
287,Zeichen::N,tegn,žymė
288,Zeichen::N,tegn,ženklas
289,Ruf::N,rop,šauksmas
290,Lärm::N,bråk,triukšmas
291,Laut::N,lyd,garsas
292,Ton::N,tone,tonas
293,Ton::N,tone,garsas
294,Lied::N,vise,daina
295,Lied::N,vise,giesmė
296,Ruhe::N,ro,ramybė
297,Ruhe::N,ro,ramumas
298,Leute::N,folk,žmonės
299,Volk::N,folk,tauta
300,Arbeit::N,arbeid,darbas
301,Arbeit::N,arbeid,triūsas
302,Gast::N,gjest,svečias
303,Geschenk::N,gave,dovana
304,Spiel::N,lek,žaismas
305,Spiel::N,lek,žaidimas
306,Spiel::N,spill,žaismas
307,Spiel::N,spill,žaidimas
308,Gesellschaft::N,selskap,draugija
309,Gesellschaft::N,selskap,kompanija
310,Hilfe::N,hjelp,pagalba
311,Freund::N,venn,draugas
312,Freund::N,venn,bičiulis
313,Kamerad::N,kamerat,draugas
314,Angelegenheit::N,sak,dalykas
315,Angelegenheit::N,sak,reikalas
316,Angelegenheit::N,anliggende,dalykas
317,Angelegenheit::N,anliggende,reikalas
318,Anzahl::N,antall,kiekis
319,Anzahl::N,antall,skaičius
320,Art::N,art,rūšis
321,Art::N,slag,rūšis
322,Stück::N,stykke,gabalas
323,Teil::N,del,dalis
324,Hälfte::N,halvdel,pusė
325,Kreis::N,ring,ratas
326,Kreis::N,ring,apskritis
327,Kreis::N,ring,apskritimas
328,Kreis::N,sirkel,ratas
329,Kreis::N,sirkel,apskritis
330,Kreis::N,sirkel,apskritimas
331,Kreuz::N,kors,kryžius
332,Kreuz::N,kryss,kryžius
333,Linie::N,linje,linija
334,Strich::N,strek,brėžis
335,Strich::N,strek,brūkšnys
336,Abstand::N,avstand,atstumas
337,Entfernung::N,avstand,atstumas
338,Gegend::N,strøk,vietovė
339,Platz::N,plass,vieta
340,Ort::N,sted,vieta
341,Ort::N,sted,vietovė
342,Seite::N,side,pusė
343,Seite::N,side,šonas
344,Mitte::N,midte,vidurys
345,Gegenstand::N,gjenstand,dalykas
346,Sache::N,sak,daiktas
347,Rand::N,rand,kraštas
348,Rand::N,rand,pakraštys
349,Kante::N,kant,kraštas
350,Ecke::N,hjørne,kertė
351,Ecke::N,hjørne,kampas
352,Spitze::N,spiss,priekis
353,Spitze::N,spiss,priešakys
354,Ende::N,ende,galas
355,Loch::N,hull,skylė
356,Winkel::N,vinkel,kampas
357,Winkel::N,vinkel,kampelis
358,Muster::N,mønster,raštas
359,Größe::N,størrelse,dydis
360,Größe::N,størrelse,didumas
361,Länge::N,lengde,ilgis
362,Länge::N,lengde,ilgumas
363,Höhe::N,høyde,aukštis
364,Höhe::N,høyde,aukštuma
365,Gewicht::N,vekt,svoris
366,Gewicht::N,vekt,svarstis
367,Menge::N,mengde,kiekis
368,Menge::N,mengde,daugybė
369,Haufen::N,haug,krūva
370,Haufen::N,haug,šūsnis
371,Haufen::N,bunke,krūva
372,Haufen::N,bunke,šūsnis
373,Reihe::N,rekke,greta
374,Boot::N,båt,valtis
375,Boot::N,båt,laivelis
376,Ruder::N,åre,irklas
377,Schlitten::N,slede,rogės
378,Schlitten::N,slede,rogutės
379,Schlitten::N,kjelke,rogės
380,Schlitten::N,kjelke,rogutės
381,Ski::N,ski,slidė
382,Lagerfeuer::N,leirbål,laužas
383,Last::N,bør,našta
384,Last::N,bør,nešulys
385,Last::N,last,našta
386,Last::N,last,nešulys
387,Gang::N,gang,eisena
388,Schritt::N,steg,žingsnis
389,Schritt::N,skritt,žingsnis
390,Norden::N,nord,šiaurė
391,Norden::N,nord,žiemiai
392,Süden::N,sør,pietūs
393,Westen::N,vest,vakarai
394,Osten::N,øst,rytai
395,Holz::N,tre,mediena
396,Brett::N,fjøl,lenta
397,Brett::N,brett,lenta
398,Platte::N,plate,plokštė
399,Stütze::N,støtte,atrama
400,Stütze::N,støtte,atspara
401,Stange::N,stang,lazda
402,Stange::N,stang,kartis
403,Stock::N,pinne,lazda
404,Stab::N,stav,kartis
405,Stab::N,kjepp,kartis
406,Rohr::N,rør,vamzdis
407,Haus::N,hus,namas
408,Heim::N,hjem,namai
409,Ofen::N,ovn,krosnis
410,Fußboden::N,gulv,grindys
411,Tisch::N,bord,stalas
412,Stuhl::N,stol,kėdė
413,Wiege::N,vogge,lopšys
414,Bett::N,seng,lova
415,Bett::N,seng,patalai
416,Regal::N,reol,lentyna
417,Regal::N,hylle,lentyna
418,Kiste::N,kasse,dėžė
419,Fenster::N,vindu,langas
420,Tür::N,dør,durys
421,Tor::N,port,vartai
422,Zaun::N,gjerde,tvora
423,Dach::N,tak,stogas
424,Leiter::N,stige,kopėčios
425,Besen::N,kost,šluota
426,Spaten::N,spade,lopeta
427,Spaten::N,spade,kastuvas
428,Schaufel::N,skuffe,semtuvas
429,Gabel::N,gaffel,šakutė
430,Löffel::N,skje,šaukštas
431,Messer::N,kniv,peilis
432,Nagel::N,spiker,vinis
433,Netz::N,nett,tinklas
434,Haken::N,krok,vagis
435,Haken::N,krok,kablys
436,Griff::N,tak,kotas
437,Griff::N,tak,rankena
438,Griff::N,håndtak,kotas
439,Griff::N,håndtak,rankena
440,Schloss::N,lås,spyna
441,Schloss::N,lås,užraktas
442,Bild::N,bilde,paveikslas
443,Figur::N,figur,figūra
444,Puppe::N,dukke,lėlė
445,Beutel::N,pose,krepšys
446,Beutel::N,pose,maišelis
447,Bündel::N,bylt,ryšulys
448,Tasche::N,veske,krepšelis
449,Eimer::N,bøtte,kibiras
450,Deckel::N,lokk,dangtis
451,Geschirr::N,kjøkkentøy,indai
452,Sack::N,sekk,maišas
453,Tasse::N,kopp,puodukas
454,Topf::N,gryte,puodas
455,Kessel::N,kjele,katilas
456,Essen::N,mål,valgis
457,Nahrung::N,mat,penas
458,Nahrung::N,mat,maistas
459,Nahrung::N,næring,penas
460,Nahrung::N,næring,maistas
461,Speise::N,matrett,patiekalas
462,Fleisch::N,kjøtt,mėsa
463,Getreide::N,korn,javai
464,Brei::N,grøt,košė
465,Brot::N,brød,duona
466,Scheibe::N,skive,riekė
467,Fett::N,fett,taukai
468,Fett::N,fett,riebalai
469,Butter::N,smør,sviestas
470,Öl::N,olje,aliejus
471,Salz::N,salt,druska
472,Suppe::N,suppe,sriuba
473,Honig::N,honning,medus
474,Milch::N,melk,pienas
475,Tee::N,te,arbata
476,Leder::N,lær,oda
477,Leder::N,skinn,oda
478,Wolle::N,ull,vilna
479,Stoff::N,tøy,audeklas
480,Stoff::N,stoff,audeklas
481,Nadel::N,nål,adata
482,Faden::N,tråd,gija
483,Faden::N,tråd,siūlas
484,Knopf::N,knapp,saga
485,Knoten::N,knute,mazgas
486,Farbe::N,farge,dažai
487,Kleidung::N,påkledning,rūbai
488,Kleidung::N,påkledning,drabužiai
489,Hemd::N,skjorte,marškiniai
490,Kragen::N,krage,apykaklė
491,Ärmel::N,erme,rankovė
492,Hose::N,bukse,kelnės
493,Gürtel::N,belte,juosta
494,Gürtel::N,belte,diržas
495,Mütze::N,lue,kepurė
496,Schuh::N,sko,batas
497,Stiefel::N,støvel,auliniai batai
498,Ring::N,ring,žiedas
499,Band::N,band,kaspinas
500,Kamm::N,kam,šukos
501,Spiegel::N,speil,veidrodis
502,Riemen::N,rem,diržas
503,Schnur::N,snor,virvė
504,Leine::N,line,pavadėlis
505,Decke::N,teppe,antklodė
506,Kissen::N,pute,pagalvė
507,Kissen::N,pute,priegalvis
508,Tuch::N,tøy,skarelė
509,Handtuch::N,håndkle,rankšluostis
510,Kraft::N,kraft,jėga
511,Stärke::N,styrke,stiprumas
512,Gesundheit::N,helse,sveikata
513,Gesundheit::N,sunnhet,sveikata
514,Krankheit::N,syke,liga
515,Krankheit::N,sykdom,liga
516,Schmerz::N,smerte,skausmas
517,Wunde::N,sår,žaizda
518,Fieber::N,feber,karštis
519,Arznei::N,medisin,vaistas
520,Arznei::N,legemiddel,vaistas
521,Brücke::N,bro,tiltas
522,Brunnen::N,brønn,šulinys
523,Weide::N,beite,ganykla
524,Weide::N,beite,gluosnis
525,Pfad::N,sti,takas
526,Weg::N,vei,kelias
527,Straße::N,gate,gatvė
528,Dorf::N,landsby,kaimas
529,Dorf::N,landsby,sodžius
530,Stadt::N,by,miestas
531,Brief::N,brev,laiškas
532,Buch::N,bok,knyga
533,Buchstabe::N,bokstav,raidė
534,Zeitung::N,avis,laikraštis
535,Leben::N,liv,gyvybė
536,Leben::N,liv,gyvenimas
537,Tod::N,død,mirtis
538,Grab::N,grav,kapas
539,Kirche::N,kirke,bažnyčia
540,Sünde::N,synd,nuodėmė
541,Sünde::N,synd,nusidėjimas
542,Gott::N,gud,dievas
543,Arbeiter::N,arbeider,darbininkas
544,Chef::N,sjef,šefas
545,Chef::N,sjef,vadovas
546,Chef::N,sjef,viršininkas
547,Meister::N,mester,meistras
548,Arzt::N,lege,gydytojas
549,Lehrer::N,lærer,mokytojas
550,Geld::N,penger,pinigai
551,Geschäft::N,forretning,biznis
552,Laden::N,butikk,krautuvė
553,Laden::N,butikk,parduotuvė
554,Preis::N,pris,kaina
555,Ware::N,vare,prekė
556,Nutzen::N,nytte,nauda
557,Nutzen::N,nytte,pelnas
558,Reichtum::N,rikdom,turtas
559,Welt::N,verden,pasaulis
560,Land::N,land,žemė
561,Land::N,land,šalis
562,Staat::N,stat,valstija
563,König::N,konge,karalius
564,Macht::N,makt,galia
565,Macht::N,makt,valdžia
566,Grenze::N,grense,riba
567,Grenze::N,grense,siena
568,Krieg::N,krig,karas
569,Feind::N,fiende,priešas
570,Gewalt::N,vold,jėga
571,Gewalt::N,vold,smurtas
572,Gewalt::N,vold,prievarta
573,Kampf::N,kamp,kova
574,Bogen[Waffe]::N,bue,lankas
575,Pfeil::N,pil,strėlė
576,Gewehr::N,gevær,šautuvas
577,Fehler::N,feil,klaida
578,Lüge::N,løgn,melas
579,Schaden::N,skade,nuostolis
580,Schaden::N,skade,apgadinimas
581,Unglück::N,uhell,nelaimė
582,Schuld::N,skyld,kaltė
583,Alter::N,alder,amžius
584,Schluss::N,slutt,pabaiga
585,Zeit::N,tid,laikas
586,Tag::N,dag,diena
587,Morgen::N,morgen,rytas
588,Mittag::N,middag,vidurdienis
589,Abend::N,aften,vakaras
590,Nacht::N,natt,naktis
591,Woche::N,uke,savaitė
592,Monat::N,måned,mėnuo
593,Jahr::N,år,metai
594,Frühling::N,vår,pavasaris
595,Sommer::N,sommer,vasara
596,Herbst::N,høst,ruduo
597,Winter::N,vinter,žiema
598,Januar::N,januar,sausis
599,Februar::N,februar,vasaris
600,März::N,mars,kovas
601,April::N,april,balandis
602,Mai::N,mai,gegužė
603,Juni::N,juni,birželis
604,Juli::N,juli,liepa
605,August::N,august,rugpjūtis
606,September::N,september,rugsėjis
607,Oktober::N,oktober,spalis
608,November::N,november,lapkritis
609,Dezember::N,desember,gruodis
610,Montag::N,mandag,pirmadienis
611,Dienstag::N,tirsdag,antradienis
612,Mittwoch::N,onsdag,trečiadienis
613,Donnerstag::N,torsdag,ketvirtadienis
614,Freitag::N,fredag,penktadienis
615,Samstag::N,lørdag,šeštadienis
616,Sonntag::N,søndag,sekmadienis
617,groß::A,stor,didis
618,groß::A,stor,didelis
619,klein::A,liten,mažas
620,lang::A,lang,ilgas
621,kurz::A,kort,trumpas
622,breit::A,bred,platus
623,schmal::A,smal,smulkus
624,dicht::A,tett,tankus
625,dick[Gegenstand]::A,tykk,storas
626,dünn::A,tynn,plonas
627,fein::A,fin,smulkus
628,fest::A,fast,kietas
629,fest::A,fast,tvirtas
630,flach::A,flat,lėkštas
631,flach::A,flat,plokščias
632,glatt::A,glatt,slidus
633,hart::A,hard,kietas
634,weich::A,myk,minkštas
635,weich::A,bløt,minkštas
636,rund::A,rund,apvalus
637,rund::A,rund,apskritas
638,spitz::A,spiss,aštrus
639,spitz::A,spiss,smailus
640,scharf::A,kvass,aštrus
641,stumpf::A,stubb,bukas
642,stumpf::A,stubb,atšipęs
643,schwer::A,tung,sunkus
644,schön::A,pen,gražus
645,schön::A,vakker,gražus
646,heiß::A,het,karštas
647,warm::A,varm,šiltas
648,kalt::A,kald,šaltas
649,kühl::A,kjølig,vėsus
650,kühl::A,kjølig,bejausmis
651,frisch::A,fersk,šviežias
652,feucht::A,fuktig,drėgnas
653,nass::A,våt,šlapias
654,trocken::A,tørr,sausas
655,voll::A,full,pilnas
656,leer::A,tom,tuščias
657,offen::A,åpen,atviras
658,geschlossen::A,lukket,uždaras
659,geschlossen::A,lukket,uždarytas
660,sauber::A,ren,švarus
661,schmutzig::A,skitten,nešvarus
662,schmutzig::A,skitten,purvinas
663,roh::A,rå,žalias
664,reif::A,moden,prinokęs
665,reif::A,moden,pribrendęs
666,lecker::A,lekker,gardus
667,süß::A,søt,saldus
668,bitter::A,besk,kartus
669,bitter::A,bitter,kartus
670,sauer::A,sur,gižus
671,sauer::A,sur,rūgštus
672,hell::A,lys,šviesus
673,hell::A,lys,skaistus
674,dunkel::A,mørk,tamsus
675,schwarz::A,svart,juodas
676,weiß::A,hvit,baltas
677,rot::A,rød,raudonas
678,gelb::A,gul,geltonas
679,blau::A,blå,mėlynas
680,grün::A,grønn,žalias
681,grau::A,grå,pilkas
682,bunt::A,broket,margas
683,bunt::A,broket,spalvotas
684,billig::A,billig,pigus
685,teuer::A,dyr,brangus
686,wertvoll::A,verdifull,vertingas
687,blind::A,blind,aklas
688,taub::A,døv,kurčias
689,kräftig::A,kraftig,stiprus
690,stark::A,sterk,stiprus
691,schwach::A,svak,silpnas
692,fett::A,fet,riebus
693,schlank::A,slank,laibas
694,schlank::A,slank,lieknas
695,hübsch::A,pen,gražus
696,böse::A,slem,blogas
697,dumm::A,dum,paikas
698,dumm::A,dum,kvailas
699,faul::A,lat,tingus
700,faul::A,doven,tingus
701,fleißig::A,flittig,stropus
702,fleißig::A,flittig,kruopštus
703,geizig::A,gjerrig,šykštus
704,klug::A,klok,sumanus
705,klug::A,klok,protingas
706,geschickt::A,hendig,apsukrus
707,geschickt::A,skikket,apsukrus
708,lieb::A,kjær,mielas
709,lieb::A,snill,mielas
710,lustig::A,morsom,smagus
711,lustig::A,morsom,linksmas
712,sanft::A,blid,švelnus
713,sanft::A,blid,minkštas
714,hungrig::A,sulten,alkanas
715,krank::A,syk,ligotas
716,krank::A,syk,sergantis
717,nackt::A,naken,nuogas
718,traurig::A,sørgmodig,liūdnas
719,lebendig::A,levende,gyvas
720,gut::A,god,geras
721,schlecht::A,dårlig,blogas
722,schlecht::A,dårlig,prastas
723,richtig::A,riktig,tikras
724,richtig::A,riktig,teisingas
725,schlimm::A,slem,blogas
726,schlimm::A,slem,prastas
727,wahr::A,sann,tikras
728,alt::A,gammel,senas
729,neu::A,ny,naujas
730,ehemalig::A,forhenværende,buvęs
731,alt[Lebewesen]::A,gammel,pagyvenęs
732,jung::A,ung,jaunas
733,arm::A,fattig,neturtingas
734,reich::A,rik,turtingas
735,bekannt::A,kjent,žinomas
736,bekannt::A,kjent,pažįstamas
737,berühmt::A,berømt,žymus
738,berühmt::A,berømt,garsus
739,fremd::A,fremmed,svetimas
740,verschieden::A,forskjellig,įvairus
741,nah::A,nær,artimas
742,fern::A,fjern,tolimas
743,linker::A,venstre,kairys
744,rechter::A,høyre,dešinys
745,anderer::A,annen,kitas
746,erster::A,første,pirmas
747,zweiter::A,annen,antras
748,dritter::A,tredje,trečias
749,letzter::A,sist,paskutinis
750,allein::ADV,alene,vienas
751,auf einmal::ADV,med ett,iš karto
752,zusammen::ADV,sammen,kartu
753,zusammen::ADV,sammen,drauge
754,lange::ADV,lenge,ilgai
755,plötzlich::ADV,plutselig,staiga
756,sofort::ADV,straks,tuojau
757,später::ADV,senere,vėliau
758,später::ADV,senere,paskiau
759,jetzt::ADV,nå,dabãr
760,heute::ADV,i dag,šiandien
761,morgen::ADV,i morgen,rytoj
762,bald::ADV,snart,greitai
763,bald::ADV,snart,netrukus
764,dann::ADV,så,po to
765,gestern::ADV,i går,vakar
766,einst::ADV,engang,kadaise
767,einst::ADV,engang,kitą kartą
768,damals::ADV,den gang,anuomet
769,damals::ADV,den gang,anuokart
770,danach::ADV,deretter,po to
771,danach::ADV,deretter,paskui
772,vorher::ADV,før,anksčiau
773,vorher::ADV,i forveien,anksčiau
774,zuerst::ADV,først,pirma
775,zuerst::ADV,først,iš pradžių̃
776,einmal::ADV,en gang,kartą
777,einmal::ADV,en gang,vieną kartą
778,manchmal::ADV,somme tider,kai kada
779,oft::ADV,ofte,dažnai
780,immer::ADV,alltid,visada
781,immer::ADV,alltid,visuomet
782,niemals::ADV,aldri,niekada
783,niemals::ADV,aldri,niekuomet
784,hier::ADV,her,čia
785,hierhin::ADV,hit,šen
786,hierhin::ADV,hit,čionai
787,von hier::ADV,herfra,iš čia
788,dort::ADV,der,ten
789,dort::ADV,der,tenai
790,dorthin::ADV,dit,ten
791,dorthin::ADV,dit,ten link
792,geradeaus::ADV,rett fram,tiesiai
793,vorwärts::ADV,fram,pirmyn
794,vorwärts::ADV,framover,pirmyn
795,rückwärts::ADV,baklengs,atbulai
796,zurück::ADV,tilbake,atgal
797,unten::ADV,nede,žemai
798,unten::ADV,nede,apačioje
799,hinab::ADV,ned,žemyn
800,hinab::ADV,nedover,žemyn
801,oben::ADV,oppe,viršuj
802,oben::ADV,ovenpå,viršuj
803,hinauf::ADV,opp,aukštyn
804,hinauf::ADV,opp,į viršų
805,hinauf::ADV,oppover,aukštyn
806,hinauf::ADV,oppover,į viršų
807,überall::ADV,overalt,visur
808,nicht::ADV,ikke,ne
809,ein wenig::ADV,litt,truputį
810,kaum::ADV,neppe,vos
811,sehr::ADV,svært,labai
812,sehr::ADV,svært,baisiai
813,so::ADV,så,taip
814,noch::ADV,enda,dar
815,nur::ADV,bare,tik
816,nur::ADV,bare,vien
817,schon::ADV,alt,jau
818,schon::ADV,allerede,jau
819,wieder::ADV,igjen,vėl
