,Concept_ID,et,mdf
107,Schmutz::N,pori,ърда́з
108,Schmutz::N,mustus,ърда́з
109,See::N,järv,эрьхке
110,Sumpf::N,soo,шяй
111,Moor::N,raba,шяй
112,Wiese::N,aas,луга
113,Wiese::N,nurm,луга
114,Wald::N,mets,вирь
115,Hügel::N,küngas,губо́р
116,Hügel::N,küngas,пандоня
117,Anhöhe::N,küngas,губо́р
118,Berg::N,mägi,панда
119,Gipfel::N,mäetipp,пря
120,Höhle::N,koobas,у́нда
121,Abhang::N,nõlvak,па́нда ша́ма
122,Quelle::N,allikas,эшиня
123,Bach::N,oja,шудерькс
124,Fluss::N,jõgi,ляй
125,Ufer::N,kallas,търва́
126,Küste::N,rannik,ляйтърва́
127,Festland::N,mander,мода
128,Festland::N,maismaa,мода
129,Meer::N,meri,моря
130,Bucht::N,laht,ведьуське
131,Insel::N,saar,цёнга
132,Blume::N,lill,панчф
133,Gras::N,rohi,тише
134,Wurzel::N,juur,юр
135,Wurzel::N,juur,ункс
136,Baum::N,puu,шуфта
137,Stamm::N,tüvi,ро́нга
138,Rinde::N,koor,кер
139,Ast::N,oks,морга
140,Zweig::N,oks,тарад
141,Blatt::N,leht,лопа
142,Birke::N,kask,ке́лу
143,Kiefer[Baum]::N,mänd,пиче
144,Weide[Baum]::N,paju,каль
145,Tanne::N,nulg,куз
146,Horn::N,sarv,сюра
147,Feder::N,sulg,толга
148,Fell::N,karvkate,кедь
149,Fell::N,karusnahk,кедь
150,Flügel::N,tiib,паця
151,Flügel::N,tiivik,паця
152,Klaue::N,küüs,кенже
153,Kralle::N,küünis,кенже
154,Schwanz::N,saba,пула
155,Ei::N,muna,ал
156,Nest::N,pesa,пиза
157,Bau::N,urg,пиза
158,Tier::N,loom,жува́та
159,Herde::N,kari,нал
160,Herde::N,kari,стада
161,Kuh::N,lehm,скал
162,Kuh::N,lehm,тракс
163,Bulle::N,pull,бука
164,Pferd::N,hobune,лишме
165,Schaf::N,lammas,уча́
166,Schwein::N,siga,тува
167,Hund::N,koer,пине
168,Katze::N,kass,катоня
169,Katze::N,kass,аваката
170,Bär::N,karu,офта
171,Eichhörnchen::N,orav,ур
172,Elch::N,põder,ся́рда
173,Fuchs::N,rebane,келазь
174,Hase::N,jänes,ну́мол
175,Maus::N,hiir,шеер
176,Wolf::N,hunt,върьгаз
177,Vogel::N,lind,нармонь
178,Schwarm::N,parv,ко́вол
179,Schwarm::N,parv,ме́швеле
180,Huhn::N,kana,сараз
181,Hahn::N,kukk,а́тякш
182,Gans::N,hani,маци
183,Adler::N,kotkas,куцькан
184,Ente::N,part,яксярга
185,Eule::N,kakk,ко́рож
186,Eule::N,öökull,ко́рож
187,Kranich::N,kurg,ка́рга
188,Krähe::N,vares,ва́рси
189,Kuckuck::N,kägu,ку́ку
190,Schwan::N,luik,ло́ксти
191,Fisch::N,kala,кал
192,Barsch::N,ahven,о́кунь
193,Hecht::N,haug,щу́ка
194,Schlange[Tier]::N,uss,куй
195,Wurm::N,uss,сукс
196,Wurm::N,vagel,сукс
197,Spinne::N,ämblik,унжа́
198,Ameise::N,sipelgas,панжам
199,Laus::N,täi,си
200,Mücke::N,sääsk,ся́ське
201,Fliege::N,kärbes,кару
202,Schmetterling::N,liblikas,ме́лав
203,Beere::N,mari,и́мож
204,Apfel::N,õun,марь
205,Pilz::N,seen,панга
206,Zwiebel::N,sibul,шурьхкя́
207,Saat::N,seeme,видьмот
208,Korn::N,iva,сёра
209,Korn::N,tera,сёра
210,Heu::N,hein,тише
211,Schale::N,koor,кедь
212,Grube::N,kaevand,лотка
213,Falle::N,lõks,туфкс
214,Falle::N,lõks,кунда́ма
215,Falle::N,püünis,туфкс
216,Falle::N,püünis,кунда́ма
217,Schlinge::N,aas,килькш
218,Spur::N,jälg,пильгоки́
219,Asche::N,tuhk,кулу
220,Dreck::N,saast,ърда́з
221,Dreck::N,mustus,ърда́з
222,Eisen::N,raud,кшни
223,Gold::N,kuld,ока
224,Gold::N,kuld,золота
225,Silber::N,hõbe,сия́
226,Kohle::N,süsi,седь
227,Kohle::N,süsi,седьвальмя
228,Glas::N,klaas,кля́нцек
229,Lehm::N,savi,сёвонь
230,Sand::N,liiv,шува́р
231,Mensch::N,inimene,ломань
232,Mann::N,mees,аля
233,Mann::N,mees,цёраломань
234,Frau::N,naine,ава
235,Kind::N,laps,идь
236,Kind::N,laps,шаба
237,Junge::N,poiss,цёраня
238,Mädchen::N,tüdruk,стирня́
239,Familie::N,perekond,тнал
240,Familie::N,perekond,семья
241,Großvater::N,vanaisa,атя
242,Großvater::N,vanaisa,щя́тя
243,Großmutter::N,vanaema,баба
244,Eltern::N,vanemad,тя́дят-а́лят
245,Vater::N,isa,аля
246,Mutter::N,ema,ава
247,Mutter::N,ema,тядя
248,Sohn::N,poeg,цёра
249,Tochter::N,tütar,стирь
250,Bruder::N,vend,дуган
251,Bruder::N,vend,пяльне
252,Schwester::N,õde,ака
253,Schwester::N,õde,сазор
254,Onkel::N,onu,оця
255,Onkel::N,onu,патя
256,Onkel::N,onu,щеня́
257,Tante::N,tädi,ака
258,Tante::N,tädi,щака
259,Ehemann::N,mees,мирде
260,Ehemann::N,abikaasa,мирде
261,Ehefrau::N,naine,ърьвя́
262,Ehefrau::N,abikaasa,ърьвя́
263,Freude::N,rõõm,ке́нярдема
264,Gelächter::N,naer,рахсема
265,Glück::N,õnn,паваз
266,Kummer::N,mure,ризф
267,Kummer::N,mure,пичефкс
268,Kummer::N,kurbus,ризф
269,Kummer::N,kurbus,пичефкс
270,Wunsch::N,soov,мяль
271,Wunsch::N,soov,таколдома
272,Lust::N,himu,таколдома
273,Geist::N,vaim,вайме
274,Gedanke::N,mõte,мяль
275,Gedächtnis::N,mälu,прявий
276,Verstand::N,aru,прявий
277,Verstand::N,mõistus,прявий
278,Sinn::N,tähendus,ён
279,Grund::N,põhjus,туфта́л
280,Wahrheit::N,tõde,ви́де
281,Wahrheit::N,tõde,видеши́
282,Gespräch::N,kõne,корхтама
283,Gespräch::N,vestlus,корхтама
284,Märchen::N,muinasjutt,ёфкс
285,Erzählung::N,jutustus,азкс
286,Nachricht::N,teade,куля́
287,Neuigkeit::N,uudis,куля́
288,Name::N,nimi,лем
289,Rätsel::N,mõistatus,со́дама ёфкс
290,Rede::N,kõne,вал
291,Rede::N,kõne,корхтама
292,Sprache::N,keel,кяль
293,Stimme::N,hääl,вайгяль
294,Wort::N,sõna,вал
295,Zeichen::N,märk,тя́ште
296,Zeichen::N,märk,тя́штькс
297,Ruf::N,hüüe,тердема
298,Lärm::N,müra,гайф
299,Lärm::N,müra,жалакодома
300,Laut::N,hääl,вайгяль
301,Ton::N,toon,вайгяль
302,Lied::N,laul,мора
303,Ruhe::N,rahu,сетьме
304,Ruhe::N,vaikus,сетьме
305,Leute::N,inimesed,ломатть
306,Volk::N,rahvas,наро́д
307,Arbeit::N,töö,тев
308,Gast::N,külaline,и́нжи
309,Gast::N,külaline,ко́нак
310,Geschenk::N,kingitus,казне
311,Spiel::N,mäng,налхкома
312,Spiel::N,mäng,налхксема
313,Gesellschaft::N,selts,кружок
314,Hilfe::N,abi,лездома
315,Freund::N,sõber,я́лга
316,Kamerad::N,sõber,я́лга
317,Angelegenheit::N,asi,тев
318,Anzahl::N,arv,лувкс
319,Anzahl::N,hulk,лувкс
320,Art::N,liik,вид
321,Stück::N,tükk,пакш
322,Teil::N,osa,часть
323,Teil::N,osa,пялькс
324,Hälfte::N,pool,пяле
325,Kreis::N,ring,шаркс
326,Kreuz::N,rist,крёз
327,Linie::N,joon,межа
328,Linie::N,joon,китькс
329,Strich::N,joon,межа
330,Abstand::N,vahe,ётка
331,Entfernung::N,kaugus,ётка
332,Entfernung::N,vahemaa,ётка
333,Gegend::N,ümbrus,ва́ста
334,Gegend::N,ümbrus,перьфпя́ль
335,Platz::N,ruum,ва́ста
336,Ort::N,paik,ва́ста
337,Seite::N,pool,пяле
338,Mitte::N,keskpaik,кучка́
339,Gegenstand::N,ese,веща
340,Sache::N,ese,тев
341,Sache::N,ese,веща
342,Rand::N,äär,пе
343,Rand::N,serv,пе
344,Kante::N,kant,и́рдез
345,Ecke::N,nurk,ужа
346,Spitze::N,teravik,пря
347,Ende::N,ots,пе
348,Ende::N,jupp,пе
349,Loch::N,auk,варя
350,Winkel::N,nurk,ужа
351,Muster::N,muster,сёрма
352,Größe::N,suurus,серь
353,Länge::N,pikkus,кува́лма
354,Höhe::N,kõrgus,серь
355,Gewicht::N,kaal,сталма
356,Gewicht::N,raskus,сталма
357,Menge::N,arv,лувкс
358,Menge::N,hulk,лувкс
359,Haufen::N,hunnik,мар
360,Reihe::N,rivi,ряд
361,Boot::N,paat,венеж
362,Ruder::N,aer,миле
363,Schlitten::N,saan,ну́рда
364,Ski::N,suusk,сокс
365,Lagerfeuer::N,lõke,то́лмар
366,Last::N,koorem,канкс
367,Last::N,koorem,сталма
368,Gang::N,käik,молема
369,Schritt::N,samm,аськолкс
370,Norden::N,põhi,якшама шире
371,Süden::N,lõuna,ля́мбе ши́ре
372,Westen::N,lääs,ши валгома шире
373,Osten::N,ida,шинь стяма шире
374,Holz::N,puu,вирь
375,Holz::N,puu,шуфта
376,Brett::N,saelaud,лавця
377,Platte::N,plaat,плита́
378,Stütze::N,tugi,неже
379,Stange::N,latt,олга
380,Stange::N,teivas,олга
381,Stock::N,kepp,байдек
382,Stab::N,varras,олгоня
383,Rohr::N,toru,турама
384,Haus::N,maja,куд
385,Heim::N,kodu,куд
386,Ofen::N,ahi,пянакуд
387,Fußboden::N,põrand,кия́кс
388,Tisch::N,laud,шра
389,Tisch::N,laud,моркш
390,Stuhl::N,tool,стул
391,Wiege::N,häll,нюря́м
392,Wiege::N,kätki,нюря́м
393,Bett::N,voodi,ацам
394,Regal::N,riiul,лавцяланга
395,Kiste::N,kast,парга
396,Fenster::N,aken,валмья
397,Tür::N,uks,кенкш
398,Tor::N,värav,ортат
399,Zaun::N,aed,перяфкс
400,Zaun::N,tara,перяфкс
401,Dach::N,katus,кудпря
402,Leiter::N,redel,куцема
403,Besen::N,luud,тяльме
404,Spaten::N,labidas,ка́йме
405,Schaufel::N,kühvel,ко́поня
406,Schaufel::N,kühvel,ця́рдом
407,Gabel::N,kahvel,ця́нгоня
408,Löffel::N,lusikas,куцю
409,Messer::N,nuga,пеель
410,Nagel::N,nael,эска
411,Netz::N,võrk,
412,Haken::N,haak,кя́чказ
413,Haken::N,konks,кя́чказ
414,Griff::N,sang,недь
415,Griff::N,sang,кунда́мка
416,Griff::N,käepide,недь
417,Griff::N,käepide,кунда́мка
418,Schloss::N,lukk,замо́к
419,Bild::N,pilt,карти́на
420,Figur::N,kuju,ронга-понда
421,Figur::N,kujund,ронга-понда
422,Puppe::N,nukk,ня́ка
423,Beutel::N,paun,кяскав
424,Bündel::N,kimp,кярьме
425,Tasche::N,kott,кошяльня
426,Eimer::N,pang,ве́дарка
427,Eimer::N,ämber,ве́дарка
428,Deckel::N,kaas,тавадкс
429,Deckel::N,kaas,вельхкс
430,Geschirr::N,nõud,кядьге
431,Sack::N,kott,кяскав
432,Tasse::N,tass,ша́ваня
433,Topf::N,pada,кавозь
434,Kessel::N,pada,сргавозь
435,Essen::N,söök,ярхцама
436,Nahrung::N,toit,ярхцампяль
437,Speise::N,roog,ярхцама
438,Fleisch::N,liha,пал
439,Fleisch::N,liha,сиволь
440,Getreide::N,teravili,сёра
441,Brei::N,puder,ям
442,Brot::N,sai,кши
443,Brot::N,leib,кши
444,Scheibe::N,viil,кочам
445,Scheibe::N,viilukas,кочам
446,Fett::N,rasv,куя́
447,Butter::N,või,вай
448,Öl::N,õli,вай
449,Salz::N,sool,сал
450,Suppe::N,supp,шонгарям
451,Suppe::N,supp,коршампяль
452,Honig::N,mesi,медь
453,Milch::N,piim,лофца
454,Tee::N,tee,чай
455,Leder::N,nahk,кедь
456,Wolle::N,vill,пона
457,Stoff::N,kangas,котф
458,Nadel::N,nõel,салмокс
459,Faden::N,niit,сюре
460,Knopf::N,nööp,пуня
461,Knoten::N,sõlm,сюлма
462,Farbe::N,värv,архтомбяль
463,Kleidung::N,riided,щам
464,Kleidung::N,riietus,щам
465,Hemd::N,särk,па́нар
466,Kragen::N,krae,сиве
467,Ärmel::N,varrukas,ожа
468,Hose::N,püksid,понкст
469,Gürtel::N,vöö,каркс
470,Mütze::N,müts,вазь
471,Schuh::N,king,башма́к
472,Stiefel::N,saabas,кя́ме
473,Ring::N,sõrmus,суркс
474,Band::N,lint,керькс
475,Band::N,lint,лента
476,Kamm::N,kamm,сюрьхцем
477,Spiegel::N,peegel,ванома
478,Riemen::N,rihm,шнань каркс
479,Schnur::N,nöör,пикс
480,Schnur::N,nöör,карькскя
481,Leine::N,jalutusrihm,вядьме
482,Decke::N,tekk,вельхкс
483,Kissen::N,padi,тоду
484,Tuch::N,kalev,руця́
485,Handtuch::N,käterätik,на́рдама
486,Kraft::N,jõud,вий
487,Stärke::N,tugevus,вииши
488,Gesundheit::N,tervis,шумбраши́
489,Krankheit::N,haigus,урма́
490,Krankheit::N,haigus,сярядема
491,Schmerz::N,valu,маряма
492,Wunde::N,haav,керф
493,Fieber::N,palavik,маштыкс
494,Arznei::N,ravim,надо́бья
495,Arznei::N,ravim,пъчка́фтома
496,Brücke::N,sild,седь
497,Brunnen::N,kaev,эши
498,Weide::N,karjamaa,ванома васта
499,Pfad::N,rada,ян
500,Pfad::N,rada,киня́
501,Weg::N,tee,ки
502,Straße::N,tee,ки
503,Dorf::N,küla,веле
504,Stadt::N,linn,ош
505,Brief::N,kiri,сёрма
506,Buch::N,raamat,книга
507,Buchstabe::N,täht,бу́ква
508,Zeitung::N,ajaleht,газе́та
509,Leben::N,elu,эряф
510,Leben::N,elu,эряма
511,Tod::N,surm,кулома́
512,Grab::N,haud,калма
513,Kirche::N,kirik,це́рькав
514,Sünde::N,patt,пежеть
515,Sünde::N,patt,муворкс
516,Gott::N,jumal,шкай
517,Arbeiter::N,tööline,трудендай
518,Arbeiter::N,tööline,работник
519,Chef::N,ülemus,азор
520,Chef::N,ülemus,оцюня
521,Chef::N,juhataja,азор
522,Chef::N,juhataja,оцюня
523,Meister::N,meister,мастяр
524,Arzt::N,arst,врач
525,Arzt::N,arst,доктор
526,Lehrer::N,õpetaja,учи́тель
527,Geld::N,raha,ярмакт
528,Geschäft::N,äri,ладяфкс
529,Geschäft::N,äri,ладяф тев
530,Laden::N,pood,ла́вка
531,Laden::N,kauplus,ла́вка
532,Preis::N,hind,питне
533,Ware::N,kaup,миф
534,Ware::N,kaup,ра́маф
535,Nutzen::N,tulu,пара
536,Nutzen::N,tulu,лезкс
537,Nutzen::N,kasulikkus,пара
538,Nutzen::N,kasulikkus,лезкс
539,Reichtum::N,rikkus,ко́зяши
540,Welt::N,maailm,свет
541,Land::N,maa,мастор
542,Staat::N,riik,государства
543,König::N,kuningas,король
544,Macht::N,võim,азорондама
545,Macht::N,võim,азорксши
546,Grenze::N,piir,ёткаян
547,Krieg::N,sõda,война́
548,Feind::N,vaenlane,душман
549,Feind::N,vaenlane,каршек тюри
550,Gewalt::N,väevõim,наругама
551,Kampf::N,võitlus,тюрема́
552,Bogen[Waffe]::N,vibu,нал
553,Pfeil::N,nool,нал
554,Gewehr::N,püss,винто́вка
555,Fehler::N,viga,эльбядькс
556,Lüge::N,vale,васькафнема
557,Schaden::N,kahju,зия́н
558,Unglück::N,häda,зия́н
559,Unglück::N,õnnetus,зия́н
560,Schuld::N,süü,муворши
561,Alter::N,iga,эряф кизот
562,Alter::N,iga,эряфонь пинге
563,Schluss::N,lõpp,пе
564,Zeit::N,aeg,пинге
565,Tag::N,päev,ши
566,Morgen::N,hommik,шобдава
567,Mittag::N,lõuna,шикучка
568,Mittag::N,keskpäev,шикучка
569,Abend::N,õhtu,иля́дь
570,Nacht::N,öö,ве
571,Woche::N,nädal,недя́ля
572,Monat::N,kuu,ков
573,Jahr::N,aasta,киза
574,Frühling::N,kevad,тунда́
575,Sommer::N,suvi,киза
576,Herbst::N,sügis,сёксе
577,Winter::N,talv,тяла
578,Januar::N,jaanuar,кельмеков
579,Februar::N,veebruar,уфайков
580,März::N,märts,марайков
581,April::N,aprill,шудиков
582,Mai::N,mai,панжиков
583,Juni::N,juuni,лямбеков
584,Juli::N,juuli,псиков
585,August::N,august,сёроньков
586,September::N,september,тюжягов
587,Oktober::N,oktoober,кельмазаков
588,November::N,november,эйндамков
589,Dezember::N,detsember,кучкаков
590,Montag::N,esmaspäev,одговши
591,Dienstag::N,teisipäev,ша́вши
592,Mittwoch::N,kesknädal,вержи
593,Donnerstag::N,neljapäev,шува́ланя
594,Freitag::N,reede,пя́денця
595,Samstag::N,laupäev,ёткши
596,Sonntag::N,pühapäev,таргоши
597,groß::A,suur,оцю
598,klein::A,väike,ёмла
599,klein::A,pisike,ёмла
600,lang::A,pikk,кува́ка
601,kurz::A,lühike,нюрьхкя́ня
602,breit::A,lai,кели
603,schmal::A,kitsas,тяйня
604,dicht::A,tihe,сиде
605,dicht::A,tihe,туста
606,dick[Gegenstand]::A,jäme,эчке
607,dünn::A,õhuke,шува́ня
608,dünn::A,peenike,шува́ня
609,fein::A,peen,шува́ня
610,fein::A,õhuke,шува́ня
611,fest::A,püsiv,кеме
612,fest::A,kindel,кеме
613,flach::A,lame,лапш
614,flach::A,tasane,лапш
615,glatt::A,sile,вадяв
616,glatt::A,sile,такор
617,hart::A,kõva,калгода
618,weich::A,pehme,ляпе
619,rund::A,ümar,кру́глай
620,spitz::A,torkav,ботаз
621,spitz::A,torkav,оржа
622,scharf::A,terav,оржа
623,stumpf::A,nüri,ношка
624,schwer::A,raske,стака
625,schön::A,kena,мазы
626,heiß::A,kuum,пси
627,heiß::A,palav,пси
628,warm::A,soe,лямбе
629,kalt::A,külm,кельме
630,kühl::A,jahe,эше
631,frisch::A,värske,свежай
632,feucht::A,niiske,летьке
633,nass::A,märg,начка
634,trocken::A,kuiv,коське
635,voll::A,täis,пяшксе
636,leer::A,tühi,шава
637,offen::A,avatud,панжада
638,offen::A,avatud,виде
639,offen::A,lahtine,панжада
640,offen::A,lahtine,виде
641,geschlossen::A,suletud,пякстаф
642,geschlossen::A,suletud,сёлгф
643,sauber::A,puhas,ару
644,schmutzig::A,räpane,рда́зу
645,schmutzig::A,räpane,пя́ндра
646,schmutzig::A,määrdunud,рда́зу
647,schmutzig::A,määrdunud,пя́ндра
648,roh::A,toores,верок
649,reif::A,küps,ке́нерьф
650,lecker::A,hõrk,танцти
651,lecker::A,maitsev,танцти
652,süß::A,magus,ламбама
653,bitter::A,mõru,сяпи
654,sauer::A,hapu,шапама
655,hell::A,hele,валда
656,dunkel::A,pime,шобда
657,schwarz::A,must,равжа
658,weiß::A,valge,акша
659,rot::A,punane,якстерь
660,gelb::A,kollane,тюжя́
661,blau::A,sinine,сенем
662,grün::A,roheline,пиже
663,grün::A,roheline,сянгяря
664,grau::A,hall,уле
665,bunt::A,kirju,сёрмав
666,bunt::A,värviline,сёрмав
667,billig::A,odav,у́цез
668,billig::A,odav,аф пи́тни
669,teuer::A,kallis,пи́тни
670,wertvoll::A,väärtuslik,питни
671,blind::A,pime,сокор
672,taub::A,kurt,пярав
673,kräftig::A,jõuline,пяк вии
674,stark::A,tugev,вии
675,schwach::A,nõrk,лафча
676,schwach::A,jõuetu,лафча
677,fett::A,rasvane,куя́
678,schlank::A,sale,виде ронга
679,hübsch::A,kena,мазы
680,böse::A,tige,кяжи
681,dumm::A,juhm,аф ёню
682,dumm::A,juhm,шава пря
683,dumm::A,rumal,аф ёню
684,dumm::A,rumal,шава пря
685,faul::A,laisk,нола
686,fleißig::A,virk,ку́лхцонды
687,fleißig::A,hoolas,ку́лхцонды
688,geizig::A,ihne,кирьжя
689,geizig::A,ihne,жаднай
690,klug::A,tark,ёню
691,klug::A,tark,пря́ви
692,klug::A,arukas,ёню
693,klug::A,arukas,пря́ви
694,klug::A,mõistlik,ёню
695,klug::A,mõistlik,пря́ви
696,geschickt::A,osav,маштозь тиф
697,lieb::A,armas,цебярь
698,lustig::A,lõbus,ра́хси
699,sanft::A,õrn,сетьме
700,hungrig::A,näljane,вача
701,hungrig::A,näljane,вачеда
702,krank::A,haige,сяряди
703,nackt::A,alasti,штада
704,nackt::A,alasti,кърхтапа
705,traurig::A,kurb,ла́жнай
706,lebendig::A,elus,эряй
707,gut::A,hea,пара
708,gut::A,hea,цебярь
709,schlecht::A,halb,кальдяв
710,richtig::A,õige,виде
711,schlimm::A,paha,кальдяв
712,wahr::A,tõene,афкуксонь
713,alt::A,vana,ташта
714,neu::A,uus,од
715,ehemalig::A,endine,и́нгольдень
716,alt[Lebewesen]::A,vana,сире
717,jung::A,noor,од
718,arm::A,vaene,а́шу
719,reich::A,rikas,козя
720,bekannt::A,teada,содаф
721,bekannt::A,tuttav,содаф
722,berühmt::A,tuntud,содавикс
723,fremd::A,võõras,лия
724,fremd::A,võõras,аф содаф
725,verschieden::A,erinev,аф фкя ла́цонь
726,nah::A,lähedane,мала
727,nah::A,lähedane,аф ичкоздень
728,fern::A,kauge,и́чкоздень
729,fern::A,kauge,куна́рдонь
730,linker::A,vasak,кержи
731,rechter::A,parem,види
732,anderer::A,muu,лия
733,anderer::A,teine,лия
734,erster::A,esimene,васенце
735,zweiter::A,teine,омбоце
736,dritter::A,kolmas,колмоце
737,letzter::A,viimane,ме́кольце
738,allein::ADV,üksi,ськамонза
739,auf einmal::ADV,korraga,вихцок
740,auf einmal::ADV,ühekorraga,вихцок
741,zusammen::ADV,koos,марс
742,zusammen::ADV,koos,ма́рса
743,zusammen::ADV,üheskoos,марс
744,zusammen::ADV,üheskoos,ма́рса
745,lange::ADV,kaua,кува́тьс
746,plötzlich::ADV,äkki,а́пак учт
747,plötzlich::ADV,järsku,а́пак учт
748,sofort::ADV,kohe,тяникиге
749,später::ADV,hiljem,ме́ле
750,jetzt::ADV,nüüd,тяни
751,heute::ADV,täna,тячи
752,morgen::ADV,homme,ва́нды
753,bald::ADV,pea,курок
754,bald::ADV,varsti,курок
755,dann::ADV,siis,меле
756,dann::ADV,siis,сяда меле
757,gestern::ADV,eile,ися́к
758,einst::ADV,vanasti,весть
759,einst::ADV,vanasti,мзя́рда-бди
760,damals::ADV,tookord,эста
761,danach::ADV,seejärel,меле
762,vorher::ADV,enne,инголи
763,zuerst::ADV,enne,ва́сенда
764,zuerst::ADV,esmalt,ва́сенда
765,einmal::ADV,kord,весть
766,einmal::ADV,üks kord,весть
767,manchmal::ADV,mõnikord,лия́ста
768,manchmal::ADV,mõnikord,ко́ста-ко́ста
769,oft::ADV,tihti,си́деста
770,oft::ADV,sageli,си́деста
771,immer::ADV,ikka,фалу
772,immer::ADV,ikka,най
773,immer::ADV,alati,фалу
774,immer::ADV,alati,най
775,niemals::ADV,mitte kunagi,аф мзя́рдонга
776,hier::ADV,siin,тяса
777,hierhin::ADV,siia,сей
778,hierhin::ADV,siia,тяза
779,von hier::ADV,siit,тя́ста
780,dort::ADV,seal,тоса
781,dorthin::ADV,sinna,тов
782,dorthin::ADV,sinna,тоза
783,geradeaus::ADV,otse edasi,ви́деста
784,vorwärts::ADV,edasi,и́нголи
785,rückwärts::ADV,tagurpidi,ме́ки
786,zurück::ADV,tagasi,ме́ки
787,unten::ADV,all,ала
788,unten::ADV,allpool,ала
789,hinab::ADV,alla,алу
790,oben::ADV,ülal,вяре
791,hinauf::ADV,üles,вяри
792,überall::ADV,kõikjal,се́мбе ва́стова
793,nicht::ADV,ei,аф
794,nicht::ADV,mitte,аф
795,ein wenig::ADV,veidi,аф лама
796,ein wenig::ADV,natuke,аф лама
797,kaum::ADV,vaevalt,а́ньцек
798,sehr::ADV,väga,пяк
799,so::ADV,nii,ста́не
800,noch::ADV,veel,нинге
801,nur::ADV,ainult,аньцек
802,schon::ADV,juba,ни
803,wieder::ADV,jälle,та́га
804,vergebens::ADV,asjata,стак
805,vor::PRP,ees,инголе
806,hinter::PRP,taha,фтала
807,hinter::PRP,taha,мельге
808,unter::PRP,all,ала
