,Concept_ID,mn,he
170,Katze::N,мигуй,חתול
171,Bär::N,баавгай,דב
172,Eichhörnchen::N,хэрэм,סנאי
173,Elch::N,хандгай,דישון
174,Fuchs::N,үнэг,שועל
175,Hase::N,туулай,ארנב
176,Maus::N,хулгана,עכבר
177,Wolf::N,чоно,זאב
178,Vogel::N,шувуу,צפור
179,Schwarm::N,сүрэг,נחיל
180,Schwarm::N,сүрэг,להקה
181,Huhn::N,тахиа,תרנגלת
182,Hahn::N,эр тахиа,תרנגול
183,Gans::N,галуу,אוז
184,Adler::N,бүргэд,עיט
185,Ente::N,нугас,ברוז
186,Eule::N,ууль,ינשוף
187,Kranich::N,тогоруу,עגור
188,Kranich::N,тогоруу,כרוכיה
189,Krähe::N,хэрээ,עורב
190,Kuckuck::N,хөхөө,קוקיה
191,Schwan::N,хун,ברבור
192,Fisch::N,загас,דג
193,Barsch::N,алгана,אוקונוס
194,Hecht::N,цурхай,זאב הים
195,Schlange[Tier]::N,могой,נחש
196,Wurm::N,өт,תולעת
197,Wurm::N,хорхой,תולעת
198,Spinne::N,аалз,עכביש
199,Ameise::N,шоргоолж,נמלה
200,Laus::N,бөөс,כנה
201,Mücke::N,шумуул,יתוש
202,Fliege::N,ялаа,זבוב
203,Schmetterling::N,эрвээхэй,פרפר
204,Beere::N,жимсгэнэ,ענבה
205,Apfel::N,алим,תפוח
206,Pilz::N,мөөг,פטריה
207,Zwiebel::N,сонгино,בצל
208,Saat::N,тариа,זרעים
209,Korn::N,үр,גרעין
210,Korn::N,мөхлөг,גרעין
211,Heu::N,өвс,חציר
212,Schale::N,хальс,קלפה
213,Grube::N,алам,בור
214,Grube::N,алам,שוחה
215,Grube::N,нүх,בור
216,Grube::N,нүх,שוחה
217,Falle::N,хавх,מלכדת
218,Falle::N,занга,מלכדת
219,Schlinge::N,урхи,לולאה
220,Spur::N,мөр,עקבה
221,Asche::N,үнс,אפר
222,Dreck::N,хир,זהמה
223,Eisen::N,төмөр,ברזל
224,Gold::N,алт,זהב
225,Silber::N,мөнгө,כסף
226,Kohle::N,нүүрс,פחם
227,Glas::N,шил,זכוכית
228,Lehm::N,шавар,חרסית
229,Sand::N,элс,חול
230,Mensch::N,хүн,אדם
231,Mann::N,эр,איש
232,Mann::N,эр,גבר
233,Mann::N,эрэгтэй,איש
234,Mann::N,эрэгтэй,גבר
235,Frau::N,эмэгтэй,אשה
236,Frau::N,эмэгтэй,גברת
237,Frau::N,хатагтай,אשה
238,Frau::N,хатагтай,גברת
239,Kind::N,хүүхэд,ילד
240,Junge::N,хүү,ילד
241,Mädchen::N,охин,נערה
242,Mädchen::N,бүсгүй,נערה
243,Familie::N,айл,משפחה
244,Großvater::N,өвгөн аав,סבא
245,Großmutter::N,эмэг эх,סבתא
246,Großmutter::N,эмгээ,סבתא
247,Eltern::N,эцэг эх,הורים
248,Vater::N,аав,אב
249,Vater::N,эцэг,אב
250,Mutter::N,эх,אם
251,Mutter::N,ээж,אם
252,Sohn::N,хүү,בן
253,Tochter::N,охин,בת
254,Bruder::N,ах,אח
255,Bruder::N,дүү,אח
256,Schwester::N,эгч,אחות
257,Schwester::N,охин дүү,אחות
258,Onkel::N,авга ах,דוד
259,Onkel::N,нагац ах,דוד
260,Tante::N,авга эгч,דודה
261,Tante::N,нагац эгч,דודה
262,Ehemann::N,нөхөр,איש
263,Ehemann::N,нөхөр,בעל
264,Ehefrau::N,эхнэр,אשה
265,Ehefrau::N,гэргий,אשה
266,Freude::N,баяр,שמחה
267,Freude::N,баясгалан,שמחה
268,Gelächter::N,инээдэм,צחוק
269,Glück::N,жаргалан,אשר
270,Kummer::N,гаслан,יגון
271,Kummer::N,гаслан,עגמה
272,Wunsch::N,ерөөл,אחול
273,Wunsch::N,ерөөл,משאלה
274,Lust::N,дур,חשק
275,Lust::N,дур,תשוקה
276,Lust::N,хүсэл,חשק
277,Lust::N,хүсэл,תשוקה
278,Geist::N,оюун,רוח
279,Gedanke::N,сэтгэл,מחשבה
280,Gedächtnis::N,ой,זכרון
281,Gedächtnis::N,цээж,זכרון
282,Verstand::N,ухаан,שכל
283,Sinn::N,утга,מובן
284,Sinn::N,утга,משמעות
285,Grund::N,учир,סבה
286,Wahrheit::N,үнэн,אמת
287,Gespräch::N,яриа,דיון
288,Märchen::N,явган үлгэр,אגדה
289,Erzählung::N,тууж,ספור
290,Nachricht::N,мэдээ,ידיעה
291,Neuigkeit::N,сонин,חדשה
292,Name::N,нэр,שם
293,Rätsel::N,оньсого,תעלומה
294,Rede::N,хэлсэн үг,נאום
295,Sprache::N,хэл,לשון
296,Stimme::N,дуу,קול
297,Wort::N,үг,מלה
298,Zeichen::N,тамга,סימן
299,Zeichen::N,тэмдэг,סימן
300,Ruf::N,дуудлага,קריאה
301,Lärm::N,шуугиан,רעש
302,Lärm::N,чимээ,רעש
303,Laut::N,анир,הגה
304,Laut::N,дуу,הגה
305,Ton::N,авиа,צליל
306,Ton::N,аялгуу,צליל
307,Lied::N,дуу,שיר
308,Ruhe::N,энх,שלוה
309,Ruhe::N,тайван,שלוה
310,Leute::N,хүмүүс,אנשים
311,Volk::N,улс,עם
312,Arbeit::N,ажил,עבודה
313,Arbeit::N,хөдөлмөр,עבודה
314,Gast::N,зочин,אורח
315,Gast::N,айлчин,אורח
316,Geschenk::N,бэлэг,מתנה
317,Spiel::N,наадам,משחק
318,Spiel::N,тоглоом,משחק
319,Gesellschaft::N,хамт байх,חברה
320,Hilfe::N,тусламж,עזרה
321,Freund::N,найз,חבר
322,Freund::N,найз,ידיד
323,Freund::N,нөхөр,חבר
324,Freund::N,нөхөр,ידיד
325,Kamerad::N,хань,רע
326,Kamerad::N,нөхөр,רע
327,Angelegenheit::N,хэрэг,ענין
328,Anzahl::N,тоо,מספר
329,Art::N,төрөл,סוג
330,Art::N,янз,סוג
331,Stück::N,хэсэг,חתיכה
332,Teil::N,хувь,פרק
333,Teil::N,хэсэг,פרק
334,Hälfte::N,хагас,חצי
335,Kreis::N,тойрог,מעגל
336,Kreis::N,хүрээ,מעגל
337,Kreuz::N,загалмай,צלב
338,Linie::N,шугам,קו
339,Strich::N,зураас,קו קצר
340,Abstand::N,зай,מרחק
341,Entfernung::N,зай,מרחק
342,Entfernung::N,хол ойр,מרחק
343,Gegend::N,хавь,נוף
344,Gegend::N,газар,נוף
345,Platz::N,зай,שטח
346,Platz::N,завсар,שטח
347,Ort::N,газар,אתר
348,Ort::N,газар,מקום
349,Ort::N,байр,אתר
350,Ort::N,байр,מקום
351,Seite::N,тал,צד
352,Seite::N,этгээд,צד
353,Mitte::N,төв,אמצע
354,Mitte::N,дунд,אמצע
355,Gegenstand::N,юм,אוביקט
356,Sache::N,үйл,דבר
357,Sache::N,хэрэг,דבר
358,Rand::N,зах,פרור
359,Rand::N,хөвөө,פרור
360,Kante::N,ирмэг,קצה
361,Ecke::N,өнцөг,פנה
362,Spitze::N,үзүүр,קצה
363,Ende::N,зах,סוף
364,Ende::N,үзүүр,סוף
365,Loch::N,цоорхой,חר
366,Loch::N,онгорхой,חר
367,Winkel::N,өнцөг,פנה
368,Muster::N,хээ,תבנית
369,Muster::N,угалз,תבנית
370,Größe::N,хэмжээ,גדל
371,Länge::N,урт,ארך
372,Höhe::N,өндөр,קומה
373,Höhe::N,өндөр,גבה
374,Gewicht::N,жин,משקל
375,Menge::N,тоо,כמות
376,Haufen::N,бөөн,ערמה
377,Reihe::N,эгнээ,רצף
378,Boot::N,завь,סירה
379,Ruder::N,сэлүүр,משוט
380,Schlitten::N,чарга,מזחלת
381,Ski::N,цана,מגלשים
382,Lagerfeuer::N,түүдэг,מדורה
383,Last::N,ачаа,משא
384,Gang::N,явдал,הליכה
385,Schritt::N,алхам,צעד
386,Norden::N,умар,צפון
387,Süden::N,урд,דרום
388,Süden::N,өмнө,דרום
389,Westen::N,өрнө,מערב
390,Westen::N,баруун,מערב
391,Osten::N,зүүн,מזרח
392,Osten::N,дорно,מזרח
393,Holz::N,мод,עץ
394,Brett::N,банз,קרש
395,Platte::N,хавтан,לוח
396,Stütze::N,тулгуур,משען
397,Stütze::N,тулга,משען
398,Stange::N,сургааг,מוט
399,Stock::N,саваа,מקל
400,Stab::N,таяг,מוט
401,Rohr::N,хоолой,צנור
402,Haus::N,гэр,בית
403,Haus::N,байшин,בית
404,Heim::N,гэр,בית
405,Ofen::N,зуух,תנור
406,Ofen::N,пийшин,תנור
407,Fußboden::N,шал,רצפה
408,Tisch::N,ширээ,שלחן
409,Stuhl::N,сандал,כסא
410,Wiege::N,өлгий,ערש
411,Bett::N,ор,מטה
412,Regal::N,тавиур,מדף
413,Kiste::N,авдар,תבה
414,Kiste::N,авдар,ארגז
415,Kiste::N,хайрцаг,תבה
416,Kiste::N,хайрцаг,ארגז
417,Fenster::N,гэгээвч,חלון
418,Tür::N,үүд,דלת
419,Tür::N,хаалга,דלת
420,Tor::N,хаалга,שער
421,Zaun::N,хашаа,גדר
422,Dach::N,дээвэр,גג
423,Leiter::N,шат,סלם
424,Besen::N,хамуур,מטאטא
425,Besen::N,туужуу,מטאטא
426,Spaten::N,хүрз,את
427,Schaufel::N,хүрз,את
428,Gabel::N,сэрээ,מזלג
429,Löffel::N,халбага,כף
430,Messer::N,хутга,סכין
431,Nagel::N,хадаас,מסמר
432,Netz::N,өөш,רשת
433,Netz::N,тор,רשת
434,Haken::N,гох,וו
435,Haken::N,гох,קרס
436,Griff::N,иш,ידית
437,Griff::N,сэнж,ידית
438,Schloss::N,цуурга,מנעול
439,Schloss::N,цоож,מנעול
440,Bild::N,зураг,תמונה
441,Figur::N,баримал,פסל
442,Puppe::N,хүүхэлдэй,בבה
443,Beutel::N,агсаа,שק
444,Beutel::N,уут,שק
445,Bündel::N,боодол,צרור
446,Tasche::N,цүнх,שקית
447,Eimer::N,хөнөг,דלי
448,Eimer::N,хувин,דלי
449,Deckel::N,таг,מכסה
450,Deckel::N,хавхаг,מכסה
451,Geschirr::N,сав суулга,כלים
452,Sack::N,шуудай,שק
453,Tasse::N,аяга,ספל
454,Topf::N,тогоо,סיר
455,Kessel::N,тогоо,קנקן
456,Essen::N,идээ,אכל
457,Essen::N,идээ,ארוחה
458,Nahrung::N,хүнс,הזנה
459,Nahrung::N,хүнс,תזונה
460,Speise::N,идээ,מאכל
461,Speise::N,идээ,ארוחה
462,Fleisch::N,мах,בשר
463,Getreide::N,будаа,דגן
464,Brei::N,богшмол,מחית
465,Brei::N,будаа,מחית
466,Brot::N,талх,לחם
467,Scheibe::N,зүсэм,עגול
468,Scheibe::N,зүсэм,פרוסה
469,Scheibe::N,хэрчим,עגול
470,Scheibe::N,хэрчим,פרוסה
471,Fett::N,өөх,שמן
472,Butter::N,тос,חמאה
473,Öl::N,тос,שמן
474,Salz::N,давс,מלח
475,Suppe::N,шөл,מרק
476,Honig::N,бал,דבש
477,Milch::N,сүү,חלב
478,Tee::N,цай,תה
479,Leder::N,арьс,עור
480,Leder::N,савхи,עור
481,Wolle::N,ноос,צמר
482,Wolle::N,унгас,צמר
483,Stoff::N,бөс,בד
484,Stoff::N,бөс,אריג
485,Nadel::N,зүү,מחט
486,Faden::N,боолт,חוט
487,Faden::N,утас,חוט
488,Knopf::N,товч,כפתור
489,Knoten::N,зангилаа,קשר
490,Farbe::N,будаг,צבע
491,Kleidung::N,хувцас,בגדים
492,Hemd::N,цамц,חלצה
493,Kragen::N,зах заам,צוארון
494,Ärmel::N,ханцуй,שרוול
495,Hose::N,өмд,מכנסים
496,Gürtel::N,бүс,חגורה
497,Mütze::N,малгай,כובע
498,Mütze::N,бүрх,כובע
499,Schuh::N,туфли,נעל
500,Stiefel::N,гутал,מגף
501,Ring::N,бөгж,טבעת
502,Band::N,тууз,סרט
503,Kamm::N,сам,מסרק
504,Spiegel::N,толь,מראה
505,Riemen::N,тасам,רצועה
506,Riemen::N,сур,רצועה
507,Schnur::N,татлага,חבל
508,Leine::N,оосор,מושכות
509,Decke::N,хөнжил,שמיכה
510,Decke::N,хучлага,שמיכה
511,Kissen::N,дэр,כרית
512,Tuch::N,алчуур,צעיף
513,Tuch::N,даавуу,צעיף
514,Handtuch::N,алчуур,מגבת
515,Kraft::N,чадал,כוח
516,Kraft::N,хүч,כוח
517,Stärke::N,эрч,און
518,Stärke::N,тэнхээ,און
519,Gesundheit::N,бие,בריאות
520,Gesundheit::N,эрүүл мэнд,בריאות
521,Krankheit::N,эмгэг,מחלה
522,Schmerz::N,өвчин,כאב
523,Wunde::N,шарх,פציעה
524,Fieber::N,халуун,חם
525,Arznei::N,эм,תרופה
526,Brücke::N,гүүр,גשר
527,Brunnen::N,худаг,באר
528,Weide::N,бэлчээр,אחו
529,Weide::N,бэлчээр,מרעה
530,Pfad::N,жим,שביל
531,Pfad::N,жим,מדרכה
532,Pfad::N,зөрөг,שביל
533,Pfad::N,зөрөг,מדרכה
534,Weg::N,зам,דרך
535,Weg::N,харгуй,דרך
536,Straße::N,зам,כביש
537,Straße::N,харгуй,כביש
538,Dorf::N,тосгон,כפר
539,Dorf::N,гацаа,כפר
540,Stadt::N,хот,עיר
541,Brief::N,захидал,מכתב
542,Brief::N,захиа,מכתב
543,Buch::N,ном,ספר
544,Buch::N,бичиг,ספר
545,Buchstabe::N,үсэг,אות
546,Zeitung::N,сонин,עתון
547,Leben::N,амь,חיים
548,Leben::N,амьдрал,חיים
549,Tod::N,үхэл,מות
550,Grab::N,булш,קבר
551,Kirche::N,сүм,כנסיה
552,Sünde::N,нүгэл,חטא
553,Sünde::N,хилэнц,חטא
554,Gott::N,бурхан,אל
555,Arbeiter::N,ажилчин,פועל
556,Arbeiter::N,хөдөлмөрчин,פועל
557,Chef::N,дарга,ראש
558,Chef::N,дарга,מנהל
559,Meister::N,дархан,ממחה
560,Arzt::N,эмч,רופא
561,Lehrer::N,багш,מורה
562,Geld::N,цаас,כסף
563,Geld::N,мөнгө,כסף
564,Geschäft::N,наймаа,עסקה
565,Laden::N,дэлгүүр,חנות
566,Preis::N,үнэ,מחיר
567,Ware::N,таваар,סחורה
568,Ware::N,бараа,סחורה
569,Nutzen::N,ашиг,תועלת
570,Reichtum::N,баялаг,עשר
571,Welt::N,дэлхий,עולם
572,Welt::N,орчлон,עולם
573,Land::N,улс,ארץ
574,Land::N,орон,ארץ
575,Staat::N,төр,מדינה
576,Staat::N,гүрэн,מדינה
577,König::N,ван,מלך
578,Macht::N,засаг,כוח
579,Grenze::N,хил,גבול
580,Krieg::N,дайн,מלחמה
581,Feind::N,дайсан,אויב
582,Gewalt::N,хүчирхэх,אלימות
583,Kampf::N,тэмцэл,קרב
584,Kampf::N,тэмцэл,לחימה
585,Kampf::N,байлдаан,קרב
586,Kampf::N,байлдаан,לחימה
587,Bogen[Waffe]::N,нум,קשת
588,Pfeil::N,годил,חץ
589,Pfeil::N,сум,חץ
590,Gewehr::N,буу,רובה
591,Fehler::N,эндэл,טעות
592,Fehler::N,алдаа,טעות
593,Lüge::N,худал,שקר
594,Schaden::N,хор,נזק
595,Schaden::N,хөнөөл,נזק
596,Unglück::N,гай,מזל רע
597,Unglück::N,гамшиг,מזל רע
598,Schuld::N,гэм,אשמה
599,Schuld::N,буруу,אשמה
600,Alter::N,нас,גיל
601,Schluss::N,эцэс,סיום
602,Schluss::N,төгсгөл,סיום
603,Zeit::N,цаг,זמן
604,Tag::N,өдөр,יום
605,Morgen::N,өглөө,בקר
606,Mittag::N,үд,צהרים
607,Abend::N,үдэш,ערב
608,Nacht::N,шөнө,לילה
609,Woche::N,долоо хоног,שבוע
610,Monat::N,сар,חדש
611,Jahr::N,жил,שנה
612,Frühling::N,хавар,אביב
613,Sommer::N,зун,קיץ
614,Herbst::N,намар,סתו
615,Winter::N,өвөл,חרף
616,Januar::N,нэгдүгээр сар,ינואר
617,Februar::N,хоёрдугаар сар,פברואר
618,März::N,гуравдугаар сар,מרץ
619,April::N,дөрөвдүгээр сар,אפריל
620,Mai::N,тавдугаар сар,מאי
621,Juni::N,зургаадугаар сар,יוני
622,Juli::N,долдугаар сар,יולי
623,August::N,наймдугаар сар,אוגוסט
624,September::N,есдүгээр сар,ספטמבר
625,Oktober::N,аравдугаар сар,אוקטובר
626,November::N,арван нэгдүгээр сар,נובמבר
627,Dezember::N,арван хоёрдугаар сар,דצמבר
628,Montag::N,даваа,יום שני
629,Dienstag::N,мягмар,יום שלישי
630,Mittwoch::N,лхагва,יום רביעי
631,Donnerstag::N,пүрэв,יום חמישי
632,Freitag::N,баасан,יום ששי
633,Samstag::N,бямба,יום שבת
634,Sonntag::N,ням,יום ראשון
635,groß::A,их,גדול
636,groß::A,том,גדול
637,klein::A,бага,קטן
638,klein::A,жаахан,קטן
639,lang::A,урт,ארך
640,kurz::A,охор,קצר
641,kurz::A,богино,קצר
642,breit::A,өргөн,רחב
643,schmal::A,уйтан,צר
644,schmal::A,нарийн,צר
645,dicht::A,нягт,צפוף
646,dicht::A,чигжүү,צפוף
647,dick[Gegenstand]::A,зузаан,עבה
648,dünn::A,нимгэн,דק
649,fein::A,нарийн,מעדן
650,fest::A,бөх,מוצק
651,fest::A,хатуу,מוצק
652,flach::A,хавтгай,שטוח
653,glatt::A,цагаан,חלק
654,hart::A,хатуу,קשיח
655,weich::A,зөөлөн,רך
656,rund::A,дугуй,עגל
657,rund::A,дугариг,עגל
658,spitz::A,шовх,חד
659,spitz::A,шовгор,חד
660,scharf::A,хурц,חד
661,scharf::A,иртэй,חד
662,stumpf::A,мохоо,קהה
663,schwer::A,хүнд,כבד
664,schön::A,гуа,יפה
665,schön::A,сайхан,יפה
666,heiß::A,халуун,חם
667,warm::A,дулаан,חם
668,kalt::A,хүйтэн,קר
669,kühl::A,сэрүүн,צונן
670,frisch::A,эрүүл,טרי
671,frisch::A,жихүүн,טרי
672,feucht::A,чийгтэй,לח
673,nass::A,нойтон,רטוב
674,trocken::A,хатсан,יבש
675,voll::A,дүүрэн,מלא
676,leer::A,хоосон,ריק
677,offen::A,онгорхой,פתוח
678,geschlossen::A,битүү,סגור
679,geschlossen::A,хаалтай,סגור
680,sauber::A,цэвэр,נקי
681,sauber::A,хиргүй,נקי
682,schmutzig::A,бохир,מלכלך
683,schmutzig::A,хиртэй,מלכלך
684,roh::A,түүхий,חי
685,reif::A,болсон,בשל
686,lecker::A,амттай,טעים
687,süß::A,амттай,מתוק
688,süß::A,чихэрлэг,מתוק
689,bitter::A,гашуун,מר
690,sauer::A,эсгэлэн,חמוץ
691,hell::A,гэгээн,בהיר
692,hell::A,гэрэлтэй,בהיר
693,dunkel::A,бараан,עמום
694,dunkel::A,харанхуй,עמום
695,schwarz::A,хар,שחר
696,weiß::A,цагаан,לבן
697,rot::A,улаан,אדם
698,gelb::A,шар,צהב
699,blau::A,хөх,כחל
700,blau::A,цэнхэр,כחל
701,grün::A,ногоон,ירק
702,grau::A,орог,אפר
703,grau::A,саарал,אפר
704,bunt::A,эрээн,צבעוני
705,billig::A,хямд,זול
706,teuer::A,үнэтэй,יקר
707,wertvoll::A,үнэт,יקר ערך
708,blind::A,сохор,עור
709,taub::A,чих хатуу,חרש
710,kräftig::A,чийрэг,חסן
711,stark::A,хүчтэй,חזק
712,stark::A,чадалтай,חזק
713,schwach::A,сул,חלש
714,fett::A,тарган,שמן
715,fett::A,голигор,שמן
716,schlank::A,голшиг,רזה
717,hübsch::A,сайхан,יפה תאר
718,hübsch::A,хөөрхөн,יפה תאר
719,böse::A,муу,רשע
720,böse::A,хортой,רשע
721,dumm::A,тэнэг,טפש
722,faul::A,залхуу,עצלן
723,fleißig::A,чармайлтгай,חרוץ
724,geizig::A,харамч,קמצן
725,klug::A,цэцэн,נבון
726,klug::A,цэцэн,פקח
727,geschickt::A,дүйтэй,מימן
728,lieb::A,хайрт,יקר
729,lieb::A,хайрт,אהוב
730,lustig::A,цэнгэлтэй,עליז
731,sanft::A,наалинхай,עדין
732,hungrig::A,өлөн,רעב
733,hungrig::A,өлссөн,רעב
734,krank::A,өвчтэй,חולה
735,nackt::A,нүцгэн,ערום
736,traurig::A,гунигт,עצוב
737,lebendig::A,амьд,חי
738,lebendig::A,амьтай,חי
739,gut::A,сайн,טוב
740,schlecht::A,муу,גרוע
741,schlecht::A,өөдгүй,גרוע
742,richtig::A,зөв,נכון
743,richtig::A,зүйтэй,נכון
744,schlimm::A,муухай,רע
745,wahr::A,үнэн,אמתי
746,wahr::A,жинхэнэ,אמתי
747,alt::A,хуучин,ישן
748,neu::A,шинэ,חדש
749,ehemalig::A,агсан,לשעבר
750,ehemalig::A,байсан,לשעבר
751,alt[Lebewesen]::A,өвгөн,זקן
752,alt[Lebewesen]::A,хижээл,זקן
753,jung::A,залуу,צעיר
754,arm::A,ядуу,עני
755,reich::A,баян,עשיר
756,reich::A,баялаг,עשיר
757,bekannt::A,танил,ידוע
758,berühmt::A,цуутай,מפרסם
759,berühmt::A,алдартай,מפרסם
760,fremd::A,харь,זר
761,fremd::A,гадаад,זר
762,verschieden::A,ондоо,שונה
763,verschieden::A,янз янзын,שונה
764,nah::A,ойрын,קרוב
765,nah::A,дөтийн,קרוב
766,fern::A,холын,רחוק
767,linker::A,буруу,שמאלי
768,rechter::A,баруун,ימין
769,anderer::A,өөр,אחר
770,anderer::A,нөгөө,אחר
771,erster::A,нэгдэх,ראשון
772,erster::A,нэгдүгээр,ראשון
773,zweiter::A,хоёрдугаар,שני
774,dritter::A,гуравдугаар,שלישי
775,letzter::A,сүүлийн,אחרון
776,allein::ADV,ганцаараа,לבד
777,auf einmal::ADV,нэгмөсөн,בו-זמנית
778,zusammen::ADV,цуг,ביחד
779,zusammen::ADV,хамт,ביחד
780,lange::ADV,удаан,הרבה זמן
781,plötzlich::ADV,гэнэт,לפתע
782,plötzlich::ADV,гэнэт,פתאום
783,sofort::ADV,дороо,מיד
784,später::ADV,дараа,לאחר זמן
