,Concept_ID,ba,he
211,Junge::N,малай,ילד
212,Mädchen::N,ҡыҙ,נערה
213,Mädchen::N,ҡыҙыҡай,נערה
214,Familie::N,ғаилә,משפחה
215,Großvater::N,олатай,סבא
216,Großmutter::N,әбәй,סבתא
217,Eltern::N,ата-әсә,הורים
218,Vater::N,атай,אב
219,Mutter::N,әсә,אם
220,Sohn::N,ул,בן
221,Tochter::N,ҡыҙ,בת
222,Bruder::N,агай,אח
223,Schwester::N,алай,אחות
224,Schwester::N,һеңле,אחות
225,Onkel::N,ағай,דוד
226,Tante::N,апай,דודה
227,Ehemann::N,ир,איש
228,Ehemann::N,ир,בעל
229,Ehefrau::N,ҡатын,אשה
230,Freude::N,шатлыҡ,שמחה
231,Freude::N,ҡыуаныс,שמחה
232,Gelächter::N,көлөү,צחוק
233,Glück::N,бәхет,אשר
234,Kummer::N,ҡайғы,יגון
235,Kummer::N,ҡайғы,עגמה
236,Wunsch::N,теләк,אחול
237,Wunsch::N,теләк,משאלה
238,Lust::N,әүәҫлек,חשק
239,Lust::N,әүәҫлек,תשוקה
240,Geist::N,аң,רוח
241,Geist::N,рух,רוח
242,Gedanke::N,уй,מחשבה
243,Gedanke::N,фекер,מחשבה
244,Gedächtnis::N,хәтер,זכרון
245,Verstand::N,аҡыл,שכל
246,Sinn::N,мәғәня,מובן
247,Sinn::N,мәғәня,משמעות
248,Grund::N,сәбәп,סבה
249,Wahrheit::N,дөрөҫлөк,אמת
250,Gespräch::N,әңгәмә,דיון
251,Märchen::N,әкиәт,אגדה
252,Erzählung::N,хикәйә,ספור
253,Nachricht::N,хәбәр,ידיעה
254,Neuigkeit::N,яңылыҡ,חדשה
255,Name::N,исем,שם
256,Rätsel::N,йомаҡ,תעלומה
257,Rede::N,телмәр,נאום
258,Sprache::N,тел,לשון
259,Sprache::N,телмәр,לשון
260,Stimme::N,тауыш,קול
261,Wort::N,һүҙ,מלה
262,Zeichen::N,билдә,סימן
263,Ruf::N,саҡырыу,קריאה
264,Lärm::N,шаулау,רעש
265,Laut::N,тауыш,הגה
266,Ton::N,яңғырау,צליל
267,Lied::N,йыр,שיר
268,Ruhe::N,ял,שלוה
269,Ruhe::N,тыныслыҡ,שלוה
270,Leute::N,кешеләр,אנשים
271,Volk::N,халҡ,עם
272,Arbeit::N,эш,עבודה
273,Gast::N,ҡунаҡ,אורח
274,Geschenk::N,бүләк,מתנה
275,Spiel::N,уйын,משחק
276,Gesellschaft::N,йәмғиәт,חברה
277,Hilfe::N,ярҙам,עזרה
278,Freund::N,дуҫ,חבר
279,Freund::N,дуҫ,ידיד
280,Kamerad::N,иптәш,רע
281,Angelegenheit::N,әш,ענין
282,Anzahl::N,һан,מספר
283,Art::N,төр,סוג
284,Stück::N,киҫәк,חתיכה
285,Teil::N,өлөш,פרק
286,Hälfte::N,ярты,חצי
287,Kreis::N,түңәрәк,מעגל
288,Kreuz::N,тәре,צלב
289,Linie::N,һыҙыҡ,קו
290,Strich::N,һыҙат,קו קצר
291,Abstand::N,ара,מרחק
292,Entfernung::N,алыҫлыҡ,מרחק
293,Gegend::N,урын,נוף
294,Platz::N,арауыҡ,שטח
295,Ort::N,ерҙәр,אתר
296,Ort::N,ерҙәр,מקום
297,Ort::N,урындар,אתר
298,Ort::N,урындар,מקום
299,Ort::N,эш урыны,אתר
300,Ort::N,эш урыны,מקום
301,Seite::N,яҡ,צד
302,Mitte::N,урталыҡ,אמצע
303,Gegenstand::N,нәмә,אוביקט
304,Sache::N,нәмә,דבר
305,Sache::N,әйбер,דבר
306,Rand::N,сит,פרור
307,Kante::N,ҡабырға,קצה
308,Kante::N,ян,קצה
309,Ecke::N,мөйөш,פנה
310,Spitze::N,ос,קצה
311,Ende::N,аҙаҡ,סוף
312,Loch::N,тишек,חר
313,Winkel::N,мөйөш,פנה
314,Muster::N,биҙәк,תבנית
315,Größe::N,ҙурлыҡ,גדל
316,Länge::N,оҙонлоҡ,ארך
317,Höhe::N,бейеклек,קומה
318,Höhe::N,бейеклек,גבה
319,Gewicht::N,үлсәү,משקל
320,Menge::N,һан,כמות
321,Haufen::N,өйөм,ערמה
322,Reihe::N,рәт,רצף
323,Boot::N,кәмә,סירה
324,Ruder::N,ишкәк,משוט
325,Schlitten::N,сана,מזחלת
326,Ski::N,саңгы,מגלשים
327,Lagerfeuer::N,костер,מדורה
328,Last::N,ауырлыҡ,משא
329,Gang::N,барыу,הליכה
330,Schritt::N,аҙым,צעד
331,Norden::N,төньяҡ,צפון
332,Süden::N,көньяҡ,דרום
333,Westen::N,көнбайыш,מערב
334,Osten::N,көнсығыш,מזרח
335,Holz::N,үағас,עץ
336,Brett::N,таҡта,קרש
337,Platte::N,плита,לוח
338,Stütze::N,терәк,משען
339,Stange::N,кәртә,מוט
340,Stock::N,таяҡ,מקל
341,Stab::N,ҡолға,מוט
342,Rohr::N,торба,צנור
343,Haus::N,өй,בית
344,Haus::N,йорт,בית
345,Heim::N,өй,בית
346,Ofen::N,мейес,תנור
347,Fußboden::N,енес,רצפה
348,Tisch::N,өҫтәл,שלחן
349,Stuhl::N,ултырғыс,כסא
350,Wiege::N,бишек,ערש
351,Bett::N,карауат,מטה
352,Regal::N,кәштә,מדף
353,Kiste::N,йәшинк,תבה
354,Kiste::N,йәшинк,ארגז
355,Fenster::N,тәҙрә,חלון
356,Tür::N,ишек,דלת
357,Tor::N,ҡапҡа,שער
358,Zaun::N,ҡойма,גדר
359,Dach::N,түбә,גג
360,Dach::N,ҡыйыҡ,גג
361,Leiter::N,баҫҡыс,סלם
362,Besen::N,һепертке,מטאטא
363,Spaten::N,көрәк,את
364,Schaufel::N,көрәк,את
365,Gabel::N,сәнске,מזלג
366,Löffel::N,ҡалаҡ,כף
367,Messer::N,бысаҡ,סכין
368,Nagel::N,сөй,מסמר
369,Netz::N,ау,רשת
370,Haken::N,ыргаҡ,וו
371,Haken::N,ыргаҡ,קרס
372,Griff::N,тотҡа,ידית
373,Schloss::N,йоҙаҡ,מנעול
374,Bild::N,картина,תמונה
375,Figur::N,һын,פסל
376,Puppe::N,ҡурсаҡ,בבה
377,Beutel::N,тоҡ,שק
378,Bündel::N,төргәк,צרור
379,Tasche::N,сумка,שקית
380,Eimer::N,биҙрә,דלי
381,Deckel::N,ҡапҡас,מכסה
382,Geschirr::N,һауыт-һаба,כלים
383,Sack::N,тоҡ,שק
384,Tasse::N,сынаяҡ,ספל
385,Topf::N,кәстрүл,סיר
386,Kessel::N,ҡаҙан,קנקן
387,Essen::N,ашау,אכל
388,Essen::N,ашау,ארוחה
389,Nahrung::N,аҙыҡ,הזנה
390,Nahrung::N,аҙыҡ,תזונה
391,Speise::N,аш,מאכל
392,Speise::N,аш,ארוחה
393,Fleisch::N,ит,בשר
394,Getreide::N,иген,דגן
395,Getreide::N,ашлыҡ,דגן
396,Brei::N,бутҡа,מחית
397,Brot::N,икмәк,לחם
398,Scheibe::N,телем,עגול
399,Scheibe::N,телем,פרוסה
400,Fett::N,май,שמן
401,Butter::N,май,חמאה
402,Öl::N,май буяуы,שמן
403,Salz::N,тоҙ,מלח
404,Suppe::N,һурпа,מרק
405,Honig::N,бал,דבש
406,Milch::N,һөт,חלב
407,Tee::N,сәй,תה
408,Leder::N,күн,עור
409,Wolle::N,йөн,צמר
410,Stoff::N,туҡыма,בד
411,Stoff::N,туҡыма,אריג
412,Nadel::N,энә,מחט
413,Faden::N,еп,חוט
414,Knopf::N,төймә,כפתור
415,Knoten::N,төйөн,קשר
416,Farbe::N,буяу,צבע
417,Kleidung::N,кейем,בגדים
418,Hemd::N,күлдәк,חלצה
419,Kragen::N,яға,צוארון
420,Ärmel::N,ең,שרוול
421,Hose::N,салбар,מכנסים
422,Gürtel::N,ҡайыш,חגורה
423,Mütze::N,бүрк,כובע
424,Schuh::N,туфли,נעל
425,Stiefel::N,итек,מגף
426,Ring::N,йөҙөк,טבעת
427,Ring::N,балдаҡ,טבעת
428,Band::N,таҫма,סרט
429,Kamm::N,тараҡ,מסרק
430,Spiegel::N,көзгө,מראה
431,Riemen::N,ҡайыш,רצועה
432,Schnur::N,бау,חבל
433,Leine::N,бау,מושכות
434,Decke::N,одеяд,שמיכה
435,Kissen::N,мендәр,כרית
436,Tuch::N,яулыҡ,צעיף
437,Handtuch::N,таҫтамал,מגבת
438,Kraft::N,көс,כוח
439,Stärke::N,көс,און
440,Gesundheit::N,һаулыҡ,בריאות
441,Krankheit::N,сир,מחלה
442,Krankheit::N,ауырыу,מחלה
443,Schmerz::N,һыҙлау,כאב
444,Schmerz::N,әрнеү,כאב
445,Wunde::N,йәрәхәт,פציעה
446,Fieber::N,тапма,חם
447,Fieber::N,биҙгәк,חם
448,Arznei::N,дарыу,תרופה
449,Brücke::N,күпер,גשר
450,Brunnen::N,ҡоҙоҡ,באר
451,Weide::N,көтөүлек,אחו
452,Weide::N,көтөүлек,מרעה
453,Pfad::N,һуҡмаҡ,שביל
454,Pfad::N,һуҡмаҡ,מדרכה
455,Weg::N,юл,דרך
456,Straße::N,урам,כביש
457,Dorf::N,ауыл,כפר
458,Stadt::N,ҡала,עיר
459,Brief::N,хат,מכתב
460,Buch::N,китап,ספר
461,Buch::N,кенәгә,ספר
462,Buchstabe::N,хәреф,אות
463,Zeitung::N,гәзит,עתון
464,Leben::N,йәшәү,חיים
465,Tod::N,үлем,מות
466,Grab::N,ҡәбер,קבר
467,Kirche::N,сиркәү,כנסיה
468,Sünde::N,гөнаһ,חטא
469,Gott::N,алла,אל
470,Gott::N,хоҙай,אל
471,Arbeiter::N,эшсе,פועל
472,Chef::N,башлыҡ,ראש
473,Chef::N,башлыҡ,מנהל
474,Meister::N,оҫта,ממחה
475,Arzt::N,врач,רופא
476,Lehrer::N,уҡытыусы,מורה
477,Geld::N,аҡса,כסף
478,Geschäft::N,эш,עסקה
479,Laden::N,магазин,חנות
480,Preis::N,хаҡ,מחיר
481,Ware::N,тауар,סחורה
482,Nutzen::N,файҙа,תועלת
483,Reichtum::N,байлыҡ,עשר
484,Welt::N,донъя,עולם
485,Land::N,ил,ארץ
486,Staat::N,дәүләт,מדינה
487,König::N,король,מלך
488,Macht::N,власть,כוח
489,Grenze::N,сик,גבול
490,Krieg::N,һуғыш,מלחמה
491,Feind::N,йылан,אויב
492,Gewalt::N,көслөк,אלימות
493,Kampf::N,көрәш,קרב
494,Kampf::N,көрәш,לחימה
495,Bogen[Waffe]::N,йәйә,קשת
496,Pfeil::N,уҡ,חץ
497,Gewehr::N,мылтыҡ,רובה
498,Fehler::N,хата,טעות
499,Lüge::N,ялған,שקר
500,Schaden::N,зыян,נזק
501,Schaden::N,зарар,נזק
502,Unglück::N,ҡаза,מזל רע
503,Schuld::N,ғәйеп,אשמה
504,Alter::N,йәш,גיל
505,Schluss::N,һуң,סיום
506,Schluss::N,аҙаҡ,סיום
507,Zeit::N,мәл,זמן
508,Zeit::N,заман,זמן
509,Tag::N,көн,יום
510,Morgen::N,иртә,בקר
511,Morgen::N,иртәнсәк,בקר
512,Mittag::N,төш,צהרים
513,Abend::N,кис,ערב
514,Nacht::N,төн,לילה
515,Woche::N,аҙна,שבוע
516,Monat::N,ай,חדש
517,Jahr::N,йыл,שנה
518,Frühling::N,яҙ,אביב
519,Sommer::N,йәй,קיץ
520,Herbst::N,көз,סתו
521,Winter::N,ҡыш,חרף
522,Januar::N,ғинуар,ינואר
523,Februar::N,февраль,פברואר
524,März::N,март,מרץ
525,April::N,апрель,אפריל
526,Mai::N,май,מאי
527,Juni::N,июнь,יוני
528,Juli::N,июль,יולי
529,August::N,август,אוגוסט
530,September::N,сентябрь,ספטמבר
531,Oktober::N,октябрь,אוקטובר
532,November::N,ноябрь,נובמבר
533,Dezember::N,декабрь,דצמבר
534,Montag::N,дүшәмбе,יום שני
535,Dienstag::N,шишәмбе,יום שלישי
536,Mittwoch::N,шаршамбы,יום רביעי
537,Donnerstag::N,кесаҙна,יום חמישי
538,Freitag::N,йома,יום ששי
539,Samstag::N,шәмбе,יום שבת
540,Sonntag::N,йәкшәмбе,יום ראשון
541,groß::A,ҙур,גדול
542,klein::A,бәләкәс,קטן
543,lang::A,оҙон,ארך
544,kurz::A,ҡыҫҡа,קצר
545,breit::A,киң,רחב
546,schmal::A,тар,צר
547,dicht::A,йыш,צפוף
548,dicht::A,ҡуйы,צפוף
549,dick[Gegenstand]::A,ҡалын,עבה
550,dünn::A,йоҡа,דק
551,dünn::A,нәҙек,דק
552,fein::A,нескә,מעדן
553,fest::A,ныҡ,מוצק
554,flach::A,яҫы,שטוח
555,flach::A,ялпаҡ,שטוח
556,glatt::A,шыма,חלק
557,hart::A,ҡаты,קשיח
558,weich::A,йомшаҡ,רך
559,rund::A,түңәрәк,עגל
560,spitz::A,осло түбәле,חד
561,scharf::A,үткер,חד
562,stumpf::A,утмәҫ,קהה
563,schwer::A,ауыр,כבד
564,schön::A,матур,יפה
565,heiß::A,эҫе,חם
566,warm::A,йылы,חם
567,kalt::A,һыуыҡ,קר
568,kühl::A,һалҡынса,צונן
569,frisch::A,һалҡынса,טרי
570,feucht::A,еүеш,לח
571,feucht::A,дымлы,לח
572,nass::A,еүеш,רטוב
573,trocken::A,кипкән,יבש
574,voll::A,тулы,מלא
575,leer::A,буш,ריק
576,offen::A,асыҡ,פתוח
577,geschlossen::A,ябыҡ,סגור
578,sauber::A,таҙа,נקי
579,schmutzig::A,бысраҡ,מלכלך
580,roh::A,сей,חי
581,reif::A,өлгөрғән,בשל
582,lecker::A,тәмле,טעים
583,süß::A,тямле,מתוק
584,süß::A,тәм-том,מתוק
585,bitter::A,әсе,מר
586,sauer::A,әсе,חמוץ
587,hell::A,яҡты,בהיר
588,dunkel::A,ҡараңғы,עמום
589,schwarz::A,ҡара,שחר
590,weiß::A,аҡ,לבן
591,rot::A,матур,אדם
592,rot::A,һылыу,אדם
593,rot::A,сибәр,אדם
594,gelb::A,һары,צהב
595,blau::A,күк,כחל
596,grün::A,йәшел,ירק
597,grau::A,буҙ,אפר
598,bunt::A,сыбар,צבעוני
599,bunt::A,ала-ҡола,צבעוני
600,billig::A,арзан,זול
601,teuer::A,ҡыйбатлы,יקר
602,wertvoll::A,ҡиммәтле,יקר ערך
603,blind::A,һуҡыр,עור
604,taub::A,һаңғырау,חרש
605,kräftig::A,көслө,חסן
606,kräftig::A,ҡеүәтле,חסן
607,stark::A,көслө,חזק
608,stark::A,ҡеүәтле,חזק
609,schwach::A,көсһөҙ,חלש
610,fett::A,һимеҙ,שמן
611,schlank::A,зифа,רזה
612,hübsch::A,матур,יפה תאר
613,böse::A,асыулы,רשע
614,dumm::A,иҫәр,טפש
615,faul::A,иренсәк,עצלן
616,fleißig::A,тырыш,חרוץ
617,geizig::A,һаран,קמצן
618,klug::A,аҡыллы,נבון
619,klug::A,аҡыллы,פקח
620,geschickt::A,оҫта,מימן
621,lieb::A,яғымлы,יקר
622,lieb::A,яғымлы,אהוב
623,lustig::A,күңелле,עליז
624,sanft::A,йыуаш,עדין
625,hungrig::A,ас,רעב
626,krank::A,сирле,חולה
627,krank::A,ауырыу,חולה
628,nackt::A,яланғас,ערום
629,traurig::A,яманһыу,עצוב
630,lebendig::A,тере,חי
631,lebendig::A,йәнле,חי
632,gut::A,яҡшы,טוב
633,schlecht::A,хөрт,גרוע
634,schlecht::A,алама,גרוע
635,richtig::A,дөрөҫ,נכון
636,schlimm::A,хөрт,רע
637,schlimm::A,алама,רע
638,wahr::A,дөрөҫ,אמתי
639,alt::A,иҫке,ישן
640,alt::A,боронғо,ישן
641,neu::A,яңы,חדש
642,ehemalig::A,элекке,לשעבר
643,alt[Lebewesen]::A,ҡарт,זקן
644,jung::A,йәш,צעיר
645,arm::A,фәҡир,עני
646,reich::A,бай,עשיר
647,bekannt::A,таныш,ידוע
648,berühmt::A,атаҡлы,מפרסם
649,berühmt::A,данлыҡлы,מפרסם
650,fremd::A,ят,זר
651,fremd::A,сит,זר
652,verschieden::A,төрлө,שונה
653,nah::A,яҡын,קרוב
654,fern::A,алыҫ,רחוק
655,fern::A,йыраҡ,רחוק
656,linker::A,һул,שמאלי
657,rechter::A,уң,ימין
658,anderer::A,бутән,אחר
659,erster::A,тәүге,ראשון
660,zweiter::A,икенсе,שני
661,dritter::A,өсөнсө,שלישי
662,letzter::A,һуңғы,אחרון
663,allein::ADV,бер үҙе,לבד
664,allein::ADV,яңғыҙ,לבד
665,auf einmal::ADV,бер юлы,בו-זמנית
666,zusammen::ADV,бергә,ביחד
667,lange::ADV,оҙаҡ,הרבה זמן
668,plötzlich::ADV,ҡапыл,לפתע
669,plötzlich::ADV,ҡапыл,פתאום
670,sofort::ADV,шунда уҡ,מיד
671,später::ADV,һуңыраҡ,לאחר זמן
672,später::ADV,һуңыраҡ,יותר מאחר
673,jetzt::ADV,хәҙер,עכשיו
674,heute::ADV,бөгөн,היום
675,morgen::ADV,иртәгә,מחר
676,bald::ADV,тиҙҙән,בקרוב
677,dann::ADV,һуңынан,אחר-כך
678,gestern::ADV,кисә,אתמול
679,einst::ADV,ҡасандыр,לפנים
680,einst::ADV,бер баҡыт,לפנים
681,damals::ADV,ул саҡта,אז
682,danach::ADV,һуңынан,אחר-כך
683,vorher::ADV,элек,לפני זה
684,zuerst::ADV,башта,קדם
685,einmal::ADV,бер,פעם
686,manchmal::ADV,ҡайһы берҙә,לפעמים
687,oft::ADV,йыш,לעתים קרובות
688,immer::ADV,һәр ҡасан,תמיד
689,niemals::ADV,бер ҡасан да,אף פעם
690,niemals::ADV,бер ваҡытта ла,אף פעם
691,hier::ADV,бында,כאן
692,hierhin::ADV,бында,פה
693,von hier::ADV,бынан,מפה
694,von hier::ADV,ошонан,מפה
695,dort::ADV,шунда,שם
696,dort::ADV,тегендә,שם
697,dorthin::ADV,шунда,שם
698,dorthin::ADV,тегеләй,שם
699,geradeaus::ADV,тура,ישר
700,vorwärts::ADV,алға,קדימה
701,rückwärts::ADV,кирегә,לאחור
702,zurück::ADV,кирегә,בחזרה
703,zurück::ADV,кирегә,אחורנית
704,unten::ADV,түбәндә,למטה
705,hinab::ADV,түбәнгә,למטה
706,oben::ADV,юғарыла,מעל
707,oben::ADV,юғарыла,למעלה
708,hinauf::ADV,юғарыға,למעלה
709,überall::ADV,бөтә урында,בכל מקום
710,nicht::ADV,тугел,לא
711,ein wenig::ADV,аҙ,קצת
712,kaum::ADV,көскә,בקשי
713,kaum::ADV,саҡ-саҡ,בקשי
714,sehr::ADV,ифат,מאוד
715,so::ADV,шулай,כך
716,so::ADV,шулай,ככה
717,noch::ADV,йәнә,עוד
718,noch::ADV,йәнә,עדין
719,nur::ADV,бары,רק
720,schon::ADV,инде,כבר
721,wieder::ADV,тағы,שוב
722,vergebens::ADV,бушҡа,לריק
723,vergebens::ADV,бушҡа,לשוא
724,vor::PRP,алдында,מול
725,hinter::PRP,артында,מאחורי
726,unter::PRP,аҫтында,מתחת
727,durch::PRP,үтә,דרך
728,neben::PRP,эргәһендә,ליד
729,neben::PRP,эргәһендә,על-יד
730,zwischen::PRP,араһында,בין
731,wegen::PRP,өсөн,בשל
732,wegen::PRP,өсөн,בגלל
733,wegen::PRP,сәбәпле,בשל
734,wegen::PRP,сәбәпле,בגלל
735,dies::PRN,был,זה
736,dies::PRN,ошо,זה
737,das::PRN,ул,זה
738,alles::PRN,бөтә,הכל
739,ich::PRN,мин,אני
740,du::PRN,һин,את
741,du::PRN,һин,אתה
742,er::PRN,ул,הוא
743,wir::PRN,беҙ,אנחנו
744,ihr::PRN,һеҙ,לה
745,sie::PRN,улар,הם
746,was::FPRN,ә,מה
747,was::FPRN,ни,מה
748,was::FPRN,нәмә,מה
749,wer::FPRN,ҡем,מי
750,wo::FADV,ҡайҙа,איפה
751,wohin::FADV,ҡайҙа,לאן
752,wie::FADV,инидәй,איך
753,warum::FADV,ин өсөн,למה
754,wieviel::FNUM,күпме,כמה
755,eins::NUM,бер,אחד
756,zwei::NUM,ике,שתים
757,zwei::NUM,икәү,שתים
