,Concept_ID,ja,be
837,blasen::V,吹く,дзьмухнуць
838,pfeifen::V,口笛を吹く,свістаць
839,schreien::V,叫ぶ,крычаць
840,stöhnen::V,うめく,стагнаць
841,zittern::V,震える,дрыжаць
842,leben::V,生きている,жыць
843,geboren werden::V,生まれる,нарадзіцца
844,atmen::V,呼吸する,дыхаць
845,trinken::V,飲む,піць
846,essen::V,食べる,есці
847,schlucken::V,飲み込む,глытаць
848,müde werden::V,眠くなる,стаміцца
849,einschlafen::V,寝付く,заснуць
850,schlafen::V,眠る,спаць
851,aufwachen::V,目が覚める,рассыпацца
852,aufstehen::V,起きる,устаць
853,sich erholen::V,休養する,адпачываць
854,krank werden::V,病気になる,захварэць
855,krank sein::V,病気である,хварэць
856,schmerzen::V,痛む,балець
857,husten::V,咳をする,кашляць
858,genesen::V,元気になる,паправіцца
859,genesen::V,元気になる,паздаравець
860,sterben::V,死ぬ,памерці
861,sterben::V,亡くなる,памерці
862,umkommen::V,死亡する,загінуць
863,sich bewegen::V,移動する,рухацца
864,sich rühren::V,動く,варушыцца
865,sich erheben::V,立ち上がる,устаць
866,sich setzen::V,座る,сесці
867,hinfallen::V,転ぶ,упасці
868,laufen::V,歩く,хадзіць
869,schreiten::V,跨ぐ,шагаць
870,schreiten::V,跨ぐ,крочыць
871,spazierengehen::V,散歩する,гуляць
872,eilen::V,急ぐ,спяшацца
873,sich beeilen::V,焦る,спяшацца
874,sausen::V,疾駆する,імчацца
875,rennen::V,走る,бегаць
876,springen::V,跳ぶ,скакаць
877,klettern::V,よじ登る,лазіць
878,schaukeln::V,ぶらんこに乗る,гайдацца
879,kriechen::V,這う,поўзаць
880,schwimmen::V,泳ぐ,плаваць
881,tauchen::V,潜る,ныраць
882,rudern::V,漕ぐ,веславаць
883,fahren::V,行く,ехаць
884,fahren::V,乗車する,ехаць
885,fliegen::V,飛ぶ,лятаць
886,gehen::V,行く,ісці
887,weggehen::V,立ち去る,пайсці
888,abfahren::V,出発する,адʼяжджаць
889,anhalten::V,止まる,спыніцца
890,anhalten::V,止まる,затрымацца
891,hineingehen::V,入る,уваходзіць
892,eintreten::V,中に入る,увайсці
893,kommen::V,来る,прыйсці
894,ankommen::V,着く,прыбыць
895,ankommen::V,到着する,прыбыць
896,zurückkommen::V,帰る,вярнуцца
897,bleiben::V,留まる,застацца
898,warten::V,待つ,чакаць
899,erwarten::V,期待する,чакаць
900,suchen::V,探る,шукаць
901,finden::V,見つける,знайсці
902,versuchen::V,試す,прабаваць
903,vorbereiten::V,準備する,падрыхтаваць
904,lieben::V,愛する,кахаць
905,mögen::V,好きである,любіць
906,lachen::V,笑う,смяяцца
907,rühren::V,感情を動かす,расчуліць
908,weinen::V,泣く,плакаць
909,schimpfen::V,叱る,лаяцца
910,sich ärgern::V,怒る,сердаваць
911,sich ärgern::V,腹を立てる,сердаваць
912,sich fürchten::V,怖がる,баяцца
913,fürchten::V,恐れる,баяцца
914,fliehen::V,逃げる,уцякаць
915,flüchten::V,逃亡する,уцячы
916,sehen::V,見る,бачыць
917,anschauen::V,眺める,паглядзець
918,ansehen::V,見る,глядзець
919,hören::V,聞く,чуць
920,zuhören::V,聴く,слухаць
921,probieren::V,食べてみる,каштаваць
922,riechen::V,気取る,нюхаць
923,fühlen::V,感じる,адчуваць
924,scheinen::V,ように見える,здавацца
925,zu sehen sein::V,見える,віднецца
926,vernehmen::V,承る,пачуць
927,frieren::V,寒気がする,мёрзнуць
928,tun::V,する,рабіць
929,können::V,出来る,умець
930,wollen::V,-たい,хацець
931,anfangen::V,始める,пачаць
932,beenden::V,終える,закончыць
933,aufhören::V,止める,перастаць
934,gelingen::V,成功する,удацца
935,geraten::V,当たる,аказацца
936,öffnen::V,開く,адчыніць
937,öffnen::V,開ける,адчыніць
938,schließen::V,閉める,зачыніць
939,stellen::V,置く,паставіць
940,stellen::V,据える,паставіць
941,setzen::V,座らせる,пасадзіць
942,legen::V,置く,класці
943,berühren::V,触る,чапаць
944,berühren::V,触れる,чапаць
945,verbinden::V,結びつける,звязаць
946,bedecken::V,覆う,накрыць
947,aufhängen::V,掛ける,павесіць
948,anzünden::V,燃やす,запаліць
949,anzünden::V,火をつける,запаліць
950,aufheben::V,拾う,падняць
951,zurücklassen::V,残す,пакінуць
952,verlieren::V,無くす,згубіць
953,fallen lassen::V,落とす,упусціць
954,machen::V,作る,зрабіць
955,herstellen::V,製造する,вырабіць
956,bauen::V,建設する,будаваць
957,reparieren::V,直す,правіць
958,reparieren::V,修理する,правіць
959,verbessern::V,改良する,палепшыць
960,ändern::V,変える,змяніць
961,graben::V,掘る,капаць
962,beugen::V,折る,сагнуць
963,biegen::V,曲げる,пагнуць
964,drehen::V,回す,вярцець
965,wenden::V,裏返す,павярнуць
966,umdrehen::V,裏返す,перавярнуць
967,heben::V,挙げる,падымаць
968,hochheben::V,持ち上げる,падняць
969,ergreifen::V,取り上げる,схапіць
970,ergreifen::V,取り上げる,схваціць
971,halten::V,持つ,трымаць
972,drücken::V,押す,націскаць
973,schieben::V,ずらす,пхаць
974,schieben::V,ずらす,штурхаць
975,kratzen::V,引っ掻く,скрэбці
976,lecken::V,なめる,лізаць
977,beißen::V,噛む,кусаць
978,abreißen::V,剝ぎ取る,адарваць
979,abschneiden::V,切り取る,адрэзаць
980,binden::V,縛る,вязаць
981,stecken::V,差し込む,уваткнуць
982,brechen::V,破る,зламаць
983,klopfen::V,とんとん叩く,стукаць
984,hauen::V,叩く,біць
985,kleben::V,貼る,клеіць
986,kleben::V,くっ付ける,клеіць
987,reiben::V,擦る,церці
988,streichen::V,塗る,намазаць
989,schleifen::V,研ぐ,тачыць
990,schneiden::V,切る,рэзаць
991,rütteln::V,揺さぶる,хістаць
992,schütteln::V,振る,трэсці
993,schütteln::V,揺さぶる,трэсці
994,schwenken::V,振る,махаць
995,schütten::V,注ぐ,наліць
996,füllen::V,いっぱいにする,напоўніць
997,einwickeln::V,包む,загарнуць
998,tragen::V,運ぶ,несці
999,schleppen::V,引きずる,цягнуць
1000,ziehen::V,引く,цягнуць
1001,aufbewahren::V,預かる,захоўваць
1002,werfen::V,投げる,кідаць
1003,fangen::V,受ける,лавіць
1004,packen::V,掴む,схапіць
1005,packen::V,掴む,схваціць
1006,verstecken::V,隠す,схаваць
1007,teilen::V,分ける,раздзяліць
1008,schicken::V,送る,пасылаць
1009,bringen::V,持って行く,прынесці
1010,hinzufügen::V,加える,дабавіць
1011,bekommen::V,得る,дастаць
1012,erhalten::V,受ける,атрымаць
1013,nehmen::V,取る,ўзяць
1014,wählen::V,選ぶ,выбраць
1015,auswählen::V,選ぶ,адабраць
1016,bewahren::V,保存する,захаваць
1017,behindern::V,妨害する,перашкаджаць
1018,verderben::V,台無しにする,сапсаваць
1019,beschädigen::V,損傷する,пашкодзіць
1020,zerbrechen::V,割る,разбіць
1021,zerreißen::V,引き裂く,разадраць
1022,zerstören::V,破壊する,разбурыць
1023,verbrennen::V,焼く,спаліць
1024,geben::V,上げる,даць
1025,reichen::V,渡す,перадаць
1026,schenken::V,贈る,дарыць
1027,versprechen::V,約束する,абяцаць
1028,wünschen::V,望む,жадаць
1029,loben::V,褒める,хваліць
1030,küssen::V,キスする,цалаваць
1031,wiegen::V,揺する,гушкаць
1032,wiegen::V,揺する,калыхаць
1033,zudecken::V,覆う,накрыць
1034,wecken::V,起こす,пабудзіць
1035,zeigen::V,見せる,паказаць
1036,führen::V,案内する,весці
1037,lehren::V,教える,вучыць
1038,unterrichten::V,通知する,выкладаць
1039,aufziehen::V,育てる,выхаваць
1040,leiten::V,導く,кіраваць
1041,antreiben::V,励ます,падганяць
1042,lassen::V,～させる,прымусіць
1043,einladen::V,誘う,запрасіць
1044,einladen::V,招待する,запрасіць
1045,vereinigen::V,一つにする,абʼяднаць
1046,besuchen::V,訪ねる,наведаць
1047,treffen::V,出会う,сустрэць
1048,sich versammeln::V,集まる,сабрацца
1049,spielen::V,遊ぶ,гуляць
1050,singen::V,歌う,пець
1051,singen::V,歌う,спяваць
1052,tanzen::V,踊る,танцаваць
1053,sich trennen::V,別れる,расстацца
1054,verlassen::V,別れる,пакінуць
1055,retten::V,救う,выратаваць
1056,retten::V,助ける,выратаваць
1057,bewachen::V,見張る,ахоўваць
1058,bewachen::V,軽微する,ахоўваць
1059,schützen::V,保護する,уберагаць
1060,verteidigen::V,守る,абараніць
1061,sich schlagen::V,殴る,біцца
1062,sich schlagen::V,殴る,драцца
1063,schießen::V,撃つ,страляць
1064,siegen::V,勝つ,перамагчы
1065,ärgern::V,怒らせる,злаваць
1066,schlagen::V,殴る,ударыць
1067,treten::V,蹴る,штурхаць
1068,stechen::V,突く,укалоць
1069,stoßen::V,突く,папхнуць
1070,stehlen::V,盗る,украсці
1071,stören::V,構う,перашкодзіць
1072,belästigen::V,邪魔する,дакучаць
1073,verbergen::V,隠す,скрыць
1074,verbergen::V,隠す,схаваць
1075,täuschen::V,だます,падмануць
1076,betrügen::V,だます,змахляваць
1077,töten::V,殺す,забіць
1078,wohnen::V,住む,жыць
1079,arbeiten::V,働く,працаваць
1080,sammeln::V,集める,сабраць
1081,sammeln::V,収集する,сабраць
1082,pflücken::V,摘む,зрываць
1083,jagen::V,狩りをする,паляваць
1084,fischen::V,釣る,рыбачыць
1085,fassen::V,捕る,злавіць
1086,hüten::V,放牧する,пасвіць
1087,treiben::V,追う,гнаць
1088,anbinden::V,繋ぐ,прывязаць
1089,füttern::V,餌をやる,карміць
1090,melken::V,搾乳する,даіць
1091,hacken::V,刻む,сячы
1092,gießen::V,水をやる,паліць
1093,reifen::V,熟す,паспець
1094,zubereiten::V,調理する,зварыць
1095,zubereiten::V,調理する,згатаваць
1096,kochen::V,煮る,варыць
1097,backen::V,焼く,пячы
1098,braten::V,焼く,смажыць
1099,braten::V,炒める,смажыць
1100,umrühren::V,混ぜる,перамяшаць
1101,stricken::V,編む,вязаць
1102,nähen::V,縫う,шыць
1103,färben::V,染める,пафарбаваць
1104,reinigen::V,掃除する,ачысціць
1105,waschen::V,洗う,мыць
1106,waschen::V,洗濯する,мыць
1107,abwischen::V,拭く,выцерці
1108,spülen::V,洗う,паласкаць
1109,spülen::V,すすぐ,паласкаць
1110,fegen::V,掃除する,падмятаць
1111,kehren::V,掃く,месці
1112,baden::V,入浴する,купацца
1113,sich waschen::V,洗う,мыцца
1114,ausziehen::V,脱ぐ,зняць
1115,anziehen::V,着る,надзець
1116,sich anziehen::V,着る,адзецца
1117,kämmen::V,梳く,прычасаць
1118,schmücken::V,飾る,аздобіць
1119,sagen::V,言う,сказаць
1120,sprechen::V,話す,гаварыць
1121,reden::V,話す,размаўляць
1122,sich unterhalten::V,話をする,гутарыць
1123,fragen::V,聞く,спытаць
1124,bitten::V,頼む,прасіць
1125,bitten::V,お願いする,прасіць
1126,erzählen::V,物語る,расказаць
1127,mitteilen::V,伝える,паведаміць
1128,nennen::V,名づける,назваць
1129,rufen::V,呼ぶ,зваць
1130,prahlen::V,自慢する,хваліцца
1131,übersetzen::V,訳す,перакласці
1132,denken::V,考える,думаць
1133,glauben::V,信じる,верыць
1134,bemerken::V,気が付く,заўважыць
1135,erkennen::V,認識する,пазнаць
1136,begreifen::V,分かる,спасцігнуць
1137,verstehen::V,聞き取る,пачуць
1138,lernen::V,学ぶ,вучыцца
1139,lernen::V,勉強する,вучыцца
1140,wissen::V,知っている,знаць
1141,sich erinnern an::V,思い出す,памятаць
1142,vergessen::V,忘れる,забыць
1143,messen::V,計る,мераць
1144,messen::V,測定する,мераць
1145,zählen::V,数える,лічыць
1146,rechnen::V,計算する,лічыць
1147,lesen::V,読む,чытаць
1148,malen::V,描く,маляваць
1149,zeichnen::V,写生する,рысаваць
1150,schreiben::V,書く,пісаць
1151,besitzen::V,所持する,мець
1152,kaufen::V,買う,купіць
1153,verkaufen::V,売る,прадаць
1154,bezahlen::V,払う,заплаціць
1155,zahlen::V,支払う,плаціць
1156,beherrschen::V,支配する,уладаць
1157,beherrschen::V,支配する,валодаць
1158,ertragen::V,耐える,выцерпець
