,Concept_ID,lt,ga
1509,schlagen::V,trenkti,buail
1510,treten::V,mygti,ciceáil
1511,stechen::V,gelti,sáigh
1512,stechen::V,smeigti,sáigh
1513,stoßen::V,stumti,brúigh
1514,stoßen::V,stumti,soncáil
1515,stoßen::V,pastumti,brúigh
1516,stoßen::V,pastumti,soncáil
1517,stehlen::V,vogti,goid
1518,stören::V,trikdyti,cuir isteach ar
1519,belästigen::V,apsunkinti,cuir as do
1520,verbergen::V,slėpti,ceil
1521,verbergen::V,paslėpti,ceil
1522,täuschen::V,klaidinti,cuir dallamullóg ar
1523,betrügen::V,apgauti,déan calaois ar
1524,töten::V,žudyti,maraigh
1525,töten::V,nužudyti,maraigh
1526,wohnen::V,gyventi,cuir faoi
1527,wohnen::V,gyventi,tá ina chónaí
1528,arbeiten::V,dirbti,oibrigh
1529,arbeiten::V,triūsti,oibrigh
1530,sammeln::V,rinkti,bailigh
1531,sammeln::V,rinkti,cruinnigh
1532,pflücken::V,skinti,pioc
1533,pflücken::V,raškyti,pioc
1534,jagen::V,medžioti,seilg
1535,fischen::V,žvejoti,iasc
1536,fassen::V,sučiupti,beir ar
1537,hüten::V,ganyti,aoirigh
1538,treiben::V,ginti,seol
1539,treiben::V,ginti,tiomáin
1540,anbinden::V,pririšti,ceangail
1541,füttern::V,šerti,cothaigh
1542,füttern::V,šerti,beathaigh
1543,melken::V,melžti,bligh
1544,melken::V,melžti,crúigh
1545,hacken::V,kapoti,gearr
1546,gießen::V,lieti,uiscigh
1547,gießen::V,laistyti,uiscigh
1548,reifen::V,nokti,aibigh
1549,reifen::V,sirpti,aibigh
1550,zubereiten::V,ruošti,cócaráil
1551,zubereiten::V,gaminti,cócaráil
1552,kochen::V,virti,bruith
1553,kochen::V,virti,beirigh
1554,kochen::V,virinti,bruith
1555,kochen::V,virinti,beirigh
1556,backen::V,kepti,bácáil
1557,braten::V,kepti,róst
1558,braten::V,kepti,frioch
1559,braten::V,kepinti,róst
1560,braten::V,kepinti,frioch
1561,umrühren::V,maišyti,measc
1562,umrühren::V,pamaišyti,measc
1563,stricken::V,megzti,cniotáil
1564,nähen::V,siūti,fuaigh
1565,färben::V,dažyti,dathaigh
1566,färben::V,nudažyti,dathaigh
1567,reinigen::V,valyti,glan
1568,reinigen::V,švarinti,glan
1569,waschen::V,plauti,nigh
1570,waschen::V,mazgoti,nigh
1571,waschen::V,skalbti,nigh
1572,abwischen::V,nušluostyti,glan
1573,spülen::V,plauti,sruthlaigh
1574,spülen::V,skalauti,sruthlaigh
1575,fegen::V,šluoti,scuab
1576,kehren::V,šluoti,scuab
1577,baden::V,maudytis,folc
1578,sich waschen::V,praustis,nigh é féin
1579,ausziehen::V,numauti,bain de
1580,ausziehen::V,nuvilkti,bain de
1581,anziehen::V,mauti,cuir ar
1582,anziehen::V,apsivilkti,cuir ar
1583,sich anziehen::V,rengtis,gléas é féin
1584,sich anziehen::V,apsirengti,gléas é féin
1585,kämmen::V,šukuoti,cíor
1586,schmücken::V,puošti,maisigh
1587,schmücken::V,dabinti,maisigh
1588,schmücken::V,gražinti,maisigh
1589,sagen::V,tarti,abair
1590,sprechen::V,kalbėti,labhair
1591,reden::V,šnekėti,caintigh
1592,sich unterhalten::V,kalbėtis,caintigh
1593,sich unterhalten::V,kalbėtis,tá ag comhrá
1594,sich unterhalten::V,šnekučiuotis,caintigh
1595,sich unterhalten::V,šnekučiuotis,tá ag comhrá
1596,fragen::V,klausti,fiafraigh
1597,fragen::V,klausti,cuir ceist
1598,bitten::V,prašyti,iarr
1599,erzählen::V,pasakoti,inis
1600,erzählen::V,pasakoti,eachtraigh
1601,mitteilen::V,skelbti,aithris
1602,mitteilen::V,skelbti,cuir in iúl
1603,mitteilen::V,pranešti,aithris
1604,mitteilen::V,pranešti,cuir in iúl
1605,nennen::V,vadinti,ainmnigh
1606,nennen::V,vardyti,ainmnigh
1607,rufen::V,šaukti,glaoigh
1608,rufen::V,kviesti,glaoigh
1609,prahlen::V,girtis,maígh
1610,übersetzen::V,versti,aistrigh
1611,übersetzen::V,išversti,aistrigh
1612,denken::V,galvoti,síl
1613,denken::V,galvoti,ceap
1614,glauben::V,manyti,creid
1615,glauben::V,tikėti,creid
1616,bemerken::V,pamatyti,tabhair faoi deara
1617,bemerken::V,pastebėti,tabhair faoi deara
1618,erkennen::V,pažinti,aithin
1619,erkennen::V,atpažinti,aithin
1620,begreifen::V,suvokti,tuig
1621,verstehen::V,suprasti,tuig
1622,lernen::V,mokytis,foghlaim
1623,wissen::V,žinoti,tá a fhios ag
1624,sich erinnern an::V,prisiminti,cuimhnigh ar
1625,sich erinnern an::V,prisiminti,is cuimhne ar
1626,vergessen::V,užmiršti,dearmad
1627,messen::V,matuoti,tomhais
1628,zählen::V,skaičiuoti,cuntais
1629,rechnen::V,skaičiuoti,ríomh
1630,rechnen::V,skaičiuoti,áirigh
1631,lesen::V,skaityti,léigh
1632,malen::V,tapyti,péinteáil
1633,zeichnen::V,piešti,línigh
1634,zeichnen::V,piešti,tarraing
1635,zeichnen::V,žymėti,línigh
1636,zeichnen::V,žymėti,tarraing
1637,zeichnen::V,braižyti,línigh
1638,zeichnen::V,braižyti,tarraing
1639,schreiben::V,rašyti,scríobh
1640,besitzen::V,turėti,is le
1641,kaufen::V,pirkti,ceannaigh
1642,verkaufen::V,parduoti,díol
1643,bezahlen::V,apmokėti,íoc as
1644,zahlen::V,mokėti,íoc
1645,beherrschen::V,valdyti,rialaigh
1646,ertragen::V,kę̃sti,seas
1647,ertragen::V,kę̃sti,fulaing
1648,ertragen::V,kę̃sti,foighnigh
1649,ertragen::V,pakelti,seas
1650,ertragen::V,pakelti,fulaing
1651,ertragen::V,pakelti,foighnigh
1652,ertragen::V,iškę̃sti,seas
1653,ertragen::V,iškę̃sti,fulaing
1654,ertragen::V,iškę̃sti,foighnigh
