,Concept_ID,cs,hy
106,Sumpf::N,bažina,ճահիճ
107,Moor::N,bažina,ճահիճ
108,Moor::N,slatina,ճահիճ
109,Wiese::N,louka,մարգագետին
110,Wald::N,les,անտառ
111,Hügel::N,kopec,բլուր
112,Anhöhe::N,pahorek,բարձունք
113,Berg::N,hora,լեռ
114,Gipfel::N,vrchol,գագաթ
115,Gipfel::N,vrchol,կատար
116,Höhle::N,jeskyně,քարայր
117,Abhang::N,svah,լանջ
118,Abhang::N,svah,զառիվայր
119,Abhang::N,stráň,լանջ
120,Abhang::N,stráň,զառիվայր
121,Quelle::N,pramen,աղբյուր
122,Bach::N,potok,վտակ
123,Fluss::N,řeka,գետ
124,Ufer::N,břeh,ծովափ
125,Küste::N,pobřeží,ափ
126,Küste::N,pobřeží,ծովափ
127,Festland::N,souš,ցամաք
128,Festland::N,pevnina,ցամաք
129,Meer::N,moře,ծով
130,Bucht::N,záliv,հաչիւն
131,Bucht::N,zátoka,հաչիւն
132,Insel::N,ostrov,վղզի
133,Blume::N,květina,ծաղիկ
134,Gras::N,tráva,խոտ
135,Wurzel::N,kořen,արմատ
136,Baum::N,strom,ծառ
137,Stamm::N,kmen,իրան
138,Rinde::N,kůra,կեղեւ
139,Rinde::N,kůra,հաչոց
140,Ast::N,větev,ճյուղ
141,Zweig::N,větev,ճյուղ
142,Blatt::N,lupen,տերեւ
143,Birke::N,bříza,ցարասի
144,Kiefer[Baum]::N,sosna,սոճի
145,Kiefer[Baum]::N,borovice,սոճի
146,Weide[Baum]::N,vrba,ուռենի
147,Tanne::N,jedle,եղեւին
148,Horn::N,roh,
149,Feder::N,pero,փետուր
150,Fell::N,srst,մորթի
151,Flügel::N,křídlo,թեւ
152,Klaue::N,dráp,չանչ
153,Klaue::N,pazneht,չանչ
154,Kralle::N,dráp,ճանկ
155,Schwanz::N,ocas,պոչ
156,Ei::N,vejce,ձու
157,Nest::N,hnízdo,բույն
158,Bau::N,nora,որջ
159,Bau::N,nora,բայոց
160,Tier::N,zvíře,կենդանի
161,Herde::N,stádo,հոտ
162,Kuh::N,kráva,կով
163,Bulle::N,býk,ցուլ
164,Pferd::N,kůň,ձի
165,Schaf::N,ovce,ոչխար
166,Schwein::N,vepř,խոզ
167,Schwein::N,prase,խոզ
168,Hund::N,pes,շուն
169,Katze::N,kočka,կատու
170,Bär::N,medvěd,արջ
171,Eichhörnchen::N,veverka,սկյուռ
172,Elch::N,los,հիւսիսային եղջերու
173,Fuchs::N,liška,աղվես
174,Hase::N,zajíc,նապաստակ
175,Maus::N,myš,մուկ
176,Wolf::N,vlk,գայլ
177,Vogel::N,pták,թռչուն
178,Schwarm::N,roj,երամ
179,Schwarm::N,hejno,երամ
180,Huhn::N,kuře,հավ
181,Huhn::N,slepice,հավ
182,Hahn::N,kohout,աքաղաղ
183,Gans::N,husa,սագ
184,Adler::N,orel,արծիվ
185,Ente::N,kachna,բադ
186,Eule::N,sova,բու
187,Kranich::N,jeřáb,կռունկ
188,Krähe::N,vrána,ագռավ
189,Kuckuck::N,kukačka,կուկու
190,Schwan::N,labuť,կարապ
191,Fisch::N,ryba,ձուկ
192,Barsch::N,okoun,պերկես
193,Hecht::N,štika,գայլաձուկ
194,Schlange[Tier]::N,had,օձ
195,Wurm::N,červ,որդ
196,Wurm::N,červ,ճիճու
197,Spinne::N,pavouk,սարդ
198,Ameise::N,mravenec,միջյուն
199,Laus::N,veš,ոջիլ
200,Mücke::N,komár,մժղուկ
201,Fliege::N,moucha,ճանճ
202,Schmetterling::N,motýl,թիթեռ
203,Beere::N,bobule,հատապտուղ
204,Apfel::N,jablko,խնձոր
205,Pilz::N,houba,սունկ
206,Zwiebel::N,cibule,սոխ
207,Saat::N,osivo,սերմ
208,Korn::N,zrno,հատիկ
209,Heu::N,seno,խոտ
210,Schale::N,slupka,կեղեւ
211,Schale::N,skořápka,կեղեւ
212,Grube::N,jáma,փոս
213,Falle::N,past,ծուղակ
214,Falle::N,léčka,ծուղակ
215,Schlinge::N,smyčka,խեղդան
216,Spur::N,stopa,հետք
217,Asche::N,popel,մոխիր
218,Dreck::N,špína,աղտ
219,Eisen::N,železo,երկաթ
220,Gold::N,zlato,ոսկի
221,Silber::N,stříbro,արծաթ
222,Kohle::N,uhlí,քարածուխ
223,Glas::N,sklo,ապակի
224,Lehm::N,jíl,կավ
225,Lehm::N,hlína,կավ
226,Sand::N,písek,ավազ
227,Mensch::N,člověk,մարդ
228,Mann::N,muž,մարդ
229,Mann::N,muž,տղամարդ
230,Frau::N,žena,կին
231,Kind::N,dítě,զավակ
232,Junge::N,hoch,տղա
233,Junge::N,chlapec,տղա
234,Mädchen::N,děvče,աղջիկ
235,Familie::N,rodina,ընտանիք
236,Großvater::N,děd,պապ
237,Großvater::N,dědeček,պապ
238,Großmutter::N,babička,տատ
239,Eltern::N,rodiče,ծնողներ
240,Vater::N,otec,հայր
241,Mutter::N,matka,մայր
242,Sohn::N,syn,որդի
243,Tochter::N,dcera,աղջիկ
244,Tochter::N,dcera,դուստր
245,Bruder::N,bratr,եղբայր
246,Schwester::N,sestra,քույր
247,Onkel::N,strýc,քեռի
248,Onkel::N,strýc,հորեղբայր
249,Tante::N,teta,մորաքույր
250,Ehemann::N,choť,մարդ
251,Ehemann::N,choť,ամուսին
252,Ehemann::N,manžel,մարդ
253,Ehemann::N,manžel,ամուսին
254,Ehefrau::N,choť,կին ամուսին
255,Ehefrau::N,manželka,կին ամուսին
256,Freude::N,radost,ուրախություն
257,Gelächter::N,smích,ծիծաղ
258,Glück::N,štěstí,երջանկություն
259,Kummer::N,žal,վիշտ
260,Kummer::N,trápení,վիշտ
261,Wunsch::N,přání,ցանկություն
262,Lust::N,chuť,փափագ
263,Lust::N,chuť,իղձ
264,Geist::N,duch,ոգի
265,Gedanke::N,myšlenka,միտք
266,Gedächtnis::N,paměť,հիշողություն
267,Verstand::N,rozum,խելք
268,Sinn::N,smysl,իմաստ
269,Grund::N,důvod,պատճառ
270,Wahrheit::N,pravda,ճշմարտություն
271,Gespräch::N,rozhovor,զրույց
272,Märchen::N,pohádka,պայիկի պատմություն
273,Erzählung::N,povídka,պատմվածք
274,Erzählung::N,povídka,պատմություն
275,Nachricht::N,zpráva,հաղորդագրություն
276,Neuigkeit::N,novina,լուր
277,Neuigkeit::N,novina,նորություն
278,Neuigkeit::N,novinka,լուր
279,Neuigkeit::N,novinka,նորություն
280,Name::N,jméno,անուն
281,Rätsel::N,hádanka,բարդ խնդիր
282,Rede::N,řeč,ճառ
283,Rede::N,řeč,ելույթ
284,Rede::N,proslov,ճառ
285,Rede::N,proslov,ելույթ
286,Sprache::N,řeč,լեզու
287,Sprache::N,jazyk,լեզու
288,Stimme::N,hlas,ձայն
289,Wort::N,slovo,բառ
290,Zeichen::N,znamení,նշան
291,Ruf::N,zavolání,կոչ
292,Ruf::N,zavolání,կանչ
293,Lärm::N,hluk,աղմուկ
294,Laut::N,zvuk,հնչյուն
295,Laut::N,zvuk,ձայն
296,Ton::N,tón,տոն
297,Lied::N,píseň,երգ
298,Ruhe::N,klid,անդորրություն
299,Ruhe::N,pokoj,անդորրություն
300,Leute::N,lidé,մարդիկ
301,Volk::N,národ,ազգ
302,Arbeit::N,práce,գործ
303,Arbeit::N,práce,աշխատանք
304,Gast::N,host,հյուր
305,Geschenk::N,dar,նվեր
306,Spiel::N,hra,խաղ
307,Gesellschaft::N,společnost,ընկերություն
308,Hilfe::N,pomoc,օգնությթուն
309,Freund::N,přítel,ընկեր
310,Freund::N,přítel,բարեկամ
311,Kamerad::N,kamarád,ուղեկից
312,Angelegenheit::N,záležitost,բան
313,Angelegenheit::N,záležitost,գործ
314,Anzahl::N,počet,քանակ
315,Anzahl::N,počet,գումար
316,Art::N,druh,տեսակ
317,Stück::N,kus,կտոր
318,Stück::N,kousek,կտոր
319,Teil::N,díl,մաս
320,Teil::N,část,մաս
321,Hälfte::N,půl,կես
322,Kreis::N,kruh,շիջանակ
323,Kreuz::N,kříž,խաչ
324,Linie::N,linka,գիծ
325,Strich::N,čára,գիծ
326,Strich::N,čárka,գիծ
327,Abstand::N,vzdálenost,անջրպետ
328,Entfernung::N,vzdálenost,հեռավորություն
329,Gegend::N,krajina,շրջան
330,Platz::N,prostor,տարածություն
331,Ort::N,místo,տեղ
332,Ort::N,místo,վայր
333,Seite::N,strana,կողմ
334,Mitte::N,střed,մեջտեղ
335,Mitte::N,prostředek,մեջտեղ
336,Gegenstand::N,předmět,առարկա
337,Sache::N,věc,բան
338,Rand::N,kraj,վերջք
339,Rand::N,okraj,վերջք
340,Kante::N,hrana,եզր
341,Ecke::N,roh,անկյուն
342,Spitze::N,hrot,ծայր
343,Spitze::N,špička,ծայր
344,Ende::N,konec,ծայր
345,Loch::N,díra,անցք
346,Winkel::N,kout,անկյուն
347,Muster::N,vzor,օրինակ
348,Größe::N,velikost,մեծություն
349,Länge::N,délka,երկարություն
350,Höhe::N,výška,բարձրություն
351,Gewicht::N,váha,կշիռ
352,Menge::N,množství,քանակ
353,Haufen::N,kupa,դեզ
354,Haufen::N,kupa,կույտ
355,Haufen::N,hromada,դեզ
356,Haufen::N,hromada,կույտ
357,Reihe::N,řada,շարք
358,Reihe::N,řada,կարգ
359,Reihe::N,řádek,շարք
360,Reihe::N,řádek,կարգ
361,Boot::N,člun,նավակ
362,Ruder::N,veslo,թի
363,Ruder::N,veslo,թիակ
364,Schlitten::N,sáně,բալխիր
365,Ski::N,lyže,դահուկ
366,Lagerfeuer::N,táborák,բացօդեայ կրակ
367,Last::N,náklad,բեռ
368,Last::N,břemeno,բեռ
369,Gang::N,chůze,զբոսանք
370,Gang::N,chodba,զբոսանք
371,Schritt::N,krok,քայլ
372,Norden::N,sever,հյուսիս
373,Süden::N,jih,հարավ
374,Westen::N,západ,արեւմուտք
375,Osten::N,východ,արեւելք
376,Holz::N,dřevo,փայտ
377,Brett::N,prkno,տախտակ
378,Platte::N,deska,թիթեղ
379,Stütze::N,opěra,նեցուկ
380,Stange::N,tyč,ձող
381,Stange::N,tyčka,ձող
382,Stock::N,hůlka,փայտ
383,Stab::N,hůl,ցուպ
384,Stab::N,hůl,գավազան
385,Rohr::N,trubka,խողովակ
386,Haus::N,dům,տուն
387,Heim::N,domov,տուն
388,Ofen::N,kamna,վառարան
389,Fußboden::N,podlaha,հատակ
390,Tisch::N,stůl,սեղան
391,Stuhl::N,židle,աթոռ
392,Wiege::N,kolébka,օրորոց
393,Bett::N,postel,անկողին
394,Regal::N,regál,դարակ
395,Regal::N,police,դարակ
396,Kiste::N,bedna,տուփ
397,Fenster::N,okno,պատուհան
398,Tür::N,dveře,դուռ
399,Tor::N,vrata,դարպաս
400,Zaun::N,plot,ցանկապատ
401,Dach::N,střecha,տանիք
402,Dach::N,střecha,կտուր
403,Leiter::N,žebřík,սանդուղք
404,Besen::N,koště,ավել
405,Besen::N,smeták,ավել
406,Spaten::N,rýč,բահ
407,Schaufel::N,lopata,թի
408,Gabel::N,vidlička,պատառաքաղ
409,Löffel::N,lžíce,գդալ
410,Messer::N,nůž,դանակ
411,Nagel::N,hřebík,մեխ
412,Netz::N,síť,ցանց
413,Haken::N,hák,կարթ
414,Griff::N,držadlo,կոթ
415,Griff::N,držadlo,բռնակ
416,Schloss::N,zámek,կողպեք
417,Bild::N,obraz,նկար
418,Bild::N,obraz,պատկեր
419,Figur::N,figura,քանդակ
420,Figur::N,figura,պատկեր
421,Puppe::N,panenka,տիկնիկ
422,Beutel::N,pytlík,տոպրակ
423,Bündel::N,svazek,կապոց
424,Tasche::N,taška,պայուսակ
425,Tasche::N,brašna,պայուսակ
426,Eimer::N,kýbl,դույլ
427,Eimer::N,vědro,դույլ
428,Deckel::N,víko,կափարիչ
429,Deckel::N,příklop,կափարիչ
430,Geschirr::N,nádobí,ամանեղեն
431,Sack::N,pytel,պարկ
432,Sack::N,pytel,տոպրակ
433,Tasse::N,šálek,թաս
434,Tasse::N,šálek,գավաթ
435,Topf::N,hrnec,անոթ
436,Kessel::N,kotel,կաթսա
437,Essen::N,jídlo,կերակուր
438,Nahrung::N,strava,ուտելիք
439,Nahrung::N,potrava,ուտելիք
440,Speise::N,jídlo,խորտիկ
441,Speise::N,jídlo,կերակուր
442,Fleisch::N,maso,միս
443,Getreide::N,obilí,հացահատիկ
444,Brei::N,kaše,լանդակ
445,Brot::N,chléb,հաց
446,Scheibe::N,krajíc,կտոր
447,Scheibe::N,krajíc,պատառ
448,Fett::N,tuk,ճարպ
449,Fett::N,omastek,ճարպ
450,Butter::N,máslo,կարագ
451,Öl::N,olej,ձեթ
452,Salz::N,sůl,աղ
453,Suppe::N,polévka,սուպ
454,Suppe::N,polévka,ապուր
455,Honig::N,med,մեղր
456,Milch::N,mléko,կաթ
457,Tee::N,čaj,թեյ
458,Leder::N,kůže,կաշի
459,Wolle::N,vlna,բուրդ
460,Stoff::N,látka,գործվածք
461,Nadel::N,jehla,ասեղ
462,Faden::N,nit,թել
463,Knopf::N,knoflík,կոճակ
464,Knoten::N,uzel,հանգույց
465,Farbe::N,barva,ներկ
466,Kleidung::N,šaty,հագուստ
467,Kleidung::N,šatstvo,հագուստ
468,Hemd::N,košile,վերնաշապիկ
469,Kragen::N,límec,օձիք
470,Ärmel::N,rukáv,թեւք
471,Hose::N,kalhoty,շալվար
472,Gürtel::N,pás,գոտի
473,Gürtel::N,opasek,գոտի
474,Mütze::N,čepice,կեպի
475,Schuh::N,bota,կոշիկ
476,Stiefel::N,holínka,երկարաճիթ կոշիկ
477,Ring::N,prsten,զնգալ
478,Band::N,pásek,ժապավեն
479,Kamm::N,hřeben,սանր
480,Spiegel::N,zrcadlo,հայելի
481,Riemen::N,řemen,փոկ
482,Schnur::N,šňůra,լար
483,Leine::N,vodítko,փոկ
484,Decke::N,pokrývka,վերմակ
485,Decke::N,přikrývka,վերմակ
486,Kissen::N,polštář,բարձ
487,Tuch::N,šátek,թաշկինակ
488,Handtuch::N,ručník,սրբիչ
489,Kraft::N,síla,ուժ
490,Stärke::N,síla,պնդություն
491,Stärke::N,síla,ամրություն
492,Gesundheit::N,zdraví,առողջություն
493,Krankheit::N,nemoc,ախտ
494,Krankheit::N,nemoc,հիվանդություն
495,Krankheit::N,choroba,ախտ
496,Krankheit::N,choroba,հիվանդություն
497,Schmerz::N,bolest,ցավ
498,Schmerz::N,bolest,տանջանք
499,Wunde::N,rána,վերք
500,Fieber::N,horečka,տենդ
501,Arznei::N,lék,դեղ
502,Brücke::N,most,կամուրջ
503,Brunnen::N,studna,հոր
504,Brunnen::N,studna,ջրհոր
505,Weide::N,pastva,արոտավայր
506,Weide::N,pastvina,արոտավայր
507,Pfad::N,pěšina,արահետ
508,Weg::N,cesta,ուղի
509,Straße::N,silnice,ճանապարհ
510,Dorf::N,vesnice,գյուղ
511,Stadt::N,město,քաղաք
512,Brief::N,dopis,նամակ
513,Buch::N,kniha,գիրք
514,Buchstabe::N,písmeno,տառ
515,Buchstabe::N,písmeno,գիր
516,Zeitung::N,noviny,լրագիր
517,Leben::N,život,կյանք
518,Tod::N,smrt,մահ
519,Grab::N,hrob,գերեզման
520,Kirche::N,kostel,եկեղեցի
521,Sünde::N,hřích,մեղք
522,Gott::N,bůh,աստված
523,Arbeiter::N,dělník,բանվոր
524,Arbeiter::N,dělník,աշխատող
525,Arbeiter::N,pracovník,բանվոր
526,Arbeiter::N,pracovník,աշխատող
527,Chef::N,šéf,տեր
528,Chef::N,vedoucí,տեր
529,Meister::N,mistr,վարպետ
530,Arzt::N,lékař,բժիշկ
531,Lehrer::N,učitel,ուսուցիչ
532,Geld::N,peníze,փող
533,Geschäft::N,obchod,գործ
534,Geschäft::N,obchod,աշխատանք
535,Laden::N,krám,կրպակ
536,Laden::N,krám,խանութ
537,Preis::N,cena,գին
538,Ware::N,zboží,ապրանք
539,Nutzen::N,užitek,օգուտ
540,Reichtum::N,bohatství,հարստություն
541,Welt::N,svět,աշխարհ
542,Land::N,země,երկիր
543,Staat::N,stát,պետություն
544,König::N,král,արքա
545,König::N,král,թագավոր
546,Macht::N,moc,իշխանություն
547,Macht::N,mocnost,իշխանություն
548,Grenze::N,hranice,սահման
549,Krieg::N,válka,պատերազմ
550,Feind::N,nepřítel,թշնամի
551,Gewalt::N,násilí,բռնություն
552,Gewalt::N,násilí,սաստկություն
553,Kampf::N,boj,մարտ
554,Bogen[Waffe]::N,luk,աղեղ
555,Pfeil::N,šíp,նետ
556,Gewehr::N,puška,հրացան
557,Gewehr::N,ručnice,հրացան
558,Fehler::N,chyba,սխալ
559,Lüge::N,lež,սուտ
560,Schaden::N,škoda,վնաս
561,Unglück::N,neštěstí,դժբախտություն
562,Schuld::N,vina,պակասություն
563,Alter::N,věk,հասակ
564,Schluss::N,konec,վերջ
565,Schluss::N,konec,վախճան
566,Zeit::N,čas,ժամանակ
567,Tag::N,den,օր
568,Morgen::N,ráno,առավոտ
569,Morgen::N,jitro,առավոտ
570,Mittag::N,poledne,կեսօր
571,Abend::N,večer,երեկո
572,Nacht::N,noc,գիշեր
573,Woche::N,týden,շաբաթ
574,Monat::N,měsíc,ամիս
575,Jahr::N,rok,տարի
576,Frühling::N,jaro,գարուն
577,Sommer::N,léto,ամառ
578,Herbst::N,podzim,աշուն
579,Winter::N,zima,ձմեռ
580,Januar::N,leden,հունվար
581,Februar::N,únor,փետրվար
582,März::N,březen,մարտ
583,April::N,duben,ապրիլ
584,Mai::N,květen,մայիս
585,Juni::N,červen,հունիս
586,Juli::N,červenec,հուլիս
587,August::N,srpen,օգոստոս
588,September::N,září,սեպտեմբեր
589,Oktober::N,říjen,հոկտեմբեր
590,November::N,listopad,նոյեմբեր
591,Dezember::N,prosinec,դեկտեմբեր
592,Montag::N,pondělí,երկուշաբթի
593,Montag::N,pondělek,երկուշաբթի
594,Dienstag::N,úterý,երեքշաբթի
595,Mittwoch::N,středa,չորեքշաբթի
596,Donnerstag::N,čtvrtek,հինգշաբթի
597,Freitag::N,pátek,ուրբաթ
598,Samstag::N,sobota,շաբաթ
599,Sonntag::N,neděle,կիրակի
600,groß::A,velký,մեծ
601,groß::A,velký,խոշոր
602,klein::A,malý,պստիկ
603,klein::A,malý,փոքրիկ
604,lang::A,dlouhý,երկար
605,kurz::A,krátký,կարճ
606,breit::A,široký,լայն
607,schmal::A,úzký,նեղ
608,dicht::A,hustý,խիտ
609,dick[Gegenstand]::A,tlustý,հաստ
610,dünn::A,tenký,բարակ
611,fein::A,jemný,նուրբ
612,fest::A,pevný,ամուր
613,fest::A,pevný,պինդ
614,flach::A,plochý,տափակ
615,flach::A,placatý,տափակ
616,glatt::A,hladký,հարթ
617,hart::A,tvrdý,կարծր
618,weich::A,měkký,մեղմ
619,weich::A,měkký,փափուկ
620,rund::A,kulatý,կլոր
621,rund::A,okrouhlý,կլոր
622,spitz::A,špičatý,սրածայր
623,scharf::A,ostrý,սուր
624,stumpf::A,tupý,գուլ
625,schwer::A,těžký,ծանր
626,schön::A,pěkný,սիրուն
627,schön::A,pěkný,գեղեցիկ
628,schön::A,krásný,սիրուն
629,schön::A,krásný,գեղեցիկ
630,heiß::A,horký,թեժ
631,warm::A,teplý,տաք
632,warm::A,teplý,ջերմ
633,kalt::A,studený,ցուրտ
634,kühl::A,chladný,զով
635,frisch::A,svěží,թարմ
636,feucht::A,vlhký,ղոնավ
637,nass::A,mokrý,թաց
638,trocken::A,suchý,ցամաք
639,voll::A,plný,լի
640,voll::A,plný,լիքը
641,leer::A,prázdný,դատարկ
642,offen::A,otevřený,բաց
643,geschlossen::A,zavřený,գոց
644,sauber::A,čistý,մաքուր
645,schmutzig::A,špinavý,կեղտոտ
646,roh::A,syrový,հում
647,reif::A,zralý,հասած
648,reif::A,zralý,հասուն
649,lecker::A,chutný,համեղ
650,süß::A,sladký,անուշ
651,bitter::A,hořký,կծու
652,sauer::A,kyselý,թթու
653,sauer::A,kyselý,թթված
654,hell::A,světlý,պայծառ
655,hell::A,světlý,խելամիտ
656,dunkel::A,temný,մութ
657,schwarz::A,černý,սեւ
658,weiß::A,bílý,սպիտակ
659,rot::A,rudý,կարմիր
660,rot::A,červený,կարմիր
661,gelb::A,žlutý,դեղին
662,blau::A,modrý,կապույտ
663,grün::A,zelený,կանաչ
664,grau::A,šedý,գորշ
665,grau::A,šedivý,գորշ
666,bunt::A,pestrý,գոյնզգոյն
667,billig::A,levný,էժան
668,billig::A,laciný,էժան
669,teuer::A,drahý,թանկ
670,wertvoll::A,cenný,թանկարժեք
671,blind::A,slepý,կույր
672,taub::A,hluchý,խուլ
673,kräftig::A,silný,հզոր
674,stark::A,silný,ուժեղ
675,schwach::A,slabý,տկար
676,schwach::A,slabý,թույլ
677,fett::A,tučný,գեր
678,fett::A,tlustý,գեր
679,schlank::A,štíhlý,նիհար
680,hübsch::A,hezký,գրավիչ
681,hübsch::A,hezký,սիրունիկ
682,böse::A,zlý,չար
683,dumm::A,hloupý,հիմար
684,faul::A,líný,ծույլ
685,fleißig::A,pilný,ջանասեր
686,fleißig::A,pilný,փութաջան
687,geizig::A,lakomý,ագահ
688,geizig::A,lakomý,կծծի
689,klug::A,chytrý,խելոք
690,klug::A,chytrý,ընդունակ
691,geschickt::A,šikovný,ճարտար
692,lieb::A,milý,սիրելի
693,lustig::A,veselý,զվարթ
694,sanft::A,mírný,հեզ
695,hungrig::A,hladový,քաղցած
696,krank::A,nemocný,հիվանդ
697,nackt::A,nahý,մերկ
698,traurig::A,smutný,տխուր
699,traurig::A,truchlivý,տխուր
700,lebendig::A,živý,կենդանի
701,gut::A,dobrý,լավ
702,schlecht::A,špatný,վատ
703,richtig::A,pravý,ձիշտ
704,richtig::A,správný,ձիշտ
705,schlimm::A,zlý,լղրճուկ
706,wahr::A,pravdivý,ճիշտ
707,wahr::A,pravdivý,իրական
708,alt::A,starý,հին
709,neu::A,nový,նոր
710,ehemalig::A,bývalý,նախկին
711,alt[Lebewesen]::A,starý,ծեր
712,alt[Lebewesen]::A,starý,պառավ
713,jung::A,mladý,մատաղ
714,arm::A,chudý,աղքատ
715,reich::A,bohatý,հարուստ
716,bekannt::A,známý,ծանոթ
717,berühmt::A,slavný,հայտնի
718,berühmt::A,slavný,հռչակավոր
719,fremd::A,cizí,օտար
720,verschieden::A,různý,տարբեր
721,verschieden::A,rozličný,տարբեր
722,nah::A,blízký,մոտ
723,nah::A,blízký,մերձ
724,fern::A,daleký,հեռավոր
725,linker::A,levý,ձախ
726,rechter::A,pravý,աջ
727,anderer::A,jiný,այլ
728,anderer::A,jiný,ուրիշ
729,erster::A,první,առաջին
730,zweiter::A,druhý,երկրորդ
731,dritter::A,třetí,երրորդ
732,letzter::A,poslední,վերջին
733,allein::ADV,sám,միայնակ
734,auf einmal::ADV,najednou,միասնաբար
735,zusammen::ADV,spolu,միասին
736,zusammen::ADV,spolu,իրար հետ
737,zusammen::ADV,dohromady,միասին
738,zusammen::ADV,dohromady,իրար հետ
739,lange::ADV,dlouho,երկար ժամանակ
740,plötzlich::ADV,vtom,հանկարծ
741,plötzlich::ADV,náhle,հանկարծ
742,sofort::ADV,hned,իսկույն
743,sofort::ADV,ihned,իսկույն
744,später::ADV,později,ավելի ուշ
745,später::ADV,později,հետո
746,jetzt::ADV,teď,այժմ
747,jetzt::ADV,nyní,այժմ
748,heute::ADV,dnes,այսօր
749,heute::ADV,dneska,այսօր
750,morgen::ADV,zítra,վաղը
751,bald::ADV,brzo,շուտով
752,dann::ADV,pak,ապա
753,dann::ADV,pak,հետո
754,dann::ADV,potom,ապա
755,dann::ADV,potom,հետո
756,gestern::ADV,včera,երեկ
757,einst::ADV,kdysi,հին ատեն
758,damals::ADV,tehdy,ատէնին
759,damals::ADV,tenkrát,ատէնին
760,danach::ADV,podle toho,ապա
761,danach::ADV,podle toho,այն ժամանակ
762,vorher::ADV,dříve,առաջ
763,vorher::ADV,napřed,առաջ
764,zuerst::ADV,nejprve,նախ
