,Concept_ID,bg,ps
87,Rauch::N,пушек,لوګی
88,Funke::N,искра,سپرغۍ
89,Feuer::N,огън,اور
90,Licht::N,светлина,رڼا
91,Schatten::N,сянка,سیوری
92,Wetter::N,време,هوا
93,Nebel::N,мъгла,لړه
94,Wolke::N,облак,ورېځ
95,Regen::N,дъжд,وریا
96,Regen::N,дъжд,باران
97,Schnee::N,сняг,واوره
98,Eis::N,лед,یخ
99,Eis::N,лед,کنګل
100,Frost::N,мраз,یخ
101,Kälte::N,студ,ساړه
102,Hitze::N,жега,تودوخي
103,Hitze::N,горещина,تودوخي
104,Raureif::N,скреж,سپینه پرخه
105,Raureif::N,слана,سپینه پرخه
106,Regenbogen::N,дъга,بوډۍ ټال
107,Regenbogen::N,дъга,سره زرغونه
108,Donner::N,гръм,تالنده
109,Strömung::N,течение,بهېدنه
110,Tropfen::N,капка,قطره
111,Tropfen::N,капка,څاڅکی
112,Schaum::N,пяна,ځګ
113,Schmutz::N,кал,ناپاکي
114,Schmutz::N,мръсотия,ناپاکي
115,See::N,езеро,جهیل
116,Sumpf::N,блато,جبه
117,Moor::N,мочурище,جبه
118,Wiese::N,ливада,چمن
119,Wiese::N,ливада,شنېلی
120,Wald::N,гора,ځنګل
121,Hügel::N,рид,تپه
122,Hügel::N,хълм,تپه
123,Anhöhe::N,могила,غونډۍ
124,Anhöhe::N,възвишение,غونډۍ
125,Berg::N,планина,غ‍‍‍‍‍ر
126,Gipfel::N,връх,څوکه
127,Höhle::N,пещера,کاز
128,Abhang::N,склон,لمن
129,Abhang::N,стръмнина,لمن
130,Quelle::N,извор,چینه
131,Bach::N,поток,واله
132,Fluss::N,река,سیند
133,Ufer::N,бряг,غاړه
134,Küste::N,бряг,ساحل
135,Küste::N,крайбрежие,ساحل
136,Festland::N,суша,وچه
137,Meer::N,море,بحر
138,Meer::N,море,سمندر
139,Bucht::N,залив,کارۍ
140,Insel::N,остров,ټاپو
141,Insel::N,остров,جزيره
142,Blume::N,цвете,ګل
143,Gras::N,трева,واښه
144,Wurzel::N,корен,ریښه
145,Baum::N,дърво,ونه
146,Stamm::N,стъбло,ډډ
147,Rinde::N,кора,پوستکی
148,Ast::N,клон,ښاخ
149,Zweig::N,клон,څانګه
150,Blatt::N,лист,پاڼه
151,Birke::N,бреза,توس
152,Kiefer[Baum]::N,бор,نښتر
153,Weide[Baum]::N,върба,وله
154,Tanne::N,ела,ناجو
155,Horn::N,рог,ښکر
156,Feder::N,перо,بڼکه
157,Fell::N,кожа,پوستکی
158,Flügel::N,крило,وزر
159,Klaue::N,нокът,پنجه
160,Klaue::N,нокът,منګول
161,Kralle::N,нокът,پنجه
162,Kralle::N,нокът,منګول
163,Schwanz::N,опашка,لکۍ
164,Ei::N,яйце,وۍ
165,Ei::N,яйце,هګۍ
166,Nest::N,гнездо,جاله
167,Bau::N,дупка,کاز
168,Tier::N,животно,ژوی
169,Tier::N,животно,حیوان
170,Herde::N,стадо,رمه
171,Herde::N,стадо,غېله
172,Kuh::N,крава,غوا
173,Bulle::N,бик,غوئی
174,Pferd::N,кон,آس
175,Schaf::N,овца,پسه
176,Schwein::N,свиня,سرکوزی
177,Hund::N,куче,سپی
178,Katze::N,котка,پشه
179,Bär::N,мечка,خرس
180,Eichhörnchen::N,катерица,خړ لمی
181,Elch::N,лос,ګوزن
182,Fuchs::N,лисица,سپلم
183,Hase::N,заек,سوی
184,Maus::N,мишка,مږک
185,Wolf::N,вълк,لېوه
186,Vogel::N,птица,مرغه
187,Schwarm::N,рой,سېل
188,Schwarm::N,рояк,سېل
189,Huhn::N,кокошка,چرګه
190,Hahn::N,петел,چرګ
191,Gans::N,гъска,بته
192,Adler::N,орел,عقاب
193,Ente::N,патица,ایلۍ
194,Eule::N,сова,ګونګی
195,Kranich::N,жерав,کلنګ
196,Krähe::N,врана,کارغه
197,Kuckuck::N,кукувица,فاخته
198,Schwan::N,лебед,قو
199,Fisch::N,риба,کب
200,Fisch::N,риба,ماهی
201,Barsch::N,костур,
202,Hecht::N,щука,
203,Schlange[Tier]::N,змия,مار
204,Wurm::N,червей,چینجی
205,Spinne::N,паяк,غڼه
206,Spinne::N,паяк,تارکښ
207,Ameise::N,мравка,مېږی
208,Laus::N,въшка,سپږه
209,Mücke::N,комар,ماشی
210,Fliege::N,муха,مچ
211,Schmetterling::N,пеперуда,پتنګ
212,Beere::N,плод,مېوۍ
213,Apfel::N,ябълка,مڼه
214,Pilz::N,гъба,خرېړی
215,Zwiebel::N,лук,پیاز
216,Zwiebel::N,кромид,پیاز
217,Saat::N,семе,تخم
218,Korn::N,зърно,تخم
219,Korn::N,зърно,دانه
220,Heu::N,сено,بوس
221,Heu::N,сено,پروړه
222,Schale::N,кора,پوستکی
223,Grube::N,яма,کنده
224,Grube::N,дупка,کنده
225,Falle::N,примка,دام
226,Falle::N,примка,لومه
227,Schlinge::N,клуп,کړۍ
228,Spur::N,диря,نښه
229,Spur::N,следа,نښه
230,Asche::N,пепел,آس
231,Asche::N,пепел,ایره
232,Dreck::N,кал,ناپاکي
233,Eisen::N,желязо,اوسپنه
234,Gold::N,злато,سره زر
235,Silber::N,сребро,نقره
236,Silber::N,сребро,سپین زر
237,Kohle::N,въглища,سکور
238,Kohle::N,въглища,سکاره
239,Glas::N,стъкло,ښيښه
240,Lehm::N,глина,خټه
241,Sand::N,пясък,شګه
242,Mensch::N,човек,انسان
243,Mann::N,мъж,سړی
244,Mann::N,мъж,نارینه
245,Frau::N,жена,ښځه
246,Kind::N,дете,بچی
247,Kind::N,дете,ماشوم
248,Junge::N,момче,هلک
249,Mädchen::N,момиче,نجلۍ
250,Familie::N,фамилия,کورنۍ
251,Familie::N,семейство,کورنۍ
252,Großvater::N,дядо,بابا
253,Großmutter::N,баба,انا
254,Eltern::N,родители,مور او پلار
255,Vater::N,баща,پلار
256,Mutter::N,майка,مور
257,Sohn::N,син,زوی
258,Tochter::N,дъщеря,لور
259,Bruder::N,брат,ورور
260,Schwester::N,сестра,خور
261,Onkel::N,чичо,تره
262,Onkel::N,чичо,ماما
263,Onkel::N,вуйчо,تره
264,Onkel::N,вуйчо,ماما
265,Tante::N,леля,خاله
266,Ehemann::N,съпруг,مېړه
267,Ehefrau::N,съпруга,مېرمن
268,Freude::N,радост,خوشحالي
269,Gelächter::N,смях,خندا
270,Glück::N,щастие,بخت
271,Kummer::N,тъга,غم
272,Wunsch::N,желание,هيله
273,Wunsch::N,желание,غوښتنه
274,Lust::N,желание,شوق
275,Lust::N,желание,مینه
276,Geist::N,дух,روح
277,Gedanke::N,мисъл,فکر
278,Gedächtnis::N,памет,یاد
279,Gedächtnis::N,памет,حافظه
280,Verstand::N,ум,عقل
281,Verstand::N,ум,شعور
282,Verstand::N,разум,عقل
283,Verstand::N,разум,شعور
284,Sinn::N,смисъл,معنی
285,Grund::N,причина,علت
286,Grund::N,причина,اساس
287,Wahrheit::N,правда,حقیقت
288,Gespräch::N,разговор,مرکه
289,Gespräch::N,разговор,خبرې اترې
290,Märchen::N,приказка,افسانه
291,Erzählung::N,разказ,قصه
292,Erzählung::N,разказ,کیسه
293,Nachricht::N,вест,خبر
294,Nachricht::N,известие,خبر
295,Neuigkeit::N,новина,نوی خبر
296,Name::N,име,نوم
297,Rätsel::N,гатанка,کیسۍ
298,Rätsel::N,гатанка,چیستان
299,Rede::N,реч,وینا
300,Rede::N,слово,وینا
301,Sprache::N,език,ژبه
302,Stimme::N,глас,غږ
303,Stimme::N,глас,اواز
304,Wort::N,дума,لغت
305,Wort::N,дума,کلمه
306,Zeichen::N,знак,نښه
307,Zeichen::N,знак,اشاره
308,Ruf::N,зов,ږغ
309,Ruf::N,зов,بلنه
310,Lärm::N,шум,غالمغال
311,Lärm::N,глъчка,غالمغال
312,Laut::N,звук,ږغ
313,Ton::N,тон,اواز
314,Lied::N,песен,غزله
315,Lied::N,песен,سندره
316,Ruhe::N,тишина,ارامي
317,Ruhe::N,спокойствие,ارامي
318,Leute::N,хора,خلک
319,Volk::N,народ,ولس
320,Arbeit::N,труд,کار
321,Arbeit::N,работа,کار
322,Gast::N,гост,مېلمه
323,Geschenk::N,дар,تحفه
324,Geschenk::N,дар,سوغات
325,Geschenk::N,подарък,تحفه
326,Geschenk::N,подарък,سوغات
327,Spiel::N,игра,لوبه
328,Gesellschaft::N,общество,ډله
329,Hilfe::N,помощ,کومک
330,Hilfe::N,помощ,مرسته
331,Freund::N,приятел,ملګری
332,Kamerad::N,другар,انډيوال
333,Angelegenheit::N,работа,موضوع
334,Anzahl::N,брой,شمېر
335,Anzahl::N,брой,تعداد
336,Anzahl::N,количество,شمېر
337,Anzahl::N,количество,تعداد
338,Art::N,вид,ډول
339,Stück::N,къс,ټوټه
340,Stück::N,парче,ټوټه
341,Teil::N,дял,برخه
342,Teil::N,част,برخه
343,Hälfte::N,половина,نیم
344,Kreis::N,кръг,دایره
345,Kreuz::N,кръст,صلیب
346,Linie::N,черта,خط
347,Linie::N,черта,لیکه
348,Strich::N,щрих,کرښه
349,Strich::N,черта,کرښه
350,Abstand::N,дистанция,فاصله
351,Abstand::N,разстояние,فاصله
352,Entfernung::N,разстояние,واټن
353,Gegend::N,местност,سیمه
354,Gegend::N,местност,منطقه
355,Platz::N,място,ځای
356,Ort::N,място,ځای
357,Seite::N,страна,مخ
358,Seite::N,страна,اړخ
359,Mitte::N,среда,وسط
360,Mitte::N,среда,مینځ
361,Gegenstand::N,предмет,شی
362,Sache::N,вещ,شی
363,Sache::N,вещ,څيز
364,Rand::N,ръб,څنډه
365,Rand::N,ръб,کناره
366,Kante::N,ръб,اړخ
367,Kante::N,кант,اړخ
368,Ecke::N,ъгъл,ګوټ
369,Spitze::N,връх,څوکه
370,Spitze::N,острие,څوکه
371,Ende::N,край,څوکه
372,Loch::N,дупка,سوری
373,Winkel::N,кът,کنج
374,Winkel::N,кът,کوتی
375,Winkel::N,ъгъл,کنج
376,Winkel::N,ъгъл,کوتی
377,Muster::N,десен,نمونه
378,Muster::N,образец,نمونه
379,Größe::N,големина,قد
380,Größe::N,големина,لويوالی
381,Länge::N,дължина,طول
382,Länge::N,дължина,اوږد والی
383,Höhe::N,висота,جګوالی
384,Höhe::N,височина,جګوالی
385,Gewicht::N,тегло,وزن
386,Gewicht::N,тежест,وزن
387,Menge::N,количество,اندازه
388,Haufen::N,куп,کوټه
389,Haufen::N,грамада,کوټه
390,Reihe::N,ред,صف
391,Reihe::N,ред,کتار
392,Reihe::N,редица,صف
393,Reihe::N,редица,کتار
394,Boot::N,лодка,قايق
395,Ruder::N,весло,چپه
396,Ruder::N,гребло,چپه
397,Schlitten::N,шейна,ښویېدونی
398,Ski::N,ски,سکي
399,Lagerfeuer::N,огнище,اور
400,Last::N,товар,بار
401,Last::N,товар,پېټی
402,Gang::N,ход,تګ
403,Gang::N,вървеж,تګ
404,Schritt::N,стъпка,ګام
405,Norden::N,север,شمال
406,Süden::N,юг,سوېل
407,Westen::N,запад,لوېدېځ
408,Osten::N,изток,شرق
409,Osten::N,изток,ختیځ
410,Holz::N,дърво,لرګی
411,Brett::N,дъска,تخته
412,Stange::N,прът,ډاګه
413,Stange::N,върлина,ډاګه
414,Stock::N,прът,لرګی
415,Stock::N,тояга,لرګی
416,Stab::N,прът,چيخله
417,Rohr::N,цев,نل
418,Rohr::N,тръба,نل
419,Haus::N,къща,کور
420,Heim::N,дом,کور
421,Ofen::N,печка,تودنۍ
422,Fußboden::N,под,غولی
423,Tisch::N,маса,مېز
424,Stuhl::N,стол,چوکۍ
425,Wiege::N,люлка,زانګو
426,Bett::N,легло,کټ
427,Bett::N,легло,چپرکټ
428,Bett::N,креват,کټ
429,Bett::N,креват,چپرکټ
430,Regal::N,рафт,تاخچۍ
431,Regal::N,етажерка,تاخچۍ
432,Kiste::N,кутия,صندوق
433,Kiste::N,сандък,صندوق
434,Fenster::N,прозорец,کړکۍ
435,Tür::N,врата,دروازه
436,Tor::N,врата,دروازه
437,Zaun::N,ограда,کټاره
438,Dach::N,покрив,بام
439,Leiter::N,стълба,زينه
440,Besen::N,метла,جارو
441,Spaten::N,лопата,یوم
442,Schaufel::N,лопата,بېلچه
443,Gabel::N,вилица,پنجه
444,Löffel::N,лъжица,کاشوغه
445,Messer::N,нож,چاقو
446,Nagel::N,гвоздей,ميخ
447,Netz::N,мрежа,جال
448,Haken::N,кука,څنګک
449,Haken::N,закачалка,څنګک
450,Griff::N,ръчка,لاستی
451,Griff::N,дръжка,لاستی
452,Schloss::N,брава,کلپ
453,Schloss::N,ключалка,کلپ
454,Bild::N,картина,رسم
455,Figur::N,фигура,قدوقامت
456,Puppe::N,кукла,ګوډۍ
457,Beutel::N,кесия,کڅوړه
458,Bündel::N,връзка,دسته
459,Tasche::N,чанта,بکس
460,Tasche::N,чанта,توبره
461,Eimer::N,кофа,سطل
462,Deckel::N,капак,سرپوښ
463,Deckel::N,похлупак,سرپوښ
464,Geschirr::N,съдове,لوښی
465,Sack::N,чувал,جوال
466,Tasse::N,чаша,پیاله
467,Topf::N,гърне,دېګی
468,Topf::N,тенджера,دېګی
469,Kessel::N,котел,دېګ
470,Essen::N,ядене,خوراک
471,Nahrung::N,храна,خوراک
472,Speise::N,ястие,خواړه
473,Fleisch::N,месо,غوښه
474,Getreide::N,зърнено храни,غله
475,Brei::N,каша,اوګره
476,Brot::N,хляб,ډوډۍ
477,Scheibe::N,резен,مړۍ
478,Fett::N,мазнина,غوړي
479,Butter::N,масло,کوچ
480,Öl::N,олио,تېل
481,Öl::N,оливия,تېل
482,Salz::N,сол,مالګه
483,Suppe::N,супа,شوربا
484,Honig::N,мед,شات
485,Milch::N,мляко,شوده
486,Tee::N,чай,چای
487,Leder::N,кожа,څرمن
488,Wolle::N,вълна,پشم
489,Stoff::N,плат,ټوټه
490,Stoff::N,материал,ټوټه
491,Nadel::N,игла,ستن
492,Faden::N,конец,تار
493,Knopf::N,копче,تڼۍ
494,Knopf::N,копче,تکمه
495,Knoten::N,възел,غوټه
496,Farbe::N,боя,رنګ
497,Kleidung::N,дрехи,کالي
498,Kleidung::N,облекло,کالي
499,Hemd::N,риза,کميس
500,Kragen::N,яка,غاړه
501,Ärmel::N,ръкав,لستوڼی
502,Hose::N,панталони,پطلون
503,Gürtel::N,пояс,کمربند
504,Gürtel::N,колан,کمربند
505,Mütze::N,каскет,خولۍ
506,Mütze::N,фуражка,خولۍ
507,Schuh::N,обувка,بوټ
508,Stiefel::N,ботуш,موزه
509,Ring::N,пръстен,ګوته
510,Band::N,лента,فيته
511,Band::N,връзка,فيته
512,Kamm::N,гребен,ګمنځ
513,Spiegel::N,огледало,ایینه
514,Spiegel::N,огледало,هنداره
515,Riemen::N,каиш,تسمه
516,Riemen::N,ремък,تسمه
517,Schnur::N,връв,مزی
518,Leine::N,връв,رسۍ
519,Leine::N,въже,رسۍ
520,Decke::N,покривка,بړستن
521,Kissen::N,възглавница,بالښت
522,Tuch::N,сукно,ټیکری
523,Handtuch::N,пешкир,دسمال
524,Handtuch::N,кърпа за лице,دسمال
525,Kraft::N,мощ,زور
526,Kraft::N,мощ,توان
527,Kraft::N,сила,زور
528,Kraft::N,сила,توان
529,Stärke::N,сила,قوت
530,Gesundheit::N,здраве,صحت
531,Gesundheit::N,здраве,روغتیا
532,Krankheit::N,болест,مرض
533,Krankheit::N,болест,ناروغي
534,Schmerz::N,болка,درد
535,Wunde::N,рана,ټپ
536,Wunde::N,рана,زخم
537,Fieber::N,треска,تبه
538,Fieber::N,температура,تبه
539,Arznei::N,лек,دوا
540,Arznei::N,лек,دارو
541,Arznei::N,лекарство,دوا
542,Arznei::N,лекарство,دارو
543,Brücke::N,мост,پول
544,Brunnen::N,чешма,څاه
545,Brunnen::N,чешма,کوهی
546,Brunnen::N,кладенец,څاه
547,Brunnen::N,кладенец,کوهی
548,Weide::N,паша,وله
549,Weide::N,пасище,وله
550,Pfad::N,пътека,تړه
551,Weg::N,път,لیار
552,Straße::N,шосе,سړک
553,Dorf::N,село,کلی
554,Stadt::N,град,ښار
555,Brief::N,писмо,لیک
556,Brief::N,писмо,مکتوب
557,Buch::N,книга,کتاب
558,Buchstabe::N,буква,حرف
559,Buchstabe::N,буква,توری
560,Zeitung::N,вестник,اخبار
561,Leben::N,живот,ژوند
562,Tod::N,смърт,مرګ
563,Tod::N,смърт,مړینه
564,Grab::N,гроб,قبر
565,Grab::N,гроб,ډورۍ
566,Kirche::N,църква,کلیسا
567,Sünde::N,грях,ګناه
568,Gott::N,бог,خدای
569,Arbeiter::N,работник,کاریګر
570,Chef::N,шеф,آمر
571,Chef::N,началник,آمر
572,Meister::N,майстор,استاد
573,Arzt::N,лекар,طبیب
574,Arzt::N,лекар,ډاکټر
575,Lehrer::N,учител,معلم
576,Lehrer::N,учител,ښوونکی
577,Geld::N,пари,پیسې
578,Geschäft::N,сделка,سوداګري
579,Laden::N,дюкян,دکان
580,Laden::N,дюкян,مغازه
581,Laden::N,магазин,دکان
582,Laden::N,магазин,مغازه
583,Preis::N,цена,بیه
584,Ware::N,стока,مال
585,Nutzen::N,полза,ګټه
586,Nutzen::N,облага,ګټه
587,Reichtum::N,богатство,شتمني
588,Welt::N,свят,نړۍ
589,Welt::N,свят,دنیا
590,Land::N,страна,هېواد
591,Staat::N,щат,دولت
592,Staat::N,държава,دولت
593,König::N,крал,باچا
594,König::N,крал,پادشاه
595,Macht::N,мощ,قدرت
596,Macht::N,власт,قدرت
597,Grenze::N,граница,حد
598,Grenze::N,граница,سرحد
599,Krieg::N,война,جګړه
600,Feind::N,враг,دښمن
601,Feind::N,неприятел,دښمن
602,Gewalt::N,сила,زور
603,Gewalt::N,сила,تشدد
604,Gewalt::N,насилие,زور
605,Gewalt::N,насилие,تشدد
606,Kampf::N,борба,جنګ
607,Kampf::N,борба,مبارزه
608,Kampf::N,сражение,جنګ
609,Kampf::N,сражение,مبارزه
610,Bogen[Waffe]::N,лък,لیندۍ
611,Pfeil::N,стрела,غشی
612,Gewehr::N,пушка,ټوپک
613,Fehler::N,грешка,خطا
614,Fehler::N,грешка,غلطي
615,Lüge::N,лъжа,دروغ
616,Schaden::N,повреда,زیان
617,Schaden::N,повреда,تاوان
618,Unglück::N,нещастие,بدبختي
619,Schuld::N,вина,ګناه
620,Alter::N,възраст,منګ
621,Schluss::N,край,اخر
622,Zeit::N,време,وخت
623,Tag::N,ден,ورځ
624,Morgen::N,утро,سبا
625,Morgen::N,утро,سهار
626,Morgen::N,сутрин,سبا
627,Morgen::N,сутрин,سهار
628,Mittag::N,обед,غرمه
629,Mittag::N,пладне,غرمه
630,Abend::N,вечер,ماښام
631,Nacht::N,нощ,شپه
632,Woche::N,седмица,اونۍ
633,Monat::N,месец,مياشت
634,Jahr::N,година,کال
635,Frühling::N,пролет,پسرلی
636,Sommer::N,лято,دوبی
637,Herbst::N,есен,منی
638,Herbst::N,есен,خزان
639,Winter::N,зима,ژمی
640,Januar::N,януари,جنوري
641,Februar::N,февруари,فبروري
642,März::N,март,مارچ
643,April::N,април,اپریل
644,Mai::N,май,مې
645,Juni::N,юни,جون
646,Juli::N,юли,جولای
647,August::N,август,اګست
648,September::N,септември,سپټامبر
649,Oktober::N,октомври,اکتوبر
650,November::N,ноември,نومبر
651,Dezember::N,декември,دسمبر
652,Montag::N,понеделник,دوشنبه
653,Dienstag::N,вторник,سه شنبه
654,Mittwoch::N,сряда,چارشنبه
655,Donnerstag::N,четвъртък,پنجشنبه
656,Freitag::N,петък,جمعه
657,Samstag::N,събота,خالي
658,Sonntag::N,неделя,یکشنبه
659,groß::A,едър,لوی
660,groß::A,голям,لوی
661,klein::A,малък,وړوکی
662,klein::A,дребен,وړوکی
663,lang::A,дълъг,اوړد
664,kurz::A,къс,لنډ
665,breit::A,широк,پراخه
666,schmal::A,тесен,تنګ
667,dicht::A,гъст,ګڼ
668,dick[Gegenstand]::A,дебел,پنډ
669,dünn::A,тънък,نری
670,fein::A,фин,نازک
671,fein::A,тънък,نازک
672,fest::A,твърд,کلک
673,fest::A,твърд,ټینګ
674,fest::A,плътен,کلک
675,fest::A,плътен,ټینګ
676,flach::A,равен,هوار
677,flach::A,плосък,هوار
678,glatt::A,гладък,ښوی
679,hart::A,твърд,کلک
680,hart::A,корав,کلک
681,weich::A,мек,نرم
682,weich::A,мек,پوست
683,rund::A,кръгъл,ګرد
684,spitz::A,островръх,تېره
685,scharf::A,остър,تېز
686,scharf::A,остър,تېره
687,stumpf::A,тъп,پڅ
688,schwer::A,тежък,دروند
689,schön::A,хубав,ښکلی
690,schön::A,красив,ښکلی
691,heiß::A,жарък,تود
692,warm::A,топъл,تود
693,kalt::A,студен,ېخ
694,kalt::A,студен,سوړ
695,kühl::A,хладен,ېخ
696,kühl::A,хладен,سوړ
697,frisch::A,свеж,تازه
698,feucht::A,влажен,مرطوب
699,nass::A,мокър,لوند
700,trocken::A,сух,وچ
701,voll::A,пълен,ډک
702,leer::A,празен,خالی
703,offen::A,откровен,خلاص
704,offen::A,откровен,پرانیستی
705,geschlossen::A,закрит,تړلی
706,geschlossen::A,затворен,تړلی
707,sauber::A,чист,پاک
708,schmutzig::A,мръсен,چټل
709,roh::A,суров,خام
710,reif::A,зрял,پوخ
711,reif::A,зрял,رسېدلی
712,lecker::A,вкусен,خوندور
713,lecker::A,вкусен,مزه دار
714,süß::A,сладък,خوږ
715,süß::A,сладък,شیرین
716,bitter::A,горчив,تریخ
717,sauer::A,кисел,ټاک
718,sauer::A,кисел,تريو
719,hell::A,ясен,روڼ
720,hell::A,ясен,روښان
721,hell::A,светъл,روڼ
722,hell::A,светъл,روښان
723,dunkel::A,тъмен,تیاره
724,schwarz::A,черен,تور
725,weiß::A,бял,سپين
726,rot::A,червен,سور
727,gelb::A,жълт,زېړ
728,blau::A,син,شین
729,blau::A,син,اسماني رنګه
730,grün::A,зелен,زرغون
731,grau::A,сив,خړ
732,bunt::A,шарен,رنګارنګ
733,bunt::A,пъстър,رنګارنګ
734,billig::A,евтин,ارزان
735,teuer::A,скъп,ګران
736,wertvoll::A,ценен,قیمتي
737,blind::A,сляп,ړوند
738,taub::A,глух,کوڼ
739,kräftig::A,силен,قوی
740,stark::A,здрав,قوی
741,stark::A,здрав,تکړه
742,stark::A,силен,قوی
743,stark::A,силен,تکړه
744,schwach::A,слаб,ضعیف
745,schwach::A,слаб,کمزوری
746,fett::A,тлъст,چاغ
747,schlank::A,тънък,خوش اندام
748,schlank::A,строен,خوش اندام
749,hübsch::A,хубав,ښکلی
750,hübsch::A,хубав,ښایسته
751,böse::A,зъл,شریر
752,böse::A,зъл,قهرناک
753,dumm::A,глупав,احمق
754,faul::A,ленив,لټ
755,faul::A,ленив,تنبل
756,faul::A,мързелив,لټ
757,faul::A,мързелив,تنبل
758,fleißig::A,прилежен,زحمت کښ
759,geizig::A,скъпернически,بخیل
760,klug::A,умен,عاقل
761,klug::A,умен,هوښیار
762,klug::A,разумен,عاقل
763,klug::A,разумен,هوښیار
764,geschickt::A,умел,ماهر
765,geschickt::A,сръчен,ماهر
766,lieb::A,мил,عزیز
767,lieb::A,мил,محبوب
768,lieb::A,драг,عزیز
769,lieb::A,драг,محبوب
770,lustig::A,весел,خوشحال
771,sanft::A,нежен,پوست
772,sanft::A,нежен,ملایم
773,sanft::A,кротък,پوست
774,sanft::A,кротък,ملایم
775,hungrig::A,гладен,وږی
776,krank::A,болен,مريض
777,krank::A,болен,ناروغ
778,nackt::A,гол,لوڅ
779,traurig::A,тъжен,غمجن
780,traurig::A,печален,غمجن
781,lebendig::A,жив,ژوندی
782,gut::A,добър,ښه
783,schlecht::A,лош,بد
784,schlecht::A,лош,خراب
785,richtig::A,правилен,سم
786,richtig::A,правилен,صحیح
787,schlimm::A,лош,بد
788,schlimm::A,лош,مخوف
789,wahr::A,верен,واقعي
790,wahr::A,истински,واقعي
791,alt::A,стар,زوړ
792,alt::A,древен,زوړ
793,neu::A,нов,نوی
794,ehemalig::A,бивш,پخوانی
795,alt[Lebewesen]::A,стар,زوړ
796,jung::A,млад,ځوان
797,arm::A,беден,غریب
798,arm::A,беден,بې وزله
799,reich::A,богат,شتمن
800,reich::A,богат,دولتمند
801,bekannt::A,познат,اشنا
802,bekannt::A,известен,اشنا
803,berühmt::A,почут,مشهور
804,berühmt::A,известен,مشهور
805,fremd::A,чужд,پردی
806,fremd::A,чужд,بېګانه
807,verschieden::A,разен,مختلف
808,verschieden::A,различен,مختلف
809,nah::A,близък,نژدې
810,fern::A,далечен,لیری
811,linker::A,ляв,چپ
812,linker::A,ляв,کیڼ
813,rechter::A,прав,ښی
814,anderer::A,друг,بل
815,erster::A,пръв,لومړی
816,erster::A,първи,لومړی
817,zweiter::A,втори,دوهم
818,dritter::A,трети,درېم
819,letzter::A,последен,آخرنی
820,letzter::A,последен,وروستی
