,Concept_ID,te,it
111,Gipfel::N,శిఖరము,cima
112,Höhle::N,గుహ,grotta
113,Höhle::N,గుహ,caverna
114,Abhang::N,ఏటవాలు,pendìo
115,Quelle::N,మూలము,sorgente
116,Bach::N,కాలువ,ruscello
117,Fluss::N,నది,fiume
118,Ufer::N,తీరము,riva
119,Küste::N,తీరము,costa
120,Festland::N,భూమి,terraferma
121,Meer::N,సముద్రము,mare
122,Bucht::N,మరుగు,cala
123,Insel::N,దీవి,ìsola
124,Blume::N,పుష్పము,fiore
125,Gras::N,పచ్చగడ్డి,erba
126,Wurzel::N,వేరు,radice
127,Baum::N,చెట్టు,àlbero
128,Stamm::N,చెట్టుబోదె,tronco
129,Rinde::N,చెట్టుపట్ట,corteccia
130,Ast::N,కొమ్మ,ramo
131,Zweig::N,చివుకు,ramo
132,Blatt::N,ఆకు,foglia
133,Birke::N,తరహా చెట్టు,betulla
134,Kiefer[Baum]::N,దేవదారు చెట్టు,pino
135,Weide[Baum]::N,జాతిచెట్టు,sàlice
136,Tanne::N,దేవదారుచెట్టు,abete
137,Horn::N,కొమ్ము,corno
138,Feder::N,ఈక,penna
139,Fell::N,తోలు,manto
140,Fell::N,తోలు,pelame
141,Flügel::N,ఱెక్క,ala
142,Klaue::N,వంకరగోరు,grinfia
143,Kralle::N,వంకరగోరు,unghia
144,Kralle::N,వంకరగోరు,artiglio
145,Schwanz::N,తోక,coda
146,Ei::N,గ్రుడ్డు,uovo
147,Nest::N,పక్షిగూడు,nido
148,Bau::N,గుహ,covo
149,Tier::N,జంతువు,bestia
150,Tier::N,జంతువు,animale
151,Herde::N,మంద,gregge
152,Kuh::N,ఆవు,vacca
153,Bulle::N,గిత్త,toro
154,Pferd::N,గుఱ్ఱము,cavallo
155,Schaf::N,గొఱ్ఱె,pècora
156,Schwein::N,పంది,porco
157,Schwein::N,పంది,maiale
158,Hund::N,కుక్క,cane
159,Katze::N,పిల్లి,gatta
160,Bär::N,ఎలుగుబంటి,orso
161,Eichhörnchen::N,ఉడుత,scoiàttolo
162,Elch::N,కణంజు,alce
163,Fuchs::N,గుంటనక్క,volpe
164,Hase::N,కుందేలు,lepre
165,Maus::N,చిట్టెలుక,topo
166,Maus::N,చిట్టెలుక,sorcio
167,Wolf::N,తోడేలు,lupo
168,Vogel::N,పక్షి,uccello
169,Schwarm::N,గుంపు,stormo
170,Huhn::N,కోడిపిల్ల,gallina
171,Hahn::N,కోడివుంజు,gallo
172,Gans::N,ఆడుబాతు,oca
173,Adler::N,గ్రద్ద,àquila
174,Ente::N,పాట్టిబాతు,ànatra
175,Eule::N,గ్రుడ్లగూబ,gufo
176,Eule::N,గ్రుడ్లగూబ,civetta
177,Kranich::N,కొంగ,gru
178,Krähe::N,కాకి,cornacchia
179,Kuckuck::N,కోయల,cuccù
180,Kuckuck::N,కోయల,cùculo
181,Schwan::N,హంస,cigno
182,Fisch::N,చేప,pesce
183,Barsch::N,ఒకచేఁప,pèrsico
184,Hecht::N,గండుమీను,luccio
185,Schlange[Tier]::N,పాము,serpente
186,Wurm::N,పురుగు,baco
187,Wurm::N,పురుగు,verme
188,Spinne::N,సాలె పురుగు,ragno
189,Ameise::N,చీమ,formica
190,Laus::N,పేను,pidocchio
191,Mücke::N,చీకటీగ,zanzara
192,Fliege::N,ఈగ,mosca
193,Schmetterling::N,సీతాకోకచిలుక,farfalla
194,Beere::N,కాయ,bacca
195,Apfel::N,ఆపిల్ పండు,mela
196,Pilz::N,కుక్కగొడుగు,fungo
197,Zwiebel::N,నీరుల్లి,cipolla
198,Saat::N,విత్తనము,semente
199,Korn::N,గింజ,grano
200,Heu::N,ఎండుగడ్డి,fieno
201,Schale::N,పొట్టు,buccia
202,Grube::N,గొయ్యి,cava
203,Grube::N,గొయ్యి,fossa
204,Falle::N,బోను,tràppola
205,Schlinge::N,ఉరి,laccio
206,Spur::N,జాడ,traccia
207,Asche::N,బూడిద,cenere
208,Dreck::N,ముఱికి,fango
209,Eisen::N,ఇనుము,ferro
210,Gold::N,బంగారము,oro
211,Silber::N,వెండి,argento
212,Kohle::N,నేలబొగ్గు,carbone
213,Glas::N,గాజు,vetro
214,Lehm::N,బంకమన్ను,argilla
215,Sand::N,ఇసుక,arena
216,Sand::N,ఇసుక,sabbia
217,Mensch::N,నరుడు,uomo
218,Mensch::N,నరుడు,èssere umano
219,Mann::N,పురుమడు,uomo
220,Frau::N,ఆడుది,donna
221,Kind::N,బిడ్డ,bambino
222,Junge::N,బాలుడు,ragazzo
223,Mädchen::N,బాలిక,ragazza
224,Familie::N,కుటుంబము,famiglia
225,Großvater::N,తాత,nonno
226,Großmutter::N,అయ్యమ్మ,nonna
227,Eltern::N,తల్లితండ్రులు,genitori
228,Vater::N,తండ్రి,padre
229,Mutter::N,తల్లి,madre
230,Sohn::N,కొడుకు,figlio
231,Tochter::N,కూతురు,figlia
232,Bruder::N,పోదరుడు,fratello
233,Schwester::N,సోదరి,sorella
234,Onkel::N,మేనమామ,zio
235,Tante::N,మేనత్త,zia
236,Tante::N,పినతల్లి,zia
237,Ehemann::N,భర్త,marito
238,Ehefrau::N,భార్య,moglie
239,Freude::N,సంతోషము,gioia
240,Freude::N,సంతోషము,piacere
241,Gelächter::N,నవ్వు,risata
242,Glück::N,సంతోషము,felicità
243,Kummer::N,దుఃఖము,afflizione
244,Wunsch::N,కోరిక,desiderio
245,Lust::N,కోరిక,voglia
246,Geist::N,ఆత్మ,mente
247,Geist::N,ఆత్మ,spìrito
248,Gedanke::N,ఆలోచన,idea
249,Gedanke::N,ఆలోచన,pensiero
250,Gedächtnis::N,జ్ఞాపకము,memoria
251,Verstand::N,మనస్సు,intelletto
252,Sinn::N,అర్థము,senso
253,Sinn::N,అర్థము,significato
254,Grund::N,కారణము,causa
255,Grund::N,కారణము,motivo
256,Grund::N,కారణము,ragione
257,Wahrheit::N,సత్యము,verità
258,Gespräch::N,పంభాషణ,discorso
259,Gespräch::N,పంభాషణ,conversazione
260,Märchen::N,అద్భుతకథ,fiaba
261,Märchen::N,అద్భుతకథ,fàvola
262,Erzählung::N,కథ,racconto
263,Erzählung::N,కథ,narrazione
264,Nachricht::N,వార్త,messaggio
265,Neuigkeit::N,వార్త,notizia
266,Name::N,పేరు,nome
267,Rätsel::N,చిక్కు,indovinello
268,Rede::N,ఉపన్యాసము,discorso
269,Sprache::N,భాష,lingua
270,Sprache::N,భాష,linguaggio
271,Stimme::N,కంరథ్సని,voce
272,Wort::N,మాట,parola
273,Zeichen::N,గుర్తు,segno
274,Zeichen::N,గుర్తు,segnale
275,Ruf::N,పిలువు,chiamata
276,Lärm::N,సందడి,chiasso
277,Lärm::N,సందడి,strèpito
278,Laut::N,ధ్వని,suono
279,Ton::N,స్వరము,tono
280,Lied::N,పాట,canto
281,Lied::N,పాట,canzone
282,Ruhe::N,గాలిలేమి,calma
283,Ruhe::N,గాలిలేమి,tranquillità
284,Leute::N,జనులు,gente
285,Volk::N,జాతి,pòpolo
286,Arbeit::N,పని,lavoro
287,Gast::N,అతిధి,òspite
288,Gast::N,అతిధి,invitato
289,Geschenk::N,దానము,regalo
290,Spiel::N,ఆట,gioco
291,Gesellschaft::N,జట్టు,compagnìa
292,Hilfe::N,సాహాయ్యము,aiuto
293,Hilfe::N,సాహాయ్యము,soccorso
294,Freund::N,స్నేహితుడు,amico
295,Kamerad::N,చెలికాడు,camerata
296,Angelegenheit::N,విషయము,affare
297,Angelegenheit::N,విషయము,faccenda
298,Anzahl::N,లెక్క,nùmero
299,Anzahl::N,లెక్క,quantità
300,Art::N,జాతి,tipo
301,Art::N,జాతి,specie
302,Stück::N,తునుక,pezzo
303,Teil::N,భాగము,parte
304,Hälfte::N,సగము,metà
305,Kreis::N,వృత్తము,cìrcolo
306,Kreuz::N,సిలువ,croce
307,Linie::N,గీత,lìnea
308,Strich::N,గీత,tratto
309,Abstand::N,సందు,distanza
310,Entfernung::N,దూరము,distanza
311,Entfernung::N,దూరము,lontananza
312,Gegend::N,విస్తీర్ణము,regione
313,Platz::N,ఎడము,posto
314,Platz::N,ఎడము,spazio
315,Ort::N,స్థలము,luogo
316,Ort::N,స్థలము,località
317,Seite::N,ప్రక్క,lato
318,Seite::N,ప్రక్క,parte
319,Mitte::N,నడిమి,mezzo
320,Mitte::N,నడిమి,centro
321,Gegenstand::N,పద్దు,oggetto
322,Sache::N,వస్తువు,cosa
323,Rand::N,అంచు,orlo
324,Rand::N,అంచు,bordo
325,Kante::N,అంచు,spìgolo
326,Ecke::N,మూల,canto
327,Spitze::N,మొన,punta
328,Ende::N,కొన,capo
329,Ende::N,కొన,estremità
330,Loch::N,రంధ్రము,buco
331,Winkel::N,కోణము,àngolo
332,Muster::N,మాదిరి,disegno
333,Größe::N,పరిమాణము,taglia
334,Größe::N,పరిమాణము,grandezza
335,Länge::N,పొడుగు,lunghezza
336,Höhe::N,పొడుగు,altezza
337,Gewicht::N,భారము,peso
338,Menge::N,మొత్తము,quantità
339,Haufen::N,రాశి,cùmulo
340,Haufen::N,రాశి,mucchio
341,Reihe::N,వరుస,fila
342,Boot::N,పడవ,barca
343,Boot::N,పడవ,battello
344,Ruder::N,అడక,remo
345,Schlitten::N,సరవండ్లు,slitta
346,Ski::N,స్కీ,sci
347,Lagerfeuer::N,నెగడు,falò
348,Lagerfeuer::N,నెగడు,fuoco di bivacco
349,Last::N,బరువు,càrico
350,Gang::N,నడక,andata
351,Schritt::N,అడుగు,passo
352,Norden::N,ఉత్తరదిక్కు,nord
353,Norden::N,ఉత్తరదిక్కు,settentrione
354,Süden::N,దక్షిణము,sud
355,Süden::N,దక్షిణము,meridione
356,Westen::N,పడమర,òvest
357,Westen::N,పడమర,occidente
358,Osten::N,తూర్పు,est
359,Osten::N,తూర్పు,oriente
360,Holz::N,కొయ్య,legno
361,Brett::N,పలక,asse
362,Brett::N,పలక,tàvola
363,Platte::N,పలక,lastra
364,Platte::N,పలక,piastra
365,Stütze::N,వాల్సేడ్లు,supporto
366,Stange::N,స్తంభము,sbarra
367,Stange::N,స్తంభము,pèrtica
368,Stock::N,కఱ్ఱ,verga
369,Stock::N,కఱ్ఱ,bastone
370,Stock::N,కఱ్ఱ,bacchetta
371,Stab::N,కఱ్ఱ,asta
372,Rohr::N,గొట్టము,tubo
373,Haus::N,ఇల్లు,casa
374,Heim::N,స్వగృహము,casa
375,Ofen::N,పొయ్యి,stufa
376,Fußboden::N,నేల,pavimento
377,Tisch::N,మేజా,tàvolo
378,Stuhl::N,కుర్చీ,sedia
379,Wiege::N,ఉయ్యాల,culla
380,Bett::N,పడక,letto
381,Bett::N,మంచం,letto
382,Regal::N,అటక,scaffale
383,Kiste::N,వెట్టె,cassa
384,Fenster::N,కిటికి,finestra
385,Tür::N,ద్వారము,porta
386,Tor::N,ద్వారము,portone
387,Zaun::N,కంచె,recinto
388,Dach::N,ఇంటివైకప్పు,tetto
389,Leiter::N,నిచ్చెన,scala
390,Leiter::N,నిచ్చెన,scala a pioli
391,Besen::N,చీపురుకట్ట,scopa
392,Spaten::N,పాఱ,vanga
393,Schaufel::N,పాఱ,pala
394,Gabel::N,ముండ్లగరిటె,forchetta
395,Löffel::N,గరిటె,cucchiaio
396,Messer::N,కత్తి,coltello
397,Nagel::N,మేకు,chiodo
398,Netz::N,వల,rete
399,Haken::N,కొక్కెము,uncino
400,Griff::N,పిడి,mànico
401,Griff::N,పిడి,maniglia
402,Schloss::N,తాళము,serratura
403,Bild::N,చిత్రము,quadro
404,Bild::N,చిత్రము,immàgine
405,Figur::N,రూపము,figura
406,Puppe::N,బొమ్మ,bàmbola
407,Beutel::N,సంచి,borsa
408,Beutel::N,సంచి,sacchetto
409,Bündel::N,మూట,fascio
410,Bündel::N,మూట,fagotto
411,Tasche::N,సంచి,borsa
412,Eimer::N,చేద,secchio
413,Deckel::N,మూత,coperchio
414,Geschirr::N,వంటకాలు,stoviglie
415,Sack::N,గోనెసంచి,sacco
416,Tasse::N,గిన్నె,tazza
417,Topf::N,కుండ,pèntola
418,Kessel::N,నీరుకాచుపాత్ర,paiolo
419,Kessel::N,నీరుకాచుపాత్ర,calderone
420,Essen::N,ఆహారము,pasto
421,Essen::N,ఆహారము,mangiare
422,Nahrung::N,ఆహారము,cibo
423,Nahrung::N,ఆహారము,alimento
424,Speise::N,ఆహారము,piatto
425,Fleisch::N,మాంసము,carne
426,Getreide::N,ధాన్యము,cereali
427,Brei::N,గుజ్జు,purè
428,Brei::N,గుజ్జు,pappa
429,Brot::N,రొట్టె,pane
430,Scheibe::N,బద్ద,fetta
431,Scheibe::N,బద్ద,trancia
432,Fett::N,క్రొవ్వు,grasso
433,Butter::N,వెన్న,burro
434,Öl::N,నూనె,olio
435,Salz::N,ఉప్పు,sale
436,Suppe::N,చారు,zuppa
437,Suppe::N,చారు,minestra
438,Honig::N,తెనె,miele
439,Milch::N,పాలు,latte
440,Tee::N,తేనీరు,tè
441,Leder::N,బాగుచేసివతోలు,pelle
442,Wolle::N,ఉన్ని,lana
443,Stoff::N,బట్ట,panno
444,Stoff::N,బట్ట,tessuto
445,Nadel::N,సూది,ago
446,Faden::N,దారము,filo
447,Knopf::N,బొత్తాము,bottone
448,Knoten::N,ముడి,nodo
449,Farbe::N,రంగు,pittura
450,Kleidung::N,బట్టలు,vestiti
451,Kleidung::N,బట్టలు,vestiario
452,Hemd::N,చొక్కాయ,camicia
453,Kragen::N,మాల,bàvero
454,Kragen::N,మాల,colletto
455,Ärmel::N,చొక్కాయచెయ్యి,mànica
456,Hose::N,ఇజారు,calzoni
457,Gürtel::N,పటకా,cintura
458,Mütze::N,టోపి,berretto
459,Schuh::N,పాదరక్ష,scarpa
460,Stiefel::N,బూటు,stivale
461,Ring::N,ఉంగరము,anello
462,Band::N,నాడా,nastro
463,Band::N,నాడా,fettuccia
464,Kamm::N,దువ్వెన,pèttine
465,Spiegel::N,అద్దము,specchio
466,Riemen::N,వాడా,cinghia
467,Schnur::N,దారము,corda
468,Leine::N,వారు,guinzaglio
469,Decke::N,కంబళి,coperta
470,Kissen::N,తలగడ,cuscino
471,Kissen::N,తలగడ,guanciale
472,Tuch::N,బట్ట,fazzoletto
473,Handtuch::N,తువాలు,asciugamano
474,Kraft::N,బలము,forza
475,Stärke::N,శక్తి,forza
476,Stärke::N,శక్తి,vigore
477,Stärke::N,శక్తి,fortezza
478,Gesundheit::N,ఆరోగ్యము,salute
479,Krankheit::N,రోగము,malattìa
480,Schmerz::N,నొప్పి,dolore
481,Wunde::N,గాయము,piaga
482,Wunde::N,గాయము,ferita
483,Fieber::N,జ్వరము,febbre
484,Arznei::N,మందు,fàrmaco
485,Arznei::N,మందు,medicina
486,Brücke::N,వంతెన,ponte
487,Brunnen::N,బావి,pozzo
488,Brunnen::N,కూపము,pozzo
489,Brunnen::N,నుయ్యి,pozzo
490,Weide::N,పచ్చికబయలు,pàscolo
491,Pfad::N,కాలిత్రోవ,sentiero
492,Weg::N,మార్గము,via
493,Weg::N,మార్గము,cammino
494,Straße::N,బాట,strada
495,Dorf::N,గ్రామము,paese
496,Dorf::N,గ్రామము,villaggio
497,Stadt::N,పట్టణము,città
498,Brief::N,జాబు,lèttera
499,Buch::N,పుస్తకము,libro
500,Buchstabe::N,అక్షరము,lèttera
501,Zeitung::N,వార్తాపత్రిక,giornale
502,Leben::N,ప్రాణము,vita
503,Tod::N,మరణము,morte
504,Grab::N,సమాధి,tomba
505,Grab::N,సమాధి,sepolcro
506,Kirche::N,క్రెస్తవులగుడి,chiesa
507,Sünde::N,పాపము,peccato
508,Gott::N,దేవుడు,dio
509,Arbeiter::N,పనిపాటుచేశేవాడు,operaio
510,Arbeiter::N,పనిపాటుచేశేవాడు,lavoratore
511,Chef::N,యజమానుడు,capo
512,Chef::N,యజమానుడు,padrone
513,Meister::N,కళాకారుడు,mastro
514,Meister::N,కళాకారుడు,maestro
515,Arzt::N,వైద్యుడు,mèdico
516,Arzt::N,వైద్యుడు,dottore
517,Lehrer::N,ఉపాధ్యాయుడు,professore
518,Geld::N,ద్రవ్యము,soldi
519,Geld::N,ద్రవ్యము,denaro
520,Geschäft::N,వ్యాపారము,affare
521,Geschäft::N,వ్యాపారము,negozio
522,Laden::N,అంగడి,negozio
523,Preis::N,వెల,prezzo
524,Ware::N,సరకులు,merce
525,Nutzen::N,ప్రయోజనము,ùtile
526,Nutzen::N,ప్రయోజనము,profitto
527,Reichtum::N,ధనము,ricchezza
528,Welt::N,ప్రపంచము,mondo
529,Land::N,దేశము,paese
530,Staat::N,రాజ్యము,Stato
531,König::N,రాజు,re
532,Macht::N,అధికారము,potere
533,Grenze::N,సరిహద్దు,confine
534,Grenze::N,సరిహద్దు,frontiera
535,Krieg::N,యుద్ధము,guerra
536,Feind::N,శత్రువు,nemico
537,Gewalt::N,దౌర్జన్యము,violenza
538,Kampf::N,పోట్లాట,lotta
539,Bogen[Waffe]::N,విల్లు,arco
540,Pfeil::N,బాణము,freccia
541,Gewehr::N,తుపాకి,fucile
542,Fehler::N,తప్ప,errore
543,Fehler::N,తప్ప,sbaglio
544,Lüge::N,అసత్యము,bugìa
545,Lüge::N,అసత్యము,menzogna
546,Schaden::N,నష్టము,danno
547,Unglück::N,దురదృష్టము,sfortuna
548,Schuld::N,తప్పు,colpa
549,Alter::N,వయస్సు,età
550,Schluss::N,ముగింపు,fine
551,Zeit::N,కాలము,tempo
552,Tag::N,దినము,giorno
553,Tag::N,దినము,giornata
554,Morgen::N,ఉదయము,mattina
555,Mittag::N,మధ్యాహ్నము,mezzogiorno
556,Abend::N,సాయంకాలము,sera
557,Abend::N,సాయంకాలము,serata
558,Nacht::N,రత్రి,notte
559,Woche::N,వారము,settimana
560,Monat::N,నెల,mese
561,Jahr::N,సంవత్సరము,anno
562,Frühling::N,వసంతకాలము,primavera
563,Sommer::N,వేసవికాము,estate
564,Herbst::N,ఆకురాలుకాలము,autunno
565,Winter::N,శీతకాలము,inverno
566,Januar::N,జనవరి,gennaio
567,Februar::N,ఫిబ్రవరి,febbraio
568,März::N,మార్చి,marzo
569,April::N,ఏప్రిలు,aprile
570,Mai::N,మే,maggio
571,Juni::N,జూన్,giugno
572,Juli::N,జూలై,luglio
573,August::N,ఆగస్టు,agosto
574,September::N,సెప్ఠెంబరు,settembre
575,Oktober::N,అక్టోబరు,ottobre
576,November::N,నవంబరు,novembre
577,Dezember::N,డిసెంబర్,dicembre
578,Montag::N,సోమవారము,lunedì
579,Dienstag::N,మంగళవారము,martedì
580,Mittwoch::N,బుధవారము,mercoledì
581,Donnerstag::N,గురువారము,giovedì
582,Freitag::N,శుక్రవారము,venerdì
583,Samstag::N,శనివారము,sàbato
584,Sonntag::N,ఆదివారము,domenica
585,groß::A,గొప్పైన,grande
586,klein::A,చిన్న,pìccolo
587,lang::A,పొడుగాటి,lungo
588,kurz::A,పొట్టి,corto
589,breit::A,వెడల్పైన,largo
590,schmal::A,ఇఱుకైన,stretto
591,dicht::A,దట్టమైన,denso
592,dick[Gegenstand]::A,దట్టమైన,spesso
593,dünn::A,పలుచని,sottile
594,fein::A,నాజాకైన,fine
595,fein::A,నాజాకైన,delicato
596,fest::A,దృడమైవ,sodo
597,fest::A,దృడమైవ,fisso
598,flach::A,చదువైన,piano
599,flach::A,చదువైన,piatto
600,glatt::A,నున్నని,liscio
601,hart::A,కఠినమైన,duro
602,weich::A,మృదువైన,molle
603,rund::A,గుండ్రని,rotondo
604,spitz::A,మొనగల,aguzzo
605,spitz::A,మొనగల,appuntito
606,scharf::A,పదనైన,affilato
607,scharf::A,పదనైన,tagliente
608,stumpf::A,వాడిలేని,smussato
609,schwer::A,బరువ్తెన,pesante
610,schön::A,సుందరమైన,bello
611,heiß::A,వేడియైన,caldo
612,heiß::A,వేడియైన,bollente
613,warm::A,వెచ్చని,caldo
614,kalt::A,చల్లని,freddo
615,kühl::A,చల్లని,fresco
616,frisch::A,తాజాయైన,fresco
617,feucht::A,చెమ్మగానున్న,ùmido
618,nass::A,తడిగామన్న,bagnato
619,trocken::A,ఎండిన,secco
620,voll::A,నిండు,pieno
621,leer::A,శూన్యమైన,vuoto
622,offen::A,తెఱచియున్న,aperto
623,geschlossen::A,మూసిన,chiuso
624,sauber::A,పరిశుద్ధమైన,netto
625,sauber::A,పరిశుద్ధమైన,pulito
626,schmutzig::A,ముఱికియైన,sporco
627,schmutzig::A,ముఱికియైన,sùdicio
628,roh::A,పచ్చి,crudo
629,reif::A,పండివ,maturo
630,lecker::A,రుచి గల,ghiotto
631,lecker::A,రుచి గల,squisito
632,süß::A,తియ్యని,dolce
633,bitter::A,చేదైన,amaro
634,sauer::A,పుల్లని,aspro
635,sauer::A,పుల్లని,acerbo
636,hell::A,కాంతిగల,chiaro
637,dunkel::A,చీకటియైన,buio
638,dunkel::A,చీకటియైన,oscuro
639,schwarz::A,నల్లని,nero
640,weiß::A,తెలుపు,bianco
641,rot::A,ఎఱ్ఱని,rosso
642,gelb::A,పసుపు పచ్చ,giallo
643,blau::A,నీలవర్ణము,blu
644,blau::A,నీలవర్ణము,azzurro
645,grün::A,ఆకుపచ్చని,verde
646,grau::A,నెరిసిన,grigio
647,bunt::A,రంగేలీ,variopinto
648,billig::A,చౌకయైన,a buon prezzo
649,billig::A,చౌకయైన,a buon mercato
650,teuer::A,వెలపొడుగైన,caro
651,wertvoll::A,విలుప్తెన,prezioso
652,blind::A,గ్రుడ్డి,cieco
653,taub::A,చెవిటి,sordo
654,kräftig::A,శక్తి గల,forte
655,kräftig::A,శక్తి గల,robusto
656,stark::A,బలమైన,forte
657,stark::A,బలమైన,vigoroso
658,schwach::A,బలహీనమైన,dèbole
659,fett::A,క్రొవ్విన,grasso
660,schlank::A,సన్నని,snello
661,schlank::A,సన్నని,slanciato
662,hübsch::A,సాగప్తెన,bello
663,hübsch::A,సాగప్తెన,carino
664,böse::A,చెడ్డ,cattivo
665,dumm::A,తెలివిలేని,stùpido
666,faul::A,సోమరియైన,pigro
667,fleißig::A,శ్రద్దగల,diligente
668,geizig::A,పిసినారియైన,avaro
669,klug::A,తెలివిగల,intelligente
670,geschickt::A,నిపుణతగల,àbile
671,lieb::A,ప్రియమైన,caro
672,lustig::A,ఉల్లాసము గల,gaio
673,lustig::A,ఉల్లాసము గల,allegro
674,sanft::A,సాధువైన,dolce
675,hungrig::A,ఆకలిగొనిన,affamato
676,krank::A,వ్యాధిగల,malato
677,krank::A,వ్యాధిగల,infermo
678,nackt::A,దిగంబరమైన,nudo
679,traurig::A,విచారముగల,triste
680,lebendig::A,ప్రాణముతో నున్న,vivo
681,gut::A,మంచి,buono
682,schlecht::A,చెడ్డ,cattivo
683,richtig::A,సరియైన,giusto
684,schlimm::A,అసహ్యమైన,grave
685,wahr::A,నిజమైన,vero
686,alt::A,ముసలి,vecchio
687,neu::A,క్రొత్త,nuovo
688,ehemalig::A,పూర్వపు,vecchio
689,ehemalig::A,పూర్వపు,d'una_volta
690,alt[Lebewesen]::A,ముసలి,anziano
691,jung::A,పసి,giovane
692,arm::A,బీద,pòvero
693,reich::A,ధనవంతుడైన,ricco
694,bekannt::A,తెలిసిన,noto
695,bekannt::A,తెలిసిన,conosciuto
696,berühmt::A,ప్రపిద్దికెక్కివ,famoso
697,berühmt::A,ప్రపిద్దికెక్కివ,cèlebre
698,fremd::A,అన్యమైన,estràneo
699,fremd::A,అన్యమైన,straniero
700,verschieden::A,భేదమైన,diverso
701,verschieden::A,భేదమైన,differente
