,Concept_ID,lt,bn
54,Hunger::N,alkis,ক্ষুধা
55,Träne::N,ašara,অশ্রু
56,Geschmack::N,skonis,স্বাদ
57,Geruch::N,kvapas,গন্ধ
58,Schlaf::N,miegas,ঘুম
59,Traum::N,sapnas,স্বপ্ন
60,Himmel::N,dangus,আকাশ
61,Sonne::N,saulė,সূর্য
62,Mond::N,mėnulis,চন্দ্র
63,Stern::N,žvaigždė,নক্ষত্র
64,Luft::N,oras,বায়ু
65,Wind::N,vėjas,বাতাস
66,Welle::N,banga,ঢেউ
67,Welle::N,banga,তরঙ্গ
68,Welle::N,vilnis,ঢেউ
69,Welle::N,vilnis,তরঙ্গ
70,Wasser::N,vanduo,জল
71,Stein::N,akmuo,ঢিল
72,Stein::N,akmuo,প্রস্তর
73,Boden::N,žemė,ভূতল
74,Boden::N,dugnas,ভূতল
75,Erde::N,žemė,ভূমি
76,Staub::N,dulkės,ধুলা
77,Rauch::N,dūmai,ধোঁয়া
78,Funke::N,kibirkštis,স্ফুলিঙ্গ
79,Feuer::N,ugnis,অগ্নি
80,Licht::N,šviesa,আলো
81,Schatten::N,paūksmė,ছায়া
82,Wetter::N,oras,আবহাওয়া
83,Nebel::N,migla,কুহেলিকা
84,Nebel::N,rūkas,কুহেলিকা
85,Wolke::N,debesis,মেঘ
86,Regen::N,lietus,বৃষ্টি
87,Schnee::N,sniegas,তুষার
88,Eis::N,ledas,বরফ
89,Frost::N,šalna,তুষার
90,Kälte::N,šaltis,শৈত্য
91,Hitze::N,karštis,তাপ
92,Raureif::N,šerkšnas,তুহিন
93,Regenbogen::N,vaivorykštė,রামধনু
94,Donner::N,perkūnas,বজ্রধ্বনি
95,Donner::N,griaustinis,বজ্রধ্বনি
96,Strömung::N,tėkmė,স্রোত
97,Tropfen::N,lašas,ফোঁটা
98,Schaum::N,putos,ফেনা
99,Schmutz::N,purvas,ধুলা
100,See::N,ežeras,হ্রদ
101,Sumpf::N,klampynė,জলা
102,Sumpf::N,liūnas,জলা
103,Moor::N,pelkė,মাঠ
104,Wiese::N,pieva,তৃণভূমি
105,Wald::N,miškas,বন
106,Hügel::N,kalva,পাহাড়
107,Anhöhe::N,kauburys,টিলা
108,Berg::N,kalnas,পর্বত
109,Gipfel::N,viršūnė,শীর্ষ
110,Höhle::N,ola,গুহা
111,Abhang::N,šlaitas,ঢাল
112,Abhang::N,nuokalnė,ঢাল
113,Quelle::N,versmė,উৎস
114,Quelle::N,šaltinis,উৎস
115,Bach::N,upelis,ক্ষুদ্র নদী
116,Fluss::N,upė,নদী
117,Ufer::N,krantas,উপকূল
118,Küste::N,pajūris,তীর
119,Festland::N,sausuma,ভূমি
120,Meer::N,jūra,সমুদ্র
121,Bucht::N,įlanka,উপসাগর
122,Bucht::N,užutekis,উপসাগর
123,Insel::N,sala,দ্বীপ
124,Blume::N,gėlė,ফুল
125,Gras::N,žolė,ঘাস
126,Wurzel::N,šaknis,শিকড়
127,Baum::N,medis,গাছ
128,Stamm::N,kamienas,স্কন্ধ
129,Rinde::N,žievė,বল্কল
130,Ast::N,šaka,শাখা
131,Zweig::N,šakelė,ডাল
132,Blatt::N,lapas,পর্ণ
133,Birke::N,beržas,ভুর্জ
134,Kiefer[Baum]::N,pušis,পাইন গাছ
135,Weide[Baum]::N,karklas,উইলো
136,Tanne::N,eglė,দেবদারূ গাছ
137,Tanne::N,kėnis,দেবদারূ গাছ
138,Horn::N,ragas,শিং
139,Feder::N,plunksna,পালক
140,Fell::N,kailis,রোম
141,Flügel::N,sparnas,ডানা
142,Klaue::N,kanopa,নখর
143,Kralle::N,nagas,নখর
144,Schwanz::N,uodega,লেজ
145,Ei::N,kiaušinis,ডিম
146,Nest::N,gūžta,কুলায়
147,Nest::N,lizdas,কুলায়
148,Bau::N,ola,ডেরা
149,Tier::N,gyvūnas,জন্তু
150,Herde::N,banda,ঝাঁক
151,Herde::N,kaimenė,ঝাঁক
152,Kuh::N,karvė,গোরু
153,Bulle::N,bulius,বৃষ
154,Pferd::N,arklys,ঘোড়া
155,Schaf::N,avis,ভেড়া
156,Schwein::N,kiaulė,শূকর
157,Hund::N,šuo,কুকুর
158,Katze::N,katė,বেড়াল
159,Bär::N,lokys,ভল্লুক
160,Eichhörnchen::N,voveraitė,কাঠবিড়াল
161,Elch::N,briedis,হরিণবিশেষ
162,Fuchs::N,lapė,পাঁতিশিয়াল
163,Hase::N,kiškas,শশক
164,Maus::N,pelė,নেংটি ইঁদুর
165,Wolf::N,vilkas,নেকড়ে
166,Vogel::N,paukštis,পক্ষী
167,Schwarm::N,spiečius,ঝাঁক
168,Huhn::N,višta,মোরগ
169,Hahn::N,gaidys,কুক্কুট
170,Gans::N,žąsis,হংসী
171,Adler::N,erelis,ইগল
172,Ente::N,antis,হংসী
173,Eule::N,pelėda,পেচক
174,Kranich::N,gervė,সারস
175,Krähe::N,varna,কাক
176,Kuckuck::N,gegužė,কোকিল
177,Schwan::N,gulbė,মরাল
178,Fisch::N,žuvis,মাছ
179,Barsch::N,ešerys,মৎন্যবিশেষ
180,Hecht::N,lydeka,বানমাছ
181,Schlange[Tier]::N,gyvatė,সর্প
182,Wurm::N,kirmėlė,কীট
183,Spinne::N,voras,মাকড়সা
184,Ameise::N,skruzdė,পিপীলিকা
185,Laus::N,utėlė,উকুন
186,Mücke::N,uodas,মশা
187,Fliege::N,musė,মাছি
188,Schmetterling::N,drugys,প্রজাপতি
189,Schmetterling::N,peteliškė,প্রজাপতি
190,Beere::N,uoga,বেরি
191,Apfel::N,obuolys,আপেল
192,Pilz::N,grybas,ছত্রক
193,Zwiebel::N,svogūnas,পিয়াজ
194,Saat::N,sėkla,বীজ
195,Korn::N,grūdai,শস্য
196,Heu::N,šienas,খড়
197,Schale::N,žievelė,খোসা
198,Grube::N,duobė,গর্ত
199,Falle::N,pinklės,ফাঁদ
200,Falle::N,žabangai,ফাঁদ
201,Schlinge::N,kilpa,পাশ
202,Spur::N,vėžė,চিহ্ন
203,Spur::N,pėdos,চিহ্ন
204,Spur::N,pėdsakas,চিহ্ন
205,Asche::N,pelenai,ভস্ম
206,Dreck::N,purvas,ময়লা
207,Eisen::N,geležis,লোহা
208,Gold::N,auksas,স্বর্ণ
209,Silber::N,sidabras,রৌপ্য
210,Kohle::N,anglis,অঙ্গার
211,Glas::N,stiklas,কাচ
212,Lehm::N,molis,মৃত্তিকা
213,Sand::N,smėlis,বালি
214,Mensch::N,žmogus,নর
215,Mensch::N,žmogus,মানুষ
216,Mann::N,vyras,মানুষ
217,Mann::N,vyriškis,মানুষ
218,Frau::N,moteris,নারী
219,Kind::N,vaikas,বাচ্চা
220,Junge::N,vaikinas,ছেলে
221,Junge::N,berniukas,ছেলে
222,Mädchen::N,mergytė,মেয়ে
223,Mädchen::N,mergaitė,মেয়ে
224,Familie::N,šeima,পরিবার
225,Großvater::N,senelis,মাতামহ
226,Großmutter::N,senelė,মাতামহী
227,Eltern::N,tėvai,মাতাপিতা
228,Vater::N,tėvas,পিতা
229,Mutter::N,motina,মাতা
230,Sohn::N,sūnus,ছেলে
231,Tochter::N,duktė,মেয়ে
232,Bruder::N,brolis,দাদা
233,Schwester::N,sesuo,বোন
234,Schwester::N,sesuo,দিদি
235,Onkel::N,dėdė,মামা
236,Tante::N,teta,মাসী
237,Ehemann::N,vyras,স্বামী
238,Ehefrau::N,žmona,পত্নী
239,Freude::N,džiaugsmas,উল্লাস
240,Gelächter::N,juokas,হাসি
241,Glück::N,laimė,সুখ
242,Kummer::N,vargas,দুঃখ
243,Kummer::N,rūpestis,দুঃখ
244,Wunsch::N,troškimas,আকাঙ্ক্ষা
245,Wunsch::N,pageidavimas,আকাঙ্ক্ষা
246,Lust::N,noras,বাসনা
247,Lust::N,geidulys,বাসনা
248,Geist::N,dvasia,আত্না
249,Gedanke::N,mintis,চিন্তা
250,Gedächtnis::N,atmintis,স্মরণশক্তি
251,Verstand::N,protas,মন
252,Sinn::N,prasmė,পদার্থ
253,Grund::N,priežastis,কারণ
254,Wahrheit::N,tiesa,সত্য
255,Wahrheit::N,teisybė,সত্য
256,Gespräch::N,pokalbis,কথাবার্তা
257,Märchen::N,pasaka,রূপকথা
258,Erzählung::N,apsakymas,গল্প
259,Erzählung::N,pasakojimas,গল্প
260,Nachricht::N,žinia,তথ্য
261,Neuigkeit::N,naujiena,খবরাখবর
262,Name::N,vardas,নাম
263,Rätsel::N,mįslė,ধাঁধা
264,Rede::N,kalba,বক্তৃতা
265,Sprache::N,kalba,ভাষা
266,Stimme::N,balsas,স্বর
267,Wort::N,žodis,শব্দ
268,Zeichen::N,žymė,প্রতীক
269,Zeichen::N,ženklas,প্রতীক
270,Ruf::N,šauksmas,ডাক
271,Lärm::N,triukšmas,হৈচৈ
272,Laut::N,garsas,ধ্বনি
273,Ton::N,tonas,স্বর
274,Ton::N,garsas,স্বর
275,Lied::N,daina,গান
276,Lied::N,giesmė,গান
277,Ruhe::N,ramybė,শান্তি
278,Ruhe::N,ramumas,শান্তি
279,Leute::N,žmonės,প্রজাপুঞ্জ
280,Volk::N,tauta,জাতি
281,Arbeit::N,darbas,চাকরি
282,Arbeit::N,triūsas,চাকরি
283,Gast::N,svečias,অতিথি
284,Geschenk::N,dovana,উপহার
285,Spiel::N,žaismas,খেলা
286,Spiel::N,žaidimas,খেলা
287,Gesellschaft::N,draugija,সঙ্গিগণ
288,Gesellschaft::N,kompanija,সঙ্গিগণ
289,Hilfe::N,pagalba,সাহায্য
290,Freund::N,draugas,বন্ধু
291,Freund::N,bičiulis,বন্ধু
292,Kamerad::N,draugas,সঙ্গী
293,Angelegenheit::N,dalykas,বিষয়
294,Angelegenheit::N,reikalas,বিষয়
295,Anzahl::N,kiekis,পরিমাণ
296,Anzahl::N,skaičius,পরিমাণ
297,Art::N,rūšis,রকম
298,Stück::N,gabalas,টুকরো
299,Teil::N,dalis,অংশ
300,Hälfte::N,pusė,অর্ধেক
301,Kreis::N,ratas,বৃত্ত
302,Kreis::N,apskritis,বৃত্ত
303,Kreis::N,apskritimas,বৃত্ত
304,Kreuz::N,kryžius,ক্রুশ
305,Linie::N,linija,রেখা
306,Strich::N,brėžis,কষি
307,Strich::N,brūkšnys,কষি
308,Abstand::N,atstumas,ফাঁক
309,Entfernung::N,atstumas,ব্যবধান
310,Gegend::N,vietovė,ক্ষেত্র
311,Platz::N,vieta,জায়গা
312,Ort::N,vieta,স্থান
313,Ort::N,vietovė,স্থান
314,Seite::N,pusė,পার্শ্ব
315,Seite::N,šonas,পার্শ্ব
316,Mitte::N,vidurys,মধ্য
317,Gegenstand::N,dalykas,জিনিস
318,Sache::N,daiktas,বস্তু
319,Rand::N,kraštas,কানা
320,Rand::N,pakraštys,কানা
321,Kante::N,kraštas,ধার
322,Ecke::N,kertė,কোণ
323,Ecke::N,kampas,কোণ
324,Spitze::N,priekis,ডগা
325,Spitze::N,priešakys,ডগা
326,Ende::N,galas,প্রান্ত
327,Loch::N,skylė,গর্ত
328,Winkel::N,kampas,কোণ
329,Winkel::N,kampelis,কোণ
330,Muster::N,raštas,নমুন্
331,Größe::N,dydis,আয়তন
332,Größe::N,didumas,আয়তন
333,Länge::N,ilgis,দৈর্ঘ্য
334,Länge::N,ilgumas,দৈর্ঘ্য
335,Höhe::N,aukštis,উচ্চতা
336,Höhe::N,aukštuma,উচ্চতা
337,Gewicht::N,svoris,ওজন
338,Gewicht::N,svarstis,ওজন
339,Menge::N,kiekis,পরিমাণ
340,Menge::N,daugybė,পরিমাণ
341,Haufen::N,krūva,পুঞ্জ
342,Haufen::N,šūsnis,পুঞ্জ
343,Reihe::N,greta,শ্রেণী
344,Boot::N,valtis,নৌকা
345,Boot::N,laivelis,নৌকা
346,Ruder::N,irklas,দাঁড়
347,Schlitten::N,rogės,স্নেজ্-গাড়ি
348,Schlitten::N,rogutės,স্নেজ্-গাড়ি
349,Ski::N,slidė,শী
350,Lagerfeuer::N,laužas,অগ্নি
351,Last::N,našta,বোঝা
352,Last::N,nešulys,বোঝা
353,Gang::N,eisena,হণ্টন
354,Schritt::N,žingsnis,পদ
355,Norden::N,šiaurė,উত্তরদিক্
356,Norden::N,žiemiai,উত্তরদিক্
357,Süden::N,pietūs,দক্ষিণদিক
358,Westen::N,vakarai,পশ্চিমদিক্
359,Osten::N,rytai,পূর্বদিক
360,Holz::N,mediena,কাঠ
361,Brett::N,lenta,তক্তা
362,Platte::N,plokštė,ফলক
363,Stütze::N,atrama,নাগদণ্ড
364,Stütze::N,atspara,নাগদণ্ড
365,Stange::N,lazda,দণ্ড
366,Stange::N,kartis,দণ্ড
367,Stock::N,lazda,ছড়ি
368,Stab::N,kartis,যষ্টি
369,Rohr::N,vamzdis,নল
370,Haus::N,namas,ঘর
371,Heim::N,namai,বাসা
372,Ofen::N,krosnis,স্টোভ্
373,Fußboden::N,grindys,গহতল
374,Tisch::N,stalas,মেজ
375,Tisch::N,stalas,টেবিল
376,Stuhl::N,kėdė,চেয়ার
377,Stuhl::N,kėdė,কেদারা
378,Wiege::N,lopšys,দোলনা
379,Bett::N,lova,শয্যা
380,Bett::N,patalai,শয্যা
381,Regal::N,lentyna,তাক
382,Kiste::N,dėžė,বাক্স
383,Fenster::N,langas,জানালা
384,Tür::N,durys,দ্বার
385,Tor::N,vartai,দ্বার
386,Zaun::N,tvora,বেড়া
387,Dach::N,stogas,ছাদ
388,Leiter::N,kopėčios,মই
389,Besen::N,šluota,গুল্মবিশেষ
390,Spaten::N,lopeta,কোদাল
391,Spaten::N,kastuvas,কোদাল
392,Schaufel::N,semtuvas,বেলচা
393,Gabel::N,šakutė,কাঁটা
394,Löffel::N,šaukštas,চামচ
395,Messer::N,peilis,ছুরি
396,Nagel::N,vinis,পেরেক
397,Netz::N,tinklas,জাল
398,Haken::N,vagis,কাচি
399,Haken::N,kablys,কাচি
400,Griff::N,kotas,হাতল
401,Griff::N,rankena,হাতল
402,Schloss::N,spyna,তালা
403,Schloss::N,užraktas,তালা
404,Bild::N,paveikslas,ছবি
405,Bild::N,paveikslas,চিত্র
406,Figur::N,figūra,আকার
407,Puppe::N,lėlė,পুতুল
408,Beutel::N,krepšys,বটুয়া
409,Beutel::N,maišelis,বটুয়া
410,Bündel::N,ryšulys,আঁটি
411,Tasche::N,krepšelis,থলি
412,Eimer::N,kibiras,বাল্তি
413,Deckel::N,dangtis,আবরণ
414,Geschirr::N,indai,থালা-বাসন
415,Sack::N,maišas,বস্তা
416,Tasse::N,puodukas,কাপ
417,Topf::N,puodas,পাত্র
418,Kessel::N,katilas,কেটলি
419,Essen::N,valgis,আহার
420,Nahrung::N,penas,খাদ্য
421,Nahrung::N,maistas,খাদ্য
422,Speise::N,patiekalas,খাদ্য
423,Fleisch::N,mėsa,মাংস
424,Getreide::N,javai,শস্য
425,Brei::N,košė,মণ্ড
426,Brot::N,duona,রুটি
427,Scheibe::N,riekė,ফালি
428,Fett::N,taukai,মেদ
429,Fett::N,riebalai,মেদ
430,Butter::N,sviestas,মাখন
431,Öl::N,aliejus,তৈল
432,Salz::N,druska,নুন
433,Suppe::N,sriuba,শুরুয়া
434,Honig::N,medus,মধু
435,Milch::N,pienas,দুধ
436,Tee::N,arbata,চা
437,Leder::N,oda,পাকা চামড়া
438,Wolle::N,vilna,পশম
439,Stoff::N,audeklas,বস্ত্র
440,Nadel::N,adata,সুচ
441,Faden::N,gija,সূত্র
442,Faden::N,siūlas,সূত্র
443,Knopf::N,saga,বোতাম
444,Knoten::N,mazgas,গিঁট
445,Farbe::N,dažai,রং
446,Kleidung::N,rūbai,কাপড়
447,Kleidung::N,drabužiai,কাপড়
448,Hemd::N,marškiniai,শার্ট
449,Kragen::N,apykaklė,গলবন্ধ
450,Ärmel::N,rankovė,আস্তিন্
451,Hose::N,kelnės,ট্রাউজার
452,Gürtel::N,juosta,কটিবন্ধ
453,Gürtel::N,diržas,কটিবন্ধ
454,Mütze::N,kepurė,টুপি
455,Schuh::N,batas,জুতো
456,Stiefel::N,auliniai batai,বুট
457,Ring::N,žiedas,আংটি
458,Band::N,kaspinas,ফিতা
459,Kamm::N,šukos,চিরুনি
460,Spiegel::N,veidrodis,আয়না
461,Riemen::N,diržas,চাবুক
462,Schnur::N,virvė,দড়ি
463,Leine::N,pavadėlis,শিকল
464,Decke::N,antklodė,কম্বল
465,Kissen::N,pagalvė,উপাধান
466,Kissen::N,priegalvis,উপাধান
467,Tuch::N,skarelė,বস্ত্র
468,Handtuch::N,rankšluostis,তোয়ালে
469,Kraft::N,jėga,জোর
470,Stärke::N,stiprumas,শক্তি
471,Gesundheit::N,sveikata,স্বাস্থ্য
472,Krankheit::N,liga,অসুখ
473,Krankheit::N,liga,ব্যামো
474,Schmerz::N,skausmas,যন্ত্রণা
475,Wunde::N,žaizda,ক্ষত
476,Fieber::N,karštis,জ্বর
477,Arznei::N,vaistas,ঔষধ
478,Brücke::N,tiltas,সেতু
479,Brunnen::N,šulinys,কূপ
480,Weide::N,ganykla,পশুচারণভূমি
481,Weide::N,gluosnis,পশুচারণভূমি
482,Pfad::N,takas,পথ
483,Weg::N,kelias,পথ
484,Straße::N,gatvė,রাস্তা
485,Dorf::N,kaimas,গ্রাম
486,Dorf::N,sodžius,গ্রাম
487,Stadt::N,miestas,শহর
488,Brief::N,laiškas,চিঠি
489,Buch::N,knyga,বই
490,Buchstabe::N,raidė,অক্ষর
491,Zeitung::N,laikraštis,সংবাদপত্র
492,Leben::N,gyvybė,জীবন
493,Leben::N,gyvenimas,জীবন
494,Tod::N,mirtis,মৃত্যু
495,Grab::N,kapas,কবর
496,Kirche::N,bažnyčia,গির্জা
497,Sünde::N,nuodėmė,পাপ
498,Sünde::N,nusidėjimas,পাপ
499,Gott::N,dievas,দেবতা
500,Arbeiter::N,darbininkas,শ্রমিক
501,Chef::N,šefas,নেতা
502,Chef::N,vadovas,নেতা
503,Chef::N,viršininkas,নেতা
504,Meister::N,meistras,ব্যক্তি
505,Arzt::N,gydytojas,চিকিৎসক
506,Lehrer::N,mokytojas,অধ্যাপক
507,Geld::N,pinigai,মুদ্রা
508,Geld::N,pinigai,টাকাপয়সা
509,Geschäft::N,biznis,ব্যস্ততা
510,Laden::N,krautuvė,দোকান
511,Laden::N,parduotuvė,দোকান
512,Preis::N,kaina,মূল্য
513,Ware::N,prekė,পণ্যদ্রব্য
514,Nutzen::N,nauda,সুবিধা
515,Nutzen::N,pelnas,সুবিধা
516,Reichtum::N,turtas,ধনদৌলত
517,Welt::N,pasaulis,জগৎ
518,Land::N,žemė,খেত
519,Land::N,šalis,খেত
520,Staat::N,valstija,রাষ্ট্র
521,König::N,karalius,রাজা
522,Macht::N,galia,প্রভাব
523,Macht::N,valdžia,প্রভাব
524,Grenze::N,riba,সীমা
525,Grenze::N,siena,সীমা
526,Krieg::N,karas,যুদ্ধ
527,Feind::N,priešas,শত্রু
528,Gewalt::N,jėga,জোর
529,Gewalt::N,smurtas,জোর
530,Gewalt::N,prievarta,জোর
531,Kampf::N,kova,লড়াই
532,Bogen[Waffe]::N,lankas,ধনুক
533,Pfeil::N,strėlė,বাণ
534,Gewehr::N,šautuvas,বন্দুক
535,Fehler::N,klaida,ভুল
536,Lüge::N,melas,মিথ্যা
537,Schaden::N,nuostolis,ক্ষতি
538,Schaden::N,apgadinimas,ক্ষতি
539,Unglück::N,nelaimė,দুর্ভাগ্য
540,Schuld::N,kaltė,অপরাধ
541,Alter::N,amžius,আয়ু
542,Schluss::N,pabaiga,শেষ
543,Zeit::N,laikas,সময়
544,Tag::N,diena,দিন
545,Morgen::N,rytas,সকাল
546,Mittag::N,vidurdienis,মধ্যাহু
547,Abend::N,vakaras,সন্ধ্যা
548,Nacht::N,naktis,রাত্রি
549,Woche::N,savaitė,সপ্তাহ
550,Monat::N,mėnuo,মাস
551,Jahr::N,metai,সৌরবর্ষ
552,Frühling::N,pavasaris,বসন্তকাল
553,Sommer::N,vasara,গ্রীষ্মকাল
554,Herbst::N,ruduo,শরংঋতু
555,Winter::N,žiema,শীতকাল
556,Januar::N,sausis,জানুয়ারী
557,Februar::N,vasaris,ফেব্রুয়ারী
558,März::N,kovas,মার্চ
559,April::N,balandis,এপ্রিল
560,Mai::N,gegužė,মে
561,Juni::N,birželis,জুন
562,Juli::N,liepa,জুলাই
563,August::N,rugpjūtis,অগাস্ট
564,September::N,rugsėjis,সেপ্টেম্বর
565,Oktober::N,spalis,অক্টোবর
566,November::N,lapkritis,নভেম্বর
567,Dezember::N,gruodis,ডিসেম্বর
568,Montag::N,pirmadienis,সোমবার
569,Dienstag::N,antradienis,মঙ্গলবার
570,Mittwoch::N,trečiadienis,বুধবার
571,Donnerstag::N,ketvirtadienis,বৃহম্পতিবার
572,Freitag::N,penktadienis,শুক্রবার
573,Samstag::N,šeštadienis,শনিবার
574,Sonntag::N,sekmadienis,রবিবার
575,groß::A,didis,বৃহৎ
576,groß::A,didelis,বৃহৎ
577,klein::A,mažas,ছোট
578,lang::A,ilgas,দীর্ঘ
579,kurz::A,trumpas,খর্ব
580,kurz::A,trumpas,হ্রস্ব
581,breit::A,platus,চওড়া
582,schmal::A,smulkus,সরু
583,dicht::A,tankus,ঘন
584,dick[Gegenstand]::A,storas,পুরু
585,dünn::A,plonas,কৃশ
586,fein::A,smulkus,সূক্ষ্ম
587,fest::A,kietas,দৃঢ়
588,fest::A,tvirtas,দৃঢ়
589,flach::A,lėkštas,সমতল
590,flach::A,plokščias,সমতল
591,glatt::A,slidus,মসৃণ
592,hart::A,kietas,শক্ত
593,weich::A,minkštas,নরম
594,rund::A,apvalus,গোলাকার
595,rund::A,apskritas,গোলাকার
596,spitz::A,aštrus,তীক্ষ্ন
597,spitz::A,smailus,তীক্ষ্ন
598,scharf::A,aštrus,শাণিত
599,stumpf::A,bukas,ভোঁতা
600,stumpf::A,atšipęs,ভোঁতা
601,schwer::A,sunkus,ভারী
602,schön::A,gražus,সুন্দর
603,heiß::A,karštas,গরম
604,warm::A,šiltas,ঈষদুষ্ণ
605,kalt::A,šaltas,ঠাণ্ডা
606,kühl::A,vėsus,শীতল
607,kühl::A,bejausmis,শীতল
608,frisch::A,šviežias,তাজা
609,feucht::A,drėgnas,ভিজা
610,nass::A,šlapias,ভিজা
611,trocken::A,sausas,শুষ্ক
612,voll::A,pilnas,পূর্ণ
613,leer::A,tuščias,খালি
614,offen::A,atviras,খোলা
615,geschlossen::A,uždaras,বন্ধ
616,geschlossen::A,uždarytas,বন্ধ
617,sauber::A,švarus,নির্মল
618,schmutzig::A,nešvarus,নোংরা
619,schmutzig::A,purvinas,নোংরা
620,roh::A,žalias,কাঁচা
621,reif::A,prinokęs,পাকা
622,reif::A,pribrendęs,পাকা
623,lecker::A,gardus,সুস্বাদ
624,süß::A,saldus,মিষ্ট
625,bitter::A,kartus,তিক্ত
626,sauer::A,gižus,টক
627,sauer::A,rūgštus,টক
628,hell::A,šviesus,উজ্জ্বল
629,hell::A,skaistus,উজ্জ্বল
630,dunkel::A,tamsus,অন্ধকারময়
631,schwarz::A,juodas,কালো
632,weiß::A,baltas,সাদা
633,rot::A,raudonas,লাল
634,gelb::A,geltonas,হলদে
635,blau::A,mėlynas,নীল
636,grün::A,žalias,সবুজ
637,grau::A,pilkas,ছাই-রঙা
638,bunt::A,margas,রঙিন
639,bunt::A,spalvotas,রঙিন
640,billig::A,pigus,সস্তা
641,teuer::A,brangus,আক্রা
642,wertvoll::A,vertingas,মহার্ঘ
643,blind::A,aklas,কানা
644,taub::A,kurčias,বধির
645,kräftig::A,stiprus,বিশাল
646,stark::A,stiprus,শক্তিশালী
647,schwach::A,silpnas,দুর্বল
648,fett::A,riebus,মোটা
649,schlank::A,laibas,কৃশ
650,schlank::A,lieknas,কৃশ
651,hübsch::A,gražus,সুন্দর
652,böse::A,blogas,খারাপ
653,dumm::A,paikas,মূর্খ
654,dumm::A,kvailas,মূর্খ
655,faul::A,tingus,শ্রমবিমুখ
656,fleißig::A,stropus,পরিশ্রমী
657,fleißig::A,kruopštus,পরিশ্রমী
658,geizig::A,šykštus,ব্যয়কুণ্ঠ
659,klug::A,sumanus,দক্ষ
660,klug::A,protingas,দক্ষ
661,geschickt::A,apsukrus,পটু
662,lieb::A,mielas,প্রেয়
663,lustig::A,smagus,প্রফুল্ল
664,lustig::A,linksmas,প্রফুল্ল
665,sanft::A,švelnus,নম্র
666,sanft::A,minkštas,নম্র
667,hungrig::A,alkanas,ক্ষুধার্ত
668,krank::A,ligotas,অসুস্থ
669,krank::A,sergantis,অসুস্থ
670,nackt::A,nuogas,উলঙ্গ
671,traurig::A,liūdnas,দুঃখিত
672,lebendig::A,gyvas,জীবিত
673,gut::A,geras,ভালো
674,schlecht::A,blogas,মন্দ
675,schlecht::A,prastas,মন্দ
676,richtig::A,tikras,ঠিক
677,richtig::A,teisingas,ঠিক
678,schlimm::A,blogas,কদর্য
679,schlimm::A,prastas,কদর্য
680,wahr::A,tikras,বাস্তব
681,alt::A,senas,পুরাতন
682,neu::A,naujas,নব
683,neu::A,naujas,নূতন
684,ehemalig::A,buvęs,পূর্বকালীন
685,alt[Lebewesen]::A,pagyvenęs,বৃদ্ধ
686,jung::A,jaunas,তরুণ
687,arm::A,neturtingas,ক্ষুদ্র
688,reich::A,turtingas,ধনবান্
689,bekannt::A,žinomas,সুপরিচিত
690,bekannt::A,pažįstamas,সুপরিচিত
691,berühmt::A,žymus,বিখ্যাত
692,berühmt::A,garsus,বিখ্যাত
693,fremd::A,svetimas,বিদেশি
694,verschieden::A,įvairus,বিসদৃশ
695,nah::A,artimas,নিকটবতী
