,Concept_ID,kn,hu
97,Tropfen::N,ತೊಟ್ಟು,csepp
98,Schaum::N,ನೊರೆ,hab
99,Schaum::N,ನೊರೆ,tajték
100,Schmutz::N,ಕಸ,piszok
101,See::N,ಸರೋವರ,tó
102,Sumpf::N,ಜೌಗುಸ್ಥಳ,mocsár
103,Moor::N,ಬಂಜರು ಭೂಮಿ,láp
104,Wiese::N,ಹುಲ್ಲುಗಾವಲು,rét
105,Wiese::N,ಹುಲ್ಲುಗಾವಲು,mező
106,Wald::N,ಕಾಡು,erdő
107,Hügel::N,ಗುಡ್ಡೆ,domb
108,Anhöhe::N,ದಿಬ್ಬ,magaslat
109,Berg::N,ಮಲೆ,hegy
110,Berg::N,ಪರ್ವತ,hegy
111,Gipfel::N,ಶೃಂಗ,csúcs
112,Höhle::N,ಗುಹೆ,barlang
113,Abhang::N,ಇಳಿಜಾರು,lejtő
114,Quelle::N,ಮೂಲ,forrás
115,Bach::N,ತೊರೆ,patak
116,Fluss::N,ನದಿ,folyó
117,Ufer::N,ತೀರ,part
118,Küste::N,ದಂಡೆ,tengerpart
119,Festland::N,ಭೂಮಿ,szárazföld
120,Meer::N,ಕಡಲು,tenger
121,Bucht::N,ಖಾರಿ,öböl
122,Insel::N,ದ್ವೀಪ,sziget
123,Blume::N,ಸುಮ,virág
124,Gras::N,ಹುಲ್ಲು,fű
125,Wurzel::N,ಬೇರು,gyökér
126,Baum::N,ಮರ,fa
127,Stamm::N,ಕಾಂಡ,tő
128,Stamm::N,ಕಾಂಡ,törzs
129,Rinde::N,ತೂಗಟಿ,kéreg
130,Ast::N,ಶಾಖೆ,ág
131,Zweig::N,ರೆಂಬೆ,gally
132,Blatt::N,ಎಲೆ,levél
133,Birke::N,ಬರ್ಚ್ ಮರ,nyír
134,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,fenyő
135,Weide[Baum]::N,ವಿಲೋಮರ,fűz
136,Tanne::N,ಭದ್ರದಾರು,fenyő
137,Horn::N,ಕೊಂಬು,szarv
138,Feder::N,ಪುಕ್ಕ,toll
139,Fell::N,ರೋಮ,szőr
140,Fell::N,ರೋಮ,bunda
141,Flügel::N,ರೆಕ್ಕೆ,szárny
142,Klaue::N,ಪಂಜ,köröm
143,Kralle::N,ಉಗುರು,karom
144,Schwanz::N,ಬಾಲ,farok
145,Ei::N,ಮೊಟ್ಟೆ,tojás
146,Nest::N,ಗೂಡು,fészek
147,Bau::N,ಅಡಗುದಾಣ,odú
148,Tier::N,ಪ್ರಾಣಿ,állat
149,Herde::N,ಗುಂಪು,nyáj
150,Herde::N,ಗುಂಪು,csorda
151,Kuh::N,ಹಸು,tehén
152,Bulle::N,ಗೂಳಿ,bika
153,Pferd::N,ಕುದುರೆ,ló
154,Schaf::N,ಕುರಿ,juh
155,Schaf::N,ಕುರಿ,birka
156,Schwein::N,ಹಂದಿ,sertés
157,Hund::N,ನಾಯಿ,eb
158,Hund::N,ನಾಯಿ,kutya
159,Katze::N,ಬೆಕ್ಕು,macska
160,Bär::N,ಕರಡಿ,medve
161,Eichhörnchen::N,ಉಡುತೆ,mókus
162,Elch::N,ಕಡವೆ,jávorszarvas
163,Fuchs::N,ನರಿ,róka
164,Hase::N,ಮೊಲ,nyúl
165,Maus::N,ಇಲಿ,egér
166,Wolf::N,ತೋಳ,farkas
167,Vogel::N,ಪಕ್ಷಿ,madár
168,Schwarm::N,ಗುಂಪು,raj
169,Huhn::N,ಚಿಕ್,tyúk
170,Hahn::N,ಹುಂಜ,kakas
171,Gans::N,ವರಟೆ,lúd
172,Gans::N,ವರಟೆ,liba
173,Adler::N,ಗರುಡ,sas
174,Ente::N,ಬಾತು,kacsa
175,Eule::N,ಗೂಬೆ,bagoly
176,Kranich::N,ಕೊಕ್ಕರ,daru
177,Krähe::N,ಕಾಗೆ,varjú
178,Kuckuck::N,ಕೋಗಿಲೆ,kakukk
179,Schwan::N,ಹಂಸಪಕ್ಷಿ,hattyú
180,Fisch::N,ಮೀನು,hal
181,Barsch::N,ಪರ್ಚ್ ಮೀನು,sügér
182,Hecht::N,ಪೈಕ್ ಮೀನು,csuka
183,Schlange[Tier]::N,ಹಾವು,kígyó
184,Wurm::N,ಹುಳು,kukac
185,Spinne::N,ಊರ್ಣನಾಭ,pók
186,Ameise::N,ಇರುವೆ,hangya
187,Laus::N,ಹೇನು,tetű
188,Mücke::N,ಸೊಳ್ಳೆ,szúnyog
189,Fliege::N,ನೊಣ,légy
190,Schmetterling::N,ಪತಂಗ,lepke
191,Schmetterling::N,ಪತಂಗ,pillangó
192,Beere::N,ನಯವಣ್ಣು,bogyó
193,Apfel::N,ಸೇಬು,alma
194,Pilz::N,ಅಣಬೆ,gomba
195,Zwiebel::N,ನೀರುಳ್ಳಿ,hagyma
196,Saat::N,ಬಿತ್ತ,vetőmag
197,Korn::N,ಬೀಜ,mag
198,Korn::N,ಬೀಜ,szem
199,Heu::N,ಕರಡ,széna
200,Schale::N,ಹೊಟ್ಟು,héj
201,Grube::N,ಗುಂಡಿ,verem
202,Falle::N,ಬೋನು,csapda
203,Schlinge::N,ಉರುಲು,tőr
204,Spur::N,ಜಾಡು,nyom
205,Asche::N,ಬೂದಿ,hamu
206,Dreck::N,ಹೊಲಸು,sár
207,Dreck::N,ಹೊಲಸು,piszok
208,Eisen::N,ಕಬ್ಬಿಣ,vas
209,Gold::N,ಚಿನ್ನ,arany
210,Silber::N,ಬೆಳ್ಳಿ,ezüst
211,Kohle::N,ಕಲ್ಲಿದ್ದಲು,szén
212,Glas::N,ಗಾಜು,üveg
213,Lehm::N,ಜೇಡಿಮಣ್ಣು,agyag
214,Lehm::N,ಜೇಡಿಮಣ್ಣು,vályog
215,Sand::N,ಮರಳು,homok
216,Mensch::N,ಪುರುಷ,ember
217,Mann::N,ಆಳು,úr
218,Mann::N,ಆಳು,férfi
219,Frau::N,ಹೆಣ್ಣು,nő
220,Frau::N,ಹೆಣ್ಣು,asszony
221,Kind::N,ಮಗು,gyerek
222,Kind::N,ಮಗು,gyermek
223,Junge::N,ಹುಡುಗ,fiú
224,Mädchen::N,ಹುಡುಗಿ,lány
225,Familie::N,ಕುಟುಂಬ,család
226,Großvater::N,ಅಜ್ಜ,nagyapa
227,Großmutter::N,ಅಮ್ಮ,nagyanya
228,Eltern::N,ಹೆತ್ತವರು,szülők
229,Vater::N,ತಂದೆ,apa
230,Vater::N,ತಂದೆ,atya
231,Mutter::N,ಅಮ್ಮ,anya
232,Sohn::N,ಮಗ ,fiú
233,Tochter::N,ಮಗಳು,lány
234,Bruder::N,ತಮ್ಮ,fivér
235,Bruder::N,ತಮ್ಮ,testvér
236,Schwester::N,ತಂಗಿ,nővér
237,Schwester::N,ತಂಗಿ,lánytestvér
238,Onkel::N,ಸೋದರಮಾವ,nagybácsi
239,Onkel::N,ದೊಡ್ಡಪ್ಪ,nagybácsi
240,Tante::N,ಚಿಕ್ಕಮ್ಮ,nagynéni
241,Ehemann::N,ಗಂಡ,férj
242,Ehefrau::N,ಹೆಂಡತಿ,feleség
243,Freude::N,ನಲಿವು,öröm
244,Gelächter::N,ನಗೆ,nevetés
245,Gelächter::N,ನಗೆ,hahotázás
246,Glück::N,ಆನಂದ,boldogság
247,Kummer::N,ದುಃಖ,bánat
248,Wunsch::N,ಬಯಕೆ,óhaj
249,Lust::N,ಇಷ್ಟ,kedv
250,Geist::N,ಆತ್ಮ,elme
251,Geist::N,ಆತ್ಮ,szellem
252,Gedanke::N,ಯೋಚನೆ,gondolat
253,Gedächtnis::N,ಸ್ಮರಣೆ,emlékezet
254,Verstand::N,ಮನಸ್ಸು,ész
255,Verstand::N,ಮನಸ್ಸು,értelem
256,Sinn::N,ಅರ್ಥ,értelem
257,Grund::N,ಕಾರಣ,ok
258,Grund::N,ಕಾರಣ,alap
259,Wahrheit::N,ಸತ್ಯ,igaz
260,Wahrheit::N,ಸತ್ಯ,igazság
261,Gespräch::N,ಸಂಭಾಷಣೆ,beszélgetés
262,Märchen::N,ಸುಳ್ಳು ಕಥೆ,mese
263,Erzählung::N,ಕಥೆ,elbeszélés
264,Nachricht::N,ಸಂದೇಶ,hír
265,Nachricht::N,ಸಂದೇಶ,híradás
266,Neuigkeit::N,ಸುದ್ದಿ,újság
267,Name::N,ಹೆಸರು,név
268,Rätsel::N,ಒಗಟು,rejtvény
269,Rede::N,ಮಾತು,beszéd
270,Rede::N,ಮಾತು,szónoklat
271,Sprache::N,ಭಾಷೆ,nyelv
272,Stimme::N,ಧ್ವನಿ,hang
273,Wort::N,ಮಾತು,szó
274,Zeichen::N,ಗುರುತು,jel
275,Ruf::N,ಕೂಗು,kiáltás
276,Lärm::N,ಸದ್ದು,zaj
277,Laut::N,ಶಬ್ದ,hang
278,Ton::N,ನಾದ,hang
279,Lied::N,ಗಾನ,dal
280,Lied::N,ಗಾನ,ének
281,Ruhe::N,ಶಾಂತಿ,csend
282,Ruhe::N,ಶಾಂತಿ,nyugalom
283,Leute::N,ಮಂದಿ,emberek
284,Volk::N,ಜನಾಂಗ,nép
285,Arbeit::N,ಕೆಲಸ,dolog
286,Gast::N,ಅತಿಥಿ,vendég
287,Geschenk::N,ಕಾಣಿಕೆ,ajándék
288,Spiel::N,ಆಟ,játék
289,Gesellschaft::N,ಸಂಗ,társaság
290,Hilfe::N,ಸಹಾಯ,segítség
291,Freund::N,ಸ್ನೇಹಿತ,barát
292,Kamerad::N,ಜೊತೆಗಾರ,társ
293,Angelegenheit::N,ವಿಚಾರ,ügy
294,Anzahl::N,ಎಣಿಕೆ,szám
295,Art::N,ತರ,faj
296,Art::N,ತರ,fajta
297,Stück::N,ತುಂಡು,darab
298,Teil::N,ಭಾಗ,rész
299,Hälfte::N,ಅರ್ಧ,fél
300,Kreis::N,ವೃತ್ತ,kör
301,Kreuz::N,ಶಿಲುಬೆ,kereszt
302,Linie::N,ರೀಖೆ,vonal
303,Strich::N,ಗೀಟು,vonás
304,Abstand::N,ಅಂತರ,köz
305,Entfernung::N,ದೂರ,távolság
306,Gegend::N,ವಿಸ್ತೀರ್ಣ,táj
307,Gegend::N,ವಿಸ್ತೀರ್ಣ,vidék
308,Platz::N,ಅಂತರ,hely
309,Ort::N,ಸ್ಥಳ,hely
310,Seite::N,ಪಕ್ಷ,fél
311,Seite::N,ಪಕ್ಷ,oldal
312,Mitte::N,ನಡು,közép
313,Gegenstand::N,ವಸ್ತು,tárgy
314,Sache::N,ವಸ್ತು,dolog
315,Rand::N,ಅಂಚು,szél
316,Rand::N,ಅಂಚು,perem
317,Rand::N,ಅಂಚು,szegély
318,Kante::N,ಅಂಚು,él
319,Ecke::N,ಮೂಲೆ,sarok
320,Ecke::N,ಮೂಲೆ,szöglet
321,Spitze::N,ತುದಿ,csúcs
322,Ende::N,ಕೊನೆ,vég
323,Loch::N,ತೂತು,lyuk
324,Winkel::N,ಕೋನ,szög
325,Muster::N,ನಮೂನೆ,minta
326,Größe::N,ಪ್ರಮಾಣ,nagyság
327,Länge::N,ಉದ್ದ,hossz
328,Länge::N,ಉದ್ದ,hosszúság
329,Höhe::N,ಎತ್ತರ,magasság
330,Gewicht::N,ತೂಕ,súly
331,Menge::N,ಮೊತ್ತ,sokaság
332,Menge::N,ಮೊತ್ತ,mennyiség
333,Haufen::N,ರಾಶಿ,halom
334,Reihe::N,ಸಾಲು,sor
335,Boot::N,ದೋಣಿ,csónak
336,Ruder::N,ಹುಟ್ಟು,evező
337,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,szánkó
338,Ski::N,ಜಾರುಪಟ್ಟಿ,sí
339,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,tábortűz
340,Last::N,ಹೊರೆ,teher
341,Gang::N,ತಿರುಗಾಟ,járás
342,Schritt::N,ಹೆಜ್ಜೆ,lépés
343,Norden::N,ಉತ್ತರ,észak
344,Süden::N,ದಕ್ಷಿಣ,dél
345,Westen::N,ಪಶ್ಚಿಮ,nyugat
346,Osten::N,ಮೂಡಲು,kelet
347,Holz::N,ಚೌಬೀನೆ,fa
348,Brett::N,ಹಲಗೆ,deszka
349,Platte::N,ಹಲಗೆ,lap
350,Platte::N,ಹಲಗೆ,lemez
351,Stütze::N,ಆಸರೆ,támasz
352,Stütze::N,ಆಸರೆ,támaszték
353,Stange::N,ಕಂಬ,rúd
354,Stange::N,ಕಂಬ,pózna
355,Stock::N,ಕೋಲು,pálca
356,Stab::N,ದೊಣ್ಣೆ,bot
357,Rohr::N,ನಳಿಕೆ,cső
358,Haus::N,ಮನೆ,ház
359,Heim::N,ಗೃಹ,otthon
360,Ofen::N,ಒಲೆ,kályha
361,Fußboden::N,ನೆಲ,padló
362,Tisch::N,ಮೇಜು,asztal
363,Stuhl::N,ಕುರ್ಚಿ,szék
364,Wiege::N,ತೊಟ್ಟಿಲು,bölcső
365,Bett::N,ಹಾಸಿಗೆ,ágy
366,Regal::N,ಬೀರು,polc
367,Regal::N,ಬೀರು,állvány
368,Kiste::N,ಪಟ್ಟಿಗೆ,láda
369,Fenster::N,ಕಿಟಕಿ,ablak
370,Tür::N,ಬಾಗಿಲು,ajtó
371,Tor::N,ಹೆಬ್ಬಾಗಿಲು,kapu
372,Zaun::N,ಬೇಲಿ,kerítés
373,Dach::N,ಮಾಳಿಗೆ,tető
374,Leiter::N,ಏಣಿ,létra
375,Besen::N,ಪೊರಕೆ,seprű
376,Spaten::N,ಗುದ್ದಲಿ,ásó
377,Schaufel::N,ಸನಿಕೆ,lapát
378,Gabel::N,ಕವಲು,villa
379,Löffel::N,ಚಮಚ,kanál
380,Messer::N,ಚಾಕು,kés
381,Nagel::N,ಆಣಿ,szeg
382,Netz::N,ಬಲೆ,háló
383,Haken::N,ಕೊಂಡಿ,kampó
384,Griff::N,ಹಿಡಿ,nyél
385,Griff::N,ಹಿಡಿ,fogantyú
386,Schloss::N,ವೀಗ,zár
387,Bild::N,ಚಿತ್ರ,kép
388,Figur::N,ಆಕಾರ,alak
389,Puppe::N,ಗೊಂಬೆ,bábu
390,Beutel::N,ಸಂಚಿ,zacskó
391,Bündel::N,ಕಟ್ಟು,köteg
392,Tasche::N,ಚೀಲ,táska
393,Eimer::N,ಬಾನೆ,vödör
394,Deckel::N,ಮುಚ್ಚಳ,fedő
395,Deckel::N,ಮುಚ್ಚಳ,fedél
396,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,edény
397,Sack::N,ಮೂಟೆ,zsák
398,Tasse::N,ಬಟ್ಟಲು,csésze
399,Topf::N,ಮಡಕೆ,fazék
400,Kessel::N,ಕೆಟಲ್,üst
401,Kessel::N,ಕೆಟಲ್,bogrács
402,Essen::N,ಊಟ,evés
403,Essen::N,ಊಟ,étkezés
404,Nahrung::N,ಆಹಾರ,ennivaló
405,Speise::N,ಊಟ,étel
406,Fleisch::N,ಮಾಂಸ,hús
407,Getreide::N,ಧಾನ್ಯ,gabona
408,Brei::N,ಗಂಜಿ,pép
409,Brei::N,ಗಂಜಿ,kása
410,Brot::N,ರೊಟ್ಟಿ,kenyér
411,Scheibe::N,ಹೋಳು,szelet
412,Fett::N,ಕೊಬ್ಬು,háj
413,Fett::N,ಕೊಬ್ಬು,zsír
414,Butter::N,ಬೆಣ್ಣೆ,vaj
415,Öl::N,ಎಣ್ಣೆ,olaj
416,Salz::N,ಉಪ್ಪು,só
417,Suppe::N,ಎಸರು,leves
418,Honig::N,ಮಧು,méz
419,Milch::N,ಹಾಲು,tej
420,Tee::N,ಚಹ,tea
421,Leder::N,ಚಕ್ಕಳ,bőr
422,Wolle::N,ಉಣ್ಣೆ,gyapjú
423,Stoff::N,ಬಟ್ಟೆ,szövet
424,Nadel::N,ಸೂಜಿ,tű
425,Faden::N,ದಾರ,fonál
426,Knopf::N,ಗುಂಡು,gomb
427,Knoten::N,ಗಂಟು,csomó
428,Farbe::N,ಬಣ್ಣ,szín
429,Farbe::N,ಬಣ್ಣ,festék
430,Kleidung::N,ಅರಿವೆ,ruha
431,Kleidung::N,ಅರಿವೆ,ruházat
432,Hemd::N,ಅಂಗಿ,ing
433,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,gallér
434,Ärmel::N,ತೋಳು,ujj
435,Hose::N,ಇಜಾರ,gatya
436,Hose::N,ಇಜಾರ,nadrág
437,Gürtel::N,ಬೆಲ್ಟು,öv
438,Mütze::N,ಟೋಪಿ,sapka
439,Schuh::N,ಪಾದರಕ್ಷೆ,cipő
440,Stiefel::N,ಬೂಟು,csizma
441,Ring::N,ಉಂಗುರ,gyűrű
442,Band::N,ರಿಬ್ಬನ್,szalag
443,Kamm::N,ಹಣಿಗೆ,fésű
444,Spiegel::N,ಕನ್ನಡಿ,tükör
445,Riemen::N,ಬಾರು,szíj
446,Schnur::N,ಹುರಿ,zsinór
447,Leine::N,ಹಗ್ಗ,póráz
448,Decke::N,ಕಂಬಳಿ,takaró
449,Kissen::N,ದಿಂಬು,párna
450,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,kendő
451,Handtuch::N,ಚೌಕ,törülköző
452,Kraft::N,ಬಲ,erő
453,Stärke::N,ಶಕ್ತಿ,erő
454,Stärke::N,ಶಕ್ತಿ,erősség
455,Gesundheit::N,ಆರೋಗ್ಯ,egészség
456,Krankheit::N,ರೋಗ,kór
457,Krankheit::N,ರೋಗ,betegség
458,Schmerz::N,ನೋವು,fájdalom
459,Wunde::N,ಗಾಯ,seb
460,Fieber::N,ಜ್ವರ,láz
461,Arznei::N,ಔಷಧ,orvosság
462,Arznei::N,ಔಷಧ,gyógyszer
463,Brücke::N,ಸೇತುವೆ,híd
464,Brunnen::N,ಬಾವಿ,kút
465,Weide::N,ಗೋಮಾಳ,legelő
466,Pfad::N,ದಾರಿ,ösvény
467,Weg::N,ಹಾದಿ,út
468,Straße::N,ರಸ್ತೆ,út
469,Dorf::N,ಹಳ್ಳಿ,falu
470,Stadt::N,ಪಟ್ಟಣ,város
471,Brief::N,ಕಾಗದ,levél
472,Buch::N,ಪುಸ್ತಕ,könyv
473,Buchstabe::N,ಅಕ್ಷರ,betű
474,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,újság
475,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,hírlap
476,Leben::N,ಜೀವನ,élet
477,Tod::N,ಮರಣ,halál
478,Grab::N,ಗೋರಿ,sír
479,Kirche::N,ಚರ್ಚು,templom
480,Sünde::N,ಪಾಪ,bűn
481,Sünde::N,ಪಾಪ,vétek
482,Gott::N,ದೇವರು,isten
483,Arbeiter::N,ಕೆಲಸಗಾರ,munkás
484,Chef::N,ದಣಿ,főnök
485,Meister::N,ಶಿಕ್ಷಕ,mester
486,Arzt::N,ವೈದ್ಯ,orvos
487,Lehrer::N,ಉಪಾಧ್ಯಾಯ,tanár
488,Lehrer::N,ಉಪಾಧ್ಯಾಯ,tanító
489,Geld::N,ಹಣ,pénz
490,Geschäft::N,ವಾಣಿಜ್ಯ,üzlet
491,Laden::N,ಅಂಗಡಿ,bolt
492,Preis::N,ಬೆಲೆ,ár
493,Ware::N,ಸರಕು,áru
494,Nutzen::N,ಲಾಭ,haszon
495,Reichtum::N,ಸಂಪತ್ತು,gazdagság
496,Welt::N,ಭೂಲೋಕ,világ
497,Land::N,ದೇಶ,ország
498,Staat::N,ರಾಜ್ಯ,állam
499,König::N,ರಾಜ,király
500,Macht::N,ಅಧಿಕಾರ,hatalom
501,Grenze::N,ಗಡಿ,határ
502,Krieg::N,ಯುದ್ಧ,háború
503,Feind::N,ಶತ್ರು,ellenség
504,Gewalt::N,ಹಿಂಸೆ,erőszak
505,Kampf::N,ಹೋರಾಟ,harc
506,Bogen[Waffe]::N,ಬಿಲ್ಲು,íj
507,Pfeil::N,ಅಂಬು,nyíl
508,Gewehr::N,ಬಂದೂಕು,puska
509,Gewehr::N,ಬಂದೂಕು,fegyver
510,Fehler::N,ತಪ್ಪು,hiba
511,Lüge::N,ಸುಳ್ಳು,hazugság
512,Schaden::N,ಹಾನಿ,kár
513,Unglück::N,ಅಪಾಯ,csapás
514,Unglück::N,ಅಪಾಯ,balszerencse
515,Schuld::N,ದೋಷ,bűn
516,Alter::N,ಮುಪ್ಪು,kor
517,Schluss::N,ಮುಕ್ತಾಯ,vég
518,Schluss::N,ಮುಕ್ತಾಯ,befejezés
519,Zeit::N,ಕಾಲ,idő
520,Tag::N,ದಿನ,nap
521,Morgen::N,ಮುಂಜಾನೆ,reggel
522,Mittag::N,ನಡುಹಗಲು,dél
523,Abend::N,ಸಂಜೆ,este
524,Nacht::N,ರಾತ್ರಿ,éj
525,Nacht::N,ರಾತ್ರಿ,éjszaka
526,Woche::N,ವಾರ,hét
527,Monat::N,ತಿಂಗಳು,hó
528,Monat::N,ತಿಂಗಳು,hónap
529,Jahr::N,ಸಂವತ್ಸರ,év
530,Frühling::N,ವಸಂತ,tavasz
531,Sommer::N,ಬಿಸಿಲುಕಾಲ,nyár
532,Herbst::N,ಶರತ್ಕಾಲ,ősz
533,Winter::N,ಚಳಿಗಾಲ,tél
534,Januar::N,ನಾಲ್ಚಳಿ,január
535,Februar::N,ಅಯ್ಚಳಿ,február
536,März::N,ಮೊಬ್ಬೇಸಿಗೆ,március
537,April::N,ಇಬ್ಬೇಸಿಗೆ,április
538,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,május
539,Juni::N,ಮೊಮ್ಮಳೆ,június
540,Juli::N,ಇಮ್ಮಳೆ,július
541,August::N,ಮುಮ್ಮಳೆ,augusztus
542,September::N,ನಾಲ್ಮಳೆ,szeptember
543,Oktober::N,ಮೊಚ್ಚಳಿ,október
544,November::N,ಇಚ್ಚಳಿ,november
545,Dezember::N,ಮುಚ್ಚಳಿ,december
546,Montag::N,ಸೋಮುವಾರ,hétfő
547,Dienstag::N,ಮಂಗಳವಾರ,kedd
548,Mittwoch::N,ಬುಧವಾರ,szerda
549,Donnerstag::N,ಗುರುವಾರ,csütörtök
550,Freitag::N,ಶುಕ್ರವಾರ,péntek
551,Samstag::N,ಶನಿವಾರ,szombat
552,Sonntag::N,ಭಾನುವಾರ,vasárnap
553,groß::A,ದೊಡ್ಡ,nagy
554,klein::A,ಪುಟ್ಟ,pici
555,klein::A,ಪುಟ್ಟ,kicsi
556,lang::A,ದೀರ್ಘ,hosszú
557,kurz::A,ಚಕ್ಕ,rövid
558,breit::A,ಅಗಲವಾದ,széles
559,schmal::A,ಇಕ್ಕಟ್ಟಾದ,keskeny
560,dicht::A,ದಟ್ಟ,sűrű
561,dick[Gegenstand]::A,ದಟ್ಟ,vastag
562,dünn::A,ತೆಳು,vékony
563,fein::A,ಕೋಮಲ,vékony
564,fest::A,ಘನ,szilárd
565,flach::A,ಚಪ್ಪಟೆ,sík
566,flach::A,ಚಪ್ಪಟೆ,lapos
567,glatt::A,ನಯ,sima
568,hart::A,ಗಟ್ಟಿ,kemény
569,weich::A,ಮೃದುವಾದ,puha
570,rund::A,ವರ್ತುಳ,kerek
571,spitz::A,ಮೊನಚಾದ,hegyes
572,scharf::A,ತೀಕ್ಷ್ಣ,éles
573,stumpf::A,ಮೊಂಡು,tompa
574,stumpf::A,ಮೊಂಡು,életlen
575,schwer::A,ಭಾರಿ,nehéz
