,Concept_ID,kn,ab
56,Traum::N,ಕನಸು,аҧхыӡ
57,Himmel::N,ಬಾನು,ажəҩан
58,Sonne::N,ಸೂರ್ಯ,амра
59,Mond::N,ಚಂದ್ರ,амза
60,Stern::N,ಚುಕ್ಕಿ,аеҵəа
61,Luft::N,ವಾಯು,аҳаир
62,Wind::N,ಗಾಳಿ,аҧша
63,Welle::N,ಅಲೆ,ацəқəырҧа
64,Wasser::N,ನೀರು,аӡы
65,Stein::N,ಕಲ್ಲು,ахаҳə
66,Boden::N,ನೆಲ,адгьыл
67,Erde::N,ಭೂಮಿ,адгьыл
68,Staub::N,ದೂಳು,асаба
69,Rauch::N,ಹೊಗೆ,алҩа
70,Funke::N,ಕಿಡಿ,акəиц
71,Funke::N,ಕಿಡಿ,ацҧхь
72,Feuer::N,ಬೆಂಕಿ,амца
73,Licht::N,ಬೆಳಕು,алашара
74,Schatten::N,ನೆರಳು,ашəшьыра
75,Wetter::N,ಹವ,амш
76,Nebel::N,ಮಂಜು,анаҟəа
77,Wolke::N,ಮೋಡ,аҧсҭҳəа
78,Regen::N,ಮಳೆ,ақəа
79,Schnee::N,ಹಿಮ,асы
80,Eis::N,ಮಂಜುಗಡ್ಡೆ,аҵаа
81,Frost::N,ಮಂಜು,аҵаа
82,Kälte::N,ಹಿಮ,ахьҭа
83,Hitze::N,ಉಷ್ಣ,ашоура
84,Raureif::N,ಇಬ್ಬನಿ,аҵааҧшқа
85,Regenbogen::N,ಇಂದ್ರಚಾಪ,ацəаҟəа
86,Donner::N,ಗುಡುಗು,адыд
87,Strömung::N,ಪ್ರವಾಹ,аиасра
88,Strömung::N,ಪ್ರವಾಹ,амҩасра
89,Tropfen::N,ತೊಟ್ಟು,ацəыкəбар
90,Schaum::N,ನೊರೆ,ашəах
91,Schmutz::N,ಕಸ,алымт
92,See::N,ಸರೋವರ,аӡиа
93,Sumpf::N,ಜೌಗುಸ್ಥಳ,аӡмах
94,Moor::N,ಬಂಜರು ಭೂಮಿ,
95,Wiese::N,ಹುಲ್ಲುಗಾವಲು,адəы
96,Wald::N,ಕಾಡು,абна
97,Hügel::N,ಗುಡ್ಡೆ,ахəы
98,Anhöhe::N,ದಿಬ್ಬ,аҳаракыра
99,Berg::N,ಮಲೆ,ашьха
100,Berg::N,ಪರ್ವತ,ашьха
101,Gipfel::N,ಶೃಂಗ,ацəқəа
102,Höhle::N,ಗುಹೆ,аҳаҧы
103,Abhang::N,ಇಳಿಜಾರು,анаара
104,Quelle::N,ಮೂಲ,аҵҵырҭа
105,Bach::N,ತೊರೆ,акəараҷҷа
106,Fluss::N,ನದಿ,аӡиас
107,Ufer::N,ತೀರ,ахықə
108,Küste::N,ದಂಡೆ,ахықə
109,Festland::N,ಭೂಮಿ,абарра
110,Meer::N,ಕಡಲು,амшын
111,Bucht::N,ಖಾರಿ,аӡбжьахала
112,Insel::N,ದ್ವೀಪ,адгьылбжьаха
113,Blume::N,ಸುಮ,ашəҭ
114,Gras::N,ಹುಲ್ಲು,аҳасакьын
115,Wurzel::N,ಬೇರು,адац
116,Baum::N,ಮರ,аҵла
117,Stamm::N,ಕಾಂಡ,ашьапы
118,Rinde::N,ತೂಗಟಿ,ацəа
119,Ast::N,ಶಾಖೆ,амахə
120,Ast::N,ಶಾಖೆ,амахəҭа
121,Zweig::N,ರೆಂಬೆ,амахə
122,Zweig::N,ರೆಂಬೆ,амахəҭа
123,Blatt::N,ಎಲೆ,абҕьы
124,Birke::N,ಬರ್ಚ್ ಮರ,аҵааҵла
125,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,амза
126,Weide[Baum]::N,ವಿಲೋಮರ,аҧслыш
127,Tanne::N,ಭದ್ರದಾರು,аҧсаӡ
128,Horn::N,ಕೊಂಬು,атəыҩа
129,Feder::N,ಪುಕ್ಕ,ахӡы
130,Fell::N,ರೋಮ,ацəа
131,Flügel::N,ರೆಕ್ಕೆ,амҵəыжəа
132,Klaue::N,ಪಂಜ,ашьапхыц
133,Kralle::N,ಉಗುರು,
134,Schwanz::N,ಬಾಲ,аҵыхəа
135,Ei::N,ಮೊಟ್ಟೆ,акəтаӷь
136,Nest::N,ಗೂಡು,аҭра
137,Nest::N,ಗೂಡು,аҵысҭра
138,Bau::N,ಅಡಗುದಾಣ,аҭыҩра
139,Tier::N,ಪ್ರಾಣಿ,аҧстəы
140,Tier::N,ಪ್ರಾಣಿ,агыгшəыг
141,Herde::N,ಗುಂಪು,агəарҭа
142,Kuh::N,ಹಸು,ажə
143,Bulle::N,ಗೂಳಿ,ацə
144,Pferd::N,ಕುದುರೆ,аҽы
145,Schaf::N,ಕುರಿ,ауаса
146,Schwein::N,ಹಂದಿ,аҳəа
147,Hund::N,ನಾಯಿ,ала
148,Katze::N,ಬೆಕ್ಕು,ацгəы
149,Bär::N,ಕರಡಿ,амшə
150,Eichhörnchen::N,ಉಡುತೆ,аеш
151,Elch::N,ಕಡವೆ,аҽаҩа
152,Fuchs::N,ನರಿ,абгахəыҷы
153,Hase::N,ಮೊಲ,ажьа
154,Maus::N,ಇಲಿ,аҳəынаҧ
155,Wolf::N,ತೋಳ,абгаду
156,Vogel::N,ಪಕ್ಷಿ,аҧсаатə
157,Schwarm::N,ಗುಂಪು,
158,Huhn::N,ಚಿಕ್,акəты
159,Hahn::N,ಹುಂಜ,арбаҕь
160,Gans::N,ವರಟೆ,аҟыз
161,Adler::N,ಗರುಡ,ауарба
162,Ente::N,ಬಾತು,акəата
163,Eule::N,ಗೂಬೆ,аты
164,Kranich::N,ಕೊಕ್ಕರ,апҟа
165,Krähe::N,ಕಾಗೆ,аҟəараан
166,Kuckuck::N,ಕೋಗಿಲೆ,акəыкəу
167,Schwan::N,ಹಂಸಪಕ್ಷಿ,агьад
168,Fisch::N,ಮೀನು,аҧсыӡ
169,Barsch::N,ಪರ್ಚ್ ಮೀನು,ацəыбла
170,Hecht::N,ಪೈಕ್ ಮೀನು,ахиаала
171,Schlange[Tier]::N,ಹಾವು,амаҭ
172,Wurm::N,ಹುಳು,ахəа
173,Wurm::N,ಹುಳು,ахəац
174,Spinne::N,ಊರ್ಣನಾಭ,абызкаҭаҳа
175,Ameise::N,ಇರುವೆ,ашышкамс
176,Laus::N,ಹೇನು,аҵа
177,Mücke::N,ಸೊಳ್ಳೆ,акəыбры
178,Fliege::N,ನೊಣ,амҵ
179,Schmetterling::N,ಪತಂಗ,аҧарҧалыкь
180,Beere::N,ನಯವಣ್ಣು,аргуц
181,Apfel::N,ಸೇಬು,аҵəа
182,Pilz::N,ಅಣಬೆ,акəкəбаа
183,Zwiebel::N,ನೀರುಳ್ಳಿ,аџьымшьы
184,Zwiebel::N,ನೀರುಳ್ಳಿ,аџьымшьхы
185,Saat::N,ಬಿತ್ತ,ажəла
186,Korn::N,ಬೀಜ,арыц
187,Heu::N,ಕರಡ,аҭəа
188,Schale::N,ಹೊಟ್ಟು,ацəа
189,Grube::N,ಗುಂಡಿ,ажра
190,Grube::N,ಗುಂಡಿ,атыша
191,Falle::N,ಬೋನು,арыҧҟьа
192,Schlinge::N,ಉರುಲು,аҟəараҟəантə
193,Spur::N,ಜಾಡು,ашьҭа
194,Asche::N,ಬೂದಿ,ахəа
195,Dreck::N,ಹೊಲಸು,аҳəынҵəа
196,Dreck::N,ಹೊಲಸು,аҟьамсар
197,Eisen::N,ಕಬ್ಬಿಣ,аиха
198,Gold::N,ಚಿನ್ನ,ахьы
199,Silber::N,ಬೆಳ್ಳಿ,аразны
200,Kohle::N,ಕಲ್ಲಿದ್ದಲು,арацəа
201,Glas::N,ಗಾಜು,асаркьа
202,Lehm::N,ಜೇಡಿಮಣ್ಣು,анышəаҧшь
203,Sand::N,ಮರಳು,аҧслымӡ
204,Mensch::N,ಪುರುಷ,ауаҩы
205,Mann::N,ಆಳು,ахаҵа
206,Frau::N,ಹೆಣ್ಣು,аҧҳəыс
207,Kind::N,ಮಗು,ахəыҷы
208,Junge::N,ಹುಡುಗ,аҷкəын
209,Junge::N,ಹುಡುಗ,ахаҵарҧыс
210,Mädchen::N,ಹುಡುಗಿ,аӡӷаб
211,Familie::N,ಕುಟುಂಬ,аҭаацəа
212,Großvater::N,ಅಜ್ಜ,абду
213,Großmutter::N,ಅಮ್ಮ,анду
214,Eltern::N,ಹೆತ್ತವರು,ани аби
215,Vater::N,ತಂದೆ,аб
216,Mutter::N,ಅಮ್ಮ,ан
217,Sohn::N,ಮಗ ,аҧа
218,Tochter::N,ಮಗಳು,аҧҳа
219,Bruder::N,ತಮ್ಮ,аиашьа
220,Schwester::N,ತಂಗಿ,Аҳəшьа
221,Onkel::N,ಸೋದರಮಾವ,абиашьа
222,Onkel::N,ಸೋದರಮಾವ,аншьа
223,Onkel::N,ದೊಡ್ಡಪ್ಪ,абиашьа
224,Onkel::N,ದೊಡ್ಡಪ್ಪ,аншьа
225,Tante::N,ಚಿಕ್ಕಮ್ಮ,абиаҳəшьа
226,Ehemann::N,ಗಂಡ,ахаҵа
227,Ehemann::N,ಗಂಡ,аҧшəма
228,Ehefrau::N,ಹೆಂಡತಿ,аҧҳəыс
229,Freude::N,ನಲಿವು,агəырӷьара
230,Gelächter::N,ನಗೆ,ачча
231,Gelächter::N,ನಗೆ,аччара
232,Glück::N,ಆನಂದ,аразҟы
233,Kummer::N,ದುಃಖ,агəырҩа
234,Wunsch::N,ಬಯಕೆ,агəхəтəы
235,Wunsch::N,ಬಯಕೆ,аҭахра
236,Lust::N,ಇಷ್ಟ,агəазыҳəара
237,Geist::N,ಆತ್ಮ,аҧсы
238,Gedanke::N,ಯೋಚನೆ,ахəыцырҭа
239,Gedächtnis::N,ಸ್ಮರಣೆ,агəынкылара
240,Verstand::N,ಮನಸ್ಸು,ахшыҩ
241,Sinn::N,ಅರ್ಥ,аҵакы
242,Grund::N,ಕಾರಣ,амзыз
243,Wahrheit::N,ಸತ್ಯ,аиаша
244,Gespräch::N,ಸಂಭಾಷಣೆ,аиҿцәажәара
245,Märchen::N,ಸುಳ್ಳು ಕಥೆ,алакə
246,Erzählung::N,ಕಥೆ,ажәабжь
247,Nachricht::N,ಸಂದೇಶ,адырраҭара
248,Neuigkeit::N,ಸುದ್ದಿ,ажәабжь ҿыц
249,Name::N,ಹೆಸರು,ахьӡ
250,Rätsel::N,ಒಗಟು,ацуфара
251,Rede::N,ಮಾತು,ажәа
252,Sprache::N,ಭಾಷೆ,абызшəа
253,Stimme::N,ಧ್ವನಿ,абжьы
254,Wort::N,ಮಾತು,ажәа
255,Zeichen::N,ಗುರುತು,адырга
256,Ruf::N,ಕೂಗು,аҿҭы
257,Lärm::N,ಸದ್ದು,ашьҭыбжь
258,Laut::N,ಶಬ್ದ,ашьҭыбжь
259,Ton::N,ನಾದ,атон
260,Lied::N,ಗಾನ,ашəа
261,Ruhe::N,ಶಾಂತಿ,аҭынчра
262,Leute::N,ಮಂದಿ,ауаа
263,Volk::N,ಜನಾಂಗ,ажəлар
264,Arbeit::N,ಕೆಲಸ,аусура
265,Gast::N,ಅತಿಥಿ,асас
266,Geschenk::N,ಕಾಣಿಕೆ,аҳамҭа
267,Geschenk::N,ಕಾಣಿಕೆ,аҿанҵа
268,Spiel::N,ಆಟ,ахəмарра
269,Gesellschaft::N,ಸಂಗ,агəыҧ
270,Hilfe::N,ಸಹಾಯ,ацхыраара
271,Freund::N,ಸ್ನೇಹಿತ,аҩыза
272,Kamerad::N,ಜೊತೆಗಾರ,Аҧхнагьла
273,Angelegenheit::N,ವಿಚಾರ,аус
274,Anzahl::N,ಎಣಿಕೆ,ахыҧхьаӡара
275,Art::N,ತರ,ахкы
276,Stück::N,ತುಂಡು,аҽыҭ
277,Teil::N,ಭಾಗ,ахəҭа
278,Hälfte::N,ಅರ್ಧ,абжа
279,Kreis::N,ವೃತ್ತ,агьагьа
280,Kreuz::N,ಶಿಲುಬೆ,аџьар
281,Linie::N,ರೀಖೆ,аицтәар
282,Strich::N,ಗೀಟು,ацəаҳəа
283,Abstand::N,ಅಂತರ,абжьара
284,Entfernung::N,ದೂರ,абжьара
285,Gegend::N,ವಿಸ್ತೀರ್ಣ,аҭыҧ
286,Platz::N,ಅಂತರ,аҭыҧ
287,Ort::N,ಸ್ಥಳ,аҭыҧ
288,Seite::N,ಪಕ್ಷ,аган
289,Mitte::N,ನಡು,агəҭа
290,Gegenstand::N,ವಸ್ತು,амаҭəар
291,Sache::N,ವಸ್ತು,
292,Rand::N,ಅಂಚು,аҵкар
293,Kante::N,ಅಂಚು,авардым
294,Ecke::N,ಮೂಲೆ,акəакь
295,Spitze::N,ತುದಿ,аҧынҵа
296,Ende::N,ಕೊನೆ,анаӡара
297,Loch::N,ತೂತು,акылҵəара
298,Winkel::N,ಕೋನ,агҿаҩра
299,Winkel::N,ಕೋನ,акəындхə
300,Winkel::N,ಕೋನ,акəакь
301,Muster::N,ನಮೂನೆ,аҟҟа
302,Größe::N,ಪ್ರಮಾಣ,изаҟароу
303,Länge::N,ಉದ್ದ,аура
304,Höhe::N,ಎತ್ತರ,агылара
305,Gewicht::N,ತೂಕ,акапан
306,Menge::N,ಮೊತ್ತ,
307,Haufen::N,ರಾಶಿ,ачаҟəа
308,Reihe::N,ಸಾಲು,ацəаҳəа
309,Boot::N,ದೋಣಿ,анышь
310,Ruder::N,ಹುಟ್ಟು,ажəҩа
311,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,ашəаҩауардын
312,Ski::N,ಜಾರುಪಟ್ಟಿ,ашəаҩа
313,Ski::N,ಜಾರುಪಟ್ಟಿ,ашьахаха
314,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,еиқуу амца
315,Last::N,ಹೊರೆ,ахьанҭара
316,Gang::N,ತಿರುಗಾಟ,аныҟəара
317,Schritt::N,ಹೆಜ್ಜೆ,ашьаҿа
318,Norden::N,ಉತ್ತರ,аҩада
319,Süden::N,ದಕ್ಷಿಣ,алада
320,Westen::N,ಪಶ್ಚಿಮ,амраҭашəара
321,Osten::N,ಮೂಡಲು,амрагылара
322,Holz::N,ಚೌಬೀನೆ,амҿымаҭəахə
323,Brett::N,ಹಲಗೆ,аӷəы
324,Platte::N,ಹಲಗೆ,ахаҳәцәы
325,Stütze::N,ಆಸರೆ,аҵаргəа
326,Stütze::N,ಆಸರೆ,агəышьаҟа
327,Stange::N,ಕಂಬ,акьат
328,Stock::N,ಕೋಲು,алаба
329,Stab::N,ದೊಣ್ಣೆ,акьат
330,Rohr::N,ನಳಿಕೆ,абыкь
331,Haus::N,ಮನೆ,аҩны
332,Heim::N,ಗೃಹ,аҭаацəа
333,Ofen::N,ಒಲೆ,аҳақə
334,Ofen::N,ಒಲೆ,ауаџьаҟ
335,Ofen::N,ಒಲೆ,афрына
336,Fußboden::N,ನೆಲ,адашьма
337,Tisch::N,ಮೇಜು,аишәа
338,Stuhl::N,ಕುರ್ಚಿ,аҟəардə
339,Wiege::N,ತೊಟ್ಟಿಲು,агара
340,Bett::N,ಹಾಸಿಗೆ,акаруаҭ
341,Regal::N,ಬೀರು,акыӷəра
342,Kiste::N,ಪಟ್ಟಿಗೆ,аидчаҧала
343,Fenster::N,ಕಿಟಕಿ,аҧенџьыр
344,Tür::N,ಬಾಗಿಲು,ашə
345,Tor::N,ಹೆಬ್ಬಾಗಿಲು,агəашə
346,Zaun::N,ಬೇಲಿ,аанда
347,Dach::N,ಮಾಳಿಗೆ,ахыб
348,Leiter::N,ಏಣಿ,амардуан
349,Besen::N,ಪೊರಕೆ,аҧссага
350,Spaten::N,ಗುದ್ದಲಿ,ажыга
351,Schaufel::N,ಸನಿಕೆ,аҭəарӷəы
352,Gabel::N,ಕವಲು,ачқьыҧ
353,Löffel::N,ಚಮಚ,амҳаҵə
354,Messer::N,ಚಾಕು,аҳəызба
355,Nagel::N,ಆಣಿ,аҵəымӷ
356,Netz::N,ಬಲೆ,акаҭа
357,Haken::N,ಕೊಂಡಿ,аҵəаҳə
358,Griff::N,ಹಿಡಿ,амаа
359,Schloss::N,ವೀಗ,асаҧаҭ
360,Bild::N,ಚಿತ್ರ,асахьа
361,Figur::N,ಆಕಾರ,афигура
362,Puppe::N,ಗೊಂಬೆ,акьанџьа
363,Beutel::N,ಸಂಚಿ,асакь
364,Bündel::N,ಕಟ್ಟು,аҿаҳəара
365,Tasche::N,ಚೀಲ,арҭмаҟ
366,Eimer::N,ಬಾನೆ,аведра
367,Deckel::N,ಮುಚ್ಚಳ,ахҩа
368,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,ачысмаҭəа
369,Sack::N,ಮೂಟೆ,асакь
370,Tasse::N,ಬಟ್ಟಲು,аҵəца
371,Topf::N,ಮಡಕೆ,акаструлиа
372,Kessel::N,ಕೆಟಲ್,ачуан
373,Essen::N,ಊಟ,
374,Nahrung::N,ಆಹಾರ,афатə
375,Speise::N,ಊಟ,афатə
376,Fleisch::N,ಮಾಂಸ,акəац
377,Getreide::N,ಧಾನ್ಯ,ачакуа
378,Brei::N,ಗಂಜಿ,ақашь
379,Brot::N,ರೊಟ್ಟಿ,ача
380,Scheibe::N,ಹೋಳು,аҽыҭ
381,Scheibe::N,ಹೋಳು,аҿаҵа
382,Fett::N,ಕೊಬ್ಬು,ашша
383,Butter::N,ಬೆಣ್ಣೆ,ахəша
384,Öl::N,ಎಣ್ಣೆ,азеҭ
385,Salz::N,ಉಪ್ಪು,аџьыка
386,Suppe::N,ಎಸರು,асуҧ
387,Honig::N,ಮಧು,ацха
388,Milch::N,ಹಾಲು,ахш
389,Tee::N,ಚಹ,ачаи
390,Leder::N,ಚಕ್ಕಳ,ацəа
391,Wolle::N,ಉಣ್ಣೆ,аласа
392,Stoff::N,ಬಟ್ಟೆ,Аба
393,Nadel::N,ಸೂಜಿ,агəыр
394,Faden::N,ದಾರ,арахəыц
395,Knopf::N,ಗುಂಡು,аҳəынҵəра
396,Knoten::N,ಗಂಟು,аиқəҳəала
397,Farbe::N,ಬಣ್ಣ,ашəыга
398,Kleidung::N,ಅರಿವೆ,амаҭəа
399,Hemd::N,ಅಂಗಿ,акьаҿ
400,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ахəда
401,Ärmel::N,ತೋಳು,амаӷра
402,Hose::N,ಇಜಾರ,аиқəа
403,Gürtel::N,ಬೆಲ್ಟು,амаҟа
404,Mütze::N,ಟೋಪಿ,ахылҧа
405,Schuh::N,ಪಾದರಕ್ಷೆ,аимаа
406,Stiefel::N,ಬೂಟು,амагə
407,Ring::N,ಉಂಗುರ,амацəаз
408,Band::N,ರಿಬ್ಬನ್,алента
409,Kamm::N,ಹಣಿಗೆ,ахҳəа
410,Spiegel::N,ಕನ್ನಡಿ,асаркьа
411,Riemen::N,ಬಾರು,аа
412,Schnur::N,ಹುರಿ,ашаха
413,Leine::N,ಹಗ್ಗ,аҕура
414,Decke::N,ಕಂಬಳಿ,ахыза
415,Kissen::N,ದಿಂಬು,ахчы
416,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,акасы
417,Handtuch::N,ಚೌಕ,ампахьшьы
418,Kraft::N,ಬಲ,амч
419,Stärke::N,ಶಕ್ತಿ,амч
420,Gesundheit::N,ಆರೋಗ್ಯ,агəабзиара
421,Krankheit::N,ರೋಗ,ачымазара
422,Schmerz::N,ನೋವು,ахьаа
423,Wunde::N,ಗಾಯ,ахəра
424,Fieber::N,ಜ್ವರ,ашоура
425,Arznei::N,ಔಷಧ,ахəшə
426,Brücke::N,ಸೇತುವೆ,ацҳа
427,Brunnen::N,ಬಾವಿ,аҵыџь
428,Weide::N,ಗೋಮಾಳ,аҳəырҭа
429,Pfad::N,ದಾರಿ,амхəасҭа
430,Weg::N,ಹಾದಿ,амҩа
431,Straße::N,ರಸ್ತೆ,амҩа
432,Dorf::N,ಹಳ್ಳಿ,ақыҭа
433,Stadt::N,ಪಟ್ಟಣ,ақалақь
434,Brief::N,ಕಾಗದ,ашəҟəы
435,Buch::N,ಪುಸ್ತಕ,ашəҟəы
436,Buchstabe::N,ಅಕ್ಷರ,анбан
437,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,агазеҭ
438,Leben::N,ಜೀವನ,аҧсҭазаара
439,Tod::N,ಮರಣ,аҧсра
440,Grab::N,ಗೋರಿ,анышəынҭра
441,Kirche::N,ಚರ್ಚು,ауахəама
442,Sünde::N,ಪಾಪ,агəнаҳа
443,Gott::N,ದೇವರು,анцəа
444,Arbeiter::N,ಕೆಲಸಗಾರ,аусуҩ
445,Chef::N,ದಣಿ,Аиҳабы
446,Meister::N,ಶಿಕ್ಷಕ,аҟаза
447,Arzt::N,ವೈದ್ಯ,аҳақьым
448,Lehrer::N,ಉಪಾಧ್ಯಾಯ,арҵаҩы
449,Geld::N,ಹಣ,аҧара
450,Geschäft::N,ವಾಣಿಜ್ಯ,
451,Laden::N,ಅಂಗಡಿ,амагазин
452,Preis::N,ಬೆಲೆ,ахə
453,Ware::N,ಸರಕು,атауар
454,Nutzen::N,ಲಾಭ,ақьар
455,Reichtum::N,ಸಂಪತ್ತು,абеиара
456,Welt::N,ಭೂಲೋಕ,адунеи
457,Land::N,ದೇಶ,атəыла
458,Staat::N,ರಾಜ್ಯ,аҳəынҭқарра
459,König::N,ರಾಜ,акрал
460,Macht::N,ಅಧಿಕಾರ,амчра
461,Grenze::N,ಗಡಿ,аҳəаа
462,Krieg::N,ಯುದ್ಧ,аибашьра
463,Feind::N,ಶತ್ರು,Аҕа
464,Gewalt::N,ಹಿಂಸೆ,ақəымчра
465,Kampf::N,ಹೋರಾಟ,ақəҧара
466,Bogen[Waffe]::N,ಬಿಲ್ಲು,ахыц
467,Pfeil::N,ಅಂಬು,ахəымпал
468,Gewehr::N,ಬಂದೂಕು,ашəақь
469,Fehler::N,ತಪ್ಪು,агха
470,Lüge::N,ಸುಳ್ಳು,амц
471,Schaden::N,ಹಾನಿ,аҧырхага
472,Unglück::N,ಅಪಾಯ,арыцҳара
473,Schuld::N,ದೋಷ,ахара
474,Alter::N,ಮುಪ್ಪು,ақəра
475,Schluss::N,ಮುಕ್ತಾಯ,анҵəамҭа
476,Zeit::N,ಕಾಲ,аамта
477,Tag::N,ದಿನ,амш
478,Morgen::N,ಮುಂಜಾನೆ,ашара
479,Morgen::N,ಮುಂಜಾನೆ,ашьыбжь
480,Mittag::N,ನಡುಹಗಲು,шьыбжьон
481,Abend::N,ಸಂಜೆ,ахəылҧаз
482,Abend::N,ಸಂಜೆ,ахəлбыҽха
483,Nacht::N,ರಾತ್ರಿ,аҵх
484,Woche::N,ವಾರ,амчыбжь
485,Monat::N,ತಿಂಗಳು,
486,Jahr::N,ಸಂವತ್ಸರ,
487,Frühling::N,ವಸಂತ,ааҕын
488,Sommer::N,ಬಿಸಿಲುಕಾಲ,аҧхын
489,Herbst::N,ಶರತ್ಕಾಲ,ҭагалан
490,Herbst::N,ಶರತ್ಕಾಲ,хкаарачан
491,Winter::N,ಚಳಿಗಾಲ,аӡын
492,Januar::N,ನಾಲ್ಚಳಿ,ианвар
493,Februar::N,ಅಯ್ಚಳಿ,февраль
494,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
495,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
496,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,маи
497,Juni::N,ಮೊಮ್ಮಳೆ,иуун
498,Juli::N,ಇಮ್ಮಳೆ,иууль
499,August::N,ಮುಮ್ಮಳೆ,август
500,September::N,ನಾಲ್ಮಳೆ,сентиабр
501,Oktober::N,ಮೊಚ್ಚಳಿ,октиабр
502,November::N,ಇಚ್ಚಳಿ,ноиабр
503,Dezember::N,ಮುಚ್ಚಳಿ,декабр
504,Montag::N,ಸೋಮುವಾರ,ашəахьа
505,Dienstag::N,ಮಂಗಳವಾರ,аҩаша
506,Mittwoch::N,ಬುಧವಾರ,ахаша
507,Donnerstag::N,ಗುರುವಾರ,аҧшьаша
508,Freitag::N,ಶುಕ್ರವಾರ,ахəаша
509,Samstag::N,ಶನಿವಾರ,асабша
510,Sonntag::N,ಭಾನುವಾರ,амҽыша
511,groß::A,ದೊಡ್ಡ,аду
512,klein::A,ಪುಟ್ಟ,амаҷ
513,lang::A,ದೀರ್ಘ,ахəхəа
514,kurz::A,ಚಕ್ಕ,акьаҿ
515,breit::A,ಅಗಲವಾದ,аиужь
516,breit::A,ಅಗಲವಾದ,аиҵых
517,schmal::A,ಇಕ್ಕಟ್ಟಾದ,аҭшəа
518,dicht::A,ದಟ್ಟ,аилач
519,dick[Gegenstand]::A,ದಟ್ಟ,ажəпа
520,dünn::A,ತೆಳು,
521,fein::A,ಕೋಮಲ,апа
522,fein::A,ಕೋಮಲ,аҵаӷа
523,fein::A,ಕೋಮಲ,аӡа
524,fest::A,ಘನ,аҟаца
