,Concept_ID,bg,ml
156,Tier::N,животно,മൃഗം
157,Herde::N,стадо,കൂട്ടം
158,Kuh::N,крава,പശു
159,Bulle::N,бик,കാള
160,Pferd::N,кон,കുതിര
161,Schaf::N,овца,ആട്
162,Schwein::N,свиня,പന്നി
163,Hund::N,куче,നായ്
164,Katze::N,котка,പൂച്ച
165,Bär::N,мечка,കരടി
166,Eichhörnchen::N,катерица,അണ്ണാൻ
167,Elch::N,лос,കടമാന്
168,Fuchs::N,лисица,കുറുക്കൻ
169,Hase::N,заек,മുയൽ
170,Maus::N,мишка,ചുണ്ടലി
171,Wolf::N,вълк,ചെന്നായ
172,Vogel::N,птица,പക്ഷി
173,Schwarm::N,рой,കൂട്ടം
174,Schwarm::N,рояк,കൂട്ടം
175,Huhn::N,кокошка,കോഴി
176,Hahn::N,петел,പൂവൻകോഴി
177,Gans::N,гъска,അരയന്നം
178,Adler::N,орел,കഴുകൻ
179,Ente::N,патица,താറാവ്
180,Eule::N,сова,മൂങ്ങ
181,Kranich::N,жерав,കൊക്ക്
182,Krähe::N,врана,കാക്ക
183,Kuckuck::N,кукувица,കുയിൽ
184,Schwan::N,лебед,അരയന്നം
185,Fisch::N,риба,മത്സ്യം
186,Barsch::N,костур,ഒരിനം മത്സ്യം
187,Hecht::N,щука,ഒരു മത്സ്യം
188,Schlange[Tier]::N,змия,പാമ്പ്
189,Wurm::N,червей,വിര
190,Spinne::N,паяк,ചിലന്തി
191,Ameise::N,мравка,ഉറുമ്പ്
192,Laus::N,въшка,പേന്
193,Mücke::N,комар,മശകം
194,Fliege::N,муха,ഈച്ച
195,Schmetterling::N,пеперуда,ചിത്രശലഭം
196,Beere::N,плод,ബെറി
197,Apfel::N,ябълка,ആപ്പിൾ
198,Pilz::N,гъба,കൂൺ
199,Zwiebel::N,лук,സവാള
200,Zwiebel::N,кромид,സവാള
201,Saat::N,семе,വിത്ത്
202,Korn::N,зърно,ധാന്യം
203,Heu::N,сено,വയ്ക്കോൽ
204,Schale::N,кора,തൊലി
205,Grube::N,яма,കുഴി
206,Grube::N,дупка,കുഴി
207,Falle::N,примка,കെണി
208,Schlinge::N,клуп,കുടുക്ക്
209,Spur::N,диря,ചുവട്
210,Spur::N,следа,ചുവട്
211,Asche::N,пепел,ചാരം
212,Dreck::N,кал,അഴുക്ക്
213,Eisen::N,желязо,ഇരുമ്പ്
214,Gold::N,злато,സ്വർണ്ണം
215,Silber::N,сребро,വെള്ളി
216,Kohle::N,въглища,കൽക്കരി
217,Glas::N,стъкло,ഗ്ലാസ്
218,Lehm::N,глина,കളിമണ്ണ്
219,Sand::N,пясък,മണൽ
220,Mensch::N,човек,മനുഷ്യർ
221,Mann::N,мъж,പുരുഷൻ
222,Frau::N,жена,സ്ത്രീ
223,Kind::N,дете,കുഞ്ഞ്
224,Junge::N,момче,ആൺകുട്ടി
225,Mädchen::N,момиче,പെൺകുട്ടി
226,Familie::N,фамилия,കുടുംബം
227,Familie::N,семейство,കുടുംബം
228,Großvater::N,дядо,അപ്പൂപ്പൻ
229,Großmutter::N,баба,അമ്മുമ്മ
230,Eltern::N,родители,മാതാപിതാക്കള്
231,Vater::N,баща,അച്ഛൻ
232,Mutter::N,майка,അമ്മ
233,Sohn::N,син,മകൻ
234,Tochter::N,дъщеря,മകൾ
235,Bruder::N,брат,ചേട്ടൻ
236,Bruder::N,брат,അനിയൻ
237,Schwester::N,сестра,ചേച്ചി
238,Schwester::N,сестра,അനിയത്തി
239,Onkel::N,чичо,അമ്മാവൻ
240,Onkel::N,вуйчо,അമ്മാവൻ
241,Tante::N,леля,മാമി
242,Ehemann::N,съпруг,ഭർത്താവ്
243,Ehefrau::N,съпруга,ഭാര്യ
244,Freude::N,радост,ആഹ്ലാദം
245,Gelächter::N,смях,ചിരിയുടെ ശബ്ദം
246,Glück::N,щастие,സന്തോഷം
247,Glück::N,щастие,സന്തുഷ്ടി
248,Kummer::N,тъга,ശോകം
249,Wunsch::N,желание,ആഗ്രഹം
250,Lust::N,желание,ആഗ്രഹം
251,Geist::N,дух,ചുറുചുറുക്ക്
252,Gedanke::N,мисъл,ചിന്ത
253,Gedächtnis::N,памет,ഓർമ്മശക്തി
254,Verstand::N,ум,മനസ്സ്
255,Verstand::N,разум,മനസ്സ്
256,Sinn::N,смисъл,അർത്ഥം
257,Grund::N,причина,കാരണം
258,Wahrheit::N,правда,സത്യം
259,Gespräch::N,разговор,സല്ലാപം
260,Märchen::N,приказка,യക്ഷിക്കഥ
261,Erzählung::N,разказ,കഥ
262,Nachricht::N,вест,സന്ദേശം
263,Nachricht::N,известие,സന്ദേശം
264,Neuigkeit::N,новина,വാർത്ത
265,Name::N,име,പേര്
266,Rätsel::N,гатанка,പ്രഹേളിക
267,Rede::N,реч,സംസാരം
268,Rede::N,слово,സംസാരം
269,Sprache::N,език,ഭാഷ
270,Stimme::N,глас,സ്വരം
271,Wort::N,дума,വാക്ക്
272,Zeichen::N,знак,സംജ്ഞ
273,Ruf::N,зов,വിളി
274,Lärm::N,шум,ആരവം
275,Lärm::N,глъчка,ആരവം
276,Laut::N,звук,ശബ്ദം
277,Ton::N,тон,സ്വരഭേദം
278,Lied::N,песен,പാട്ട്
279,Ruhe::N,тишина,നിശ്ചലത
280,Ruhe::N,спокойствие,നിശ്ചലത
281,Leute::N,хора,ജനങ്ങൾ
282,Volk::N,народ,രാഷ്ടം
283,Arbeit::N,труд,ജോലി
284,Arbeit::N,работа,ജോലി
285,Gast::N,гост,അതിലി
286,Geschenk::N,дар,സമ്മാനം
287,Geschenk::N,подарък,സമ്മാനം
288,Spiel::N,игра,കളി
289,Gesellschaft::N,общество,കൂട്ടായ്മ
290,Hilfe::N,помощ,സഹായം
291,Freund::N,приятел,സുഹൃത്ത്
292,Kamerad::N,другар,കൂട്ടാളി
293,Angelegenheit::N,работа,കാര്യം
294,Anzahl::N,брой,എണ്ണം
295,Anzahl::N,количество,എണ്ണം
296,Art::N,вид,തരം
297,Stück::N,къс,കഷണം
298,Stück::N,парче,കഷണം
299,Teil::N,дял,ഭാഗം
300,Teil::N,част,ഭാഗം
301,Hälfte::N,половина,പകുതി
302,Kreis::N,кръг,വൃത്തം
303,Kreuz::N,кръст,കുരിശടയാളം
304,Linie::N,черта,വര
305,Linie::N,черта,രേഖ
306,Strich::N,щрих,പക്ഷാഘാതം
307,Strich::N,черта,പക്ഷാഘാതം
308,Abstand::N,дистанция,വിടവ്
309,Abstand::N,разстояние,വിടവ്
310,Entfernung::N,разстояние,അകലം
311,Gegend::N,местност,പ്രദേശം
312,Platz::N,място,ഇടം
313,Ort::N,място,സ്ഥലം
314,Seite::N,страна,വശം
315,Mitte::N,среда,മധ്യസ്ഥാനം
316,Gegenstand::N,предмет,സാധനം
317,Sache::N,вещ,വസ്തു
318,Rand::N,ръб,തൊങ്ങൽ
319,Kante::N,ръб,അറ്റം
320,Kante::N,кант,അറ്റം
321,Ecke::N,ъгъл,മൂല
322,Spitze::N,връх,അഗ്രം
323,Spitze::N,острие,അഗ്രം
324,Ende::N,край,അവസാനം
325,Loch::N,дупка,ദ്വാരം
326,Winkel::N,кът,കോൺ
327,Winkel::N,ъгъл,കോൺ
328,Muster::N,десен,ക്രമം
329,Muster::N,образец,ക്രമം
330,Größe::N,големина,വലുപ്പം
331,Länge::N,дължина,നീളം
332,Höhe::N,висота,ഉയരം
333,Höhe::N,височина,ഉയരം
334,Gewicht::N,тегло,കട്ടി
335,Gewicht::N,тежест,കട്ടി
336,Menge::N,количество,അളവ്
337,Haufen::N,куп,കൂമ്പാരം
338,Haufen::N,грамада,കൂമ്പാരം
339,Reihe::N,ред,വരി
340,Reihe::N,редица,വരി
341,Boot::N,лодка,ബോട്ട്
342,Ruder::N,весло,പങ്കായം
343,Ruder::N,гребло,പങ്കായം
344,Schlitten::N,шейна,ഉരുളില്ലാവണ്ടി
345,Ski::N,ски,ഹിമപാദുകം
346,Lagerfeuer::N,огнище,തീ
347,Last::N,товар,ഭാരം
348,Gang::N,ход,നടത്തം
349,Gang::N,вървеж,നടത്തം
350,Schritt::N,стъпка,ചുവട്
351,Norden::N,север,വടക്ക്
352,Süden::N,юг,തെക്ക്
353,Westen::N,запад,പടിഞ്ഞാറ്
354,Osten::N,изток,കിഴക്ക്
355,Holz::N,дърво,തടി
356,Brett::N,дъска,ബോർഡ്
357,Stange::N,прът,കമ്പ്
358,Stange::N,върлина,കമ്പ്
359,Stock::N,прът,വടി
360,Stock::N,тояга,വടി
361,Stab::N,прът,കുറുവടി
362,Rohr::N,цев,കുഴൽ
363,Rohr::N,тръба,കുഴൽ
364,Haus::N,къща,വീട്
365,Heim::N,дом,വീട്
366,Ofen::N,печка,സ്റ്റൌ
367,Fußboden::N,под,തറ
368,Tisch::N,маса,മേശ
369,Stuhl::N,стол,കസേര
370,Wiege::N,люлка,തൊട്ടിൽ
371,Bett::N,легло,കിടക്ക
372,Bett::N,креват,കിടക്ക
373,Regal::N,рафт,ഷെൽഫ്
374,Regal::N,етажерка,ഷെൽഫ്
375,Kiste::N,кутия,പെട്ടി
376,Kiste::N,сандък,പെട്ടി
377,Fenster::N,прозорец,ജനൽ
378,Tür::N,врата,വാതിൽ
379,Tor::N,врата,കവാടം
380,Zaun::N,ограда,വേലി
381,Dach::N,покрив,മേൽക്കുര
382,Leiter::N,стълба,ഏണി
383,Besen::N,метла,ചൂല്
384,Spaten::N,лопата,തൂമ്പ
385,Schaufel::N,лопата,തൂമ്പ
386,Gabel::N,вилица,മുൾക്കത്തി
387,Löffel::N,лъжица,സ്പൂൺ
388,Messer::N,нож,കത്തി
389,Nagel::N,гвоздей,ആണി
390,Netz::N,мрежа,വല
391,Haken::N,кука,കൊളുത്ത്
392,Haken::N,закачалка,കൊളുത്ത്
393,Griff::N,ръчка,കൈപ്പിടി
394,Griff::N,дръжка,കൈപ്പിടി
395,Schloss::N,брава,പൂട്ട്
396,Schloss::N,ключалка,പൂട്ട്
397,Bild::N,картина,ചിത്രം
398,Figur::N,фигура,കണക്ക്
399,Puppe::N,кукла,പാവ
400,Beutel::N,кесия,ബാഗ്
401,Bündel::N,връзка,കെട്ട്
402,Tasche::N,чанта,ബാഗ്
403,Eimer::N,кофа,ബക്കറ്റ്
404,Deckel::N,капак,ഉറ
405,Deckel::N,похлупак,ഉറ
406,Geschirr::N,съдове,പിഞ്ഞാണം
407,Sack::N,чувал,ചാക്ക്
408,Tasse::N,чаша,കപ്പ്
409,Topf::N,гърне,പാത്രം
410,Topf::N,тенджера,പാത്രം
411,Kessel::N,котел,കെറ്റ്ല്
412,Essen::N,ядене,ആഹാരസമയം
413,Nahrung::N,храна,ഭക്ഷണം
414,Speise::N,ястие,ഡിഷ്
415,Fleisch::N,месо,മാംസം
416,Getreide::N,зърнено храни,ചോളം
417,Brei::N,каша,കഞ്ഞി
418,Brot::N,хляб,റോട്ടി
419,Scheibe::N,резен,തുണ്ട്
420,Fett::N,мазнина,കൊഴുപ്പ്
421,Butter::N,масло,വെണ്ണ
422,Öl::N,олио,എണ്ണ
423,Öl::N,оливия,എണ്ണ
424,Salz::N,сол,ഉപ്പ്
425,Suppe::N,супа,സൂപ്പ്
426,Honig::N,мед,തേൻ
427,Milch::N,мляко,പാൽ
428,Tee::N,чай,ചായ
429,Leder::N,кожа,തുകൽ
430,Wolle::N,вълна,കമ്പിളി
431,Stoff::N,плат,തുണി
432,Stoff::N,материал,തുണി
433,Nadel::N,игла,സൂചി
434,Faden::N,конец,നൂല്
435,Knopf::N,копче,ബട്ടൺ
436,Knoten::N,възел,കുരുക്ക്
437,Farbe::N,боя,പെയിൻറ്
438,Kleidung::N,дрехи,വസ്ത്രങ്ങൾ
439,Kleidung::N,облекло,വസ്ത്രങ്ങൾ
440,Hemd::N,риза,ഷർട്ട്
441,Kragen::N,яка,കുപ്പായക്കഴുത്ത്
442,Ärmel::N,ръкав,കുപ്പായക്കൈ
443,Hose::N,панталони,ട്രൌസർ
444,Gürtel::N,пояс,ബെൽറ്റ്
445,Gürtel::N,колан,ബെൽറ്റ്
446,Mütze::N,каскет,തൊപ്പി
447,Mütze::N,фуражка,തൊപ്പി
448,Schuh::N,обувка,ഷൂ
449,Stiefel::N,ботуш,ബൂട്ട്
450,Ring::N,пръстен,മോതിരം
451,Band::N,лента,റിബൺ
452,Band::N,връзка,റിബൺ
453,Kamm::N,гребен,ചീപ്പ്
454,Spiegel::N,огледало,കണ്ണാടി
455,Riemen::N,каиш,സ്ട്രാപ്പ്
456,Riemen::N,ремък,സ്ട്രാപ്പ്
457,Schnur::N,връв,ചരട്
458,Leine::N,връв,കെട്ടാനുള്ള തോൽവാർ
459,Leine::N,въже,കെട്ടാനുള്ള തോൽവാർ
460,Decke::N,покривка,പുതപ്പ്
461,Kissen::N,възглавница,തലയിണ
462,Tuch::N,сукно,സ്കാർഫ്
463,Handtuch::N,пешкир,തോർത്ത്
464,Handtuch::N,кърпа за лице,തോർത്ത്
465,Kraft::N,мощ,ശക്തി
466,Kraft::N,сила,ശക്തി
467,Stärke::N,сила,ശക്തി
468,Gesundheit::N,здраве,ആരോഗ്യം
469,Krankheit::N,болест,അസുഖം
470,Schmerz::N,болка,വേദന
471,Wunde::N,рана,മുറിവ്
472,Fieber::N,треска,പനി
473,Fieber::N,температура,പനി
474,Arznei::N,лек,മരുന്ന്
475,Arznei::N,лекарство,മരുന്ന്
476,Brücke::N,мост,പാലം
477,Brunnen::N,чешма,കിണർ
478,Brunnen::N,кладенец,കിണർ
479,Weide::N,паша,മേച്ചൽ
480,Weide::N,пасище,മേച്ചൽ
481,Pfad::N,пътека,വഴി
482,Weg::N,път,വഴി
483,Straße::N,шосе,റോഡ്
484,Dorf::N,село,ഗ്രാമം
485,Stadt::N,град,നഗരം
486,Brief::N,писмо,കത്ത്
487,Buch::N,книга,പുസ്തകം
488,Buchstabe::N,буква,അക്ഷരം
489,Zeitung::N,вестник,വർത്തമാനപത്രം
490,Leben::N,живот,ജീവൻ
491,Tod::N,смърт,മരണം
492,Grab::N,гроб,ശവക്കുഴി
493,Kirche::N,църква,പള്ളി
494,Sünde::N,грях,പാപം
495,Gott::N,бог,ദൈവം
496,Arbeiter::N,работник,ജോലിക്കാരൻ
497,Chef::N,шеф,മേധാവി
498,Chef::N,началник,മേധാവി
499,Meister::N,майстор,യജമാനൻ
500,Arzt::N,лекар,ഡോക്ടർ
501,Lehrer::N,учител,അധ്യാപകൻ
502,Geld::N,пари,പണം
503,Geschäft::N,сделка,ബിസിനസ്
504,Laden::N,дюкян,കട
505,Laden::N,магазин,കട
506,Preis::N,цена,വില
507,Ware::N,стока,ചരക്ക്
508,Nutzen::N,полза,ലാഭം
509,Nutzen::N,облага,ലാഭം
510,Reichtum::N,богатство,ധനം
511,Welt::N,свят,ലോകം
512,Land::N,страна,രാജ്യം
513,Staat::N,щат,രാജ്യം
514,Staat::N,държава,രാജ്യം
515,König::N,крал,രാജാവ്
516,Macht::N,мощ,അധികാരം
517,Macht::N,власт,അധികാരം
518,Grenze::N,граница,അതിർത്തി
519,Krieg::N,война,യുദ്ധം
520,Feind::N,враг,ശത്രു
521,Feind::N,неприятел,ശത്രു
522,Gewalt::N,сила,അക്രമം
523,Gewalt::N,насилие,അക്രമം
524,Kampf::N,борба,പോരാട്ടം
525,Kampf::N,сражение,പോരാട്ടം
526,Bogen[Waffe]::N,лък,വില്ല്
527,Pfeil::N,стрела,അമ്പ്
528,Gewehr::N,пушка,തോക്ക്
529,Fehler::N,грешка,പിശക്
530,Lüge::N,лъжа,കള്ളം
531,Schaden::N,повреда,കേടുപാട്
532,Unglück::N,нещастие,ദൌർഭാഗ്യം
533,Schuld::N,вина,തെറ്റ്
534,Alter::N,възраст,വയസ്സ്
535,Schluss::N,край,നിഗമനം
536,Zeit::N,време,സമയം
537,Tag::N,ден,ദിവസം
538,Morgen::N,утро,പ്രഭാതം
539,Morgen::N,сутрин,പ്രഭാതം
540,Mittag::N,обед,ഉച്ച
541,Mittag::N,пладне,ഉച്ച
542,Abend::N,вечер,സായാഹ്നം
543,Nacht::N,нощ,രാത്രി
544,Woche::N,седмица,ആഴ്ച
545,Monat::N,месец,മാസം
546,Jahr::N,година,വർഷം
547,Frühling::N,пролет,വസന്തം
548,Sommer::N,лято,വേനൽ
549,Herbst::N,есен,ശരത്കാലം
550,Winter::N,зима,ശൈത്യം
551,Januar::N,януари,ജനുവരി
552,Februar::N,февруари,ഫെബ്രുവരി
553,März::N,март,മാർച്ച്
554,April::N,април,ഏപ്രിൾ മാസം
555,Mai::N,май,മെയ് മാസം
556,Juni::N,юни,ജൂൺ
557,Juli::N,юли,ജൂലൈ
558,August::N,август,ആഗസ്റ്റ്
559,September::N,септември,സെപ്തംബർ
560,Oktober::N,октомври,ഒക്ടോബർ
561,November::N,ноември,നവംബർ
562,Dezember::N,декември,ഡിസംബർ
563,Montag::N,понеделник,തിങ്കളാഴ്ച
564,Dienstag::N,вторник,ചൊവ്വ
565,Mittwoch::N,сряда,ബുധനാഴ്ച
566,Donnerstag::N,четвъртък,വ്യാഴാഴ്ച
567,Freitag::N,петък,വെള്ളിയാഴ്ച
568,Samstag::N,събота,ശനിയാഴ്ച
569,Sonntag::N,неделя,ഞായറാഴ്ച
570,groß::A,едър,വലിയ
571,groß::A,голям,വലിയ
572,klein::A,малък,ചെറിയ
573,klein::A,дребен,ചെറിയ
574,lang::A,дълъг,നീണ്ട
575,kurz::A,къс,ഹ്രസ്വമായ
576,breit::A,широк,വിശാലമായ
577,schmal::A,тесен,ഇടുങ്ങിയ
578,dicht::A,гъст,നിബിഡമായ
579,dick[Gegenstand]::A,дебел,തടിച്ച
580,dünn::A,тънък,മെലിഞ്ഞ
581,fein::A,фин,നേർത്ത
582,fein::A,тънък,നേർത്ത
583,fest::A,твърд,ഉറപ്പുള്ള
584,fest::A,плътен,ഉറപ്പുള്ള
585,flach::A,равен,പരന്ന
586,flach::A,плосък,പരന്ന
587,glatt::A,гладък,മിനുസമുള്ള
588,hart::A,твърд,കട്ടിയുള്ള
589,hart::A,корав,കട്ടിയുള്ള
590,weich::A,мек,മൃദുവായ
591,rund::A,кръгъл,വട്ടത്തിലുള്ള
592,spitz::A,островръх,മുനയുള്ള
593,scharf::A,остър,മൂർച്ചയുള്ള
594,stumpf::A,тъп,തുറന്നടിക്കുന്ന
595,schwer::A,тежък,ഭാരമുള്ള
596,schön::A,хубав,മനോഹരമായ
597,schön::A,красив,മനോഹരമായ
598,heiß::A,жарък,ചൂടുള്ള
599,warm::A,топъл,ചൂടുള്ള
600,kalt::A,студен,തണുത്ത
601,kühl::A,хладен,തണുപ്പുള്ള
602,frisch::A,свеж,ശുദ്ധമായ
603,feucht::A,влажен,ഈറനുള്ള
604,nass::A,мокър,നനഞ്ഞ
605,trocken::A,сух,വരണ്ട
606,voll::A,пълен,നിറയെ
607,leer::A,празен,ഒഴിഞ്ഞ
608,offen::A,откровен,തുറന്ന
609,geschlossen::A,закрит,അടച്ച
610,geschlossen::A,затворен,അടച്ച
611,sauber::A,чист,വൃത്തിയുള്ള
612,schmutzig::A,мръсен,അഴുക്കുനിറഞ്ഞ
613,roh::A,суров,അസംസ്കൃതമായ
614,reif::A,зрял,പഴുത്ത
615,lecker::A,вкусен,രുചികരമായ
616,süß::A,сладък,മധുരമുള്ള
617,bitter::A,горчив,കടുത്ത
618,sauer::A,кисел,പുളിപ്പുള്ള
619,hell::A,ясен,ജ്വലിക്കുന്ന
620,hell::A,светъл,ജ്വലിക്കുന്ന
621,dunkel::A,тъмен,ഇരുണ്ട
622,schwarz::A,черен,കറുത്ത
623,weiß::A,бял,വെളുത്ത
624,rot::A,червен,ചുവന്ന
625,gelb::A,жълт,മഞ്ഞനിറമായ
626,blau::A,син,നീലനിറമുള്ള
627,grün::A,зелен,പച്ചനിറമുള്ള
628,grau::A,сив,ചാരനിറത്തിലുള്ള
629,bunt::A,шарен,വർണ്ണശബളമായ
630,bunt::A,пъстър,വർണ്ണശബളമായ
631,billig::A,евтин,വിലകുറഞ്ഞ
632,teuer::A,скъп,ചെലവേറിയ
633,wertvoll::A,ценен,വിലപിടിപ്പുള്ള
634,blind::A,сляп,അന്ധനായ
635,taub::A,глух,കേൾവിക്കുറവുള്ള
636,kräftig::A,силен,ശക്തിയുള്ള
637,stark::A,здрав,ബലമുള്ള
638,stark::A,силен,ബലമുള്ള
639,schwach::A,слаб,ക്ഷീണിച്ച
640,fett::A,тлъст,കൊഴുപ്പുള്ള
641,schlank::A,тънък,മെലിഞ്ഞ
642,schlank::A,строен,മെലിഞ്ഞ
643,hübsch::A,хубав,മനോഹരമായ
644,böse::A,зъл,പാപിയായ
645,dumm::A,глупав,വിവരംകെട്ട
646,faul::A,ленив,അലസനായ
647,faul::A,мързелив,അലസനായ
648,fleißig::A,прилежен,അദ്ധ്വാനശീലമുള്ള
649,geizig::A,скъпернически,പിശുക്കനായ
650,klug::A,умен,ബുദ്ധിസാമർഥ്യമുള്ള
651,klug::A,разумен,ബുദ്ധിസാമർഥ്യമുള്ള
652,geschickt::A,умел,പ്രതിഭാശാലി
653,geschickt::A,сръчен,പ്രതിഭാശാലി
654,lieb::A,мил,പ്രിയപ്പെട്ട
655,lieb::A,драг,പ്രിയപ്പെട്ട
656,lustig::A,весел,ആനന്ദകരമായ
