,Concept_ID,kn,uz
446,Gewalt::N,ಹಿಂಸೆ,zo'rlik
447,Kampf::N,ಹೋರಾಟ,kurash
448,Bogen[Waffe]::N,ಬಿಲ್ಲು,yoy
449,Pfeil::N,ಅಂಬು,o'q
450,Gewehr::N,ಬಂದೂಕು,vintovka
451,Fehler::N,ತಪ್ಪು,xato
452,Lüge::N,ಸುಳ್ಳು,yolg'on
453,Schaden::N,ಹಾನಿ,ziyon
454,Unglück::N,ಅಪಾಯ,balo
455,Schuld::N,ದೋಷ,ayb
456,Alter::N,ಮುಪ್ಪು,yosh
457,Schluss::N,ಮುಕ್ತಾಯ,tamom
458,Zeit::N,ಕಾಲ,vaqt
459,Tag::N,ದಿನ,kun
460,Morgen::N,ಮುಂಜಾನೆ,saboh
461,Mittag::N,ನಡುಹಗಲು,kun tushlik
462,Abend::N,ಸಂಜೆ,oqshom
463,Nacht::N,ರಾತ್ರಿ,tun
464,Woche::N,ವಾರ,hafta
465,Monat::N,ತಿಂಗಳು,oy
466,Jahr::N,ಸಂವತ್ಸರ,yil
467,Frühling::N,ವಸಂತ,bahor
468,Sommer::N,ಬಿಸಿಲುಕಾಲ,yoz
469,Herbst::N,ಶರತ್ಕಾಲ,kuz
470,Herbst::N,ಶರತ್ಕಾಲ,xazon
471,Winter::N,ಚಳಿಗಾಲ,qish
472,Januar::N,ನಾಲ್ಚಳಿ,yanvar'
473,Februar::N,ಅಯ್ಚಳಿ,fevral'
474,März::N,ಮೊಬ್ಬೇಸಿಗೆ,mart
475,April::N,ಇಬ್ಬೇಸಿಗೆ,aprel'
476,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,may
477,Juni::N,ಮೊಮ್ಮಳೆ,iyun'
478,Juli::N,ಇಮ್ಮಳೆ,iyul'
479,August::N,ಮುಮ್ಮಳೆ,avgust
480,September::N,ನಾಲ್ಮಳೆ,sentyabr'
481,Oktober::N,ಮೊಚ್ಚಳಿ,oktyabr'
482,November::N,ಇಚ್ಚಳಿ,noyabr'
483,Dezember::N,ಮುಚ್ಚಳಿ,dekabr'
484,Montag::N,ಸೋಮುವಾರ,dushanba
485,Dienstag::N,ಮಂಗಳವಾರ,seshanba
486,Mittwoch::N,ಬುಧವಾರ,chorshanba
487,Donnerstag::N,ಗುರುವಾರ,payshanba
488,Freitag::N,ಶುಕ್ರವಾರ,juma
489,Samstag::N,ಶನಿವಾರ,shanba
490,Sonntag::N,ಭಾನುವಾರ,yakshanba
491,groß::A,ದೊಡ್ಡ,buyuk
492,klein::A,ಪುಟ್ಟ,kichik
493,lang::A,ದೀರ್ಘ,uzun
494,kurz::A,ಚಕ್ಕ,qisqa
495,breit::A,ಅಗಲವಾದ,keng
496,schmal::A,ಇಕ್ಕಟ್ಟಾದ,änsiz
497,dicht::A,ದಟ್ಟ,quyuq
498,dick[Gegenstand]::A,ದಟ್ಟ,qalin
499,dünn::A,ತೆಳು,ingichka
500,fein::A,ಕೋಮಲ,mayin
501,fest::A,ಘನ,qattiq
502,flach::A,ಚಪ್ಪಟೆ,yalpoq
503,glatt::A,ನಯ,tekis
504,hart::A,ಗಟ್ಟಿ,qattiq
505,weich::A,ಮೃದುವಾದ,yumshoq
506,rund::A,ವರ್ತುಳ,yumaloq
507,spitz::A,ಮೊನಚಾದ,uchli
508,scharf::A,ತೀಕ್ಷ್ಣ,keskir
509,stumpf::A,ಮೊಂಡು,to'mtoq
510,schwer::A,ಭಾರಿ,salmoqli
511,schön::A,ಸುಂದರ,go'zal
512,heiß::A,ಬಿಸಿ,qiziq
513,warm::A,ಬಿಸಿ,issiq
514,kalt::A,ತಣ್ಣನೆಯ,sovuq
515,kühl::A,ತಂಪಾದ,salqin
516,frisch::A,ನಿರ್ಮಲ,toza
517,feucht::A,ಒದ್ದೆಯಾದ,namli
518,nass::A,ಒದ್ದೆಯಾದ,nam
519,trocken::A,ಶುಷ್ಕ,quruq
520,voll::A,ತುಂಬಿದ,to'la
521,leer::A,ಖಾಲಿ,puch
522,offen::A,ಮುಚ್ಚಲ್ಲದ,ochiq
523,geschlossen::A,ಮುಚ್ಚಿದ,berk
524,sauber::A,ಶುದ್ಧ,ozoda
525,schmutzig::A,ಅಶುದ್ಧ,kir
526,roh::A,ಹಸಿ,xom
527,reif::A,ಹಣ್ಣಾದ,pishiq
528,lecker::A,ಗುಚಿಕರ,shirin
529,süß::A,ಸಿಹಿ,shirin
530,bitter::A,ಕಹಿ,achchiq
531,sauer::A,ಹುಳಿಯಾದ,achchiq
532,hell::A,ಹೊಳೆಯುವ,yorug'
533,dunkel::A,ಮಬ್ಬಾದ,qorong'i
534,schwarz::A,ಕಪ್ಪು,qora
535,weiß::A,ಬಿಳಿಯ,oq
536,rot::A,ಕೆಂಪು,qizil
537,gelb::A,ಹಳದಯ,sariq
538,blau::A,ನೀಲ,zangori
539,grün::A,ಕಾಯಾದ,yashil
540,grau::A,ಬೂದುಬಣ್ಣದ,bo'z
541,bunt::A,ವರ್ಣರಂಜಿತ,ola
542,billig::A,ಅಗ್ಗ,arzon
543,teuer::A,ದುಬಾರಿಯಾದ,qimmat
544,wertvoll::A,ಅಮೂಲ್ಯ,qimmat
545,blind::A,ಅಂಧ,ko'r
546,taub::A,ಕಿವುಡಾದ,garang
547,kräftig::A,ಪ್ರಬಲ,kuchli
548,stark::A,ಶಕ್ತಿವಂತ,quvvatli
549,schwach::A,ದುರ್ಬಲ,kuchsiz
550,fett::A,ಕೊಬ್ಬಿದ,semiz
551,schlank::A,ತೆಳ್ಳಗಿನ,ingichka
552,hübsch::A,ಅಂದವಾದ,ko'rkam
553,böse::A,ಕೆಟ್ಟ,yovuz
554,dumm::A,ಮಂದ,aqlsiz
555,faul::A,ಆಲಸ,ärinchak
556,fleißig::A,ಕಡಗುವ,ishchan
557,geizig::A,ಜುಗ್ಗ,qurumsoq
558,klug::A,ಚತುರ,oqil
559,geschickt::A,ದಕ್ಷ,äpchil
