,Concept_ID,kn,xal
47,Gehirn::N,ಮಿದುಳು,экн
48,Herz::N,ಹೃದಯ,зүркн
49,Magen::N,ಉದರ,гесн
50,Leber::N,ಯಕೃತ್ತು,элкн
51,Atem::N,ಉಸಿರು,әмсхл
52,Hunger::N,ಹಸಿವು,харһнлһн
53,Träne::N,ಕಣ್ಣೀರು,нульмсн
54,Geschmack::N,ರುಚಿ,амтн
55,Geruch::N,ವಾಸನೆ,үнр
56,Schlaf::N,ನಿದ್ರೆ,нөр
57,Traum::N,ಕನಸು,зүүдн
58,Himmel::N,ಬಾನು,теңгр
59,Sonne::N,ಸೂರ್ಯ,нарн
60,Mond::N,ಚಂದ್ರ,сар
61,Stern::N,ಚುಕ್ಕಿ,одн
62,Luft::N,ವಾಯು,аһар
63,Wind::N,ಗಾಳಿ,салькн
64,Welle::N,ಅಲೆ,дольган
65,Wasser::N,ನೀರು,усн
66,Stein::N,ಕಲ್ಲು,чолун
67,Boden::N,ನೆಲ,Һазр
68,Erde::N,ಭೂಮಿ,Һазр
69,Staub::N,ದೂಳು,тоосн
70,Rauch::N,ಹೊಗೆ,утан
71,Funke::N,ಕಿಡಿ,очн
72,Feuer::N,ಬೆಂಕಿ,һал
73,Licht::N,ಬೆಳಕು,герл
74,Schatten::N,ನೆರಳು,сүүдр
75,Wetter::N,ಹವ,теңгр
76,Nebel::N,ಮಂಜು,будн
77,Wolke::N,ಮೋಡ,үүлн
78,Regen::N,ಮಳೆ,хур
79,Schnee::N,ಹಿಮ,цасн
80,Eis::N,ಮಂಜುಗಡ್ಡೆ,мөсн
81,Frost::N,ಮಂಜು,киитн
82,Kälte::N,ಹಿಮ,киитн
83,Hitze::N,ಉಷ್ಣ,халун
84,Raureif::N,ಇಬ್ಬನಿ,цаң
85,Raureif::N,ಇಬ್ಬನಿ,кирү
86,Regenbogen::N,ಇಂದ್ರಚಾಪ,солңһ
87,Donner::N,ಗುಡುಗು,оһтрһун дун
88,Strömung::N,ಪ್ರವಾಹ,урсхл
89,Tropfen::N,ತೊಟ್ಟು,дусал
90,Schaum::N,ನೊರೆ,көөсн
91,Schmutz::N,ಕಸ,кир
92,See::N,ಸರೋವರ,нур
93,Sumpf::N,ಜೌಗುಸ್ಥಳ,унул
94,Moor::N,ಬಂಜರು ಭೂಮಿ,улм
95,Wiese::N,ಹುಲ್ಲುಗಾವಲು,хадлһн
96,Wald::N,ಕಾಡು,ө-модн
97,Hügel::N,ಗುಡ್ಡೆ,толһа
98,Anhöhe::N,ದಿಬ್ಬ,хамр
99,Berg::N,ಮಲೆ,уул
100,Berg::N,ಪರ್ವತ,уул
101,Gipfel::N,ಶೃಂಗ,ора
102,Höhle::N,ಗುಹೆ,хадин көндә
103,Abhang::N,ಇಳಿಜಾರು,ташу
104,Quelle::N,ಮೂಲ,булг
105,Bach::N,ತೊರೆ,һооҗур
106,Fluss::N,ನದಿ,һол
107,Ufer::N,ತೀರ,көвә
108,Küste::N,ದಂಡೆ,көвә
109,Küste::N,ದಂಡೆ,теңгсин көвә
110,Festland::N,ಭೂಮಿ,хүүрә һазр
111,Meer::N,ಕಡಲು,теңгс
112,Bucht::N,ಖಾರಿ,цекә
113,Bucht::N,ಖಾರಿ,теңгсин цекә
114,Insel::N,ದ್ವೀಪ,арл
115,Blume::N,ಸುಮ,цецг
116,Gras::N,ಹುಲ್ಲು,ноһан
117,Wurzel::N,ಬೇರು,уңг
118,Baum::N,ಮರ,модн
119,Stamm::N,ಕಾಂಡ,шилв
120,Stamm::N,ಕಾಂಡ,һол модн
121,Rinde::N,ತೂಗಟಿ,көрсн
122,Ast::N,ಶಾಖೆ,ац
123,Zweig::N,ರೆಂಬೆ,ац
124,Blatt::N,ಎಲೆ,хамтхасн
125,Birke::N,ಬರ್ಚ್ ಮರ,хусм модн
126,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,шар харһа
127,Weide[Baum]::N,ವಿಲೋಮರ,удн
128,Tanne::N,ಭದ್ರದಾರು,җөөлн цаһан модн
129,Horn::N,ಕೊಂಬು,өвр
130,Feder::N,ಪುಕ್ಕ,өрвлг
131,Fell::N,ರೋಮ,арсн
132,Flügel::N,ರೆಕ್ಕೆ,җивр
133,Klaue::N,ಪಂಜ,хумсн
134,Kralle::N,ಉಗುರು,тавг
135,Schwanz::N,ಬಾಲ,сүл
136,Ei::N,ಮೊಟ್ಟೆ,өндгн
137,Nest::N,ಗೂಡು,үр
138,Bau::N,ಅಡಗುದಾಣ,нүкн
139,Tier::N,ಪ್ರಾಣಿ,мал
140,Herde::N,ಗುಂಪು,сүрг мал
141,Kuh::N,ಹಸು,үкр
142,Bulle::N,ಗೂಳಿ,бух
143,Pferd::N,ಕುದುರೆ,мөрн
144,Schaf::N,ಕುರಿ,хөн
145,Schwein::N,ಹಂದಿ,һаха
146,Hund::N,ನಾಯಿ,ноха
147,Katze::N,ಬೆಕ್ಕು,мис
148,Bär::N,ಕರಡಿ,аю
149,Eichhörnchen::N,ಉಡುತೆ,кермн
150,Elch::N,ಕಡವೆ,хандһа
151,Fuchs::N,ನರಿ,арат
152,Hase::N,ಮೊಲ,туула
153,Maus::N,ಇಲಿ,хулһн
154,Wolf::N,ತೋಳ,чон
155,Vogel::N,ಪಕ್ಷಿ,шовун
156,Schwarm::N,ಗುಂಪು,зел
157,Huhn::N,ಚಿಕ್,така
158,Hahn::N,ಹುಂಜ,эр така
159,Gans::N,ವರಟೆ,һалун
160,Adler::N,ಗರುಡ,һәрд
161,Ente::N,ಬಾತು,нуһсн
162,Eule::N,ಗೂಬೆ,һурвлһ
163,Kranich::N,ಕೊಕ್ಕರ,тоһрун
164,Krähe::N,ಕಾಗೆ,шаазһа
165,Kuckuck::N,ಕೋಗಿಲೆ,эргин хуцдг
166,Schwan::N,ಹಂಸಪಕ್ಷಿ,хун
167,Fisch::N,ಮೀನು,заһсн
168,Barsch::N,ಪರ್ಚ್ ಮೀನು,шүрг
169,Hecht::N,ಪೈಕ್ ಮೀನು,цурх
170,Schlange[Tier]::N,ಹಾವು,моһа
171,Wurm::N,ಹುಳು,өтн
172,Spinne::N,ಊರ್ಣನಾಭ,аралҗн
173,Ameise::N,ಇರುವೆ,шорһлҗн
174,Laus::N,ಹೇನು,бөөсн
175,Mücke::N,ಸೊಳ್ಳೆ,бөкүн
176,Fliege::N,ನೊಣ,батхн
177,Schmetterling::N,ಪತಂಗ,эрвәкә
178,Beere::N,ನಯವಣ್ಣು,бөөлҗрһн
179,Apfel::N,ಸೇಬು,альмн
180,Pilz::N,ಅಣಬೆ,теңгрин ки
181,Zwiebel::N,ನೀರುಳ್ಳಿ,мәңгрснә толһа
182,Saat::N,ಬಿತ್ತ,буудян экн
183,Korn::N,ಬೀಜ,экн
184,Heu::N,ಕರಡ,өвсн
185,Schale::N,ಹೊಟ್ಟು,хальсн
186,Grube::N,ಗುಂಡಿ,нүкн
187,Falle::N,ಬೋನು,урх
188,Falle::N,ಬೋನು,хавх
189,Schlinge::N,ಉರುಲು,бүтү
190,Spur::N,ಜಾಡು,мөр
191,Asche::N,ಬೂದಿ,үмсн
192,Dreck::N,ಹೊಲಸು,бальчг
193,Eisen::N,ಕಬ್ಬಿಣ,төмр
194,Gold::N,ಚಿನ್ನ,алтн
195,Silber::N,ಬೆಳ್ಳಿ,мөңгн
196,Silber::N,ಬೆಳ್ಳಿ,цаһан мөңгн
197,Kohle::N,ಕಲ್ಲಿದ್ದಲು,нүүрсн
198,Glas::N,ಗಾಜು,шил
199,Lehm::N,ಜೇಡಿಮಣ್ಣು,шавр
200,Sand::N,ಮರಳು,элсн
201,Mensch::N,ಪುರುಷ,күн
202,Mensch::N,ಪುರುಷ,күмн
203,Mann::N,ಆಳು,эр
204,Frau::N,ಹೆಣ್ಣು,күүкд күн
205,Kind::N,ಮಗು,үрн
206,Junge::N,ಹುಡುಗ,көвүн
207,Mädchen::N,ಹುಡುಗಿ,бичкн күүкн
208,Familie::N,ಕುಟುಂಬ,бүл
209,Großvater::N,ಅಜ್ಜ,өвк эцк
210,Großvater::N,ಅಜ್ಜ,наһц эцк
211,Großmutter::N,ಅಮ್ಮ,эмг эк
212,Großmutter::N,ಅಮ್ಮ,наһц эк
213,Eltern::N,ಹೆತ್ತವರು,эк эцк хойр
214,Vater::N,ತಂದೆ,эцк
215,Mutter::N,ಅಮ್ಮ,эк
216,Sohn::N,ಮಗ ,көвүн
217,Tochter::N,ಮಗಳು,күүкн
218,Bruder::N,ತಮ್ಮ,дү көвүн
219,Schwester::N,ತಂಗಿ,эгч
220,Schwester::N,ತಂಗಿ,дү күүкн
221,Onkel::N,ಸೋದರಮಾವ,авһ
222,Onkel::N,ಸೋದರಮಾವ,наһцх
223,Onkel::N,ದೊಡ್ಡಪ್ಪ,авһ
224,Onkel::N,ದೊಡ್ಡಪ್ಪ,наһцх
225,Tante::N,ಚಿಕ್ಕಮ್ಮ,наһц эгч
226,Ehemann::N,ಗಂಡ,залу
227,Ehefrau::N,ಹೆಂಡತಿ,гергн
228,Freude::N,ನಲಿವು,байр
229,Gelächter::N,ನಗೆ,инәдн
230,Glück::N,ಆನಂದ,җирһл
231,Glück::N,ಆನಂದ,сәәхн җирһл
232,Kummer::N,ದುಃಖ,зовлң
233,Wunsch::N,ಬಯಕೆ,дурн
234,Lust::N,ಇಷ್ಟ,җилвтлһн
235,Geist::N,ಆತ್ಮ,зөрг
236,Gedanke::N,ಯೋಚನೆ,ухан
237,Gedächtnis::N,ಸ್ಮರಣೆ,чееҗин тодлвр
238,Verstand::N,ಮನಸ್ಸು,ухан
239,Sinn::N,ಅರ್ಥ,учр-утх
240,Grund::N,ಕಾರಣ,учр
241,Grund::N,ಕಾರಣ,шалтан
242,Wahrheit::N,ಸತ್ಯ,үнн
243,Gespräch::N,ಸಂಭಾಷಣೆ,күүндвүр
244,Märchen::N,ಸುಳ್ಳು ಕಥೆ,тууль
245,Erzählung::N,ಕಥೆ,келвр
246,Nachricht::N,ಸಂದೇಶ,медүллһн
247,Neuigkeit::N,ಸುದ್ದಿ,зәңг
248,Name::N,ಹೆಸರು,нерн
249,Rätsel::N,ಒಗಟು,тәәлвртә тууль
250,Rede::N,ಮಾತು,келлһн
251,Sprache::N,ಭಾಷೆ,келн
252,Stimme::N,ಧ್ವನಿ,дун
253,Wort::N,ಮಾತು,үг
254,Zeichen::N,ಗುರುತು,темдг
255,Ruf::N,ಕೂಗು,дуудлһн
256,Lärm::N,ಸದ್ದು,шууган
257,Laut::N,ಶಬ್ದ,ә
258,Ton::N,ನಾದ,дун
259,Lied::N,ಗಾನ,дун
260,Ruhe::N,ಶಾಂತಿ,амулң
261,Leute::N,ಮಂದಿ,әмтн
262,Volk::N,ಜನಾಂಗ,улс
263,Arbeit::N,ಕೆಲಸ,көдлмш
264,Gast::N,ಅತಿಥಿ,гиич
265,Geschenk::N,ಕಾಣಿಕೆ,белг
266,Spiel::N,ಆಟ,наадн
267,Gesellschaft::N,ಸಂಗ,олн
268,Hilfe::N,ಸಹಾಯ,нөкд
269,Freund::N,ಸ್ನೇಹಿತ,иньг
270,Kamerad::N,ಜೊತೆಗಾರ,үр
271,Angelegenheit::N,ವಿಚಾರ,керг
272,Anzahl::N,ಎಣಿಕೆ,то
273,Art::N,ತರ,зүүл
274,Stück::N,ತುಂಡು,хусг
275,Teil::N,ಭಾಗ,хүв
276,Hälfte::N,ಅರ್ಧ,өрәл
277,Kreis::N,ವೃತ್ತ,төгрг
278,Kreuz::N,ಶಿಲುಬೆ,кирс
279,Linie::N,ರೀಖೆ,зурасн
280,Strich::N,ಗೀಟು,татасн
281,Abstand::N,ಅಂತರ,зә
282,Entfernung::N,ದೂರ,һазр
283,Gegend::N,ವಿಸ್ತೀರ್ಣ,һазр
284,Platz::N,ಅಂತರ,зә
285,Ort::N,ಸ್ಥಳ,бәәрн
286,Seite::N,ಪಕ್ಷ,тал
287,Seite::N,ಪಕ್ಷ,хаҗу
288,Seite::N,ಪಕ್ಷ,хәврһ
289,Mitte::N,ನಡು,дунд
290,Gegenstand::N,ವಸ್ತು,юмн
291,Sache::N,ವಸ್ತು,юмн
292,Rand::N,ಅಂಚು,зах
293,Kante::N,ಅಂಚು,ирмәг
294,Ecke::N,ಮೂಲೆ,өнцг
295,Spitze::N,ತುದಿ,үзүр
296,Ende::N,ಕೊನೆ,үзүр
297,Loch::N,ತೂತು,хаһрха
298,Winkel::N,ಕೋನ,булң
299,Muster::N,ನಮೂನೆ,намч
300,Größe::N,ಪ್ರಮಾಣ,кемҗән
301,Länge::N,ಉದ್ದ,ут
302,Höhe::N,ಎತ್ತರ,өндр
303,Gewicht::N,ತೂಕ,күнд
304,Gewicht::N,ತೂಕ,чиңнүр
305,Menge::N,ಮೊತ್ತ,ик
306,Haufen::N,ರಾಶಿ,ова
307,Reihe::N,ಸಾಲು,зерг
308,Reihe::N,ಸಾಲು,зерглән
309,Boot::N,ದೋಣಿ,оңһц
310,Ruder::N,ಹುಟ್ಟು,хәәв
311,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,цан
312,Ski::N,ಜಾರುಪಟ್ಟಿ,лыҗ
313,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,костёр
314,Last::N,ಹೊರೆ,күнд
315,Gang::N,ತಿರುಗಾಟ,йовлһн
316,Schritt::N,ಹೆಜ್ಜೆ,ишкм
317,Norden::N,ಉತ್ತರ,ар үзг
318,Süden::N,ದಕ್ಷಿಣ,өмн
319,Süden::N,ದಕ್ಷಿಣ,өмн үзг
320,Westen::N,ಪಶ್ಚಿಮ,барун
321,Westen::N,ಪಶ್ಚಿಮ,барун үзг
322,Osten::N,ಮೂಡಲು,зүн
323,Osten::N,ಮೂಡಲು,зүн үзг
324,Holz::N,ಚೌಬೀನೆ,модн
325,Brett::N,ಹಲಗೆ,харһа
326,Platte::N,ಹಲಗೆ,хавтха чолун
327,Stütze::N,ಆಸರೆ,тулг
328,Stange::N,ಕಂಬ,уньн
329,Stock::N,ಕೋಲು,модн
330,Stab::N,ದೊಣ್ಣೆ,шуург
331,Rohr::N,ನಳಿಕೆ,турва
332,Haus::N,ಮನೆ,гер
333,Heim::N,ಗೃಹ,гер-бул
334,Ofen::N,ಒಲೆ,беш
335,Fußboden::N,ನೆಲ,девскр
336,Tisch::N,ಮೇಜು,ширә
337,Stuhl::N,ಕುರ್ಚಿ,стул
338,Wiege::N,ತೊಟ್ಟಿಲು,өлгә
339,Wiege::N,ತೊಟ್ಟಿಲು,дүүҗң
340,Bett::N,ಹಾಸಿಗೆ,орн
341,Bett::N,ಹಾಸಿಗೆ,орндг
342,Regal::N,ಬೀರು,таг
343,Regal::N,ಬೀರು,тәвц
344,Kiste::N,ಪಟ್ಟಿಗೆ,яршг
345,Fenster::N,ಕಿಟಕಿ,терз
346,Tür::N,ಬಾಗಿಲು,үүдн
347,Tor::N,ಹೆಬ್ಬಾಗಿಲು,үүдн
348,Tor::N,ಹೆಬ್ಬಾಗಿಲು,өргн үүдн
349,Tor::N,ಹೆಬ್ಬಾಗಿಲು,хашан үүдн
350,Zaun::N,ಬೇಲಿ,хаша
351,Dach::N,ಮಾಳಿಗೆ,деевр
352,Leiter::N,ಏಣಿ,шат
353,Leiter::N,ಏಣಿ,давшур
354,Besen::N,ಪೊರಕೆ,сәвүр
355,Spaten::N,ಗುದ್ದಲಿ,күрз
356,Schaufel::N,ಸನಿಕೆ,совг
357,Gabel::N,ಕವಲು,серә
358,Löffel::N,ಚಮಚ,ухр
359,Messer::N,ಚಾಕು,утх
360,Nagel::N,ಆಣಿ,хадасн
361,Netz::N,ಬಲೆ,гөлм
362,Haken::N,ಕೊಂಡಿ,дегә
363,Griff::N,ಹಿಡಿ,иш
364,Griff::N,ಹಿಡಿ,бәрүл
365,Schloss::N,ವೀಗ,оньс
366,Bild::N,ಚಿತ್ರ,зург
367,Figur::N,ಆಕಾರ,фигур
368,Puppe::N,ಗೊಂಬೆ,наадһа
369,Beutel::N,ಸಂಚಿ,мишг
370,Bündel::N,ಕಟ್ಟು,багла
371,Bündel::N,ಕಟ್ಟು,боодһа
372,Tasche::N,ಚೀಲ,сумк
373,Eimer::N,ಬಾನೆ,суулһ
374,Deckel::N,ಮುಚ್ಚಳ,бүркәсн
375,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,сав
376,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,сав-сарх
377,Sack::N,ಮೂಟೆ,мишг
378,Tasse::N,ಬಟ್ಟಲು,ааһ
379,Topf::N,ಮಡಕೆ,кастрюль
380,Kessel::N,ಕೆಟಲ್,хәәсн
381,Essen::N,ಊಟ,зоогллһн
382,Nahrung::N,ಆಹಾರ,теҗәл
383,Speise::N,ಊಟ,хот
384,Fleisch::N,ಮಾಂಸ,махн
385,Getreide::N,ಧಾನ್ಯ,хот болҗ эдлгддг цецгүдтә урһмл
386,Brei::N,ಗಂಜಿ,хаш
387,Brot::N,ರೊಟ್ಟಿ,өдмг
388,Scheibe::N,ಹೋಳು,зүсм
389,Fett::N,ಕೊಬ್ಬು,өөкн
390,Butter::N,ಬೆಣ್ಣೆ,тосн
391,Öl::N,ಎಣ್ಣೆ,тосн
392,Salz::N,ಉಪ್ಪು,давсн
393,Suppe::N,ಎಸರು,шөлн
394,Honig::N,ಮಧು,бал
395,Milch::N,ಹಾಲು,үсн
396,Tee::N,ಚಹ,цә
397,Leder::N,ಚಕ್ಕಳ,арсн
398,Wolle::N,ಉಣ್ಣೆ,утцн
399,Wolle::N,ಉಣ್ಣೆ,эд
400,Stoff::N,ಬಟ್ಟೆ,эд
401,Nadel::N,ಸೂಜಿ,зүн
402,Faden::N,ದಾರ,утцн
403,Knopf::N,ಗುಂಡು,товч
404,Knoten::N,ಗಂಟು,зәңгдә
405,Farbe::N,ಬಣ್ಣ,будг
406,Kleidung::N,ಅರಿವೆ,хувцн
407,Kleidung::N,ಅರಿವೆ,хувц-хунр
408,Hemd::N,ಅಂಗಿ,киилг
409,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,зах
410,Ärmel::N,ತೋಳು,ханцн
411,Hose::N,ಇಜಾರ,шалвур
412,Gürtel::N,ಬೆಲ್ಟು,бүс
413,Mütze::N,ಟೋಪಿ,махла
414,Schuh::N,ಪಾದರಕ್ಷೆ,башмгуд
415,Stiefel::N,ಬೂಟು,һосн
416,Ring::N,ಉಂಗುರ,билцг
417,Band::N,ರಿಬ್ಬನ್,лент
418,Kamm::N,ಹಣಿಗೆ,сам
419,Spiegel::N,ಕನ್ನಡಿ,толь
420,Riemen::N,ಬಾರು,бүс
421,Schnur::N,ಹುರಿ,деесн
422,Leine::N,ಹಗ್ಗ,бурнтг
423,Leine::N,ಹಗ್ಗ,нохан көтлвр
424,Decke::N,ಕಂಬಳಿ,көнҗл
425,Kissen::N,ದಿಂಬು,дер
426,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,альчур
427,Handtuch::N,ಚೌಕ,полотенц
428,Handtuch::N,ಚೌಕ,һар-нүүрин альчур
429,Kraft::N,ಬಲ,күчн
430,Stärke::N,ಶಕ್ತಿ,чидл
431,Gesundheit::N,ಆರೋಗ್ಯ,эрүл-менд
432,Krankheit::N,ರೋಗ,өвчн
433,Schmerz::N,ನೋವು,өвдлһн
434,Wunde::N,ಗಾಯ,шав
435,Fieber::N,ಜ್ವರ,безг
436,Arznei::N,ಔಷಧ,эм
437,Brücke::N,ಸೇತುವೆ,тагт
438,Brunnen::N,ಬಾವಿ,худг
439,Weide::N,ಗೋಮಾಳ,малын идг
440,Pfad::N,ದಾರಿ,цувг
441,Weg::N,ಹಾದಿ,хаалһ
442,Straße::N,ರಸ್ತೆ,зам
443,Dorf::N,ಹಳ್ಳಿ,хотн
444,Stadt::N,ಪಟ್ಟಣ,балһсн
445,Brief::N,ಕಾಗದ,бичг
446,Buch::N,ಪುಸ್ತಕ,дегтр
447,Buchstabe::N,ಅಕ್ಷರ,үзг
448,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
449,Leben::N,ಜೀವನ,җирһл
450,Tod::N,ಮರಣ,үкл
451,Tod::N,ಮರಣ,өңгрлһн
452,Grab::N,ಗೋರಿ,оршалһна нүкн
453,Kirche::N,ಚರ್ಚು,чонҗ
454,Sünde::N,ಪಾಪ,нүл
455,Sünde::N,ಪಾಪ,килнц
456,Gott::N,ದೇವರು,бурхн
457,Arbeiter::N,ಕೆಲಸಗಾರ,көдлмшч
458,Chef::N,ದಣಿ,толһач
459,Meister::N,ಶಿಕ್ಷಕ,урн
460,Arzt::N,ವೈದ್ಯ,эмч
461,Lehrer::N,ಉಪಾಧ್ಯಾಯ,багш
462,Geld::N,ಹಣ,мөңгн
463,Geschäft::N,ವಾಣಿಜ್ಯ,көдлмш
464,Laden::N,ಅಂಗಡಿ,лавк
465,Preis::N,ಬೆಲೆ,үн
466,Ware::N,ಸರಕು,эд-тавр
467,Nutzen::N,ಲಾಭ,олз
468,Reichtum::N,ಸಂಪತ್ತು,зөөр
469,Welt::N,ಭೂಲೋಕ,орчлң
470,Welt::N,ಭೂಲೋಕ,делкә
471,Land::N,ದೇಶ,орн-нутг
472,Staat::N,ರಾಜ್ಯ,государств
473,König::N,ರಾಜ,хан
474,Macht::N,ಅಧಿಕಾರ,йосн
475,Grenze::N,ಗಡಿ,меҗә
476,Krieg::N,ಯುದ್ಧ,дән
477,Feind::N,ಶತ್ರು,дәәсн
478,Gewalt::N,ಹಿಂಸೆ,күч һарһлһн
479,Kampf::N,ಹೋರಾಟ,ноолдан
480,Kampf::N,ಹೋರಾಟ,бәрлдлһн
481,Bogen[Waffe]::N,ಬಿಲ್ಲು,саадг
482,Pfeil::N,ಅಂಬು,сумн
483,Gewehr::N,ಬಂದೂಕು,бу
484,Fehler::N,ತಪ್ಪು,алдг
485,Lüge::N,ಸುಳ್ಳು,худл
486,Schaden::N,ಹಾನಿ,хорлт
487,Unglück::N,ಅಪಾಯ,гүрм
488,Schuld::N,ದೋಷ,гем
489,Schuld::N,ದೋಷ,буру
490,Alter::N,ಮುಪ್ಪು,насн
491,Schluss::N,ಮುಕ್ತಾಯ,чилгч
492,Zeit::N,ಕಾಲ,цаг
493,Tag::N,ದಿನ,өдр
494,Morgen::N,ಮುಂಜಾನೆ,өрүн
495,Mittag::N,ನಡುಹಗಲು,үд
496,Abend::N,ಸಂಜೆ,асхн
497,Nacht::N,ರಾತ್ರಿ,сө
498,Woche::N,ವಾರ,долан хонг
499,Monat::N,ತಿಂಗಳು,сар
500,Jahr::N,ಸಂವತ್ಸರ,җил
501,Frühling::N,ವಸಂತ,хавр
502,Sommer::N,ಬಿಸಿಲುಕಾಲ,зун
503,Herbst::N,ಶರತ್ಕಾಲ,намр
504,Winter::N,ಚಳಿಗಾಲ,үвл
505,Januar::N,ನಾಲ್ಚಳಿ,январь
506,Februar::N,ಅಯ್ಚಳಿ,февраль
507,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
508,März::N,ಮೊಬ್ಬೇಸಿಗೆ,моһа сар
509,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
510,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
511,Juni::N,ಮೊಮ್ಮಳೆ,июнь
512,Juni::N,ಮೊಮ್ಮಳೆ,мөчн сар
513,Juli::N,ಇಮ್ಮಳೆ,июль
514,August::N,ಮುಮ್ಮಳೆ,август
515,September::N,ನಾಲ್ಮಳೆ,һаха сар
516,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
517,November::N,ಇಚ್ಚಳಿ,ноябрь
518,November::N,ಇಚ್ಚಳಿ,үкр сар
519,Dezember::N,ಮುಚ್ಚಳಿ,бар сар
520,Montag::N,ಸೋಮುವಾರ,понедельник
521,Dienstag::N,ಮಂಗಳವಾರ,вторник
522,Mittwoch::N,ಬುಧವಾರ,среда
523,Mittwoch::N,ಬುಧವಾರ,үлмҗ өдр
524,Donnerstag::N,ಗುರುವಾರ,четверг
525,Donnerstag::N,ಗುರುವಾರ,пүрвә өдр
526,Freitag::N,ಶುಕ್ರವಾರ,пятниц
527,Samstag::N,ಶನಿವಾರ,суббот
528,Sonntag::N,ಭಾನುವಾರ,нарн өдр
529,Sonntag::N,ಭಾನುವಾರ,воскресень
530,groß::A,ದೊಡ್ಡ,ик
531,klein::A,ಪುಟ್ಟ,бичкн
532,lang::A,ದೀರ್ಘ,ут
533,kurz::A,ಚಕ್ಕ,оһтр
534,breit::A,ಅಗಲವಾದ,өргн
535,schmal::A,ಇಕ್ಕಟ್ಟಾದ,уутьхн
536,dicht::A,ದಟ್ಟ,нигт
537,dick[Gegenstand]::A,ದಟ್ಟ,зузан
538,dünn::A,ತೆಳು,нимгн
539,fein::A,ಕೋಮಲ,нәрхн
540,fest::A,ಘನ,бат
541,flach::A,ಚಪ್ಪಟೆ,хавтха
542,glatt::A,ನಯ,тегш
543,glatt::A,ನಯ,тиньгр
544,hart::A,ಗಟ್ಟಿ,хату
545,weich::A,ಮೃದುವಾದ,җөөлн
546,weich::A,ಮೃದುವಾದ,җөөлкн
547,rund::A,ವರ್ತುಳ,төгрг
548,spitz::A,ಮೊನಚಾದ,шовһр
549,scharf::A,ತೀಕ್ಷ್ಣ,хурц
550,stumpf::A,ಮೊಂಡು,мука
551,schwer::A,ಭಾರಿ,күнд
552,schön::A,ಸುಂದರ,сәәхн
