,Concept_ID,,sq
971,graben::V,,gërmoj
972,beugen::V,,kërrus
973,biegen::V,,përkul
974,drehen::V,,dredh
975,drehen::V,,rrotulloj
976,wenden::V,,kthej
977,umdrehen::V,,kthej
978,heben::V,,ngre
979,hochheben::V,,ngre
980,ergreifen::V,,rrëmbej
981,halten::V,,mbaj
982,drücken::V,,shtyp
983,schieben::V,,shtyj
984,kratzen::V,,kruaj
985,kratzen::V,,gërvisht
986,lecken::V,,lëpij
987,beißen::V,,kafshoj
988,abreißen::V,,shkëpus
989,abschneiden::V,,cungoj
990,binden::V,,lidh
991,stecken::V,,fus
992,stecken::V,,ngul
993,brechen::V,,thyej
994,klopfen::V,,trokas
995,hauen::V,,godas
996,kleben::V,,ngjis
997,reiben::V,,fërkoj
998,streichen::V,,lyej
999,schleifen::V,,mpreh
1000,schneiden::V,,pres
1001,rütteln::V,,shkund
1002,schütteln::V,,lëkund
1003,schwenken::V,,valëvit
1004,schütten::V,,mbush
1005,füllen::V,,mbush
1006,einwickeln::V,,mbështjell
1007,tragen::V,,mbaj
1008,tragen::V,,mbart
1009,schleppen::V,,heq
1010,schleppen::V,,zhgërryej
1011,ziehen::V,,tërheq
1012,aufbewahren::V,,ruaj
1013,werfen::V,,hedh
1014,fangen::V,,kap
1015,packen::V,,rrëmbej
1016,verstecken::V,,fsheh
1017,teilen::V,,ndaj
1018,schicken::V,,dërgoj
1019,bringen::V,,sjell
1020,hinzufügen::V,,shtoj
1021,bekommen::V,,kap
1022,erhalten::V,,marr
1023,nehmen::V,,marr
1024,wählen::V,,zgjedh
1025,auswählen::V,,përzgjedh
1026,bewahren::V,,ruaj
1027,behindern::V,,pengoj
1028,verderben::V,,prish
1029,beschädigen::V,,dëmtoj
1030,zerbrechen::V,,thyej
1031,zerreißen::V,,çjerr
1032,zerreißen::V,,zheloj
1033,zerstören::V,,prish
1034,zerstören::V,,shkatërroj
1035,verbrennen::V,,djeg
1036,geben::V,,jap
1037,reichen::V,,jap
1038,schenken::V,,fal
1039,schenken::V,,dhuroj
1040,versprechen::V,,premtoj
1041,wünschen::V,,uroj
1042,loben::V,,lëvdoj
1043,loben::V,,lavdëroj
1044,küssen::V,,puth
1045,wiegen::V,,tund
1046,zudecken::V,,mbuloj
1047,wecken::V,,zgjoj
1048,zeigen::V,,dëftej
1049,führen::V,,çoj
1050,lehren::V,,arsej
1051,unterrichten::V,,arsimoj
1052,aufziehen::V,,rris
1053,leiten::V,,udhëheq
1054,antreiben::V,,nxis
1055,lassen::V,,detyroj
1056,einladen::V,,ftoj
1057,vereinigen::V,,bashkoj
1058,besuchen::V,,vizitoj
1059,treffen::V,,ndesh
1060,sich versammeln::V,,tubohem
1061,spielen::V,,loz
1062,spielen::V,,luaj
1063,singen::V,,këndoj
1064,tanzen::V,,kërcej
1065,tanzen::V,,vallëzoj
1066,sich trennen::V,,ndahem
1067,verlassen::V,,braktis
1068,retten::V,,shpëtoj
1069,bewachen::V,,ruaj
1070,schützen::V,,ruaj
1071,schützen::V,,mbroj
1072,verteidigen::V,,mbroj
1073,sich schlagen::V,,zihem
1074,schießen::V,,shtie
1075,siegen::V,,fitoj
1076,siegen::V,,ngadhënjej
1077,ärgern::V,,zemëroj
1078,schlagen::V,,rrah
1079,schlagen::V,,godas
1080,treten::V,,shtyj
1081,treten::V,,shtyj më këmbë
1082,stechen::V,,ther
1083,stechen::V,,shpoj
1084,stoßen::V,,shtyj
1085,stehlen::V,,vjedh
1086,stören::V,,pengoj
1087,belästigen::V,,bezdis
1088,verbergen::V,,fsheh
1089,täuschen::V,,mashtroj
1090,betrügen::V,,kobis
1091,töten::V,,vras
1092,wohnen::V,,banoj
1093,arbeiten::V,,punoj
1094,arbeiten::V,,vardoj
1095,sammeln::V,,mbledh
1096,sammeln::V,,grumbulloj
1097,pflücken::V,,vjel
1098,pflücken::V,,mbledh
1099,jagen::V,,gjuaj
1100,fischen::V,,peshkoj
1101,fischen::V,,gjuaj peshk
1102,fassen::V,,zë
1103,hüten::V,,kullos
1104,treiben::V,,vë përpara
1105,anbinden::V,,lidh
1106,füttern::V,,grazhdoj
1107,melken::V,,mjel
1108,hacken::V,,grij
1109,gießen::V,,ujis
1110,reifen::V,,piqem
1111,zubereiten::V,,gatuaj
1112,kochen::V,,ziej
1113,backen::V,,pjek
1114,backen::V,,furroj
1115,braten::V,,fërgoj
1116,braten::V,,tiganis
1117,umrühren::V,,trazoj
1118,stricken::V,,thur
1119,nähen::V,,qep
1120,färben::V,,ngjyej
1121,färben::V,,bojatis
1122,reinigen::V,,qëroj
1123,reinigen::V,,pastroj
1124,waschen::V,,laj
1125,waschen::V,,finjos
1126,abwischen::V,,fshij
1127,spülen::V,,kulloj
1128,fegen::V,,fshij
1129,kehren::V,,fshij
1130,baden::V,,lahem
1131,sich waschen::V,,lahem
1132,ausziehen::V,,heq
1133,ausziehen::V,,zbath
1134,anziehen::V,,vesh
1135,anziehen::V,,mbath
1136,sich anziehen::V,,vishem
1137,kämmen::V,,kreh
1138,schmücken::V,,hijeshoj
1139,sagen::V,,them
1140,sprechen::V,,flas
1141,reden::V,,fjalos
1142,reden::V,,fjalëtoj
1143,sich unterhalten::V,,bisedoj
1144,fragen::V,,pyes
1145,bitten::V,,lus
1146,bitten::V,,lutem
1147,erzählen::V,,rrëfej
1148,mitteilen::V,,kumtoj
1149,nennen::V,,quaj
1150,rufen::V,,thërras
1151,prahlen::V,,mburrem
1152,prahlen::V,,kapardisem
1153,übersetzen::V,,përkthej
1154,denken::V,,mendoj
1155,glauben::V,,besoj
1156,bemerken::V,,vërej
1157,erkennen::V,,njoh
1158,erkennen::V,,shquaj
1159,begreifen::V,,marr vesh
1160,verstehen::V,,marr vesh
1161,lernen::V,,mësoj
1162,wissen::V,,di
1163,sich erinnern an::V,,kujtoj
1164,vergessen::V,,harroj
1165,messen::V,,mas
1166,zählen::V,,njeh
1167,rechnen::V,,llogaris
1168,lesen::V,,lexoj
1169,lesen::V,,këndoj
1170,malen::V,,lyej
1171,zeichnen::V,,vizatoj
1172,schreiben::V,,shkruaj
1173,besitzen::V,,kam
1174,kaufen::V,,blej
1175,verkaufen::V,,shes
1176,bezahlen::V,,paguaj
1177,zahlen::V,,paguaj
1178,beherrschen::V,,zotëroj
1179,ertragen::V,,duroj
