,Concept_ID,ta,tt
95,Schmutz::N,அழுக்கு,пычрак
96,See::N,ஏரி,күл
97,Sumpf::N,சதுப்பு நிலம்,саз
98,Moor::N,முட்புதற்காடு,торфлык
99,Wiese::N,பசும் புல்தரை,болын
100,Wald::N,காடு,урман
101,Hügel::N,குன்று,калку
102,Anhöhe::N,பதுக்கை,үр
103,Berg::N,மலை,тау
104,Gipfel::N,உச்சி மாநாடு,оч
105,Höhle::N,குகை,мәгарә
106,Abhang::N,சரிவு,кабырга
107,Quelle::N,மூலம்,чишмә
108,Bach::N,ஓடை,елга
109,Fluss::N,ஆறு,дәрья
110,Ufer::N,நீர்க்கரை,су кырые
111,Küste::N,கடற்கரை,яр буе
112,Festland::N,நிலம்,коры җир
113,Meer::N,கடல்,диңгез
114,Bucht::N,சிறுகுடா,бухта
115,Bucht::N,சிறுகுடா,култык
116,Insel::N,தீவு,атау
117,Insel::N,தீவு,утрау
118,Blume::N,பூ,чәчкә
119,Gras::N,புல்தரை,үлән
120,Wurzel::N,வேர்,тамыр
121,Baum::N,மரம்,агач
122,Stamm::N,அடிமரம்,кәүсә
123,Rinde::N,பட்டை,кабык
124,Rinde::N,மரப்பட்டை,кабык
125,Ast::N,கினை,ботак
126,Zweig::N,குச்சி,ботак
127,Zweig::N,குச்சி,тармак
128,Blatt::N,இலை,яфрак
129,Birke::N,பிர்ச் மரம்,каен
130,Kiefer[Baum]::N,தேவதாரு மரம்,нарат
131,Weide[Baum]::N,மர வகைகளுள் ஒன்று,тал
132,Tanne::N,சாதிக்கய்,чыршы
133,Horn::N,கொம்பு,мөгез
134,Feder::N,இறகு,йон
135,Fell::N,மென்முடி,тире
136,Flügel::N,இறக்கை,канат
137,Klaue::N,நகம்,тырнак
138,Kralle::N,நகம்,тырнак
139,Schwanz::N,வால்,койрык
140,Ei::N,முட்டை,күкәй
141,Ei::N,முட்டை,йомырка
142,Nest::N,கூடு,оя
143,Bau::N,குகை,өн
144,Tier::N,விலங்கு,хайван
145,Herde::N,கூட்டம்,көтү
146,Kuh::N,பசு,сыер
147,Bulle::N,காளை,үгез
148,Pferd::N,குதிரை,ат
149,Schaf::N,செம்மறிஆடு,сарык
150,Schwein::N,பன்றி,дуңгыз
151,Hund::N,நாய்,эт
152,Katze::N,பூனை,песи
153,Bär::N,கரடி,аю
154,Eichhörnchen::N,அணில்,тиен
155,Elch::N,கடம்பை,поши
156,Fuchs::N,நரி,төлке
157,Hase::N,முயல்,куян
158,Maus::N,எலி,тычкан
159,Wolf::N,ஓநாய்,бүре
160,Vogel::N,பறவை,кош
161,Schwarm::N,தொகுதி,көтү
162,Huhn::N,கோழிக்குஞசு,тавык
163,Hahn::N,சேவல்,әтәч
164,Gans::N,பெண் வாத்து,каз
165,Adler::N,பருநது,каракош
166,Ente::N,வாத்து,үрдәк
167,Eule::N,ஆந்தை,ябалак
168,Kranich::N,நாரை,торна
169,Krähe::N,காகம்,карга
170,Kuckuck::N,குயில்,күке
171,Kuckuck::N,குயில்,кәккүк
172,Schwan::N,அன்னம்,аккош
173,Fisch::N,மீன்,балык
174,Barsch::N,பேர்ச்,алабуга
175,Hecht::N,கோலாச்சி மீன்,чуртан
176,Schlange[Tier]::N,பாம்பு,елан
177,Wurm::N,புழு,корт
178,Spinne::N,சிலந்தி,үрмәкүч
179,Ameise::N,எறும்பு,кырмыска
180,Laus::N,பேன்,бет
181,Mücke::N,கொசுவினப்பூச்சி,черки
182,Mücke::N,கொசுவினப்பூச்சி,озынборын
183,Fliege::N,ஈ,чебен
184,Schmetterling::N,வண்ணத்துப்பூச்சி,күбәләк
185,Beere::N,சதைப்பழம்,җиләк
186,Apfel::N,ஆப்பிள பழம்,алма
187,Pilz::N,காளான்,гөмбә
188,Zwiebel::N,வெங்காயம்,суган
189,Zwiebel::N,வெங்காயம்,суганбаш
190,Saat::N,விதை,орлык
191,Korn::N,தானியம்,иген
192,Korn::N,தானியம்,орлык
193,Heu::N,வைக்கோல்,печән
194,Schale::N,தோல்,кабык
195,Grube::N,குழி,баз
196,Grube::N,குழி,чокыр
197,Falle::N,பொறி,тозак
198,Falle::N,பொறி,капкын
199,Schlinge::N,கண்ணி,элмәк
200,Spur::N,சுவடு,эз
201,Asche::N,சாம்பல்,көл
202,Dreck::N,அழுக்கு,пычрак
203,Eisen::N,இரும்பு,тимер
204,Gold::N,தங்கம்,алтын
205,Silber::N,வெள்ளி,көмеш
206,Kohle::N,நிலக்கரி,күмер
207,Glas::N,கண்ணாடி,пыяла
208,Lehm::N,களிமண்,балчык
209,Sand::N,மணல்,ком
210,Mensch::N,மனிதர்கள்,адәм
211,Mensch::N,மனிதர்கள்,инсан
212,Mann::N,மனிதன்,ир
213,Frau::N,பெண்,хатын
214,Kind::N,குழந்தை,бала
215,Junge::N,பையன்,малай
216,Mädchen::N,சிறுமி,кыз
217,Familie::N,குடும்பம்,гаилә
218,Großvater::N,தாத்தா,бабай
219,Großmutter::N,பாட்டி,әби
220,Eltern::N,பெற்றோர்,ата-ана
221,Vater::N,தந்தை,ата
222,Mutter::N,தாய்,ана
223,Sohn::N,மகன்,ул
224,Tochter::N,மகள்,кыз
225,Bruder::N,சகோதரன்,кардәш
226,Schwester::N,அக்கா,апа
227,Schwester::N,அக்கா,сеңел
228,Onkel::N,தாய் மாமன்,дәдә
229,Onkel::N,தாய் மாமன்,дәдәй
230,Tante::N,அத்தை,түти
231,Tante::N,அத்தை,тәтәй
232,Ehemann::N,கணவன்,ир
233,Ehefrau::N,மனைவி,хатын
234,Freude::N,கொண்டாட்டம்,сөенеч
235,Gelächter::N,சிரிப்பு,көлү
236,Gelächter::N,சிரிப்பு,көлеш
237,Glück::N,மகிழ்ச்சி,бәхет
238,Kummer::N,துயரம்,хәсрәт
239,Wunsch::N,விருப்பம்,теләк
240,Lust::N,விருப்பம்,теләк
241,Lust::N,விருப்பம்,теләү
242,Geist::N,ஆன்மா,рух
243,Gedanke::N,எண்ணம்,уй
244,Gedanke::N,எண்ணம்,фикер
245,Gedächtnis::N,ஞாபகம்,хәтер
246,Verstand::N,மனம்,акыл
247,Sinn::N,அர்த்தம்,мәгънә
248,Grund::N,காரணம்,сәбәп
249,Wahrheit::N,உண்நை,хак
250,Gespräch::N,பெசு,әңгәмә
251,Märchen::N,நம்பத்தகாத கதை,әкият
252,Erzählung::N,கதை,хикәя
253,Nachricht::N,செய்தி,хәбәр
254,Neuigkeit::N,செய்தி,яңалык
255,Name::N,பெயர்,исем
256,Rätsel::N,புதிர்,табышмак
257,Rede::N,பேச்சு,нотык
258,Sprache::N,மொழி,тел
259,Stimme::N,குரல்,тавыш
260,Wort::N,வார்த்தை,сүз
261,Zeichen::N,குறி,ишарә
262,Ruf::N,அழைப்பு,дәшү
263,Lärm::N,சத்தம்,шау
264,Laut::N,ஒலி,аваз
265,Ton::N,குரல்,шалтырату
266,Lied::N,பாட்டு,җыр
267,Ruhe::N,அமைதி,тынлык
268,Leute::N,மக்கள்,халык
269,Volk::N,மக்கள்,халык
270,Arbeit::N,வேலை,эш
271,Arbeit::N,வேலை,хезмәт
272,Gast::N,விருந்தாளி,кунак
273,Geschenk::N,பரிசுப் பொருள்,бүләк
274,Spiel::N,விளையாட்டு,уен
275,Gesellschaft::N,சமுதாயம்,җәмгыять
276,Hilfe::N,உதவி,ярдәм
277,Hilfe::N,உதவி,булышлык
278,Freund::N,நண்பன்,дус
279,Kamerad::N,உடனிருப்பவன்,иптәш
280,Angelegenheit::N,செய்தி,эш
281,Anzahl::N,எண்ணிக்கை,микъдар
282,Art::N,வகை,төр
283,Stück::N,துண்டம்,кисәк
284,Teil::N,பகுதி,өлеш
285,Hälfte::N,பாதி,ярым
286,Kreis::N,வட்டம்,түгәрәк
287,Kreuz::N,சிலுவை,хач
288,Kreuz::N,சிலுவை,тәре
289,Linie::N,கோடு,сызык
290,Strich::N,வாத நோய்,сызык
291,Abstand::N,இடைவெளி,ара
292,Entfernung::N,தூரம்,ераклык
293,Gegend::N,வட்டாரம்,урын
294,Platz::N,வெற்றிடம்,бушлык
295,Ort::N,இடம்,урын
296,Seite::N,பக்கம்,як
297,Mitte::N,இடைப்பகுதி,урта
298,Gegenstand::N,உருப்படி,нәрсә
299,Sache::N,பொருள்,нәрсә
300,Rand::N,தொங்கு,чит
301,Kante::N,விளிம்பு,кырый
302,Ecke::N,மூலை,почмак
303,Spitze::N,முனை,оч
304,Ende::N,முடிவு,азак
305,Loch::N,துளை,тишек
306,Winkel::N,கோணம்,почмак
307,Muster::N,பாங்கு,парча
308,Größe::N,அளவு,зурлык
309,Länge::N,நீளம்,озынлык
310,Höhe::N,உயரம்,биеклек
311,Gewicht::N,எடை,авырлык
312,Menge::N,தொகை,микъдар
313,Haufen::N,குவியல்,өем
314,Reihe::N,வரிசை,рәт
315,Boot::N,படகு,каек
316,Boot::N,படகு,көймә
317,Ruder::N,துடுப்பு,ишкәк
318,Schlitten::N,சகடையிலா வண்டி,чана
319,Ski::N,பனிச் சறுக்கல்,чаңгы
320,Lagerfeuer::N,மூட்டம்,костёр
321,Last::N,பாரம்,йөк
322,Gang::N,நடை,йөреш
323,Schritt::N,காலடி,адым
324,Norden::N,வடக்கு,төньяк
325,Süden::N,தெற்கு,көньяк
326,Westen::N,மேற்கு திசை,көнбатыш
327,Osten::N,கிழக்கு,шәрык
328,Osten::N,கிழக்கு,көнчыгыш
329,Holz::N,மரக்கட்டை,агач
330,Brett::N,பலகை,такта
331,Platte::N,பலகம்,плитә
332,Stütze::N,அடைப்புகன்,таяу
333,Stange::N,கம்பம்,колга
334,Stock::N,குச்சி,таяк
335,Stab::N,கம்பு,таяк
336,Rohr::N,குழாய்,торба
337,Haus::N,வீடு,өй
338,Haus::N,வீடு,йорт
339,Heim::N,வீடு,гаилә
340,Heim::N,வீடு,нәсел
341,Ofen::N,அடுப்பு,мич
342,Fußboden::N,தரை,идән
343,Tisch::N,மேசை,өстәл
344,Stuhl::N,நாற்காலி,утыргыч
345,Wiege::N,தொட்டில்,бишек
346,Bett::N,படுக்கை,ятак
347,Bett::N,படுக்கை,урын-җир
348,Regal::N,அலமாரி,киштә
349,Regal::N,அலமாரி,шүрлек
350,Kiste::N,பெட்டி,әрҗә
351,Fenster::N,சாளரம்,тәрәзә
352,Tür::N,கதவு,ишек
353,Tor::N,வாசற்கதவு,капка
354,Zaun::N,வேலி,койма
355,Dach::N,கூரை,түбә
356,Leiter::N,ஏணி,баскыч
357,Besen::N,விளக்குமாறு,себерке
358,Spaten::N,மண்வெட்டி,көрәк
359,Schaufel::N,அடிதண்டா,көрәк
360,Gabel::N,முட்கரண்டி,чәннечке
361,Löffel::N,கரண்டி,кашык
362,Messer::N,கத்தி,пычак
363,Nagel::N,ஆணி,кадак
364,Netz::N,வலை,челтәр
365,Haken::N,கொக்கி,ыргак
366,Griff::N,கைப்பிடி,тотка
367,Schloss::N,பூட்டு,йозак
368,Bild::N,படம்,рәсем
369,Bild::N,படம்,картина
370,Figur::N,எண்ணிக்கை,сын
371,Figur::N,எண்ணிக்கை,фигура
372,Puppe::N,பொம்மை,курчак
373,Beutel::N,பை,луза
374,Bündel::N,பொதி,бәйләм
375,Tasche::N,பை,букча
376,Eimer::N,வாளி,чиләк
377,Deckel::N,உறை,капкач
378,Geschirr::N,பாத்திரம்,савыт-саба
379,Geschirr::N,பாத்திரம்,кашык-аяк
380,Sack::N,பை,капчык
381,Tasse::N,கிண்ணம்,чынаяк
382,Topf::N,பானை,чүлмәк
383,Kessel::N,கெண்டி,казан
384,Essen::N,உணவருந்துதல்,ашау
385,Nahrung::N,உணவு,азык
386,Nahrung::N,உணவு,тәгам
387,Nahrung::N,உணவு,ашамлык
388,Speise::N,உணவு வகை,ризык
389,Fleisch::N,இறைச்சி,ит
390,Getreide::N,மக்காச்சோளம்,ашлык
391,Brei::N,கஞ்சி,ботка
392,Brot::N,ரொட்டி,ипи
393,Brot::N,ரொட்டி,икмәк
394,Scheibe::N,துண்டு,телем
395,Fett::N,கொழுப்பு,май
396,Butter::N,வெண்ணெய்,май
397,Öl::N,எண்ணெய்,май
398,Salz::N,உப்பு,тоз
399,Suppe::N,ரசம்,шулпа
400,Honig::N,தேன்,бал
401,Milch::N,பால்,сөт
402,Tee::N,தெனீர்,чәй
403,Leder::N,பதம் செய்யப்பட்ட தோல்,күн
404,Wolle::N,கம்பளி,йон
405,Stoff::N,துணி,тукыма
406,Nadel::N,ஊசி,энә
407,Faden::N,நூல்,җеп
408,Knopf::N,பொத்தான்,төймә
409,Knoten::N,முடிச்சு,төен
410,Farbe::N,வண்ணக் குழம்பு,буяу
411,Kleidung::N,ஆடைகள்,кием
412,Hemd::N,சட்டை,күлмәк
413,Kragen::N,கழுத்துப் பட்டை,яка
414,Ärmel::N,சட்டைக்கை,җиң
415,Hose::N,கால்சட்டை,чалбар
416,Gürtel::N,பெல்ட்,билбау
417,Mütze::N,தொப்பி,бүрек
418,Schuh::N,காலணி,башмак
419,Stiefel::N,காலணி,итек
420,Ring::N,மோதிரம்,балдак
421,Band::N,நாடா,тасма
422,Kamm::N,கீப்பு,тарак
423,Spiegel::N,ஆடி,көзге
424,Spiegel::N,கண்ணாடி,көзге
425,Riemen::N,வார்,каеш
426,Schnur::N,கயிறு,бау
427,Leine::N,தோல்வார்,тезген
428,Decke::N,போர்வை,юрган
429,Kissen::N,தலையணை,мендәр
430,Tuch::N,துணி,яулык
431,Handtuch::N,தண்டு,сөлгә
432,Kraft::N,நிர்பந்தம்,егәр
433,Kraft::N,நிர்பந்தம்,дәрман
434,Stärke::N,பலம்,көч
435,Stärke::N,பலம்,дәрман
436,Gesundheit::N,ஆரோக்கியம்,саулык
437,Krankheit::N,நோய்,чир
438,Krankheit::N,நோய்,хаста
439,Krankheit::N,நோய்,сырхау
440,Schmerz::N,வலி,авырту
441,Wunde::N,காயம்,яра
442,Wunde::N,காயம்,җәрәхәт
443,Fieber::N,காய்ச்சல்,бизгәк
444,Arznei::N,மருந்து,дару
445,Brücke::N,பாலம்,күпер
446,Brunnen::N,கேணி,кое
447,Weide::N,மேய்ச்சல் நிலம்,утлавык
448,Pfad::N,நடை வழி,сукмак
449,Weg::N,வழி,юл
450,Straße::N,சாலை,урам
451,Dorf::N,கிராமம்,авыл
452,Stadt::N,நகரம்,шәһәр
453,Brief::N,கடிதம்,хат
454,Buch::N,புத்தகம்,китап
455,Buchstabe::N,எழத்து,хәреф
456,Zeitung::N,செய்தித்தாள்,газет
457,Zeitung::N,செய்தித்தாள்,газета
458,Leben::N,வாழ்க்கை,гомер
459,Leben::N,வாழ்க்கை,тормыш
460,Leben::N,வாழ்க்கை,тереклек
461,Tod::N,மரணம்,үлем
462,Grab::N,சமாதி,гүр
463,Grab::N,சமாதி,кабер
464,Kirche::N,தேவாலயம்,чиркәү
465,Sünde::N,பாவம்,язык
466,Sünde::N,பாவம்,гөнаһ
467,Gott::N,கடவுள்,алла
468,Gott::N,கடவுள்,ходай
469,Arbeiter::N,தொழிலாளி,эшче
470,Chef::N,மேலாளர்,башлык
471,Meister::N,தலைவன்,оста
472,Arzt::N,மருத்துவர்,врач
473,Arzt::N,மருத்துவர்,табиб
474,Lehrer::N,ஆசிரியர்,укытучы
475,Lehrer::N,ஆசிரியர்,мөгаллим
476,Geld::N,பணம்,акча
477,Geschäft::N,வாணிபம்,эш
478,Laden::N,கடை,кибет
479,Laden::N,கடை,магазин
480,Preis::N,விலை,бәя
481,Preis::N,விலை,бәһа
482,Ware::N,சாமன்கள்,товар
483,Nutzen::N,இலாபம்,файда
484,Reichtum::N,சொத்து,байлык
485,Welt::N,உலகம்,дөнья
486,Land::N,நாடு,ил
487,Staat::N,நாடு,дәүләт
488,König::N,அரசன்,патша
489,Macht::N,அதிகாரம்,хакимият
490,Grenze::N,எல்லை,чик
491,Krieg::N,போர்,сугыш
492,Feind::N,எதிரி,дошман
493,Gewalt::N,வன்முறை,көчләү
494,Kampf::N,போராட்டம்,көрәш
495,Bogen[Waffe]::N,வில்,җәя
496,Pfeil::N,அம்பு,ук
497,Gewehr::N,துப்பாக்கி,мылтык
498,Fehler::N,தவறு,хата
499,Lüge::N,பொய்,ялган
500,Schaden::N,சேதாரம்,зыян
501,Schaden::N,சேதாரம்,зарар
502,Unglück::N,இடையூறு,бәла
503,Schuld::N,குற்றம்,гаеп
504,Alter::N,வயது,яшь
505,Schluss::N,முடிவு,ахыр
506,Zeit::N,காலம்,заман
507,Tag::N,நாள்,көн
508,Morgen::N,காலை நேரம்,иртә
509,Mittag::N,மதியம்,өйлә
510,Abend::N,மாலைப் பொழுது,кич
511,Nacht::N,இரவு,төн
512,Woche::N,வாரம்,атна
513,Monat::N,மாதம்,ай
514,Jahr::N,வருடம்,ел
515,Frühling::N,வசந்தம்,яз
516,Sommer::N,கோடை,җәй
517,Herbst::N,இலையுதிர் காலம்,көз
518,Winter::N,குளிர்காலம்,кыш
519,Januar::N,ஜனவரி,гыйнвар
520,Februar::N,பிபரவரி மாதம்,февраль
521,März::N,மார்ச் மாதம்,март
522,April::N,ஏப்ரல் மாதம்,апрель
523,Mai::N,மே மாதம்,май
524,Juni::N,ஜூன் மாதம்,июнь
525,Juli::N,ஜூலை மாதம்,июль
526,August::N,ஆகஸ்ட் மாதம்,август
527,September::N,செப்டம்பர் மாதம்,сентябрь
528,Oktober::N,அக்டோபர் மாதம்,октябрь
529,November::N,நவம்பர் மாதம்,ноябрь
530,Dezember::N,டிசம்பர்,декабрь
531,Montag::N,திங்கட் கிழமை,дүшәмбе
532,Dienstag::N,செவ்வாய்க்கிழமை,сишәмбе
533,Mittwoch::N,புதன் கிழமை,чәршәмбе
534,Donnerstag::N,வியாழக் கிழமை,атнакич
535,Donnerstag::N,வியாழக் கிழமை,пәнҗешәмбе
536,Freitag::N,வெள்ளிக்கிழமை,җомга
537,Samstag::N,சனிக்கிழமை,шимбә
538,Sonntag::N,ஞாயிறுக் கிழமை,якшәмбе
539,groß::A,பெரிய,зур
540,klein::A,சிறிய,кечкенә
541,lang::A,நீண்ட,озын
542,kurz::A,குட்டையான,кыска
543,breit::A,அகலமான,киң
544,schmal::A,குறுகலான,кысык
545,dicht::A,அடர்த்தியான,куе
546,dick[Gegenstand]::A,தடித்த,калын
547,dünn::A,சன்னமான,нечкә
548,fein::A,மெல்லிய,нәзакәтле
549,fest::A,உறுதியாள,нык
550,flach::A,தட்டையான,яссы
551,flach::A,தட்டையான,ялпак
552,glatt::A,வழுவழுப்பான,шома
553,hart::A,கடினமான,каты
554,weich::A,மென்மையான,йомшак
555,rund::A,உருண்டையான,түгәрәк
556,spitz::A,திகந்தமாக,очлы
557,scharf::A,கூரான,үткен
558,stumpf::A,உளம் திறந்த,үтмәс
559,schwer::A,கனமான,салмак
560,schön::A,அழகான,гүзәл
561,heiß::A,சூடான,эссе
562,warm::A,இதமான,җылы
563,kalt::A,குளிர்ச்சியான,суык
564,kalt::A,குளிர்ச்சியான,салкын
565,kühl::A,குளிர்ச்சியான,салкынча
566,frisch::A,சுத்தமான,салкынча
567,feucht::A,ஈரமான,юеш
568,nass::A,ஈரமான,дымлы
569,trocken::A,உலர்ந்த,коры
570,voll::A,நிரம்பிய,тулы
571,leer::A,காலியான,буш
572,offen::A,திறந்த,ачык
573,geschlossen::A,மூடப்பட்ட,йомык
574,sauber::A,சுத்தமான,пакь
575,sauber::A,சுத்தமான,чиста
576,schmutzig::A,அழக்கான,керле
577,schmutzig::A,அழக்கான,пычрак
578,roh::A,கச்சா,чи
579,reif::A,பழுத்த,өлгергән
580,lecker::A,சுவைமிக்க,тәмле
581,süß::A,இனிப்பான,татлы
582,bitter::A,கசப்பான,ачы
583,sauer::A,புளிப்பாக,әче
584,hell::A,பளபளப்பான,якты
585,dunkel::A,கருமையான,кара
586,schwarz::A,கருப்பு வண்ண,кара
587,weiß::A,வெண்மையன,ак
588,rot::A,சிவப்பு,кызыл
589,gelb::A,மஞ்சள் வண்ணம்,сары
590,blau::A,நீல வண்ண,күк
591,grün::A,பச்சை வண்ண,яшел
592,grau::A,சாம்பல் நிற,соры
593,bunt::A,வண்ண மயமான,чуар
594,billig::A,மலிவான,арзан
595,teuer::A,விலை அதிகமான,хаклы
596,wertvoll::A,மதிப்புள்ள,кыйммәтле
597,blind::A,பார்வையற்ற,сукыр
598,blind::A,பார்வையற்ற,күзсез
599,taub::A,செவிடான,чукрак
600,taub::A,செவிடான,саңгырау
601,kräftig::A,வலிமையான,егәрле
602,stark::A,பலமான,нык
603,stark::A,பலமான,базык
604,schwach::A,பலவீனமான,зәгыйфь
605,fett::A,பருமனாக,симез
606,schlank::A,ஒல்லியான,нәзек
607,hübsch::A,அழகிய,чибәр
608,böse::A,கேடு விளைவிக்கும்,усал
609,dumm::A,முட்டாள்தனமான,акылсыз
610,faul::A,சோம்பலான,ялкау
611,faul::A,சோம்பலான,иренчәк
612,fleißig::A,ஊக்கந்தளராத,тырыш
613,fleißig::A,ஊக்கந்தளராத,тырышучан
614,geizig::A,கஞேசத்தனமான,саран
615,klug::A,சாதுரியமான,акыллы
616,geschickt::A,திறமையள்ள,маһир
617,lieb::A,அன்புக்குரிய,сөекле
618,lustig::A,களிப்புமிக்க,күңелле
619,sanft::A,சாதுவான,басынкы
620,hungrig::A,பசியுடன்,ач
621,krank::A,நோயுற்று,чирле
622,krank::A,நோயுற்று,сырхау
623,nackt::A,ஆடையற்ற,шәрә
624,traurig::A,சோகமான,ямансу
625,lebendig::A,பிழைப்பு,тере
626,gut::A,நல்ல,яхшы
627,schlecht::A,கெட்ட,начар
628,richtig::A,சரியான,дөрес
629,schlimm::A,அருவருப்பான,әшәкә
630,wahr::A,உண்மையான,чып-чын
631,alt::A,பழைய,иске
632,neu::A,புதிய,яңа
633,ehemalig::A,முன்நாள்,элекке
634,alt[Lebewesen]::A,வயதான,карт
635,jung::A,இளமையான,яшь
636,arm::A,ஏழ்மையான,фәкыйрь
637,reich::A,செல்வம் படைத்த,бай
638,bekannt::A,பழக்கப்பட்ட,таныш
639,berühmt::A,புகழ்பெற்ற,атаклы
640,fremd::A,அயல் நாட்டு,ят
641,verschieden::A,வித்தியாசமான,төрле
642,nah::A,பக்கத்தில் உள்ள,якын
643,fern::A,தொலை தூரத்தில்,ерак
644,linker::A,மீந்திருக்கும்,сул
645,rechter::A,வலதுபக்கம்,уң
646,anderer::A,மற்ற,бүтән
647,erster::A,முதனமையான,беренче
648,zweiter::A,இரண்டாவது,икенче
649,dritter::A,மூன்றாவது,өченче
650,letzter::A,கடைசி,ахыргы
651,allein::ADV,தனியாக,ялгыз
652,auf einmal::ADV,தடீரென்று,бердән
653,zusammen::ADV,சேர்ந்து,бергә
654,lange::ADV,அதிக நோம்,озак
655,plötzlich::ADV,தடீரென்று,искәрмәстән
656,sofort::ADV,உடனடியாக,хәзер
657,später::ADV,பிறகு,соңрак
658,jetzt::ADV,இப்பொழது,хәзер
659,heute::ADV,இன்று,бүген
660,morgen::ADV,நாளைக்கு,иртәгә
661,bald::ADV,சீக்கிரம்,тиздән
662,dann::ADV,அப்பொழுது,аннары
663,gestern::ADV,நேற்று,кичә
664,einst::ADV,ஒரே முறை,берчак
665,damals::ADV,அப்பொழுது,ул вакытта
666,damals::ADV,அப்பொழுது,ул чакта
667,danach::ADV,பிற்பாடு,да
668,vorher::ADV,முன்பாக,элек
669,zuerst::ADV,முதலில்,башта
670,einmal::ADV,ஒரே முறை,бер
671,einmal::ADV,ஒரே முறை,бер мәртәбә
672,manchmal::ADV,சில நேரங்களில்,кайчакта
673,oft::ADV,அடிக்கடி,еш
674,immer::ADV,எப்பொழுதும்,һәркайчан
675,niemals::ADV,ஒருபோதும் இல்லை,hичбер вакыт
676,hier::ADV,இங்கே,монда
677,hier::ADV,இங்கே,биредә
678,hierhin::ADV,இவ்விடத்திற்கு,монда
679,von hier::ADV,இனி,моннан
680,dort::ADV,அங்கே,анда
681,dorthin::ADV,அவ்விடத்திற்கு,тегеләй
682,geradeaus::ADV,முன்னாலிருக்கும்,турыдан-туры
