,Concept_ID,uz,ro
816,nur::ADV,yolg'iz,doar
817,schon::ADV,endi,și
818,schon::ADV,endi,deja
819,wieder::ADV,yana,iar
820,wieder::ADV,yana,iarăși
821,vergebens::ADV,bekorga,în zadar
822,vor::PRP,burun,înainte de
823,hinter::PRP,ketida,după
824,hinter::PRP,ketida,în spatele
825,unter::PRP,ostida,sub
826,durch::PRP,bo'ylab,prin
827,neben::PRP,yonida,lângă
828,neben::PRP,yonida,alături de
829,zwischen::PRP,orada,între
830,zwischen::PRP,orada,dintre
831,wegen::PRP,sababli,pentru
832,dies::PRN,o'sha,acesta
833,das::PRN,narigi,asta
834,alles::PRN,har nima,tot
835,ich::PRN,men,eu
836,du::PRN,sen,tu
837,er::PRN,u,el
838,er::PRN,u,dânsul
839,wir::PRN,biz,noi
840,ihr::PRN,siz,voi
841,sie::PRN,ular,ei
842,sie::PRN,ular,dânșii
843,was::FPRN,nima,ce
844,wer::FPRN,kim,cine
845,wo::FADV,qaerda,unde
846,wohin::FADV,qayerga,încotro
847,wie::FADV,qanday,cum
848,warum::FADV,nega,de ce
849,warum::FADV,nega,pentru ce
850,wieviel::FNUM,qancha,cât
851,eins::NUM,bir,unu
852,zwei::NUM,ikki,doi
853,drei::NUM,uch,trei
854,vier::NUM,to'rt,patru
855,fünf::NUM,besh,cinci
856,sechs::NUM,olti,șase
857,sieben::NUM,etti,șapte
858,acht::NUM,sakkiz,opt
859,neun::NUM,to'qqiz,nouă
860,zehn::NUM,o'n,zece
861,elf::NUM,o'n bir,unsprezece
862,zwölf::NUM,o'n ikki,douăsprezece
863,zwanzig::NUM,yigirma,douăzeci
864,dreißig::NUM,o'ttiz,treizeci
865,vierzig::NUM,qirq,patruzeci
866,fünfzig::NUM,ällik,cincizeci
867,sechzig::NUM,oltmish,șaizeci
868,siebzig::NUM,etmish,șaptezeci
869,achtzig::NUM,sakson,optzeci
870,neunzig::NUM,to'qson,nouăzeci
871,hundert::NUM,yuz,sută
872,tausend::NUM,ming,mie
873,und::CNJ,va,și
874,oder::CNJ,yo,ori
875,stehen::V,turmoq,sta
876,sitzen::V,o'tirmoq,ședea
877,liegen::V,yotmoq,zăcea
878,liegen::V,yotmoq,fi culcat
879,hängen::V,osilmoq,atârna
880,werden::V,bo'lmoq,deveni
881,werden::V,bo'lmoq,se face
882,passieren::V,bo'lib o'tmoq,se întâmpla
883,beginnen::V,boshlanmoq,începe
884,enden::V,bitmoq,se sfârși
885,enden::V,bitmoq,se termina
886,wechseln::V,o'zgarmoq,se schimba
887,aufgehen[Sonne]::V,chiqmoq,răsări
888,untergehen[Sonne]::V,botmoq,apune
889,scheinen[Sonne]::V,yaraqlamoq,străluci
890,donnern::V,gulduramoq,tuna
891,wehen::V,elpimoq,bate
892,strömen::V,oqmoq,curge în șiroaie
893,fließen::V,oqmoq,curge
894,sich drehen::V,aylanmoq,se învârti
895,schwanken::V,qoqilmoq,se clătina
896,schwingen::V,lopillamoq,vibra
897,schwingen::V,lopillamoq,flutura
898,fallen::V,tushmoq,cădea
899,brennen::V,yonmoq,arde
900,rauchen::V,tutamoq,fuma
901,regnen::V,yomg'ir yog'moq,ploua
902,gefrieren::V,muzlamoq,îngheța
903,tauen::V,ärimoq,se dezgheța
904,schmelzen::V,ärimoq,se topi
905,trocknen::V,qurimoq,se usca
906,sieden::V,qaynamoq,fierbe
907,sieden::V,qaynamoq,clocoti
908,faulen::V,chirimoq,se împuți
909,verfaulen::V,chirimoq,putrezi
910,reißen::V,qayt qilmoq,se rupe
911,reißen::V,qayt qilmoq,se sfâșia
912,versinken::V,g'arq bo'lmoq,se scufunda
913,vergehen::V,o'tmoq,trece
914,vergehen::V,o'tmoq,se scurge
915,erscheinen::V,zuhur ätmoq,apărea
916,verschwinden::V,yo'qolmoq,dispărea
917,sinken::V,pasaymoq,cădea
918,sinken::V,pasaymoq,coborî
919,abnehmen::V,kamaymoq,scădea
920,abnehmen::V,kamaymoq,descrește
921,zunehmen::V,urchimoq,spori
922,zunehmen::V,urchimoq,crește
923,zunehmen::V,urchimoq,augmenta
924,steigen::V,oshmoq,urca
925,wachsen::V,o'smoq,crește
926,glänzen::V,porlamoq,luci
927,glänzen::V,porlamoq,străluci
928,funkeln::V,yalt ätmoq,scânteia
929,lärmen::V,taraq ätmoq,face larmă
930,läuten::V,jiringlamoq,suna
931,klingeln::V,jiringlamoq,suna
932,klirren::V,sharaqlamoq,zăngăni
933,brausen::V,vag'illamoq,vui
934,rauschen::V,shitirlamoq,vâjâi
935,klingen::V,yangramoq,suna
936,bellen::V,hurmoq,lătra
937,heulen::V,uvlamoq,urla
938,blasen::V,puflamoq,sufla
939,pfeifen::V,xushtak chalmoq ,fluiera
940,schreien::V,qiyqirmoq,țipa
941,stöhnen::V,nola qilmoq,geme
942,zittern::V,titramoq,tremura
943,leben::V,yashamoq,trăi
944,geboren werden::V,tug'ilmoq,se naște
945,atmen::V,nafas chiqarmoq,respira
946,trinken::V,ichmoq,bea
947,essen::V,emoq,mânca
948,schlucken::V,yutmoq,înghiți
949,müde werden::V,horimoq,se obosi
950,einschlafen::V,uxlab qolmoq,adormi
951,schlafen::V,uxlamoq,dormi
952,aufwachen::V,uyg'onmoq,se deștepta
953,aufstehen::V,qo'pmoq,fi se scula
954,sich erholen::V,dam olmoq,se relaxa
955,sich erholen::V,dam olmoq,se destinde
956,krank werden::V,kasallanmoq,se îmbolnăvi
957,krank sein::V,betob yotmoq,zăcea
958,krank sein::V,betob yotmoq,fi bolnav
959,schmerzen::V,og'rimoq,durea
960,husten::V,yo'talmoq,tuși
961,genesen::V,tuzalmoq,se însănătoși
962,sterben::V,o'lmoq,muri
963,umkommen::V,halok bo'lmoq,pieri
964,sich bewegen::V,harakat qilmoq,se mișca
965,sich rühren::V,qimirlamoq,se mișca
966,sich erheben::V,qo'pmoq,se ridica
967,sich setzen::V,o'tirmoq,lua loc
968,sich setzen::V,o'tirmoq,se așeza
969,hinfallen::V,yiqilmoq,cădea jos
970,laufen::V,yurmoq,merge
971,laufen::V,yurmoq,merge pe jos
972,schreiten::V,yurmoq,păși
973,spazierengehen::V,sayr ätmoq,se plimba
974,eilen::V,tezlamoq,fi se grăbi
975,sich beeilen::V,shoshmoq,se grăbi
976,sausen::V,chopqillamoq,țâșni
977,rennen::V,yugurmoq,fugi
978,rennen::V,yugurmoq,alerga
979,springen::V,sakramoq,sări
980,klettern::V,yuqorilamoq,urca
981,klettern::V,yuqorilamoq,se cățăra
982,schaukeln::V,irg'amoq,legăna
983,kriechen::V,ämaklamoq,se târî
984,schwimmen::V,suzmoq,înota
985,tauchen::V,chu'mmoq,se scufunda
986,rudern::V,eshkak eshmoq,vâsli
987,rudern::V,eshkak eshmoq,lopăta
988,fahren::V,haydamoq,merge
989,fliegen::V,uchmoq,zbura
990,gehen::V,bormoq,merge
991,weggehen::V,ketoq,se duce
992,abfahren::V,jo'namoq,pleca
993,anhalten::V,to'xtamoq,se opri
994,hineingehen::V,kirmoq,intra
995,eintreten::V,kirmoq,intra
996,kommen::V,kelmoq,veni
997,ankommen::V,etib kelmoq,sosi
998,ankommen::V,etib kelmoq,ajunge
999,zurückkommen::V,qaytib kelmoq,se întoarce
1000,bleiben::V,qolmoq,rămâne
1001,warten::V,poylamoq,aștepta
1002,erwarten::V,kutmoq,aștepta
1003,suchen::V,izlamoq,căuta
1004,finden::V,topmoq,găsi
1005,versuchen::V,chalishmoq,încerca
1006,vorbereiten::V,hozirlamoq,pregăti
1007,lieben::V,sevmoq,iubi
1008,mögen::V,ardoqlamoq,plăcea a
1009,lachen::V,kulmoq,râde
1010,rühren::V,ta'sirlantirmoq,mișca
1011,rühren::V,ta'sirlantirmoq,înduioșa
1012,weinen::V,yig'lamoq,plânge
1013,schimpfen::V,koyinmoq,înjura
1014,sich ärgern::V,g'azab qilmoq,se supăra
1015,sich fürchten::V,hurkmoq,se teme
1016,sich fürchten::V,hurkmoq,fi teamă a
1017,fürchten::V,qo'rqmoq,se teme de
1018,fliehen::V,qochmoq,fugi
1019,flüchten::V,qochmoq,evada
1020,sehen::V,ko'rmoq,vedea
1021,anschauen::V,razm solmoq,privi
1022,ansehen::V,razm qilmoq,privi
1023,hören::V,äshitmoq,auzi
1024,zuhören::V,tinglamoq,asculta
1025,probieren::V,tatib ko'rmoq,gusta
1026,riechen::V,iskamoq,mirosi
1027,fühlen::V,sezmoq,simți
1028,fühlen::V,sezmoq,resimți
1029,scheinen::V,tuyilmoq,părea
1030,zu sehen sein::V,ko'rinmoq,se vedea
1031,vernehmen::V,äshitmoq,auzi
1032,frieren::V,sovuq qotmoq,fi frig
1033,tun::V,ätmoq,face
1034,können::V,-a olmoq,ști
1035,können::V,-a olmoq,putea
1036,können::V,-y olmoq,ști
1037,können::V,-y olmoq,putea
1038,wollen::V,istamoq,dori
1039,anfangen::V,boshlamoq,începe
1040,beenden::V,bitirmoq,sfârși
1041,beenden::V,bitirmoq,termina
1042,aufhören::V,tinmoq,înceta
1043,gelingen::V,muvaffaqiyat qozonmoq,reuși
1044,gelingen::V,muvaffaqiyat qozonmoq,izbuti
1045,geraten::V,bo'lmoq,reuși
1046,öffnen::V,ochmoq,deschide
1047,schließen::V,yopmoq,închide
1048,stellen::V,qo'ymoq,pune
1049,stellen::V,qo'ymoq,așeza
1050,setzen::V,o'tqazmoq,pune
1051,setzen::V,o'tqazmoq,așeza
1052,legen::V,yotqizmoq,pune
1053,berühren::V,tegmoq,atinge
1054,verbinden::V,ulamoq,lega
1055,bedecken::V,bekitmoq,acoperi
1056,aufhängen::V,ildirmoq,atârna
1057,aufhängen::V,ildirmoq,spânzura
1058,anzünden::V,yondirmoq,aprinde
1059,aufheben::V,ko'tarmoq,ridica
1060,aufheben::V,ko'tarmoq,lua de jos
1061,zurücklassen::V,ayrilmoq,lăsa
1062,zurücklassen::V,ayrilmoq,lăsa în urmă
1063,verlieren::V,yo'qotmoq,pierde
1064,fallen lassen::V,tushirmoq,scăpa
1065,fallen lassen::V,tushirmoq,arunca
1066,machen::V,qilmoq,face
1067,herstellen::V,chiqarmoq,fabrica
1068,herstellen::V,chiqarmoq,confecționa
1069,bauen::V,solmoq,clădi
1070,bauen::V,solmoq,construi
1071,reparieren::V,tuzatmoq,repara
1072,verbessern::V,isloh qilmoq,ameliora
1073,verbessern::V,isloh qilmoq,îmbunătăți
1074,ändern::V,o'zgartirmoq,schimba
1075,ändern::V,o'zgartirmoq,modifica
1076,graben::V,qazimoq,săpa
1077,beugen::V,bukmoq,curba
1078,biegen::V,bukmoq,îndoi
1079,biegen::V,bukmoq,încovoia
1080,drehen::V,aylantirmoq,învârti
1081,wenden::V,burmoq,întoarce
1082,umdrehen::V,ag'darmoq,învârti
1083,umdrehen::V,ag'darmoq,întoarce
1084,heben::V,yuksaltirmoq,ridica
1085,hochheben::V,ko'tarmoq,ridica
1086,ergreifen::V,tutamlamoq,lua
1087,ergreifen::V,tutamlamoq,apuca
1088,halten::V,tutmoq,ține
1089,drücken::V,bosmoq,apăsa
1090,drücken::V,bosmoq,strânge
1091,schieben::V,surmoq,împinge
1092,kratzen::V,qashimoq,zgâria
1093,lecken::V,mijimoq,linge
1094,beißen::V,tishlamoq,mușca
1095,abreißen::V,emirmoq,rupe
1096,abreißen::V,emirmoq,smulge
1097,abschneiden::V,cho'rt kesmoq,scurta
1098,binden::V,bog'lamoq,lega
1099,stecken::V,suqmoq,pune
1100,brechen::V,sindirmoq,rupe
1101,brechen::V,sindirmoq,frânge
1102,klopfen::V,dukurlamoq,ciocăni
1103,hauen::V,urmoq,lovi
1104,kleben::V,yopishtirmoq,lipi
1105,reiben::V,surkamoq,freca
1106,reiben::V,surkamoq,fricționa
1107,streichen::V,surkamoq,unge
1108,schleifen::V,qayramoq,ascuți
1109,schneiden::V,kesmoq,tăia
1110,rütteln::V,chayqamoq,zgâlțâi
1111,schütteln::V,chayqamoq,scutura
1112,schwenken::V,chayqatmoq,agita
1113,schütten::V,quymoq,vărsa
1114,füllen::V,to'ldirmoq,umple
1115,einwickeln::V,chulg'amoq,înveli
1116,einwickeln::V,chulg'amoq,înfășura
1117,tragen::V,tashimoq,căra
1118,schleppen::V,sudramoq,târî
1119,ziehen::V,tortmoq,trage
1120,aufbewahren::V,tutmoq,păstra
1121,aufbewahren::V,tutmoq,conserva
1122,werfen::V,tashlamoq,arunca
1123,fangen::V,tutmoq,prinde
1124,packen::V,opqochmoq,apuca
1125,verstecken::V,yashirmoq,ascunde
1126,teilen::V,bo'lmoq,împărți
1127,schicken::V,yubormoq,trimite
1128,bringen::V,keltirmoq,aduce
1129,hinzufügen::V,tirkamoq,adăuga
1130,bekommen::V,olmoq,obține
1131,bekommen::V,olmoq,dobândi
1132,erhalten::V,olmoq,primi
1133,erhalten::V,olmoq,căpăta
1134,nehmen::V,olmoq,lua
1135,wählen::V,saylamoq,opta
1136,wählen::V,saylamoq,alege
1137,auswählen::V,saylamoq,selecta
1138,bewahren::V,saqlamoq,păstra
1139,behindern::V,xalal bermoq,stingheri
1140,verderben::V,xazon qilmoq,strica
1141,beschädigen::V,buzmoq,strica
1142,zerbrechen::V,sindirmoq,rupe
1143,zerbrechen::V,sindirmoq,frânge
1144,zerreißen::V,yirtmoq,rupe
1145,zerreißen::V,yirtmoq,sfâșia
1146,zerstören::V,vayron qilmoq,distruge
1147,verbrennen::V,kuydirmoq,arde
1148,verbrennen::V,kuydirmoq,incendia
1149,geben::V,bermoq,da
1150,reichen::V,bermoq,întinde
1151,schenken::V,sovg'a qilmoq,dărui
1152,versprechen::V,va'da bermoq,făgădui
1153,wünschen::V,orziqmoq,ura
1154,loben::V,maqtamoq,lăuda
1155,küssen::V,o'pmoq,săruta
1156,wiegen::V,tebratmoq,legăna
1157,zudecken::V,yopmoq,acoperi
1158,wecken::V,uyg'otmoq,trezi
1159,wecken::V,uyg'otmoq,deștepta
1160,zeigen::V,ko'rsatmoq,arăta
1161,führen::V,boshlik bo'lmoq,călăuzi
1162,lehren::V,o'rgatmoq,preda
1163,lehren::V,o'rgatmoq,învăța
1164,unterrichten::V,dars bermoq,învăța
1165,unterrichten::V,dars bermoq,instrui
1166,aufziehen::V,o'stirmoq,crește
1167,leiten::V,boshqarmoq,duce
1168,leiten::V,boshqarmoq,conduce
1169,antreiben::V,shoshiltirmoq,împinge
1170,antreiben::V,shoshiltirmoq,încuraja
1171,lassen::V,ruxsat bermoq,pune pe să
1172,einladen::V,taklif kilmoq,invita
1173,vereinigen::V,qo'shmoq,uni
1174,vereinigen::V,qo'shmoq,întruni
1175,besuchen::V,mehmonga bormoq,vizita
1176,besuchen::V,mehmonga bormoq,face o vizită
1177,treffen::V,duchor bo'lmoq,întâlni
1178,sich versammeln::V,to'planmoq,se aduna
1179,spielen::V,o'ynamoq,se juca
1180,singen::V,yalla qilmoq,cânta
1181,tanzen::V,raqs qilmoq,dansa
1182,sich trennen::V,yakkalanmoq,se separa
1183,sich trennen::V,yakkalanmoq,se despărți
1184,verlassen::V,qoldirmoq,părăsi
1185,verlassen::V,qoldirmoq,abandona
1186,retten::V,qutqazmoq,salva
1187,bewachen::V,qo'rimoq,păzi
1188,schützen::V,yoniga olmoq,ocroti
1189,schützen::V,yoniga olmoq,proteja
1190,verteidigen::V,yoqlamoq,apăra
1191,sich schlagen::V,yoqalashmoq,se bate
1192,schießen::V,otmoq,trage
1193,siegen::V,engmoq,birui
1194,siegen::V,engmoq,învinge
1195,ärgern::V,jahl chiqarmoq,supăra
1196,schlagen::V,urmoq,lovi
1197,treten::V,tepmoq,călca
1198,stechen::V,qadamoq,înțepa
1199,stechen::V,qadamoq,împunge
1200,stoßen::V,turtmoq,împinge
1201,stehlen::V,o'g'rilamoq,fura
1202,stören::V,tebratmoq,deranja
1203,belästigen::V,g'ashini keltirmoq,importuna
1204,verbergen::V,berkitmoq,ascunde
1205,täuschen::V,aldamoq,amăgi
1206,betrügen::V,tirriq qilmoq,înșela
1207,töten::V,o'ldirmoq,omorî
1208,wohnen::V,istiqomat qilmoq,sta
1209,wohnen::V,istiqomat qilmoq,locui
1210,arbeiten::V,ishlamoq,lucra
1211,sammeln::V,yig'moq,aduna
1212,sammeln::V,yig'moq,colecționa
1213,pflücken::V,termoq,culege
1214,jagen::V,ov qilmoq,vâna
1215,fischen::V,baliq ovlamoq,pescui
1216,fassen::V,ilinmoq,prinde
1217,hüten::V,boqtirmoq,paște
1218,treiben::V,haydamoq,mână
1219,anbinden::V,bog'lamoq,lega
1220,füttern::V,edirmoq,da de mâncare
1221,melken::V,sog'moq,mulge
1222,hacken::V,chopmoq,toca
1223,hacken::V,chopmoq,sparge
1224,gießen::V,oqizmoq,uda
1225,reifen::V,qizarmoq,pârgui
1226,zubereiten::V,pishirmoq,găti
1227,kochen::V,qaynatmoq,găti
1228,backen::V,yopmoq,coace
1229,braten::V,qovurmoq,coace
1230,umrühren::V,atalamoq,mesteca
1231,stricken::V,to'qimoq,împleti
1232,nähen::V,tikmoq,coase
1233,färben::V,bo'yoqlamoq,vopsi
1234,färben::V,bo'yoqlamoq,colora
1235,reinigen::V,tozalamoq,curăți
1236,waschen::V,yuvmoq,spăla
1237,abwischen::V,surkamoq,șterge
1238,spülen::V,chaymoq,clăti
1239,fegen::V,cho'tkalamoq,mătura
1240,kehren::V,supurmoq,mătura
1241,baden::V,cho'milmoq,se scălda
1242,sich waschen::V,yuvinmoq,se spăla
1243,ausziehen::V,echintirmoq,și scoate
1244,anziehen::V,kiymoq,îmbrăca
1245,sich anziehen::V,kiyinmoq,se îmbrăca
1246,kämmen::V,taramoq,pieptăna
1247,schmücken::V,yasatmoq,împodobi
1248,sagen::V,aytmoq,zice
1249,sagen::V,aytmoq,spune
1250,sprechen::V,so'zlamoq,vorbi
1251,reden::V,gapirmoq,vorbi
1252,reden::V,gapirmoq,discuta
1253,sich unterhalten::V,suhbatlashmoq,conversa
1254,sich unterhalten::V,suhbatlashmoq,sta de vorbă
1255,fragen::V,so'ramoq,întreba
1256,bitten::V,iltimos qilmoq,ruga
1257,erzählen::V,aytib bermoq,spune
1258,erzählen::V,aytib bermoq,povesti
1259,mitteilen::V,bildirmoq,comunica
1260,mitteilen::V,bildirmoq,înștiința
1261,nennen::V,atamoq,numi
1262,nennen::V,atamoq,chema
1263,rufen::V,chaqirmoq,chema
1264,prahlen::V,gerdaymoq,se făli
1265,übersetzen::V,tarjima qilmoq,traduce
1266,denken::V,o'ylamoq,gândi
1267,glauben::V,ishonmoq,crede
1268,bemerken::V,payqamoq,observa
1269,erkennen::V,tanimoq,cunoaște
1270,erkennen::V,tanimoq,recunoaște
1271,begreifen::V,tushunmoq,pricepe
1272,begreifen::V,tushunmoq,înțelege
1273,verstehen::V,anglamoq,înțelege
1274,lernen::V,o'qimoq,învăța
1275,wissen::V,bilmoq,ști
1276,sich erinnern an::V,äsni tanimoq,a-și aminti de
1277,vergessen::V,unutmoq,uita
1278,messen::V,o'lchamoq,măsura
1279,zählen::V,raqamlamoq,număra
1280,rechnen::V,cho'tlamoq,calcula
1281,lesen::V,o'qimoq,citi
1282,malen::V,rasm solmoq,picta
1283,zeichnen::V,chizmoq,desena
1284,schreiben::V,yozmoq,scrie
1285,besitzen::V,ägalamoq,avea
1286,besitzen::V,ägalamoq,poseda
1287,kaufen::V,olmoq,cumpăra
1288,verkaufen::V,sotmoq,vinde
1289,bezahlen::V,to'lamoq,plăti
1290,bezahlen::V,to'lamoq,achita
1291,zahlen::V,to'lamoq,plăti
1292,beherrschen::V,ägalamoq,stăpâni
1293,ertragen::V,chidamoq,răbda
1294,ertragen::V,chidamoq,suporta
