,Concept_ID,lt,sk
1511,färben::V,dažyti,zafarbiť
1512,färben::V,nudažyti,zafarbiť
1513,reinigen::V,valyti,čistiť
1514,reinigen::V,švarinti,čistiť
1515,waschen::V,plauti,myť
1516,waschen::V,mazgoti,myť
1517,waschen::V,skalbti,myť
1518,abwischen::V,nušluostyti,utrieť
1519,spülen::V,plauti,vyplachovať
1520,spülen::V,skalauti,vyplachovať
1521,fegen::V,šluoti,zametať
1522,kehren::V,šluoti,zametať
1523,baden::V,maudytis,kúpať sa
1524,sich waschen::V,praustis,umývať sa
1525,ausziehen::V,numauti,zobliecť
1526,ausziehen::V,nuvilkti,zobliecť
1527,anziehen::V,mauti,obliecť
1528,anziehen::V,apsivilkti,obliecť
1529,sich anziehen::V,rengtis,obliecť sa
1530,sich anziehen::V,apsirengti,obliecť sa
1531,kämmen::V,šukuoti,česať
1532,schmücken::V,puošti,ozdobiť
1533,schmücken::V,dabinti,ozdobiť
1534,schmücken::V,gražinti,ozdobiť
1535,sagen::V,tarti,povedať
1536,sprechen::V,kalbėti,hovoriť
1537,reden::V,šnekėti,rozprávať
1538,sich unterhalten::V,kalbėtis,rozprávať sa
1539,sich unterhalten::V,šnekučiuotis,rozprávať sa
1540,fragen::V,klausti,spýtať sa
1541,bitten::V,prašyti,prosiť
1542,erzählen::V,pasakoti,rozprávať
1543,mitteilen::V,skelbti,oznámiť
1544,mitteilen::V,pranešti,oznámiť
1545,nennen::V,vadinti,nazvať
1546,nennen::V,vadinti,menovať
1547,nennen::V,vardyti,nazvať
1548,nennen::V,vardyti,menovať
1549,rufen::V,šaukti,volať
1550,rufen::V,šaukti,zavolať
1551,rufen::V,kviesti,volať
1552,rufen::V,kviesti,zavolať
1553,prahlen::V,girtis,vystatovať sa
1554,übersetzen::V,versti,preložiť
1555,übersetzen::V,išversti,preložiť
1556,denken::V,galvoti,myslieť
1557,glauben::V,manyti,veriť
1558,glauben::V,tikėti,veriť
1559,bemerken::V,pamatyti,podotknuť
1560,bemerken::V,pamatyti,spozorovať
1561,bemerken::V,pastebėti,podotknuť
1562,bemerken::V,pastebėti,spozorovať
1563,erkennen::V,pažinti,poznať
1564,erkennen::V,atpažinti,poznať
1565,begreifen::V,suvokti,pochopiť
1566,begreifen::V,suvokti,porozumieť
1567,verstehen::V,suprasti,rozumieť
1568,lernen::V,mokytis,učiť sa
1569,wissen::V,žinoti,vedieť
1570,sich erinnern an::V,prisiminti,pamätať si na
1571,vergessen::V,užmiršti,zabudnuť
1572,messen::V,matuoti,merať
1573,zählen::V,skaičiuoti,počítať
1574,rechnen::V,skaičiuoti,rátať
1575,rechnen::V,skaičiuoti,počítať
1576,lesen::V,skaityti,čítať
1577,malen::V,tapyti,maľovať
1578,zeichnen::V,piešti,kresliť
1579,zeichnen::V,žymėti,kresliť
1580,zeichnen::V,braižyti,kresliť
1581,schreiben::V,rašyti,písať
1582,besitzen::V,turėti,mať
1583,besitzen::V,turėti,vlastniť
1584,kaufen::V,pirkti,kúpiť
1585,verkaufen::V,parduoti,predať
1586,bezahlen::V,apmokėti,zaplatiť
1587,zahlen::V,mokėti,platiť
1588,beherrschen::V,valdyti,ovládať
1589,ertragen::V,kę̃sti,znášať
1590,ertragen::V,kę̃sti,vydržať
1591,ertragen::V,pakelti,znášať
1592,ertragen::V,pakelti,vydržať
1593,ertragen::V,iškę̃sti,znášať
1594,ertragen::V,iškę̃sti,vydržať
