,Concept_ID,pl,sv
112,Wiese::N,łąka,äng
113,Wald::N,las,skog
114,Hügel::N,pagórek,höjd
115,Hügel::N,pagórek,kulle
116,Anhöhe::N,wzgórze,höjd
117,Anhöhe::N,wzgórze,backe
118,Berg::N,góra,berg
119,Berg::N,góra,fjäll
120,Gipfel::N,szczyt,topp
121,Gipfel::N,wierzchołek,topp
122,Höhle::N,pieczara,håla
123,Höhle::N,pieczara,grotta
124,Abhang::N,stok,slänt
125,Abhang::N,stok,sluttning
126,Abhang::N,zbocze,slänt
127,Abhang::N,zbocze,sluttning
128,Quelle::N,zdrój,källa
129,Quelle::N,źródło,källa
130,Bach::N,potok,bäck
131,Bach::N,strumień,bäck
132,Fluss::N,rzeka,älv
133,Fluss::N,rzeka,flod
134,Ufer::N,brzeg,strand
135,Küste::N,wybrzeże,kust
136,Festland::N,ląd,fastland
137,Meer::N,morze,hav
138,Bucht::N,zatoka,vik
139,Bucht::N,zatoka,bukt
140,Insel::N,wyspa,ö
141,Blume::N,kwiat,blomma
142,Blume::N,kwiat,blomster
143,Gras::N,trawa,gräs
144,Wurzel::N,korzeń,rot
145,Baum::N,drzewo,träd
146,Stamm::N,pień,stam
147,Rinde::N,kora,bark
148,Ast::N,gałąź,gren
149,Zweig::N,gałąź,kvist
150,Blatt::N,liść,löv
151,Blatt::N,liść,blad
152,Birke::N,brzoza,björk
153,Kiefer[Baum]::N,sosna,tall
154,Weide[Baum]::N,wierzba,pil
155,Weide[Baum]::N,wierzba,vide
156,Tanne::N,jodła,gran
157,Horn::N,róg,horn
158,Feder::N,pióro,fjäder
159,Fell::N,futro,fäll
160,Fell::N,futro,skinn
161,Flügel::N,skrzydło,vinge
162,Klaue::N,szpon,klöv
163,Kralle::N,pazur,klo
164,Schwanz::N,ogon,svans
165,Schwanz::N,ogon,stjärt
166,Ei::N,jajko,ägg
167,Nest::N,gniazdo,rede
168,Nest::N,gniazdo,näste
169,Bau::N,nora,bo
170,Tier::N,zwierzę,djur
171,Herde::N,stado,flock
172,Herde::N,trzoda,flock
173,Kuh::N,krowa,ko
174,Bulle::N,byk,tjur
175,Pferd::N,koń,häst
176,Schaf::N,owca,får
177,Schwein::N,świnia,svin
178,Hund::N,pies,hund
179,Katze::N,kot,katt
180,Katze::N,kotka,katt
181,Bär::N,niedźwiedż,björn
182,Eichhörnchen::N,wiewiórka,ekorre
183,Elch::N,łóś,älg
184,Fuchs::N,lis,räv
185,Hase::N,zając,hare
186,Maus::N,mysz,mus
187,Wolf::N,wilk,varg
188,Vogel::N,ptak,fågel
189,Schwarm::N,stado,svärm
190,Huhn::N,kura,höns
191,Hahn::N,kogut,tupp
192,Gans::N,gęś,gås
193,Adler::N,orzeł,örn
194,Ente::N,kaczka,anka
195,Eule::N,sowa,uggla
196,Kranich::N,żuraw,trana
197,Krähe::N,wrona,kråka
198,Kuckuck::N,kukułka,gök
199,Schwan::N,łabędż,svan
200,Fisch::N,ryba,fisk
201,Barsch::N,okoń,abborre
202,Hecht::N,szczupak,gädda
203,Schlange[Tier]::N,wąż,orm
204,Schlange[Tier]::N,żmija,orm
205,Wurm::N,robak,mask
206,Spinne::N,pająk,spindel
207,Ameise::N,mrówka,myra
208,Laus::N,wesz,lus
209,Mücke::N,komar,mygga
210,Fliege::N,mucha,fluga
211,Schmetterling::N,motyl,fjäril
212,Beere::N,jagoda,bär
213,Apfel::N,jabłko,äpple
214,Pilz::N,grzyb,svamp
215,Zwiebel::N,cebula,lök
216,Saat::N,siew,sådd
217,Korn::N,ziarno,korn
218,Heu::N,siano,hö
219,Schale::N,łupina,skal
220,Grube::N,dół,grop
221,Grube::N,jama,grop
222,Falle::N,pułapka,fälla
223,Schlinge::N,sidła,snara
224,Spur::N,ślad,spår
225,Asche::N,popiół,aska
226,Dreck::N,brud,lort
227,Eisen::N,żelazo,järn
228,Gold::N,złoto,guld
229,Silber::N,srebro,silver
230,Kohle::N,węgiel,kol
231,Glas::N,szkło,glas
232,Lehm::N,glina,lera
233,Sand::N,piasek,sand
234,Mensch::N,człowiek,människa
235,Mann::N,mężczyzna,man
236,Frau::N,kobieta,kvinna
237,Kind::N,dziecko,barn
238,Junge::N,chłopak,pojke
239,Junge::N,chłopiec,pojke
240,Mädchen::N,dziewczynka,flicka
241,Familie::N,rodzina,familj
242,Großvater::N,dziadek,morfar
243,Großmutter::N,babka,farmor
244,Eltern::N,rodzice,föräldrar
245,Vater::N,ojciec,far
246,Mutter::N,matka,mor
247,Sohn::N,syn,son
248,Tochter::N,córka,dotter
249,Bruder::N,brat,bror
250,Schwester::N,siostra,syster
251,Onkel::N,wuj,morbror
252,Onkel::N,stryj,morbror
253,Tante::N,ciotka,tant
254,Ehemann::N,mąż,äkta man
255,Ehefrau::N,żona,hustru
256,Freude::N,radość,fröjd
257,Freude::N,radość,glädje
258,Gelächter::N,śmiech,åtlöje
259,Glück::N,szczęście,lycka
260,Kummer::N,zmartwienie,sorg
261,Wunsch::N,życzenie,önskan
262,Lust::N,chęć,lust
263,Lust::N,ochota,lust
264,Geist::N,duch,ande
265,Gedanke::N,myśl,tanke
266,Gedächtnis::N,pamięć,minne
267,Verstand::N,rozum,förstånd
268,Sinn::N,zmysł,mening
269,Sinn::N,zmysł,betydelse
270,Grund::N,powód,skäl
271,Grund::N,powód,grund
272,Wahrheit::N,prawda,sanning
273,Gespräch::N,rozmowa,samtal
274,Märchen::N,bajka,saga
275,Erzählung::N,opowiadanie,berättelse
276,Nachricht::N,wiadomość,meddelande
277,Neuigkeit::N,nowina,nyhet
278,Name::N,imię,namn
279,Rätsel::N,zagadka,gåta
280,Rede::N,mowa,tal
281,Sprache::N,język,språk
282,Stimme::N,głos,stämma
283,Wort::N,słowo,ord
284,Zeichen::N,znak,tecken
285,Ruf::N,wołanie,rop
286,Lärm::N,hałas,bråk
287,Lärm::N,hałas,oväsen
288,Lärm::N,zgiełk,bråk
289,Lärm::N,zgiełk,oväsen
290,Laut::N,dźwięk,ljud
291,Ton::N,ton,ton
292,Ton::N,dźwięk,ton
293,Lied::N,pieśń,sång
294,Lied::N,piosenka,sång
295,Ruhe::N,spokój,ro
296,Ruhe::N,spokój,lugn
297,Leute::N,ludzie,folk
298,Volk::N,naród,folk
299,Arbeit::N,praca,arbete
300,Arbeit::N,robota,arbete
301,Gast::N,gość,gäst
302,Geschenk::N,prezent,gåva
303,Geschenk::N,prezent,present
304,Geschenk::N,podarunek,gåva
305,Geschenk::N,podarunek,present
306,Spiel::N,gra,lek
307,Spiel::N,gra,spel
308,Spiel::N,zabawa,lek
309,Spiel::N,zabawa,spel
310,Gesellschaft::N,towarzystwo,sällskap
311,Hilfe::N,pomoc,hjälp
312,Freund::N,przyjaciel,vän
313,Kamerad::N,kolega,kamrat
314,Angelegenheit::N,sprawa,ärende
315,Angelegenheit::N,sprawa,angelägenhet
316,Anzahl::N,ilość,antal
317,Art::N,rodzaj,art
318,Art::N,rodzaj,slag
319,Stück::N,kawałek,stycke
320,Teil::N,część,del
321,Hälfte::N,połowa,halva
322,Kreis::N,krąg,krets
323,Kreis::N,krąg,cirkel
324,Kreuz::N,krzyż,kors
325,Kreuz::N,krzyż,kryss
326,Linie::N,linia,linje
327,Strich::N,kreska,streck
328,Abstand::N,odstęp,avstånd
329,Entfernung::N,odległość,avstånd
330,Gegend::N,okolica,trakt
331,Platz::N,miejsce,plats
332,Ort::N,miejsce,plats
333,Ort::N,miejsce,ställe
334,Seite::N,bok,sida
335,Seite::N,strona,sida
336,Mitte::N,środek,mitt
337,Gegenstand::N,przedmiot,föremål
338,Sache::N,rzecz,sak
339,Rand::N,skraj,rand
340,Rand::N,krawędź,rand
341,Kante::N,kant,kant
342,Kante::N,krawędź,kant
343,Ecke::N,róg,vrå
344,Ecke::N,róg,hörn
345,Spitze::N,ostrze,spets
346,Ende::N,koniec,ända
347,Loch::N,dziura,hål
348,Winkel::N,kąt,vinkel
349,Winkel::N,kącik,vinkel
350,Muster::N,wzór,mönster
351,Größe::N,rozmiar,storlek
352,Größe::N,wielkość,storlek
353,Länge::N,długość,längd
354,Höhe::N,wysokość,höjd
355,Gewicht::N,ciężar,tyngd
356,Menge::N,ilość,mängd
357,Haufen::N,kupa,hög
358,Reihe::N,rząd,rad
359,Reihe::N,szereg,rad
360,Boot::N,łódź,båt
361,Boot::N,łódka,båt
362,Ruder::N,wiosło,åra
363,Schlitten::N,sanki,släde
364,Ski::N,narta,skida
365,Lagerfeuer::N,ognisko,lägereld
366,Last::N,ciężar,last
367,Last::N,ciężar,börda
368,Last::N,brzemię,last
369,Last::N,brzemię,börda
370,Gang::N,chód,gång
371,Schritt::N,krok,steg
372,Norden::N,północ,norr
373,Süden::N,południe,söder
374,Westen::N,zachód,väster
375,Osten::N,wschód,öster
376,Holz::N,drzewo,trä
377,Brett::N,deska,bräda
378,Platte::N,płyta,platta
379,Stütze::N,podpora,stöd
380,Stütze::N,podpora,stötta
381,Stange::N,drąg,stång
382,Stange::N,żerdź,stång
383,Stock::N,kij,käpp
384,Stock::N,kij,pinne
385,Stock::N,laska,käpp
386,Stock::N,laska,pinne
387,Stab::N,pręt,stav
388,Rohr::N,rura,rör
389,Haus::N,dom,hus
390,Heim::N,dom,hem
391,Ofen::N,piec,ugn
392,Fußboden::N,podłoga,golv
393,Tisch::N,stół,bord
394,Stuhl::N,krzesło,stol
395,Wiege::N,kołyska,vagga
396,Bett::N,łóżko,säng
397,Bett::N,pościel,säng
398,Regal::N,regał,hylla
399,Kiste::N,skrzynia,låda
400,Fenster::N,okno,fönster
401,Tür::N,drzwi,dörr
402,Tor::N,brama,port
403,Zaun::N,płot,staket
404,Zaun::N,płot,stängsel
405,Zaun::N,parkan,staket
406,Zaun::N,parkan,stängsel
407,Dach::N,dach,tak
408,Leiter::N,drabina,stege
409,Besen::N,miotła,kvast
410,Spaten::N,rydel,spade
411,Schaufel::N,łopata,skovel
412,Schaufel::N,łopata,skyffel
413,Gabel::N,widelec,gaffel
414,Löffel::N,łyżka,sked
415,Messer::N,nóż,kniv
416,Nagel::N,gwóźdź,spik
417,Netz::N,sieć,nät
418,Haken::N,hak,krok
419,Griff::N,chwyt,tag
420,Griff::N,chwyt,handtag
421,Schloss::N,zamek,las
422,Bild::N,obraz,bild
423,Figur::N,figura,figur
424,Puppe::N,lalka,docka
425,Beutel::N,torba,påse
426,Bündel::N,wiązka,bunt
427,Bündel::N,wiązka,knippa
428,Tasche::N,torba,väska
429,Eimer::N,kubeł,hink
430,Eimer::N,kubeł,ämbar
431,Eimer::N,wiadro,hink
432,Eimer::N,wiadro,ämbar
433,Deckel::N,przykrywka,lock
434,Geschirr::N,statki,servis
435,Geschirr::N,statki,porslin
436,Geschirr::N,naczynia,servis
437,Geschirr::N,naczynia,porslin
438,Sack::N,worek,säck
439,Tasse::N,filiżanka,kopp
440,Topf::N,garnek,gryta
441,Topf::N,garnek,kastrull
442,Kessel::N,kocioł,kittel
443,Essen::N,jedzenie,mål
444,Nahrung::N,pokarm,näring
445,Nahrung::N,pożywienie,näring
446,Speise::N,potrawa,maträtt
447,Speise::N,jedzenie,maträtt
448,Fleisch::N,mięso,kött
449,Getreide::N,zboże,säd
450,Getreide::N,zboże,spannmål
451,Brei::N,kasza,gröt
452,Brot::N,chleb,bröd
453,Scheibe::N,kromka,skiva
454,Fett::N,tłuszcz,fett
455,Butter::N,masło,smör
456,Öl::N,olej,olja
457,Salz::N,sól,salt
458,Suppe::N,zupa,soppa
459,Honig::N,miód,honung
460,Milch::N,mleko,mjölk
461,Tee::N,herbata,te
462,Leder::N,skóra,läder
463,Wolle::N,wełna,ull
464,Wolle::N,wełna,ylle
465,Stoff::N,tkanina,tyg
466,Stoff::N,tkanina,stoff
467,Stoff::N,materiał,tyg
468,Stoff::N,materiał,stoff
469,Nadel::N,igła,nål
470,Faden::N,nić,tråd
471,Faden::N,nitka,tråd
472,Knopf::N,guzik,knapp
473,Knoten::N,węzeł,knut
474,Farbe::N,farba,färg
475,Kleidung::N,odzież,klädsel
476,Hemd::N,koszula,skjorta
477,Kragen::N,kołnierz,krage
478,Ärmel::N,rękaw,ärm
479,Hose::N,spodnie,byxor
480,Gürtel::N,pasek,bälte
481,Mütze::N,czapka,mössa
482,Schuh::N,but,sko
483,Schuh::N,bucik,sko
484,Stiefel::N,but,stövel
485,Stiefel::N,kozak,stövel
486,Ring::N,pierścień,ring
487,Band::N,wstęga,band
488,Kamm::N,grzebień,kam
489,Spiegel::N,lustro,spegel
490,Riemen::N,rzemień,rem
491,Schnur::N,sznur,snöre
492,Leine::N,smycz,lina
493,Decke::N,kołdra,täcke
494,Kissen::N,poduszka,dyna
495,Kissen::N,poduszka,kudde
496,Tuch::N,chustka,sjal
497,Handtuch::N,ręcznik,handduk
498,Kraft::N,moc,kraft
499,Kraft::N,siła,kraft
500,Stärke::N,moc,styrka
501,Stärke::N,siła,styrka
502,Gesundheit::N,zdrowie,hälsa
503,Krankheit::N,choroba,sjukdom
504,Schmerz::N,ból,smärta
505,Wunde::N,rana,sår
506,Fieber::N,gorączka,feber
507,Arznei::N,lekarstwo,medicin
508,Arznei::N,lekarstwo,läkemedel
509,Brücke::N,most,bro
510,Brunnen::N,studnia,brunn
511,Weide::N,pastwisko,bete
512,Pfad::N,ścieżka,stig
513,Weg::N,droga,väg
514,Straße::N,ulica,gata
515,Dorf::N,wieś,by
516,Stadt::N,miasto,stad
517,Brief::N,list,brev
518,Buch::N,książka,bok
519,Buchstabe::N,litera,bokstav
520,Zeitung::N,gazeta,tidning
521,Zeitung::N,dziennik,tidning
522,Leben::N,życie,liv
523,Tod::N,śmierć,död
524,Grab::N,grób,grav
525,Kirche::N,kościół,kyrka
526,Sünde::N,grzech,synd
527,Gott::N,bóg,gud
528,Arbeiter::N,robotnik,arbetare
529,Chef::N,szef,chef
530,Meister::N,mistrz,mästare
531,Meister::N,majster,mästare
532,Arzt::N,lekarz,läkare
533,Lehrer::N,nauczyciel,lärare
534,Geld::N,pieniądze,pengar
535,Geschäft::N,sprawa,rörelse
536,Geschäft::N,interes,rörelse
537,Laden::N,sklep,affär
538,Preis::N,cena,pris
539,Ware::N,towar,vara
540,Nutzen::N,pożytek,gagn
541,Nutzen::N,pożytek,nytta
542,Reichtum::N,bogactwo,rikedom
543,Welt::N,świat,värld
544,Land::N,kraj,land
545,Staat::N,państwo,stat
546,König::N,król,kung
547,König::N,król,konung
548,Macht::N,władza,makt
549,Grenze::N,granica,gräns
550,Krieg::N,wojna,krig
551,Feind::N,wróg,fiende
552,Gewalt::N,władza,våld
553,Kampf::N,bój,kamp
554,Kampf::N,bój,strid
555,Kampf::N,walka,kamp
556,Kampf::N,walka,strid
557,Bogen[Waffe]::N,łuk,båge
558,Pfeil::N,strzała,pil
559,Gewehr::N,karabin,gevär
560,Fehler::N,błąd,fel
561,Lüge::N,kłamstwo,lögn
562,Schaden::N,szkoda,skada
563,Unglück::N,nieszczęście,otur
564,Unglück::N,nieszczęście,olycka
565,Schuld::N,wina,skuld
566,Alter::N,wiek,ålder
567,Schluss::N,koniec,slut
568,Schluss::N,zakończenie,slut
569,Zeit::N,czas,tid
570,Tag::N,dzień,dag
571,Morgen::N,ranek,morgon
572,Morgen::N,poranek,morgon
573,Mittag::N,południe,middag
574,Abend::N,wieczór,kväll
575,Nacht::N,noc,natt
576,Woche::N,tydzień,vecka
577,Monat::N,miesiąc,månad
578,Jahr::N,rok,år
579,Frühling::N,wiosna,vår
580,Sommer::N,lato,sommar
581,Herbst::N,jesień,höst
582,Winter::N,zima,vinter
583,Januar::N,styczeń,januari
584,Februar::N,luty,februari
585,März::N,marzec,mars
586,April::N,kwiecień,april
587,Mai::N,maj,maj
588,Juni::N,czerwiec,juni
589,Juli::N,lipiec,juli
590,August::N,sierpień,augusti
591,September::N,wrzesień,september
592,Oktober::N,październik,oktober
593,November::N,listopad,november
594,Dezember::N,grudzień,december
595,Montag::N,poniedziałek,måndag
596,Dienstag::N,wtorek,tisdag
597,Mittwoch::N,środa,onsdag
598,Donnerstag::N,czwartek,torsdag
599,Freitag::N,piątek,fredag
600,Samstag::N,sobota,lördag
601,Sonntag::N,niedziela,söndag
602,groß::A,duży,stor
603,groß::A,wielki,stor
604,klein::A,mały,liten
605,lang::A,długi,lång
606,kurz::A,krótki,kort
607,breit::A,szeroki,bred
608,schmal::A,wąski,smal
609,dicht::A,gęsty,tät
610,dick[Gegenstand]::A,gruby,tjock
611,dünn::A,cienki,tunn
612,fein::A,drobny,fin
613,fest::A,mocny,fast
614,fest::A,twardy,fast
615,flach::A,płaski,platt
616,glatt::A,gładki,glatt
617,hart::A,twardy,hård
618,weich::A,miękki,mjuk
619,rund::A,okrągły,rund
620,spitz::A,spiczasty,toppig
621,spitz::A,spiczasty,spetsig
622,scharf::A,ostry,vass
623,scharf::A,ostry,skarp
624,stumpf::A,tępy,slö
625,schwer::A,ciężki,tung
626,schön::A,ładny,skön
627,schön::A,ładny,vacker
628,schön::A,piękny,skön
629,schön::A,piękny,vacker
630,heiß::A,gorący,het
631,warm::A,ciepły,varm
632,kalt::A,zimny,kall
633,kühl::A,chłodny,sval
634,kühl::A,chłodny,kylig
635,frisch::A,świeży,färsk
636,feucht::A,wilgotny,fuktig
637,nass::A,mokry,våt
638,trocken::A,suchy,torr
639,voll::A,pełny,full
640,leer::A,pusty,tom
641,leer::A,próżny,tom
642,offen::A,otwarty,öppen
643,geschlossen::A,zamknięty,stängd
644,sauber::A,czysty,ren
645,schmutzig::A,brudny,snuskig
646,roh::A,surowy,rå
647,reif::A,dojrzały,mogen
648,lecker::A,smaczny,läcker
649,süß::A,słodki,söt
650,bitter::A,gorzki,besk
651,bitter::A,gorzki,bitter
652,sauer::A,kwaśny,sur
653,hell::A,jasny,ljus
654,dunkel::A,ciemny,mörk
655,schwarz::A,czarny,svart
656,weiß::A,biały,vit
657,rot::A,czerwony,röd
658,gelb::A,żółty,gul
659,blau::A,błękitny,blå
660,blau::A,niebieski,blå
661,grün::A,zielony,grön
662,grau::A,szary,grå
663,bunt::A,barwny,brokig
664,billig::A,tani,billig
665,teuer::A,drogi,dyr
666,wertvoll::A,cenny,värdefull
667,blind::A,ślepy,blind
668,taub::A,głuchy,döv
669,kräftig::A,mocny,kraftig
670,stark::A,silny,stark
671,schwach::A,słaby,svag
672,fett::A,tłusty,fet
673,schlank::A,smukły,slank
674,hübsch::A,ładny,snygg
675,hübsch::A,ładny,vacker
676,böse::A,zły,ond
677,böse::A,zły,elak
678,dumm::A,głupi,dum
679,faul::A,leniwy,lat
680,fleißig::A,pilny,flitig
681,geizig::A,skąpy,snål
682,geizig::A,skąpy,girig
683,klug::A,mądry,klok
684,geschickt::A,zręczny,händig
685,geschickt::A,zręczny,skicklig
686,lieb::A,miły,kär
687,lieb::A,miły,snäll
688,lustig::A,wesoły,rolig
689,lustig::A,wesoły,lustig
690,sanft::A,łagodny,mild
691,hungrig::A,głodny,hungrig
692,krank::A,chory,sjuk
693,nackt::A,nagi,naken
694,traurig::A,smutny,ledsen
695,traurig::A,smutny,sorgsen
696,lebendig::A,żywy,levande
697,gut::A,dobry,bra
698,schlecht::A,zły,dålig
699,richtig::A,słuszny,riktig
700,richtig::A,właściwy,riktig
701,schlimm::A,zły,illa
702,wahr::A,prawdziwy,sann
703,alt::A,stary,gammal
704,neu::A,nowy,ny
705,ehemalig::A,były,forn
706,ehemalig::A,były,tidigare
707,alt[Lebewesen]::A,stary,gammal
708,jung::A,młody,ung
709,arm::A,ubogi,fattig
710,arm::A,biedny,fattig
711,reich::A,bogaty,rik
712,bekannt::A,znany,känd
713,berühmt::A,słynny,berömd
714,fremd::A,obcy,främmande
715,fremd::A,cudzy,främmande
716,verschieden::A,różny,åtskillig
717,nah::A,bliski,nära
718,fern::A,daleki,fjärran
719,linker::A,lewy,vänster
720,rechter::A,prawy,höger
721,anderer::A,inny,annan
722,erster::A,pierwszy,första
723,zweiter::A,drugi,andra
724,dritter::A,trzeci,tredje
725,letzter::A,ostatni,sist
726,allein::ADV,sam,allena
727,auf einmal::ADV,naraz,på en gång
728,zusammen::ADV,razem,tillsammans
729,lange::ADV,długo,länge
730,plötzlich::ADV,nagle,plötsligt
731,sofort::ADV,natychmiast,strax
732,sofort::ADV,natychmiast,genast
733,später::ADV,później,senare
734,jetzt::ADV,teraz,nu
735,jetzt::ADV,obecnie,nu
736,heute::ADV,dziś,i dag
737,heute::ADV,dzisiaj,i dag
738,morgen::ADV,jutro,i morgon
739,bald::ADV,wkrótce,snart
740,dann::ADV,potem,då
741,gestern::ADV,wczoraj,i går
742,einst::ADV,kiedyś,en gång
743,einst::ADV,niegdyś,en gång
744,damals::ADV,wtedy,då
745,damals::ADV,wtedy,den gången
746,damals::ADV,wówczas,då
747,damals::ADV,wówczas,den gången
748,danach::ADV,następnie,därefter
749,vorher::ADV,przedtem,före
750,vorher::ADV,przedtem,förut
751,zuerst::ADV,naprzód,först
752,zuerst::ADV,najpierw,först
753,einmal::ADV,raz,en gång
754,manchmal::ADV,czasem,ibland
755,oft::ADV,często,ofta
756,immer::ADV,zawsze,alltid
757,niemals::ADV,nigdy,aldrig
758,hier::ADV,tu,här
759,hier::ADV,tutaj,här
760,hierhin::ADV,tu,hit
761,von hier::ADV,stąd,härifrån
762,dort::ADV,tam,där
763,dorthin::ADV,tam,dit
764,geradeaus::ADV,prosto,rätt fram
765,vorwärts::ADV,naprzód,fram
766,vorwärts::ADV,naprzód,framåt
767,rückwärts::ADV,wstecz,baklänges
768,zurück::ADV,z powrotem,tillbaka
769,unten::ADV,u dołu,nere
770,unten::ADV,u dołu,nedanför
771,unten::ADV,na dole,nere
772,unten::ADV,na dole,nedanför
773,hinab::ADV,na_dół,ned
774,hinab::ADV,na_dół,nedåt
775,hinab::ADV,w_dół,ned
776,hinab::ADV,w_dół,nedåt
777,oben::ADV,w górze,ovan
778,oben::ADV,w górze,ovanpå
779,oben::ADV,na górze,ovan
780,oben::ADV,na górze,ovanpå
781,hinauf::ADV,w górę,upp
782,hinauf::ADV,w górę,uppåt
783,hinauf::ADV,na górę,upp
784,hinauf::ADV,na górę,uppåt
785,überall::ADV,wszędzie,överallt
786,nicht::ADV,nie,ej
787,nicht::ADV,nie,inte
788,ein wenig::ADV,trochę,litet
789,kaum::ADV,ledwie,knappt
790,kaum::ADV,ledwie,knappast
791,kaum::ADV,prawie nie,knappt
792,kaum::ADV,prawie nie,knappast
793,sehr::ADV,bardzo,mycket
794,so::ADV,tak,så
795,noch::ADV,jeszcze,än
796,noch::ADV,jeszcze,ännu
797,nur::ADV,tylko,bara
798,nur::ADV,tylko,endast
799,schon::ADV,już,redan
800,wieder::ADV,znów,åter
801,wieder::ADV,znowu,åter
802,vergebens::ADV,na próżno,förgäves
803,vor::PRP,przed,utanför
804,hinter::PRP,za,bakom
805,unter::PRP,pod,under
806,durch::PRP,przez,genom
807,durch::PRP,przez,igenom
808,neben::PRP,obok,bredvid
809,neben::PRP,obok,vid sidan av
810,zwischen::PRP,między,mellan
811,wegen::PRP,z powodu,på grund av
812,dies::PRN,to,detta
813,das::PRN,to,det
814,alles::PRN,wszystko,allt
815,ich::PRN,ja,jag
816,du::PRN,ty,du
817,er::PRN,on,han
818,wir::PRN,my,vi
819,ihr::PRN,wy,ni
820,sie::PRN,oni,de
821,was::FPRN,co,vad
822,wer::FPRN,kto,vem
823,wo::FADV,gdzie,var
824,wohin::FADV,dokąd,vart
825,wie::FADV,jak,hur
826,warum::FADV,dlaczego,varför
827,wieviel::FNUM,ile,hur mycket
828,eins::NUM,jeden,en
829,eins::NUM,jeden,ett
830,zwei::NUM,dwa,två
831,drei::NUM,trzy,tre
832,vier::NUM,cztery,fyra
833,fünf::NUM,pięć,fem
834,sechs::NUM,sześć,sex
835,sieben::NUM,siedem,sju
836,acht::NUM,osiem,åtta
837,neun::NUM,dziewięć,nio
838,zehn::NUM,dziesięć,tio
839,elf::NUM,jedenaście,elva
840,zwölf::NUM,dwanaście,tolv
841,zwanzig::NUM,dwadzieścia,tjugo
842,dreißig::NUM,trzydzieści,trettio
