,Concept_ID,,ca
1021,einladen::V,,convidar
1022,vereinigen::V,,unir
1023,besuchen::V,,visitar
1024,besuchen::V,,anar a veure
1025,treffen::V,,trobar
1026,sich versammeln::V,,reunir-se
1027,spielen::V,,jugar
1028,singen::V,,cantār
1029,tanzen::V,,ballar
1030,sich trennen::V,,separar-se
1031,verlassen::V,,deixar
1032,verlassen::V,,abandonar
1033,retten::V,,salvar
1034,bewachen::V,,vigilar
1035,schützen::V,,protegir
1036,verteidigen::V,,defensar
1037,sich schlagen::V,,barallar-se
1038,schießen::V,,tirar
1039,schießen::V,,disparar
1040,siegen::V,,vèncer
1041,ärgern::V,,enfadar
1042,schlagen::V,,pegar
1043,schlagen::V,,colpejar
1044,treten::V,,donar un cop de peu a
1045,stechen::V,,punxar
1046,stechen::V,,apunyalar
1047,stoßen::V,,empènyer
1048,stehlen::V,,robar
1049,stören::V,,molestar
1050,belästigen::V,,importunar
1051,verbergen::V,,amagar
1052,verbergen::V,,ocultar
1053,täuschen::V,,enganyar
1054,betrügen::V,,estafar
1055,töten::V,,matar
1056,wohnen::V,,vīure
1057,wohnen::V,,habitar
1058,arbeiten::V,,treballar
1059,sammeln::V,,col·leccionar
1060,pflücken::V,,collir
1061,jagen::V,,caçar
1062,fischen::V,,pescar
1063,fassen::V,,atrapar
1064,hüten::V,,pasturar
1065,treiben::V,,arriar
1066,anbinden::V,,lligar
1067,füttern::V,,donar menjar a
1068,melken::V,,munyir
1069,hacken::V,,picar
1070,hacken::V,,tallar
1071,gießen::V,,regar
1072,reifen::V,,madurar
1073,zubereiten::V,,preparar
1074,kochen::V,,coure
1075,backen::V,,coure al forn
1076,braten::V,,rostir
1077,umrühren::V,,remenar
1078,stricken::V,,tricotar
1079,stricken::V,,fer punt de mitja
1080,nähen::V,,cosir
1081,färben::V,,tenyir
1082,reinigen::V,,netejar
1083,waschen::V,,rentār
1084,abwischen::V,,eixugar
1085,spülen::V,,esbandir
1086,fegen::V,,escombrar
1087,kehren::V,,escombrar
1088,baden::V,,banyar-se
1089,sich waschen::V,,rentār-se
1090,ausziehen::V,,treure's
1091,anziehen::V,,posar-se
1092,sich anziehen::V,,vestir-se
1093,kämmen::V,,pentinar
1094,schmücken::V,,adornar
1095,sagen::V,,dir
1096,sprechen::V,,parlar
1097,reden::V,,parlar
1098,sich unterhalten::V,,conversar
1099,fragen::V,,preguntar
1100,bitten::V,,demanar
1101,erzählen::V,,contar
1102,erzählen::V,,explicar
1103,mitteilen::V,,comunicar
1104,nennen::V,,nomenar
1105,rufen::V,,cridar
1106,prahlen::V,,lloar-se
1107,prahlen::V,,jactar-se
1108,übersetzen::V,,traduir
1109,denken::V,,pensar
1110,glauben::V,,creure
1111,bemerken::V,,notar
1112,erkennen::V,,reconèixer
1113,begreifen::V,,comprendre
1114,verstehen::V,,entendre
1115,lernen::V,,aprendre
1116,wissen::V,,saber
1117,sich erinnern an::V,,recordar
1118,vergessen::V,,oblidar
1119,messen::V,,mesurar
1120,zählen::V,,comptar
1121,rechnen::V,,calcular
1122,lesen::V,,llegir
1123,malen::V,,pintar
1124,zeichnen::V,,dibuixar
1125,schreiben::V,,escrīure
1126,besitzen::V,,posseir
1127,kaufen::V,,comprar
1128,verkaufen::V,,vendre
1129,bezahlen::V,,pagar
1130,zahlen::V,,pagar per
1131,beherrschen::V,,dominar
1132,ertragen::V,,aguantar
