,Concept_ID,sv,kn
1131,schmücken::V,smycka,ಅಲಂಕರಿಸು
1132,sagen::V,säga,ಹೇಳು
1133,sprechen::V,tala,ನುಡಿ
1134,reden::V,tala,ನುಡಿ
1135,reden::V,prata,ನುಡಿ
1136,sich unterhalten::V,prata,ಹರಟೆ ಹೊಡಿ
1137,fragen::V,fråga,ವಿಚಾರಿಸು
1138,fragen::V,spörja,ವಿಚಾರಿಸು
1139,bitten::V,be,ಬೇಡು
1140,erzählen::V,berätta,ಹೇಳು
1141,mitteilen::V,meddela,ತಿಳಿಸು
1142,nennen::V,kalla,ಹೆಸರಿಡು
1143,rufen::V,ropa,ಕರೆ
1144,prahlen::V,pråla,ಜಂಬ ಕೊಚ್ಚು
1145,prahlen::V,skryta,ಜಂಬ ಕೊಚ್ಚು
1146,übersetzen::V,tolka,ಭಾಷಾಂತರಿಸು
1147,übersetzen::V,översätta,ಭಾಷಾಂತರಿಸು
1148,denken::V,tänka,ಯೋಚಿಸು
1149,glauben::V,tro,ನಂಬು
1150,bemerken::V,uppmärksamma,ಗಮನಿಸು
1151,bemerken::V,lägga märke till,ಗಮನಿಸು
1152,erkennen::V,känna igen,ಗುರುತುಹಿಡಿ
1153,begreifen::V,begripa,ಗ್ರಹಿಸು
1154,verstehen::V,förstå,ಅರ್ಥಮಾಡಿಕೊ
1155,lernen::V,lära sig,ಕಲಿ
1156,wissen::V,veta,ಅರಿ
1157,sich erinnern an::V,minnas,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1158,sich erinnern an::V,komma ihåg,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1159,vergessen::V,glömma,ಮರೆತುವಿಡು
1160,messen::V,mäta,ಅಳೆ
1161,zählen::V,räkna,ಗಣಿಸು
1162,rechnen::V,räkna,ಲೆಕ್ಕ ಹಾಕು
1163,lesen::V,läsa,ಓದು
1164,malen::V,måla,ಬಿಡಿಸು
1165,zeichnen::V,teckna,ಬಿಡಿಸು
1166,schreiben::V,skriva,ಬರೆ
1167,besitzen::V,äga,ಒಡೆಯನಾಗಿರು
1168,besitzen::V,besitta,ಒಡೆಯನಾಗಿರು
1169,kaufen::V,köpa,ಕೊಳ್ಳು
1170,verkaufen::V,sälja,ಕೊಡು
1171,bezahlen::V,betala,ಬೆಲೆತೆರು
1172,zahlen::V,betala,ಹಣವನ್ನುಕೊಡು
1173,beherrschen::V,behärska,ಅಧಿಕಾರ ನಡೆಸು
1174,ertragen::V,tåla,ಸಹಿಸು
1175,ertragen::V,uthärda,ಸಹಿಸು
