,Concept_ID,de,ab
83,Hitze::N,Hitze,ашоура
84,Raureif::N,Raureif,аҵааҧшқа
85,Regenbogen::N,Regenbogen,ацəаҟəа
86,Donner::N,Donner,адыд
87,Strömung::N,Strömung,аиасра
88,Strömung::N,Strömung,амҩасра
89,Tropfen::N,Tropfen,ацəыкəбар
90,Schaum::N,Schaum,ашəах
91,Schmutz::N,Schmutz,алымт
92,See::N,See,аӡиа
93,Sumpf::N,Sumpf,аӡмах
94,Moor::N,Moor,
95,Wiese::N,Wiese,адəы
96,Wald::N,Wald,абна
97,Hügel::N,Hügel,ахəы
98,Anhöhe::N,Anhöhe,аҳаракыра
99,Berg::N,Berg,ашьха
100,Gipfel::N,Gipfel,ацəқəа
101,Höhle::N,Höhle,аҳаҧы
102,Abhang::N,Abhang,анаара
103,Quelle::N,Quelle,аҵҵырҭа
104,Bach::N,Bach,акəараҷҷа
105,Fluss::N,Fluss,аӡиас
106,Ufer::N,Ufer,ахықə
107,Küste::N,Küste,ахықə
108,Festland::N,Festland,абарра
109,Meer::N,Meer,амшын
110,Bucht::N,Bucht,аӡбжьахала
111,Insel::N,Insel,адгьылбжьаха
112,Blume::N,Blume,ашəҭ
113,Gras::N,Gras,аҳасакьын
114,Wurzel::N,Wurzel,адац
115,Baum::N,Baum,аҵла
116,Stamm::N,Stamm,ашьапы
117,Rinde::N,Rinde,ацəа
118,Ast::N,Ast,амахə
119,Ast::N,Ast,амахəҭа
120,Zweig::N,Zweig,амахə
121,Zweig::N,Zweig,амахəҭа
122,Blatt::N,Blatt,абҕьы
123,Birke::N,Birke,аҵааҵла
124,Kiefer[Baum]::N,Kiefer,амза
125,Weide[Baum]::N,Weide,аҧслыш
126,Tanne::N,Tanne,аҧсаӡ
127,Horn::N,Horn,атəыҩа
128,Feder::N,Feder,ахӡы
129,Fell::N,Fell,ацəа
130,Flügel::N,Flügel,амҵəыжəа
131,Klaue::N,Klaue,ашьапхыц
132,Kralle::N,Kralle,
133,Schwanz::N,Schwanz,аҵыхəа
134,Ei::N,Ei,акəтаӷь
135,Nest::N,Nest,аҭра
136,Nest::N,Nest,аҵысҭра
137,Bau::N,Bau,аҭыҩра
138,Tier::N,Tier,аҧстəы
139,Tier::N,Tier,агыгшəыг
140,Herde::N,Herde,агəарҭа
141,Kuh::N,Kuh,ажə
142,Bulle::N,Bulle,ацə
143,Pferd::N,Pferd,аҽы
144,Schaf::N,Schaf,ауаса
145,Schwein::N,Schwein,аҳəа
146,Hund::N,Hund,ала
147,Katze::N,Katze,ацгəы
148,Bär::N,Bär,амшə
149,Eichhörnchen::N,Eichhörnchen,аеш
150,Elch::N,Elch,аҽаҩа
151,Fuchs::N,Fuchs,абгахəыҷы
152,Hase::N,Hase,ажьа
153,Maus::N,Maus,аҳəынаҧ
154,Wolf::N,Wolf,абгаду
155,Vogel::N,Vogel,аҧсаатə
156,Schwarm::N,Schwarm,
157,Huhn::N,Huhn,акəты
158,Hahn::N,Hahn,арбаҕь
159,Gans::N,Gans,аҟыз
160,Adler::N,Adler,ауарба
161,Ente::N,Ente,акəата
162,Eule::N,Eule,аты
163,Kranich::N,Kranich,апҟа
164,Krähe::N,Krähe,аҟəараан
165,Kuckuck::N,Kuckuck,акəыкəу
166,Schwan::N,Schwan,агьад
167,Fisch::N,Fisch,аҧсыӡ
168,Barsch::N,Barsch,ацəыбла
169,Hecht::N,Hecht,ахиаала
170,Schlange[Tier]::N,Schlange,амаҭ
171,Wurm::N,Wurm,ахəа
172,Wurm::N,Wurm,ахəац
173,Spinne::N,Spinne,абызкаҭаҳа
174,Ameise::N,Ameise,ашышкамс
175,Laus::N,Laus,аҵа
176,Mücke::N,Mücke,акəыбры
177,Fliege::N,Fliege,амҵ
178,Schmetterling::N,Schmetterling,аҧарҧалыкь
179,Beere::N,Beere,аргуц
180,Apfel::N,Apfel,аҵəа
181,Pilz::N,Pilz,акəкəбаа
182,Zwiebel::N,Zwiebel,аџьымшьы
183,Zwiebel::N,Zwiebel,аџьымшьхы
184,Saat::N,Saat,ажəла
185,Korn::N,Korn,арыц
186,Heu::N,Heu,аҭəа
187,Schale::N,Schale,ацəа
188,Grube::N,Grube,ажра
189,Grube::N,Grube,атыша
190,Falle::N,Falle,арыҧҟьа
191,Schlinge::N,Schlinge,аҟəараҟəантə
192,Spur::N,Spur,ашьҭа
193,Asche::N,Asche,ахəа
194,Dreck::N,Dreck,аҳəынҵəа
195,Dreck::N,Dreck,аҟьамсар
196,Eisen::N,Eisen,аиха
197,Gold::N,Gold,ахьы
198,Silber::N,Silber,аразны
199,Kohle::N,Kohle,арацəа
200,Glas::N,Glas,асаркьа
201,Lehm::N,Lehm,анышəаҧшь
202,Sand::N,Sand,аҧслымӡ
203,Mensch::N,Mensch,ауаҩы
204,Mann::N,Mann,ахаҵа
205,Frau::N,Frau,аҧҳəыс
206,Kind::N,Kind,ахəыҷы
207,Junge::N,Junge,аҷкəын
208,Junge::N,Junge,ахаҵарҧыс
209,Mädchen::N,Mädchen,аӡӷаб
210,Familie::N,Familie,аҭаацəа
211,Großvater::N,Großvater,абду
212,Großmutter::N,Großmutter,анду
213,Eltern::N,Eltern,ани аби
214,Vater::N,Vater,аб
215,Mutter::N,Mutter,ан
216,Sohn::N,Sohn,аҧа
217,Tochter::N,Tochter,аҧҳа
218,Bruder::N,Bruder,аиашьа
219,Schwester::N,Schwester,Аҳəшьа
220,Onkel::N,Onkel,абиашьа
221,Onkel::N,Onkel,аншьа
222,Tante::N,Tante,абиаҳəшьа
223,Ehemann::N,Ehemann,ахаҵа
224,Ehemann::N,Ehemann,аҧшəма
225,Ehefrau::N,Ehefrau,аҧҳəыс
226,Freude::N,Freude,агəырӷьара
227,Gelächter::N,Gelächter,ачча
228,Gelächter::N,Gelächter,аччара
229,Glück::N,Glück,аразҟы
230,Kummer::N,Kummer,агəырҩа
231,Wunsch::N,Wunsch,агəхəтəы
232,Wunsch::N,Wunsch,аҭахра
233,Lust::N,Lust,агəазыҳəара
234,Geist::N,Geist,аҧсы
235,Gedanke::N,Gedanke,ахəыцырҭа
236,Gedächtnis::N,Gedächtnis,агəынкылара
237,Verstand::N,Verstand,ахшыҩ
238,Sinn::N,Sinn,аҵакы
239,Grund::N,Grund,амзыз
240,Wahrheit::N,Wahrheit,аиаша
241,Gespräch::N,Gespräch,аиҿцәажәара
242,Märchen::N,Märchen,алакə
243,Erzählung::N,Erzählung,ажәабжь
244,Nachricht::N,Nachricht,адырраҭара
245,Neuigkeit::N,Neuigkeit,ажәабжь ҿыц
246,Name::N,Name,ахьӡ
247,Rätsel::N,Rätsel,ацуфара
248,Rede::N,Rede,ажәа
249,Sprache::N,Sprache,абызшəа
250,Stimme::N,Stimme,абжьы
251,Wort::N,Wort,ажәа
252,Zeichen::N,Zeichen,адырга
253,Ruf::N,Ruf,аҿҭы
254,Lärm::N,Lärm,ашьҭыбжь
255,Laut::N,Laut,ашьҭыбжь
256,Ton::N,Ton,атон
257,Lied::N,Lied,ашəа
258,Ruhe::N,Ruhe,аҭынчра
259,Leute::N,Leute,ауаа
260,Volk::N,Volk,ажəлар
261,Arbeit::N,Arbeit,аусура
262,Gast::N,Gast,асас
263,Geschenk::N,Geschenk,аҳамҭа
264,Geschenk::N,Geschenk,аҿанҵа
265,Spiel::N,Spiel,ахəмарра
266,Gesellschaft::N,Gesellschaft,агəыҧ
267,Hilfe::N,Hilfe,ацхыраара
268,Freund::N,Freund,аҩыза
269,Kamerad::N,Kamerad,Аҧхнагьла
270,Angelegenheit::N,Angelegenheit,аус
271,Anzahl::N,Anzahl,ахыҧхьаӡара
272,Art::N,Art,ахкы
273,Stück::N,Stück,аҽыҭ
274,Teil::N,Teil,ахəҭа
275,Hälfte::N,Hälfte,абжа
276,Kreis::N,Kreis,агьагьа
277,Kreuz::N,Kreuz,аџьар
278,Linie::N,Linie,аицтәар
279,Strich::N,Strich,ацəаҳəа
280,Abstand::N,Abstand,абжьара
281,Entfernung::N,Entfernung,абжьара
282,Gegend::N,Gegend,аҭыҧ
283,Platz::N,Platz,аҭыҧ
284,Ort::N,Ort,аҭыҧ
285,Seite::N,Seite,аган
286,Mitte::N,Mitte,агəҭа
287,Gegenstand::N,Gegenstand,амаҭəар
288,Sache::N,Sache,
289,Rand::N,Rand,аҵкар
290,Kante::N,Kante,авардым
291,Ecke::N,Ecke,акəакь
292,Spitze::N,Spitze,аҧынҵа
293,Ende::N,Ende,анаӡара
294,Loch::N,Loch,акылҵəара
295,Winkel::N,Winkel,агҿаҩра
296,Winkel::N,Winkel,акəындхə
297,Winkel::N,Winkel,акəакь
298,Muster::N,Muster,аҟҟа
299,Größe::N,Größe,изаҟароу
300,Länge::N,Länge,аура
301,Höhe::N,Höhe,агылара
302,Gewicht::N,Gewicht,акапан
303,Menge::N,Menge,
304,Haufen::N,Haufen,ачаҟəа
305,Reihe::N,Reihe,ацəаҳəа
306,Boot::N,Boot,анышь
307,Ruder::N,Ruder,ажəҩа
308,Schlitten::N,Schlitten,ашəаҩауардын
309,Ski::N,Ski,ашəаҩа
310,Ski::N,Ski,ашьахаха
311,Lagerfeuer::N,Lagerfeuer,еиқуу амца
312,Last::N,Last,ахьанҭара
313,Gang::N,Gang,аныҟəара
314,Schritt::N,Schritt,ашьаҿа
315,Norden::N,Norden,аҩада
316,Süden::N,Süden,алада
317,Westen::N,Westen,амраҭашəара
318,Osten::N,Osten,амрагылара
319,Holz::N,Holz,амҿымаҭəахə
320,Brett::N,Brett,аӷəы
321,Platte::N,Platte,ахаҳәцәы
322,Stütze::N,Stütze,аҵаргəа
323,Stütze::N,Stütze,агəышьаҟа
324,Stange::N,Stange,акьат
325,Stock::N,Stock,алаба
326,Stab::N,Stab,акьат
327,Rohr::N,Rohr,абыкь
328,Haus::N,Haus,аҩны
329,Heim::N,Heim,аҭаацəа
330,Ofen::N,Ofen,аҳақə
331,Ofen::N,Ofen,ауаџьаҟ
332,Ofen::N,Ofen,афрына
333,Fußboden::N,Fußboden,адашьма
334,Tisch::N,Tisch,аишәа
335,Stuhl::N,Stuhl,аҟəардə
336,Wiege::N,Wiege,агара
337,Bett::N,Bett,акаруаҭ
338,Regal::N,Regal,акыӷəра
339,Kiste::N,Kiste,аидчаҧала
340,Fenster::N,Fenster,аҧенџьыр
341,Tür::N,Tür,ашə
342,Tor::N,Tor,агəашə
343,Zaun::N,Zaun,аанда
344,Dach::N,Dach,ахыб
345,Leiter::N,Leiter,амардуан
346,Besen::N,Besen,аҧссага
347,Spaten::N,Spaten,ажыга
348,Schaufel::N,Schaufel,аҭəарӷəы
349,Gabel::N,Gabel,ачқьыҧ
350,Löffel::N,Löffel,амҳаҵə
351,Messer::N,Messer,аҳəызба
352,Nagel::N,Nagel,аҵəымӷ
353,Netz::N,Netz,акаҭа
354,Haken::N,Haken,аҵəаҳə
355,Griff::N,Griff,амаа
356,Schloss::N,Schloss,асаҧаҭ
357,Bild::N,Bild,асахьа
358,Figur::N,Figur,афигура
359,Puppe::N,Puppe,акьанџьа
360,Beutel::N,Beutel,асакь
361,Bündel::N,Bündel,аҿаҳəара
362,Tasche::N,Tasche,арҭмаҟ
363,Eimer::N,Eimer,аведра
364,Deckel::N,Deckel,ахҩа
365,Geschirr::N,Geschirr,ачысмаҭəа
366,Sack::N,Sack,асакь
367,Tasse::N,Tasse,аҵəца
368,Topf::N,Topf,акаструлиа
369,Kessel::N,Kessel,ачуан
370,Essen::N,Essen,
371,Nahrung::N,Nahrung,афатə
372,Speise::N,Speise,афатə
373,Fleisch::N,Fleisch,акəац
374,Getreide::N,Getreide,ачакуа
375,Brei::N,Brei,ақашь
376,Brot::N,Brot,ача
377,Scheibe::N,Scheibe,аҽыҭ
378,Scheibe::N,Scheibe,аҿаҵа
379,Fett::N,Fett,ашша
380,Butter::N,Butter,ахəша
381,Öl::N,Öl,азеҭ
382,Salz::N,Salz,аџьыка
383,Suppe::N,Suppe,асуҧ
384,Honig::N,Honig,ацха
385,Milch::N,Milch,ахш
386,Tee::N,Tee,ачаи
387,Leder::N,Leder,ацəа
388,Wolle::N,Wolle,аласа
389,Stoff::N,Stoff,Аба
390,Nadel::N,Nadel,агəыр
391,Faden::N,Faden,арахəыц
392,Knopf::N,Knopf,аҳəынҵəра
393,Knoten::N,Knoten,аиқəҳəала
394,Farbe::N,Farbe,ашəыга
395,Kleidung::N,Kleidung,амаҭəа
396,Hemd::N,Hemd,акьаҿ
397,Kragen::N,Kragen,ахəда
398,Ärmel::N,Ärmel,амаӷра
399,Hose::N,Hose,аиқəа
400,Gürtel::N,Gürtel,амаҟа
401,Mütze::N,Mütze,ахылҧа
402,Schuh::N,Schuh,аимаа
403,Stiefel::N,Stiefel,амагə
404,Ring::N,Ring,амацəаз
405,Band::N,Band,алента
406,Kamm::N,Kamm,ахҳəа
407,Spiegel::N,Spiegel,асаркьа
408,Riemen::N,Riemen,аа
409,Schnur::N,Schnur,ашаха
410,Leine::N,Leine,аҕура
411,Decke::N,Decke,ахыза
412,Kissen::N,Kissen,ахчы
413,Tuch::N,Tuch,акасы
414,Handtuch::N,Handtuch,ампахьшьы
415,Kraft::N,Kraft,амч
416,Stärke::N,Stärke,амч
417,Gesundheit::N,Gesundheit,агəабзиара
418,Krankheit::N,Krankheit,ачымазара
419,Schmerz::N,Schmerz,ахьаа
420,Wunde::N,Wunde,ахəра
421,Fieber::N,Fieber,ашоура
422,Arznei::N,Arznei,ахəшə
423,Brücke::N,Brücke,ацҳа
424,Brunnen::N,Brunnen,аҵыџь
425,Weide::N,Weide,аҳəырҭа
426,Pfad::N,Pfad,амхəасҭа
427,Weg::N,Weg,амҩа
428,Straße::N,Straße,амҩа
429,Dorf::N,Dorf,ақыҭа
430,Stadt::N,Stadt,ақалақь
431,Brief::N,Brief,ашəҟəы
432,Buch::N,Buch,ашəҟəы
433,Buchstabe::N,Buchstabe,анбан
434,Zeitung::N,Zeitung,агазеҭ
435,Leben::N,Leben,аҧсҭазаара
436,Tod::N,Tod,аҧсра
437,Grab::N,Grab,анышəынҭра
438,Kirche::N,Kirche,ауахəама
439,Sünde::N,Sünde,агəнаҳа
440,Gott::N,Gott,анцəа
441,Arbeiter::N,Arbeiter,аусуҩ
442,Chef::N,Chef,Аиҳабы
443,Meister::N,Meister,аҟаза
444,Arzt::N,Arzt,аҳақьым
445,Lehrer::N,Lehrer,арҵаҩы
446,Geld::N,Geld,аҧара
447,Geschäft::N,Geschäft,
448,Laden::N,Laden,амагазин
449,Preis::N,Preis,ахə
450,Ware::N,Ware,атауар
451,Nutzen::N,Nutzen,ақьар
452,Reichtum::N,Reichtum,абеиара
453,Welt::N,Welt,адунеи
454,Land::N,Land,атəыла
455,Staat::N,Staat,аҳəынҭқарра
456,König::N,König,акрал
457,Macht::N,Macht,амчра
458,Grenze::N,Grenze,аҳəаа
459,Krieg::N,Krieg,аибашьра
460,Feind::N,Feind,Аҕа
461,Gewalt::N,Gewalt,ақəымчра
462,Kampf::N,Kampf,ақəҧара
463,Bogen[Waffe]::N,Bogen,ахыц
464,Pfeil::N,Pfeil,ахəымпал
465,Gewehr::N,Gewehr,ашəақь
466,Fehler::N,Fehler,агха
467,Lüge::N,Lüge,амц
468,Schaden::N,Schaden,аҧырхага
469,Unglück::N,Unglück,арыцҳара
470,Schuld::N,Schuld,ахара
471,Alter::N,Alter,ақəра
472,Schluss::N,Schluss,анҵəамҭа
473,Zeit::N,Zeit,аамта
474,Tag::N,Tag,амш
475,Morgen::N,Morgen,ашара
476,Morgen::N,Morgen,ашьыбжь
477,Mittag::N,Mittag,шьыбжьон
478,Abend::N,Abend,ахəылҧаз
479,Abend::N,Abend,ахəлбыҽха
480,Nacht::N,Nacht,аҵх
481,Woche::N,Woche,амчыбжь
482,Monat::N,Monat,
483,Jahr::N,Jahr,
484,Frühling::N,Frühling,ааҕын
485,Sommer::N,Sommer,аҧхын
486,Herbst::N,Herbst,ҭагалан
487,Herbst::N,Herbst,хкаарачан
488,Winter::N,Winter,аӡын
489,Januar::N,Januar,ианвар
490,Februar::N,Februar,февраль
491,März::N,März,март
492,April::N,April,апрель
493,Mai::N,Mai,маи
494,Juni::N,Juni,иуун
495,Juli::N,Juli,иууль
496,August::N,August,август
497,September::N,September,сентиабр
498,Oktober::N,Oktober,октиабр
499,November::N,November,ноиабр
500,Dezember::N,Dezember,декабр
501,Montag::N,Montag,ашəахьа
502,Dienstag::N,Dienstag,аҩаша
503,Mittwoch::N,Mittwoch,ахаша
504,Donnerstag::N,Donnerstag,аҧшьаша
505,Freitag::N,Freitag,ахəаша
506,Samstag::N,Samstag,асабша
507,Sonntag::N,Sonntag,амҽыша
508,groß::A,groß,аду
509,klein::A,klein,амаҷ
510,lang::A,lang,ахəхəа
511,kurz::A,kurz,акьаҿ
512,breit::A,breit,аиужь
513,breit::A,breit,аиҵых
514,schmal::A,schmal,аҭшəа
515,dicht::A,dicht,аилач
516,dick[Gegenstand]::A,dick,ажəпа
517,dünn::A,dünn,
518,fein::A,fein,апа
519,fein::A,fein,аҵаӷа
520,fein::A,fein,аӡа
521,fest::A,fest,аҟаца
522,fest::A,fest,аӷəӷəаҟаца
523,flach::A,flach,ақəаҟьа
524,flach::A,flach,аҧаҟьа
525,glatt::A,glatt,аимаҩзы
526,hart::A,hart,акьакьа
527,weich::A,weich,атата
528,rund::A,rund,акəмпыл
529,spitz::A,spitz,аҵар
530,scharf::A,scharf,аҵар
531,stumpf::A,stumpf,ацагə
532,schwer::A,schwer,ахьанҭа
533,schön::A,schön,аҧшӡа
534,heiß::A,heiß,ашы
535,warm::A,warm,аҧха
536,kalt::A,kalt,ахьшəашəа
537,kühl::A,kühl,ахьшəашəа
538,kühl::A,kühl,ицәыхьшәашәоу
539,frisch::A,frisch,цқьа
540,feucht::A,feucht,ацəаак
541,nass::A,nass,абааӡа
542,trocken::A,trocken,Аба
543,trocken::A,trocken,аҩа
544,voll::A,voll,азна
545,leer::A,leer,аҭацəы
546,offen::A,offen,аарта
547,geschlossen::A,geschlossen,ихҩоу
548,geschlossen::A,geschlossen,иаркыу
549,sauber::A,sauber,ацқьа
550,schmutzig::A,schmutzig,аҟьашь
551,roh::A,roh,
552,reif::A,reif,Арҭ
553,reif::A,reif,аҟала
554,reif::A,reif,иҟалахьоу
555,lecker::A,lecker,ахаа
556,süß::A,süß,азла
557,bitter::A,bitter,аша
558,sauer::A,sauer,аҵəҵəы
559,hell::A,hell,алаша
560,dunkel::A,dunkel,алашьца
561,schwarz::A,schwarz,аиқуаҵәа
562,weiß::A,weiß,ашкəакəа
563,rot::A,rot,аҟаҧшь
564,gelb::A,gelb,аҩеижь
565,blau::A,blau,аҽҵәа
566,grün::A,grün,ашьацҧшҭəала
567,grün::A,grün,аеҵəа
568,grau::A,grau,ацəыш
569,bunt::A,bunt,Аилыҕраа
570,bunt::A,bunt,аҕраҷкəын
571,billig::A,billig,амариа
572,teuer::A,teuer,амҩан
573,wertvoll::A,wertvoll,кыр иаҕсоу
574,wertvoll::A,wertvoll,акыр иаҕсоу
575,blind::A,blind,алашə
576,taub::A,taub,адагəа
577,kräftig::A,kräftig,аӷəӷəа
578,stark::A,stark,абаҟа
579,schwach::A,schwach,акəада
580,fett::A,fett,аҧсыла
581,schlank::A,schlank,акала
582,schlank::A,schlank,акьалантар
583,schlank::A,schlank,аиҿартə
584,hübsch::A,hübsch,аҧшӡа
585,böse::A,böse,абааҧсы
586,dumm::A,dumm,агаӡа
587,faul::A,faul,аашьа
588,fleißig::A,fleißig,иҟубҷоу
589,geizig::A,geizig,акы
590,geizig::A,geizig,акаҷбеи
591,geizig::A,geizig,аҟəџьыр
592,klug::A,klug,аҟəыш
593,klug::A,klug,аҟəыӷа
594,geschickt::A,geschickt,напҟазала
595,lieb::A,lieb,алашара
596,lustig::A,lustig,алах-ҿых
597,lustig::A,lustig,игурҕьаччо
598,lustig::A,lustig,агурҕьа
599,lustig::A,lustig,агурҿыхага
600,sanft::A,sanft,атата
601,sanft::A,sanft,аҟəымшəышə
602,sanft::A,sanft,ақьыҧш
603,hungrig::A,hungrig,амлашь
604,krank::A,krank,ачымазаҩ
605,nackt::A,nackt,аҟьантаз
606,traurig::A,traurig,алахьеиқəҵага
607,lebendig::A,lebendig,абза
608,gut::A,gut,абзиа
609,schlecht::A,schlecht,-хəарҭам
610,richtig::A,richtig,иашоу
611,schlimm::A,schlimm,абааҧсы
612,wahr::A,wahr,агəҭылса
613,wahr::A,wahr,абзиаҵəҟьа
614,alt::A,alt,Ажə
615,neu::A,neu,аҿыц
616,ehemalig::A,ehemalig,анкьатәи
617,alt[Lebewesen]::A,alt,абырг
618,alt[Lebewesen]::A,alt,ақабада
619,alt[Lebewesen]::A,alt,Ажə
620,jung::A,jung,аҟата
621,arm::A,arm,ананамга
622,reich::A,reich,абеиа
623,bekannt::A,bekannt,адыр
624,berühmt::A,berühmt,адыр
625,fremd::A,fremd,атəым
626,verschieden::A,verschieden,Еиуа-еиҧшым
627,nah::A,nah,ааигəа
628,fern::A,fern,ахара
629,linker::A,linker,арма
630,rechter::A,rechter,арҕьа
631,anderer::A,anderer,даҽа
632,anderer::A,anderer,даҽакы
633,erster::A,erster,актәи
634,zweiter::A,zweiter,аҩбатəи
635,dritter::A,dritter,ахҕатәи
636,letzter::A,letzter,аҵыхəтəантəи
637,allein::ADV,allein,мацара
638,auf einmal::ADV,auf einmal,зныкала
639,auf einmal::ADV,auf einmal,зныкҟьара
640,zusammen::ADV,zusammen,аиц...
641,lange::ADV,lange,акыраамҭа
642,plötzlich::ADV,plötzlich,иаалырҟьаны
643,sofort::ADV,sofort,иаразнакҵәҟьа
644,später::ADV,später,уажəшьҭаншəа
645,jetzt::ADV,jetzt,уажәы
646,heute::ADV,heute,иахьа
647,morgen::ADV,morgen,уаҵәы
648,bald::ADV,bald,иласны
649,dann::ADV,dann,нас
650,gestern::ADV,gestern,иацы
651,einst::ADV,einst,зны
652,damals::ADV,damals,усҟан
653,danach::ADV,danach,нас
654,vorher::ADV,vorher,уаанӡа
655,zuerst::ADV,zuerst,азнаказы
656,zuerst::ADV,zuerst,аҧхьа
657,einmal::ADV,einmal,зны
658,manchmal::ADV,manchmal,зны-зынла
659,oft::ADV,oft,лассы-лассы
660,immer::ADV,immer,енагь
661,immer::ADV,immer,еснагь
662,niemals::ADV,niemals,ианакəызаалак
663,hier::ADV,hier,ара
664,hier::ADV,hier,абра
665,hier::ADV,hier,араҟа
666,hierhin::ADV,hierhin,ара
667,hierhin::ADV,hierhin,араҟа
668,von hier::ADV,von hier,арантә
669,dort::ADV,dort,уа
670,dorthin::ADV,dorthin,уахь
671,dorthin::ADV,dorthin,анахь
672,geradeaus::ADV,geradeaus,ишиашоу
673,vorwärts::ADV,vorwärts,ҕхьаҟа
674,rückwärts::ADV,rückwärts,шьҭахьла
675,zurück::ADV,zurück,шьҭахьҟа
676,unten::ADV,unten,лбаа
677,hinab::ADV,hinab,алада
678,oben::ADV,oben,хыхь
679,hinauf::ADV,hinauf,аҩада
680,überall::ADV,überall,зегьынцьара
681,nicht::ADV,nicht,-м
682,ein wenig::ADV,ein wenig,ҕыҭк
683,kaum::ADV,kaum,аарлаҳәа
684,kaum::ADV,kaum,афергьҳәа
685,sehr::ADV,sehr,даара
686,so::ADV,so,ас
687,so::ADV,so,абас
688,noch::ADV,noch,макьана
689,nur::ADV,nur,заҵәык
690,schon::ADV,schon,уажәшьҭа
691,schon::ADV,schon,аиҳа ипоу
692,wieder::ADV,wieder,ҿыц
693,wieder::ADV,wieder,дырҩегь
694,wieder::ADV,wieder,дырҩегьых
695,vergebens::ADV,vergebens,баша
696,vor::PRP,vor,аҕхьа
697,hinter::PRP,hinter,нхыҵ
698,unter::PRP,unter,амҵа
699,unter::PRP,unter,амҵан
700,durch::PRP,durch,
701,neben::PRP,neben,ааигуара
702,zwischen::PRP,zwischen,абжьара
703,wegen::PRP,wegen,-иззы
704,wegen::PRP,wegen,-ҟнытә
705,dies::PRN,dies,ари
706,dies::PRN,dies,абри
707,das::PRN,das,Абни
708,das::PRN,das,убри
709,alles::PRN,alles,зегьы
710,ich::PRN,ich,са
711,ich::PRN,ich,сара
712,du::PRN,du,бара
713,er::PRN,er,иара
714,wir::PRN,wir,ҳара
715,ihr::PRN,ihr,шәара
716,sie::PRN,sie,дара
717,was::FPRN,was,
718,wer::FPRN,wer,дарбан
719,wo::FADV,wo,иабыкуу
720,wo::FADV,wo,аба-
