,Concept_ID,ko,nl
167,Schwarm::N,뗴,zwerm
168,Huhn::N,암탉,kip
169,Huhn::N,암탉,hoen
170,Hahn::N,수탉,haan
171,Gans::N,거위,gans
172,Adler::N,수리,arend
173,Ente::N,오리,eend
174,Eule::N,부엉이,uil
175,Kranich::N,두루미,kraanvogel
176,Krähe::N,까마귀,kraai
177,Kuckuck::N,뻐꾸기,koekoek
178,Schwan::N,배조,zwaan
179,Fisch::N,물고기,vis
180,Barsch::N,농어,baars
181,Hecht::N,에속스,snoek
182,Schlange[Tier]::N,뱀,slang
183,Wurm::N,벌레,worm
184,Spinne::N,거미,spin
185,Ameise::N,개미,mier
186,Laus::N,이,luis
187,Mücke::N,모기,mug
188,Fliege::N,날기,vlieg
189,Schmetterling::N,나비,vlinder
190,Beere::N,장과,bes
191,Apfel::N,사과,appel
192,Pilz::N,고방이,paddestoel
193,Zwiebel::N,양파,ui
194,Saat::N,씨,zaad
195,Korn::N,알맹이,graan
196,Korn::N,알맹이,korrel
197,Heu::N,건초,hooi
198,Schale::N,피상,schil
199,Falle::N,함정,val
200,Schlinge::N,올가미,strop
201,Schlinge::N,멜빵붕대,strop
202,Spur::N,발지국,spoor
203,Asche::N,재,as
204,Dreck::N,똥,drek
205,Dreck::N,오물,drek
206,Eisen::N,쇠,ijzer
207,Eisen::N,철,ijzer
208,Gold::N,항금,goud
209,Silber::N,은,zilver
210,Kohle::N,슻,kool
211,Glas::N,유리,glas
212,Lehm::N,찰흙,klei
213,Sand::N,모래,zand
214,Mensch::N,사람,mens
215,Mann::N,남자,man
216,Frau::N,여자,vrouw
217,Kind::N,아이,kind
218,Junge::N,소녁,jongen
219,Mädchen::N,소녀,meisje
220,Familie::N,가족,gezin
221,Familie::N,가족,familie
222,Großvater::N,할아버지,grootvader
223,Großmutter::N,할머니,grootmoeder
224,Eltern::N,어버오,ouders
225,Vater::N,아버지,vader
226,Mutter::N,어머니,moeder
227,Sohn::N,아들,zoon
228,Tochter::N,딸기,dochter
229,Bruder::N,형제,broer
230,Bruder::N,형제,broeder
231,Schwester::N,누이,zus
232,Schwester::N,누이,zuster
233,Onkel::N,백부,oom
234,Tante::N,아주머니,tante
235,Ehemann::N,남편,echtgenoot
236,Ehefrau::N,아내,echtgenote
237,Freude::N,기쁨,vreugde
238,Gelächter::N,웃음,gelach
239,Glück::N,즐거움,geluk
240,Kummer::N,슬픔,verdriet
241,Wunsch::N,소망,wens
242,Wunsch::N,소망,verlangen
243,Geist::N,할기,geest
244,Gedanke::N,상념,gedachte
245,Gedächtnis::N,기억,geheugen
246,Verstand::N,분별,verstand
247,Verstand::N,지능,verstand
248,Sinn::N,센스,betekenis
249,Grund::N,까닭,reden
250,Wahrheit::N,참,waarheid
251,Wahrheit::N,진실,waarheid
252,Gespräch::N,대화,gesprek
253,Märchen::N,동화,sprookje
254,Erzählung::N,이야기,verhaal
255,Neuigkeit::N,뉴스,nieuws
256,Neuigkeit::N,뉴스,nieuwtje
257,Name::N,이름,naam
258,Rätsel::N,수수께끼,raadsel
259,Rede::N,연설,rede
260,Sprache::N,말,taal
261,Stimme::N,목소리,stem
262,Wort::N,낱말,woord
263,Zeichen::N,신호,teken
264,Ruf::N,부름,roep
265,Lärm::N,소동,lawaai
266,Laut::N,음성,klank
267,Laut::N,음성,geluid
268,Ton::N,목소리,toon
269,Ton::N,목소리,klank
270,Lied::N,노래,lied
271,Ruhe::N,쉼,rust
272,Ruhe::N,쉼,stilte
273,Leute::N,사람들,lui
274,Leute::N,사람들,mensen
275,Volk::N,국중,volk
276,Arbeit::N,근로,werk
277,Arbeit::N,근로,arbeid
278,Arbeit::N,너무,werk
279,Arbeit::N,너무,arbeid
280,Gast::N,손님,gast
281,Geschenk::N,행하,cadeau
282,Geschenk::N,행하,geschenk
283,Spiel::N,무리,spel
284,Gesellschaft::N,교제,gezelschap
285,Hilfe::N,거들음,hulp
286,Hilfe::N,보좌,hulp
287,Freund::N,친구,vriend
288,Kamerad::N,동실자,maat
289,Kamerad::N,동실자,metgezel
290,Angelegenheit::N,용무,zaak
291,Angelegenheit::N,용무,aangelegenheid
292,Anzahl::N,어떤,tal
293,Anzahl::N,어떤,aantal
294,Anzahl::N,수,tal
295,Anzahl::N,수,aantal
296,Art::N,정류,slag
297,Art::N,정류,soort
298,Stück::N,일부분,stuk
299,Teil::N,몱,deel
300,Teil::N,구훠,deel
301,Hälfte::N,2분의,helft
302,Kreis::N,고리,kring
303,Kreis::N,고리,cirkel
304,Kreuz::N,열십자,kruis
305,Linie::N,선,lijn
306,Strich::N,스침,haal
307,Strich::N,스침,streep
308,Abstand::N,거리,afstand
309,Entfernung::N,거리,afstand
310,Gegend::N,곳,streek
311,Gegend::N,부금,streek
312,Platz::N,장소,ruimte
313,Ort::N,장소,oord
314,Ort::N,장소,plaats
315,Seite::N,옆면,zij
316,Seite::N,옆면,kant
317,Seite::N,옆면,zijde
318,Mitte::N,궁간,midden
319,Gegenstand::N,항목,voorwerp
320,Sache::N,뭉에,zaak
321,Rand::N,가,rand
322,Rand::N,가,boord
323,Kante::N,귀퉁,kant
324,Ecke::N,구석,hoek
325,Spitze::N,끝,punt
326,Spitze::N,끝,spits
327,Spitze::N,참단,punt
328,Spitze::N,참단,spits
329,Ende::N,말당,einde
330,Ende::N,말당,uiteinde
331,Loch::N,빙옷,gat
332,Winkel::N,각도,hoek
333,Muster::N,본,dessin
334,Muster::N,본,patroon
335,Muster::N,견복,dessin
336,Muster::N,견복,patroon
337,Größe::N,신장,grootte
338,Länge::N,길이긺,lengte
339,Höhe::N,높이,hoogte
340,Gewicht::N,추,gewicht
341,Menge::N,수양,hoeveelheid
342,Haufen::N,퇴적,hoop
343,Reihe::N,열,rij
344,Reihe::N,열,reeks
345,Boot::N,보트,boot
346,Ruder::N,노,roeiriem
347,Schlitten::N,썰매,slee
348,Schlitten::N,썰매,slede
349,Ski::N,스키,ski
350,Lagerfeuer::N,캠프의 모닥불,kampvuur
351,Last::N,무거운짐,last
352,Last::N,무거운짐,vracht
353,Gang::N,걸음,wandeling
354,Schritt::N,보조,stap
355,Schritt::N,보조,schrede
356,Norden::N,북쪽 ,noorden
357,Süden::N,남쪽,zuiden
358,Westen::N,서쪽,westen
359,Osten::N,동쪽,oosten
360,Holz::N,목재,hout
361,Brett::N,마루널,plank
362,Platte::N,탤,plaat
363,Platte::N,금속판,plaat
364,Stütze::N,버팀목,stut
365,Stütze::N,버팀목,steun
366,Stange::N,장대,stang
367,Stock::N,막대기,stok
368,Stab::N,작대기,staf
369,Rohr::N,갈대,pijp
370,Haus::N,집,huis
371,Heim::N,집,tehuis
372,Ofen::N,아궁이,kachel
373,Fußboden::N,마루,vloer
374,Tisch::N,탁자,tafel
375,Stuhl::N,의자,stoel
376,Wiege::N,발상지,wieg
377,Bett::N,침대,bed
378,Regal::N,서가,rek
379,Kiste::N,짐궤,kist
380,Fenster::N,눔,raam
381,Fenster::N,눔,venster
382,Tür::N,문,deur
383,Tor::N,대문,poort
384,Zaun::N,담장,omheining
385,Dach::N,지붕,dak
386,Leiter::N,사닥다리,ladder
387,Besen::N,비,bezem
388,Spaten::N,가래,schop
389,Schaufel::N,삽,schep
390,Gabel::N,갈래,vork
391,Löffel::N,숟가락,lepel
392,Messer::N,나이프,mes
393,Nagel::N,발툽,spijker
394,Netz::N,그물,net
395,Haken::N,갈고리,haak
396,Griff::N,움켜쥠,handvat
397,Schloss::N,자물쇠,slot
398,Bild::N,그림,beeld
399,Figur::N,몸메,figuur
400,Puppe::N,인형,pop
401,Beutel::N,클,zak
402,Beutel::N,클,buidel
403,Bündel::N,자근다발,pak
404,Bündel::N,자근다발,bundel
405,Tasche::N,가방,tas
406,Eimer::N,동이,emmer
407,Deckel::N,뚜껑,deksel
408,Geschirr::N,식시,vaatwerk
409,Sack::N,조갑,zak
410,Tasse::N,차잔,kop
411,Topf::N,단지,pan
412,Kessel::N,주전자,ketel
413,Essen::N,먹기,eten
414,Nahrung::N,식료,voedsel
415,Speise::N,음식물,spijs
416,Fleisch::N,고기,vlees
417,Getreide::N,곡물,graan
418,Brei::N,젤리,pap
419,Brei::N,젤리,brij
420,Brot::N,빵,brood
421,Scheibe::N,원반,plak
422,Scheibe::N,원반,snede
423,Fett::N,기름,vet
424,Butter::N,버터,boter
425,Öl::N,올리브유,olie
426,Salz::N,소금,zout
427,Suppe::N,국,soep
428,Suppe::N,수프,soep
429,Honig::N,감미,honing
430,Milch::N,유즙,melk
431,Tee::N,차,thee
432,Leder::N,가죽,leer
433,Leder::N,가죽,leder
434,Wolle::N,양털,wol
435,Stoff::N,패료,stof
436,Nadel::N,바늘,naald
437,Faden::N,콘실,draad
438,Knopf::N,단추,knoop
439,Knoten::N,곁절,knoop
440,Farbe::N,색,verf
441,Kleidung::N,옷입기,kledij
442,Kleidung::N,옷입기,kleding
443,Hemd::N,속옷,hemd
444,Kragen::N,깃,kraag
445,Ärmel::N,소매,mouw
446,Hose::N,바지,broek
447,Hose::N,바지,pantalon
448,Gürtel::N,밴드,riem
449,Gürtel::N,밴드,gordel
450,Mütze::N,모자,muts
451,Schuh::N,구두,schoen
452,Stiefel::N,장화,laars
453,Ring::N,고리,ring
454,Band::N,리본,lint
455,Kamm::N,빗,kam
456,Spiegel::N,거울,spiegel
457,Riemen::N,가죽끈,riem
458,Schnur::N,밧줄,koord
459,Leine::N,고삐줄,lijn
460,Decke::N,이부자리,deken
461,Kissen::N,깔개,kussen
462,Tuch::N,천,doek
463,Handtuch::N,수건,handdoek
464,Kraft::N,세력,kracht
465,Stärke::N,힘,sterkte
466,Gesundheit::N,위생,gezondheid
467,Krankheit::N,병,ziekte
468,Schmerz::N,아픔고통,pijn
469,Wunde::N,상처,wond
470,Fieber::N,열별,koorts
471,Arznei::N,약,medicament
472,Arznei::N,약,geneesmiddel
473,Brücke::N,교량,brug
474,Brunnen::N,원천,put
475,Brunnen::N,원천,bron
476,Weide::N,목장,wei
477,Weide::N,목장,weide
478,Pfad::N,좁은길,pad
479,Weg::N,길,weg
480,Straße::N,길,baan
481,Straße::N,길,straat
482,Dorf::N,촌,dorp
483,Dorf::N,촌락,dorp
484,Stadt::N,도시,stad
485,Brief::N,서한,brief
486,Buch::N,책,boek
487,Buchstabe::N,문자,letter
488,Zeitung::N,신문,krant
489,Zeitung::N,신문,dagblad
490,Leben::N,삶,leven
491,Tod::N,죽음,dood
492,Grab::N,무덤,graf
493,Kirche::N,교회,kerk
494,Sünde::N,부정,zonde
495,Gott::N,하느님,god
496,Arbeiter::N,일하는사람,arbeider
497,Chef::N,사장,chef
498,Meister::N,명인,meester
499,Meister::N,대가,meester
500,Arzt::N,의사,arts
501,Arzt::N,의사,dokter
502,Lehrer::N,교사,leraar
503,Lehrer::N,교사,onderwijzer
504,Geld::N,돈,geld
505,Geschäft::N,일,zaak
506,Laden::N,가게,winkel
507,Preis::N,가격,prijs
508,Ware::N,상품,waar
509,Nutzen::N,이익,nut
510,Nutzen::N,이익,voordeel
511,Reichtum::N,많음,rijkdom
512,Welt::N,세상,wereld
513,Land::N,지방,land
514,Staat::N,국가,staat
515,König::N,국왕,koning
516,Macht::N,힘,macht
517,Grenze::N,국경,grens
518,Krieg::N,전쟁,oorlog
519,Feind::N,적,vijand
520,Gewalt::N,권력,geweld
521,Kampf::N,전투,strijd
522,Kampf::N,전투,gevecht
523,Bogen[Waffe]::N,활,boog
524,Pfeil::N,화살,pijl
525,Gewehr::N,무기,geweer
526,Fehler::N,오류,fout
527,Lüge::N,거짓말,leugen
528,Schaden::N,손상,schade
529,Unglück::N,불행,tegenspoed
530,Schuld::N,부채,schuld
531,Alter::N,연령,leeftijd
532,Schluss::N,마감,slot
533,Zeit::N,때,tijd
534,Zeit::N,시간,tijd
535,Tag::N,하루,dag
536,Morgen::N,이침,morgen
537,Morgen::N,이침,ochtend
538,Mittag::N,대낮,middag
539,Abend::N,저녁,avond
540,Nacht::N,밤,nacht
541,Woche::N,근무일,week
542,Monat::N,달,maand
543,Jahr::N,해,jaar
544,Frühling::N,봄,lente
545,Frühling::N,봄,voorjaar
546,Sommer::N,여름,zomer
547,Herbst::N,가을,herfst
548,Winter::N,겨울,winter
549,Januar::N,일월,januari
550,Februar::N,이월,februari
551,März::N,삼월,maart
552,April::N,사월,april
553,Mai::N,오월,mei
554,Juni::N,유월,juni
555,Juli::N,칠월,juli
556,August::N,팔월,augustus
557,September::N,구월,september
558,Oktober::N,시월,oktober
559,November::N,십일월,november
560,Dezember::N,십이월,december
561,Montag::N,월요일,maandag
562,Dienstag::N,화요일,dinsdag
563,Mittwoch::N,수요일,woensdag
564,Donnerstag::N,모교일,donderdag
565,Freitag::N,그묘일,vrijdag
566,Samstag::N,토요일,zaterdag
567,Sonntag::N,일요일,zondag
568,groß::A,큰,groot
569,klein::A,자근,klein
570,lang::A,긴,lang
571,kurz::A,짧은,kort
572,breit::A,넓은,breed
573,schmal::A,좁은,smal
574,dicht::A,농밀한,dicht
575,dick[Gegenstand]::A,두꺼운,dik
576,dünn::A,얇은,dun
577,fein::A,미세한,fijn
578,fest::A,굳은,vast
579,flach::A,얕은,plat
580,glatt::A,반들반들한,glad
581,hart::A,굳은,hard
582,weich::A,연한,week
583,rund::A,둥근,rond
584,spitz::A,뾰족한,spits
585,spitz::A,뾰족한,puntig
586,scharf::A,날카로운,scherp
587,stumpf::A,무딘,stomp
588,schwer::A,무거운,zwaar
589,schön::A,멋진,mooi
590,schön::A,멋진,fraai
591,heiß::A,뜨거운,heet
592,warm::A,따뜻한,warm
593,kalt::A,찬,koud
594,kühl::A,서늘한,koel
595,frisch::A,신선한,fris
596,feucht::A,축축한,vochtig
597,nass::A,젖은,nat
598,trocken::A,마른,droog
599,voll::A,완전한,vol
600,leer::A,빈,leeg
601,offen::A,열린,open
602,geschlossen::A,닫힌,gesloten
603,sauber::A,깨끗한,net
604,sauber::A,깨끗한,schoon
605,schmutzig::A,더러운,vuil
606,roh::A,날게잇의,rauw
607,reif::A,이근,rijp
608,lecker::A,맛있는,lekker
609,süß::A,단,zoet
610,bitter::A,찌르는듯한,bitter
611,sauer::A,산성의,zuur
612,hell::A,밝은,licht
613,hell::A,밝은,helder
614,dunkel::A,어두운,donker
615,schwarz::A,검은,zwart
616,weiß::A,하얀,wit
617,rot::A,붉은,rood
618,gelb::A,황색,geel
619,blau::A,푸른,blauw
620,grün::A,녹색의,groen
621,grau::A,회색의,grijs
622,bunt::A,알록달록한,bont
623,billig::A,싼,goedkoop
624,teuer::A,값비산,duur
625,wertvoll::A,가치가많은,kostbaar
626,wertvoll::A,가치가많은,waardevol
627,blind::A,눈먼,blind
628,taub::A,무감간한,doof
629,kräftig::A,강장한,krachtig
630,stark::A,강한,sterk
631,schwach::A,약한,zwak
632,fett::A,실찐,vet
633,schlank::A,호리호리한,slank
634,hübsch::A,예쁜,leuk
635,böse::A,나쁜,kwaad
636,dumm::A,어리석은,dom
637,faul::A,너덜너덜한,lui
638,fleißig::A,근면한,vlijtig
639,geizig::A,인색한,gierig
640,geschickt::A,교묘한,handig
641,geschickt::A,교묘한,vaardig
642,lieb::A,친애하는,lief
643,lustig::A,유쾌한,vrolijk
644,sanft::A,온화한,zacht
645,hungrig::A,배고픈,hongerig
646,krank::A,병든,ziek
647,nackt::A,벌거벗은,naakt
648,traurig::A,슬픈,treurig
649,traurig::A,슬픈,bedroefd
650,lebendig::A,살아있는,levend
651,gut::A,좋은,goed
652,schlecht::A,나쁜,slecht
653,richtig::A,바른,juist
654,schlimm::A,못된,erg
655,schlimm::A,못된,kwaad
656,wahr::A,참된,waar
657,alt::A,늙은,oud
658,neu::A,새,nieuw
659,ehemalig::A,전의,voormalig
660,alt[Lebewesen]::A,낡은,oud
661,jung::A,젊은,jong
662,arm::A,가난한,arm
663,reich::A,풍부한,rijk
664,bekannt::A,저명한,bekend
665,berühmt::A,유명한,beroemd
666,fremd::A,타처이,vreemd
667,verschieden::A,따른,verscheiden
668,verschieden::A,따른,verschillend
669,nah::A,가까운,nabij
670,nah::A,가까운,nabijgelegen
671,fern::A,먼,ver
672,linker::A,왼쭉의,linker
673,rechter::A,오른쪽의,rechter
674,anderer::A,다른,andere
675,erster::A,첫째,eerste
676,zweiter::A,둘째,tweede
677,dritter::A,셋째,derde
678,letzter::A,의후자의,laatste
679,allein::ADV,훌로,alleen
680,auf einmal::ADV,갑자기,ineens
681,auf einmal::ADV,갑자기,tegelijk
682,zusammen::ADV,모아서,samen
683,zusammen::ADV,모아서,bijeen
684,lange::ADV,오래,lang
685,plötzlich::ADV,둘연한,eensklaps
686,plötzlich::ADV,둘연한,plotsklaps
687,sofort::ADV,즉시,terstond
688,sofort::ADV,즉시,aanstonds
689,sofort::ADV,즉시,onmiddelijk
690,später::ADV,보다늦은,later
691,jetzt::ADV,목하,nu
692,jetzt::ADV,목하,nou
693,jetzt::ADV,목하,thans
694,heute::ADV,오늘,heden
695,heute::ADV,오늘,vandaag
696,morgen::ADV,내일,morgen
697,bald::ADV,곱,gauw
698,bald::ADV,곱,weldra
699,dann::ADV,그경우에,dan
700,dann::ADV,그경우에,toen
701,gestern::ADV,어제,gisteren
702,einst::ADV,옛날에,eens
703,damals::ADV,그때에,toen
704,damals::ADV,그때에,destijds
705,danach::ADV,그 뒤에,daarna
706,vorher::ADV,미리,vooraf
707,vorher::ADV,미리,van tevoren
708,zuerst::ADV,최초로,eerst
709,zuerst::ADV,최초로,het eerst
710,einmal::ADV,한번,eens
711,einmal::ADV,한번,eenmaal
712,manchmal::ADV,땓대로,soms
713,oft::ADV,땓대로,vaak
714,oft::ADV,땓대로,dikwijls
715,immer::ADV,늘,altijd
716,niemals::ADV,결코...(하지)않다,nooit
717,hier::ADV,여기,hier
718,hierhin::ADV,여기로,hierheen
719,dort::ADV,거기,daar
720,dort::ADV,거기,ginds
721,dorthin::ADV,저기예,daarheen
722,geradeaus::ADV,곧장,rechtuit
723,geradeaus::ADV,곧장,rechtdoor
724,vorwärts::ADV,앞으로,vooruit
725,vorwärts::ADV,앞으로,voorwaarts
726,rückwärts::ADV,뒤로,achteruit
727,rückwärts::ADV,뒤로,achterwaarts
728,zurück::ADV,제자리로,terug
729,unten::ADV,아래에,beneden
730,unten::ADV,아래에,onderaan
731,hinab::ADV,아래쪽으로,omlaag
732,hinab::ADV,아래쪽으로,naar beneden
733,oben::ADV,위에,boven
734,hinauf::ADV,위쪽으로,omhoog
735,hinauf::ADV,위쪽으로,naar boven
736,überall::ADV,도처에,alom
737,überall::ADV,도처에,overal
738,nicht::ADV,안,niet
739,ein wenig::ADV,적음,wat
740,kaum::ADV,가의,amper
741,kaum::ADV,가의,nauwelijks
742,sehr::ADV,자주,erg
743,sehr::ADV,자주,zeer
744,so::ADV,그와같이,zo
745,noch::ADV,아직,nog
746,nur::ADV,다만,maar
747,nur::ADV,다만,alleen
748,schon::ADV,이미,al
749,schon::ADV,이미,reeds
750,wieder::ADV,다시,weer
751,wieder::ADV,다시,terug
752,vergebens::ADV,헛되이,vergeefs
753,vergebens::ADV,헛되이,tevergeefs
754,vor::PRP,앞에,voor
755,hinter::PRP,뒤에,achter
756,unter::PRP,잍에,onder
757,unter::PRP,잍에,beneden
758,durch::PRP,통고하여,door
759,neben::PRP,와나란히,naast
760,zwischen::PRP,의사이로,tussen
761,wegen::PRP,때문에,wegens
762,wegen::PRP,때문에,vanwege
763,dies::PRN,이,dit
764,das::PRN,저,dat
765,alles::PRN,모든것,alles
766,ich::PRN,나,ik
767,du::PRN,너,je
768,du::PRN,너,jij
769,er::PRN,그,hij
770,wir::PRN,우리,we
771,wir::PRN,우리,wij
772,ihr::PRN,너희들,jullie
773,sie::PRN,그들,ze
774,sie::PRN,그들,zij
775,was::FPRN,뭣,wat
776,wer::FPRN,누구,wie
777,wo::FADV,어디,waar
778,wohin::FADV,어디로,waarheen
779,wie::FADV,어떻게,hoe
780,warum::FADV,왜,waarom
781,wieviel::FNUM,얼마만큰,hoeveel
782,eins::NUM,하나,één
783,zwei::NUM,둘,twee
784,drei::NUM,셋,drie
785,vier::NUM,넷,vier
786,fünf::NUM,다섯,vijf
787,sechs::NUM,여섯,zes
788,sieben::NUM,일곱,zeven
789,acht::NUM,여덟,acht
790,neun::NUM,아홉,negen
791,zehn::NUM,열,tien
792,elf::NUM,열하나,elf
793,zwölf::NUM,열둘,twaalf
794,zwanzig::NUM,스물,twintig
795,dreißig::NUM,서름,dertig
796,vierzig::NUM,마흔,veertig
797,fünfzig::NUM,숸,vijftig
798,sechzig::NUM,에순,zestig
799,siebzig::NUM,일흔,zeventig
800,achtzig::NUM,여든,tachtig
801,neunzig::NUM,아흔,negentig
802,hundert::NUM,백,honderd
803,tausend::NUM,천,duizend
804,und::CNJ,와,en
805,oder::CNJ,아니면,of
806,stehen::V,서다,staan
807,sitzen::V,앉다,zitten
808,liegen::V,눕다,liggen
809,hängen::V,달다,hangen
810,werden::V,되다,worden
811,passieren::V,지장옶다,gebeuren
812,beginnen::V,시작되다,beginnen
813,enden::V,큳내다,eindigen
814,wechseln::V,병경하다,wijzigen
815,wechseln::V,병경하다,veranderen
816,aufgehen[Sonne]::V,뜨다,opgaan
817,untergehen[Sonne]::V,지다,ondergaan
818,scheinen[Sonne]::V,빛나다,schijnen
819,donnern::V,천둥치다,donderen
820,wehen::V,풀다,waaien
821,strömen::V,흐르다,stromen
822,fließen::V,흐르다,vloeien
823,sich drehen::V,돌다,draaien
824,sich drehen::V,돌다,zich draaien
825,schwanken::V,동요하다,wankelen
826,schwingen::V,흔들다,zwieren
827,fallen::V,떨어지다,vallen
828,brennen::V,타다,branden
829,rauchen::V,김이나다,roken
830,regnen::V,비가오다,regenen
831,gefrieren::V,얼다,bevriezen
832,tauen::V,녹다,dooien
833,schmelzen::V,녹다,smelten
834,trocknen::V,홈치다,drogen
835,sieden::V,끓다,koken
836,sieden::V,끓다,zieden
837,faulen::V,부패하다,rotten
838,verfaulen::V,썩다,verrotten
839,reißen::V,지바찢다,scheuren
840,versinken::V,가라앉다,verzinken
841,vergehen::V,지나가다,vergaan
842,erscheinen::V,나타나다,opdagen
843,erscheinen::V,나타나다,verschijnen
844,verschwinden::V,사라지다,verdwijnen
845,sinken::V,가라앉다,zinken
846,abnehmen::V,떼어내다,afnemen
847,abnehmen::V,떼어내다,verminderen
848,zunehmen::V,증가하다,toenemen
849,steigen::V,상승하다,stijgen
850,steigen::V,상승하다,omhooggaan
