,Concept_ID,br,kn
108,Bucht::N,mor-bihan,ಖಾರಿ
109,Insel::N,enez,ದ್ವೀಪ
110,Blume::N,bleunienn,ಸುಮ
111,Gras::N,geot,ಹುಲ್ಲು
112,Wurzel::N,gwrizienn,ಬೇರು
113,Baum::N,gwezenn,ಮರ
114,Stamm::N,kef,ಕಾಂಡ
115,Rinde::N,rusk,ತೂಗಟಿ
116,Ast::N,barr,ಶಾಖೆ
117,Zweig::N,bod,ರೆಂಬೆ
118,Blatt::N,delienn,ಎಲೆ
119,Birke::N,bezvenn,ಬರ್ಚ್ ಮರ
120,Kiefer[Baum]::N,pinenn,ದೇವದಾರು ಮರ
121,Weide[Baum]::N,halegenn,ವಿಲೋಮರ
122,Tanne::N,sapenn,ಭದ್ರದಾರು
123,Horn::N,korn,ಕೊಂಬು
124,Feder::N,pluñv,ಪುಕ್ಕ
125,Fell::N,kreoñ,ರೋಮ
126,Flügel::N,askell,ರೆಕ್ಕೆ
127,Klaue::N,skilf,ಪಂಜ
128,Kralle::N,skilf,ಉಗುರು
129,Schwanz::N,lost,ಬಾಲ
130,Ei::N,vi,ಮೊಟ್ಟೆ
131,Nest::N,neizh,ಗೂಡು
132,Bau::N,douarenn,ಅಡಗುದಾಣ
133,Tier::N,loen,ಪ್ರಾಣಿ
134,Herde::N,tropell,ಗುಂಪು
135,Kuh::N,buoc'h,ಹಸು
136,Bulle::N,tarv,ಗೂಳಿ
137,Pferd::N,marc'h,ಕುದುರೆ
138,Schaf::N,dañvad,ಕುರಿ
139,Schwein::N,pemoc'h,ಹಂದಿ
140,Hund::N,ki,ನಾಯಿ
141,Katze::N,kazh,ಬೆಕ್ಕು
142,Bär::N,arzh,ಕರಡಿ
143,Eichhörnchen::N,gwiñver,ಉಡುತೆ
144,Elch::N,karv-dour,ಕಡವೆ
145,Fuchs::N,louarn,ನರಿ
146,Hase::N,gad,ಮೊಲ
147,Maus::N,logodenn,ಇಲಿ
148,Wolf::N,bleiz,ತೋಳ
149,Vogel::N,labous,ಪಕ್ಷಿ
150,Schwarm::N,nijad,ಗುಂಪು
151,Huhn::N,yar,ಚಿಕ್
152,Hahn::N,kilhog,ಹುಂಜ
153,Gans::N,gwazenn,ವರಟೆ
154,Adler::N,erer,ಗರುಡ
155,Ente::N,houad,ಬಾತು
156,Eule::N,toud,ಗೂಬೆ
157,Kranich::N,garan,ಕೊಕ್ಕರ
158,Krähe::N,bran,ಕಾಗೆ
159,Kuckuck::N,koukoug,ಕೋಗಿಲೆ
160,Schwan::N,alarc'h,ಹಂಸಪಕ್ಷಿ
161,Fisch::N,pesk,ಮೀನು
162,Barsch::N,brell,ಪರ್ಚ್ ಮೀನು
163,Hecht::N,beked,ಪೈಕ್ ಮೀನು
164,Schlange[Tier]::N,naer,ಹಾವು
165,Wurm::N,preñv,ಹುಳು
166,Spinne::N,kevnidenn,ಊರ್ಣನಾಭ
167,Ameise::N,merion,ಇರುವೆ
168,Laus::N,laouenn,ಹೇನು
169,Mücke::N,moustik,ಸೊಳ್ಳೆ
170,Fliege::N,kelienenn,ನೊಣ
171,Schmetterling::N,balafenn,ಪತಂಗ
172,Beere::N,hog,ನಯವಣ್ಣು
173,Apfel::N,aval,ಸೇಬು
174,Pilz::N,kabell-touseg,ಅಣಬೆ
175,Zwiebel::N,ognonenn,ನೀರುಳ್ಳಿ
176,Saat::N,had,ಬಿತ್ತ
177,Korn::N,ed,ಬೀಜ
178,Heu::N,foenn,ಕರಡ
179,Schale::N,peliadur,ಹೊಟ್ಟು
180,Falle::N,pech,ಬೋನು
181,Schlinge::N,krouglas,ಉರುಲು
182,Asche::N,ludu,ಬೂದಿ
183,Dreck::N,fank,ಹೊಲಸು
184,Eisen::N,houarn,ಕಬ್ಬಿಣ
185,Gold::N,aour,ಚಿನ್ನ
186,Silber::N,arc'hant,ಬೆಳ್ಳಿ
187,Kohle::N,glaou,ಕಲ್ಲಿದ್ದಲು
188,Glas::N,gwer,ಗಾಜು
189,Sand::N,traezh,ಮರಳು
190,Mensch::N,den,ಪುರುಷ
191,Mann::N,den,ಆಳು
192,Frau::N,maouez,ಹೆಣ್ಣು
193,Kind::N,bugel,ಮಗು
194,Junge::N,paotr,ಹುಡುಗ
195,Mädchen::N,plac'h,ಹುಡುಗಿ
196,Familie::N,familh,ಕುಟುಂಬ
197,Großvater::N,tad-kozh,ಅಜ್ಜ
198,Großmutter::N,mamm-gozh,ಅಮ್ಮ
199,Eltern::N,kerent,ಹೆತ್ತವರು
200,Vater::N,tad,ತಂದೆ
201,Mutter::N,mamm,ಅಮ್ಮ
202,Sohn::N,mab,ಮಗ 
203,Tochter::N,merc'h,ಮಗಳು
204,Bruder::N,breur,ತಮ್ಮ
205,Schwester::N,c'hoar,ತಂಗಿ
206,Onkel::N,eontr,ಸೋದರಮಾವ
207,Onkel::N,eontr,ದೊಡ್ಡಪ್ಪ
208,Tante::N,moereb,ಚಿಕ್ಕಮ್ಮ
209,Ehemann::N,gwaz,ಗಂಡ
210,Ehefrau::N,gwreg,ಹೆಂಡತಿ
211,Freude::N,levenez,ನಲಿವು
212,Gelächter::N,c'hoarzherezh,ನಗೆ
213,Glück::N,chañs,ಆನಂದ
214,Kummer::N,doan,ದುಃಖ
215,Wunsch::N,c'hoant,ಬಯಕೆ
216,Lust::N,c'hoant,ಇಷ್ಟ
217,Geist::N,spered,ಆತ್ಮ
218,Gedanke::N,soñj,ಯೋಚನೆ
219,Gedächtnis::N,eñvor,ಸ್ಮರಣೆ
220,Verstand::N,skiant,ಮನಸ್ಸು
221,Sinn::N,ster,ಅರ್ಥ
222,Grund::N,kaoz,ಕಾರಣ
223,Wahrheit::N,gwirionez,ಸತ್ಯ
224,Gespräch::N,kaozeadenn,ಸಂಭಾಷಣೆ
225,Märchen::N,kaoz korriganez,ಸುಳ್ಳು ಕಥೆ
226,Erzählung::N,kontadenn,ಕಥೆ
227,Nachricht::N,keloù,ಸಂದೇಶ
228,Neuigkeit::N,kelaouenn,ಸುದ್ದಿ
229,Name::N,anv,ಹೆಸರು
230,Rätsel::N,divinatez,ಒಗಟು
231,Rede::N,diskour,ಮಾತು
232,Sprache::N,yezh,ಭಾಷೆ
233,Stimme::N,mouezh,ಧ್ವನಿ
234,Wort::N,ger,ಮಾತು
235,Zeichen::N,sin,ಗುರುತು
236,Ruf::N,galv,ಕೂಗು
237,Lärm::N,trouz,ಸದ್ದು
238,Ton::N,ton,ನಾದ
239,Lied::N,kanaouenn,ಗಾನ
240,Ruhe::N,sioulded,ಶಾಂತಿ
241,Leute::N,tud,ಮಂದಿ
242,Volk::N,pobl,ಜನಾಂಗ
243,Arbeit::N,labour,ಕೆಲಸ
244,Gast::N,kouviad,ಅತಿಥಿ
245,Geschenk::N,prof,ಕಾಣಿಕೆ
246,Spiel::N,c'hoari,ಆಟ
247,Gesellschaft::N,kompagnunezh,ಸಂಗ
248,Gesellschaft::N,kavandad,ಸಂಗ
249,Hilfe::N,sikour,ಸಹಾಯ
250,Freund::N,mignon,ಸ್ನೇಹಿತ
251,Kamerad::N,kamarad,ಜೊತೆಗಾರ
252,Angelegenheit::N,afer,ವಿಚಾರ
253,Anzahl::N,niver,ಎಣಿಕೆ
254,Art::N,sort,ತರ
255,Stück::N,tamm,ತುಂಡು
256,Teil::N,pezh,ಭಾಗ
257,Hälfte::N,hanterenn,ಅರ್ಧ
258,Kreis::N,kelc'h,ವೃತ್ತ
259,Kreuz::N,kroaz,ಶಿಲುಬೆ
260,Linie::N,linenn,ರೀಖೆ
261,Strich::N,tenn,ಗೀಟು
262,Abstand::N,distok,ಅಂತರ
263,Entfernung::N,keid,ದೂರ
264,Entfernung::N,kehid,ದೂರ
265,Gegend::N,korn-bro,ವಿಸ್ತೀರ್ಣ
266,Platz::N,plasenn,ಅಂತರ
267,Ort::N,lec'h,ಸ್ಥಳ
268,Seite::N,tu,ಪಕ್ಷ
269,Mitte::N,kreiz,ನಡು
270,Gegenstand::N,tra,ವಸ್ತು
271,Sache::N,tra,ವಸ್ತು
272,Rand::N,kantenn,ಅಂಚು
273,Kante::N,kantenn,ಅಂಚು
274,Ecke::N,korn,ಮೂಲೆ
275,Spitze::N,begell,ತುದಿ
276,Ende::N,dibenn,ಕೊನೆ
277,Loch::N,toull,ತೂತು
278,Muster::N,tresadenn,ನಮೂನೆ
279,Größe::N,ment,ಪ್ರಮಾಣ
280,Länge::N,hirder,ಉದ್ದ
281,Höhe::N,uhelder,ಎತ್ತರ
282,Gewicht::N,pouez,ತೂಕ
283,Menge::N,bern,ಮೊತ್ತ
284,Haufen::N,bern,ರಾಶಿ
285,Reihe::N,steud,ಸಾಲು
286,Boot::N,bag,ದೋಣಿ
287,Ruder::N,roeñv,ಹುಟ್ಟು
288,Schlitten::N,trainell,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
289,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
290,Last::N,karg,ಹೊರೆ
291,Gang::N,kerzh,ತಿರುಗಾಟ
292,Schritt::N,paz,ಹೆಜ್ಜೆ
293,Norden::N,norzh,ಉತ್ತರ
294,Norden::N,hanternoz,ಉತ್ತರ
295,Süden::N,su,ದಕ್ಷಿಣ
296,Süden::N,kreisteiz,ದಕ್ಷಿಣ
297,Westen::N,kuzh-heol,ಪಶ್ಚಿಮ
298,Osten::N,reter,ಮೂಡಲು
299,Osten::N,sav-heol,ಮೂಡಲು
300,Holz::N,koad,ಚೌಬೀನೆ
301,Brett::N,plankenn,ಹಲಗೆ
302,Platte::N,plakenn,ಹಲಗೆ
303,Stütze::N,harp,ಆಸರೆ
304,Stange::N,sparl,ಕಂಬ
305,Stock::N,bazh,ಕೋಲು
306,Stab::N,bazh,ದೊಣ್ಣೆ
307,Rohr::N,tub,ನಳಿಕೆ
308,Rohr::N,korz,ನಳಿಕೆ
309,Haus::N,ti,ಮನೆ
310,Heim::N,kêr,ಗೃಹ
311,Ofen::N,forn,ಒಲೆ
312,Fußboden::N,plañchod,ನೆಲ
313,Tisch::N,taol,ಮೇಜು
314,Stuhl::N,kador,ಕುರ್ಚಿ
315,Wiege::N,kavell,ತೊಟ್ಟಿಲು
316,Bett::N,gwele,ಹಾಸಿಗೆ
317,Regal::N,estajerenn,ಬೀರು
318,Kiste::N,kased,ಪಟ್ಟಿಗೆ
319,Fenster::N,prenestr,ಕಿಟಕಿ
320,Tür::N,dor,ಬಾಗಿಲು
321,Tor::N,portal,ಹೆಬ್ಬಾಗಿಲು
322,Zaun::N,sklotur,ಬೇಲಿ
323,Dach::N,toenn,ಮಾಳಿಗೆ
324,Leiter::N,skeul,ಏಣಿ
325,Besen::N,skubell,ಪೊರಕೆ
326,Spaten::N,pal,ಗುದ್ದಲಿ
327,Schaufel::N,pal,ಸನಿಕೆ
328,Gabel::N,fourchetez,ಕವಲು
329,Löffel::N,loa,ಚಮಚ
330,Messer::N,kontell,ಚಾಕು
331,Nagel::N,tach,ಆಣಿ
332,Netz::N,roued,ಬಲೆ
333,Haken::N,krog,ಕೊಂಡಿ
334,Griff::N,kemer,ಹಿಡಿ
335,Schloss::N,potenn,ವೀಗ
336,Bild::N,skeudenn,ಚಿತ್ರ
337,Figur::N,skeud,ಆಕಾರ
338,Figur::N,figur,ಆಕಾರ
339,Puppe::N,merc'hodenn,ಗೊಂಬೆ
340,Beutel::N,sac'h,ಸಂಚಿ
341,Bündel::N,feskenn,ಕಟ್ಟು
342,Tasche::N,sac'h,ಚೀಲ
343,Eimer::N,sailh,ಬಾನೆ
344,Deckel::N,pallenn,ಮುಚ್ಚಳ
345,Geschirr::N,listriaj,ಭಕ್ಷ್ಯಗಳು
346,Sack::N,sac'h,ಮೂಟೆ
347,Tasse::N,tas,ಬಟ್ಟಲು
348,Topf::N,pod,ಮಡಕೆ
349,Kessel::N,chaodouron,ಕೆಟಲ್
350,Essen::N,pred,ಊಟ
351,Nahrung::N,boued,ಆಹಾರ
352,Speise::N,meuz,ಊಟ
353,Fleisch::N,kig,ಮಾಂಸ
354,Getreide::N,ed,ಧಾನ್ಯ
355,Brei::N,yod,ಗಂಜಿ
356,Brot::N,bara,ರೊಟ್ಟಿ
357,Scheibe::N,tailhenn,ಹೋಳು
358,Fett::N,lard,ಕೊಬ್ಬು
359,Butter::N,amann,ಬೆಣ್ಣೆ
360,Öl::N,eoul,ಎಣ್ಣೆ
361,Salz::N,holen,ಉಪ್ಪು
362,Suppe::N,soubenn,ಎಸರು
363,Honig::N,mel,ಮಧು
364,Milch::N,laezh,ಹಾಲು
365,Tee::N,te,ಚಹ
366,Leder::N,lêr,ಚಕ್ಕಳ
367,Wolle::N,gloan,ಉಣ್ಣೆ
368,Stoff::N,danvez,ಬಟ್ಟೆ
369,Nadel::N,nadoz,ಸೂಜಿ
370,Faden::N,neudenn,ದಾರ
371,Knopf::N,bouton,ಗುಂಡು
372,Knoten::N,skoulm,ಗಂಟು
373,Farbe::N,liv,ಬಣ್ಣ
374,Kleidung::N,dilhad,ಅರಿವೆ
375,Hemd::N,roc'hed,ಅಂಗಿ
376,Kragen::N,gouzoug,ಕುತ್ತಿಗೆಪಟ್ಟಿ
377,Ärmel::N,milgin,ತೋಳು
378,Hose::N,bragoù,ಇಜಾರ
379,Gürtel::N,gouriz,ಬೆಲ್ಟು
380,Mütze::N,boned,ಟೋಪಿ
381,Schuh::N,botez,ಪಾದರಕ್ಷೆ
382,Stiefel::N,botez,ಬೂಟು
383,Ring::N,gwalenn,ಉಂಗುರ
384,Band::N,bagad,ರಿಬ್ಬನ್
385,Kamm::N,krib,ಹಣಿಗೆ
386,Spiegel::N,melezour,ಕನ್ನಡಿ
387,Riemen::N,lerenn,ಬಾರು
388,Schnur::N,kordenn,ಹುರಿ
389,Leine::N,roll,ಹಗ್ಗ
390,Decke::N,golo,ಕಂಬಳಿ
391,Kissen::N,goubenner,ದಿಂಬು
392,Tuch::N,mezher,ಕೊರಳ ಬಟ್ಟೆ
393,Handtuch::N,toailhon,ಚೌಕ
394,Kraft::N,nerzh,ಬಲ
395,Stärke::N,nerzhder,ಶಕ್ತಿ
396,Gesundheit::N,yec'hed,ಆರೋಗ್ಯ
397,Krankheit::N,klañved,ರೋಗ
398,Schmerz::N,poan,ನೋವು
399,Schmerz::N,droug,ನೋವು
400,Wunde::N,gloazadenn,ಗಾಯ
401,Fieber::N,terzhienn,ಜ್ವರ
402,Arznei::N,louzoù,ಔಷಧ
403,Brücke::N,pont,ಸೇತುವೆ
404,Brunnen::N,puñs,ಬಾವಿ
405,Weide::N,prad,ಗೋಮಾಳ
406,Pfad::N,gwenodenn,ದಾರಿ
407,Weg::N,hent,ಹಾದಿ
408,Straße::N,ru,ರಸ್ತೆ
409,Straße::N,hent,ರಸ್ತೆ
410,Dorf::N,kêr,ಹಳ್ಳಿ
411,Dorf::N,kêriadenn,ಹಳ್ಳಿ
412,Stadt::N,kêr,ಪಟ್ಟಣ
413,Brief::N,lizher,ಕಾಗದ
414,Buch::N,levr,ಪುಸ್ತಕ
415,Buchstabe::N,lizherenn,ಅಕ್ಷರ
416,Zeitung::N,kazetenn,ವಾರ್ತಾಪತ್ರಿಕೆ
417,Leben::N,buhez,ಜೀವನ
418,Tod::N,marv,ಮರಣ
419,Grab::N,bez,ಗೋರಿ
420,Kirche::N,iliz,ಚರ್ಚು
421,Sünde::N,pec'hed,ಪಾಪ
422,Gott::N,doue,ದೇವರು
423,Arbeiter::N,labourer,ಕೆಲಸಗಾರ
424,Arbeiter::N,micherour,ಕೆಲಸಗಾರ
425,Chef::N,penn,ದಣಿ
426,Meister::N,mestr,ಶಿಕ್ಷಕ
427,Arzt::N,mezeg,ವೈದ್ಯ
428,Arzt::N,medisin,ವೈದ್ಯ
429,Lehrer::N,skolaer,ಉಪಾಧ್ಯಾಯ
430,Lehrer::N,kelenner,ಉಪಾಧ್ಯಾಯ
431,Geld::N,arc'hant,ಹಣ
432,Geschäft::N,stal,ವಾಣಿಜ್ಯ
433,Laden::N,stal,ಅಂಗಡಿ
434,Preis::N,priz,ಬೆಲೆ
435,Ware::N,marc'hadourezh,ಸರಕು
436,Nutzen::N,gounidegezh,ಲಾಭ
437,Nutzen::N,lañs,ಲಾಭ
438,Nutzen::N,profit,ಲಾಭ
439,Nutzen::N,spleit,ಲಾಭ
440,Reichtum::N,pinvidigezh,ಸಂಪತ್ತು
441,Welt::N,douar,ಭೂಲೋಕ
442,Land::N,bro,ದೇಶ
443,Staat::N,stad,ರಾಜ್ಯ
444,König::N,roue,ರಾಜ
445,Macht::N,galloud,ಅಧಿಕಾರ
446,Grenze::N,harzoù,ಗಡಿ
447,Krieg::N,brezel,ಯುದ್ಧ
448,Feind::N,eneber,ಶತ್ರು
449,Gewalt::N,tâerder,ಹಿಂಸೆ
450,Kampf::N,kann,ಹೋರಾಟ
451,Bogen[Waffe]::N,gwareg,ಬಿಲ್ಲು
452,Pfeil::N,saezh,ಅಂಬು
453,Gewehr::N,fuzuilh,ಬಂದೂಕು
454,Fehler::N,fazi,ತಪ್ಪು
455,Lüge::N,gaou,ಸುಳ್ಳು
456,Schaden::N,gwall,ಹಾನಿ
457,Unglück::N,gwalleur,ಅಪಾಯ
458,Schuld::N,kablusted,ದೋಷ
459,Schuld::N,pec'hedigezh,ದೋಷ
460,Alter::N,oad,ಮುಪ್ಪು
461,Schluss::N,diwezh,ಮುಕ್ತಾಯ
462,Zeit::N,amzer,ಕಾಲ
463,Tag::N,deizh,ದಿನ
464,Morgen::N,beure,ಮುಂಜಾನೆ
465,Morgen::N,mintin,ಮುಂಜಾನೆ
466,Mittag::N,kreisteiz,ನಡುಹಗಲು
467,Abend::N,abardaez,ಸಂಜೆ
468,Nacht::N,noz,ರಾತ್ರಿ
469,Woche::N,sizhun,ವಾರ
470,Monat::N,miz,ತಿಂಗಳು
471,Jahr::N,bloaz,ಸಂವತ್ಸರ
472,Frühling::N,nevezamzer,ವಸಂತ
473,Sommer::N,hañv,ಬಿಸಿಲುಕಾಲ
474,Herbst::N,diskaramzer,ಶರತ್ಕಾಲ
475,Winter::N,goañv,ಚಳಿಗಾಲ
476,Januar::N,Genver,ನಾಲ್ಚಳಿ
477,Februar::N,C'hwevrer,ಅಯ್ಚಳಿ
478,März::N,Meurzh,ಮೊಬ್ಬೇಸಿಗೆ
479,April::N,Ebrel,ಇಬ್ಬೇಸಿಗೆ
480,Mai::N,Mae,ಮುಬ್ಬೇಸಿಗೆ
481,Juni::N,Mezheven,ಮೊಮ್ಮಳೆ
482,Juli::N,Gouhere,ಇಮ್ಮಳೆ
483,August::N,Eost,ಮುಮ್ಮಳೆ
484,September::N,Gwengolo,ನಾಲ್ಮಳೆ
485,Oktober::N,Here,ಮೊಚ್ಚಳಿ
486,November::N,Du,ಇಚ್ಚಳಿ
487,Dezember::N,Kerzu,ಮುಚ್ಚಳಿ
488,Montag::N,Lun,ಸೋಮುವಾರ
489,Dienstag::N,Meurzh,ಮಂಗಳವಾರ
490,Mittwoch::N,Merc'her,ಬುಧವಾರ
491,Donnerstag::N,Yaou,ಗುರುವಾರ
492,Freitag::N,Gwener,ಶುಕ್ರವಾರ
493,Samstag::N,Sadorn,ಶನಿವಾರ
494,Sonntag::N,Sul,ಭಾನುವಾರ
495,groß::A,bras,ದೊಡ್ಡ
496,klein::A,bihan,ಪುಟ್ಟ
497,lang::A,hir,ದೀರ್ಘ
498,kurz::A,berr,ಚಕ್ಕ
499,breit::A,ledan,ಅಗಲವಾದ
500,schmal::A,strizh,ಇಕ್ಕಟ್ಟಾದ
501,dicht::A,stank,ದಟ್ಟ
502,dick[Gegenstand]::A,tev,ದಟ್ಟ
503,dünn::A,moan,ತೆಳು
504,fein::A,munut,ಕೋಮಲ
505,fest::A,start,ಘನ
506,flach::A,plaen,ಚಪ್ಪಟೆ
507,glatt::A,lintr,ನಯ
508,glatt::A,levn,ನಯ
509,hart::A,kalet,ಗಟ್ಟಿ
510,weich::A,blot,ಮೃದುವಾದ
511,rund::A,ront,ವರ್ತುಳ
512,spitz::A,poentet,ಮೊನಚಾದ
513,scharf::A,dremm,ತೀಕ್ಷ್ಣ
514,stumpf::A,talsoc'h,ಮೊಂಡು
515,schwer::A,pounner,ಭಾರಿ
516,schön::A,kaer,ಸುಂದರ
517,heiß::A,tomm,ಬಿಸಿ
518,warm::A,tomm,ಬಿಸಿ
519,kalt::A,yen,ತಣ್ಣನೆಯ
520,kühl::A,yen,ತಂಪಾದ
521,frisch::A,fresk,ನಿರ್ಮಲ
522,feucht::A,gleb,ಒದ್ದೆಯಾದ
523,nass::A,gleb,ಒದ್ದೆಯಾದ
524,trocken::A,sec'h,ಶುಷ್ಕ
525,voll::A,leun,ತುಂಬಿದ
526,leer::A,goullo,ಖಾಲಿ
527,offen::A,digor,ಮುಚ್ಚಲ್ಲದ
528,geschlossen::A,serr,ಮುಚ್ಚಿದ
529,sauber::A,naet,ಶುದ್ಧ
530,schmutzig::A,lous,ಅಶುದ್ಧ
531,roh::A,kriz,ಹಸಿ
532,reif::A,darev,ಹಣ್ಣಾದ
533,lecker::A,lipous,ಗುಚಿಕರ
534,lecker::A,saourus,ಗುಚಿಕರ
535,süß::A,dous,ಸಿಹಿ
536,bitter::A,c'hwerv,ಕಹಿ
537,sauer::A,trenk,ಹುಳಿಯಾದ
538,hell::A,sklaer,ಹೊಳೆಯುವ
539,dunkel::A,teñval,ಮಬ್ಬಾದ
540,schwarz::A,du,ಕಪ್ಪು
541,weiß::A,gwenn,ಬಿಳಿಯ
542,rot::A,ruz,ಕೆಂಪು
543,gelb::A,melen,ಹಳದಯ
544,blau::A,glas,ನೀಲ
545,grün::A,gwer,ಕಾಯಾದ
546,grau::A,louet,ಬೂದುಬಣ್ಣದ
547,bunt::A,liesliv,ವರ್ಣರಂಜಿತ
548,billig::A,marc'had-mat,ಅಗ್ಗ
549,teuer::A,ker,ದುಬಾರಿಯಾದ
550,wertvoll::A,prizius,ಅಮೂಲ್ಯ
551,blind::A,dall,ಅಂಧ
552,taub::A,bouzar,ಕಿವುಡಾದ
553,kräftig::A,start,ಪ್ರಬಲ
554,stark::A,kreñv,ಶಕ್ತಿವಂತ
555,schwach::A,gwan,ದುರ್ಬಲ
556,fett::A,lard,ಕೊಬ್ಬಿದ
557,schlank::A,sinkl,ತೆಳ್ಳಗಿನ
558,hübsch::A,koant,ಅಂದವಾದ
559,böse::A,gwall,ಕೆಟ್ಟ
560,dumm::A,glep,ಮಂದ
561,faul::A,lezirek,ಆಲಸ
562,fleißig::A,studius,ಕಡಗುವ
563,geizig::A,tost,ಜುಗ್ಗ
564,klug::A,speredek,ಚತುರ
