,Concept_ID,en,sl
100,Moor::N,moor,bárje
101,Wiese::N,meadow,trávnik
102,Wald::N,forest,lés
103,Wald::N,forest,gòzd
104,Hügel::N,hill,brég
105,Hügel::N,hill,goríca
106,Anhöhe::N,elevation,gríč
107,Anhöhe::N,elevation,višína
108,Berg::N,mountain,gôra
109,Berg::N,mountain,planína
110,Gipfel::N,summit,vŕh
111,Höhle::N,cave,jáma
112,Höhle::N,cave,votlína
113,Abhang::N,slope,pobóčje
114,Quelle::N,source,izvír
115,Bach::N,brook,pôtok
116,Fluss::N,river,réka
117,Ufer::N,shore,brég
118,Küste::N,coast,obála
119,Küste::N,coast,obréžje
120,Festland::N,land,celína
121,Festland::N,land,kopnína
122,Meer::N,sea,mórje
123,Bucht::N,cove,zalív
124,Insel::N,island,ôtok
125,Blume::N,flower,cvetlíca
126,Gras::N,grass,tráva
127,Wurzel::N,root,korenína
128,Baum::N,tree,drevó
129,Stamm::N,trunk,dêblo
130,Rinde::N,bark,lúbje
131,Rinde::N,bark,skórja
132,Ast::N,limb,véja
133,Zweig::N,branch,véja
134,Blatt::N,leaf,líst
135,Birke::N,birch,bréza
136,Kiefer[Baum]::N,pine,bòr
137,Weide[Baum]::N,willow,vŕba
138,Tanne::N,fir,hója
139,Horn::N,horn,róg
140,Feder::N,feather,peró
141,Fell::N,fur,kŕzno
142,Flügel::N,wing,krílo
143,Klaue::N,claw,párkelj
144,Kralle::N,claw,krémpelj
145,Schwanz::N,tail,rèp
146,Ei::N,egg,jájce
147,Nest::N,nest,gnézdo
148,Bau::N,lair,brlòg
149,Tier::N,animal,živál
150,Herde::N,flock,čréda
151,Kuh::N,cow,kráva
152,Bulle::N,bull,bìk
153,Pferd::N,horse,kònj
154,Schaf::N,sheep,ôvca
155,Schwein::N,pig,svínja
156,Hund::N,dog,pès
157,Katze::N,cat,máčka
158,Bär::N,bear,mêdved
159,Eichhörnchen::N,squirrel,véverica
160,Elch::N,elk,lós
161,Fuchs::N,fox,lisíca
162,Hase::N,hare,zájec
163,Maus::N,mouse,mìš
164,Wolf::N,wolf,vólk
165,Vogel::N,bird,ptìč
166,Vogel::N,bird,ptíca
167,Schwarm::N,swarm,játa
168,Huhn::N,chicken,kokóš
169,Hahn::N,cock,petêlin
170,Gans::N,goose,gós
171,Adler::N,eagle,ôrel
172,Ente::N,duck,ráca
173,Eule::N,owl,sôva
174,Kranich::N,crane,žerjàv
175,Krähe::N,crow,vrána
176,Kuckuck::N,cuckoo,kúkavica
177,Schwan::N,swan,labód
178,Fisch::N,fish,ríba
179,Barsch::N,perch,ostríž
180,Hecht::N,pike,ščúka
181,Schlange[Tier]::N,snake,káča
182,Wurm::N,worm,čr̀v
183,Wurm::N,worm,glísta
184,Spinne::N,spider,pájek
185,Ameise::N,ant,mrávlja
186,Laus::N,louse,úš
187,Mücke::N,midge,komár
188,Fliege::N,fly,múha
189,Schmetterling::N,butterfly,metúlj
190,Beere::N,berry,jágoda
191,Apfel::N,apple,jábolko
192,Pilz::N,mushroom,góba
193,Zwiebel::N,onion,čebúla
194,Saat::N,seed,séme
195,Korn::N,grain,zŕno
196,Heu::N,hay,senó
197,Schale::N,husk,lupína
198,Grube::N,pit,jáma
199,Falle::N,trap,pást
200,Schlinge::N,noose,zánka
201,Schlinge::N,noose,pêtlja
202,Spur::N,track,sléd
203,Asche::N,ashes,pepél
204,Dreck::N,filth,bláto
205,Eisen::N,iron,želézo
206,Gold::N,gold,zlató
207,Silber::N,silver,srebró
208,Kohle::N,coal,ógel
209,Glas::N,glass,stêklo
210,Lehm::N,clay,ílo
211,Sand::N,sand,pések
212,Mensch::N,human,člôvek
213,Mann::N,man,móž
214,Mann::N,man,môški
215,Frau::N,woman,gospá
216,Frau::N,woman,žénska
217,Kind::N,child,déte
218,Kind::N,child,otròk
219,Junge::N,boy,fànt
220,Junge::N,boy,déček
221,Mädchen::N,girl,deklè
222,Mädchen::N,girl,déklica
223,Familie::N,family,družína
224,Großvater::N,grandfather,dèd
225,Großvater::N,grandfather,dédek
226,Großmutter::N,grandmother,bábica
227,Eltern::N,parents,stárši
228,Vater::N,father,ôče
229,Mutter::N,mother,máma
230,Sohn::N,son,sín
231,Tochter::N,daughter,hčí
232,Tochter::N,daughter,hčérka
233,Bruder::N,brother,bràt
234,Schwester::N,sister,sêstra
235,Onkel::N,uncle,újec
236,Onkel::N,uncle,stríc
237,Tante::N,aunt,têta
238,Tante::N,aunt,strína
239,Ehemann::N,husband,móž
240,Ehemann::N,husband,sopróg
241,Ehefrau::N,wife,žêna
242,Ehefrau::N,wife,sopróga
243,Freude::N,joy,rádost
244,Freude::N,joy,vesêlje
245,Gelächter::N,laughter,sméh
246,Gelächter::N,laughter,grohòt
247,Glück::N,happiness,sréča
248,Kummer::N,grief,gorjé
249,Wunsch::N,wish,žêlja
250,Lust::N,desire,poželênje
251,Geist::N,spirit,dúša
252,Gedanke::N,thought,mísel
253,Gedächtnis::N,memory,pámet
254,Verstand::N,mind,
255,Sinn::N,meaning,pomèn
256,Sinn::N,meaning,smísel
257,Grund::N,reason,vzròk
258,Wahrheit::N,truth,resníca
259,Gespräch::N,talk,pogóvor
260,Märchen::N,fairy tale,právljica
261,Erzählung::N,story,povést
262,Nachricht::N,message,sporočílo
263,Neuigkeit::N,news,novóst
264,Name::N,name,imé
265,Rätsel::N,puzzle,ugánka
266,Rede::N,speech,góvor
267,Sprache::N,language,jêzik
268,Stimme::N,voice,glás
269,Wort::N,word,beséda
270,Zeichen::N,sign,znák
271,Ruf::N,call,klíc
272,Lärm::N,noise,hrúp
273,Lärm::N,noise,trúšč
274,Laut::N,sound,glás
275,Ton::N,tone,tón
276,Lied::N,song,pésem
277,Ruhe::N,calm,pokòj
278,Leute::N,people,ljudjé
279,Volk::N,nation,národ
280,Arbeit::N,work,délo
281,Gast::N,guest,gòst
282,Geschenk::N,gift,darílo
283,Spiel::N,game,ígra
284,Gesellschaft::N,company,drúžba
285,Hilfe::N,help,pomóč
286,Freund::N,friend,prijátelj
287,Kamerad::N,companion,továriš
288,Angelegenheit::N,matter,zadéva
289,Anzahl::N,count,števílo
290,Art::N,sort,vŕsta
291,Stück::N,piece,kós
292,Teil::N,part,dél
293,Hälfte::N,half,polovíca
294,Kreis::N,circle,króg
295,Kreis::N,circle,kolobár
296,Kreuz::N,cross,kríž
297,Linie::N,line,próga
298,Strich::N,stroke,čŕta
299,Abstand::N,gap,preslédek
300,Entfernung::N,distance,oddáljenost
301,Gegend::N,area,kràj
302,Gegend::N,area,dežêla
303,Platz::N,space,prôstor
304,Ort::N,place,mésto
305,Seite::N,side,bòk
306,Seite::N,side,strán
307,Mitte::N,middle,sredína
308,Gegenstand::N,item,prédmet
309,Sache::N,thing,réč
310,Sache::N,thing,stvár
311,Rand::N,fringe,kràj
312,Kante::N,edge,rób
313,Ecke::N,corner,vogál
314,Spitze::N,tip,óst
315,Ende::N,end,kônec
316,Loch::N,hole,lúknja
317,Winkel::N,angle,kót
318,Muster::N,pattern,vzórec
319,Größe::N,size,veličína
320,Länge::N,length,dolžína
321,Höhe::N,height,vršína
322,Gewicht::N,weight,téža
323,Menge::N,amount,količína
324,Haufen::N,heap,kùp
325,Haufen::N,heap,kopíca
326,Reihe::N,row,níz
327,Reihe::N,row,vŕsta
328,Boot::N,boat,čóln
329,Ruder::N,oar,vêslo
330,Schlitten::N,sleigh,saní
331,Ski::N,ski,smučí
332,Lagerfeuer::N,campfire,táborni ôgenj
333,Last::N,load,tôvor
334,Gang::N,walk,hòd
335,Schritt::N,step,korák
336,Norden::N,north,séver
337,Süden::N,south,júg
338,Westen::N,west,zapàd
339,Osten::N,east,vzhòd
340,Holz::N,wood,lés
341,Brett::N,board,deskà
342,Platte::N,slab,plôča
343,Stütze::N,bracket,opóra
344,Stütze::N,bracket,zaslómba
345,Stange::N,pole,gréd
346,Stock::N,stick,pálica
347,Stab::N,staff,pálica
348,Rohr::N,pipe,cév
349,Haus::N,house,híša
350,Heim::N,home,dóm
351,Ofen::N,stove,péč
352,Fußboden::N,floor,pòd
353,Tisch::N,table,míza
354,Stuhl::N,chair,stòl
355,Wiege::N,cradle,zíbel
356,Bett::N,bed,póstelja
357,Regal::N,shelf,políca
358,Kiste::N,box,zabòj
359,Fenster::N,window,ôkno
360,Tür::N,door,vráta
361,Tor::N,gate,velíka vráta
362,Zaun::N,fence,ográja
363,Dach::N,roof,stréha
364,Leiter::N,ladder,léstev
365,Besen::N,broom,mêtla
366,Spaten::N,spade,lopáta
367,Schaufel::N,shovel,lopáta
368,Gabel::N,fork,vílice
369,Löffel::N,spoon,žlíca
370,Messer::N,knife,nòž
371,Nagel::N,nail,žebèlj
372,Netz::N,net,mréža
373,Haken::N,hook,kljúka
374,Griff::N,handle,ročáj
375,Griff::N,handle,oprijèm
376,Schloss::N,lock,ključávnica
377,Bild::N,picture,slíka
378,Figur::N,figure,figúra
379,Figur::N,figure,postáva
380,Puppe::N,doll,lútka
381,Beutel::N,pouch,môšnja
382,Bündel::N,bundle,cúla
383,Bündel::N,bundle,svéženj
384,Tasche::N,bag,tórba
385,Tasche::N,bag,tobôlec
386,Eimer::N,bucket,vêdro
387,Deckel::N,cover,pokròv
388,Deckel::N,cover,poklópec
389,Geschirr::N,dishes,posóda
390,Sack::N,sack,vréča
391,Tasse::N,cup,skodélica
392,Topf::N,pot,lônec
393,Kessel::N,kettle,kôtel
394,Essen::N,meal,hrána
395,Nahrung::N,food,živílo
396,Speise::N,dish,jéd
397,Fleisch::N,meat,mesó
398,Getreide::N,corn,žíto
399,Brei::N,mush,káša
400,Brot::N,bread,krùh
401,Scheibe::N,slice,réženj
402,Fett::N,fat,mást
403,Fett::N,fat,maščôba
404,Butter::N,butter,máslo
405,Öl::N,oil,ólje
406,Salz::N,salt,sól
407,Suppe::N,soup,júha
408,Honig::N,honey,méd
409,Milch::N,milk,mléko
410,Tee::N,tea,čáj
411,Leder::N,leather,úsnje
412,Wolle::N,wool,vólna
413,Stoff::N,cloth,blagó
414,Nadel::N,needle,ígla
415,Faden::N,thread,nít
416,Knopf::N,button,gúmb
417,Knoten::N,knot,vôzel
418,Farbe::N,paint,bárva
419,Kleidung::N,clothes,obléka
420,Hemd::N,shirt,srájca
421,Kragen::N,collar,ovrátnik
422,Ärmel::N,sleeve,rokáv
423,Hose::N,trousers,hláče
424,Gürtel::N,belt,pás
425,Mütze::N,cap,kápa
426,Mütze::N,cap,čépica
427,Schuh::N,shoe,čévelj
428,Stiefel::N,boot,škórenj
429,Ring::N,ring,pŕstan
430,Band::N,ribbon,trák
431,Kamm::N,comb,glavník
432,Spiegel::N,mirror,zrcálo
433,Spiegel::N,mirror,ogledálo
434,Riemen::N,strap,jêrmen
435,Schnur::N,string,vŕvca
436,Leine::N,leash,konôpec
437,Decke::N,blanket,odéja
438,Kissen::N,pillow,blazína
439,Tuch::N,scarf,pŕt
440,Tuch::N,scarf,rúta
441,Handtuch::N,towel,brisáča
442,Kraft::N,force,síla
443,Stärke::N,strength,jákost
444,Gesundheit::N,health,zdrávje
445,Krankheit::N,illness,bolézen
446,Schmerz::N,pain,ból
447,Schmerz::N,pain,bolečína
448,Wunde::N,wound,rána
449,Fieber::N,fever,vročína
450,Arznei::N,medicine,lék
451,Arznei::N,medicine,zdravílo
452,Brücke::N,bridge,móst
453,Brunnen::N,well,vodnják
454,Weide::N,pasture,páša
455,Pfad::N,path,stezà
456,Weg::N,way,pót
457,Straße::N,road,césta
458,Dorf::N,village,vás
459,Stadt::N,town,mésto
460,Brief::N,letter,písmo
461,Buch::N,book,knjíga
462,Buchstabe::N,character,čŕka
463,Zeitung::N,newspaper,čásnik
464,Leben::N,life,življênje
465,Tod::N,death,smŕt
466,Grab::N,grave,gròb
467,Kirche::N,church,cérkev
468,Sünde::N,sin,gréh
469,Gott::N,god,bóg
470,Arbeiter::N,worker,délavec
471,Chef::N,boss,šéf
472,Meister::N,master,mójster
473,Arzt::N,doctor,zdravník
474,Lehrer::N,teacher,učítelj
475,Geld::N,money,denár
476,Geschäft::N,business,kupčíja
477,Laden::N,shop,trgovína
478,Preis::N,price,céna
479,Ware::N,ware,róba
480,Nutzen::N,profit,príd
481,Reichtum::N,wealth,bogástvo
482,Welt::N,world,svét
483,Land::N,country,dežêla
484,Staat::N,state,držáva
485,König::N,king,králj
486,Macht::N,power,oblást
487,Grenze::N,border,mêja
488,Krieg::N,war,vôjna
489,Feind::N,enemy,sovrážnik
490,Gewalt::N,violence,nasílje
491,Kampf::N,fight,bòj
492,Kampf::N,fight,bórba
493,Bogen[Waffe]::N,bow,lók
494,Pfeil::N,arrow,puščíca
495,Gewehr::N,gun,púška
496,Fehler::N,mistake,zmóta
497,Lüge::N,lie,láž
498,Schaden::N,damage,okvára
499,Unglück::N,misfortune,nesréča
500,Schuld::N,fault,krívda
501,Alter::N,age,dôba
502,Schluss::N,conclusion,kônec
503,Zeit::N,time,čàs
504,Tag::N,day,dán
505,Morgen::N,morning,jútro
506,Mittag::N,noon,póldan
507,Abend::N,evening,večér
508,Nacht::N,night,nóč
509,Woche::N,week,téden
510,Monat::N,month,mésec
511,Jahr::N,year,léto
512,Frühling::N,spring,pomlád
513,Sommer::N,summer,polétje
514,Herbst::N,autumn,jesén
515,Winter::N,winter,zíma
516,Januar::N,January,jánuar
517,Februar::N,February,fébruar
518,März::N,March,márec
519,April::N,April,apríl
520,Mai::N,May,máj
521,Juni::N,June,júnij
522,Juli::N,July,júlij
523,August::N,August,avgúst
524,September::N,September,septêmber
525,Oktober::N,October,október
526,November::N,November,novêmber
527,Dezember::N,December,decémber
528,Montag::N,Monday,ponedéljek
529,Dienstag::N,Tuesday,tôrek
530,Mittwoch::N,Wednesday,sréda
531,Donnerstag::N,Thursday,četŕtek
532,Freitag::N,Friday,pétek
533,Samstag::N,Saturday,sobóta
534,Sonntag::N,Sunday,nedélja
535,groß::A,big,vêlik
536,klein::A,little,májhen
537,lang::A,long,dólg
538,kurz::A,short,krátek
539,breit::A,wide,širòk
540,schmal::A,narrow,ózek
541,dicht::A,dense,góst
542,dick[Gegenstand]::A,thick,dêbel
543,dünn::A,thin,tánek
544,fein::A,delicate,drôben
545,fest::A,firm,tŕden
546,flach::A,flat,plán
547,flach::A,flat,plòsk
548,glatt::A,smooth,gládek
549,hart::A,hard,tŕd
550,weich::A,soft,mehák
551,rund::A,round,okrógel
552,spitz::A,pointed,šílast
553,scharf::A,sharp,óster
554,stumpf::A,blunt,tóp
555,stumpf::A,blunt,skŕhan
556,schwer::A,heavy,têžek
557,schön::A,beautiful,lép
558,schön::A,beautiful,krásen
559,heiß::A,hot,vròč
560,warm::A,warm,tôpel
561,kalt::A,cold,mŕzel
562,kalt::A,cold,hláden
563,kühl::A,cool,hláden
564,frisch::A,fresh,svéž
565,feucht::A,damp,vlážen
566,nass::A,wet,móker
567,trocken::A,dry,súh
568,voll::A,full,póln
569,leer::A,empty,prázen
570,offen::A,open,odpŕt
571,geschlossen::A,closed,zapŕt
572,sauber::A,clean,číst
573,sauber::A,clean,líčen
574,schmutzig::A,dirty,umázan
575,roh::A,raw,suròv
576,reif::A,ripe,zrèl
577,lecker::A,delicious,okúsen
578,süß::A,sweet,sládek
579,bitter::A,bitter,grenák
580,sauer::A,sour,kísel
581,hell::A,bright,svetèl
582,dunkel::A,dark,temèn
583,schwarz::A,black,čŕn
584,weiß::A,white,bél
585,rot::A,red,rdèč
586,gelb::A,yellow,žólt
587,gelb::A,yellow,rumèn
588,blau::A,blue,móder
589,grün::A,green,zelèn
590,grau::A,grey,sív
591,bunt::A,colourful,písan
592,bunt::A,colorful,písan
593,billig::A,cheap,pocéni
594,teuer::A,dear,drág
595,wertvoll::A,precious,dragocén
596,blind::A,blind,slép
597,taub::A,deaf,glúh
598,kräftig::A,powerful,močán
599,stark::A,strong,ják
600,schwach::A,weak,šíbek
601,fett::A,fat,dêbel
602,schlank::A,slim,vítek
603,hübsch::A,pretty,lép
604,böse::A,evil,zèl
605,böse::A,evil,hudôben
606,dumm::A,stupid,glúp
607,dumm::A,stupid,bédast
608,faul::A,lazy,lén
609,fleißig::A,diligent,marljív
610,geizig::A,stingy,škŕt
611,klug::A,clever,pámeten
612,geschickt::A,skilful,spréten
613,geschickt::A,skillful,spréten
614,lieb::A,dear,míl
615,lieb::A,dear,ljúb
616,lustig::A,merry,vesél
617,sanft::A,gentle,láhek
618,hungrig::A,hungry,láčen
619,krank::A,sick,bolán
620,nackt::A,naked,nág
621,traurig::A,sad,túžen
622,lebendig::A,living,žív
623,gut::A,good,dóber
624,schlecht::A,bad,malopríden
625,richtig::A,correct,pravílen
626,schlimm::A,nasty,húd
627,wahr::A,true,resníčen
628,alt::A,old,stàr
629,neu::A,new,nòv
630,ehemalig::A,former,nekdánji
631,alt[Lebewesen]::A,aged,stàr
632,jung::A,young,mlád
633,arm::A,poor,ubóg
634,arm::A,poor,réven
635,reich::A,rich,bogàt
636,bekannt::A,familiar,znán
637,berühmt::A,famous,sláven
638,berühmt::A,famous,znamenít
639,fremd::A,foreign,túj
640,verschieden::A,different,razlíčen
641,nah::A,near,blížnji
642,fern::A,far,dáleč
643,linker::A,left,lévi
644,rechter::A,right,désni
645,anderer::A,other,drúgi
646,erster::A,first,pŕvi
647,zweiter::A,second,drúgi
648,dritter::A,third,trétji
649,letzter::A,last,poslédnji
650,allein::ADV,alone,sám
651,auf einmal::ADV,at once,obênem
652,zusammen::ADV,together,skúpaj
653,lange::ADV,long,dólgo
654,plötzlich::ADV,suddenly,náglo
655,plötzlich::ADV,suddenly,nenádoma
656,sofort::ADV,instantly,prècej
657,später::ADV,later,poznêje
658,jetzt::ADV,now,zdàj
659,heute::ADV,today,dánes
660,morgen::ADV,tomorrow,jútri
661,bald::ADV,soon,kmálu
662,dann::ADV,then,nató
663,gestern::ADV,yesterday,včéraj
664,einst::ADV,once,nékdaj
665,damals::ADV,at that time,tedàj
666,damals::ADV,at that time,takràt
667,danach::ADV,afterwards,potèm
668,vorher::ADV,before,poprèj
669,zuerst::ADV,at first,spŕva
670,einmal::ADV,once,ênkrat
671,manchmal::ADV,sometimes,včásih
672,oft::ADV,often,pogósto
673,immer::ADV,always,védno
674,immer::ADV,always,zméraj
675,niemals::ADV,never,nikdàr
676,hier::ADV,here,tù
677,hier::ADV,here,túkaj
678,hierhin::ADV,hither,sèmkaj
679,hierhin::ADV,to here,sèmkaj
680,hierhin::ADV,here,sèmkaj
681,von hier::ADV,hence,od tú
682,dort::ADV,there,tàm
683,dorthin::ADV,thither,tjà
684,dorthin::ADV,there,tjà
685,dorthin::ADV,to there,tjà
686,geradeaus::ADV,ahead,rávno napréj
687,vorwärts::ADV,forward,napréj
688,rückwärts::ADV,backward,zádaj
689,zurück::ADV,back,nazáj
690,unten::ADV,below,dôli
691,unten::ADV,below,spôdaj
692,hinab::ADV,down,dôl
693,oben::ADV,above,gôri
694,oben::ADV,above,zgôraj
695,hinauf::ADV,up,gôr
696,überall::ADV,everywhere,povsód
697,nicht::ADV,not,ne
698,ein wenig::ADV,a little,málo
699,kaum::ADV,hardly,kómaj
700,sehr::ADV,very,zeló
701,so::ADV,so,takó
702,noch::ADV,still,še
703,nur::ADV,only,samó
704,schon::ADV,already,žè
705,wieder::ADV,again,spét
706,vergebens::ADV,in vain,zamàn
707,vergebens::ADV,in vain,zastónj
708,vor::PRP,in front of,pred
709,hinter::PRP,behind,za
710,unter::PRP,under,pod
711,durch::PRP,through,skózi
712,neben::PRP,next to,kràj
713,neben::PRP,next to,póleg
714,zwischen::PRP,between,med
715,zwischen::PRP,between,izmed
716,wegen::PRP,because of,zarádi
717,dies::PRN,this,tó
718,das::PRN,that,tó
719,alles::PRN,everything,vsè
720,ich::PRN,I,jàz
721,du::PRN,you,tí
722,du::PRN,thou,tí
723,er::PRN,he,òn
724,wir::PRN,we,mí
725,ihr::PRN,you,ví
726,sie::PRN,they,ôni
727,was::FPRN,what,káj
728,wer::FPRN,who,kdó
729,wo::FADV,where,kjé
730,wohin::FADV,where ... to,kám
731,wohin::FADV,where to,kám
732,wohin::FADV,where,kám
733,wie::FADV,how,kakó
734,warum::FADV,why,zakáj
735,wieviel::FNUM,how much,kóliko
736,eins::NUM,one,êden
737,zwei::NUM,two,dvá
738,drei::NUM,three,trí
739,vier::NUM,four,štíri
740,fünf::NUM,five,pét
741,sechs::NUM,six,šést
742,sieben::NUM,seven,sédem
743,acht::NUM,eight,ósem
744,neun::NUM,nine,devét
745,zehn::NUM,ten,desét
746,elf::NUM,eleven,enájst
747,zwölf::NUM,twelve,dvánajst
748,zwanzig::NUM,twenty,dvájset
749,dreißig::NUM,thirty,trídeset
750,vierzig::NUM,forty,štírideset
751,fünfzig::NUM,fifty,pétdeset
752,sechzig::NUM,sixty,šéstdeset
753,siebzig::NUM,seventy,sédemdeset
754,achtzig::NUM,eighty,ósemdeset
755,neunzig::NUM,ninety,devétdeset
756,hundert::NUM,a hundred,stó
757,tausend::NUM,a thousand,tísoč
758,und::CNJ,and,in
759,oder::CNJ,or,áli
760,stehen::V,stand,státi
761,sitzen::V,sit,sedéti
762,liegen::V,lie,ležáti
763,hängen::V,hang,viséti
764,werden::V,become,postáti
765,passieren::V,happen,zgodíti se
766,beginnen::V,begin,začéti se
767,enden::V,end,končáti se
768,wechseln::V,change,ménjati se
769,aufgehen[Sonne]::V,rise,vzíti
770,untergehen[Sonne]::V,set,zaíti
771,scheinen[Sonne]::V,shine,sijáti
772,donnern::V,thunder,grméti
773,wehen::V,blow,píhati
774,strömen::V,stream,líti
775,fließen::V,flow,têči
776,sich drehen::V,revolve,vrtéti se
777,schwanken::V,sway,kolébati
778,schwingen::V,swing,níhati
779,fallen::V,fall,pádati
780,brennen::V,burn,goréti
781,rauchen::V,smoke,kadíti se
782,regnen::V,rain,deževáti
783,gefrieren::V,freeze,zmŕzniti
784,tauen::V,thaw,tájati
785,schmelzen::V,melt,kopnéti
786,trocknen::V,dry,sušíti se
787,sieden::V,boil,kipéti
788,faulen::V,rot,gníti
789,verfaulen::V,decay,zgníti
790,reißen::V,snap,tŕgati se
791,versinken::V,sink,pogrézniti se
792,vergehen::V,pass,miníti
793,erscheinen::V,appear,pojáviti se
794,verschwinden::V,disappear,izgíniti
795,sinken::V,drop,péšati
796,abnehmen::V,decrease,pojémati
797,zunehmen::V,increase,véčati se
798,zunehmen::V,increase,množíti se
799,steigen::V,rise,dvígati se
800,wachsen::V,grow,rásti
801,glänzen::V,shine,sijáti
802,funkeln::V,sparkle,ískriti se
803,lärmen::V,be noisy,ropotáti
804,lärmen::V,be noisy,razgrájati
805,läuten::V,chime,zvoníti
806,klingeln::V,ring,zvončkljáti
807,klirren::V,tinkle,žvenketáti
808,brausen::V,roar,šuméti
809,rauschen::V,rustle,šuštéti
810,rauschen::V,rustle,šelestéti
811,klingen::V,sound,zvenéti
812,bellen::V,bark,lájati
813,heulen::V,howl,zavíjati
814,blasen::V,blow,píhniti
815,pfeifen::V,whistle,pískati
816,pfeifen::V,whistle,žvížgati
817,schreien::V,shout,kričáti
818,stöhnen::V,groan,stókati
819,zittern::V,tremble,drgetáti
820,leben::V,be alive,živéti
821,geboren werden::V,be born,rodíti se
822,atmen::V,breathe,díhati
823,trinken::V,drink,píti
824,essen::V,eat,jésti
825,schlucken::V,swallow,požírati
826,müde werden::V,get tired,péšati
827,müde werden::V,get tired,utrúditi se
828,einschlafen::V,fall asleep,zaspáti
829,schlafen::V,sleep,spáti
830,aufwachen::V,wake up,zbudíti se
831,aufstehen::V,get up,vstáti
832,sich erholen::V,relax,oddahníti se
833,krank werden::V,fall ill,oboléti
834,krank sein::V,be ill,bíti bolán
835,schmerzen::V,ache,boléti
836,husten::V,cough,kášljati
837,genesen::V,recover,okrévati
838,sterben::V,die,umréti
839,umkommen::V,perish,pogíniti
840,sich bewegen::V,move,zganíti se
841,sich rühren::V,budge,premakníti se
842,sich erheben::V,stand up,vstájati
843,sich erheben::V,stand up,vzdígniti se
844,sich setzen::V,sit down,sésti
845,hinfallen::V,tumble,pásti dôl
846,laufen::V,walk,hodíti
847,schreiten::V,pace,stópati
848,spazierengehen::V,go for a walk,na sprehòd íti
849,eilen::V,rush,drvéti
850,sich beeilen::V,hurry,hitéti
851,sausen::V,dash,dírkati
852,rennen::V,run,dírjati
853,springen::V,jump,skákati
854,klettern::V,climb,plézati
855,schaukeln::V,seesaw,kolébati
856,kriechen::V,creep,pláziti se
857,schwimmen::V,swim,plávati
