,Concept_ID,bn,cy
147,Herde::N,ঝাঁক,praidd
148,Herde::N,ঝাঁক,diadell
149,Kuh::N,গোরু,buwch
150,Bulle::N,বৃষ,tarw
151,Pferd::N,ঘোড়া,ceffyl
152,Schaf::N,ভেড়া,dafad
153,Schwein::N,শূকর,mochyn
154,Hund::N,কুকুর,ci
155,Katze::N,বেড়াল,cath
156,Bär::N,ভল্লুক,arth
157,Eichhörnchen::N,কাঠবিড়াল,gwiwer
158,Elch::N,হরিণবিশেষ,elc
159,Fuchs::N,পাঁতিশিয়াল,cadno
160,Hase::N,শশক,ysgyfarnog
161,Maus::N,নেংটি ইঁদুর,llygoden
162,Wolf::N,নেকড়ে,blaidd
163,Vogel::N,পক্ষী,aderyn
164,Schwarm::N,ঝাঁক,haid
165,Huhn::N,মোরগ,cyw
166,Hahn::N,কুক্কুট,ceiliog
167,Gans::N,হংসী,gŵydd
168,Adler::N,ইগল,eryr
169,Ente::N,হংসী,hwyad
170,Eule::N,পেচক,tylluan
171,Kranich::N,সারস,garan
172,Kranich::N,সারস,crychydd
173,Krähe::N,কাক,brân
174,Kuckuck::N,কোকিল,cog
175,Kuckuck::N,কোকিল,cwcw
176,Schwan::N,মরাল,alarch
177,Fisch::N,মাছ,pysgod
178,Barsch::N,মৎন্যবিশেষ,draenog
179,Hecht::N,বানমাছ,penhwyad
180,Schlange[Tier]::N,সর্প,neidr
181,Wurm::N,কীট,abwydyn
182,Wurm::N,কীট,pryf genwair
183,Spinne::N,মাকড়সা,cor
184,Spinne::N,মাকড়সা,pryf copyn
185,Ameise::N,পিপীলিকা,morgrugyn
186,Laus::N,উকুন,lleuen
187,Mücke::N,মশা,gwybedyn
188,Fliege::N,মাছি,cleren
189,Schmetterling::N,প্রজাপতি,glöyn byw
190,Schmetterling::N,প্রজাপতি,iâr fach yr haf
191,Beere::N,বেরি,aeronen
192,Apfel::N,আপেল,afal
193,Pilz::N,ছত্রক,madarch
194,Zwiebel::N,পিয়াজ,nionyn
195,Zwiebel::N,পিয়াজ,winwnsyn
196,Saat::N,বীজ,had
197,Korn::N,শস্য,grawn
198,Heu::N,খড়,gwair
199,Schale::N,খোসা,croen
200,Schale::N,খোসা,plisgyn
201,Grube::N,গর্ত,pwll
202,Grube::N,গর্ত,pydew
203,Falle::N,ফাঁদ,magl
204,Schlinge::N,পাশ,cwlwm rhedeg
205,Spur::N,চিহ্ন,ôl
206,Asche::N,ভস্ম,lludw
207,Dreck::N,ময়লা,baw
208,Dreck::N,ময়লা,budreddi
209,Eisen::N,লোহা,haearn
210,Gold::N,স্বর্ণ,aur
211,Silber::N,রৌপ্য,arian
212,Kohle::N,অঙ্গার,glo
213,Glas::N,কাচ,gwydr
214,Lehm::N,মৃত্তিকা,clai
215,Sand::N,বালি,tywod
216,Mensch::N,নর,dyn
217,Mensch::N,মানুষ,dyn
218,Mann::N,মানুষ,dyn
219,Frau::N,নারী,merch
220,Frau::N,নারী,gwraig
221,Kind::N,বাচ্চা,plentyn
222,Junge::N,ছেলে,hogyn
223,Junge::N,ছেলে,bachgen
224,Mädchen::N,মেয়ে,merch
225,Mädchen::N,মেয়ে,geneth
226,Familie::N,পরিবার,teulu
227,Familie::N,পরিবার,tylwyth
228,Großvater::N,মাতামহ,taid
229,Großvater::N,মাতামহ,tad-cu
230,Großmutter::N,মাতামহী,nain
231,Großmutter::N,মাতামহী,mam-gu
232,Eltern::N,মাতাপিতা,rhieni
233,Vater::N,পিতা,tad
234,Mutter::N,মাতা,mam
235,Sohn::N,ছেলে,mab
236,Tochter::N,মেয়ে,merch
237,Bruder::N,দাদা,brawd
238,Schwester::N,বোন,chwaer
239,Schwester::N,দিদি,chwaer
240,Onkel::N,মামা,ewythr
241,Tante::N,মাসী,modryb
242,Ehemann::N,স্বামী,gŵr
243,Ehefrau::N,পত্নী,gwraig
244,Freude::N,উল্লাস,gorfoledd
245,Gelächter::N,হাসি,chwerthin
246,Glück::N,সুখ,hapusrwydd
247,Kummer::N,দুঃখ,galar
248,Wunsch::N,আকাঙ্ক্ষা,dymuniad
249,Lust::N,বাসনা,chwant
250,Geist::N,আত্না,ysbryd
251,Gedanke::N,চিন্তা,meddwl
252,Gedächtnis::N,স্মরণশক্তি,cof
253,Verstand::N,মন,meddwl
254,Sinn::N,পদার্থ,ystyr
255,Grund::N,কারণ,achos
256,Grund::N,কারণ,rheswm
257,Wahrheit::N,সত্য,gwir
258,Wahrheit::N,সত্য,gwirionedd
259,Gespräch::N,কথাবার্তা,sgwrs
260,Märchen::N,রূপকথা,chwedl werin
261,Erzählung::N,গল্প,stori
262,Nachricht::N,তথ্য,neges
263,Neuigkeit::N,খবরাখবর,newydd
264,Name::N,নাম,enw
265,Rätsel::N,ধাঁধা,pos
266,Rede::N,বক্তৃতা,araith
267,Sprache::N,ভাষা,iaith
268,Stimme::N,স্বর,llais
269,Wort::N,শব্দ,gair
270,Zeichen::N,প্রতীক,arwydd
271,Ruf::N,ডাক,galwad
272,Lärm::N,হৈচৈ,trwst
273,Laut::N,ধ্বনি,sain
274,Ton::N,স্বর,tôn
275,Lied::N,গান,cân
276,Ruhe::N,শান্তি,tawelwch
277,Leute::N,প্রজাপুঞ্জ,pobl
278,Volk::N,জাতি,pobl
279,Arbeit::N,চাকরি,gwaith
280,Gast::N,অতিথি,gwestai
281,Geschenk::N,উপহার,rhodd
282,Geschenk::N,উপহার,anrheg
283,Spiel::N,খেলা,chwarae
284,Gesellschaft::N,সঙ্গিগণ,cwmni
285,Hilfe::N,সাহায্য,cymorth
286,Freund::N,বন্ধু,cyfaill
287,Kamerad::N,সঙ্গী,cydymaith
288,Angelegenheit::N,বিষয়,pwnc
289,Anzahl::N,পরিমাণ,cyfrif
290,Art::N,রকম,bath
291,Stück::N,টুকরো,darn
292,Teil::N,অংশ,rhan
293,Hälfte::N,অর্ধেক,hanner
294,Kreis::N,বৃত্ত,cylch
295,Kreuz::N,ক্রুশ,croes
296,Linie::N,রেখা,llinell
297,Strich::N,কষি,strôc
298,Strich::N,কষি,trawiad
299,Abstand::N,ফাঁক,bwlch
300,Abstand::N,ফাঁক,pellter
301,Entfernung::N,ব্যবধান,pellter
302,Gegend::N,ক্ষেত্র,cylch
303,Platz::N,জায়গা,lle
304,Ort::N,স্থান,lle
305,Seite::N,পার্শ্ব,ochr
306,Mitte::N,মধ্য,canol
307,Gegenstand::N,জিনিস,eitem
308,Sache::N,বস্তু,peth
309,Rand::N,কানা,cwr
310,Rand::N,কানা,ymyl
311,Kante::N,ধার,min
312,Kante::N,ধার,ymyl
313,Ecke::N,কোণ,cornel
314,Spitze::N,ডগা,blaen
315,Ende::N,প্রান্ত,pen
316,Loch::N,গর্ত,twll
317,Winkel::N,কোণ,congl
318,Muster::N,নমুন্,patrwm
319,Größe::N,আয়তন,maint
320,Größe::N,আয়তন,maintioli
321,Länge::N,দৈর্ঘ্য,hyd
322,Höhe::N,উচ্চতা,uchder
323,Gewicht::N,ওজন,pwysau
324,Menge::N,পরিমাণ,swm
325,Menge::N,পরিমাণ,maint
326,Haufen::N,পুঞ্জ,pentwr
327,Reihe::N,শ্রেণী,rhes
328,Boot::N,নৌকা,cwch
329,Ruder::N,দাঁড়,rhwyf
330,Schlitten::N,স্নেজ্-গাড়ি,sled
331,Schlitten::N,স্নেজ্-গাড়ি,car llusg
332,Ski::N,শী,sgi
333,Lagerfeuer::N,অগ্নি,coelcerth
334,Last::N,বোঝা,llwyth
335,Gang::N,হণ্টন,tro
336,Schritt::N,পদ,cam
337,Norden::N,উত্তরদিক্,gogledd
338,Süden::N,দক্ষিণদিক,de
339,Westen::N,পশ্চিমদিক্,gorllewin
340,Osten::N,পূর্বদিক,dwyrain
341,Holz::N,কাঠ,pren
342,Brett::N,তক্তা,bwrdd
343,Brett::N,তক্তা,astell
344,Platte::N,ফলক,llech
345,Stütze::N,নাগদণ্ড,ateg
346,Stütze::N,নাগদণ্ড,cynhalydd
347,Stange::N,দণ্ড,polyn
348,Stock::N,ছড়ি,ffon
349,Stock::N,ছড়ি,brigyn
350,Stab::N,যষ্টি,ffon
351,Rohr::N,নল,pibell
352,Haus::N,ঘর,tŷ
353,Heim::N,বাসা,cartref
354,Ofen::N,স্টোভ্,stof
355,Fußboden::N,গহতল,llawr
356,Tisch::N,মেজ,bwrdd
357,Tisch::N,টেবিল,bwrdd
358,Stuhl::N,চেয়ার,cadair
359,Stuhl::N,কেদারা,cadair
360,Wiege::N,দোলনা,crud
361,Bett::N,শয্যা,gwely
362,Regal::N,তাক,silff
363,Kiste::N,বাক্স,bocs
364,Kiste::N,বাক্স,blwch
365,Fenster::N,জানালা,ffenestr
366,Tür::N,দ্বার,drws
367,Tor::N,দ্বার,porth
368,Zaun::N,বেড়া,ffens
369,Dach::N,ছাদ,to
370,Leiter::N,মই,ysgol
371,Besen::N,গুল্মবিশেষ,ysgub
372,Spaten::N,কোদাল,rhaw
373,Schaufel::N,বেলচা,rhaw
374,Gabel::N,কাঁটা,fforc
375,Löffel::N,চামচ,llwy
376,Messer::N,ছুরি,cyllell
377,Nagel::N,পেরেক,hoel
378,Netz::N,জাল,gwe
379,Netz::N,জাল,rhwyd
380,Haken::N,কাচি,bach
381,Griff::N,হাতল,carn
382,Schloss::N,তালা,clo
383,Bild::N,ছবি,llun
384,Bild::N,ছবি,pictiwr
385,Bild::N,চিত্র,llun
386,Bild::N,চিত্র,pictiwr
387,Figur::N,আকার,ffigur
388,Puppe::N,পুতুল,dol
389,Beutel::N,বটুয়া,cwd
390,Bündel::N,আঁটি,bwndel
391,Bündel::N,আঁটি,coflaid
392,Tasche::N,থলি,cod
393,Eimer::N,বাল্তি,bwced
394,Eimer::N,বাল্তি,cunnog
395,Deckel::N,আবরণ,caead
396,Geschirr::N,থালা-বাসন,llestri
397,Sack::N,বস্তা,sach
398,Tasse::N,কাপ,cwpan
399,Topf::N,পাত্র,pot
400,Topf::N,পাত্র,crochan
401,Kessel::N,কেটলি,tegell
402,Essen::N,আহার,pryd o fwyd
403,Nahrung::N,খাদ্য,bwyd
404,Speise::N,খাদ্য,saig
405,Fleisch::N,মাংস,cig
406,Getreide::N,শস্য,ŷd
407,Getreide::N,শস্য,llafur
408,Brei::N,মণ্ড,uwd
409,Brot::N,রুটি,bara
410,Scheibe::N,ফালি,tafell
411,Fett::N,মেদ,saim
412,Fett::N,মেদ,braster
413,Butter::N,মাখন,ymenyn
414,Öl::N,তৈল,olew
415,Salz::N,নুন,halen
416,Suppe::N,শুরুয়া,cawl
417,Honig::N,মধু,mêl
418,Milch::N,দুধ,llaeth
419,Milch::N,দুধ,llefrith
420,Tee::N,চা,te
421,Leder::N,পাকা চামড়া,lledr
422,Wolle::N,পশম,gwlân
423,Stoff::N,বস্ত্র,lliain
424,Stoff::N,বস্ত্র,brethyn
425,Nadel::N,সুচ,nodwydd
426,Faden::N,সূত্র,edau
427,Faden::N,সূত্র,edefyn
428,Knopf::N,বোতাম,botwm
429,Knoten::N,গিঁট,cwlwm
430,Farbe::N,রং,paent
431,Kleidung::N,কাপড়,dillad
432,Kleidung::N,কাপড়,gwisgoedd
433,Hemd::N,শার্ট,crys
434,Kragen::N,গলবন্ধ,coler
435,Ärmel::N,আস্তিন্,llawes
436,Hose::N,ট্রাউজার,trowsus
437,Gürtel::N,কটিবন্ধ,gwregys
438,Mütze::N,টুপি,cap
439,Schuh::N,জুতো,esgid
440,Stiefel::N,বুট,botasen
441,Ring::N,আংটি,modrwy
442,Band::N,ফিতা,rhuban
443,Kamm::N,চিরুনি,crib
444,Spiegel::N,আয়না,drych
445,Riemen::N,চাবুক,strap
446,Schnur::N,দড়ি,llinyn
447,Leine::N,শিকল,tennyn
448,Decke::N,কম্বল,blanced
449,Decke::N,কম্বল,gwrthban
450,Kissen::N,উপাধান,clustog
451,Kissen::N,উপাধান,gobennydd
452,Tuch::N,বস্ত্র,sgarff
453,Handtuch::N,তোয়ালে,tywel
454,Handtuch::N,তোয়ালে,lliain sychu
455,Kraft::N,জোর,grym
456,Stärke::N,শক্তি,nerth
457,Stärke::N,শক্তি,cryfder
458,Gesundheit::N,স্বাস্থ্য,iechyd
459,Krankheit::N,অসুখ,afiechyd
460,Krankheit::N,অসুখ,anhwylder
461,Krankheit::N,ব্যামো,afiechyd
462,Krankheit::N,ব্যামো,anhwylder
463,Schmerz::N,যন্ত্রণা,poen
464,Schmerz::N,যন্ত্রণা,gwayw
465,Wunde::N,ক্ষত,clwyf
466,Fieber::N,জ্বর,twymyn
467,Arznei::N,ঔষধ,meddyginiaeth
468,Brücke::N,সেতু,pont
469,Brunnen::N,কূপ,ffynnon
470,Weide::N,পশুচারণভূমি,porfa
471,Pfad::N,পথ,llwybr
472,Weg::N,পথ,ffordd
473,Straße::N,রাস্তা,heol
474,Straße::N,রাস্তা,ffordd
475,Dorf::N,গ্রাম,pentref
476,Stadt::N,শহর,tref
477,Brief::N,চিঠি,llythyr
478,Buch::N,বই,llyfr
479,Buchstabe::N,অক্ষর,llythyren
480,Zeitung::N,সংবাদপত্র,papur newydd
481,Leben::N,জীবন,bywyd
482,Tod::N,মৃত্যু,marwolaeth
483,Grab::N,কবর,bedd
484,Kirche::N,গির্জা,eglwys
485,Sünde::N,পাপ,pechod
486,Gott::N,দেবতা,duw
487,Arbeiter::N,শ্রমিক,gweithiwr
488,Chef::N,নেতা,pennaeth
489,Meister::N,ব্যক্তি,meistr
490,Arzt::N,চিকিৎসক,meddyg
491,Lehrer::N,অধ্যাপক,athro
492,Geld::N,মুদ্রা,pres
493,Geld::N,মুদ্রা,arian
494,Geld::N,টাকাপয়সা,pres
495,Geld::N,টাকাপয়সা,arian
496,Geschäft::N,ব্যস্ততা,busnes
497,Laden::N,দোকান,siop
498,Preis::N,মূল্য,pris
499,Ware::N,পণ্যদ্রব্য,nwydd
500,Nutzen::N,সুবিধা,elw
501,Nutzen::N,সুবিধা,budd
502,Reichtum::N,ধনদৌলত,cyfoeth
503,Welt::N,জগৎ,byd
504,Land::N,খেত,gwlad
505,Staat::N,রাষ্ট্র,gwladwriaeth
506,König::N,রাজা,brenin
507,Macht::N,প্রভাব,grym
508,Macht::N,প্রভাব,awdurdod
509,Grenze::N,সীমা,ffin
510,Grenze::N,সীমা,goror
511,Krieg::N,যুদ্ধ,rhyfel
512,Feind::N,শত্রু,gelyn
513,Gewalt::N,জোর,ffyrnigrwydd
514,Kampf::N,লড়াই,brwydr
515,Bogen[Waffe]::N,ধনুক,bwa
516,Pfeil::N,বাণ,saeth
517,Gewehr::N,বন্দুক,dryll
518,Fehler::N,ভুল,gwall
519,Fehler::N,ভুল,camgymeriad
520,Lüge::N,মিথ্যা,celwydd
521,Lüge::N,মিথ্যা,anwiredd
522,Schaden::N,ক্ষতি,niwed
523,Schaden::N,ক্ষতি,difrod
524,Unglück::N,দুর্ভাগ্য,anffawd
525,Schuld::N,অপরাধ,bai
526,Alter::N,আয়ু,oed
527,Schluss::N,শেষ,diwedd
528,Zeit::N,সময়,amser
529,Tag::N,দিন,dydd
530,Tag::N,দিন,diwrnod
531,Morgen::N,সকাল,bore
532,Mittag::N,মধ্যাহু,nawn
533,Abend::N,সন্ধ্যা,noswaith
534,Nacht::N,রাত্রি,nos
535,Woche::N,সপ্তাহ,wythnos
536,Monat::N,মাস,mis
537,Jahr::N,সৌরবর্ষ,blwyddyn
538,Frühling::N,বসন্তকাল,gwanwyn
539,Sommer::N,গ্রীষ্মকাল,haf
540,Herbst::N,শরংঋতু,hydref
541,Winter::N,শীতকাল,gaeaf
542,Januar::N,জানুয়ারী,Ionawr
543,Februar::N,ফেব্রুয়ারী,Chwefror
544,März::N,মার্চ,Mawrth
545,April::N,এপ্রিল,Ebrill
546,Mai::N,মে,Mai
547,Juni::N,জুন,Mehefin
548,Juli::N,জুলাই,Gorffennaf
549,August::N,অগাস্ট,Awst
550,September::N,সেপ্টেম্বর,Medi
551,Oktober::N,অক্টোবর,Hydref
552,November::N,নভেম্বর,Tachwedd
553,Dezember::N,ডিসেম্বর,Rhagfyr
554,Montag::N,সোমবার,dydd Llun
555,Dienstag::N,মঙ্গলবার,dydd Mawrth
556,Mittwoch::N,বুধবার,dydd Mercher
557,Donnerstag::N,বৃহম্পতিবার,dydd Iau
558,Freitag::N,শুক্রবার,dydd Gwener
559,Samstag::N,শনিবার,dydd Sadwrn
560,Sonntag::N,রবিবার,dydd Sul
561,groß::A,বৃহৎ,mawr
562,klein::A,ছোট,bach
563,lang::A,দীর্ঘ,hir
564,kurz::A,খর্ব,byr
565,kurz::A,খর্ব,cwta
566,kurz::A,হ্রস্ব,byr
567,kurz::A,হ্রস্ব,cwta
568,breit::A,চওড়া,llydan
569,schmal::A,সরু,cul
570,dicht::A,ঘন,dwys
571,dick[Gegenstand]::A,পুরু,trwchus
572,dünn::A,কৃশ,tenau
573,fein::A,সূক্ষ্ম,main
574,fest::A,দৃঢ়,cadarn
575,flach::A,সমতল,gwastad
576,glatt::A,মসৃণ,llyfn
577,hart::A,শক্ত,caled
578,weich::A,নরম,meddal
579,rund::A,গোলাকার,crwn
580,spitz::A,তীক্ষ্ন,pigfain
581,scharf::A,শাণিত,miniog
582,stumpf::A,ভোঁতা,pŵl
583,schwer::A,ভারী,trwm
584,schön::A,সুন্দর,teg
585,schön::A,সুন্দর,hardd
586,schön::A,সুন্দর,prydferth
587,heiß::A,গরম,poeth
588,warm::A,ঈষদুষ্ণ,twym
589,warm::A,ঈষদুষ্ণ,cynnes
590,kalt::A,ঠাণ্ডা,oer
591,kühl::A,শীতল,oeraidd
592,frisch::A,তাজা,iach
593,feucht::A,ভিজা,llaith
594,nass::A,ভিজা,gwlyb
595,trocken::A,শুষ্ক,sych
596,voll::A,পূর্ণ,llawn
597,leer::A,খালি,gwag
598,offen::A,খোলা,agored
599,geschlossen::A,বন্ধ,caead
600,geschlossen::A,বন্ধ,caeëdig
601,sauber::A,নির্মল,glân
602,schmutzig::A,নোংরা,budr
603,schmutzig::A,নোংরা,brwnt
604,roh::A,কাঁচা,amrwd
605,reif::A,পাকা,aeddfed
606,lecker::A,সুস্বাদ,blasus
607,lecker::A,সুস্বাদ,danteithiol
608,süß::A,মিষ্ট,melys
609,bitter::A,তিক্ত,chwerw
610,sauer::A,টক,sur
611,hell::A,উজ্জ্বল,disglair
612,dunkel::A,অন্ধকারময়,tywyll
613,schwarz::A,কালো,du
614,weiß::A,সাদা,gwyn
615,rot::A,লাল,coch
616,gelb::A,হলদে,melyn
617,blau::A,নীল,glas
618,grün::A,সবুজ,gwyrdd
619,grau::A,ছাই-রঙা,llwyd
620,bunt::A,রঙিন,lliwgar
621,billig::A,সস্তা,rhad
622,teuer::A,আক্রা,drud
623,wertvoll::A,মহার্ঘ,gwerthfawr
624,blind::A,কানা,dall
625,taub::A,বধির,byddar
626,kräftig::A,বিশাল,nerthol
627,kräftig::A,বিশাল,grymus
628,stark::A,শক্তিশালী,cryf
629,stark::A,শক্তিশালী,cadarn
630,schwach::A,দুর্বল,gwan
631,fett::A,মোটা,tew
632,schlank::A,কৃশ,main
633,hübsch::A,সুন্দর,tlws
634,böse::A,খারাপ,drwg
635,dumm::A,মূর্খ,twp
636,faul::A,শ্রমবিমুখ,diog
637,fleißig::A,পরিশ্রমী,dyfal
638,geizig::A,ব্যয়কুণ্ঠ,crintach
639,geizig::A,ব্যয়কুণ্ঠ,cybyddlyd
640,klug::A,দক্ষ,deallus
641,geschickt::A,পটু,medrus
642,geschickt::A,পটু,deheuig
643,lieb::A,প্রেয়,hoff
644,lieb::A,প্রেয়,annwyl
645,lustig::A,প্রফুল্ল,llon
646,sanft::A,নম্র,mwyn
647,hungrig::A,ক্ষুধার্ত,newynog
648,krank::A,অসুস্থ,sâl
649,krank::A,অসুস্থ,gwael
650,nackt::A,উলঙ্গ,noeth
651,traurig::A,দুঃখিত,trist
652,lebendig::A,জীবিত,yn fyw
653,gut::A,ভালো,da
654,schlecht::A,মন্দ,drwg
655,schlecht::A,মন্দ,gwael
656,richtig::A,ঠিক,cywir
657,schlimm::A,কদর্য,enbyd
658,wahr::A,বাস্তব,gwir
659,alt::A,পুরাতন,hen
660,neu::A,নব,newydd
661,neu::A,নূতন,newydd
662,ehemalig::A,পূর্বকালীন,blaenorol
663,alt[Lebewesen]::A,বৃদ্ধ,oedrannus
664,jung::A,তরুণ,ifanc
665,arm::A,ক্ষুদ্র,tlawd
666,reich::A,ধনবান্,cyfoethog
667,bekannt::A,সুপরিচিত,cynefin
668,bekannt::A,সুপরিচিত,cyfarwydd
669,berühmt::A,বিখ্যাত,enwog
670,fremd::A,বিদেশি,estron
671,verschieden::A,বিসদৃশ,gwahanol
672,nah::A,নিকটবতী,agos
673,fern::A,দুরবতী,pell
674,linker::A,বাম,aswy
675,linker::A,বাম,chwith
676,rechter::A,ডান,de
677,rechter::A,ডান,deau
678,rechter::A,ডাইন,de
679,rechter::A,ডাইন,deau
680,anderer::A,অন্যতর,arall
681,erster::A,প্রথম,cyntaf
682,zweiter::A,দ্বিতীয়,ail
683,dritter::A,তৃতীয়,trydydd
684,letzter::A,সর্বশেষ,olaf
685,allein::ADV,একক,unig
686,allein::ADV,একক,ar ei ben ei hun
687,auf einmal::ADV,জলদি,ar yr un pryd
688,zusammen::ADV,একসঙ্গে,ynghyd
689,zusammen::ADV,একসঙ্গে,gyda'i gilydd
690,lange::ADV,লম্বা,amser hir
691,plötzlich::ADV,হঠাৎ,yn sydyn
692,sofort::ADV,মুহ্ণর্তমধ্যে,ar unwaith
693,später::ADV,পশ্চাতে,yn ddiweddarach
694,jetzt::ADV,এখন,yn awr
695,heute::ADV,আজ,heddiw
696,morgen::ADV,আগামিকাল,yfory
697,bald::ADV,অস্পকালমধ্যে,yn fuan
698,bald::ADV,অস্পকালমধ্যে,gyda hyn
699,dann::ADV,তখন,yna
700,dann::ADV,তখন,y pryd hwnnw
701,gestern::ADV,গতকাল,ddoe
702,einst::ADV,একবার মাত্র,gynt
